actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
191,PT09M01.00S,2022-01-18T04:19:36.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,37,30,2022-01-18T04:19:36Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,
192,PT09M01.00S,2022-01-18T04:19:37.2Z,2,REGULAR,substitution,out,[],1626169,,,1610612762,37,30,2022-01-18T04:19:41Z,1820000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M01.00S,2022-01-18T04:19:37.2Z,2,REGULAR,substitution,in,[],2730,,,1610612762,37,30,2022-01-18T04:19:41Z,1830000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M01.00S,2022-01-18T04:20:00.5Z,2,REGULAR,freethrow,2 of 2,[],1630235,,,1610612762,37,31,2022-01-18T04:20:00Z,1840000,,,0,,T. Forrest Free Throw 2 of 2 (1 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
195,PT08M45.00S,2022-01-18T04:20:16.1Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.987516425755587,22.549019607843135,1610612747,37,31,2022-01-18T04:20:21Z,1850000,137.0,201.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,
196,PT08M42.00S,2022-01-18T04:20:19.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,37,31,2022-01-18T04:20:21Z,1860000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,195.0,4.0,3.0,1.0,,,,,,,,,,,,,,
197,PT08M31.00S,2022-01-18T04:20:29.6Z,2,REGULAR,3pt,Jump Shot,[],204060,68.24901445466492,74.50980392156863,1610612762,37,31,2022-01-18T04:23:50Z,1870000,123.0,246.0,1,right,MISS J. Ingles 27' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,
198,PT08M28.00S,2022-01-18T04:20:32.6Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,37,31,2022-01-18T04:20:33Z,1880000,,,0,,M. Monk REBOUND (Off:0 Def:4),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,197.0,4.0,4.0,0.0,,,,,,,,,,,,,,
199,PT08M24.00S,2022-01-18T04:20:37.1Z,2,REGULAR,3pt,Jump Shot,[],2544,36.0545335085414,51.22549019607843,1610612747,37,31,2022-01-18T04:20:44Z,1890000,-6.0,286.0,1,left,MISS L. James 28' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,28.65,Missed,,,,,,,,,,,,,,,,,,
200,PT08M19.00S,2022-01-18T04:20:42.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,37,31,2022-01-18T04:20:44Z,1900000,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,199.0,5.0,4.0,1.0,,,,,,,,,,,,,,
201,PT08M14.00S,2022-01-18T04:20:48.4Z,2,REGULAR,foul,offensive,[],203903,,,1610612762,37,31,2022-01-18T04:20:55Z,1910000,,,0,,J. Clarkson charge offensive FOUL (1 PF),"[203903, 1630559]",1610612762.0,UTA,charge,,,Clarkson,J. Clarkson,,,,,,,,,,,1198.0,,1.0,0.0,,,,,,,,,Reaves,1630559.0
203,PT08M14.00S,2022-01-18T04:20:48.4Z,2,REGULAR,turnover,offensive foul,[],203903,,,1610612762,37,31,2022-01-18T04:20:48Z,1930000,,,0,,J. Clarkson offensive foul TURNOVER (2 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,1198.0,2.0,,,,,,,,,,,,
204,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,out,[],2544,,,1610612747,37,31,2022-01-18T04:21:07Z,1940000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,out,[],1629672,,,1610612747,37,31,2022-01-18T04:21:07Z,1950000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,in,[],2772,,,1610612747,37,31,2022-01-18T04:21:07Z,1960000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,in,[],200752,,,1610612747,37,31,2022-01-18T04:21:07Z,1970000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,out,[],203497,,,1610612747,37,31,2022-01-18T04:21:12Z,1980000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,in,[],1628378,,,1610612747,37,31,2022-01-18T04:21:12Z,1990000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,out,[],1630235,,,1610612747,37,31,2022-01-18T04:21:21Z,2000000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M14.00S,2022-01-18T04:20:55.7Z,2,REGULAR,substitution,in,[],202711,,,1610612747,37,31,2022-01-18T04:21:21Z,2010000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M03.00S,2022-01-18T04:21:30.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629659,9.641918528252305,96.07843137254902,1610612747,37,31,2022-01-18T04:21:36Z,2020000,-230.0,38.0,1,left,MISS T. Horton-Tucker 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,
213,PT08M01.00S,2022-01-18T04:21:32.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,37,31,2022-01-18T04:21:36Z,2030000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,,
214,PT08M01.00S,2022-01-18T04:21:37.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,37,31,2022-01-18T04:21:37Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M49.00S,2022-01-18T04:21:57.8Z,2,REGULAR,3pt,Jump Shot,[],200752,88.87976346911958,4.166666666666657,1610612762,37,31,2022-01-18T04:22:03Z,2050000,-229.0,52.0,1,right,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,
216,PT07M45.00S,2022-01-18T04:22:01.8Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,37,31,2022-01-18T04:22:03Z,2060000,,,0,,J. Clarkson REBOUND (Off:1 Def:0),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,215.0,1.0,0.0,1.0,,,,,,,,,,,,,,
217,PT07M44.00S,2022-01-18T04:22:03.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203903,88.2227332457293,52.205882352941174,1610612762,37,31,2022-01-18T04:25:34Z,2070000,11.0,58.0,1,right,MISS J. Clarkson floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,
218,PT07M41.00S,2022-01-18T04:22:05.7Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,37,31,2022-01-18T04:22:05Z,2080000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
219,PT07M31.00S,2022-01-18T04:22:18.1Z,2,REGULAR,foul,personal,['2freethrow'],202711,,,1610612747,37,31,2022-01-18T04:22:35Z,2090000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Howard 2 FT),"[202711, 2730]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,2714.0,,1.0,0.0,,,,,,,,,Howard,2730.0
221,PT07M31.00S,2022-01-18T04:22:45.5Z,2,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,38,31,2022-01-18T04:22:45Z,2110000,,,0,,D. Howard Free Throw 1 of 2 (1 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
222,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,38,31,2022-01-18T04:22:58Z,2120000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,38,31,2022-01-18T04:22:58Z,2130000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,out,[],204060,,,1610612747,38,31,2022-01-18T04:22:58Z,2140000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,in,[],201566,,,1610612747,38,31,2022-01-18T04:22:58Z,2150000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,in,[],202340,,,1610612747,38,31,2022-01-18T04:22:58Z,2160000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M31.00S,2022-01-18T04:22:46.6Z,2,REGULAR,substitution,in,[],1626220,,,1610612747,38,31,2022-01-18T04:22:58Z,2170000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M31.00S,2022-01-18T04:23:14.9Z,2,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,39,31,2022-01-18T04:23:14Z,2180000,,,0,,D. Howard Free Throw 2 of 2 (2 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
229,PT07M15.00S,2022-01-18T04:23:34.2Z,2,REGULAR,3pt,Jump Shot,[],203903,82.83508541392904,95.58823529411765,1610612762,39,31,2022-01-18T04:27:48Z,2190000,228.0,109.0,1,right,MISS J. Clarkson 25' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2022-01-18T04:23:38.2Z,2,REGULAR,rebound,defensive,[],2772,,,1610612747,39,31,2022-01-18T04:23:39Z,2200000,,,0,,T. Ariza REBOUND (Off:0 Def:2),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,,,
231,PT07M00.00S,2022-01-18T04:23:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.802233902759525,52.94117647058824,1610612747,41,31,2022-01-18T04:23:54Z,2210000,-15.0,21.0,1,left,R. Westbrook driving Layup (7 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.55,Made,,,,,,,,,7.0,,,,,,,,,
233,PT06M54.00S,2022-01-18T04:24:08.5Z,2,REGULAR,foul,personal,[],1629659,,,1610612762,41,31,2022-01-18T04:24:48Z,2230000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 200752]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1198.0,,1.0,0.0,,,,,,,,,Gay,200752.0
235,PT06M44.00S,2022-01-18T04:24:25.1Z,2,REGULAR,3pt,Jump Shot,[],200752,67.9862023653088,26.225490196078425,1610612762,41,31,2022-01-18T04:24:29Z,2250000,-119.0,248.0,1,right,MISS R. Gay 27' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2022-01-18T04:24:28.1Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,41,31,2022-01-18T04:24:29Z,2260000,,,0,,R. Gay REBOUND (Off:1 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,,,,,
237,PT06M33.00S,2022-01-18T04:24:36.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,70.22010512483574,78.18627450980392,1610612762,41,31,2022-01-18T04:31:34Z,2270000,141.0,227.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.75,Missed,,,,,,,,,,,,,,,,,,
238,PT06M28.00S,2022-01-18T04:24:41.8Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,41,31,2022-01-18T04:24:42Z,2280000,,,0,,R. Gay REBOUND (Off:2 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,237.0,6.0,4.0,2.0,,,,,,,,,,,,,,
239,PT06M27.00S,2022-01-18T04:24:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200752,93.34756898817345,50.49019607843137,1610612762,41,33,2022-01-18T04:24:57Z,2290000,2.0,10.0,1,right,R. Gay putback Layup (5 PTS),[200752],1610612762.0,UTA,putback,,,Gay,R. Gay,,,,,1.03,Made,,,,,,,,,5.0,,,,,,,,,
240,PT06M17.00S,2022-01-18T04:24:51.7Z,2,REGULAR,3pt,Jump Shot,[],1629659,25.410643889618925,87.00980392156862,1610612747,41,33,2022-01-18T04:24:59Z,2300000,-185.0,186.0,1,left,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
241,PT06M17.00S,2022-01-18T04:24:51.7Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612762,41,33,2022-01-18T04:24:59Z,2310000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,,,,,,,
242,PT06M07.00S,2022-01-18T04:25:03.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,92.95335085413929,35.5392156862745,1610612762,41,33,2022-01-18T04:32:55Z,2320000,-72.0,14.0,1,right,MISS B. Bogdanovic 7' fadeaway Shot - blocked,"[202711, 2730]",1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,7.36,Missed,,,,,,,,,,,,,,,Howard,2730.0,,
243,PT06M07.00S,2022-01-18T04:25:03.7Z,2,REGULAR,block,,[],2730,,,1610612762,41,33,2022-01-18T04:25:08Z,2330000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2022-01-18T04:25:03.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,41,33,2022-01-18T04:25:11Z,2340000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,,
245,PT06M07.00S,2022-01-18T04:25:10.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,41,33,2022-01-18T04:25:10Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M00.00S,2022-01-18T04:25:32.0Z,2,REGULAR,turnover,discontinued dribble,[],202711,,,1610612762,41,33,2022-01-18T04:25:42Z,2370000,,,0,,B. Bogdanovic discontinued dribble TURNOVER (1 TO),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,
248,PT05M52.00S,2022-01-18T04:25:43.7Z,2,REGULAR,turnover,traveling,[],202340,,,1610612747,41,33,2022-01-18T04:25:47Z,2380000,,,0,,A. Bradley traveling TURNOVER (1 TO),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,
249,PT05M39.00S,2022-01-18T04:26:11.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,80.20696452036793,32.35294117647058,1610612762,41,33,2022-01-18T04:26:15Z,2390000,-88.0,134.0,1,right,MISS D. Mitchell 16' Jump Shot,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,
250,PT05M37.00S,2022-01-18T04:26:13.5Z,2,REGULAR,rebound,defensive,[],2772,,,1610612747,41,33,2022-01-18T04:26:15Z,2400000,,,0,,T. Ariza REBOUND (Off:0 Def:3),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,,,,,,
251,PT05M30.00S,2022-01-18T04:26:22.8Z,2,REGULAR,3pt,Jump Shot,[],202340,12.13863337713535,5.14705882352942,1610612747,41,33,2022-01-18T04:27:35Z,2410000,224.0,62.0,1,left,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,
252,PT05M29.00S,2022-01-18T04:26:23.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,41,33,2022-01-18T04:27:35Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
253,PT05M29.00S,2022-01-18T04:26:27.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,41,33,2022-01-18T04:26:27Z,2430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M21.00S,2022-01-18T04:26:47.6Z,2,REGULAR,turnover,lost ball,[],2730,,,1610612747,41,33,2022-01-18T04:26:51Z,2440000,,,0,,D. Howard lost ball TURNOVER (1 TO),"[2730, 200752]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,1.0,,,,,,,Gay,200752.0,,,,
255,PT05M21.00S,2022-01-18T04:26:47.6Z,2,REGULAR,steal,,[],200752,,,1610612762,41,33,2022-01-18T04:26:50Z,2450000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M04.00S,2022-01-18T04:27:05.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,71.00854139290408,22.794117647058826,1610612762,41,33,2022-01-18T04:39:43Z,2460000,-136.0,220.0,1,right,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
257,PT05M01.00S,2022-01-18T04:27:07.2Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,41,33,2022-01-18T04:27:07Z,2470000,,,0,,R. Gay REBOUND (Off:3 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,256.0,7.0,4.0,3.0,,,,,,,,,,,,,,
258,PT04M59.00S,2022-01-18T04:27:09.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200752,67.7233902759527,34.31372549019608,1610612762,41,33,2022-01-18T04:41:00Z,2480000,-78.0,251.0,1,right,MISS R. Gay 26' pullup 3PT,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
259,PT04M57.00S,2022-01-18T04:27:11.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,41,33,2022-01-18T04:27:13Z,2490000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,
260,PT04M53.00S,2022-01-18T04:27:17.6Z,2,REGULAR,foul,personal,[],200752,,,1610612747,41,33,2022-01-18T04:27:36Z,2500000,,,0,,R. Gay personal FOUL (1 PF),"[200752, 2730]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,1198.0,,1.0,0.0,,,,,,,,,Howard,2730.0
262,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,41,33,2022-01-18T04:27:40Z,2520000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,out,[],203903,,,1610612747,41,33,2022-01-18T04:27:40Z,2530000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,in,[],2544,,,1610612747,41,33,2022-01-18T04:27:40Z,2540000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,in,[],201144,,,1610612747,41,33,2022-01-18T04:27:40Z,2550000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,out,[],200752,,,1610612747,41,33,2022-01-18T04:27:48Z,2560000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M53.00S,2022-01-18T04:27:31.5Z,2,REGULAR,substitution,in,[],203497,,,1610612747,41,33,2022-01-18T04:27:48Z,2570000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M35.00S,2022-01-18T04:28:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2772,13.584099868593952,50.98039215686275,1610612747,41,33,2022-01-18T04:42:17Z,2580000,-5.0,75.0,1,left,MISS T. Ariza 7' fadeaway Shot,[2772],1610612747.0,LAL,fadeaway,,,Ariza,T. Ariza,,,,,7.54,Missed,,,,,,,,,,,,,,,,,,
269,PT04M32.00S,2022-01-18T04:28:13.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,41,33,2022-01-18T04:42:17Z,2590000,,,0,,R. Gobert REBOUND (Off:1 Def:5),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,268.0,6.0,5.0,1.0,,,,,,,,,,,,,,
270,PT04M27.00S,2022-01-18T04:28:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612762,41,33,2022-01-18T04:28:26Z,2600000,,,0,,R. Westbrook personal FOUL (1 PF) (O'Neale 2 FT),"[201566, 1626220]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,1193.0,,1.0,0.0,,,,,,,,,O'Neale,1626220.0
272,PT04M27.00S,2022-01-18T04:28:49.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612762,41,33,2022-01-18T04:30:16Z,2620000,,,0,,,[],,,stands,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,,,
273,PT04M27.00S,2022-01-18T04:30:52.8Z,2,REGULAR,freethrow,1 of 2,[],1626220,,,1610612762,41,34,2022-01-18T04:30:52Z,2630000,,,0,,R. O'Neale Free Throw 1 of 2 (7 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
274,PT04M27.00S,2022-01-18T04:31:06.7Z,2,REGULAR,freethrow,2 of 2,[],1626220,,,1610612762,41,35,2022-01-18T04:31:06Z,2640000,,,0,,R. O'Neale Free Throw 2 of 2 (8 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
275,PT04M08.00S,2022-01-18T04:31:26.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,7.933639947437584,49.754901960784316,1610612747,43,35,2022-01-18T04:31:30Z,2650000,1.0,22.0,1,left,D. Howard cutting Layup (4 PTS) (L. James 5 AST),"[2730, 2544]",1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,2.21,Made,,,,,,,,,4.0,L. James,2544.0,5.0,,,,,,
277,PT03M45.00S,2022-01-18T04:31:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.16491458607096,50.0,1610612762,43,37,2022-01-18T04:31:57Z,2670000,0.0,21.0,1,right,R. Gobert cutting Layup (6 PTS) (R. O'Neale 1 AST),"[203497, 1626220]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,2.11,Made,,,,,,,,,6.0,R. O'Neale,1626220.0,1.0,,,,,,
279,PT03M24.00S,2022-01-18T04:32:11.2Z,2,REGULAR,3pt,Jump Shot,[],2772,15.686596583442835,95.09803921568627,1610612747,46,37,2022-01-18T04:32:15Z,2690000,-225.0,95.0,1,left,T. Ariza 24' 3PT  (3 PTS) (R. Westbrook 1 AST),"[2772, 201566]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,24.47,Made,,,,,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,,
