actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
548,PT08M06.00S,2021-12-08T05:09:07.3Z,4,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,102,87,2021-12-08T05:09:26Z,5420000,,,0,,C. Anthony Free Throw 1 of 2 (9 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
549,PT08M06.00S,2021-12-08T05:09:07.3Z,4,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,102,87,2021-12-08T05:09:43Z,5430000,,,0,,MISS C. Anthony Free Throw 2 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
550,PT08M06.00S,2021-12-08T05:09:07.3Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,102,87,2021-12-08T05:09:43Z,5440000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,549.0,,7.0,6.0,1.0,,,,,,,,,,,,,,
551,PT07M51.00S,2021-12-08T05:09:46.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,22.78252299605782,92.40196078431373,1610612738,102,87,2021-12-08T05:09:51Z,5450000,-212.0,162.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
552,PT07M48.00S,2021-12-08T05:09:49.6Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,102,87,2021-12-08T05:09:51Z,5460000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:6),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,551.0,,6.0,6.0,0.0,,,,,,,,,,,,,,
553,PT07M38.00S,2021-12-08T05:10:00.6Z,4,REGULAR,2pt,Jump Shot,[],2546,85.06898817345598,69.6078431372549,1610612747,102,87,2021-12-08T05:10:04Z,5470000,98.0,88.0,1,right,MISS C. Anthony 13' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,13.16,Missed,,,,,,,,,,,,,,,,,,,
554,PT07M36.00S,2021-12-08T05:10:02.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,87,2021-12-08T05:10:04Z,5480000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,553.0,,8.0,6.0,2.0,,,,,,,,,,,,,,
555,PT07M27.00S,2021-12-08T05:10:11.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,23.4395532194481,12.25490196078431,1610612738,102,87,2021-12-08T05:10:15Z,5490000,189.0,168.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
556,PT07M24.00S,2021-12-08T05:10:14.8Z,4,REGULAR,rebound,defensive,[],2730,,,1610612747,102,87,2021-12-08T05:10:15Z,5500000,,,0,,D. Howard REBOUND (Off:2 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,555.0,,7.0,5.0,2.0,,,,,,,,,,,,,,
557,PT07M19.00S,2021-12-08T05:10:19.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,92.16491458607096,48.28431372549019,1610612747,102,87,2021-12-08T05:10:29Z,5510000,-9.0,21.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
558,PT07M17.00S,2021-12-08T05:10:21.3Z,4,REGULAR,rebound,offensive,[],2546,,,1610612747,102,87,2021-12-08T05:10:29Z,5520000,,,0,,C. Anthony REBOUND (Off:3 Def:5),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,557.0,,8.0,5.0,3.0,,,,,,,,,,,,,,
559,PT07M17.00S,2021-12-08T05:10:22.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2546,92.42772667542707,50.245098039215684,1610612747,102,87,2021-12-08T05:10:35Z,5530000,1.0,19.0,1,right,MISS C. Anthony putback Layup,[2546],1610612747.0,LAL,putback,,,Anthony,C. Anthony,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
560,PT07M15.00S,2021-12-08T05:10:24.3Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,102,87,2021-12-08T05:10:35Z,5540000,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,559.0,,8.0,7.0,1.0,,,,,,,,,,,,,,
561,PT07M14.00S,2021-12-08T05:10:29.0Z,4,REGULAR,foul,personal,[],201961,,,1610612738,102,87,2021-12-08T05:10:33Z,5550000,,,0,,W. Ellington take personal FOUL (3 PF),"[201961, 1630202]",1610612747.0,LAL,take,,,Ellington,W. Ellington,,,,,,,,200832.0,,,,,,,,,,,3.0,0.0,Pritchard,1630202.0,,,
563,PT07M14.00S,2021-12-08T05:10:37.5Z,4,REGULAR,substitution,out,[],2730,,,1610612738,102,87,2021-12-08T05:10:41Z,5570000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M14.00S,2021-12-08T05:10:37.5Z,4,REGULAR,substitution,in,[],203076,,,1610612738,102,87,2021-12-08T05:10:41Z,5580000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M05.00S,2021-12-08T05:11:02.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.84691195795007,49.50980392156863,1610612738,102,87,2021-12-08T05:12:56Z,5590000,2.0,78.0,1,left,MISS J. Tatum 7' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,,
566,PT07M03.00S,2021-12-08T05:11:04.5Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,102,87,2021-12-08T05:11:22Z,5600000,,,0,,A. Davis REBOUND (Off:3 Def:9),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,565.0,,12.0,9.0,3.0,,,,,,,,,,,,,,
567,PT06M46.00S,2021-12-08T05:11:25.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,102,87,2021-12-08T05:11:25Z,5610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M42.00S,2021-12-08T05:11:46.2Z,4,REGULAR,3pt,Jump Shot,[],201961,65.48948751642575,65.19607843137254,1610612747,102,87,2021-12-08T05:11:59Z,5620000,76.0,272.0,1,right,MISS W. Ellington 28' step back 3PT,[201961],1610612747.0,LAL,step back,,,Ellington,W. Ellington,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,,
569,PT06M42.00S,2021-12-08T05:11:46.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,102,87,2021-12-08T05:11:51Z,5630000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,568.0,,,,,,,,,,,,,,,,,,
570,PT06M42.00S,2021-12-08T05:11:51.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612747,102,87,2021-12-08T05:11:56Z,5640000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,,,,,
571,PT06M30.00S,2021-12-08T05:12:17.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,9.510512483574246,53.431372549019606,1610612738,102,89,2021-12-08T05:14:31Z,5650000,-17.0,37.0,1,left,J. Tatum pullup Jump Shot (34 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,4.07,Made,,,,,,,,,34.0,,,,,,,,,,
572,PT06M15.00S,2021-12-08T05:12:31.8Z,4,REGULAR,2pt,Jump Shot,[],203076,74.95072273324573,35.78431372549019,1610612747,102,89,2021-12-08T05:12:37Z,5660000,-71.0,183.0,1,right,MISS A. Davis 19' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,19.63,Missed,,,,,,,,,,,,,,,,,,,
573,PT06M14.00S,2021-12-08T05:12:32.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,102,89,2021-12-08T05:12:37Z,5670000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,,,
574,PT06M14.00S,2021-12-08T05:12:39.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,102,89,2021-12-08T05:12:39Z,5680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT06M14.00S,2021-12-08T05:12:41.4Z,4,REGULAR,substitution,out,[],201961,,,1610612747,102,89,2021-12-08T05:12:48Z,5690000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M14.00S,2021-12-08T05:12:41.4Z,4,REGULAR,substitution,out,[],2546,,,1610612747,102,89,2021-12-08T05:12:48Z,5700000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M14.00S,2021-12-08T05:12:41.4Z,4,REGULAR,substitution,in,[],201566,,,1610612747,102,89,2021-12-08T05:12:48Z,5710000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M14.00S,2021-12-08T05:12:41.4Z,4,REGULAR,substitution,in,[],1628370,,,1610612747,102,89,2021-12-08T05:12:48Z,5720000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M00.00S,2021-12-08T05:13:10.4Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612747,102,89,2021-12-08T05:13:16Z,5730000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Davis 2 FT),"[1630174, 203076]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,1162.0,,,,,,,,,,,2.0,0.0,Davis,203076.0,,,
581,PT06M00.00S,2021-12-08T05:13:46.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,103,89,2021-12-08T05:13:46Z,5750000,,,0,,A. Davis Free Throw 1 of 2 (16 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,,,16.0,,,,,,,,,,
582,PT06M00.00S,2021-12-08T05:13:59.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,104,89,2021-12-08T05:13:59Z,5760000,,,0,,A. Davis Free Throw 2 of 2 (17 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Made,,,,,,,,,17.0,,,,,,,,,,
603,PT05M44.00S,2021-12-08T05:14:06.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.196452036793687,49.01960784313726,1610612738,104,89,2021-12-08T05:17:28Z,5765000,5.0,25.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 203076]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,2.5,Missed,,,,,,,,,,,,,,,,,Davis,203076.0,
604,PT05M44.00S,2021-12-08T05:14:06.2Z,4,REGULAR,block,,[],203076,,,1610612738,104,89,2021-12-08T05:16:09Z,5767500,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M43.00S,2021-12-08T05:14:07.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,104,89,2021-12-08T05:17:28Z,5768750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,,
583,PT05M43.00S,2021-12-08T05:14:25.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,104,89,2021-12-08T05:14:25Z,5770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT05M38.00S,2021-12-08T05:14:42.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630174,11.875821287779246,47.30392156862745,1610612738,104,89,2021-12-08T05:18:35Z,5780000,13.0,59.0,1,left,MISS A. Nesmith 6' pullup Shot,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
585,PT05M36.00S,2021-12-08T05:14:44.6Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,104,89,2021-12-08T05:14:47Z,5790000,,,0,,A. Davis REBOUND (Off:3 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,584.0,,13.0,10.0,3.0,,,,,,,,,,,,,,
586,PT05M22.00S,2021-12-08T05:14:58.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.42772667542707,51.470588235294116,1610612747,104,89,2021-12-08T05:15:03Z,5800000,7.0,19.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,,
587,PT05M21.00S,2021-12-08T05:15:00.7Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,104,89,2021-12-08T05:15:00Z,5810000,,,0,,A. Davis REBOUND (Off:4 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,586.0,,14.0,10.0,4.0,,,,,,,,,,,,,,
588,PT05M21.00S,2021-12-08T05:15:12.0Z,4,REGULAR,foul,personal,[],203935,,,1610612747,104,89,2021-12-08T05:15:17Z,5820000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 203076]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,200832.0,,,,,,,,,,,3.0,0.0,Davis,203076.0,,,
590,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,out,[],1628369,,,1610612747,104,89,2021-12-08T05:15:37Z,5840000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,out,[],203935,,,1610612747,104,89,2021-12-08T05:15:37Z,5850000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,out,[],201143,,,1610612747,104,89,2021-12-08T05:15:37Z,5860000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,in,[],202683,,,1610612747,104,89,2021-12-08T05:15:37Z,5870000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,in,[],1629684,,,1610612747,104,89,2021-12-08T05:15:37Z,5880000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M21.00S,2021-12-08T05:15:18.0Z,4,REGULAR,substitution,in,[],1629641,,,1610612747,104,89,2021-12-08T05:15:37Z,5890000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M15.00S,2021-12-08T05:15:44.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,91.37647831800263,48.529411764705884,1610612747,106,89,2021-12-08T05:20:28Z,5900000,-7.0,29.0,1,right,L. James cutting Layup (28 PTS) (R. Westbrook 11 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.95,Made,,,,,,,,,28.0,R. Westbrook,201566.0,11.0,,,,,,,
598,PT05M05.00S,2021-12-08T05:15:53.4Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,106,89,2021-12-08T05:16:22Z,5920000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1628370]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,1.0,Monk,1628370.0,,,,,,,,,,,
599,PT05M05.00S,2021-12-08T05:15:53.4Z,4,REGULAR,steal,,[],1628370,,,1610612747,106,89,2021-12-08T05:15:55Z,5930000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT05M04.00S,2021-12-08T05:15:56.7Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628370,93.87319316688567,53.18627450980392,1610612747,108,89,2021-12-08T05:16:41Z,5940000,16.0,5.0,1,right,M. Monk running DUNK (7 PTS) (L. James 5 AST),"[1628370, 2544]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,1.67,Made,,,,,,,,,7.0,L. James,2544.0,5.0,,,,,,,
602,PT05M03.00S,2021-12-08T05:16:05.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,108,89,2021-12-08T05:16:05Z,5960000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT05M03.00S,2021-12-08T05:18:48.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,108,89,2021-12-08T05:19:05Z,5970000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT05M03.00S,2021-12-08T05:18:48.9Z,4,REGULAR,substitution,in,[],1627823,,,1610612738,108,89,2021-12-08T05:19:05Z,5980000,,,0,,SUB in: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT04M48.00S,2021-12-08T05:19:43.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,7.539421813403408,50.245098039215684,1610612738,108,91,2021-12-08T05:19:47Z,5990000,-1.0,18.0,1,left,R. Langford turnaround Jump Shot (4 PTS) (J. Hernangomez 1 AST),"[1629641, 1627823]",1610612738.0,BOS,turnaround,,,Langford,R. Langford,,,,,1.84,Made,,,,,,,,,4.0,J. Hernangomez,1627823.0,1.0,,,,,,,
609,PT04M48.00S,2021-12-08T05:19:49.7Z,4,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612738,108,91,2021-12-08T05:20:06Z,6000000,,,0,,T. Horton-Tucker shooting personal FOUL (3 PF) (Langford 1 FT),"[1629659, 1629641]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,200832.0,,,,,,,,,,,3.0,0.0,Langford,1629641.0,,,
612,PT04M48.00S,2021-12-08T05:20:15.8Z,4,REGULAR,freethrow,1 of 1,[],1629641,,,1610612738,108,92,2021-12-08T05:20:15Z,6020000,,,0,,R. Langford Free Throw 1 of 1 (5 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
613,PT04M25.00S,2021-12-08T05:20:40.8Z,4,REGULAR,3pt,Jump Shot,[],1629659,85.85742444152432,95.58823529411765,1610612747,108,92,2021-12-08T05:20:45Z,6030000,228.0,80.0,1,right,MISS T. Horton-Tucker 24' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
614,PT04M21.00S,2021-12-08T05:20:44.8Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,108,92,2021-12-08T05:20:45Z,6040000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,613.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
615,PT04M15.00S,2021-12-08T05:20:49.6Z,4,REGULAR,3pt,Jump Shot,[],1627823,8.065045992115643,4.901960784313729,1610612738,108,92,2021-12-08T05:20:54Z,6050000,225.0,23.0,1,left,MISS J. Hernangomez 3PT,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
616,PT04M13.00S,2021-12-08T05:20:51.6Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,108,92,2021-12-08T05:20:54Z,6060000,,,0,,A. Davis REBOUND (Off:4 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,615.0,,15.0,11.0,4.0,,,,,,,,,,,,,,
617,PT04M06.00S,2021-12-08T05:20:59.9Z,4,REGULAR,3pt,Jump Shot,[],2544,70.22010512483574,77.94117647058823,1610612747,108,92,2021-12-08T05:21:05Z,6070000,140.0,227.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
618,PT04M02.00S,2021-12-08T05:21:03.9Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612738,108,92,2021-12-08T05:21:05Z,6080000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,617.0,,1.0,1.0,0.0,,,,,,,,,,,,,,
619,PT03M51.00S,2021-12-08T05:21:15.0Z,4,REGULAR,2pt,Jump Shot,[],1630202,23.176741130091983,70.34313725490196,1610612738,108,92,2021-12-08T05:21:19Z,6090000,-102.0,165.0,1,left,MISS P. Pritchard 19' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,19.42,Missed,,,,,,,,,,,,,,,,,,,
620,PT03M47.00S,2021-12-08T05:21:19.0Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,108,92,2021-12-08T05:21:19Z,6100000,,,0,,A. Davis REBOUND (Off:4 Def:12),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,619.0,,16.0,12.0,4.0,,,,,,,,,,,,,,
621,PT03M32.00S,2021-12-08T05:21:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.55913272010513,48.28431372549019,1610612747,110,92,2021-12-08T05:21:38Z,6110000,-9.0,17.0,1,right,L. James cutting Layup (30 PTS) (T. Horton-Tucker 3 AST),"[2544, 1629659]",1610612747.0,LAL,cutting,,,James,L. James,,,,,1.94,Made,,,,,,,,,30.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,
623,PT03M24.00S,2021-12-08T05:21:42.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630174,6.619579500657039,52.205882352941174,1610612738,110,94,2021-12-08T05:21:45Z,6130000,-11.0,10.0,1,left,A. Nesmith cutting DUNK (4 PTS) (P. Pritchard 3 AST),"[1630174, 1630202]",1610612738.0,BOS,cutting,,,Nesmith,A. Nesmith,,,,,1.47,Made,,,,,,,,,4.0,P. Pritchard,1630202.0,3.0,,,,,,,
625,PT03M10.00S,2021-12-08T05:21:59.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612747,110,94,2021-12-08T05:22:06Z,6150000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Horton-Tucker 2 FT),"[1630174, 1629659]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,200832.0,,,,,,,,,,,3.0,0.0,Horton-Tucker,1629659.0,,,
627,PT03M10.00S,2021-12-08T05:22:30.4Z,4,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,111,94,2021-12-08T05:22:30Z,6170000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (9 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,,9.0,,,,,,,,,,
628,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,out,[],201566,,,1610612747,111,94,2021-12-08T05:22:53Z,6180000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,out,[],203076,,,1610612747,111,94,2021-12-08T05:22:53Z,6190000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,out,[],2544,,,1610612747,111,94,2021-12-08T05:22:53Z,6200000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,in,[],1630559,,,1610612747,111,94,2021-12-08T05:22:53Z,6210000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,in,[],203145,,,1610612747,111,94,2021-12-08T05:22:53Z,6220000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M10.00S,2021-12-08T05:22:31.7Z,4,REGULAR,substitution,in,[],2730,,,1610612747,111,94,2021-12-08T05:22:53Z,6230000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M10.00S,2021-12-08T05:22:54.6Z,4,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,112,94,2021-12-08T05:22:54Z,6240000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (10 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,,10.0,,,,,,,,,,
635,PT02M57.00S,2021-12-08T05:23:06.5Z,4,REGULAR,3pt,Jump Shot,[],1627823,30.404073587385014,28.431372549019613,1610612738,112,94,2021-12-08T05:23:13Z,6250000,108.0,233.0,1,left,MISS J. Hernangomez 25' 3PT,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
