actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT04M29.00S,2021-11-05T02:53:55.1Z,1,REGULAR,substitution,in,[],1629660,,,1610612747,20,12,2021-11-05T02:54:12Z,840000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M29.00S,2021-11-05T02:53:54.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612747,20,12,2021-11-05T02:54:32Z,850000,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,Missed,,,,,,,,,,,,,,,,,,
86,PT04M27.00S,2021-11-05T02:53:56.4Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,20,12,2021-11-05T02:54:32Z,860000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,85.0,4.0,3.0,1.0,,,,,,,,,,,,,
87,PT04M17.00S,2021-11-05T02:54:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.539421813403408,50.73529411764706,1610612760,20,14,2021-11-05T02:54:45Z,870000,-4.0,18.0,1,left,D. Bazley driving Layup (9 PTS),[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,1.88,Made,9.0,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2021-11-05T02:54:59.2Z,1,REGULAR,foul,personal,[],1629660,,,1610612747,20,14,2021-11-05T02:55:07Z,880000,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 201961]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,1627519.0,,,,,,,1.0,0.0,Ellington,201961.0,,
90,PT04M07.00S,2021-11-05T02:55:07.8Z,1,REGULAR,substitution,out,[],201599,,,1610612747,20,14,2021-11-05T02:55:10Z,900000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M07.00S,2021-11-05T02:55:07.8Z,1,REGULAR,substitution,in,[],2546,,,1610612747,20,14,2021-11-05T02:55:10Z,910000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M57.00S,2021-11-05T02:55:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.42772667542707,48.529411764705884,1610612747,22,14,2021-11-05T02:55:33Z,920000,-7.0,19.0,1,right,A. Davis Layup (14 PTS) (R. Rondo 1 AST),"[203076, 200765]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,2.01,Made,14.0,,,,,,,R. Rondo,200765.0,1.0,,,,,,,,
94,PT03M46.00S,2021-11-05T02:55:42.6Z,1,REGULAR,foul,personal,['2freethrow'],200765,,,1610612760,22,14,2021-11-05T02:55:49Z,940000,,,0,,R. Rondo shooting personal FOUL (1 PF) (Jerome 2 FT),"[200765, 1629660]",1610612747.0,LAL,shooting,,,Rondo,R. Rondo,,,,,,,,,,,,203177.0,,,,,,,1.0,0.0,Jerome,1629660.0,,
96,PT03M46.00S,2021-11-05T02:56:19.8Z,1,REGULAR,freethrow,1 of 2,[],1629660,,,1610612760,22,15,2021-11-05T02:56:19Z,960000,,,0,,T. Jerome Free Throw 1 of 2 (1 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2021-11-05T02:56:21.4Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,22,15,2021-11-05T02:56:25Z,970000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M46.00S,2021-11-05T02:56:21.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,22,15,2021-11-05T02:56:25Z,980000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2021-11-05T02:56:39.1Z,1,REGULAR,freethrow,2 of 2,[],1629660,,,1610612760,22,16,2021-11-05T02:56:39Z,990000,,,0,,T. Jerome Free Throw 2 of 2 (2 PTS),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
100,PT03M26.00S,2021-11-05T02:57:01.2Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,22,16,2021-11-05T02:57:06Z,1000000,,,0,,A. Davis lost ball out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,lost ball,,,Davis,A. Davis,,,,,,,,,,,,203177.0,1.0,,,,,,,,,,,
101,PT03M26.00S,2021-11-05T02:57:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,22,16,2021-11-05T02:57:08Z,1010000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2021-11-05T02:59:40.9Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,22,16,2021-11-05T02:59:56Z,1020000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M26.00S,2021-11-05T02:59:40.9Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,22,16,2021-11-05T02:59:56Z,1030000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M06.00S,2021-11-05T03:00:22.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,23.4395532194481,86.76470588235294,1610612760,22,16,2021-11-05T03:00:26Z,1040000,-184.0,168.0,1,left,MISS T. Jerome 24' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
105,PT03M04.00S,2021-11-05T03:00:24.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,16,2021-11-05T03:00:26Z,1050000,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,104.0,6.0,4.0,2.0,,,,,,,,,,,,,
106,PT02M42.00S,2021-11-05T03:00:48.0Z,1,REGULAR,2pt,Jump Shot,[],203076,76.00197109067017,55.63725490196079,1610612747,22,16,2021-11-05T03:00:52Z,1060000,28.0,173.0,1,right,MISS A. Davis 17' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,
107,PT02M42.00S,2021-11-05T03:00:48.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,22,16,2021-11-05T03:00:52Z,1070000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,
108,PT02M42.00S,2021-11-05T03:01:00.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,22,16,2021-11-05T03:01:05Z,1080000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,
109,PT02M18.00S,2021-11-05T03:01:24.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629026,13.452693823915894,4.411764705882348,1610612760,22,16,2021-11-05T03:01:28Z,1090000,228.0,74.0,1,left,MISS K. Williams 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,
110,PT02M15.00S,2021-11-05T03:01:27.9Z,1,REGULAR,rebound,defensive,[],201961,,,1610612747,22,16,2021-11-05T03:01:28Z,1100000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,
111,PT02M02.00S,2021-11-05T03:01:40.4Z,1,REGULAR,2pt,Jump Shot,[],2546,84.93758212877792,76.22549019607843,1610612747,22,16,2021-11-05T03:01:44Z,1110000,131.0,89.0,1,right,MISS C. Anthony 15' turnaround Shot,[2546],1610612747.0,LAL,turnaround,,,Anthony,C. Anthony,,,,,15.85,Missed,,,,,,,,,,,,,,,,,,
112,PT01M59.00S,2021-11-05T03:01:43.2Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,22,16,2021-11-05T03:01:43Z,1120000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,
113,PT01M55.00S,2021-11-05T03:01:47.6Z,1,REGULAR,turnover,lost ball,[],1630526,,,1610612760,22,16,2021-11-05T03:01:52Z,1130000,,,0,,J. Robinson-Earl lost ball TURNOVER (1 TO),"[1630526, 202340]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,1.0,,,,,,,,,,Bradley,202340.0
114,PT01M55.00S,2021-11-05T03:01:47.6Z,1,REGULAR,steal,,[],202340,,,1610612747,22,16,2021-11-05T03:01:49Z,1140000,,,0,,A. Bradley STEAL (1 STL),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M51.00S,2021-11-05T03:01:51.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202340,92.16491458607096,49.01960784313726,1610612747,22,16,2021-11-05T03:01:57Z,1150000,-5.0,21.0,1,right,MISS A. Bradley running Layup,[202340],1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
116,PT01M49.00S,2021-11-05T03:01:53.3Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,22,16,2021-11-05T03:01:57Z,1160000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,
117,PT01M38.00S,2021-11-05T03:02:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,6.8823915900131425,47.79411764705882,1610612760,22,18,2021-11-05T03:02:08Z,1170000,11.0,12.0,1,left,K. Williams driving Layup (2 PTS) (T. Jerome 1 AST),"[1629026, 1629660]",1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,1.64,Made,2.0,,,,,,,T. Jerome,1629660.0,1.0,,,,,,,,
119,PT01M25.00S,2021-11-05T03:02:17.4Z,1,REGULAR,3pt,Jump Shot,[],201961,68.38042049934297,58.82352941176471,1610612747,22,18,2021-11-05T03:02:21Z,1190000,44.0,245.0,1,right,MISS W. Ellington 24' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,
120,PT01M22.00S,2021-11-05T03:02:20.0Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,22,18,2021-11-05T03:02:20Z,1200000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,,,,,,
121,PT01M19.00S,2021-11-05T03:02:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,30.14126149802891,79.16666666666666,1610612760,22,21,2021-11-05T03:02:28Z,1210000,-146.0,231.0,1,left,S. Gilgeous-Alexander 27' 3PT running pullup (6 PTS),[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,27.3,Made,6.0,,,,,,,,,,,,,,,,,
122,PT01M00.00S,2021-11-05T03:02:41.5Z,1,REGULAR,2pt,Jump Shot,[],201961,78.49868593955321,76.7156862745098,1610612747,22,21,2021-11-05T03:02:45Z,1220000,134.0,150.0,1,right,MISS W. Ellington 20' turnaround fadeaway Shot,[201961],1610612747.0,LAL,turnaround fadeaway,,,Ellington,W. Ellington,,,,,20.06,Missed,,,,,,,,,,,,,,,,,,
123,PT00M58.80S,2021-11-05T03:02:42.7Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,22,21,2021-11-05T03:02:45Z,1230000,,,0,,A. Pokusevski REBOUND (Off:0 Def:3),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,122.0,3.0,3.0,0.0,,,,,,,,,,,,,
124,PT00M49.50S,2021-11-05T03:02:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,18.84034165571616,36.51960784313726,1610612760,22,21,2021-11-05T03:03:00Z,1240000,67.0,125.0,1,left,MISS A. Pokusevski 14' Jump Shot,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,14.17,Missed,,,,,,,,,,,,,,,,,,
125,PT00M47.30S,2021-11-05T03:02:56.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,21,2021-11-05T03:03:00Z,1250000,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,124.0,7.0,5.0,2.0,,,,,,,,,,,,,
126,PT00M42.50S,2021-11-05T03:03:01.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201961,89.4053876478318,96.32352941176471,1610612747,25,21,2021-11-05T03:03:07Z,1260000,232.0,47.0,1,right,W. Ellington 3PT running pullup (3 PTS) (C. Anthony 1 AST),"[201961, 2546]",1610612747.0,LAL,running pullup,,,Ellington,W. Ellington,,,,,23.63,Made,3.0,,,,,,,C. Anthony,2546.0,1.0,,,,,,,,
128,PT00M26.90S,2021-11-05T03:03:19.4Z,1,REGULAR,3pt,Jump Shot,[],1629660,7.408015768725363,95.34313725490196,1610612760,25,21,2021-11-05T03:03:23Z,1280000,-227.0,17.0,1,left,MISS T. Jerome 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,
129,PT00M24.10S,2021-11-05T03:03:22.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,25,21,2021-11-05T03:03:22Z,1290000,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,128.0,8.0,6.0,2.0,,,,,,,,,,,,,
130,PT00M02.90S,2021-11-05T03:03:43.3Z,1,REGULAR,3pt,Jump Shot,[],201961,75.21353482260184,89.4607843137255,1610612747,25,21,2021-11-05T03:03:48Z,1300000,197.0,180.0,1,right,MISS W. Ellington 26' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,
131,PT00M00.20S,2021-11-05T03:03:46.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,25,21,2021-11-05T03:05:31Z,1310000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT00M00.20S,2021-11-05T03:03:54.3Z,1,REGULAR,3pt,Jump Shot,[],1629026,47.61826544021025,51.470588235294116,1610612760,25,21,2021-11-05T03:05:42Z,1340000,-7.0,395.0,1,left,MISS K. Williams 39' 3PT - blocked,"[1629026, 2546]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,39.52,Missed,,,,,,,,,,,Anthony,2546.0,,,,,,
135,PT00M00.20S,2021-11-05T03:03:54.3Z,1,REGULAR,block,,[],2546,,,1610612760,25,21,2021-11-05T03:03:57Z,1350000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M00.10S,2021-11-05T03:03:54.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,25,21,2021-11-05T03:05:42Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,
137,PT00M00.00S,2021-11-05T03:04:02.0Z,1,REGULAR,period,end,[],0,,,1610612760,25,21,2021-11-05T03:04:02Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612760,25,21,2021-11-05T03:06:32Z,1380000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],200765,,,1610612760,25,21,2021-11-05T03:06:32Z,1390000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],202340,,,1610612760,25,21,2021-11-05T03:06:32Z,1400000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,25,21,2021-11-05T03:06:32Z,1410000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],1629660,,,1610612760,25,21,2021-11-05T03:06:32Z,1420000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,out,['startperiod'],1630526,,,1610612760,25,21,2021-11-05T03:06:32Z,1430000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],2730,,,1610612760,25,21,2021-11-05T03:06:32Z,1440000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612760,25,21,2021-11-05T03:06:32Z,1450000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],1628370,,,1610612760,25,21,2021-11-05T03:06:32Z,1460000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],1629652,,,1610612760,25,21,2021-11-05T03:06:32Z,1470000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612760,25,21,2021-11-05T03:06:32Z,1480000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-11-05T03:06:17.2Z,2,REGULAR,substitution,in,['startperiod'],202324,,,1610612760,25,21,2021-11-05T03:06:32Z,1490000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-11-05T03:06:32.4Z,2,REGULAR,period,start,[],0,,,1610612760,25,21,2021-11-05T03:06:33Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M49.00S,2021-11-05T03:06:41.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630197,8.590670170827863,48.774509803921575,1610612760,25,21,2021-11-05T03:06:46Z,1510000,6.0,28.0,1,left,MISS A. Pokusevski DUNK - blocked,"[1630197, 2730]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,2.89,Missed,,,,,,,,,,,Howard,2730.0,,,,,,
152,PT11M49.00S,2021-11-05T03:06:41.5Z,2,REGULAR,block,,[],2730,,,1610612760,25,21,2021-11-05T03:06:43Z,1520000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M46.00S,2021-11-05T03:06:44.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,25,21,2021-11-05T03:06:46Z,1530000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,
154,PT11M41.00S,2021-11-05T03:06:50.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201566,83.36070959264126,50.49019607843137,1610612747,27,21,2021-11-05T03:06:55Z,1540000,2.0,104.0,1,right,R. Westbrook 10' running pullup Jump Shot (7 PTS),[201566],1610612747.0,LAL,running pullup,,,Westbrook,R. Westbrook,,,,,10.39,Made,7.0,,,,,,,,,,,,,,,,,
155,PT11M20.00S,2021-11-05T03:07:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,18.84034165571616,34.55882352941177,1610612760,27,21,2021-11-05T03:07:15Z,1550000,77.0,125.0,1,left,MISS K. Williams 14' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,14.66,Missed,,,,,,,,,,,,,,,,,,
156,PT11M17.00S,2021-11-05T03:07:14.3Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,27,21,2021-11-05T03:07:15Z,1560000,,,0,,D. Howard REBOUND (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,
157,PT11M11.00S,2021-11-05T03:07:20.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],201566,77.31603153745073,74.75490196078431,1610612747,27,21,2021-11-05T03:07:30Z,1570000,124.0,161.0,1,right,MISS R. Westbrook 20' running pullup Shot,[201566],1610612747.0,LAL,running pullup,,,Westbrook,R. Westbrook,,,,,20.29,Missed,,,,,,,,,,,,,,,,,,
158,PT11M07.00S,2021-11-05T03:07:24.2Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,27,21,2021-11-05T03:07:30Z,1580000,,,0,,D. Favors REBOUND (Off:1 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,
159,PT10M53.00S,2021-11-05T03:07:39.0Z,2,REGULAR,turnover,lost ball,[],1629652,,,1610612760,27,21,2021-11-05T03:07:42Z,1590000,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 2730]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,2.0,,,,,,,,,,Howard,2730.0
160,PT10M53.00S,2021-11-05T03:07:39.0Z,2,REGULAR,steal,,[],2730,,,1610612747,27,21,2021-11-05T03:07:40Z,1600000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M47.00S,2021-11-05T03:07:44.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",2546,89.53679369250986,96.07843137254902,1610612747,30,21,2021-11-05T03:07:52Z,1610000,230.0,46.0,1,right,C. Anthony 3PT running pullup (3 PTS) (M. Monk 1 AST),"[2546, 1628370]",1610612747.0,LAL,running pullup,,,Anthony,C. Anthony,,,,,23.49,Made,3.0,,,,,,,M. Monk,1628370.0,1.0,,,,,,,,
163,PT10M46.00S,2021-11-05T03:07:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,30,21,2021-11-05T03:07:54Z,1630000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M34.00S,2021-11-05T03:10:49.1Z,2,REGULAR,3pt,Jump Shot,[],1629652,29.352825229960573,26.715686274509807,1610612760,30,21,2021-11-05T03:10:53Z,1640000,116.0,223.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
165,PT10M32.00S,2021-11-05T03:10:51.1Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,30,21,2021-11-05T03:10:53Z,1650000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,
166,PT10M17.00S,2021-11-05T03:11:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,92.69053876478318,49.754901960784316,1610612747,32,21,2021-11-05T03:11:10Z,1660000,-1.0,16.0,1,right,D. Howard cutting Layup (2 PTS) (W. Ellington 1 AST),"[2730, 201961]",1610612747.0,LAL,cutting,,,Howard,D. Howard,,,,,1.62,Made,2.0,,,,,,,W. Ellington,201961.0,1.0,,,,,,,,
168,PT10M05.00S,2021-11-05T03:11:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.539421813403408,48.529411764705884,1610612760,32,21,2021-11-05T03:11:21Z,1680000,7.0,18.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,
169,PT10M02.00S,2021-11-05T03:11:20.9Z,2,REGULAR,rebound,offensive,[],202324,,,1610612760,32,21,2021-11-05T03:11:21Z,1690000,,,0,,D. Favors REBOUND (Off:2 Def:1),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,168.0,3.0,1.0,2.0,,,,,,,,,,,,,
170,PT10M02.00S,2021-11-05T03:11:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202324,5.590000152587891,50.0,1610612760,32,23,2021-11-05T03:11:21Z,1700000,0.0,0.0,1,left,D. Favors tip Layup (4 PTS),[202324],1610612760.0,OKC,tip,,,Favors,D. Favors,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
