actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
32,PT09M16.00S,2022-01-10T02:43:47.5Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612747,4,4,2022-01-10T02:43:53Z,320000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1629630]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,1.0,Morant,1629630.0,,,,,,
33,PT09M16.00S,2022-01-10T02:43:47.5Z,1,REGULAR,steal,,[],1629630,,,1610612763,4,4,2022-01-10T02:43:49Z,330000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M09.00S,2022-01-10T02:43:53.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628991,74.81931668856767,16.666666666666657,1610612763,4,7,2022-01-10T02:52:05Z,340000,-167.0,184.0,1,right,J. Jackson Jr. 24' 3PT running (5 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,24.84,Made,5.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,,
36,PT08M57.00S,2022-01-10T02:44:13.4Z,1,REGULAR,foul,personal,[],1630533,,,1610612747,4,7,2022-01-10T02:44:23Z,360000,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1628370]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Monk,1628370.0,
38,PT08M55.00S,2022-01-10T02:44:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,8.459264126149804,49.754901960784316,1610612747,6,7,2022-01-10T02:44:40Z,380000,1.0,27.0,1,left,L. James cutting DUNK (4 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.7,Made,4.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,,
40,PT08M37.00S,2022-01-10T02:44:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,88.74835742444152,50.73529411764706,1610612763,6,7,2022-01-10T02:44:51Z,400000,4.0,53.0,1,right,MISS Z. Williams driving floating Shot - blocked,"[1630533, 1628370]",1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,5.34,Missed,,,,,,,,,Monk,1628370.0,,,,,,,,,
41,PT08M37.00S,2022-01-10T02:44:42.3Z,1,REGULAR,block,,[],1628370,,,1610612763,6,7,2022-01-10T02:44:45Z,410000,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2022-01-10T02:44:46.3Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,6,7,2022-01-10T02:44:51Z,420000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT08M22.00S,2022-01-10T02:44:57.1Z,1,REGULAR,2pt,Jump Shot,[],1628370,19.760183968462556,32.35294117647058,1610612747,6,7,2022-01-10T02:45:04Z,430000,88.0,133.0,1,left,MISS M. Monk 15' Jump Shot,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,15.98,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M18.00S,2022-01-10T02:45:01.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,7,2022-01-10T02:45:04Z,440000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,
45,PT08M10.00S,2022-01-10T02:45:11.7Z,1,REGULAR,foul,personal,[],1626169,,,1610612763,6,7,2022-01-10T02:45:33Z,450000,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 1629630]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Morant,1629630.0,
47,PT08M02.00S,2022-01-10T02:45:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.0335085413929,45.833333333333336,1610612763,6,7,2022-01-10T02:45:46Z,470000,-21.0,22.0,1,right,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M58.00S,2022-01-10T02:45:43.4Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,6,7,2022-01-10T02:45:43Z,480000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,
49,PT07M58.00S,2022-01-10T02:45:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,94.40999984741211,50.0,1610612763,6,7,2022-01-10T02:45:43Z,490000,0.0,0.0,1,right,MISS J. Morant tip Layup,[1629630],1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M57.00S,2022-01-10T02:45:44.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,6,7,2022-01-10T02:45:44Z,500000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT07M54.00S,2022-01-10T02:45:48.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201566,23.4395532194481,69.6078431372549,1610612747,6,7,2022-01-10T02:45:57Z,510000,-98.0,168.0,1,left,MISS R. Westbrook 19' running pullup Shot,[201566],1610612747.0,LAL,running pullup,,,Westbrook,R. Westbrook,,,,,19.43,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M51.00S,2022-01-10T02:45:51.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,6,7,2022-01-10T02:45:57Z,520000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT07M49.00S,2022-01-10T02:45:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,70.48291721419186,22.794117647058826,1610612763,6,10,2022-01-10T02:46:03Z,530000,-136.0,225.0,1,right,D. Bane 26' 3PT running pullup (3 PTS) (K. Anderson 2 AST),"[1630217, 203937]",1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,26.29,Made,3.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,,
55,PT07M30.00S,2022-01-10T02:46:12.4Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612747,6,10,2022-01-10T02:46:17Z,550000,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 203937]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,2.0,Anderson,203937.0,,,,,,
56,PT07M30.00S,2022-01-10T02:46:12.4Z,1,REGULAR,steal,,[],203937,,,1610612763,6,10,2022-01-10T02:46:14Z,560000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2022-01-10T02:46:19.9Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612763,6,10,2022-01-10T02:46:36Z,570000,,,0,,L. James shooting personal FOUL (1 PF) (Anderson 2 FT),"[2544, 203937]",1610612747.0,LAL,shooting,,,James,L. James,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Anderson,203937.0,
59,PT07M25.00S,2022-01-10T02:46:51.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612763,6,11,2022-01-10T02:46:51Z,590000,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
60,PT07M25.00S,2022-01-10T02:47:13.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612763,6,12,2022-01-10T02:47:13Z,600000,,,0,,K. Anderson Free Throw 2 of 2 (2 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2022-01-10T02:47:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.802233902759525,51.470588235294116,1610612747,8,12,2022-01-10T02:47:43Z,610000,-7.0,21.0,1,left,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.21,Made,6.0,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2022-01-10T02:47:38.6Z,1,REGULAR,foul,personal,['1freethrow'],203937,,,1610612747,8,12,2022-01-10T02:47:44Z,620000,,,0,,K. Anderson shooting personal FOUL (1 PF) (James 1 FT),"[203937, 2544]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,James,2544.0,
64,PT07M07.00S,2022-01-10T02:48:10.3Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,9,12,2022-01-10T02:48:10Z,640000,,,0,,L. James Free Throw 1 of 1 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2022-01-10T02:48:24.8Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,9,12,2022-01-10T02:48:30Z,650000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 202340]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,1.0,Bradley,202340.0,,,,,,
66,PT06M53.00S,2022-01-10T02:48:24.8Z,1,REGULAR,steal,,[],202340,,,1610612747,9,12,2022-01-10T02:48:27Z,660000,,,0,,A. Bradley STEAL (1 STL),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2022-01-10T02:48:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202340,7.539421813403408,50.245098039215684,1610612747,9,12,2022-01-10T02:48:36Z,670000,-1.0,18.0,1,left,MISS A. Bradley running Layup - blocked,"[202340, 1629630]",1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,1.84,Missed,,,,,,,,,Morant,1629630.0,,,,,,,,,
68,PT06M51.00S,2022-01-10T02:48:27.8Z,1,REGULAR,block,,[],1629630,,,1610612747,9,12,2022-01-10T02:48:31Z,680000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M47.00S,2022-01-10T02:48:31.8Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,9,12,2022-01-10T02:48:36Z,690000,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,67.0,3.0,2.0,1.0,,,,,,,,,,,
70,PT06M44.00S,2022-01-10T02:48:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.47897503285151,47.05882352941176,1610612763,9,12,2022-01-10T02:48:45Z,700000,-15.0,9.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M44.00S,2022-01-10T02:48:34.0Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,9,12,2022-01-10T02:48:45Z,710000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,,,,
72,PT06M42.00S,2022-01-10T02:48:36.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628991,94.40999984741211,50.0,1610612763,9,12,2022-01-10T02:50:44Z,720000,0.0,0.0,1,right,MISS J. Jackson Jr. tip Layup,[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M42.00S,2022-01-10T02:48:36.8Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,9,12,2022-01-10T02:50:44Z,730000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,72.0,4.0,2.0,2.0,,,,,,,,,,,
74,PT06M42.00S,2022-01-10T02:48:38.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,90.8508541392904,49.50980392156863,1610612763,9,12,2022-01-10T02:49:17Z,740000,-2.0,34.0,1,right,MISS J. Jackson Jr. putback Layup - blocked,"[1628991, 1628370]",1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,3.36,Missed,,,,,,,,,Monk,1628370.0,,,,,,,,,
75,PT06M42.00S,2022-01-10T02:48:38.8Z,1,REGULAR,block,,[],1628370,,,1610612763,9,12,2022-01-10T02:48:41Z,750000,,,0,,M. Monk BLOCK (2 BLK),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2022-01-10T02:48:38.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,9,12,2022-01-10T02:50:39Z,760000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,
77,PT06M42.00S,2022-01-10T02:49:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,12,2022-01-10T02:50:39Z,770000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2022-01-10T02:51:20.5Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,9,12,2022-01-10T02:51:48Z,780000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2022-01-10T02:51:20.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,9,12,2022-01-10T02:51:48Z,790000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M42.00S,2022-01-10T02:51:20.5Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,9,12,2022-01-10T02:51:48Z,800000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M42.00S,2022-01-10T02:51:20.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,9,12,2022-01-10T02:51:48Z,810000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M37.00S,2022-01-10T02:51:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612763,9,12,2022-01-10T02:51:58Z,820000,,,0,,D. Melton lost ball out-of-bounds TURNOVER (1 TO),[1629001],1610612763.0,MEM,lost ball,,,Melton,D. Melton,,,,,,,,,,,,,,,,,1.0,,,1627529.0,,,,,
83,PT06M24.00S,2022-01-10T02:52:14.7Z,1,REGULAR,violation,kicked ball,[],1630533,,,1610612747,9,12,2022-01-10T02:52:32Z,830000,,,0,,Z. Williams kicked ball VIOLATION,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,1627529.0,,,,,
84,PT06M07.00S,2022-01-10T02:52:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,11.613009198423129,58.088235294117645,1610612747,11,12,2022-01-10T02:52:44Z,840000,-40.0,57.0,1,left,L. James 6' driving floating Jump Shot (9 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,6.96,Made,9.0,,,,,,,,,,,,,,,,,,
85,PT05M50.00S,2022-01-10T02:52:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,93.2161629434954,49.26470588235294,1610612763,11,12,2022-01-10T02:52:57Z,850000,-4.0,11.0,1,right,MISS K. Anderson driving reverse Layup,[203937],1610612763.0,MEM,driving reverse,,,Anderson,K. Anderson,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
