actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
458,PT05M53.00S,2021-12-24T05:12:24.3Z,3,REGULAR,substitution,in,[],200765,,,1610612747,70,83,2021-12-24T05:12:29Z,4530000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M53.00S,2021-12-24T05:12:24.3Z,3,REGULAR,substitution,out,[],1629659,,,1610612747,70,83,2021-12-24T05:13:09Z,4540000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M45.00S,2021-12-24T05:13:22.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.356767411300922,48.0392156862745,1610612747,72,83,2021-12-24T05:13:53Z,4550000,10.0,7.0,1,left,R. Westbrook driving Layup (15 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.22,Made,,,,,,,,15.0,,,,,,,,,,
461,PT05M43.00S,2021-12-24T05:13:29.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,72,83,2021-12-24T05:13:29Z,4560000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M43.00S,2021-12-24T05:15:57.8Z,3,REGULAR,substitution,out,[],203926,,,1610612759,72,83,2021-12-24T05:16:22Z,4570000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M43.00S,2021-12-24T05:15:57.8Z,3,REGULAR,substitution,in,[],1630170,,,1610612759,72,83,2021-12-24T05:16:22Z,4580000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
464,PT05M28.00S,2021-12-24T05:16:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,89.27398160315374,48.774509803921575,1610612759,72,83,2021-12-24T05:16:39Z,4590000,-6.0,48.0,1,right,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,4.87,Missed,,,,,,,,,,,,,,,,,,
465,PT05M26.00S,2021-12-24T05:16:37.4Z,3,REGULAR,rebound,offensive,[],1628966,,,1610612759,72,83,2021-12-24T05:16:39Z,4600000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:4),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,464.0,5.0,4.0,1.0,,,,,,,,,,,,,,
466,PT05M26.00S,2021-12-24T05:16:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,94.40999984741211,50.0,1610612759,72,85,2021-12-24T05:16:38Z,4610000,0.0,0.0,1,right,K. Bates-Diop tip Layup (15 PTS),[1628966],1610612759.0,SAS,tip,,,Bates-Diop,K. Bates-Diop,,,,,0.0,Made,,,,,,,,15.0,,,,,,,,,,
467,PT05M14.00S,2021-12-24T05:16:50.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.831143232588701,52.94117647058824,1610612747,74,85,2021-12-24T05:16:54Z,4620000,-15.0,2.0,1,left,L. James Layup (29 PTS) (R. Westbrook 4 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,1.49,Made,,,,,,,,29.0,R. Westbrook,201566.0,4.0,,,,,,,
469,PT05M04.00S,2021-12-24T05:17:00.5Z,3,REGULAR,3pt,Jump Shot,[],1629640,74.03704007884363,84.04564950980392,1610612759,74,88,2021-12-24T05:17:07Z,4640000,170.0,192.0,1,right,K. Johnson 25' 3PT  (14 PTS) (D. Murray 12 AST),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.63,Made,,,,,,,,14.0,D. Murray,1627749.0,12.0,,,,,,,
471,PT04M55.00S,2021-12-24T05:17:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,5.699737187910642,48.28431372549019,1610612747,74,88,2021-12-24T05:17:30Z,4660000,9.0,1.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,
472,PT04M52.00S,2021-12-24T05:17:12.6Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,74,88,2021-12-24T05:17:15Z,4670000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:5),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,471.0,6.0,5.0,1.0,,,,,,,,,,,,,,
473,PT04M43.00S,2021-12-24T05:17:21.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,91.24507227332458,54.16666666666667,1610612759,74,90,2021-12-24T05:17:24Z,4680000,21.0,30.0,1,right,D. Murray driving Layup (7 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,3.63,Made,,,,,,,,7.0,,,,,,,,,,
474,PT04M34.00S,2021-12-24T05:17:32.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628966,,,1610612747,74,90,2021-12-24T05:17:44Z,4690000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628966, 201566]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Westbrook,201566.0
476,PT04M34.00S,2021-12-24T05:18:06.7Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,75,90,2021-12-24T05:18:30Z,4710000,,,0,,R. Westbrook Free Throw 1 of 2 (16 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
477,PT04M34.00S,2021-12-24T05:18:07.3Z,3,REGULAR,substitution,out,[],201961,,,1610612747,75,90,2021-12-24T05:18:12Z,4720000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M34.00S,2021-12-24T05:18:07.3Z,3,REGULAR,substitution,in,[],202738,,,1610612747,75,90,2021-12-24T05:18:12Z,4730000,,,0,,SUB in: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M34.00S,2021-12-24T05:18:06.7Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,75,90,2021-12-24T05:18:30Z,4740000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
480,PT04M31.00S,2021-12-24T05:18:09.7Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,75,90,2021-12-24T05:18:30Z,4750000,,,0,,K. Johnson REBOUND (Off:1 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,479.0,8.0,7.0,1.0,,,,,,,,,,,,,,
481,PT04M17.00S,2021-12-24T05:18:45.6Z,3,REGULAR,foul,personal,[],2544,,,1610612759,75,90,2021-12-24T05:18:50Z,4760000,,,0,,L. James personal FOUL (2 PF),"[2544, 1627749]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Murray,1627749.0
483,PT04M09.00S,2021-12-24T05:19:16.0Z,3,REGULAR,2pt,Jump Shot,[],1629022,79.81274638633377,69.6078431372549,1610612759,75,92,2021-12-24T05:19:50Z,4780000,98.0,137.0,1,right,L. Walker IV 16' step back Jump Shot (12 PTS),[1629022],1610612759.0,SAS,step back,,,Walker IV,L. Walker IV,,,,,16.87,Made,,,,,,,,12.0,,,,,,,,,,
484,PT03M53.00S,2021-12-24T05:19:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.539421813403408,54.411764705882355,1610612747,77,92,2021-12-24T05:20:22Z,4790000,-22.0,18.0,1,left,L. James driving Layup (31 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.88,Made,,,,,,,,31.0,,,,,,,,,,
485,PT03M35.00S,2021-12-24T05:19:50.0Z,3,REGULAR,2pt,Jump Shot,[],1630170,84.93758212877792,69.6078431372549,1610612759,77,92,2021-12-24T05:19:57Z,4800000,98.0,89.0,1,right,MISS D. Vassell 13' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,
486,PT03M32.00S,2021-12-24T05:19:53.0Z,3,REGULAR,rebound,defensive,[],200765,,,1610612747,77,92,2021-12-24T05:19:57Z,4810000,,,0,,R. Rondo REBOUND (Off:0 Def:3),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,485.0,3.0,3.0,0.0,,,,,,,,,,,,,,
487,PT03M28.00S,2021-12-24T05:19:56.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],2546,32.37516425755584,69.36274509803921,1610612747,77,92,2021-12-24T05:20:03Z,4820000,-97.0,252.0,1,left,MISS C. Anthony 26' running 3PT,[2546],1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
488,PT03M23.00S,2021-12-24T05:20:01.6Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,77,92,2021-12-24T05:20:03Z,4830000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,487.0,2.0,2.0,0.0,,,,,,,,,,,,,,
490,PT03M23.00S,2021-12-24T05:20:03.0Z,3,REGULAR,turnover,bad pass,[],1630170,,,1610612759,77,92,2021-12-24T05:20:07Z,4850000,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 201566]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,,,,,
491,PT03M23.00S,2021-12-24T05:20:03.0Z,3,REGULAR,steal,,[],201566,,,1610612747,77,92,2021-12-24T05:20:05Z,4860000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M23.00S,2021-12-24T05:20:05.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,6.225361366622863,48.774509803921575,1610612747,79,92,2021-12-24T05:20:09Z,4870000,6.0,6.0,1,left,R. Westbrook Layup (18 PTS) (R. Rondo 3 AST),"[201566, 200765]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,0.86,Made,,,,,,,,18.0,R. Rondo,200765.0,3.0,,,,,,,
494,PT03M23.00S,2021-12-24T05:20:09.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630170,,,1610612747,79,92,2021-12-24T05:20:17Z,4890000,,,0,,D. Vassell shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1630170, 201566]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Westbrook,201566.0
496,PT03M23.00S,2021-12-24T05:20:37.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201566,,,1610612747,79,92,2021-12-24T05:20:37Z,4910000,,,0,,MISS R. Westbrook Free Throw 1 of 1,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT03M22.00S,2021-12-24T05:20:38.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,79,92,2021-12-24T05:21:57Z,4920000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,
498,PT03M22.00S,2021-12-24T05:20:49.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612759,79,92,2021-12-24T05:24:34Z,4930000,,,0,,C. Anthony loose ball personal FOUL (3 PF) (Bates-Diop 2 FT),"[2546, 1628966]",1610612747.0,LAL,loose ball,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,202035.0,3.0,0.0,Bates-Diop,1628966.0
502,PT03M22.00S,2021-12-24T05:21:24.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,79,92,2021-12-24T05:23:35Z,4950000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT03M22.00S,2021-12-24T05:22:00.0Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612759,79,92,2021-12-24T05:23:58Z,4960000,,,0,,,[],1610612747.0,LAL,stands,,,,,,,,,,,,,,,,,,,,,,,,202027.0,,,,
503,PT03M22.00S,2021-12-24T05:24:19.0Z,3,REGULAR,substitution,out,[],201566,,,1610612759,79,92,2021-12-24T05:24:28Z,4970000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M22.00S,2021-12-24T05:24:19.0Z,3,REGULAR,substitution,in,[],1629659,,,1610612759,79,92,2021-12-24T05:24:28Z,4980000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M22.00S,2021-12-24T05:24:35.0Z,3,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,79,93,2021-12-24T05:24:35Z,4990000,,,0,,K. Bates-Diop Free Throw 1 of 2 (16 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
506,PT03M22.00S,2021-12-24T05:24:49.3Z,3,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,79,94,2021-12-24T05:24:49Z,5000000,,,0,,K. Bates-Diop Free Throw 2 of 2 (17 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
507,PT03M07.00S,2021-12-24T05:25:05.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.408015768725363,52.69607843137255,1610612747,81,94,2021-12-24T05:25:08Z,5010000,-13.0,17.0,1,left,L. James driving Layup (33 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.18,Made,,,,,,,,33.0,,,,,,,,,,
508,PT02M59.00S,2021-12-24T05:25:18.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",2546,,,1610612759,81,94,2021-12-24T05:25:26Z,5020000,,,0,,C. Anthony personal FOUL (4 PF) (Murray 2 FT),"[2546, 1627749]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,202035.0,4.0,0.0,Murray,1627749.0
510,PT02M59.00S,2021-12-24T05:25:51.3Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203597,,,1610612759,81,94,2021-12-24T05:27:02Z,5040000,,,0,,TEAM foul technical,[203597],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,203593.0,,,,
511,PT02M59.00S,2021-12-24T05:26:00.9Z,3,REGULAR,freethrow,1 of 1,[],1629022,,,1610612759,81,94,2021-12-24T05:26:00Z,5050000,,,0,,MISS L. Walker IV technical Free Throw 1 of 1,[1629022],1610612759.0,SAS,technical,,,Walker IV,L. Walker IV,,,,,,Missed,,,,,,,,,,,,,,,,,,
512,PT02M59.00S,2021-12-24T05:26:00.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,81,94,2021-12-24T05:26:00Z,5060000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,
513,PT02M59.00S,2021-12-24T05:26:26.3Z,3,REGULAR,freethrow,1 of 2,[],1627749,,,1610612759,81,95,2021-12-24T05:26:26Z,5070000,,,0,,D. Murray Free Throw 1 of 2 (8 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
514,PT02M59.00S,2021-12-24T05:26:27.0Z,3,REGULAR,substitution,out,[],2544,,,1610612759,81,95,2021-12-24T05:26:30Z,5080000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M59.00S,2021-12-24T05:26:27.0Z,3,REGULAR,substitution,in,[],201566,,,1610612759,81,95,2021-12-24T05:26:30Z,5090000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M59.00S,2021-12-24T05:26:45.7Z,3,REGULAR,freethrow,2 of 2,[],1627749,,,1610612759,81,96,2021-12-24T05:26:45Z,5100000,,,0,,D. Murray Free Throw 2 of 2 (9 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
517,PT02M39.00S,2021-12-24T05:27:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.670827858081481,50.49019607843137,1610612747,81,96,2021-12-24T05:27:11Z,5110000,-2.0,20.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,
518,PT02M38.00S,2021-12-24T05:27:09.8Z,3,REGULAR,rebound,offensive,[],2546,,,1610612747,81,96,2021-12-24T05:27:11Z,5120000,,,0,,C. Anthony REBOUND (Off:2 Def:0),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,517.0,2.0,0.0,2.0,,,,,,,,,,,,,,
519,PT02M38.00S,2021-12-24T05:27:10.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2546,5.590000152587891,50.0,1610612747,83,96,2021-12-24T05:27:10Z,5130000,0.0,0.0,1,left,C. Anthony tip Layup (8 PTS),[2546],1610612747.0,LAL,tip,,,Anthony,C. Anthony,,,,,0.0,Made,,,,,,,,8.0,,,,,,,,,,
520,PT02M32.00S,2021-12-24T05:27:22.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,83,96,2021-12-24T05:27:22Z,5140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT02M32.00S,2021-12-24T05:27:24.3Z,3,REGULAR,substitution,out,[],1629640,,,1610612759,83,96,2021-12-24T05:27:31Z,5150000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M32.00S,2021-12-24T05:27:24.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612759,83,96,2021-12-24T05:27:31Z,5160000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M32.00S,2021-12-24T05:27:24.3Z,3,REGULAR,substitution,in,[],1628401,,,1610612759,83,96,2021-12-24T05:27:31Z,5170000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M32.00S,2021-12-24T05:27:24.3Z,3,REGULAR,substitution,in,[],1630200,,,1610612759,83,96,2021-12-24T05:27:31Z,5180000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
525,PT02M31.00S,2021-12-24T05:27:47.3Z,3,REGULAR,foul,offensive,['inpenalty'],1628966,,,1610612759,83,96,2021-12-24T05:28:12Z,5190000,,,0,,K. Bates-Diop charge offensive FOUL (2 PF),"[1628966, 1629659]",1610612759.0,SAS,charge,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Horton-Tucker,1629659.0
527,PT02M31.00S,2021-12-24T05:27:47.3Z,3,REGULAR,turnover,offensive foul,[],1628966,,,1610612759,83,96,2021-12-24T05:27:47Z,5210000,,,0,,K. Bates-Diop offensive foul TURNOVER (1 TO),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,1.0,,,,,,,,,202027.0,,,,
528,PT02M19.00S,2021-12-24T05:28:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,7.408015768725363,46.568627450980394,1610612747,85,96,2021-12-24T05:28:45Z,5220000,17.0,17.0,1,left,R. Westbrook driving Layup (20 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.43,Made,,,,,,,,20.0,,,,,,,,,,
529,PT02M06.00S,2021-12-24T05:28:34.7Z,3,REGULAR,2pt,Jump Shot,[],1629022,75.08212877792378,62.5,1610612759,85,98,2021-12-24T05:28:38Z,5230000,62.0,182.0,1,right,L. Walker IV 19' pullup Jump Shot (14 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,19.21,Made,,,,,,,,14.0,,,,,,,,,,
530,PT01M55.00S,2021-12-24T05:28:48.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630170,,,1610612747,85,98,2021-12-24T05:29:02Z,5240000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1630170, 201566]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Westbrook,201566.0
532,PT01M55.00S,2021-12-24T05:29:13.7Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,86,98,2021-12-24T05:29:33Z,5260000,,,0,,R. Westbrook Free Throw 1 of 2 (21 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,,,,21.0,,,,,,,,,,
533,PT01M55.00S,2021-12-24T05:29:13.7Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,86,98,2021-12-24T05:29:33Z,5270000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
534,PT01M52.00S,2021-12-24T05:29:16.7Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612759,86,98,2021-12-24T05:29:33Z,5280000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,533.0,1.0,1.0,0.0,,,,,,,,,,,,,,
535,PT01M47.00S,2021-12-24T05:29:38.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,65.88370565045992,49.50980392156863,1610612759,86,98,2021-12-24T05:29:45Z,5290000,-2.0,268.0,1,right,MISS L. Walker IV 26' running pullup 3PT,[1629022],1610612759.0,SAS,running pullup,,,Walker IV,L. Walker IV,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
536,PT01M44.00S,2021-12-24T05:29:41.2Z,3,REGULAR,rebound,defensive,[],202738,,,1610612747,86,98,2021-12-24T05:29:45Z,5300000,,,0,,I. Thomas REBOUND (Off:0 Def:2),[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,535.0,2.0,2.0,0.0,,,,,,,,,,,,,,
537,PT01M40.00S,2021-12-24T05:29:46.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629022,,,1610612747,86,98,2021-12-24T05:29:50Z,5310000,,,0,,L. Walker IV personal FOUL (1 PF) (Anthony 2 FT),"[1629022, 2546]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Anthony,2546.0
539,PT01M40.00S,2021-12-24T05:30:17.2Z,3,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,86,98,2021-12-24T05:30:17Z,5330000,,,0,,MISS C. Anthony Free Throw 1 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,
540,PT01M40.00S,2021-12-24T05:30:17.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,86,98,2021-12-24T05:30:17Z,5340000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,539.0,,,,,,,,,,,,,,,,,
541,PT01M40.00S,2021-12-24T05:30:18.5Z,3,REGULAR,substitution,out,[],202738,,,1610612747,86,98,2021-12-24T05:30:27Z,5350000,,,0,,SUB out: I. Thomas,[202738],1610612747.0,LAL,,,,Thomas,I. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
542,PT01M40.00S,2021-12-24T05:30:18.5Z,3,REGULAR,substitution,out,[],1629022,,,1610612747,86,98,2021-12-24T05:30:27Z,5360000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
543,PT01M40.00S,2021-12-24T05:30:18.5Z,3,REGULAR,substitution,in,[],1629203,,,1610612747,86,98,2021-12-24T05:30:27Z,5370000,,,0,,SUB in: J. Jones,[1629203],1610612747.0,LAL,,,,Jones,J. Jones,,,,,,,,,,,,,,,,,,,,,,,,
544,PT01M40.00S,2021-12-24T05:30:18.5Z,3,REGULAR,substitution,in,[],1627751,,,1610612747,86,98,2021-12-24T05:30:27Z,5380000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
545,PT01M40.00S,2021-12-24T05:30:43.2Z,3,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,87,98,2021-12-24T05:30:43Z,5390000,,,0,,C. Anthony Free Throw 2 of 2 (9 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
546,PT01M26.00S,2021-12-24T05:30:58.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,84.4119579500657,57.35294117647059,1610612759,87,98,2021-12-24T05:31:02Z,5400000,37.0,94.0,1,right,MISS J. Poeltl 10' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,10.09,Missed,,,,,,,,,,,,,,,,,,
547,PT01M24.00S,2021-12-24T05:31:00.4Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,87,98,2021-12-24T05:31:02Z,5410000,,,0,,R. Westbrook REBOUND (Off:0 Def:6),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,546.0,6.0,6.0,0.0,,,,,,,,,,,,,,
