actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
190,PT12M00.00S,2021-12-26T01:42:32.9Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612747,23,38,2021-12-26T01:42:52Z,1880000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2021-12-26T01:42:54.9Z,2,REGULAR,period,start,[],0,,,1610612751,23,38,2021-12-26T01:42:54Z,1890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M48.00S,2021-12-26T01:43:06.1Z,2,REGULAR,3pt,Jump Shot,[],1628975,7.802233902759525,95.34313725490196,1610612751,23,38,2021-12-26T01:43:11Z,1900000,-227.0,21.0,1,left,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,22.77,Missed,,,,,,,,,,,,,,,,,,,
193,PT11M43.00S,2021-12-26T01:43:11.1Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,23,38,2021-12-26T01:43:11Z,1910000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,
194,PT11M38.00S,2021-12-26T01:43:16.0Z,2,REGULAR,2pt,Jump Shot,[],201954,85.3318002628121,84.55882352941177,1610612747,23,38,2021-12-26T01:43:56Z,1920000,173.0,85.0,1,right,MISS D. Collison 19' pullup Shot,[201954],1610612747.0,LAL,pullup,,,Collison,D. Collison,,,,,19.28,Missed,,,,,,,,,,,,,,,,,,,
195,PT11M35.00S,2021-12-26T01:43:19.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,23,38,2021-12-26T01:43:22Z,1930000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,,,,
196,PT11M29.00S,2021-12-26T01:43:25.7Z,2,REGULAR,foul,personal,['2freethrow'],201954,,,1610612751,23,38,2021-12-26T01:43:32Z,1940000,,,0,,D. Collison shooting personal FOUL (1 PF) (Mills 2 FT),"[201954, 201988]",1610612747.0,LAL,shooting,,,Collison,D. Collison,,,,,,,,,,,201246.0,1.0,0.0,Mills,201988.0,,,,,,,,,,
198,PT11M29.00S,2021-12-26T01:43:51.1Z,2,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,23,39,2021-12-26T01:43:51Z,1960000,,,0,,P. Mills Free Throw 1 of 2 (14 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
199,PT11M29.00S,2021-12-26T01:44:03.5Z,2,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,23,40,2021-12-26T01:44:03Z,1970000,,,0,,P. Mills Free Throw 2 of 2 (15 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
200,PT11M15.00S,2021-12-26T01:44:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.69053876478318,53.431372549019606,1610612747,25,40,2021-12-26T01:44:38Z,1980000,17.0,16.0,1,right,L. James Layup (8 PTS) (R. Westbrook 4 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,2.36,Made,8.0,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,,,
201,PT11M00.00S,2021-12-26T01:44:34.9Z,2,REGULAR,3pt,Jump Shot,[],201988,33.6892247043364,49.26470588235294,1610612751,25,40,2021-12-26T01:44:40Z,1990000,4.0,264.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
202,PT11M00.00S,2021-12-26T01:44:34.9Z,2,REGULAR,rebound,offensive,[],1628975,,,1610612751,25,40,2021-12-26T01:44:40Z,2000000,,,0,,J. Carter REBOUND (Off:1 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,201.0,2.0,1.0,1.0,,,,,
203,PT10M56.00S,2021-12-26T01:44:39.6Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612751,25,40,2021-12-26T01:44:42Z,2010000,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 2546]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,1.0,,,,,,,Anthony,2546.0,
204,PT10M56.00S,2021-12-26T01:44:39.6Z,2,REGULAR,steal,,[],2546,,,1610612747,25,40,2021-12-26T01:44:41Z,2020000,,,0,,C. Anthony STEAL (1 STL),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M50.00S,2021-12-26T01:44:45.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628370,93.61038107752957,4.411764705882348,1610612747,28,40,2021-12-26T01:44:57Z,2030000,-228.0,8.0,1,right,M. Monk 3PT running pullup (5 PTS) (C. Anthony 1 AST),"[1628370, 2546]",1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,22.8,Made,5.0,C. Anthony,2546.0,1.0,,,,,,,,,,,,,,,
208,PT10M34.00S,2021-12-26T01:45:00.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200794,8.722076215505908,58.57843137254902,1610612751,28,40,2021-12-26T02:25:39Z,2050000,-43.0,29.0,1,left,MISS P. Millsap driving floating bank Shot,[200794],1610612751.0,BKN,driving floating bank,,,Millsap,P. Millsap,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
209,PT10M29.00S,2021-12-26T01:45:05.8Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,28,40,2021-12-26T02:25:39Z,2060000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,
210,PT10M29.00S,2021-12-26T01:45:05.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,28,40,2021-12-26T01:45:08Z,2070000,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
211,PT10M29.00S,2021-12-26T01:45:05.2Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,28,40,2021-12-26T01:45:08Z,2080000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,210.0,2.0,2.0,0.0,,,,,
212,PT10M25.00S,2021-12-26T01:45:10.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,93.47897503285151,53.431372549019606,1610612747,30,40,2021-12-26T01:53:12Z,2090000,17.0,9.0,1,right,R. Westbrook running finger roll Layup (4 PTS),[201566],1610612747.0,LAL,running finger roll,,,Westbrook,R. Westbrook,,,,,1.93,Made,4.0,,,,,,,,,,,,,,,,,,
213,PT10M10.00S,2021-12-26T01:45:24.7Z,2,REGULAR,3pt,Jump Shot,[],201988,28.695795006570307,77.20588235294117,1610612751,30,40,2021-12-26T01:45:30Z,2100000,-136.0,217.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
214,PT10M08.00S,2021-12-26T01:45:26.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,30,40,2021-12-26T01:45:30Z,2110000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,,,,
215,PT10M05.00S,2021-12-26T01:45:30.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628370,93.87319316688567,49.01960784313726,1610612747,32,40,2021-12-26T01:45:38Z,2120000,-5.0,5.0,1,right,M. Monk cutting DUNK (7 PTS) (C. Anthony 2 AST),"[1628370, 2546]",1610612747.0,LAL,cutting,,,Monk,M. Monk,,,,,0.71,Made,7.0,C. Anthony,2546.0,2.0,,,,,,,,,,,,,,,
217,PT10M05.00S,2021-12-26T01:45:38.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,32,40,2021-12-26T01:45:38Z,2140000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M05.00S,2021-12-26T01:48:40.2Z,2,REGULAR,substitution,out,[],201954,,,1610612751,32,40,2021-12-26T01:48:55Z,2150000,,,0,,SUB out: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT10M05.00S,2021-12-26T01:48:40.2Z,2,REGULAR,substitution,in,[],1629659,,,1610612751,32,40,2021-12-26T01:48:55Z,2160000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M50.00S,2021-12-26T01:49:22.1Z,2,REGULAR,turnover,lost ball,[],1627761,,,1610612751,32,40,2021-12-26T01:49:31Z,2170000,,,0,,D. Bembry lost ball TURNOVER (1 TO),"[1627761, 201566]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,1.0,,,,,,,Westbrook,201566.0,
221,PT09M50.00S,2021-12-26T01:49:22.1Z,2,REGULAR,steal,,[],201566,,,1610612747,32,40,2021-12-26T01:49:27Z,2180000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M50.00S,2021-12-26T01:49:28.5Z,2,REGULAR,foul,personal,[],1627761,,,1610612747,32,40,2021-12-26T01:49:39Z,2190000,,,0,,D. Bembry take personal FOUL (3 PF),"[1627761, 201566]",1610612751.0,BKN,take,,,Bembry,D. Bembry,,,,,,,,,,,1628159.0,3.0,0.0,Westbrook,201566.0,,,,,,,,,,
224,PT09M50.00S,2021-12-26T01:49:39.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,32,40,2021-12-26T01:49:43Z,2210000,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,,
225,PT09M50.00S,2021-12-26T01:49:43.4Z,2,REGULAR,substitution,out,[],1627761,,,1610612747,32,40,2021-12-26T01:49:49Z,2220000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M50.00S,2021-12-26T01:49:43.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612747,32,40,2021-12-26T01:49:49Z,2230000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M37.00S,2021-12-26T01:50:01.8Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612747,32,40,2021-12-26T01:50:08Z,2240000,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1628971]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,2.0,,,,,,,Brown,1628971.0,
228,PT09M37.00S,2021-12-26T01:50:01.8Z,2,REGULAR,steal,,[],1628971,,,1610612751,32,40,2021-12-26T01:50:03Z,2250000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M36.00S,2021-12-26T01:50:04.2Z,2,REGULAR,foul,personal,[],201566,,,1610612751,32,40,2021-12-26T01:50:11Z,2260000,,,0,,R. Westbrook take personal FOUL (1 PF),"[201566, 1628971]",1610612747.0,LAL,take,,,Westbrook,R. Westbrook,,,,,,,,,,,1628159.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,
231,PT09M13.00S,2021-12-26T01:50:59.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,32,40,2021-12-26T01:51:26Z,2280000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,,,,,
232,PT08M56.00S,2021-12-26T01:51:40.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,84.1491458607096,25.0,1610612747,34,40,2021-12-26T01:51:45Z,2290000,-125.0,96.0,1,right,L. James 15' Jump Shot (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,15.79,Made,10.0,,,,,,,,,,,,,,,,,,
233,PT08M42.00S,2021-12-26T01:51:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,9.773324572930349,60.294117647058826,1610612751,34,40,2021-12-26T01:51:59Z,2300000,-51.0,39.0,1,left,MISS N. Claxton 6' turnaround Shot - blocked,"[1629651, 2546]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,6.48,Missed,,,,,,,,,,,,,,,Anthony,2546.0,,,
234,PT08M42.00S,2021-12-26T01:51:54.9Z,2,REGULAR,block,,[],2546,,,1610612751,34,40,2021-12-26T01:51:57Z,2310000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2021-12-26T01:51:54.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,34,40,2021-12-26T01:51:59Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,
236,PT08M42.00S,2021-12-26T01:51:59.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,34,40,2021-12-26T01:51:59Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M42.00S,2021-12-26T01:52:00.4Z,2,REGULAR,substitution,out,[],2546,,,1610612751,34,40,2021-12-26T01:52:07Z,2340000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M42.00S,2021-12-26T01:52:00.4Z,2,REGULAR,substitution,in,[],1626169,,,1610612751,34,40,2021-12-26T01:52:07Z,2350000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M42.00S,2021-12-26T01:52:09.2Z,2,REGULAR,substitution,out,[],1628975,,,1610612751,34,40,2021-12-26T01:52:11Z,2360000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M42.00S,2021-12-26T01:52:09.2Z,2,REGULAR,substitution,in,[],201935,,,1610612751,34,40,2021-12-26T01:52:11Z,2370000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M33.00S,2021-12-26T01:52:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612751,34,40,2021-12-26T01:52:39Z,2380000,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Harden 2 FT),"[1629659, 201935]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1204.0,2.0,0.0,Harden,201935.0,,,,,,,,,,
243,PT08M33.00S,2021-12-26T01:52:57.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201935,,,1610612751,34,41,2021-12-26T01:52:57Z,2400000,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
244,PT08M33.00S,2021-12-26T01:53:15.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201935,,,1610612751,34,42,2021-12-26T01:53:15Z,2410000,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
245,PT08M25.00S,2021-12-26T01:53:28.9Z,2,REGULAR,foul,personal,[],200794,,,1610612747,34,42,2021-12-26T01:53:39Z,2420000,,,0,,P. Millsap personal FOUL (1 PF),"[200794, 1629659]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,1204.0,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,
247,PT08M14.00S,2021-12-26T01:54:05.4Z,2,REGULAR,3pt,Jump Shot,[],1626169,93.08475689881735,4.411764705882348,1610612747,34,42,2021-12-26T01:54:09Z,2440000,-228.0,13.0,1,right,MISS S. Johnson 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
248,PT08M11.00S,2021-12-26T01:54:08.4Z,2,REGULAR,rebound,defensive,[],200794,,,1610612751,34,42,2021-12-26T01:54:09Z,2450000,,,0,,P. Millsap REBOUND (Off:0 Def:1),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,247.0,1.0,1.0,0.0,,,,,
249,PT07M51.00S,2021-12-26T01:54:28.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,8.590670170827863,62.00980392156863,1610612751,34,44,2021-12-26T01:54:34Z,2460000,-60.0,28.0,1,left,B. Brown 6' floating Jump Shot (4 PTS) (J. Harden 4 AST),"[1628971, 201935]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,6.63,Made,4.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,,
251,PT07M35.00S,2021-12-26T01:54:43.2Z,2,REGULAR,turnover,bad pass,[],1629659,,,1610612747,34,44,2021-12-26T01:54:47Z,2480000,,,0,,T. Horton-Tucker bad pass TURNOVER (2 TO),"[1629659, 201935]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,2.0,,,,,,,Harden,201935.0,
252,PT07M35.00S,2021-12-26T01:54:43.2Z,2,REGULAR,steal,,[],201935,,,1610612751,34,44,2021-12-26T01:54:45Z,2490000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M31.00S,2021-12-26T01:54:47.7Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612751,34,44,2021-12-26T01:54:51Z,2500000,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1629659]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,1.0,,,,,,,Horton-Tucker,1629659.0,
254,PT07M31.00S,2021-12-26T01:54:47.7Z,2,REGULAR,steal,,[],1629659,,,1610612747,34,44,2021-12-26T01:54:49Z,2510000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M27.00S,2021-12-26T01:54:51.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629659,93.08475689881735,53.92156862745098,1610612747,36,44,2021-12-26T01:58:16Z,2520000,20.0,13.0,1,right,T. Horton-Tucker running finger roll Layup (6 PTS),[1629659],1610612747.0,LAL,running finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,2.32,Made,6.0,,,,,,,,,,,,,,,,,,
256,PT07M09.00S,2021-12-26T01:55:09.6Z,2,REGULAR,3pt,Jump Shot,[],201935,31.32391590013141,69.8529411764706,1610612751,36,47,2021-12-26T01:58:59Z,2530000,-99.0,242.0,1,left,J. Harden 26' 3PT step back (16 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,26.15,Made,16.0,,,,,,,,,,,,,,,,,,
257,PT07M03.00S,2021-12-26T01:55:18.5Z,2,REGULAR,foul,personal,[],201988,,,1610612747,36,47,2021-12-26T01:55:24Z,2540000,,,0,,P. Mills personal FOUL (2 PF),"[201988, 1628370]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,1628159.0,2.0,0.0,Monk,1628370.0,,,,,,,,,,
259,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,out,[],201566,,,1610612747,36,47,2021-12-26T01:55:51Z,2560000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,out,[],2544,,,1610612747,36,47,2021-12-26T01:55:51Z,2570000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,out,[],201988,,,1610612747,36,47,2021-12-26T01:55:51Z,2580000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,in,[],2546,,,1610612747,36,47,2021-12-26T01:55:51Z,2590000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,in,[],201954,,,1610612747,36,47,2021-12-26T01:55:51Z,2600000,,,0,,SUB in: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M03.00S,2021-12-26T01:55:24.5Z,2,REGULAR,substitution,in,[],204038,,,1610612747,36,47,2021-12-26T01:55:51Z,2610000,,,0,,SUB in: L. Galloway,[204038],1610612751.0,BKN,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M45.00S,2021-12-26T01:56:08.6Z,2,REGULAR,2pt,Jump Shot,[],1629659,92.55913272010513,31.127450980392155,1610612747,36,47,2021-12-26T01:56:15Z,2620000,-94.0,17.0,1,right,MISS T. Horton-Tucker 9' fadeaway Shot,[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,9.6,Missed,,,,,,,,,,,,,,,,,,,
266,PT06M39.00S,2021-12-26T01:56:14.6Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,36,47,2021-12-26T01:56:15Z,2630000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,265.0,3.0,2.0,1.0,,,,,
267,PT06M32.00S,2021-12-26T01:56:21.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2546,95.66360052562418,94.82996323529412,1610612747,36,47,2021-12-26T01:56:33Z,2640000,224.0,-12.0,1,right,MISS C. Anthony step back 3PT,[2546],1610612747.0,LAL,step back,,,Anthony,C. Anthony,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
268,PT06M29.00S,2021-12-26T01:56:24.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,36,47,2021-12-26T01:56:33Z,2650000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,267.0,1.0,1.0,0.0,,,,,
269,PT06M25.00S,2021-12-26T01:56:28.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],204038,21.862680683311424,91.91176470588235,1610612751,36,47,2021-12-26T02:01:49Z,2660000,-210.0,153.0,1,left,MISS L. Galloway 25' running 3PT,[204038],1610612751.0,BKN,running,,,Galloway,L. Galloway,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
270,PT06M22.00S,2021-12-26T01:56:31.4Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,36,47,2021-12-26T01:56:38Z,2670000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,269.0,1.0,1.0,0.0,,,,,
271,PT06M19.00S,2021-12-26T01:56:35.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,68.38042049934297,41.91176470588235,1610612747,36,47,2021-12-26T01:57:02Z,2680000,-40.0,245.0,1,right,MISS M. Monk 24' running pullup 3PT,[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
272,PT06M19.00S,2021-12-26T01:56:35.2Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,36,47,2021-12-26T01:56:41Z,2690000,,,0,,C. Anthony REBOUND (Off:2 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,271.0,4.0,2.0,2.0,,,,,
273,PT06M16.00S,2021-12-26T01:56:40.6Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612747,36,47,2021-12-26T01:57:05Z,2700000,,,0,,B. Brown shooting personal FOUL (1 PF) (Anthony 2 FT),"[1628971, 2546]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,201246.0,1.0,0.0,Anthony,2546.0,,,,,,,,,,
275,PT06M16.00S,2021-12-26T01:57:06.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2546,,,1610612747,36,47,2021-12-26T01:57:06Z,2720000,,,0,,MISS C. Anthony Free Throw 1 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
276,PT06M16.00S,2021-12-26T01:57:06.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,36,47,2021-12-26T01:57:06Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,
277,PT06M16.00S,2021-12-26T01:57:23.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2546,,,1610612747,37,47,2021-12-26T01:57:23Z,2740000,,,0,,C. Anthony Free Throw 2 of 2 (1 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
