actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,out,[],203897,,,1610612741,15,17,2024-12-07T01:23:32Z,880000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,out,[],202696,,,1610612741,15,17,2024-12-07T01:23:32Z,890000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612741,15,17,2024-12-07T01:23:32Z,900000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,15,17,2024-12-07T01:23:32Z,910000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,15,17,2024-12-07T01:23:32Z,920000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,15,17,2024-12-07T01:23:32Z,930000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2024-12-07T01:23:16.6Z,1,REGULAR,substitution,in,[],204456,,,1610612741,15,17,2024-12-07T01:23:32Z,940000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M20.00S,2024-12-07T01:23:52.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628366,73.27529566360053,86.02941176470588,1610612741,15,17,2024-12-07T01:27:30Z,950000,False,180.0,199.0,1,right,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
96,PT04M16.00S,2024-12-07T01:23:56.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,15,17,2024-12-07T01:27:40Z,960000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT04M10.00S,2024-12-07T01:23:58.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,34.37910643889619,34.31372549019608,1610612754,15,20,2024-12-07T01:24:06Z,970000,False,78.0,271.0,1,left,T. Haliburton 28' 3PT running pullup (9 PTS),[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,28.18,Made,,,,,,,,,,,9.0,,,,,,,
98,PT04M02.00S,2024-12-07T01:24:09.7Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,15,20,2024-12-07T01:28:22Z,980000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1626167]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,Turner,1626167.0,,
99,PT04M02.00S,2024-12-07T01:24:09.7Z,1,REGULAR,steal,,[],1626167,,,1610612754,15,20,2024-12-07T01:24:42Z,990000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
100,PT03M56.00S,2024-12-07T01:24:13.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630169,33.722076215505915,43.13725490196079,1610612754,15,20,2024-12-07T01:28:38Z,1000000,False,34.0,264.0,1,left,MISS T. Haliburton 26' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2024-12-07T01:24:15.9Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,15,20,2024-12-07T01:28:38Z,1010000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M47.00S,2024-12-07T01:24:22.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,71.04139290407359,16.42156862745098,1610612741,15,20,2024-12-07T01:24:31Z,1020000,False,-168.0,220.0,1,right,MISS C. White 27' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Left Center,27.65,Missed,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2024-12-07T01:24:25.4Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,15,20,2024-12-07T01:29:13Z,1030000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT03M39.00S,2024-12-07T01:24:29.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,95.0886990801577,96.56862745098039,1610612741,18,20,2024-12-07T01:24:35Z,1040000,False,233.0,-6.0,1,right,A. Dosunmu 3PT  (3 PTS) (M. Buzelis 1 AST),"[1630245, 1641824]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,,,,,,,3.0,M. Buzelis,1641824.0,1.0,,,,
106,PT03M19.00S,2024-12-07T01:24:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,14.717477003942179,44.87591911764706,1610612754,18,22,2024-12-07T01:29:56Z,1060000,False,26.0,86.0,1,left,B. Mathurin 8' driving floating Jump Shot (6 PTS) (O. Toppin 1 AST),"[1631097, 1630167]",1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.95,Made,,,,,,,,,,,6.0,O. Toppin,1630167.0,1.0,,,,
108,PT03M10.00S,2024-12-07T01:24:58.1Z,1,REGULAR,3pt,Jump Shot,[],1641824,86.5473061760841,4.6568627450980395,1610612741,21,22,2024-12-07T01:25:02Z,1080000,False,-227.0,74.0,1,right,M. Buzelis 3PT  (6 PTS) (C. White 2 AST),"[1641824, 1629632]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.85,Made,,,,,,,,,,,6.0,C. White,1629632.0,2.0,,,,
110,PT03M09.00S,2024-12-07T01:25:03.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,22,2024-12-07T01:25:03Z,1100000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2024-12-07T01:27:17.3Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,21,22,2024-12-07T01:27:30Z,1110000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2024-12-07T01:27:17.3Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,21,22,2024-12-07T01:27:30Z,1120000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M09.00S,2024-12-07T01:27:17.3Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,21,22,2024-12-07T01:27:30Z,1130000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M09.00S,2024-12-07T01:27:17.3Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,21,22,2024-12-07T01:27:30Z,1140000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2024-12-07T01:28:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,7.835085413929041,50.245098039215684,1610612754,21,22,2024-12-07T01:30:47Z,1150000,False,-1.0,21.0,1,left,MISS J. Walker driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
116,PT02M53.00S,2024-12-07T01:28:15.5Z,1,REGULAR,rebound,offensive,[],1641716,,,1610612754,21,22,2024-12-07T01:30:47Z,1160000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,115.0,1.0,0.0,1.0,,,,,,,,,,,,,,
117,PT02M48.00S,2024-12-07T01:28:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641716,4.944152431011826,48.77450980392157,1610612754,21,24,2024-12-07T01:31:40Z,1170000,False,6.0,-6.0,1,left,J. Walker reverse Layup (2 PTS),[1641716],1610612754.0,IND,reverse,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,2.0,,,,,,,
119,PT02M41.00S,2024-12-07T01:28:25.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,65.91655716162943,45.34313725490196,1610612741,21,24,2024-12-07T01:32:12Z,1190000,False,-23.0,268.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.89,Missed,,,,,,,,,,,,,,,,,,
120,PT02M38.00S,2024-12-07T01:28:28.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,21,24,2024-12-07T01:32:19Z,1200000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT02M27.00S,2024-12-07T01:28:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,9.543363994743759,62.745098039215684,1610612754,21,24,2024-12-07T01:33:12Z,1210000,False,-64.0,37.0,1,left,MISS P. Siakam 7' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
122,PT02M25.00S,2024-12-07T01:28:40.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,21,24,2024-12-07T01:33:12Z,1220000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,
123,PT02M09.00S,2024-12-07T01:28:55.1Z,1,REGULAR,3pt,Jump Shot,[],1628366,91.01511169513797,96.56862745098039,1610612741,24,24,2024-12-07T01:28:59Z,1230000,False,233.0,32.0,1,right,L. Ball 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1628366, 1630245]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,23.5,Made,,,,,,,,,,,3.0,A. Dosunmu,1630245.0,1.0,,,,
125,PT01M55.00S,2024-12-07T01:29:09.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,5.075558475689881,95.09803921568627,1610612754,24,27,2024-12-07T01:29:13Z,1250000,False,-225.0,-5.0,1,left,O. Toppin 3PT  (3 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.56,Made,,,,,,,,,,,3.0,T. McConnell,204456.0,1.0,,,,
127,PT01M36.00S,2024-12-07T01:29:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,87.59855453350855,94.85294117647058,1610612741,27,27,2024-12-07T01:33:59Z,1270000,False,224.0,64.0,1,right,A. Dosunmu 3PT  (6 PTS) (L. Ball 2 AST),"[1630245, 1628366]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.33,Made,,,,,,,,,,,6.0,L. Ball,1628366.0,2.0,,,,
129,PT01M20.00S,2024-12-07T01:29:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.703679369250986,53.431372549019606,1610612754,27,27,2024-12-07T01:34:39Z,1290000,False,-17.0,20.0,1,left,MISS O. Toppin driving Layup - blocked,"[1630167, 1641824]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,Buzelis,1641824.0
130,PT01M20.00S,2024-12-07T01:29:47.2Z,1,REGULAR,block,,[],1641824,,,1610612754,27,27,2024-12-07T01:29:49Z,1300000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT01M19.00S,2024-12-07T01:29:48.2Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,27,27,2024-12-07T01:34:39Z,1310000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
132,PT01M12.00S,2024-12-07T01:29:52.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,73.01248357424441,16.42156862745098,1610612741,30,27,2024-12-07T01:30:00Z,1320000,False,-168.0,201.0,1,right,C. White 26' 3PT running (3 PTS) (L. Ball 3 AST),"[1629632, 1628366]",1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.21,Made,,,,,,,,,,,3.0,L. Ball,1628366.0,3.0,,,,
134,PT01M11.00S,2024-12-07T01:29:59.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,30,27,2024-12-07T01:29:59Z,1340000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M11.00S,2024-12-07T01:31:16.1Z,1,REGULAR,substitution,out,[],1628366,,,1610612754,30,27,2024-12-07T01:31:26Z,1350000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M11.00S,2024-12-07T01:31:16.1Z,1,REGULAR,substitution,in,[],1631207,,,1610612754,30,27,2024-12-07T01:31:26Z,1370000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M11.00S,2024-12-07T01:31:16.1Z,1,REGULAR,substitution,in,[],1642277,,,1610612754,30,27,2024-12-07T01:31:26Z,1380000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M11.00S,2024-12-07T01:31:16.1Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,30,27,2024-12-07T01:33:55Z,1385000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M55.80S,2024-12-07T01:31:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,19.136005256241788,40.44117647058824,1610612754,30,29,2024-12-07T01:35:50Z,1390000,False,48.0,127.0,1,left,J. Walker 13' pullup Jump Shot (4 PTS) (O. Toppin 2 AST),"[1641716, 1630167]",1610612754.0,IND,pullup,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,13.61,Made,,,,,,,,,,,4.0,O. Toppin,1630167.0,2.0,,,,
140,PT00M50.50S,2024-12-07T01:31:48.2Z,1,REGULAR,foul,personal,[],1642277,,,1610612741,30,29,2024-12-07T01:32:01Z,1400000,False,,,0,,J. Furphy personal FOUL (1 PF),"[1642277, 1629632]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,,,,,,,1627541.0,,1.0,0.0,White,1629632.0,,,,,,,,
142,PT00M45.50S,2024-12-07T01:32:11.1Z,1,REGULAR,3pt,Jump Shot,[],1629632,68.28186596583443,29.65686274509804,1610612741,33,29,2024-12-07T01:36:22Z,1420000,False,-102.0,246.0,1,right,C. White 26' 3PT  (6 PTS) (A. Dosunmu 2 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,26.59,Made,,,,,,,,,,,6.0,A. Dosunmu,1630245.0,2.0,,,,
144,PT00M35.00S,2024-12-07T01:32:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.091327201051248,50.49019607843137,1610612754,33,29,2024-12-07T01:36:57Z,1440000,False,-2.0,71.0,1,left,MISS T. McConnell 7' turnaround Shot,[204456],1610612754.0,IND,turnaround,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
145,PT00M32.80S,2024-12-07T01:32:30.7Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,33,29,2024-12-07T01:37:06Z,1450000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,144.0,3.0,2.0,1.0,,,,,,,,,,,,,,
146,PT00M27.30S,2024-12-07T01:32:33.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,93.9060446780552,51.71568627450981,1610612741,35,29,2024-12-07T01:32:42Z,1460000,False,9.0,5.0,1,right,A. Dosunmu running Layup (8 PTS) (C. White 3 AST),"[1630245, 1629632]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,8.0,C. White,1629632.0,3.0,,,,
154,PT00M12.70S,2024-12-07T01:33:06.0Z,1,REGULAR,substitution,out,[],1642277,,,1610612754,35,29,2024-12-07T01:34:07Z,1485000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M12.70S,2024-12-07T01:33:06.0Z,1,REGULAR,substitution,in,[],1630169,,,1610612754,35,29,2024-12-07T01:34:07Z,1487500,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M04.40S,2024-12-07T01:33:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,11.40974047306176,49.95404411764706,1610612754,35,31,2024-12-07T01:37:52Z,1490000,False,0.0,55.0,1,left,T. McConnell floating Jump Shot (2 PTS) (O. Toppin 3 AST),"[204456, 1630167]",1610612754.0,IND,floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,,,,,,,,,,,2.0,O. Toppin,1630167.0,3.0,,,,
151,PT00M00.10S,2024-12-07T01:33:32.6Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,35,31,2024-12-07T01:33:47Z,1510000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (2 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,1628485.0,2.0,,,,,,,,,,,,
152,PT00M00.00S,2024-12-07T01:33:42.9Z,1,REGULAR,period,end,[],0,,,1610612754,35,31,2024-12-07T01:33:42Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-07T01:35:58.8Z,2,REGULAR,substitution,out,['startperiod'],1641824,,,1610612754,35,31,2024-12-07T01:36:17Z,1530000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-07T01:35:58.8Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612754,35,31,2024-12-07T01:36:17Z,1540000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-07T01:35:58.8Z,2,REGULAR,substitution,in,['startperiod'],1641763,,,1610612754,35,31,2024-12-07T01:36:17Z,1550000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-07T01:35:58.8Z,2,REGULAR,substitution,in,['startperiod'],1642277,,,1610612754,35,31,2024-12-07T01:36:17Z,1560000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-07T01:36:14.5Z,2,REGULAR,period,start,[],0,,,1610612741,35,31,2024-12-07T01:36:17Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M52.00S,2024-12-07T01:36:25.0Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,35,31,2024-12-07T01:38:59Z,1580000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1641716]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,,,Walker,1641716.0,,
162,PT11M52.00S,2024-12-07T01:36:25.0Z,2,REGULAR,steal,,[],1641716,,,1610612754,35,31,2024-12-07T01:36:26Z,1590000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2024-12-07T01:36:35.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],204456,13.748357424441524,33.57843137254902,1610612754,35,33,2024-12-07T01:36:42Z,1600000,False,82.0,77.0,1,left,T. McConnell 11' pullup Jump Shot (4 PTS) (J. Walker 1 AST),"[204456, 1641716]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,11.24,Made,,,,,,,,,,,4.0,J. Walker,1641716.0,1.0,,,,
165,PT11M11.00S,2024-12-07T01:37:04.1Z,2,REGULAR,2pt,Jump Shot,[],1629632,83.13074901445466,32.1078431372549,1610612741,35,33,2024-12-07T01:39:37Z,1620000,False,-89.0,106.0,1,right,MISS C. White 13' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,Mid-Range,8-16 Left,13.88,Missed,,,,,,,,,,,,,,,,,,
166,PT11M09.00S,2024-12-07T01:37:06.1Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,35,33,2024-12-07T01:39:37Z,1630000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT11M05.00S,2024-12-07T01:37:10.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642277,6.258212877792378,46.81372549019608,1610612754,35,35,2024-12-07T01:39:48Z,1640000,False,16.0,6.0,1,left,J. Furphy running Layup (2 PTS) (T. McConnell 2 AST),"[1642277, 204456]",1610612754.0,IND,running,,,Furphy,J. Furphy,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,,,,,2.0,T. McConnell,204456.0,2.0,,,,
169,PT11M04.00S,2024-12-07T01:37:16.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,35,35,2024-12-07T01:37:16Z,1660000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M50.00S,2024-12-07T01:40:18.9Z,2,REGULAR,3pt,Jump Shot,[],1629632,68.01905387647832,19.852941176470587,1610612741,35,35,2024-12-07T01:40:39Z,1670000,False,-151.0,248.0,1,right,MISS C. White 29' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,29.03,Missed,,,,,,,,,,,,,,,,,,
172,PT10M47.00S,2024-12-07T01:40:21.9Z,2,REGULAR,rebound,offensive,[],1641763,,,1610612741,35,35,2024-12-07T01:40:39Z,1680000,False,,,0,,J. Phillips REBOUND (Off:1 Def:0),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Left Center,,,171.0,1.0,0.0,1.0,,,,,,,,,,,,,,
173,PT10M38.00S,2024-12-07T01:40:29.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,94.03745072273325,49.26470588235294,1610612741,37,35,2024-12-07T01:40:34Z,1690000,False,-4.0,4.0,1,right,C. White driving Layup (8 PTS) (D. Terry 1 AST),"[1629632, 1631207]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,8.0,D. Terry,1631207.0,1.0,,,,
175,PT10M13.00S,2024-12-07T01:40:54.4Z,2,REGULAR,3pt,Jump Shot,[],1642277,5.995400788436268,3.6764705882352944,1610612754,37,38,2024-12-07T01:40:58Z,1710000,False,232.0,4.0,1,left,J. Furphy 3PT  (5 PTS) (O. Toppin 4 AST),"[1642277, 1630167]",1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,,,,,,,5.0,O. Toppin,1630167.0,4.0,,,,
