actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-12T20:40:45.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-12T20:40:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-12T20:40:48.4Z,1,REGULAR,jumpball,recovered,[],1631099,,,1610612758,0,0,2025-01-12T20:40:48Z,40000,False,,,0,,Jump Ball D. Sabonis vs. N. Vučević: Tip to K. Murray,"[1631099, 1627734, 202696]",1610612758.0,SAC,startperiod,K. Murray,1631099.0,Murray,K. Murray,Sabonis,1627734.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-01-12T20:40:58.9Z,1,REGULAR,2pt,Jump Shot,[],1627734,78.0059132720105,47.05882352941176,1610612758,0,2,2025-01-12T20:41:19Z,70000,False,-15.0,154.0,1,right,D. Sabonis 15' Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1627734, 201942]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,15.49,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
8,PT11M23.00S,2025-01-12T20:41:29.4Z,1,REGULAR,2pt,Jump Shot,[],1630172,9.149145860709593,75.73529411764706,1610612741,0,2,2025-01-12T20:42:21Z,80000,False,-129.0,34.0,1,left,MISS P. Williams 13' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,13.3,Missed,,,,,,,,,,,,,,,,,,
9,PT11M21.00S,2025-01-12T20:41:31.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,2,2025-01-12T20:42:21Z,90000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,
10,PT11M12.00S,2025-01-12T20:41:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,93.51182654402102,50.73529411764706,1610612758,0,2,2025-01-12T20:43:07Z,100000,False,4.0,8.0,1,right,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,0.93,Missed,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2025-01-12T20:41:33.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,0,2,2025-01-12T20:41:41Z,110000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M02.00S,2025-01-12T20:41:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.521024967148489,48.03921568627451,1610612741,2,2,2025-01-12T20:43:46Z,120000,False,10.0,9.0,1,left,Z. LaVine driving Layup (2 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M50.00S,2025-01-12T20:41:55.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,95.87713534822602,3.6764705882352944,1610612758,2,2,2025-01-12T20:41:59Z,130000,False,-232.0,-14.0,1,right,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
15,PT10M47.00S,2025-01-12T20:41:58.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,2,2,2025-01-12T20:41:59Z,140000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
