actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M40.00S,2024-11-05T01:32:54.2Z,1,REGULAR,steal,,[],1629632,,,1610612741,4,5,2024-11-05T01:32:56Z,190000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2024-11-05T01:33:02.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629632,78.9257555847569,32.35294117647059,1610612741,6,5,2024-11-05T01:33:06Z,200000,False,-88.0,146.0,1,right,C. White 17' pullup Jump Shot (2 PTS) (P. Williams 1 AST),"[1629632, 1630172]",1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Left Center,17.02,Made,2.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
22,PT10M15.00S,2024-11-05T01:33:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,5.469776609724048,48.77450980392157,1610612762,6,7,2024-11-05T01:33:42Z,220000,False,6.0,-1.0,1,left,C. Williams driving Layup (2 PTS) (C. Sexton 2 AST),"[1642262, 1629012]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,0.62,Made,2.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,,,,
25,PT10M06.00S,2024-11-05T01:33:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,92.85479632063075,46.568627450980394,1610612741,6,7,2024-11-05T01:34:03Z,250000,False,-17.0,15.0,1,right,MISS P. Williams driving floating bank Shot,[1630172],1610612741.0,CHI,driving floating bank,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2024-11-05T01:33:29.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,6,7,2024-11-05T01:34:03Z,260000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,
27,PT09M58.00S,2024-11-05T01:33:36.7Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,6,7,2024-11-05T01:33:42Z,270000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 202696]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Vučević,202696.0,,,,,,
28,PT09M58.00S,2024-11-05T01:33:36.7Z,1,REGULAR,steal,,[],202696,,,1610612741,6,7,2024-11-05T01:33:38Z,280000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M53.00S,2024-11-05T01:33:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,93.38042049934296,52.450980392156865,1610612741,8,7,2024-11-05T01:33:51Z,290000,False,12.0,10.0,1,right,A. Dosunmu running finger roll Layup (2 PTS) (J. Giddey 1 AST),"[1630245, 1630581]",1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.57,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
31,PT09M28.00S,2024-11-05T01:34:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629012,9.280551905387648,50.245098039215684,1610612762,8,9,2024-11-05T01:35:01Z,310000,False,-1.0,35.0,1,left,C. Sexton driving Hook (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.47,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2024-11-05T01:34:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630172,95.48291721419186,97.54901960784314,1610612741,8,9,2024-11-05T01:34:16Z,320000,False,238.0,-10.0,1,right,MISS P. Williams 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
33,PT09M19.00S,2024-11-05T01:34:15.0Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,8,9,2024-11-05T01:34:16Z,330000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,
34,PT08M56.00S,2024-11-05T01:34:37.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,9.543363994743759,41.17647058823529,1610612762,8,9,2024-11-05T01:35:37Z,340000,False,44.0,37.0,1,left,MISS C. Sexton driving floating bank Shot,[1629012],1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.77,Missed,,,,,,,,,,,,,,,,,,
35,PT08M53.00S,2024-11-05T01:34:40.8Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,8,9,2024-11-05T01:35:37Z,350000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,34.0,2.0,1.0,1.0,,
36,PT08M53.00S,2024-11-05T01:34:41.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631117,5.590000152587891,50.0,1610612762,8,11,2024-11-05T01:35:53Z,360000,False,0.0,0.0,1,left,W. Kessler tip DUNK (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2024-11-05T01:34:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.86136662286465,55.88235294117647,1610612741,8,11,2024-11-05T01:34:53Z,370000,False,29.0,62.0,1,right,MISS N. Vučević 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.83,Missed,,,,,,,,,,,,,,,,,,
38,PT08M43.00S,2024-11-05T01:34:52.0Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,8,11,2024-11-05T01:34:53Z,380000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,
39,PT08M33.00S,2024-11-05T01:35:01.4Z,1,REGULAR,3pt,Jump Shot,[],1642271,9.543363994743759,2.941176470588235,1610612762,8,14,2024-11-05T01:36:15Z,390000,False,235.0,37.0,1,left,K. Filipowski 3PT  (5 PTS) (C. Williams 1 AST),"[1642271, 1642262]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.82,Made,5.0,C. Williams,1642262.0,1.0,,,,,,,,,,,,,,
41,PT08M16.00S,2024-11-05T01:35:17.6Z,1,REGULAR,2pt,Jump Shot,[],1630172,78.40013140604468,50.49019607843137,1610612741,10,14,2024-11-05T01:35:22Z,410000,False,2.0,151.0,1,right,P. Williams 15' pullup Jump Shot (2 PTS) (N. Vučević 1 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Center,15.05,Made,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,,,,,
43,PT08M06.00S,2024-11-05T01:35:32.3Z,1,REGULAR,foul,offensive,[],1631117,,,1610612762,10,14,2024-11-05T01:35:38Z,430000,False,,,0,,W. Kessler off-the-ball offensive FOUL (1 PF),"[1631117, 1629632]",1610612762.0,UTA,off-the-ball,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,2003.0,1.0,0.0,White,1629632.0,,,,,,,,,
45,PT08M06.00S,2024-11-05T01:35:32.3Z,1,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,10,14,2024-11-05T01:35:32Z,450000,False,,,0,,W. Kessler offensive foul TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,2003.0,,,,,1.0,,,,,,,,
46,PT08M06.00S,2024-11-05T01:35:38.4Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,10,14,2024-11-05T01:35:46Z,460000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2024-11-05T01:35:38.4Z,1,REGULAR,substitution,out,[],1642262,,,1610612741,10,14,2024-11-05T01:35:46Z,470000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M06.00S,2024-11-05T01:35:38.4Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,10,14,2024-11-05T01:35:46Z,480000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M06.00S,2024-11-05T01:35:38.4Z,1,REGULAR,substitution,in,[],1641729,,,1610612741,10,14,2024-11-05T01:35:46Z,490000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M00.00S,2024-11-05T01:36:02.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,87.99277266754271,48.77450980392157,1610612741,10,14,2024-11-05T01:36:55Z,500000,False,-6.0,60.0,1,right,MISS J. Giddey 6' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.07,Missed,,,,,,,,,,,,,,,,,,
51,PT07M57.00S,2024-11-05T01:36:05.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,10,14,2024-11-05T01:36:55Z,510000,False,,,0,,W. Kessler REBOUND (Off:1 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,50.0,3.0,2.0,1.0,,
52,PT07M39.00S,2024-11-05T01:36:21.0Z,1,REGULAR,3pt,Jump Shot,[],1641718,26.10052562417871,83.57843137254902,1610612762,10,14,2024-11-05T01:36:26Z,520000,False,-168.0,193.0,1,left,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
53,PT07M36.00S,2024-11-05T01:36:24.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,14,2024-11-05T01:36:26Z,530000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,52.0,1.0,1.0,0.0,,
54,PT07M31.00S,2024-11-05T01:36:29.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,94.1688567674113,47.549019607843135,1610612741,12,14,2024-11-05T01:37:30Z,540000,False,-12.0,2.0,1,right,A. Dosunmu running finger roll Layup (4 PTS) (J. Giddey 2 AST),"[1630245, 1630581]",1610612741.0,CHI,running finger roll,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.25,Made,4.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
56,PT07M31.00S,2024-11-05T01:36:32.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,12,14,2024-11-05T01:36:32Z,560000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M11.00S,2024-11-05T01:39:51.1Z,1,REGULAR,turnover,out-of-bounds,[],1641729,,,1610612762,12,14,2024-11-05T01:40:05Z,570000,False,,,0,,B. Sensabaugh bad pass out-of-bounds TURNOVER (1 TO),[1641729],1610612762.0,UTA,bad pass,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Right Center,,,,,,,1628951.0,,,,,1.0,,,,,,,,
58,PT06M58.00S,2024-11-05T01:40:13.0Z,1,REGULAR,turnover,traveling,[],1629632,,,1610612741,12,14,2024-11-05T01:40:19Z,580000,False,,,0,,C. White traveling TURNOVER (1 TO),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,1.0,,,,,,,,
59,PT06M58.00S,2024-11-05T01:40:15.9Z,1,REGULAR,substitution,out,[],1642271,,,1610612762,12,14,2024-11-05T01:40:21Z,590000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M58.00S,2024-11-05T01:40:15.9Z,1,REGULAR,substitution,in,[],1628381,,,1610612762,12,14,2024-11-05T01:40:21Z,600000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,out,[],1629632,,,1610612762,12,14,2024-11-05T01:41:07Z,620000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,out,[],1630245,,,1610612762,12,14,2024-11-05T01:41:07Z,630000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,out,[],1641763,,,1610612762,12,14,2024-11-05T01:41:07Z,640000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,12,14,2024-11-05T01:41:07Z,650000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,in,[],1631207,,,1610612762,12,14,2024-11-05T01:41:07Z,660000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M43.00S,2024-11-05T01:40:45.9Z,1,REGULAR,substitution,in,[],1630172,,,1610612762,12,14,2024-11-05T01:41:07Z,670000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2024-11-05T01:41:15.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629012,19.267411300919843,62.745098039215684,1610612762,12,14,2024-11-05T01:41:50Z,680000,False,-64.0,129.0,1,left,MISS C. Sexton 14' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,14.35,Missed,,,,,,,,,,,,,,,,,,
69,PT06M34.00S,2024-11-05T01:41:17.3Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612741,12,14,2024-11-05T01:41:50Z,690000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,
70,PT06M26.00S,2024-11-05T01:41:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,69.46452036793693,29.166666666666668,1610612741,12,14,2024-11-05T01:41:29Z,700000,False,-104.0,235.0,1,right,MISS N. Vučević 25' running 3PT,[202696],1610612741.0,CHI,running,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
71,PT06M24.00S,2024-11-05T01:41:25.5Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,12,14,2024-11-05T01:41:29Z,710000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,
72,PT06M19.00S,2024-11-05T01:41:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,3.235873850197109,95.58823529411765,1610612762,12,14,2024-11-05T02:03:36Z,720000,False,-228.0,-22.0,1,left,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.9,Missed,,,,,,,,,,,,,,,,,,
73,PT06M17.00S,2024-11-05T01:41:34.2Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612741,12,14,2024-11-05T01:42:23Z,730000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,
74,PT06M06.00S,2024-11-05T01:41:45.6Z,1,REGULAR,foul,personal,['2freethrow'],1641718,,,1610612741,12,14,2024-11-05T01:41:53Z,740000,False,,,0,,K. George shooting personal FOUL (1 PF) (Giddey 2 FT),"[1641718, 1630581]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Giddey,1630581.0,,,,,,,,,
76,PT06M06.00S,2024-11-05T01:42:18.3Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,13,14,2024-11-05T01:42:18Z,760000,False,,,0,,J. Giddey Free Throw 1 of 2 (3 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
77,PT06M06.00S,2024-11-05T01:42:32.9Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,13,14,2024-11-05T01:42:32Z,770000,False,,,0,,MISS J. Giddey Free Throw 2 of 2,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
78,PT06M04.00S,2024-11-05T01:42:33.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,13,14,2024-11-05T01:42:33Z,780000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,77.0,4.0,3.0,1.0,,
79,PT05M47.00S,2024-11-05T01:42:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,8.229303547963205,3.431372549019608,1610612762,13,17,2024-11-05T01:42:57Z,790000,False,233.0,25.0,1,left,J. Collins 3PT  (3 PTS) (K. George 1 AST),"[1628381, 1641718]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.41,Made,3.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
81,PT05M43.00S,2024-11-05T01:42:58.3Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,13,17,2024-11-05T01:43:04Z,810000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,1.0,,,,,,,,
82,PT05M29.00S,2024-11-05T01:43:20.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631117,5.863994743758213,49.754901960784316,1610612762,13,19,2024-11-05T01:43:24Z,820000,False,1.0,3.0,1,left,W. Kessler cutting DUNK (4 PTS) (J. Collins 1 AST),"[1631117, 1628381]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.29,Made,4.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
84,PT05M17.00S,2024-11-05T01:43:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,95.22010512483574,4.411764705882353,1610612741,13,19,2024-11-05T01:44:39Z,840000,False,-228.0,-8.0,1,right,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
85,PT05M15.00S,2024-11-05T01:43:34.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,13,19,2024-11-05T01:43:38Z,850000,False,,,0,,W. Kessler REBOUND (Off:1 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,84.0,5.0,4.0,1.0,,
86,PT05M07.00S,2024-11-05T01:43:43.5Z,1,REGULAR,turnover,bad pass,[],1641729,,,1610612762,13,19,2024-11-05T01:43:51Z,860000,False,,,0,,B. Sensabaugh bad pass TURNOVER (2 TO),"[1641729, 1630581]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,,
87,PT05M07.00S,2024-11-05T01:43:43.5Z,1,REGULAR,steal,,[],1630581,,,1610612741,13,19,2024-11-05T01:43:45Z,870000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
