actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-14T00:10:44.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-14T00:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-14T00:10:47.3Z,1,REGULAR,jumpball,recovered,[],1630533,,,1610612751,0,0,2025-03-14T00:10:47Z,40000,False,,,0,,Jump Ball N. Claxton vs. N. Vučević: Tip to Z. Williams,"[1630533, 1629651, 202696]",1610612751.0,BKN,startperiod,Z. Williams,1630533.0,Williams,Z. Williams,Claxton,1629651.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-03-14T00:11:02.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,91.85282522996059,49.609375,1610612751,0,2,2025-03-14T00:11:20Z,70000,False,-2.0,24.0,1,right,Z. Williams cutting DUNK (2 PTS) (C. Thomas 1 AST),"[1630533, 1630560]",1610612751.0,BKN,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,2.42,Made,2.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2025-03-14T00:11:14.3Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612741,0,2,2025-03-14T00:11:40Z,90000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1629661]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Johnson,1629661.0,,,,,,,,,,,
10,PT11M31.00S,2025-03-14T00:11:14.3Z,1,REGULAR,steal,,[],1629661,,,1610612751,0,2,2025-03-14T00:11:16Z,100000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2025-03-14T00:11:20.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,92.3784494086728,58.4750306372549,1610612751,0,2,2025-03-14T00:12:06Z,110000,False,42.0,19.0,1,right,MISS C. Johnson running Layup,[1629661],1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,,,,,,,,,,,,,,,,,
12,PT11M23.00S,2025-03-14T00:11:23.9Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,2,2025-03-14T00:12:06Z,120000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,
13,PT11M20.00S,2025-03-14T00:11:24.5Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629661,79.10643889618922,83.55545343137254,1610612751,0,4,2025-03-14T00:15:30Z,130000,False,168.0,144.0,1,right,C. Johnson 22' Jump Shot (2 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,22.11,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
15,PT11M06.00S,2025-03-14T00:11:39.1Z,1,REGULAR,3pt,Jump Shot,[],202696,30.99540078843627,26.93780637254902,1610612741,0,4,2025-03-14T00:12:45Z,150000,False,115.0,239.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,26.53,Missed,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2025-03-14T00:11:41.1Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,0,4,2025-03-14T00:12:45Z,160000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
