actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M05.00S,2025-03-30T00:12:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,85.75886990801577,53.431372549019606,1610612742,5,4,2025-03-30T00:12:14Z,180000,False,17.0,81.0,1,right,MISS K. Thompson 8' driving floating Shot,[202691],1610612742.0,DAL,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,,,,,,,,,,,
19,PT10M03.00S,2025-03-30T00:12:10.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,4,2025-03-30T00:12:14Z,190000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,
20,PT09M58.00S,2025-03-30T00:12:14.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641824,6.652431011826544,49.26470588235294,1610612741,5,4,2025-03-30T00:12:55Z,200000,False,4.0,10.0,1,left,MISS M. Buzelis running alley-oop DUNK,[1641824],1610612741.0,CHI,running alley-oop,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2025-03-30T00:12:16.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,5,4,2025-03-30T00:12:18Z,210000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M53.00S,2025-03-30T00:12:19.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,81.553876478318,5.392156862745098,1610612742,5,4,2025-03-30T00:12:24Z,220000,False,-223.0,121.0,1,right,MISS P. Washington 25' running 3PT,[1629023],1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2025-03-30T00:12:22.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,5,4,2025-03-30T00:12:24Z,230000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT09M47.00S,2025-03-30T00:12:28.2Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612741,5,4,2025-03-30T00:12:53Z,240000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (White 2 FT),"[203915, 1629632]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,White,1629632.0,,,,,
26,PT09M47.00S,2025-03-30T00:12:53.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,5,4,2025-03-30T00:12:53Z,260000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT09M47.00S,2025-03-30T00:12:53.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,5,4,2025-03-30T00:12:53Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,
28,PT09M47.00S,2025-03-30T00:13:06.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,6,4,2025-03-30T00:13:06Z,280000,False,,,0,,C. White Free Throw 2 of 2 (1 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
29,PT09M32.00S,2025-03-30T00:13:25.1Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612742,6,4,2025-03-30T00:13:31Z,290000,False,,,0,,N. Vučević shooting personal FOUL (1 PF) (Davis 2 FT),"[202696, 203076]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Davis,203076.0,,,,,
31,PT09M32.00S,2025-03-30T00:13:56.5Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612742,6,4,2025-03-30T00:13:56Z,310000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-03-30T00:13:56.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,6,4,2025-03-30T00:13:56Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,
33,PT09M32.00S,2025-03-30T00:14:16.3Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612742,6,5,2025-03-30T00:14:16Z,330000,False,,,0,,A. Davis Free Throw 2 of 2 (1 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M26.00S,2025-03-30T00:14:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1630539,,,1610612741,6,5,2025-03-30T00:14:47Z,340000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Giddey 2 FT),"[1630539, 1630581]",1610612742.0,DAL,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Giddey,1630581.0,,,,,
36,PT09M26.00S,2025-03-30T00:14:48.4Z,1,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,7,5,2025-03-30T00:14:48Z,360000,False,,,0,,J. Giddey Free Throw 1 of 2 (1 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
37,PT09M26.00S,2025-03-30T00:15:00.7Z,1,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,8,5,2025-03-30T00:15:00Z,370000,False,,,0,,J. Giddey Free Throw 2 of 2 (2 PTS),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
38,PT09M16.00S,2025-03-30T00:15:11.8Z,1,REGULAR,3pt,Jump Shot,[],203076,67.7562417871222,50.98039215686274,1610612742,8,5,2025-03-30T00:15:39Z,380000,False,5.0,251.0,1,right,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
39,PT09M14.00S,2025-03-30T00:15:13.8Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,8,5,2025-03-30T00:15:15Z,390000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,
41,PT08M59.00S,2025-03-30T00:15:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.469776609724048,51.470588235294116,1610612741,10,5,2025-03-30T00:16:31Z,410000,False,-7.0,-1.0,1,left,N. Vučević driving Layup (2 PTS) (K. Huerter 2 AST),"[202696, 1628989]",1610612741.0,CHI,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,K. Huerter,1628989.0,2.0,,,,,,,,,,
43,PT08M41.00S,2025-03-30T00:16:00.2Z,1,REGULAR,3pt,Jump Shot,[],202691,87.99277266754271,3.9215686274509802,1610612742,10,5,2025-03-30T00:16:07Z,430000,False,-230.0,60.0,1,right,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
44,PT08M36.00S,2025-03-30T00:16:05.2Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612742,10,5,2025-03-30T00:16:07Z,440000,False,,,0,,K. Jones REBOUND (Off:1 Def:0),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Left Corner 3,24+ Left,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,
45,PT08M35.00S,2025-03-30T00:16:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630539,91.93495400788436,50.0,1610612742,10,5,2025-03-30T00:16:09Z,450000,False,0.0,23.0,1,right,MISS K. Jones putback Layup - blocked,"[1630539, 1630581]",1610612742.0,DAL,putback,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,Giddey,1630581.0,,,
46,PT08M35.00S,2025-03-30T00:16:05.5Z,1,REGULAR,block,,[],1630581,,,1610612742,10,5,2025-03-30T00:16:07Z,460000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M35.00S,2025-03-30T00:16:05.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,10,5,2025-03-30T00:16:09Z,470000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
48,PT08M30.00S,2025-03-30T00:16:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,6.521024967148489,55.392156862745104,1610612741,12,5,2025-03-30T00:16:15Z,480000,False,-27.0,9.0,1,left,J. Giddey running Layup (4 PTS),[1630581],1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.84,Made,4.0,,,,,,,,,,,,,,,,,
49,PT08M18.00S,2025-03-30T00:16:24.2Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612742,12,5,2025-03-30T00:16:30Z,490000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 202696]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Vučević,202696.0
50,PT08M18.00S,2025-03-30T00:16:24.2Z,1,REGULAR,steal,,[],202696,,,1610612741,12,5,2025-03-30T00:16:26Z,500000,False,,,0,,N. Vučević STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
51,PT08M11.00S,2025-03-30T00:16:29.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629632,27.020367936925098,32.1078431372549,1610612741,12,5,2025-03-30T01:10:04Z,510000,False,89.0,201.0,1,left,MISS C. White 22' running pullup Shot,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,Mid-Range,16-24 Right Center,22.05,Missed,,,,,,,,,,,,,,,,,,
52,PT08M08.00S,2025-03-30T00:16:32.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,12,5,2025-03-30T00:17:51Z,520000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT08M06.00S,2025-03-30T00:16:37.9Z,1,REGULAR,foul,personal,[],1628989,,,1610612742,12,5,2025-03-30T00:16:48Z,530000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1629023]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Washington,1629023.0,,,,,
55,PT08M06.00S,2025-03-30T00:16:53.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612742,12,5,2025-03-30T00:17:02Z,550000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M06.00S,2025-03-30T00:16:53.5Z,1,REGULAR,substitution,out,[],203076,,,1610612742,12,5,2025-03-30T00:17:02Z,560000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M06.00S,2025-03-30T00:16:53.5Z,1,REGULAR,substitution,in,[],1630172,,,1610612742,12,5,2025-03-30T00:17:02Z,570000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M06.00S,2025-03-30T00:16:53.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,12,5,2025-03-30T00:17:02Z,580000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M58.00S,2025-03-30T00:17:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,93.24901445466492,97.30392156862744,1610612742,12,8,2025-03-30T00:18:11Z,590000,False,237.0,11.0,1,right,P. Washington 3PT step back (7 PTS) (S. Dinwiddie 1 AST),"[1629023, 203915]",1610612742.0,DAL,step back,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.68,Made,7.0,,,,,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
62,PT07M40.00S,2025-03-30T00:17:43.3Z,1,REGULAR,3pt,Jump Shot,[],1630581,21.632720105124836,88.72549019607843,1610612741,12,8,2025-03-30T00:17:54Z,620000,False,-194.0,151.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
63,PT07M35.00S,2025-03-30T00:17:48.3Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,8,2025-03-30T00:17:54Z,630000,False,,,0,,N. Vučević REBOUND (Off:1 Def:0),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,62.0,1.0,0.0,1.0,,,,,,,,,,,,,
64,PT07M33.00S,2025-03-30T00:17:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641824,6.389618922470433,49.01960784313725,1610612741,14,8,2025-03-30T00:19:07Z,640000,False,5.0,8.0,1,left,M. Buzelis driving DUNK (5 PTS) (N. Vučević 1 AST),"[1641824, 202696]",1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,0.9,Made,5.0,,,,,N. Vučević,202696.0,1.0,,,,,,,,,,
66,PT07M25.00S,2025-03-30T00:18:01.7Z,1,REGULAR,3pt,Jump Shot,[],203915,92.9862023653088,95.09803921568627,1610612742,14,11,2025-03-30T00:19:29Z,660000,False,225.0,13.0,1,right,S. Dinwiddie 3PT step back (3 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,22.59,Made,3.0,,,,,,,,,,,,,,,,,
67,PT07M25.00S,2025-03-30T00:18:04.4Z,1,REGULAR,foul,personal,['1freethrow'],1630172,,,1610612742,14,11,2025-03-30T00:18:29Z,670000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630172, 203915]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,202007.0,1.0,0.0,Dinwiddie,203915.0,,,,,
69,PT07M25.00S,2025-03-30T00:18:12.6Z,1,REGULAR,substitution,out,[],202691,,,1610612742,14,11,2025-03-30T00:18:28Z,690000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M25.00S,2025-03-30T00:18:12.6Z,1,REGULAR,substitution,in,[],1631108,,,1610612742,14,11,2025-03-30T00:18:28Z,700000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M25.00S,2025-03-30T00:18:29.7Z,1,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,14,11,2025-03-30T00:18:40Z,710000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT07M22.00S,2025-03-30T00:18:32.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,11,2025-03-30T00:18:40Z,720000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,,
73,PT07M12.00S,2025-03-30T00:18:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,7.046649145860711,39.950980392156865,1610612741,16,11,2025-03-30T00:20:17Z,730000,False,50.0,14.0,1,left,N. Vučević floating Jump Shot (4 PTS) (J. Giddey 1 AST),"[202696, 1630581]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,4.0,,,,,J. Giddey,1630581.0,1.0,,,,,,,,,,
75,PT06M56.00S,2025-03-30T00:18:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,89.43823915900131,45.34313725490196,1610612742,16,13,2025-03-30T00:18:58Z,750000,False,-23.0,47.0,1,right,N. Marshall driving floating Jump Shot (2 PTS),[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,2.0,,,,,,,,,,,,,,,,,
76,PT06M50.00S,2025-03-30T00:19:01.4Z,1,REGULAR,3pt,Jump Shot,[],202696,32.53942181340342,42.15686274509804,1610612741,16,13,2025-03-30T01:16:15Z,760000,False,39.0,253.0,1,left,MISS N. Vučević 25' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
77,PT06M47.00S,2025-03-30T00:19:04.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,16,13,2025-03-30T00:19:05Z,770000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,
78,PT06M40.00S,2025-03-30T00:19:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,92.32917214191852,55.88235294117647,1610612742,16,13,2025-03-30T00:21:48Z,780000,False,29.0,20.0,1,right,MISS N. Marshall driving floating bank Shot,[1630230],1610612742.0,DAL,driving floating bank,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
79,PT06M38.00S,2025-03-30T00:19:14.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,16,13,2025-03-30T00:19:19Z,790000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,
80,PT06M36.00S,2025-03-30T00:19:19.0Z,1,REGULAR,foul,personal,[],203915,,,1610612741,16,13,2025-03-30T00:19:29Z,800000,False,,,0,,S. Dinwiddie personal FOUL (2 PF),"[203915, 1628989]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,2.0,0.0,Huerter,1628989.0,,,,,
82,PT06M36.00S,2025-03-30T00:19:27.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,13,2025-03-30T00:19:27Z,820000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M36.00S,2025-03-30T00:22:09.0Z,1,REGULAR,substitution,out,[],203915,,,1610612741,16,13,2025-03-30T00:22:15Z,830000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M36.00S,2025-03-30T00:22:09.0Z,1,REGULAR,substitution,in,[],1630314,,,1610612741,16,13,2025-03-30T00:22:15Z,840000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M16.00S,2025-03-30T00:22:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630172,19.793035479632064,93.13725490196079,1610612741,16,13,2025-03-30T00:22:50Z,850000,False,-216.0,134.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
86,PT06M15.00S,2025-03-30T00:22:47.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,16,13,2025-03-30T00:22:50Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,85.0,,,,,,,,,,,,,,,,
