actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-04-02T00:11:47.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-02T00:11:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-04-02T00:11:49.5Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2025-04-02T00:11:49Z,40000,False,,,0,,Jump Ball J. Poeltl vs. N. Vučević: Tip to S. Barnes,"[1630567, 1627751, 202696]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Poeltl,1627751.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M54.00S,2025-04-02T00:11:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642419,27.151773981603156,17.401960784313726,1610612761,0,3,2025-04-02T00:12:22Z,70000,False,163.0,203.0,1,left,J. Battle 26' 3PT running (3 PTS) (I. Quickley 1 AST),"[1642419, 1630193]",1610612761.0,TOR,running,,,Battle,J. Battle,,,,,Above the Break 3,24+ Right Center,26.01,Made,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-04-02T00:12:16.4Z,1,REGULAR,3pt,Jump Shot,[],202696,92.19776609724047,4.166666666666666,1610612741,3,3,2025-04-02T00:12:21Z,90000,False,-229.0,21.0,1,right,N. Vučević 3PT  (3 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Left Corner 3,24+ Left,23.01,Made,3.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2025-04-02T00:12:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,14.011169513797633,49.01960784313725,1610612761,3,5,2025-04-02T00:12:38Z,110000,False,5.0,79.0,1,left,J. Poeltl 7' floating Jump Shot (2 PTS) (I. Quickley 2 AST),"[1627751, 1630193]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.94,Made,2.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
13,PT10M58.00S,2025-04-02T00:12:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,91.01511169513797,50.245098039215684,1610612741,3,5,2025-04-02T00:12:53Z,130000,False,1.0,32.0,1,right,MISS N. Vučević driving floating Shot,[202696],1610612741.0,CHI,driving floating,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2025-04-02T00:12:51.0Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,3,5,2025-04-02T00:12:53Z,140000,False,,,0,,J. Battle REBOUND (Off:0 Def:1),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M48.00S,2025-04-02T00:12:57.6Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,3,5,2025-04-02T00:13:03Z,150000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1641824]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Buzelis,1641824.0,,,,,,,
16,PT10M48.00S,2025-04-02T00:12:57.6Z,1,REGULAR,steal,,[],1641824,,,1610612741,3,5,2025-04-02T00:12:59Z,160000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2025-04-02T00:13:02.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628989,92.72339027595268,51.71568627450981,1610612741,5,5,2025-04-02T00:13:48Z,170000,False,9.0,16.0,1,right,K. Huerter running finger roll Layup (2 PTS) (J. Giddey 1 AST),"[1628989, 1630581]",1610612741.0,CHI,running finger roll,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.81,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
19,PT10M17.00S,2025-04-02T00:13:28.4Z,1,REGULAR,3pt,Jump Shot,[],1642266,28.203022339027594,75.0,1610612761,5,8,2025-04-02T00:13:33Z,190000,False,-125.0,213.0,1,left,J. Walter 24' 3PT  (3 PTS) (I. Quickley 3 AST),"[1642266, 1630193]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Left Center,24.66,Made,3.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
21,PT10M08.00S,2025-04-02T00:13:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.38042049934296,49.01960784313725,1610612741,5,8,2025-04-02T00:15:02Z,210000,False,-5.0,10.0,1,right,MISS J. Giddey driving finger roll Layup - blocked,"[1630581, 1642419]",1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,Battle,1642419.0,,,,,
34,PT10M08.00S,2025-04-02T00:13:38.4Z,1,REGULAR,block,,[],1642419,,,1610612741,5,8,2025-04-02T00:14:52Z,215000,False,,,0,,J. Battle BLOCK (1 BLK),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2025-04-02T00:13:38.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,8,2025-04-02T00:14:52Z,220000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M04.00S,2025-04-02T00:13:42.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,31.61957950065703,19.362745098039216,1610612761,5,11,2025-04-02T00:14:55Z,230000,False,153.0,245.0,1,left,I. Quickley 28' 3PT running pullup (3 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,28.87,Made,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
