actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M22.00S,2025-03-11T00:12:00.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,4,4,2025-03-11T00:12:05Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,,,,,,,,,,,,,
18,PT10M11.00S,2025-03-11T00:12:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.703679369250986,52.20588235294118,1610612754,4,4,2025-03-11T00:12:30Z,180000,False,-11.0,20.0,1,left,MISS B. Mathurin driving Layup - blocked,"[1631097, 1630200]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,Jones,1630200.0,,,,,,
19,PT10M11.00S,2025-03-11T00:12:23.7Z,1,REGULAR,block,,[],1630200,,,1610612754,4,4,2025-03-11T00:12:29Z,190000,False,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2025-03-11T00:12:23.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,4,4,2025-03-11T00:12:30Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,18.0,,,,,,,,,,,,,
22,PT09M57.00S,2025-03-11T00:12:53.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626167,11.908672798948752,53.67647058823529,1610612754,4,6,2025-03-11T00:12:58Z,220000,False,-18.0,59.0,1,left,M. Turner 6' floating Jump Shot (2 PTS) (B. Mathurin 2 AST),"[1626167, 1631097]",1610612754.0,IND,floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,2.0,B. Mathurin,1631097.0,2.0,,,,,,,,,,,,,,
24,PT09M43.00S,2025-03-11T00:13:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,68.28186596583443,31.862745098039213,1610612741,7,6,2025-03-11T00:13:10Z,240000,False,-91.0,246.0,1,right,J. Giddey 26' 3PT  (5 PTS) (M. Buzelis 1 AST),"[1630581, 1641824]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,26.19,Made,5.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,,,,,
26,PT09M32.00S,2025-03-11T00:13:18.4Z,1,REGULAR,2pt,Jump Shot,[],1629614,5.601182654402102,71.56862745098039,1610612754,7,6,2025-03-11T00:13:21Z,260000,False,-108.0,0.0,1,left,MISS A. Nembhard 10' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,10.78,Missed,,,,,,,,,,,,,,,,,,
27,PT09M30.00S,2025-03-11T00:13:20.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612741,7,6,2025-03-11T00:13:21Z,270000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M26.00S,2025-03-11T00:13:24.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629632,94.69448094612353,72.05882352941177,1610612741,7,6,2025-03-11T00:13:36Z,280000,False,110.0,-3.0,1,right,MISS C. White 11' step back Shot,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Mid-Range,8-16 Right,11.03,Missed,,,,,,,,,,,,,,,,,,
29,PT09M23.00S,2025-03-11T00:13:29.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,7,6,2025-03-11T00:13:29Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,28.0,,,,,,,,,,,,,
31,PT09M19.00S,2025-03-11T00:13:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641824,92.59198423127464,50.49019607843137,1610612741,7,6,2025-03-11T00:14:41Z,310000,False,2.0,17.0,1,right,MISS M. Buzelis cutting Layup - blocked,"[1641824, 1630174]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,Nesmith,1630174.0,,,,,,
32,PT09M19.00S,2025-03-11T00:13:45.4Z,1,REGULAR,block,,[],1630174,,,1610612741,7,6,2025-03-11T00:13:48Z,320000,False,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M16.00S,2025-03-11T00:13:48.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,6,2025-03-11T00:13:51Z,330000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
34,PT09M11.00S,2025-03-11T00:13:52.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.488173455978973,58.82352941176471,1610612754,7,6,2025-03-11T00:15:13Z,340000,False,-44.0,243.0,1,left,MISS M. Turner 24' step back 3PT,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
35,PT09M09.00S,2025-03-11T00:13:54.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,7,6,2025-03-11T00:14:05Z,350000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M00.00S,2025-03-11T00:14:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,90.48948751642575,57.107843137254896,1610612741,7,6,2025-03-11T00:14:07Z,360000,False,36.0,37.0,1,right,MISS T. Jones driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,,
37,PT09M00.00S,2025-03-11T00:14:03.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,7,6,2025-03-11T00:14:29Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,36.0,,,,,,,,,,,,,
39,PT08M42.00S,2025-03-11T00:14:32.9Z,1,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612754,7,6,2025-03-11T00:14:43Z,390000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Siakam 2 FT),"[1641824, 1627783]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2530.0,,,,1.0,0.0,Siakam,1627783.0,,
41,PT08M42.00S,2025-03-11T00:15:05.0Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,7,6,2025-03-11T00:15:28Z,410000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
42,PT08M42.00S,2025-03-11T00:15:05.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,7,6,2025-03-11T00:15:28Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
43,PT08M42.00S,2025-03-11T00:15:05.0Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,7,6,2025-03-11T00:15:28Z,430000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
44,PT08M40.00S,2025-03-11T00:15:07.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,7,6,2025-03-11T00:15:28Z,440000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,
45,PT08M28.00S,2025-03-11T00:15:36.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,68.54467805519053,58.333333333333336,1610612741,7,6,2025-03-11T00:15:45Z,450000,False,42.0,243.0,1,right,MISS C. White 24' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Center,24.67,Missed,,,,,,,,,,,,,,,,,,
46,PT08M25.00S,2025-03-11T00:15:39.6Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,7,6,2025-03-11T00:15:45Z,460000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT08M19.00S,2025-03-11T00:15:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,8.886333771353483,56.61764705882353,1610612754,7,8,2025-03-11T00:16:14Z,470000,False,-33.0,31.0,1,left,P. Siakam driving floating bank Jump Shot (4 PTS),[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.53,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M05.00S,2025-03-11T00:16:00.5Z,1,REGULAR,3pt,Jump Shot,[],1641824,70.51576872536137,24.264705882352942,1610612741,7,8,2025-03-11T00:16:04Z,480000,False,-129.0,225.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
49,PT08M01.00S,2025-03-11T00:16:04.5Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,7,8,2025-03-11T00:16:04Z,490000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT07M55.00S,2025-03-11T00:16:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612754,7,8,2025-03-11T00:16:23Z,500000,False,,,0,,C. White shooting personal FOUL (1 PF) (Turner 2 FT),"[1629632, 1626167]",1610612741.0,CHI,shooting,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628171.0,,,,1.0,0.0,Turner,1626167.0,,
52,PT07M55.00S,2025-03-11T00:16:37.3Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,7,9,2025-03-11T00:16:37Z,520000,False,,,0,,M. Turner Free Throw 1 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
53,PT07M55.00S,2025-03-11T00:16:38.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612754,7,9,2025-03-11T00:16:42Z,530000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M55.00S,2025-03-11T00:16:38.0Z,1,REGULAR,substitution,in,[],1628989,,,1610612754,7,9,2025-03-11T00:16:42Z,540000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2025-03-11T00:16:54.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,7,10,2025-03-11T00:16:54Z,550000,False,,,0,,M. Turner Free Throw 2 of 2 (4 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M44.00S,2025-03-11T00:17:08.8Z,1,REGULAR,turnover,bad pass,[],1628380,,,1610612741,7,10,2025-03-11T00:17:14Z,560000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 1629614]",1610612741.0,CHI,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Nembhard,1629614.0
57,PT07M44.00S,2025-03-11T00:17:08.8Z,1,REGULAR,steal,,[],1629614,,,1610612754,7,10,2025-03-11T00:17:10Z,570000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M42.00S,2025-03-11T00:17:13.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631097,4.944152431011826,46.81372549019608,1610612754,7,12,2025-03-11T00:17:49Z,580000,False,16.0,-6.0,1,left,B. Mathurin running reverse Layup (2 PTS) (P. Siakam 1 AST),"[1631097, 1627783]",1610612754.0,IND,running reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
60,PT07M42.00S,2025-03-11T00:17:16.9Z,1,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612754,7,12,2025-03-11T00:17:40Z,600000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1628380, 1631097]",1610612741.0,CHI,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,,,,1.0,0.0,Mathurin,1631097.0,,
62,PT07M42.00S,2025-03-11T00:17:28.4Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,7,12,2025-03-11T00:17:34Z,620000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M42.00S,2025-03-11T00:17:28.4Z,1,REGULAR,substitution,in,[],204456,,,1610612754,7,12,2025-03-11T00:17:34Z,630000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M42.00S,2025-03-11T00:17:37.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,7,12,2025-03-11T00:17:37Z,640000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M42.00S,2025-03-11T00:20:13.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,7,12,2025-03-11T00:20:28Z,650000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M42.00S,2025-03-11T00:20:13.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,7,12,2025-03-11T00:20:28Z,660000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M42.00S,2025-03-11T00:20:43.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631097,,,1610612754,7,13,2025-03-11T00:20:43Z,670000,False,,,0,,B. Mathurin Free Throw 1 of 1 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
68,PT07M27.00S,2025-03-11T00:21:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,95.0886990801577,48.529411764705884,1610612741,9,13,2025-03-11T00:21:05Z,680000,False,-7.0,-6.0,1,right,T. Jones cutting Layup (2 PTS) (K. Huerter 1 AST),"[1630200, 1628989]",1610612741.0,CHI,cutting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
70,PT07M05.00S,2025-03-11T00:21:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,12.828515111695138,50.98039215686274,1610612754,9,15,2025-03-11T00:21:37Z,700000,False,-5.0,68.0,1,left,B. Mathurin 6' driving floating Jump Shot (5 PTS),[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.83,Made,5.0,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2025-03-11T00:21:45.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,93.64323258869908,47.549019607843135,1610612741,11,15,2025-03-11T00:21:49Z,710000,False,-12.0,7.0,1,right,M. Buzelis driving finger roll Layup (2 PTS),[1641824],1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2025-03-11T00:21:53.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,30.17411300919842,25.49019607843137,1610612754,11,15,2025-03-11T00:21:57Z,720000,False,123.0,231.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
73,PT06M32.00S,2025-03-11T00:21:55.6Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,11,15,2025-03-11T00:21:57Z,730000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT06M18.00S,2025-03-11T00:22:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,94.1688567674113,61.029411764705884,1610612741,13,15,2025-03-11T00:22:13Z,740000,False,55.0,2.0,1,right,T. Jones driving floating Jump Shot (4 PTS) (Z. Collins 1 AST),"[1630200, 1628380]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,4.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
76,PT06M06.00S,2025-03-11T00:22:21.6Z,1,REGULAR,3pt,Jump Shot,[],204456,4.02431011826544,95.09803921568627,1610612754,13,15,2025-03-11T00:22:25Z,760000,False,-225.0,-15.0,1,left,MISS T. McConnell 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Left Corner 3,24+ Left,22.6,Missed,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2025-03-11T00:22:24.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,13,15,2025-03-11T00:22:25Z,770000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,
78,PT05M57.00S,2025-03-11T00:22:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.11760840998686,46.32352941176471,1610612741,15,15,2025-03-11T00:22:40Z,780000,False,-18.0,12.0,1,right,J. Giddey driving finger roll Layup (7 PTS),[1630581],1610612741.0,CHI,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.21,Made,7.0,,,,,,,,,,,,,,,,,
79,PT05M57.00S,2025-03-11T00:22:38.6Z,1,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612741,15,15,2025-03-11T00:23:10Z,790000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Giddey 1 FT),"[1631097, 1630581]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,,,,1.0,0.0,Giddey,1630581.0,,
81,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,out,[],1628380,,,1610612741,15,15,2025-03-11T00:23:06Z,810000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,out,[],1630174,,,1610612741,15,15,2025-03-11T00:23:06Z,820000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,out,[],1626167,,,1610612741,15,15,2025-03-11T00:23:06Z,830000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,in,[],202696,,,1610612741,15,15,2025-03-11T00:23:06Z,840000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,in,[],1628418,,,1610612741,15,15,2025-03-11T00:23:06Z,850000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M57.00S,2025-03-11T00:22:44.4Z,1,REGULAR,substitution,in,[],1641767,,,1610612741,15,15,2025-03-11T00:23:06Z,860000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
