actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-30T01:10:36.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-30T01:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-30T01:10:39.2Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-11-30T01:10:39Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. N. Vučević: Tip to D. White,"[1628401, 204001, 202696]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porziņģis,204001.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2024-11-30T01:10:46.2Z,1,REGULAR,2pt,Jump Shot,[],1627759,94.95729303547962,27.696078431372552,1610612738,0,0,2024-11-30T01:10:57Z,70000,False,-112.0,-5.0,1,right,MISS J. Brown 11' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,11.16,Missed,,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2024-11-30T01:10:48.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,0,0,2024-11-30T01:11:11Z,80000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M44.00S,2024-11-30T01:10:52.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,29.911300919842315,20.34313725490196,1610612741,0,0,2024-11-30T01:11:20Z,90000,False,148.0,229.0,1,left,MISS Z. LaVine 27' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
10,PT11M42.00S,2024-11-30T01:10:54.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2024-11-30T01:11:29Z,100000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2024-11-30T01:11:11.2Z,1,REGULAR,3pt,Jump Shot,[],204001,66.44218134034165,25.98039215686275,1610612738,0,3,2024-11-30T01:11:16Z,110000,False,-120.0,263.0,1,right,K. Porziņģis 28' 3PT  (3 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,28.9,Made,,,,,3.0,J. Brown,1627759.0,1.0,,,,,,,,,,
13,PT11M09.00S,2024-11-30T01:11:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,6.783837056504599,49.26470588235294,1610612741,2,3,2024-11-30T01:11:34Z,130000,False,4.0,11.0,1,left,A. Dosunmu driving floating bank Jump Shot (2 PTS) (N. Vučević 1 AST),"[1630245, 202696]",1610612741.0,CHI,driving floating bank,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,
15,PT11M02.00S,2024-11-30T01:11:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,94.03745072273325,52.450980392156865,1610612738,2,5,2024-11-30T01:42:11Z,150000,False,12.0,4.0,1,right,D. White driving finger roll Layup (2 PTS) (J. Holiday 1 AST),"[1628401, 201950]",1610612738.0,BOS,driving finger roll,,,White,D. White,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,
17,PT10M42.00S,2024-11-30T01:11:56.5Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612741,2,5,2024-11-30T01:13:05Z,170000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612741.0,CHI,bad pass,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202041.0,1.0,,,,,,,,
18,PT10M32.00S,2024-11-30T01:12:10.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201950,93.11760840998686,51.9607843137255,1610612738,2,5,2024-11-30T01:13:35Z,180000,False,10.0,12.0,1,right,MISS J. Holiday driving Hook,[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2024-11-30T01:12:11.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,5,2024-11-30T01:13:35Z,190000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M13.00S,2024-11-30T01:12:29.0Z,1,REGULAR,foul,personal,['2freethrow'],204001,,,1610612741,2,5,2024-11-30T01:12:57Z,200000,False,,,0,,K. Porziņģis shooting personal FOUL (1 PF) (Vučević 2 FT),"[204001, 202696]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,1.0,0.0,Vučević,202696.0,,,,
22,PT10M13.00S,2024-11-30T01:12:57.9Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,2,5,2024-11-30T01:12:57Z,220000,False,,,0,,MISS N. Vučević Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2024-11-30T01:12:57.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,2,5,2024-11-30T01:12:57Z,230000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2024-11-30T01:13:12.2Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,3,5,2024-11-30T01:13:12Z,240000,False,,,0,,N. Vučević Free Throw 2 of 2 (1 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
25,PT10M02.00S,2024-11-30T01:13:24.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,73.53810775295663,19.11764705882353,1610612738,3,5,2024-11-30T01:14:44Z,250000,False,-154.0,196.0,1,right,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
26,PT10M01.00S,2024-11-30T01:13:25.0Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,3,5,2024-11-30T01:16:10Z,260000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M58.00S,2024-11-30T01:13:30.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,6.915243101182654,50.73529411764706,1610612741,3,5,2024-11-30T01:16:07Z,270000,False,-4.0,13.0,1,left,MISS C. White running finger roll Layup,[1629632],1610612741.0,CHI,running finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
28,PT09M58.00S,2024-11-30T01:13:30.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,5,2024-11-30T01:21:32Z,280000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M40.00S,2024-11-30T01:13:46.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,82.34231274638634,76.22549019607843,1610612738,3,5,2024-11-30T01:13:54Z,310000,False,131.0,113.0,1,right,MISS J. Tatum 17' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,17.34,Missed,,,,,,,,,,,,,,,,,,
32,PT09M38.00S,2024-11-30T01:13:48.1Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,3,5,2024-11-30T01:16:50Z,320000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M25.00S,2024-11-30T01:14:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,25.706307490144546,85.04901960784314,1610612741,3,5,2024-11-30T01:14:07Z,330000,False,-175.0,189.0,1,left,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
34,PT09M23.00S,2024-11-30T01:14:03.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,5,2024-11-30T01:14:07Z,340000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M15.00S,2024-11-30T01:14:12.3Z,1,REGULAR,3pt,Jump Shot,[],204001,66.5735873850197,19.607843137254903,1610612738,3,5,2024-11-30T01:14:18Z,350000,False,-152.0,262.0,1,right,MISS K. Porziņģis 30' 3PT,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,30.26,Missed,,,,,,,,,,,,,,,,,,
36,PT09M11.00S,2024-11-30T01:14:16.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,5,2024-11-30T01:14:18Z,360000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M04.00S,2024-11-30T01:14:22.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,5.338370565045992,49.26470588235294,1610612741,5,5,2024-11-30T01:17:23Z,370000,False,4.0,-2.0,1,left,Z. LaVine driving DUNK (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,
39,PT08M48.00S,2024-11-30T01:14:38.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,73.40670170827858,79.90196078431373,1610612738,5,8,2024-11-30T01:14:43Z,390000,False,150.0,197.0,1,right,J. Brown 24' 3PT  (3 PTS) (D. White 1 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.77,Made,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,,
41,PT08M35.00S,2024-11-30T01:14:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630581,24.78646517739816,86.27450980392157,1610612741,5,8,2024-11-30T01:14:57Z,410000,False,-181.0,180.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
42,PT08M33.00S,2024-11-30T01:14:54.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,8,2024-11-30T01:18:06Z,420000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,
43,PT08M24.00S,2024-11-30T01:15:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.1688567674113,52.450980392156865,1610612738,5,10,2024-11-30T01:15:07Z,430000,False,12.0,2.0,1,right,J. Tatum driving finger roll Layup (2 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,2.0,,,,,,,,,,,,,
44,PT08M10.00S,2024-11-30T01:15:16.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,9.280551905387648,2.696078431372549,1610612741,5,10,2024-11-30T01:15:20Z,440000,False,237.0,35.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.9,Missed,,,,,,,,,,,,,,,,,,
45,PT08M09.00S,2024-11-30T01:15:17.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,5,10,2024-11-30T01:18:34Z,450000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M55.00S,2024-11-30T01:15:31.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,88.91261498028909,4.411764705882353,1610612738,5,10,2024-11-30T01:15:34Z,460000,False,-228.0,52.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.37,Missed,,,,,,,,,,,,,,,,,,
47,PT07M53.00S,2024-11-30T01:15:33.0Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,5,10,2024-11-30T01:15:34Z,470000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M51.00S,2024-11-30T01:15:38.5Z,1,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612741,5,10,2024-11-30T01:15:53Z,480000,False,,,0,,J. Brown shooting personal FOUL (1 PF) (LaVine 2 FT),"[1627759, 203897]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,1.0,0.0,LaVine,203897.0,,,,
50,PT07M51.00S,2024-11-30T01:16:10.6Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,6,10,2024-11-30T01:16:10Z,500000,False,,,0,,Z. LaVine Free Throw 1 of 2 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
51,PT07M51.00S,2024-11-30T01:16:11.8Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,6,10,2024-11-30T01:16:25Z,510000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M51.00S,2024-11-30T01:16:11.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,6,10,2024-11-30T01:16:25Z,520000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M51.00S,2024-11-30T01:16:11.8Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,6,10,2024-11-30T01:16:25Z,530000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M51.00S,2024-11-30T01:16:11.8Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,6,10,2024-11-30T01:16:25Z,540000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M51.00S,2024-11-30T01:16:33.6Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,7,10,2024-11-30T01:16:33Z,550000,False,,,0,,Z. LaVine Free Throw 2 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
56,PT07M39.00S,2024-11-30T01:16:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,92.85479632063075,48.28431372549019,1610612738,7,12,2024-11-30T01:19:41Z,560000,False,-9.0,15.0,1,right,K. Porziņģis floating Jump Shot (5 PTS) (J. Tatum 1 AST),"[204001, 1628369]",1610612738.0,BOS,floating,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,5.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
58,PT07M39.00S,2024-11-30T01:16:51.1Z,1,REGULAR,foul,personal,['1freethrow'],1628366,,,1610612738,7,12,2024-11-30T01:17:00Z,580000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Porziņģis 1 FT),"[1628366, 204001]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,,1.0,0.0,Porziņģis,204001.0,,,,
60,PT07M39.00S,2024-11-30T01:17:17.0Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612738,7,12,2024-11-30T01:17:28Z,600000,False,,,0,,MISS K. Porziņģis Free Throw 1 of 1,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT07M39.00S,2024-11-30T01:17:17.0Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,7,12,2024-11-30T01:17:28Z,610000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,
62,PT07M21.00S,2024-11-30T01:17:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630245,27.677398160315374,79.41176470588235,1610612741,10,12,2024-11-30T01:17:43Z,620000,False,-147.0,208.0,1,left,A. Dosunmu 25' 3PT  (5 PTS) (N. Vučević 2 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,25.45,Made,,,,,5.0,N. Vučević,202696.0,2.0,,,,,,,,,,
64,PT07M14.00S,2024-11-30T01:17:41.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,70.38436268068331,76.22549019607843,1610612738,10,15,2024-11-30T01:21:15Z,640000,False,131.0,226.0,1,right,J. Brown 26' 3PT pullup (6 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,6.0,,,,,,,,,,,,,
65,PT07M05.00S,2024-11-30T01:17:51.7Z,1,REGULAR,2pt,Jump Shot,[],203897,29.77989487516426,47.30392156862745,1610612741,10,15,2024-11-30T01:22:12Z,650000,False,13.0,227.0,1,left,MISS Z. LaVine 22' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,22.78,Missed,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2024-11-30T01:17:54.7Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,10,15,2024-11-30T01:22:12Z,660000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT06M52.00S,2024-11-30T01:18:02.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,69.07030223390277,28.186274509803923,1610612738,10,18,2024-11-30T01:18:07Z,670000,False,-109.0,238.0,1,right,D. White 26' 3PT  (5 PTS) (K. Porziņģis 1 AST),"[1628401, 204001]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,5.0,K. Porziņģis,204001.0,1.0,,,,,,,,,,
69,PT06M30.00S,2024-11-30T01:18:24.6Z,1,REGULAR,3pt,Jump Shot,[],202696,7.440867279894875,1.9607843137254901,1610612741,10,18,2024-11-30T01:18:29Z,690000,False,240.0,17.0,1,left,MISS N. Vučević 24' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Right Corner 3,24+ Right,24.08,Missed,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2024-11-30T01:18:27.6Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612741,10,18,2024-11-30T01:18:29Z,700000,False,,,0,,L. Ball REBOUND (Off:1 Def:0),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,69.0,1.0,0.0,1.0,,,,,,,,,,,,,,
71,PT06M21.00S,2024-11-30T01:18:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,7.046649145860711,47.05882352941176,1610612741,12,18,2024-11-30T01:18:38Z,710000,False,15.0,14.0,1,left,N. Vučević cutting Layup (3 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,cutting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.01,Made,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,
73,PT06M11.00S,2024-11-30T01:18:43.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,95.3515111695138,98.0392156862745,1610612738,12,21,2024-11-30T01:18:49Z,730000,False,240.0,-9.0,1,right,J. Brown 24' 3PT  (9 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,24.04,Made,,,,,9.0,D. White,1628401.0,2.0,,,,,,,,,,
75,PT06M10.00S,2024-11-30T01:18:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,12,21,2024-11-30T01:18:50Z,750000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M10.00S,2024-11-30T01:21:21.9Z,1,REGULAR,substitution,out,[],201950,,,1610612741,12,21,2024-11-30T01:21:42Z,760000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M10.00S,2024-11-30T01:21:21.9Z,1,REGULAR,substitution,in,[],201143,,,1610612741,12,21,2024-11-30T01:21:42Z,770000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M53.00S,2024-11-30T01:22:09.7Z,1,REGULAR,3pt,Jump Shot,[],203897,26.757555847568987,83.82352941176471,1610612741,12,21,2024-11-30T01:23:16Z,780000,False,-169.0,199.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2024-11-30T01:22:11.7Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,12,21,2024-11-30T01:23:16Z,790000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
