actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M22.00S,2025-02-12T01:25:07.7Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,6,16,2025-02-12T01:25:13Z,820000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M22.00S,2025-02-12T01:25:07.7Z,1,REGULAR,substitution,out,[],202696,,,1610612741,6,16,2025-02-12T01:25:13Z,830000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2025-02-12T01:25:07.7Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,6,16,2025-02-12T01:25:13Z,840000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M22.00S,2025-02-12T01:25:07.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,6,16,2025-02-12T01:25:13Z,850000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M22.00S,2025-02-12T01:25:39.9Z,1,REGULAR,substitution,out,[],203501,,,1610612741,6,16,2025-02-12T01:25:47Z,860000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M22.00S,2025-02-12T01:25:39.9Z,1,REGULAR,substitution,out,[],1641709,,,1610612741,6,16,2025-02-12T01:25:47Z,870000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2025-02-12T01:25:39.9Z,1,REGULAR,substitution,in,[],1627736,,,1610612741,6,16,2025-02-12T01:25:47Z,880000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M22.00S,2025-02-12T01:25:39.9Z,1,REGULAR,substitution,in,[],1631323,,,1610612741,6,16,2025-02-12T01:25:47Z,890000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-02-12T01:26:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1627736,,,1610612741,6,16,2025-02-12T01:26:52Z,900000,False,,,0,,M. Beasley shooting personal FOUL (1 PF) (Jones 2 FT),"[1627736, 1630200]",1610612765.0,DET,shooting,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Jones,1630200.0
92,PT05M02.00S,2025-02-12T01:26:53.2Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,7,16,2025-02-12T01:26:53Z,920000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
93,PT05M02.00S,2025-02-12T01:27:05.6Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,8,16,2025-02-12T01:27:05Z,930000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
94,PT04M44.00S,2025-02-12T01:27:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,89.43823915900131,52.20588235294118,1610612765,8,16,2025-02-12T01:27:31Z,940000,False,11.0,47.0,1,right,MISS S. Fontecchio driving floating Shot,[1631323],1610612765.0,DET,driving floating,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,4.81,Missed,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2025-02-12T01:27:25.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,8,16,2025-02-12T01:27:31Z,950000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,94.0,2.0,1.0,1.0,,,,,,,,,,,,,
96,PT04M44.00S,2025-02-12T01:27:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,94.40999984741211,50.0,1610612765,8,16,2025-02-12T01:27:27Z,960000,False,0.0,0.0,1,right,MISS J. Duren tip Layup,[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,0.0,Missed,,,,,,,,,,,,,,,,,
97,PT04M44.00S,2025-02-12T01:27:28.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,8,16,2025-02-12T01:27:28Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,96.0,,,,,,,,,,,,,,,,
99,PT04M44.00S,2025-02-12T01:27:32.0Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,8,16,2025-02-12T01:27:40Z,990000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M44.00S,2025-02-12T01:27:32.0Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,8,16,2025-02-12T01:27:40Z,1000000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M42.00S,2025-02-12T01:28:10.2Z,1,REGULAR,foul,personal,[],1630172,,,1610612765,8,16,2025-02-12T01:28:21Z,1020000,False,,,0,,P. Williams personal FOUL (1 PF),"[1630172, 1630595]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Cunningham,1630595.0
104,PT04M36.00S,2025-02-12T01:28:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,93.77463863337714,51.225490196078425,1610612765,8,18,2025-02-12T01:28:38Z,1040000,False,6.0,6.0,1,right,C. Cunningham driving reverse Layup (4 PTS),[1630595],1610612765.0,DET,driving reverse,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,0.86,Made,,,,,4.0,,,,,,,,,,,,
105,PT04M36.00S,2025-02-12T01:28:38.5Z,1,REGULAR,foul,personal,['1freethrow'],1641824,,,1610612765,8,18,2025-02-12T01:28:50Z,1050000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1641824, 1630595]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Cunningham,1630595.0
107,PT04M36.00S,2025-02-12T01:28:59.0Z,1,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,8,19,2025-02-12T01:28:59Z,1070000,False,,,0,,C. Cunningham Free Throw 1 of 1 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
108,PT04M22.00S,2025-02-12T01:29:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,5.469776609724048,51.71568627450981,1610612741,10,19,2025-02-12T01:29:30Z,1080000,False,-9.0,-1.0,1,left,C. White cutting finger roll Layup (2 PTS) (J. Smith 1 AST),"[1629632, 1630188]",1610612741.0,CHI,cutting finger roll,,,White,C. White,,,,,Restricted Area,0-8 Center,,0.87,Made,,,,,2.0,J. Smith,1630188.0,1.0,,,,,,,,,
110,PT04M02.00S,2025-02-12T01:29:34.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.36202365308804,54.65686274509803,1610612765,10,19,2025-02-12T01:29:38Z,1100000,False,23.0,254.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,25.54,Missed,,,,,,,,,,,,,,,,,
111,PT04M00.00S,2025-02-12T01:29:36.5Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,10,19,2025-02-12T01:29:38Z,1110000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,
112,PT03M51.00S,2025-02-12T01:29:45.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,3.7614980289093296,96.32352941176471,1610612741,10,19,2025-02-12T01:29:49Z,1120000,False,-232.0,-17.0,1,left,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,23.22,Missed,,,,,,,,,,,,,,,,,
113,PT03M49.00S,2025-02-12T01:29:47.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,10,19,2025-02-12T01:29:49Z,1130000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,,
114,PT03M43.00S,2025-02-12T01:29:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630191,94.03745072273325,50.98039215686274,1610612765,10,21,2025-02-12T01:29:57Z,1140000,False,5.0,4.0,1,right,I. Stewart running Layup (2 PTS) (C. Cunningham 6 AST),"[1630191, 1630595]",1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,0.6,Made,,,,,2.0,C. Cunningham,1630595.0,6.0,,,,,,,,,
116,PT03M37.00S,2025-02-12T01:30:06.4Z,1,REGULAR,foul,personal,[],1627736,,,1610612741,10,21,2025-02-12T01:30:12Z,1160000,False,,,0,,M. Beasley personal FOUL (2 PF),"[1627736, 1630172]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Williams,1630172.0
118,PT03M37.00S,2025-02-12T01:30:14.2Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,10,21,2025-02-12T01:30:30Z,1180000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M37.00S,2025-02-12T01:30:14.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612741,10,21,2025-02-12T01:30:30Z,1190000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M37.00S,2025-02-12T01:30:14.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612741,10,21,2025-02-12T01:30:30Z,1200000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M37.00S,2025-02-12T01:30:14.2Z,1,REGULAR,substitution,in,[],203471,,,1610612741,10,21,2025-02-12T01:30:30Z,1210000,False,,,0,,SUB in: D. Schröder,[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M19.00S,2025-02-12T01:30:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,13.354139290407357,55.392156862745104,1610612741,12,21,2025-02-12T01:31:13Z,1220000,False,-27.0,73.0,1,left,P. Williams 7' turnaround fadeaway Jump Shot (2 PTS),[1630172],1610612741.0,CHI,turnaround fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,7.78,Made,,,,,2.0,,,,,,,,,,,,
123,PT03M02.00S,2025-02-12T01:31:05.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.09921156373193,48.28431372549019,1610612765,12,24,2025-02-12T01:31:09Z,1230000,False,-9.0,257.0,1,right,M. Beasley 25' 3PT pullup (3 PTS),[1627736],1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,25.69,Made,,,,,3.0,,,,,,,,,,,,
125,PT02M45.00S,2025-02-12T01:31:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.206964520367937,53.92156862745098,1610612741,14,24,2025-02-12T01:31:24Z,1250000,False,-20.0,-4.0,1,left,T. Jones Layup (4 PTS) (K. Huerter 1 AST),"[1630200, 1628989]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,1.99,Made,,,,,4.0,K. Huerter,1628989.0,1.0,,,,,,,,,
127,PT02M34.00S,2025-02-12T01:31:36.5Z,1,REGULAR,foul,personal,[],1630172,,,1610612765,14,24,2025-02-12T01:31:41Z,1270000,False,,,0,,P. Williams personal FOUL (2 PF),"[1630172, 202699]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Harris,202699.0
129,PT02M34.00S,2025-02-12T01:31:42.0Z,1,REGULAR,substitution,out,[],202699,,,1610612765,14,24,2025-02-12T01:31:47Z,1290000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M34.00S,2025-02-12T01:31:42.0Z,1,REGULAR,substitution,in,[],1641842,,,1610612765,14,24,2025-02-12T01:31:47Z,1300000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M26.00S,2025-02-12T01:32:12.0Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612765,14,24,2025-02-12T01:32:16Z,1310000,False,,,0,,D. Schröder bad pass TURNOVER (1 TO),"[203471, 1630200]",1610612765.0,DET,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,Jones,1630200.0,,,,,,,
132,PT02M26.00S,2025-02-12T01:32:12.0Z,1,REGULAR,steal,,[],1630200,,,1610612741,14,24,2025-02-12T01:32:15Z,1320000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M21.00S,2025-02-12T01:32:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629632,5.338370565045992,50.0,1610612741,14,24,2025-02-12T01:32:21Z,1330000,False,0.0,-2.0,1,left,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Restricted Area,0-8 Center,,0.23,Missed,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2025-02-12T01:32:20.4Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,14,24,2025-02-12T01:32:20Z,1340000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,133.0,1.0,0.0,1.0,,,,,,,,,,,,,
135,PT02M17.00S,2025-02-12T01:32:20.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630188,5.590000152587891,50.0,1610612741,16,24,2025-02-12T01:33:37Z,1350000,False,0.0,0.0,1,left,J. Smith putback Layup (2 PTS),[1630188],1610612741.0,CHI,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,0.0,Made,,,,,2.0,,,,,,,,,,,,
136,PT02M04.00S,2025-02-12T01:32:33.2Z,1,REGULAR,3pt,Jump Shot,[],1627736,68.28186596583443,54.90196078431373,1610612765,16,27,2025-02-12T01:32:37Z,1360000,False,25.0,246.0,1,right,M. Beasley 24' 3PT pullup (6 PTS) (I. Stewart 1 AST),"[1627736, 1630191]",1610612765.0,DET,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,24.69,Made,,,,,6.0,I. Stewart,1630191.0,1.0,,,,,,,,,
138,PT01M59.00S,2025-02-12T01:32:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629632,24.26084099868594,87.00980392156863,1610612741,16,27,2025-02-12T01:32:46Z,1380000,False,-185.0,176.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,25.51,Missed,,,,,,,,,,,,,,,,,
139,PT01M55.00S,2025-02-12T01:32:43.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,16,27,2025-02-12T01:32:46Z,1390000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT01M44.00S,2025-02-12T01:32:54.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,66.44218134034165,51.71568627450981,1610612765,16,30,2025-02-12T01:32:58Z,1400000,False,9.0,263.0,1,right,M. Beasley 26' 3PT  (9 PTS) (D. Schröder 1 AST),"[1627736, 203471]",1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,26.3,Made,,,,,9.0,D. Schröder,203471.0,1.0,,,,,,,,,
142,PT01M35.00S,2025-02-12T01:33:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,31.882391590013142,39.705882352941174,1610612741,16,30,2025-02-12T01:33:06Z,1420000,False,51.0,247.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,25.25,Missed,,,,,,,,,,,,,,,,,
143,PT01M33.00S,2025-02-12T01:33:04.9Z,1,REGULAR,rebound,defensive,[],203471,,,1610612765,16,30,2025-02-12T01:33:06Z,1430000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,
144,PT01M22.00S,2025-02-12T01:33:19.8Z,1,REGULAR,foul,personal,['2freethrow'],1628989,,,1610612765,16,30,2025-02-12T01:33:26Z,1440000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Schröder 2 FT),"[1628989, 203471]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Schröder,203471.0
146,PT01M22.00S,2025-02-12T01:33:50.4Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612765,16,31,2025-02-12T01:33:50Z,1460000,False,,,0,,D. Schröder Free Throw 1 of 2 (1 PTS),[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
147,PT01M22.00S,2025-02-12T01:33:51.1Z,1,REGULAR,substitution,out,[],1630200,,,1610612765,16,31,2025-02-12T01:34:02Z,1470000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M22.00S,2025-02-12T01:33:51.1Z,1,REGULAR,substitution,out,[],1630172,,,1610612765,16,31,2025-02-12T01:34:02Z,1480000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M22.00S,2025-02-12T01:33:51.1Z,1,REGULAR,substitution,in,[],1641763,,,1610612765,16,31,2025-02-12T01:34:02Z,1490000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M22.00S,2025-02-12T01:33:51.1Z,1,REGULAR,substitution,in,[],1630245,,,1610612765,16,31,2025-02-12T01:34:02Z,1500000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M22.00S,2025-02-12T01:34:13.1Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612765,16,32,2025-02-12T01:34:13Z,1510000,False,,,0,,D. Schröder Free Throw 2 of 2 (2 PTS),[203471],1610612765.0,DET,,,,Schröder,D. Schröder,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
152,PT01M11.00S,2025-02-12T01:34:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.258212877792378,49.26470588235294,1610612741,18,32,2025-02-12T01:34:29Z,1520000,False,4.0,6.0,1,left,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,0.73,Made,,,,,2.0,,,,,,,,,,,,
153,PT00M56.60S,2025-02-12T01:34:42.9Z,1,REGULAR,2pt,Jump Shot,[],203471,86.15308804204993,71.81372549019608,1610612765,18,34,2025-02-12T01:34:45Z,1530000,False,109.0,78.0,1,right,D. Schröder 13' pullup Jump Shot (4 PTS),[203471],1610612765.0,DET,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,13.39,Made,,,,,4.0,,,,,,,,,,,,
154,PT00M42.10S,2025-02-12T01:34:58.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,30.17411300919842,24.264705882352942,1610612741,18,34,2025-02-12T01:35:04Z,1540000,False,129.0,231.0,1,left,MISS J. Smith 26' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,26.45,Missed,,,,,,,,,,,,,,,,,
155,PT00M38.00S,2025-02-12T01:35:02.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612765,18,34,2025-02-12T01:35:04Z,1550000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT00M31.20S,2025-02-12T01:35:09.5Z,1,REGULAR,3pt,Jump Shot,[],203471,70.90998685939553,77.45098039215686,1610612765,18,34,2025-02-12T01:36:30Z,1560000,False,137.0,221.0,1,right,MISS D. Schröder 26' pullup 3PT,[203471],1610612765.0,DET,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,26.01,Missed,,,,,,,,,,,,,,,,,
157,PT00M29.20S,2025-02-12T01:35:11.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612741,18,34,2025-02-12T01:35:11Z,1570000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,
158,PT00M20.60S,2025-02-12T01:35:21.5Z,1,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612741,18,34,2025-02-12T01:35:28Z,1580000,False,,,0,,K. Huerter bad pass out-of-bounds TURNOVER (1 TO),[1628989],1610612741.0,CHI,bad pass,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,,,201638.0,,,,
159,PT00M20.60S,2025-02-12T01:35:28.4Z,1,REGULAR,substitution,out,[],1641842,,,1610612765,18,34,2025-02-12T01:35:40Z,1590000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M20.60S,2025-02-12T01:35:28.4Z,1,REGULAR,substitution,in,[],1630595,,,1610612765,18,34,2025-02-12T01:35:40Z,1600000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M03.40S,2025-02-12T01:35:58.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,67.09921156373193,47.794117647058826,1610612765,18,34,2025-02-12T01:36:03Z,1610000,False,-11.0,257.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,25.7,Missed,,,,,,,,,,,,,,,,,
162,PT00M01.40S,2025-02-12T01:36:00.7Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,18,34,2025-02-12T01:36:00Z,1620000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,
163,PT00M00.00S,2025-02-12T01:36:05.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630245,9.937582128777924,37.99019607843137,1610612741,18,34,2025-02-12T01:36:09Z,1630000,False,60.0,41.0,1,left,MISS A. Dosunmu 7' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,7.26,Missed,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2025-02-12T01:36:05.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,18,34,2025-02-12T01:36:09Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,163.0,,,,,,,,,,,,,,,,
165,PT00M00.00S,2025-02-12T01:36:08.3Z,1,REGULAR,period,end,[],0,,,1610612741,18,34,2025-02-12T01:36:08Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-02-12T01:38:18.3Z,2,REGULAR,substitution,out,['startperiod'],1630188,,,1610612741,18,34,2025-02-12T01:38:45Z,1660000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-02-12T01:38:18.3Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612741,18,34,2025-02-12T01:38:45Z,1670000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-02-12T01:38:18.3Z,2,REGULAR,substitution,in,['startperiod'],1628380,,,1610612741,18,34,2025-02-12T01:38:45Z,1680000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
