actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT06M03.00S,2024-10-27T00:26:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631114,83.919185282523,46.568627450980394,1610612760,10,14,2024-10-27T00:26:17Z,820000,False,-17.0,99.0,1,right,MISS J. Williams 10' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
84,PT06M01.00S,2024-10-27T00:26:12.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,14,2024-10-27T00:26:17Z,830000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,83.0,3.0,2.0,1.0,,,,,,,
85,PT05M52.00S,2024-10-27T00:26:21.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,8.492115637319317,56.372549019607845,1610612741,10,14,2024-10-27T00:26:28Z,840000,False,-32.0,27.0,1,left,MISS N. Vučević turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
86,PT05M50.00S,2024-10-27T00:26:23.5Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,10,14,2024-10-27T00:26:28Z,850000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,85.0,3.0,3.0,0.0,,,,,,,
87,PT05M39.00S,2024-10-27T00:26:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,67.62483574244416,47.794117647058826,1610612760,10,14,2024-10-27T00:26:40Z,860000,False,-11.0,252.0,1,right,MISS S. Gilgeous-Alexander 25' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,,
88,PT05M35.00S,2024-10-27T00:26:38.8Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,14,2024-10-27T00:26:40Z,870000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,
150,PT05M29.00S,2024-10-27T00:26:49.6Z,1,REGULAR,turnover,lost ball,[],203897,,,1610612741,10,14,2024-10-27T00:36:04Z,895000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1631096]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,Holmgren,1631096.0,,,,
151,PT05M29.00S,2024-10-27T00:26:49.6Z,1,REGULAR,steal,,[],1631096,,,1610612760,10,14,2024-10-27T00:36:04Z,897500,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT05M19.00S,2024-10-27T00:26:54.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,95.22010512483574,96.07843137254902,1610612760,10,14,2024-10-27T00:36:04Z,900000,False,230.0,-8.0,1,right,MISS J. Williams 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
92,PT05M15.00S,2024-10-27T00:26:58.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,10,14,2024-10-27T00:27:01Z,910000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,
93,PT05M14.00S,2024-10-27T00:27:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612741,10,14,2024-10-27T00:28:17Z,920000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (LaVine 2 FT),"[1631096, 203897]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,1.0,1.0,,,,,,,,LaVine,203897.0,,
95,PT05M14.00S,2024-10-27T00:27:36.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203897,,,1610612741,11,14,2024-10-27T00:27:36Z,940000,False,,,0,,Z. LaVine Free Throw 1 of 2 (2 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
96,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,11,14,2024-10-27T00:27:50Z,950000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,out,[],1631096,,,1610612741,11,14,2024-10-27T00:27:50Z,960000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,out,[],1631114,,,1610612741,11,14,2024-10-27T00:27:50Z,970000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,11,14,2024-10-27T00:27:50Z,980000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,in,[],1630598,,,1610612741,11,14,2024-10-27T00:27:50Z,990000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M14.00S,2024-10-27T00:27:40.0Z,1,REGULAR,substitution,in,[],1631172,,,1610612741,11,14,2024-10-27T00:27:50Z,1000000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M14.00S,2024-10-27T00:28:06.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203897,,,1610612741,12,14,2024-10-27T00:28:06Z,1010000,False,,,0,,Z. LaVine Free Throw 2 of 2 (3 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
103,PT05M11.00S,2024-10-27T00:28:19.6Z,1,REGULAR,foul,personal,[],1628366,,,1610612760,12,14,2024-10-27T00:28:38Z,1020000,False,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 1630598]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,1630886.0,1.0,0.0,,,,,,,,Wiggins,1630598.0,,
105,PT05M00.00S,2024-10-27T00:28:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.9862023653088,49.50980392156863,1610612760,12,16,2024-10-27T00:28:51Z,1040000,False,-2.0,13.0,1,right,L. Dort driving Layup (5 PTS) (O. Dieng 1 AST),"[1629652, 1631172]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.36,Made,5.0,O. Dieng,1631172.0,1.0,,,,,,,,,,,,,,
107,PT04M42.00S,2024-10-27T00:29:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628366,29.6484888304862,28.186274509803923,1610612741,12,16,2024-10-27T00:29:09Z,1060000,False,109.0,226.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
108,PT04M39.00S,2024-10-27T00:29:06.1Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,12,16,2024-10-27T00:29:09Z,1070000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,
109,PT04M33.00S,2024-10-27T00:29:12.2Z,1,REGULAR,3pt,Jump Shot,[],1631172,70.90998685939553,24.019607843137255,1610612760,12,16,2024-10-27T00:29:19Z,1080000,False,-130.0,221.0,1,right,MISS O. Dieng 25' 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
110,PT04M28.00S,2024-10-27T00:29:17.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,12,16,2024-10-27T00:29:19Z,1090000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,
111,PT04M21.00S,2024-10-27T00:29:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,9.149145860709593,96.81372549019608,1610612741,12,16,2024-10-27T00:29:29Z,1100000,False,-234.0,34.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
112,PT04M17.00S,2024-10-27T00:29:28.0Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,12,16,2024-10-27T00:29:29Z,1110000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,
113,PT04M09.00S,2024-10-27T00:29:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,85.62746386333771,51.71568627450981,1610612760,12,16,2024-10-27T00:29:42Z,1120000,False,9.0,83.0,1,right,MISS C. Wallace 8' driving floating Shot,[1641717],1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
114,PT04M07.00S,2024-10-27T00:29:38.0Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,12,16,2024-10-27T00:29:42Z,1130000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,113.0,4.0,4.0,0.0,,,,,,,
115,PT04M00.00S,2024-10-27T00:29:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,10.726018396846255,52.94117647058824,1610612741,12,16,2024-10-27T00:29:49Z,1140000,False,-15.0,48.0,1,left,MISS Z. LaVine Layup,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
116,PT03M58.00S,2024-10-27T00:29:46.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,12,16,2024-10-27T00:29:49Z,1150000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,115.0,2.0,2.0,0.0,,,,,,,
117,PT03M54.00S,2024-10-27T00:29:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,67.7562417871222,36.27450980392157,1610612760,12,16,2024-10-27T00:33:56Z,1160000,False,-69.0,251.0,1,right,MISS S. Gilgeous-Alexander 25' running 3PT,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
118,PT03M52.00S,2024-10-27T00:29:53.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,16,2024-10-27T00:30:00Z,1170000,False,,,0,,N. Vučević REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,,117.0,4.0,3.0,1.0,,,,,,,
119,PT03M44.00S,2024-10-27T00:30:03.5Z,1,REGULAR,foul,personal,['2freethrow'],1641717,,,1610612741,12,16,2024-10-27T00:30:12Z,1180000,False,,,0,,C. Wallace shooting personal FOUL (1 PF) (Vučević 2 FT),"[1641717, 202696]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,1630886.0,1.0,0.0,,,,,,,,Vučević,202696.0,,
121,PT03M44.00S,2024-10-27T00:30:29.4Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,13,16,2024-10-27T00:30:29Z,1200000,False,,,0,,N. Vučević Free Throw 1 of 2 (6 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
122,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,out,[],203897,,,1610612741,13,16,2024-10-27T00:30:42Z,1210000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,out,[],1629652,,,1610612741,13,16,2024-10-27T00:30:42Z,1220000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,out,[],1641717,,,1610612741,13,16,2024-10-27T00:30:42Z,1230000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,13,16,2024-10-27T00:30:42Z,1240000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,13,16,2024-10-27T00:30:42Z,1250000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M44.00S,2024-10-27T00:30:30.3Z,1,REGULAR,substitution,in,[],1630198,,,1610612741,13,16,2024-10-27T00:30:42Z,1260000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M44.00S,2024-10-27T00:30:52.5Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,14,16,2024-10-27T00:30:52Z,1270000,False,,,0,,N. Vučević Free Throw 2 of 2 (7 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
129,PT03M32.00S,2024-10-27T00:31:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.15965834428384,48.77450980392157,1610612760,14,16,2024-10-27T00:31:17Z,1280000,False,-6.0,125.0,1,right,MISS S. Gilgeous-Alexander 12' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.47,Missed,,,,,,,,,,,,,,,,,,
130,PT03M29.00S,2024-10-27T00:31:10.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,14,16,2024-10-27T00:31:17Z,1290000,False,,,0,,N. Vučević REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,129.0,5.0,4.0,1.0,,,,,,,
131,PT03M23.00S,2024-10-27T00:31:16.5Z,1,REGULAR,3pt,Jump Shot,[],1628366,32.276609724047304,33.088235294117645,1610612741,14,16,2024-10-27T00:31:22Z,1300000,False,85.0,251.0,1,left,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
132,PT03M18.00S,2024-10-27T00:31:21.5Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,14,16,2024-10-27T00:31:22Z,1310000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,
133,PT03M16.00S,2024-10-27T00:31:22.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,72.35545335085413,19.607843137254903,1610612760,14,16,2024-10-27T00:31:31Z,1320000,False,-152.0,207.0,1,right,MISS A. Wiggins 25' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
134,PT03M12.00S,2024-10-27T00:31:26.3Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,14,16,2024-10-27T00:31:31Z,1330000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,
135,PT03M07.00S,2024-10-27T00:31:34.5Z,1,REGULAR,foul,personal,[],1627936,,,1610612741,14,16,2024-10-27T00:31:49Z,1340000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 202696]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,Vučević,202696.0,,
137,PT03M07.00S,2024-10-27T00:31:47.7Z,1,REGULAR,substitution,out,[],202696,,,1610612741,14,16,2024-10-27T00:31:53Z,1360000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M07.00S,2024-10-27T00:31:47.7Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,14,16,2024-10-27T00:31:53Z,1370000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M55.00S,2024-10-27T00:32:09.0Z,1,REGULAR,3pt,Jump Shot,[],1641763,10.200394218134035,3.431372549019608,1610612741,14,16,2024-10-27T00:32:14Z,1380000,False,233.0,43.0,1,left,MISS J. Phillips 3PT,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
140,PT02M52.00S,2024-10-27T00:32:12.0Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,14,16,2024-10-27T00:32:14Z,1390000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,
141,PT02M42.00S,2024-10-27T00:32:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.72339027595268,49.01960784313725,1610612760,14,18,2024-10-27T00:32:34Z,1400000,False,-5.0,16.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (4 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.66,Made,4.0,,,,,,,,,,,,,,,,,
142,PT02M42.00S,2024-10-27T00:32:26.4Z,1,REGULAR,foul,personal,['1freethrow'],1629632,,,1610612760,14,18,2024-10-27T00:35:03Z,1410000,False,,,0,,C. White shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1629632, 1628983]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,2.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
144,PT02M42.00S,2024-10-27T00:32:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,14,18,2024-10-27T00:32:39Z,1430000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M42.00S,2024-10-27T00:35:16.2Z,1,REGULAR,substitution,out,[],1628366,,,1610612760,14,18,2024-10-27T00:35:27Z,1440000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M42.00S,2024-10-27T00:35:16.2Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,14,18,2024-10-27T00:35:27Z,1450000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M42.00S,2024-10-27T00:35:38.2Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,14,19,2024-10-27T00:35:38Z,1460000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
148,PT02M34.00S,2024-10-27T00:35:55.6Z,1,REGULAR,foul,personal,[],1630198,,,1610612741,14,19,2024-10-27T00:36:01Z,1470000,False,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1629632]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,,,,,201639.0,1.0,0.0,,,,,,,,White,1629632.0,,
152,PT02M26.00S,2024-10-27T00:36:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630581,23.47240473061761,89.4607843137255,1610612741,14,19,2024-10-27T00:36:23Z,1490000,False,-197.0,168.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
153,PT02M20.00S,2024-10-27T00:36:23.6Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,14,19,2024-10-27T00:36:23Z,1500000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,152.0,3.0,3.0,0.0,,,,,,,
154,PT02M14.00S,2024-10-27T00:36:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,92.46057818659659,57.59803921568627,1610612760,14,21,2024-10-27T00:40:26Z,1510000,False,38.0,18.0,1,right,A. Wiggins driving floating bank Jump Shot (2 PTS),[1630598],1610612760.0,OKC,driving floating bank,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.22,Made,2.0,,,,,,,,,,,,,,,,,
155,PT01M53.00S,2024-10-27T00:36:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,8.886333771353483,42.64705882352941,1610612741,16,21,2024-10-27T00:36:57Z,1520000,False,37.0,31.0,1,left,J. Giddey driving floating Jump Shot (6 PTS) (C. White 2 AST),"[1630581, 1629632]",1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,6.0,C. White,1629632.0,2.0,,,,,,,,,,,,,,
157,PT01M35.00S,2024-10-27T00:37:07.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,70.25295663600527,23.774509803921568,1610612760,16,21,2024-10-27T00:37:13Z,1540000,False,-131.0,227.0,1,right,MISS A. Caruso 26' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
158,PT01M30.00S,2024-10-27T00:37:12.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,16,21,2024-10-27T00:37:13Z,1550000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,
159,PT01M28.00S,2024-10-27T00:37:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641763,8.754927726675426,4.411764705882353,1610612741,19,21,2024-10-27T00:37:24Z,1560000,False,228.0,30.0,1,left,J. Phillips 3PT  (3 PTS) (J. Giddey 1 AST),"[1641763, 1630581]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Right Corner 3,24+ Right,22.98,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
161,PT01M11.00S,2024-10-27T00:37:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,49.50980392156863,1610612760,19,23,2024-10-27T00:37:46Z,1580000,False,-2.0,8.0,1,right,S. Gilgeous-Alexander driving reverse Layup (7 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.89,Made,7.0,,,,,,,,,,,,,,,,,
162,PT00M51.20S,2024-10-27T00:37:54.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630598,,,1610612741,19,23,2024-10-27T00:38:03Z,1590000,False,,,0,,A. Wiggins personal FOUL (1 PF) (White 2 FT),"[1630598, 1629632]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,White,1629632.0,,
164,PT00M51.20S,2024-10-27T00:38:19.4Z,1,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,19,23,2024-10-27T00:38:19Z,1610000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
