actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
167,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,out,[],1628366,,,1610612741,33,32,2025-01-26T01:38:17Z,1660000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,out,[],1631207,,,1610612741,33,32,2025-01-26T01:38:17Z,1670000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,33,32,2025-01-26T01:38:17Z,1680000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,33,32,2025-01-26T01:38:17Z,1690000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,33,32,2025-01-26T01:38:17Z,1700000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M18.00S,2025-01-26T01:38:01.0Z,2,REGULAR,substitution,in,[],1641737,,,1610612741,33,32,2025-01-26T01:38:17Z,1710000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M09.00S,2025-01-26T01:38:23.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,7.966491458607096,48.28431372549019,1610612741,33,32,2025-01-26T01:45:24Z,1720000,False,9.0,22.0,1,left,MISS T. Horton-Tucker driving reverse Layup,[1629659],1610612741.0,CHI,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,2.4,Missed,,,,,,,,,,,,,,,,
174,PT10M09.00S,2025-01-26T01:38:23.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,33,32,2025-01-26T01:38:31Z,1730000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,173.0,,,,,,,,,,,,,,,
175,PT10M09.00S,2025-01-26T01:38:31.8Z,2,REGULAR,foul,personal,[],1629659,,,1610612755,33,32,2025-01-26T01:38:40Z,1740000,False,,,0,,T. Horton-Tucker loose ball personal FOUL (1 PF),"[1629659, 1641737]",1610612741.0,CHI,loose ball,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,202049.0,,,,,,,,,,,,,,1.0,0.0,Bona,1641737.0,,
177,PT09M48.00S,2025-01-26T01:39:01.9Z,2,REGULAR,3pt,Jump Shot,[],202704,95.0886990801577,95.34313725490196,1610612755,33,35,2025-01-26T01:39:06Z,1760000,False,227.0,-6.0,1,right,R. Jackson 3PT  (5 PTS) (A. Bona 1 AST),"[202704, 1641737]",1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,,22.68,Made,,,,,,,5.0,A. Bona,1641737.0,1.0,,,,,,
179,PT09M30.00S,2025-01-26T01:39:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630581,27.94021024967148,77.45098039215686,1610612741,33,35,2025-01-26T01:39:25Z,1780000,False,-137.0,210.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,25.1,Missed,,,,,,,,,,,,,,,,
180,PT09M26.00S,2025-01-26T01:39:24.9Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,33,35,2025-01-26T01:39:25Z,1790000,False,,,0,,A. Bona REBOUND (Off:0 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Left Center,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,
181,PT09M25.00S,2025-01-26T01:39:28.6Z,2,REGULAR,foul,personal,[],1630581,,,1610612755,33,35,2025-01-26T01:39:33Z,1800000,False,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 202704]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,202049.0,,,,,,,,,,,,,,1.0,0.0,Jackson,202704.0,,
183,PT09M16.00S,2025-01-26T01:39:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,91.80354796320631,49.50980392156863,1610612755,33,35,2025-01-26T01:40:05Z,1820000,False,-2.0,25.0,1,right,MISS A. Bona Layup,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,2.46,Missed,,,,,,,,,,,,,,,,
184,PT09M15.00S,2025-01-26T01:40:00.4Z,2,REGULAR,rebound,offensive,[],1642348,,,1610612755,33,35,2025-01-26T01:40:05Z,1830000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,,,183.0,1.0,0.0,1.0,,,,,,,,,,,,
185,PT09M15.00S,2025-01-26T01:40:02.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642348,94.40999984741211,50.0,1610612755,33,37,2025-01-26T01:40:02Z,1840000,False,0.0,0.0,1,right,J. Edwards putback DUNK (2 PTS),[1642348],1610612755.0,PHI,putback,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,,,2.0,,,,,,,,,
186,PT09M15.00S,2025-01-26T01:40:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,33,37,2025-01-26T01:40:05Z,1850000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M06.00S,2025-01-26T01:43:24.8Z,2,REGULAR,3pt,Jump Shot,[],1641824,8.623521681997373,2.696078431372549,1610612741,36,37,2025-01-26T01:43:28Z,1860000,False,237.0,29.0,1,left,M. Buzelis 3PT  (5 PTS) (A. Dosunmu 2 AST),"[1641824, 1630245]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,23.82,Made,,,,,,,5.0,A. Dosunmu,1630245.0,2.0,,,,,,
190,PT08M50.00S,2025-01-26T01:43:40.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,68.67608409986859,31.372549019607842,1610612755,36,40,2025-01-26T01:43:47Z,1880000,False,-93.0,242.0,1,right,T. Maxey 25' 3PT  (18 PTS) (K. Lowry 1 AST),"[1630178, 200768]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,25.92,Made,,,,,,,18.0,K. Lowry,200768.0,1.0,,,,,,
192,PT08M41.00S,2025-01-26T01:43:52.1Z,2,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612741,36,40,2025-01-26T01:43:58Z,1900000,False,,,0,,A. Bona shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1641737, 1641824]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,1627964.0,,,,,,,,,,,,,,1.0,0.0,Buzelis,1641824.0,,
194,PT08M41.00S,2025-01-26T01:44:21.5Z,2,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,36,40,2025-01-26T01:44:21Z,1920000,False,,,0,,MISS M. Buzelis Free Throw 1 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
195,PT08M41.00S,2025-01-26T01:44:21.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,36,40,2025-01-26T01:44:21Z,1930000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,
196,PT08M41.00S,2025-01-26T01:44:24.0Z,2,REGULAR,substitution,out,[],1629659,,,1610612741,36,40,2025-01-26T01:44:26Z,1940000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M41.00S,2025-01-26T01:44:24.0Z,2,REGULAR,substitution,in,[],203897,,,1610612741,36,40,2025-01-26T01:44:26Z,1950000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M41.00S,2025-01-26T01:44:40.5Z,2,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,37,40,2025-01-26T01:44:40Z,1960000,False,,,0,,M. Buzelis Free Throw 2 of 2 (6 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
200,PT08M19.00S,2025-01-26T01:45:05.1Z,2,REGULAR,3pt,Jump Shot,[],1642348,71.43561103810775,75.49019607843137,1610612755,37,40,2025-01-26T01:45:09Z,1970000,False,127.0,216.0,1,right,MISS J. Edwards 25' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Right Center,,,25.08,Missed,,,,,,,,,,,,,,,,
201,PT08M15.00S,2025-01-26T01:45:09.1Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,37,40,2025-01-26T01:45:09Z,1980000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,
202,PT08M05.00S,2025-01-26T01:45:18.7Z,2,REGULAR,3pt,Jump Shot,[],1630188,33.722076215505915,57.84313725490197,1610612741,40,40,2025-01-26T01:45:22Z,1990000,False,-39.0,264.0,1,left,J. Smith 26' 3PT  (6 PTS) (J. Giddey 3 AST),"[1630188, 1630581]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,26.74,Made,,,,,,,6.0,J. Giddey,1630581.0,3.0,,,,,,
204,PT07M49.00S,2025-01-26T01:45:34.9Z,2,REGULAR,3pt,Jump Shot,[],202704,88.64980289093299,94.11764705882352,1610612755,40,40,2025-01-26T01:45:38Z,2010000,False,221.0,54.0,1,right,MISS R. Jackson 3PT,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,,22.72,Missed,,,,,,,,,,,,,,,,
205,PT07M46.00S,2025-01-26T01:45:37.9Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,40,40,2025-01-26T01:45:38Z,2020000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,
206,PT07M33.00S,2025-01-26T01:45:51.0Z,2,REGULAR,3pt,Jump Shot,[],203897,33.722076215505915,46.568627450980394,1610612741,40,40,2025-01-26T02:07:43Z,2030000,False,17.0,264.0,1,left,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,,,26.51,Missed,,,,,,,,,,,,,,,,
207,PT07M30.00S,2025-01-26T01:45:54.0Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,40,40,2025-01-26T01:45:55Z,2040000,False,,,0,,A. Bona REBOUND (Off:0 Def:3),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Center,,,,,206.0,3.0,3.0,0.0,,,,,,,,,,,,
208,PT07M24.00S,2025-01-26T01:46:00.0Z,2,REGULAR,3pt,Jump Shot,[],200768,69.59592641261499,28.921568627450984,1610612755,40,40,2025-01-26T01:46:04Z,2050000,False,-105.0,233.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,25.6,Missed,,,,,,,,,,,,,,,,
209,PT07M22.00S,2025-01-26T01:46:02.0Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,40,40,2025-01-26T01:46:04Z,2060000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,,,
210,PT07M09.00S,2025-01-26T01:46:14.9Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,40,40,2025-01-26T01:46:20Z,2070000,False,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1630178]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,,,,,,,,,,,Maxey,1630178.0
211,PT07M09.00S,2025-01-26T01:46:14.9Z,2,REGULAR,steal,,[],1630178,,,1610612755,40,40,2025-01-26T01:46:16Z,2080000,False,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
212,PT07M06.00S,2025-01-26T01:46:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",202704,94.30026281208936,51.470588235294116,1610612755,40,42,2025-01-26T01:46:35Z,2090000,False,7.0,1.0,1,right,R. Jackson running Layup (7 PTS) (T. Maxey 3 AST),"[202704, 1630178]",1610612755.0,PHI,running,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,0.75,Made,,,,,,,7.0,T. Maxey,1630178.0,3.0,,,,,,
214,PT07M06.00S,2025-01-26T01:46:25.9Z,2,REGULAR,violation,defensive goaltending,[],1630245,,,1610612755,40,42,2025-01-26T01:46:35Z,2110000,False,,,0,,A. Dosunmu defensive goaltending VIOLATION,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,
215,PT06M42.00S,2025-01-26T01:46:57.3Z,2,REGULAR,3pt,Jump Shot,[],1630188,31.225361366622867,64.2156862745098,1610612741,43,42,2025-01-26T01:47:02Z,2120000,False,-71.0,241.0,1,left,J. Smith 25' 3PT  (9 PTS) (J. Giddey 4 AST),"[1630188, 1630581]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,25.13,Made,,,,,,,9.0,J. Giddey,1630581.0,4.0,,,,,,
217,PT06M14.00S,2025-01-26T01:47:25.2Z,2,REGULAR,3pt,Jump Shot,[],202704,69.99014454664915,23.52941176470588,1610612755,43,42,2025-01-26T01:47:30Z,2140000,False,-132.0,230.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,26.5,Missed,,,,,,,,,,,,,,,,
218,PT06M10.00S,2025-01-26T01:47:29.2Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,43,42,2025-01-26T01:47:30Z,2150000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,217.0,4.0,4.0,0.0,,,,,,,,,,,,
219,PT06M02.00S,2025-01-26T01:47:36.8Z,2,REGULAR,3pt,Jump Shot,[],1630245,6.652431011826544,95.58823529411765,1610612741,43,42,2025-01-26T01:47:46Z,2160000,False,-228.0,10.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,,,22.81,Missed,,,,,,,,,,,,,,,,
220,PT05M59.00S,2025-01-26T01:47:39.8Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,43,42,2025-01-26T01:47:46Z,2170000,False,,,0,,A. Bona REBOUND (Off:0 Def:4),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Left Corner 3,24+ Left,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,
221,PT05M53.00S,2025-01-26T01:47:45.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,93.77463863337714,48.77450980392157,1610612755,43,42,2025-01-26T01:51:28Z,2180000,False,-6.0,6.0,1,right,MISS T. Maxey running Layup,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,0.86,Missed,,,,,,,,,,,,,,,,
222,PT05M51.00S,2025-01-26T01:47:47.7Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612741,43,42,2025-01-26T01:47:49Z,2190000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,
224,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,43,42,2025-01-26T01:48:11Z,2210000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,43,42,2025-01-26T01:48:11Z,2220000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,43,42,2025-01-26T01:48:11Z,2230000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],202704,,,1610612741,43,42,2025-01-26T01:48:11Z,2240000,False,,,0,,SUB out: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],200768,,,1610612741,43,42,2025-01-26T01:48:11Z,2250000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,out,[],1642348,,,1610612741,43,42,2025-01-26T01:48:11Z,2260000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],1628366,,,1610612741,43,42,2025-01-26T01:48:11Z,2270000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],202696,,,1610612741,43,42,2025-01-26T01:48:11Z,2280000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,43,42,2025-01-26T01:48:11Z,2290000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],201569,,,1610612741,43,42,2025-01-26T01:48:11Z,2300000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],202331,,,1610612741,43,42,2025-01-26T01:48:11Z,2310000,False,,,0,,SUB in: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M48.00S,2025-01-26T01:47:53.9Z,2,REGULAR,substitution,in,[],1626162,,,1610612741,43,42,2025-01-26T01:48:11Z,2320000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M40.00S,2025-01-26T01:48:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.0335085413929,46.07843137254902,1610612741,45,42,2025-01-26T01:48:30Z,2330000,False,20.0,108.0,1,left,N. Vučević 10' floating Jump Shot (8 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,10.94,Made,,,,,,,8.0,Z. LaVine,203897.0,3.0,,,,,,
238,PT05M26.00S,2025-01-26T01:48:40.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,86.02168199737189,56.86274509803921,1610612755,45,42,2025-01-26T01:48:44Z,2350000,False,34.0,79.0,1,right,MISS P. George 8' driving floating Shot,[202331],1610612755.0,PHI,driving floating,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,8.6,Missed,,,,,,,,,,,,,,,,
239,PT05M24.00S,2025-01-26T01:48:42.8Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,45,42,2025-01-26T01:48:44Z,2360000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,
240,PT05M20.00S,2025-01-26T01:48:47.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630581,12.040078843626807,41.911764705882355,1610612741,45,42,2025-01-26T02:08:54Z,2370000,False,40.0,61.0,1,left,MISS J. Giddey 7' driving floating bank Shot,[1630581],1610612741.0,CHI,driving floating bank,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,7.29,Missed,,,,,,,,,,,,,,,,
241,PT05M17.00S,2025-01-26T01:48:50.7Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612741,45,42,2025-01-26T02:08:54Z,2380000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,,,
242,PT05M15.00S,2025-01-26T01:48:52.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202696,27.020367936925098,16.911764705882355,1610612741,45,42,2025-01-26T01:48:56Z,2390000,False,165.0,201.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,26.07,Missed,,,,,,,,,,,,,,,,
243,PT05M10.00S,2025-01-26T01:48:57.3Z,2,REGULAR,rebound,defensive,[],1641737,,,1610612755,45,42,2025-01-26T01:48:56Z,2400000,False,,,0,,A. Bona REBOUND (Off:0 Def:5),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,,,,,242.0,5.0,5.0,0.0,,,,,,,,,,,,
244,PT05M06.00S,2025-01-26T01:49:05.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,45,42,2025-01-26T01:49:05Z,2410000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M06.00S,2025-01-26T01:51:42.0Z,2,REGULAR,substitution,out,[],1641737,,,1610612755,45,42,2025-01-26T01:51:55Z,2420000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M06.00S,2025-01-26T01:51:42.0Z,2,REGULAR,substitution,out,[],202331,,,1610612755,45,42,2025-01-26T01:51:55Z,2430000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M06.00S,2025-01-26T01:51:42.0Z,2,REGULAR,substitution,in,[],1627824,,,1610612755,45,42,2025-01-26T01:51:55Z,2440000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M06.00S,2025-01-26T01:51:42.0Z,2,REGULAR,substitution,in,[],1641741,,,1610612755,45,42,2025-01-26T01:51:55Z,2450000,False,,,0,,SUB in: R. Council IV,[1641741],1610612755.0,PHI,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M53.00S,2025-01-26T01:52:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,94.30026281208936,47.30392156862745,1610612755,45,42,2025-01-26T01:54:55Z,2460000,False,-13.0,1.0,1,right,MISS G. Yabusele cutting Layup,[1627824],1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,1.35,Missed,,,,,,,,,,,,,,,,
250,PT04M51.00S,2025-01-26T01:52:21.2Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,45,42,2025-01-26T01:52:24Z,2470000,False,,,0,,L. Ball REBOUND (Off:0 Def:4),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,249.0,4.0,4.0,0.0,,,,,,,,,,,,
251,PT04M44.00S,2025-01-26T01:52:27.9Z,2,REGULAR,3pt,Jump Shot,[],202696,30.305519053876477,73.52941176470588,1610612741,45,42,2025-01-26T01:52:33Z,2480000,False,-118.0,232.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,26.05,Missed,,,,,,,,,,,,,,,,
