actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M17.00S,2025-01-07T01:22:14.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,10,15,2025-01-07T01:22:24Z,860000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT05M11.00S,2025-01-07T01:22:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,92.85479632063075,54.90196078431373,1610612741,12,15,2025-01-07T01:22:30Z,870000,False,25.0,15.0,1,right,J. Giddey driving floating bank Jump Shot (2 PTS),[1630581],1610612741.0,CHI,driving floating bank,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,2.86,Made,,,,,2.0,,,,,,,,,,
88,PT04M41.00S,2025-01-07T01:22:56.7Z,1,REGULAR,3pt,Jump Shot,[],203084,6.258212877792378,96.07843137254902,1610612759,12,18,2025-01-07T01:33:39Z,880000,False,-230.0,6.0,1,left,H. Barnes 3PT  (3 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,23.05,Made,,,,,3.0,,,C. Paul,101108.0,4.0,,,,,
90,PT04M24.00S,2025-01-07T01:23:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630581,74.98357424441524,14.460784313725492,1610612741,12,18,2025-01-07T01:23:13Z,900000,False,-178.0,183.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,25.49,Missed,,,,,,,,,,,,,,,
91,PT04M21.00S,2025-01-07T01:23:11.5Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,12,18,2025-01-07T01:23:13Z,910000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,
92,PT04M15.00S,2025-01-07T01:23:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.652431011826544,48.28431372549019,1610612759,12,20,2025-01-07T01:23:21Z,920000,False,9.0,10.0,1,left,H. Barnes driving Layup (5 PTS) (C. Paul 5 AST),"[203084, 101108]",1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,,,,5.0,,,C. Paul,101108.0,5.0,,,,,
94,PT04M00.00S,2025-01-07T01:23:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.25558475689881,50.0,1610612741,12,20,2025-01-07T01:23:36Z,940000,False,0.0,58.0,1,right,MISS N. Vučević turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,5.79,Missed,,,,,,,,,,,,,,,
95,PT03M58.00S,2025-01-07T01:23:34.3Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,12,20,2025-01-07T01:23:36Z,950000,False,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,
96,PT03M53.00S,2025-01-07T01:23:39.7Z,1,REGULAR,3pt,Jump Shot,[],101108,33.196452036793694,44.85294117647059,1610612759,12,20,2025-01-07T02:04:02Z,960000,False,26.0,260.0,1,left,MISS C. Paul 26' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,26.08,Missed,,,,,,,,,,,,,,,
97,PT03M50.00S,2025-01-07T01:23:42.7Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,12,20,2025-01-07T01:23:51Z,970000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,96.0,3.0,3.0,0.0,,,,,,,,,,,
98,PT03M47.00S,2025-01-07T01:23:44.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,93.24901445466492,50.245098039215684,1610612741,14,20,2025-01-07T01:23:58Z,980000,False,1.0,11.0,1,right,Z. LaVine running DUNK (2 PTS) (J. Giddey 2 AST),"[203897, 1630581]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.11,Made,,,,,2.0,,,J. Giddey,1630581.0,2.0,,,,,
100,PT03M21.00S,2025-01-07T01:24:11.0Z,1,REGULAR,turnover,lost ball,[],1630170,,,1610612759,14,20,2025-01-07T01:24:17Z,1000000,False,,,0,,D. Vassell lost ball TURNOVER (2 TO),"[1630170, 1630581]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,2.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,
101,PT03M21.00S,2025-01-07T01:24:11.0Z,1,REGULAR,steal,,[],1630581,,,1610612741,14,20,2025-01-07T01:24:12Z,1010000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
105,PT03M18.00S,2025-01-07T01:24:39.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,92.72339027595268,51.225490196078425,1610612741,14,20,2025-01-07T01:27:43Z,1050000,False,6.0,16.0,1,right,MISS Z. LaVine running DUNK - blocked,"[203897, 1630170]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,1.7,Missed,,,,,,Vassell,1630170.0,,,,,,,,
123,PT03M18.00S,2025-01-07T01:24:39.4Z,1,REGULAR,block,,[],1630170,,,1610612741,14,20,2025-01-07T01:25:09Z,1055000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M18.00S,2025-01-07T01:24:39.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,14,20,2025-01-07T01:25:09Z,1060000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,105.0,,,,,,,,,,,,,,
108,PT03M18.00S,2025-01-07T01:24:48.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,14,20,2025-01-07T01:25:16Z,1080000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,
109,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],1630581,,,1610612741,14,20,2025-01-07T01:25:07Z,1090000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],203897,,,1610612741,14,20,2025-01-07T01:25:07Z,1100000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],202696,,,1610612741,14,20,2025-01-07T01:25:07Z,1110000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,14,20,2025-01-07T01:25:07Z,1120000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],101108,,,1610612741,14,20,2025-01-07T01:25:07Z,1130000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],1631110,,,1610612741,14,20,2025-01-07T01:25:07Z,1140000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,out,[],203084,,,1610612741,14,20,2025-01-07T01:25:07Z,1150000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,14,20,2025-01-07T01:25:07Z,1160000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,14,20,2025-01-07T01:25:07Z,1170000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,14,20,2025-01-07T01:25:07Z,1180000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,14,20,2025-01-07T01:25:07Z,1190000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612741,14,20,2025-01-07T01:25:07Z,1200000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1629640,,,1610612741,14,20,2025-01-07T01:25:07Z,1210000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M18.00S,2025-01-07T01:24:51.0Z,1,REGULAR,substitution,in,[],1642264,,,1610612741,14,20,2025-01-07T01:25:07Z,1220000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2025-01-07T01:25:08.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630188,67.49342969776609,40.68627450980392,1610612741,14,20,2025-01-07T01:29:42Z,1230000,False,-47.0,253.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,25.74,Missed,,,,,,,,,,,,,,,
125,PT03M09.00S,2025-01-07T01:25:11.6Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,14,20,2025-01-07T01:29:42Z,1240000,False,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,,,,124.0,3.0,3.0,0.0,,,,,,,,,,,
126,PT02M54.00S,2025-01-07T01:25:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,13.61695137976347,41.66666666666667,1610612759,14,22,2025-01-07T01:25:30Z,1250000,False,42.0,75.0,1,left,S. Castle 8' driving floating Jump Shot (2 PTS) (D. Vassell 1 AST),"[1642264, 1630170]",1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,8.63,Made,,,,,2.0,,,D. Vassell,1630170.0,1.0,,,,,
128,PT02M37.00S,2025-01-07T01:25:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,67.62483574244416,36.51960784313725,1610612741,17,22,2025-01-07T01:25:47Z,1270000,False,-67.0,252.0,1,right,J. Smith 26' 3PT  (3 PTS) (C. White 1 AST),"[1630188, 1629632]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,26.07,Made,,,,,3.0,,,C. White,1629632.0,1.0,,,,,
131,PT02M16.00S,2025-01-07T01:26:08.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,22,2025-01-07T01:26:08Z,1300000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2025-01-07T01:28:50.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,17,22,2025-01-07T01:29:03Z,1310000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M16.00S,2025-01-07T01:28:50.0Z,1,REGULAR,substitution,out,[],1629646,,,1610612759,17,22,2025-01-07T01:29:03Z,1320000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M16.00S,2025-01-07T01:28:50.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,17,22,2025-01-07T01:29:03Z,1330000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M16.00S,2025-01-07T01:28:50.0Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,17,22,2025-01-07T01:29:03Z,1340000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M09.00S,2025-01-07T01:29:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,5.863994743758213,49.754901960784316,1610612759,17,24,2025-01-07T01:29:32Z,1350000,False,1.0,3.0,1,left,T. Jones reverse Layup (2 PTS) (V. Wembanyama 2 AST),"[1630200, 1641705]",1610612759.0,SAS,reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,0.29,Made,,,,,2.0,,,V. Wembanyama,1641705.0,2.0,,,,,
138,PT01M54.00S,2025-01-07T01:29:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630188,75.64060446780552,13.970588235294118,1610612741,17,24,2025-01-07T01:29:47Z,1370000,False,-180.0,176.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,25.22,Missed,,,,,,,,,,,,,,,
139,PT01M50.00S,2025-01-07T01:29:40.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,17,24,2025-01-07T01:29:40Z,1380000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT01M47.00S,2025-01-07T01:29:43.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,25.57490144546649,86.27450980392157,1610612759,17,27,2025-01-07T01:29:52Z,1390000,False,-181.0,188.0,1,left,J. Champagnie 26' 3PT running (3 PTS) (S. Castle 1 AST),"[1630577, 1642264]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,26.12,Made,,,,,3.0,,,S. Castle,1642264.0,1.0,,,,,
142,PT01M33.00S,2025-01-07T01:29:57.6Z,1,REGULAR,turnover,bad pass,[],1628366,,,1610612741,17,27,2025-01-07T01:30:02Z,1410000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1630200]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,1.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
143,PT01M33.00S,2025-01-07T01:29:57.6Z,1,REGULAR,steal,,[],1630200,,,1610612759,17,27,2025-01-07T01:29:59Z,1420000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M28.00S,2025-01-07T01:30:02.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642264,6.1268068331143235,50.49019607843137,1610612759,17,29,2025-01-07T01:30:16Z,1430000,False,-2.0,5.0,1,left,S. Castle running DUNK (4 PTS) (T. Jones 1 AST),"[1642264, 1630200]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,0.57,Made,,,,,4.0,,,T. Jones,1630200.0,1.0,,,,,
146,PT01M07.00S,2025-01-07T01:30:23.2Z,1,REGULAR,3pt,Jump Shot,[],1630188,94.69448094612353,3.1862745098039214,1610612741,17,29,2025-01-07T01:30:32Z,1450000,False,-234.0,-3.0,1,right,MISS J. Smith 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Left Corner 3,24+ Left,,,,23.41,Missed,,,,,,,,,,,,,,,
147,PT01M05.00S,2025-01-07T01:30:25.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,17,29,2025-01-07T01:30:32Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,146.0,,,,,,,,,,,,,,
149,PT00M59.40S,2025-01-07T01:30:50.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628366,88.51839684625493,4.166666666666666,1610612741,20,29,2025-01-07T01:30:54Z,1480000,False,-229.0,55.0,1,right,L. Ball 3PT  (3 PTS) (J. Smith 1 AST),"[1628366, 1630188]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,23.58,Made,,,,,3.0,,,J. Smith,1630188.0,1.0,,,,,
151,PT00M40.70S,2025-01-07T01:31:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.933639947437584,60.5392156862745,1610612759,20,29,2025-01-07T01:32:07Z,1500000,False,-53.0,257.0,1,left,MISS J. Champagnie 26' pullup 3PT,[1630577],1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,26.24,Missed,,,,,,,,,,,,,,,
152,PT00M37.50S,2025-01-07T01:31:14.4Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,20,29,2025-01-07T01:31:14Z,1510000,False,,,0,,J. Phillips REBOUND (Off:0 Def:1),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Center,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,
153,PT00M28.70S,2025-01-07T01:31:23.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,65.52233902759527,51.9607843137255,1610612741,20,29,2025-01-07T01:31:27Z,1520000,False,10.0,272.0,1,right,MISS C. White 27' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,,,,27.18,Missed,,,,,,,,,,,,,,,
154,PT00M26.80S,2025-01-07T01:31:25.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,20,29,2025-01-07T01:31:25Z,1530000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,
155,PT00M01.60S,2025-01-07T01:31:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,11.251642575558476,55.392156862745104,1610612759,20,29,2025-01-07T01:32:02Z,1540000,False,-27.0,53.0,1,left,MISS V. Wembanyama driving floating Shot,[1641705],1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.97,Missed,,,,,,,,,,,,,,,
156,PT00M01.60S,2025-01-07T01:31:50.3Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612759,20,29,2025-01-07T01:38:56Z,1550000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,
157,PT00M00.00S,2025-01-07T01:31:54.8Z,1,REGULAR,period,end,[],0,,,1610612759,20,29,2025-01-07T01:31:54Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-07T01:34:05.5Z,2,REGULAR,substitution,out,['startperiod'],1628366,,,1610612759,20,29,2025-01-07T01:34:26Z,1570000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-07T01:34:05.5Z,2,REGULAR,substitution,in,['startperiod'],1630172,,,1610612759,20,29,2025-01-07T01:34:26Z,1580000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-07T01:34:37.5Z,2,REGULAR,period,start,[],0,,,1610612741,20,29,2025-01-07T01:34:37Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M43.00S,2025-01-07T01:34:54.3Z,2,REGULAR,3pt,Jump Shot,[],1630172,74.72076215505913,84.06862745098039,1610612741,20,29,2025-01-07T01:35:00Z,1600000,False,170.0,185.0,1,right,MISS P. Williams 25' pullup 3PT,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,25.15,Missed,,,,,,,,,,,,,,,
162,PT11M40.00S,2025-01-07T01:34:57.3Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,20,29,2025-01-07T01:35:00Z,1610000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,161.0,5.0,5.0,0.0,,,,,,,,,,,
163,PT11M22.00S,2025-01-07T01:35:15.2Z,2,REGULAR,3pt,Jump Shot,[],1629640,7.046649145860711,3.1862745098039214,1610612759,20,29,2025-01-07T01:35:20Z,1620000,False,234.0,14.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,23.45,Missed,,,,,,,,,,,,,,,
164,PT11M18.00S,2025-01-07T01:35:19.2Z,2,REGULAR,rebound,defensive,[],1631207,,,1610612741,20,29,2025-01-07T01:35:20Z,1630000,False,,,0,,D. Terry REBOUND (Off:0 Def:1),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Right Corner 3,24+ Right,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,
165,PT11M13.00S,2025-01-07T01:35:26.5Z,2,REGULAR,turnover,out-of-bounds,[],1631207,,,1610612741,20,29,2025-01-07T01:35:34Z,1640000,False,,,0,,D. Terry bad pass out-of-bounds TURNOVER (1 TO),[1631207],1610612741.0,CHI,bad pass,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,202049.0,,,,
166,PT11M01.00S,2025-01-07T01:35:47.3Z,2,REGULAR,foul,personal,[],1629632,,,1610612759,20,29,2025-01-07T01:35:56Z,1650000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 1641705]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Wembanyama,1641705.0
168,PT10M51.00S,2025-01-07T01:36:15.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641705,5.863994743758213,51.470588235294116,1610612759,20,31,2025-01-07T01:36:20Z,1670000,False,-7.0,3.0,1,left,V. Wembanyama alley-oop DUNK (5 PTS) (S. Castle 2 AST),"[1641705, 1642264]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,,,,5.0,,,S. Castle,1642264.0,2.0,,,,,
170,PT10M32.00S,2025-01-07T01:36:33.6Z,2,REGULAR,turnover,bad pass,[],1631207,,,1610612741,20,31,2025-01-07T01:36:38Z,1690000,False,,,0,,D. Terry bad pass TURNOVER (2 TO),"[1631207, 1629640]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Right Center,2.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,
171,PT10M32.00S,2025-01-07T01:36:33.6Z,2,REGULAR,steal,,[],1629640,,,1610612759,20,31,2025-01-07T01:36:35Z,1700000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
172,PT10M25.00S,2025-01-07T01:36:41.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,31.882391590013142,64.4607843137255,1610612759,20,34,2025-01-07T01:36:46Z,1710000,False,-72.0,247.0,1,left,K. Johnson 25' 3PT  (3 PTS) (S. Castle 3 AST),"[1629640, 1642264]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,25.76,Made,,,,,3.0,,,S. Castle,1642264.0,3.0,,,,,
174,PT10M23.00S,2025-01-07T01:36:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,20,34,2025-01-07T01:36:47Z,1730000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M13.00S,2025-01-07T01:39:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630188,67.49342969776609,25.49019607843137,1610612741,20,34,2025-01-07T01:40:04Z,1740000,False,-123.0,253.0,1,right,MISS J. Smith 28' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,28.12,Missed,,,,,,,,,,,,,,,
