actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
36,PT08M33.00S,2025-04-12T00:16:42.3Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,8,4,2025-04-12T00:16:43Z,340000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M31.00S,2025-04-12T00:16:47.9Z,1,REGULAR,turnover,out-of-bounds,[],1642358,,,1610612764,8,4,2025-04-12T00:16:53Z,350000,False,,,0,,A. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1642358],1610612764.0,WAS,lost ball,,,Johnson,A. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202027.0,1.0,,,,,,,,
39,PT08M20.00S,2025-04-12T00:17:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,27.677398160315374,20.34313725490196,1610612741,8,4,2025-04-12T00:23:20Z,360000,False,148.0,208.0,1,left,MISS C. White 25' pullup 3PT,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
40,PT08M16.00S,2025-04-12T00:17:16.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,8,4,2025-04-12T00:17:16Z,370000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,,
41,PT08M13.00S,2025-04-12T00:17:20.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641824,13.091327201051248,42.64705882352941,1610612741,8,4,2025-04-12T00:17:24Z,380000,False,37.0,71.0,1,left,MISS M. Buzelis 7' driving floating Shot,[1641824],1610612741.0,CHI,driving floating,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
42,PT08M11.00S,2025-04-12T00:17:22.7Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,8,4,2025-04-12T00:17:24Z,390000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M04.00S,2025-04-12T00:17:34.6Z,1,REGULAR,substitution,out,[],1629632,,,1610612764,8,4,2025-04-12T00:17:39Z,410000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M04.00S,2025-04-12T00:17:34.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612764,8,4,2025-04-12T00:17:39Z,420000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2025-04-12T00:17:49.8Z,1,REGULAR,3pt,Jump Shot,[],1642259,69.99014454664915,70.34313725490196,1610612764,8,4,2025-04-12T00:17:55Z,430000,False,102.0,230.0,1,right,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2025-04-12T00:17:55.8Z,1,REGULAR,rebound,defensive,[],1641763,,,1610612741,8,4,2025-04-12T00:17:55Z,440000,False,,,0,,J. Phillips REBOUND (Off:0 Def:2),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Above the Break 3,24+ Right Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M47.00S,2025-04-12T00:18:05.9Z,1,REGULAR,turnover,bad pass,[],1641824,,,1610612741,8,4,2025-04-12T00:29:21Z,450000,False,,,0,,M. Buzelis bad pass TURNOVER (1 TO),"[1641824, 1630551]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,Champagnie,1630551.0,,,,
49,PT07M47.00S,2025-04-12T00:18:05.9Z,1,REGULAR,steal,,[],1630551,,,1610612764,8,4,2025-04-12T00:18:07Z,460000,False,,,0,,J. Champagnie STEAL (2 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M43.00S,2025-04-12T00:18:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642358,92.59198423127464,54.65686274509803,1610612764,8,4,2025-04-12T00:18:17Z,470000,False,23.0,17.0,1,right,MISS A. Johnson running Layup - blocked,"[1642358, 1629659]",1610612764.0,WAS,running,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,Horton-Tucker,1629659.0,,,,,,
51,PT07M43.00S,2025-04-12T00:18:12.5Z,1,REGULAR,block,,[],1629659,,,1610612764,8,4,2025-04-12T00:18:14Z,480000,False,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M43.00S,2025-04-12T00:18:12.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,8,4,2025-04-12T00:18:17Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,50.0,,,,,,,,,,,,,,,,,
54,PT07M30.00S,2025-04-12T00:18:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630551,93.77463863337714,49.26470588235294,1610612764,8,6,2025-04-12T00:18:49Z,510000,False,-4.0,6.0,1,right,J. Champagnie reverse Layup (4 PTS) (A. Sarr 1 AST),"[1630551, 1642259]",1610612764.0,WAS,reverse,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,4.0,A. Sarr,1642259.0,1.0,,,,,,,,,,
56,PT07M30.00S,2025-04-12T00:18:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,8,6,2025-04-12T00:18:49Z,530000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M09.00S,2025-04-12T00:22:08.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,6.258212877792378,46.07843137254902,1610612741,10,6,2025-04-12T00:22:12Z,540000,False,20.0,6.0,1,left,N. Vučević turnaround Hook (6 PTS),[202696],1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,6.0,,,,,,,,,,,,,
58,PT06M56.00S,2025-04-12T00:22:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,93.64323258869908,59.55882352941176,1610612764,10,8,2025-04-12T00:26:44Z,550000,False,48.0,7.0,1,right,K. George driving floating Jump Shot (2 PTS),[1642273],1610612764.0,WAS,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,2.0,,,,,,,,,,,,,
59,PT06M49.00S,2025-04-12T00:22:29.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641763,4.5499342969776615,50.245098039215684,1610612741,12,8,2025-04-12T00:27:03Z,560000,False,-1.0,-10.0,1,left,J. Phillips DUNK (2 PTS) (K. Huerter 2 AST),"[1641763, 1628989]",1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,2.0,K. Huerter,1628989.0,2.0,,,,,,,,,,
61,PT06M32.00S,2025-04-12T00:22:45.1Z,1,REGULAR,3pt,Jump Shot,[],1642273,69.59592641261499,26.715686274509803,1610612764,12,11,2025-04-12T00:22:49Z,580000,False,-116.0,233.0,1,right,K. George 26' 3PT  (5 PTS) (B. Carrington 2 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.07,Made,,,,,5.0,B. Carrington,1642267.0,2.0,,,,,,,,,,
63,PT06M20.00S,2025-04-12T00:22:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,12.959921156373195,46.32352941176471,1610612741,12,11,2025-04-12T00:28:10Z,600000,False,18.0,69.0,1,left,MISS N. Vučević 7' floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
65,PT06M18.00S,2025-04-12T00:23:00.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,11,2025-04-12T00:28:10Z,610000,False,,,0,,N. Vučević REBOUND (Off:2 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,63.0,3.0,1.0,2.0,,,,,,,,,,,,,,
207,PT06M17.00S,2025-04-12T00:23:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,6.389618922470433,50.98039215686274,1610612741,12,11,2025-04-12T00:47:02Z,615000,False,-5.0,8.0,1,left,MISS N. Vučević tip Layup,[202696],1610612741.0,CHI,tip,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
208,PT06M17.00S,2025-04-12T00:23:00.4Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,11,2025-04-12T00:47:02Z,617500,False,,,0,,N. Vučević REBOUND (Off:3 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,207.0,4.0,1.0,3.0,,,,,,,,,,,,,,
66,PT06M15.00S,2025-04-12T00:23:01.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629659,31.225361366622867,31.862745098039213,1610612741,12,11,2025-04-12T00:43:57Z,620000,False,91.0,241.0,1,left,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
67,PT06M15.00S,2025-04-12T00:23:01.9Z,1,REGULAR,rebound,defensive,[],1642267,,,1610612764,12,11,2025-04-12T00:23:08Z,630000,False,,,0,,B. Carrington REBOUND (Off:0 Def:1),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
68,PT06M04.00S,2025-04-12T00:23:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630551,73.27529566360053,15.196078431372548,1610612764,12,14,2025-04-12T00:30:09Z,640000,False,-174.0,199.0,1,right,J. Champagnie 26' 3PT pullup (7 PTS) (B. Carrington 3 AST),"[1630551, 1642267]",1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,7.0,B. Carrington,1642267.0,3.0,,,,,,,,,,
70,PT05M49.00S,2025-04-12T00:23:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.521024967148489,48.03921568627451,1610612741,14,14,2025-04-12T00:23:33Z,660000,False,10.0,9.0,1,left,T. Horton-Tucker driving reverse Layup (2 PTS) (N. Vučević 2 AST),"[1629659, 202696]",1610612741.0,CHI,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,2.0,N. Vučević,202696.0,2.0,,,,,,,,,,
71,PT05M45.00S,2025-04-12T00:23:35.6Z,1,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,14,14,2025-04-12T00:23:40Z,670000,False,,,0,,B. Carrington bad pass out-of-bounds TURNOVER (2 TO),[1642267],1610612764.0,WAS,bad pass,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,2.0,,,,,,,,
72,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612741,14,14,2025-04-12T00:23:47Z,680000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,14,14,2025-04-12T00:23:47Z,690000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,out,[],1642267,,,1610612741,14,14,2025-04-12T00:23:47Z,700000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,14,14,2025-04-12T00:23:47Z,710000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,14,14,2025-04-12T00:23:47Z,720000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2025-04-12T00:23:38.1Z,1,REGULAR,substitution,in,[],1641732,,,1610612741,14,14,2025-04-12T00:23:47Z,730000,False,,,0,,SUB in: C. Jones,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M35.00S,2025-04-12T00:24:05.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202696,14.011169513797633,49.26470588235294,1610612741,14,14,2025-04-12T00:31:17Z,740000,False,4.0,79.0,1,left,MISS N. Vučević 7' floating Shot,[202696],1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2025-04-12T00:24:07.7Z,1,REGULAR,rebound,offensive,[],1641763,,,1610612741,14,14,2025-04-12T00:31:17Z,750000,False,,,0,,J. Phillips REBOUND (Off:1 Def:2),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,In The Paint (Non-RA),0-8 Center,,,78.0,3.0,2.0,1.0,,,,,,,,,,,,,,
80,PT05M33.00S,2025-04-12T00:24:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612741,14,14,2025-04-12T00:24:25Z,760000,False,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Phillips 2 FT),"[1630551, 1641763]",1610612764.0,WAS,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202027.0,,,,,,1.0,0.0,Phillips,1641763.0
82,PT05M33.00S,2025-04-12T00:24:36.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1641763,,,1610612741,15,14,2025-04-12T00:24:36Z,780000,False,,,0,,J. Phillips Free Throw 1 of 2 (3 PTS),[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
83,PT05M33.00S,2025-04-12T00:24:37.1Z,1,REGULAR,substitution,out,[],1642273,,,1610612741,15,14,2025-04-12T00:24:46Z,790000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
