actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
26,PT09M38.00S,2024-11-08T01:13:13.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,3,2024-11-08T01:13:13Z,260000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,
27,PT09M29.00S,2024-11-08T01:13:22.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,93.38042049934296,55.63725490196079,1610612741,6,3,2024-11-08T01:13:25Z,270000,False,28.0,10.0,1,right,MISS J. Giddey driving Hook,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2024-11-08T01:13:24.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,6,3,2024-11-08T01:13:25Z,280000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,
29,PT09M21.00S,2024-11-08T01:13:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,30.962549277266753,64.95098039215686,1610612750,6,6,2024-11-08T01:13:36Z,290000,False,-75.0,239.0,1,left,A. Edwards 25' 3PT pullup (3 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.0,Made,,,,,,,,,,,,3.0,,,,,,
30,PT09M00.00S,2024-11-08T01:13:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,88.38699080157687,49.01960784313725,1610612741,8,6,2024-11-08T01:13:55Z,300000,False,-5.0,57.0,1,right,N. Vučević turnaround fadeaway Jump Shot (2 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,turnaround fadeaway,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,,,,,,,,,,,,2.0,C. White,1629632.0,2.0,,,
32,PT08M39.00S,2024-11-08T01:14:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.915243101182654,53.67647058823529,1610612750,8,8,2024-11-08T01:14:15Z,320000,False,-18.0,13.0,1,left,J. McDaniels driving finger roll Layup (5 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,,,,,,,,5.0,M. Conley,201144.0,1.0,,,
34,PT08M30.00S,2024-11-08T01:14:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.19776609724047,50.0,1610612741,8,8,2024-11-08T01:14:29Z,340000,False,0.0,21.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 1630183]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.08,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,
35,PT08M30.00S,2024-11-08T01:14:23.7Z,1,REGULAR,block,,[],1630183,,,1610612741,8,8,2024-11-08T01:14:26Z,350000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M30.00S,2024-11-08T01:14:23.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,8,8,2024-11-08T01:14:29Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,34.0,,,,,,,,,,,,,,,
38,PT08M30.00S,2024-11-08T01:14:35.4Z,1,REGULAR,foul,technical,['1freethrow'],1630581,,,1610612741,8,8,2024-11-08T01:14:45Z,380000,False,,,0,,J. Giddey technical FOUL (1 Tech),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,200832.0,0.0,1.0,,,,,,,,,
39,PT08M30.00S,2024-11-08T01:15:03.5Z,1,REGULAR,freethrow,1 of 1,[],201144,,,1610612741,8,9,2024-11-08T01:15:03Z,390000,False,,,0,,M. Conley technical Free Throw 1 of 1 (1 PTS),[201144],1610612750.0,MIN,technical,,,Conley,M. Conley,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
40,PT08M16.00S,2024-11-08T01:15:37.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,69.59592641261499,72.79411764705883,1610612741,11,9,2024-11-08T01:15:40Z,400000,False,114.0,233.0,1,right,P. Williams 25' 3PT  (6 PTS) (J. Giddey 1 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,,,,,,,,,6.0,J. Giddey,1630581.0,1.0,,,
42,PT08M01.00S,2024-11-08T01:15:54.7Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612750,11,9,2024-11-08T01:16:01Z,420000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612750.0,MIN,lost ball,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628953.0,,,,,,,,,1.0,,
43,PT07M48.00S,2024-11-08T01:16:12.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,87.99277266754271,46.568627450980394,1610612741,13,9,2024-11-08T01:16:18Z,430000,False,-17.0,60.0,1,right,N. Vučević 6' turnaround Hook (4 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,,,,,,,,,,,4.0,J. Giddey,1630581.0,2.0,,,
45,PT07M32.00S,2024-11-08T01:16:32.5Z,1,REGULAR,foul,personal,[],1629632,,,1610612750,13,9,2024-11-08T01:16:54Z,450000,False,,,0,,C. White personal FOUL (1 PF),"[1629632, 201144]",1610612741.0,CHI,,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,200832.0,1.0,0.0,Conley,201144.0,,,,,,,
47,PT07M19.00S,2024-11-08T01:17:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.222733245729303,49.50980392156863,1610612750,13,11,2024-11-08T01:17:08Z,470000,False,2.0,72.0,1,left,J. Randle 7' driving floating Jump Shot (2 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,,,,,,,,,,,,2.0,A. Edwards,1630162.0,1.0,,,
49,PT07M07.00S,2024-11-08T01:17:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,94.82588699080158,52.94117647058824,1610612741,15,11,2024-11-08T01:17:20Z,490000,False,15.0,-4.0,1,right,N. Vučević cutting Layup (6 PTS) (C. White 3 AST),"[202696, 1629632]",1610612741.0,CHI,cutting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,,,,6.0,C. White,1629632.0,3.0,,,
51,PT06M54.00S,2024-11-08T01:17:29.6Z,1,REGULAR,3pt,Jump Shot,[],201144,32.670827858081466,42.64705882352941,1610612750,15,14,2024-11-08T01:18:01Z,510000,False,37.0,255.0,1,left,M. Conley 25' 3PT pullup (4 PTS) (R. Gobert 2 AST),"[201144, 203497]",1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,,,,,,,,4.0,R. Gobert,203497.0,2.0,,,
53,PT06M43.00S,2024-11-08T01:17:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,94.03745072273325,3.431372549019608,1610612741,18,14,2024-11-08T01:17:45Z,530000,False,-233.0,4.0,1,right,C. White 3PT  (3 PTS) (J. Giddey 3 AST),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,Left Corner 3,24+ Left,23.28,Made,,,,,,,,,,,,3.0,J. Giddey,1630581.0,3.0,,,
55,PT06M22.00S,2024-11-08T01:18:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,16.770696452036795,50.49019607843137,1610612750,18,16,2024-11-08T01:18:07Z,550000,False,-2.0,105.0,1,left,J. McDaniels 10' driving floating Jump Shot (7 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,,,,,,,,,,,,7.0,M. Conley,201144.0,2.0,,,
57,PT06M13.00S,2024-11-08T01:18:10.5Z,1,REGULAR,3pt,Jump Shot,[],202696,68.01905387647832,55.392156862745104,1610612741,21,16,2024-11-08T01:18:14Z,570000,False,27.0,248.0,1,right,N. Vučević 24' 3PT  (9 PTS) (J. Giddey 4 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,24.96,Made,,,,,,,,,,,,9.0,J. Giddey,1630581.0,4.0,,,
59,PT05M55.00S,2024-11-08T01:18:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.440867279894875,47.05882352941176,1610612750,21,16,2024-11-08T01:18:33Z,590000,False,15.0,17.0,1,left,MISS R. Gobert driving Layup,[203497],1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
60,PT05M53.00S,2024-11-08T01:18:31.0Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,21,16,2024-11-08T01:18:33Z,600000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,
61,PT05M51.00S,2024-11-08T01:18:34.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630172,93.38042049934296,47.794117647058826,1610612741,23,16,2024-11-08T01:40:24Z,610000,False,-11.0,10.0,1,right,P. Williams running reverse Layup (8 PTS) (A. Dosunmu 1 AST),"[1630172, 1630245]",1610612741.0,CHI,running reverse,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,,8.0,A. Dosunmu,1630245.0,1.0,,,
63,PT05M33.00S,2024-11-08T01:18:51.2Z,1,REGULAR,2pt,Jump Shot,[],1630162,22.158344283837057,31.127450980392158,1610612750,23,16,2024-11-08T01:18:59Z,630000,False,94.0,156.0,1,left,MISS A. Edwards 18' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,18.22,Missed,,,,,,,,,,,,,,,,,,
64,PT05M30.00S,2024-11-08T01:18:54.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,23,16,2024-11-08T01:18:59Z,640000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,
65,PT05M19.00S,2024-11-08T01:19:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629632,62.76281208935611,31.61764705882353,1610612741,23,16,2024-11-08T01:19:09Z,650000,False,-92.0,298.0,1,right,MISS C. White 31' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,31.14,Missed,,,,,,,,,,,,,,,,,,
66,PT05M16.00S,2024-11-08T01:19:08.7Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,23,16,2024-11-08T01:19:09Z,660000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,
67,PT05M04.00S,2024-11-08T01:19:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,8.754927726675426,40.931372549019606,1610612750,23,18,2024-11-08T01:19:22Z,670000,False,45.0,30.0,1,left,A. Edwards driving floating Jump Shot (5 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.42,Made,,,,,,,,,,,,5.0,,,,,,
68,PT04M55.00S,2024-11-08T01:19:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.7562417871222,21.323529411764707,1610612741,26,18,2024-11-08T01:20:20Z,680000,False,-143.0,251.0,1,right,C. White 28' 3PT  (6 PTS) (J. Giddey 5 AST),"[1629632, 1630581]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.87,Made,,,,,,,,,,,,6.0,J. Giddey,1630581.0,5.0,,,
70,PT04M41.00S,2024-11-08T01:19:43.2Z,1,REGULAR,3pt,Jump Shot,[],203944,32.53942181340342,42.40196078431372,1610612750,26,21,2024-11-08T01:19:48Z,700000,False,38.0,253.0,1,left,J. Randle 25' 3PT  (5 PTS) (M. Conley 3 AST),"[203944, 201144]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.62,Made,,,,,,,,,,,,5.0,M. Conley,201144.0,3.0,,,
72,PT04M40.00S,2024-11-08T01:19:49.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,26,21,2024-11-08T01:19:49Z,720000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,26,21,2024-11-08T01:22:55Z,730000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,out,[],202696,,,1610612741,26,21,2024-11-08T01:22:55Z,740000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,26,21,2024-11-08T01:22:55Z,750000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,out,[],203497,,,1610612741,26,21,2024-11-08T01:22:55Z,760000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,out,[],201144,,,1610612741,26,21,2024-11-08T01:22:55Z,770000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,in,[],1630188,,,1610612741,26,21,2024-11-08T01:22:55Z,780000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,26,21,2024-11-08T01:22:55Z,790000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,26,21,2024-11-08T01:22:55Z,800000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612741,26,21,2024-11-08T01:22:55Z,810000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M40.00S,2024-11-08T01:22:28.5Z,1,REGULAR,substitution,in,[],1628978,,,1610612741,26,21,2024-11-08T01:22:55Z,820000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M20.00S,2024-11-08T01:23:11.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630245,94.43166885676742,48.77450980392157,1610612741,28,21,2024-11-08T01:23:15Z,830000,False,-6.0,0.0,1,right,A. Dosunmu driving DUNK (2 PTS) (J. Giddey 6 AST),"[1630245, 1630581]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,,2.0,J. Giddey,1630581.0,6.0,,,
85,PT04M00.00S,2024-11-08T01:23:31.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,7.30946123521682,56.86274509803921,1610612750,28,21,2024-11-08T01:23:35Z,850000,False,-34.0,16.0,1,left,MISS J. Randle turnaround Hook,[203944],1610612750.0,MIN,turnaround,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
86,PT03M58.00S,2024-11-08T01:23:33.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,28,21,2024-11-08T01:23:35Z,860000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,
87,PT03M53.00S,2024-11-08T01:23:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,92.06636005256242,51.9607843137255,1610612741,28,21,2024-11-08T01:23:50Z,870000,False,10.0,22.0,1,right,MISS J. Giddey running Layup,[1630581],1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.42,Missed,,,,,,,,,,,,,,,,,,
88,PT03M51.00S,2024-11-08T01:23:40.3Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612741,28,21,2024-11-08T01:23:40Z,880000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,
89,PT03M49.00S,2024-11-08T01:23:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641824,71.04139290407359,22.30392156862745,1610612741,28,21,2024-11-08T01:23:53Z,890000,False,-138.0,220.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
90,PT03M46.00S,2024-11-08T01:23:44.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,28,21,2024-11-08T01:23:53Z,900000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,
