actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
91,PT04M30.00S,2021-11-03T23:25:36.0Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,20,12,2021-11-03T23:25:38Z,910000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,90.0,,,,,1.0,1.0,0.0,,,,,,,,,
92,PT04M22.00S,2021-11-03T23:25:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.19776609724047,54.41176470588235,1610612754,22,12,2021-11-03T23:25:47Z,920000,22.0,21.0,1,right,M. Brogdon driving Layup (5 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,3.03,Made,,,,5.0,,,,,,,,,,,,,,,
93,PT04M08.00S,2021-11-03T23:25:58.4Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,22,12,2021-11-03T23:26:01Z,930000,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1628470]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,1.0,Craig,1628470.0,
94,PT04M08.00S,2021-11-03T23:25:58.4Z,1,REGULAR,steal,,[],1628470,,,1610612754,22,12,2021-11-03T23:26:00Z,940000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2021-11-03T23:26:04.5Z,1,REGULAR,foul,personal,[],1629628,,,1610612754,22,12,2021-11-03T23:26:11Z,950000,,,0,,R. Barrett take personal FOUL (1 PF),"[1629628, 1627763]",1610612752.0,NYK,take,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Brogdon,1627763.0,,,,
97,PT04M08.00S,2021-11-03T23:26:10.3Z,1,REGULAR,substitution,out,[],202689,,,1610612754,22,12,2021-11-03T23:26:17Z,970000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M08.00S,2021-11-03T23:26:10.3Z,1,REGULAR,substitution,out,[],1629011,,,1610612754,22,12,2021-11-03T23:26:17Z,980000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2021-11-03T23:26:10.3Z,1,REGULAR,substitution,in,[],203457,,,1610612754,22,12,2021-11-03T23:26:17Z,990000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M08.00S,2021-11-03T23:26:10.3Z,1,REGULAR,substitution,in,[],201565,,,1610612754,22,12,2021-11-03T23:26:17Z,1000000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2021-11-03T23:26:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,79.84559789750328,91.66666666666666,1610612754,22,12,2021-11-03T23:27:13Z,1010000,208.0,137.0,1,right,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M50.00S,2021-11-03T23:26:49.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,22,12,2021-11-03T23:27:13Z,1020000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,101.0,,,,,3.0,2.0,1.0,,,,,,,,,
103,PT03M34.00S,2021-11-03T23:27:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203095,11.12023653088042,45.588235294117645,1610612752,22,14,2021-11-03T23:27:16Z,1030000,22.0,52.0,1,left,E. Fournier driving Layup (5 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,5.65,Made,,,,5.0,J. Randle,203944.0,3.0,,,,,,,,,,,,
105,PT03M20.00S,2021-11-03T23:27:18.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.70499342969777,59.80392156862745,1610612754,22,14,2021-11-03T23:27:23Z,1050000,49.0,260.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2021-11-03T23:27:23.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,22,14,2021-11-03T23:27:23Z,1060000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,105.0,,,,,4.0,3.0,1.0,,,,,,,,,
107,PT03M11.00S,2021-11-03T23:27:31.6Z,1,REGULAR,foul,personal,['2freethrow'],204456,,,1610612752,22,14,2021-11-03T23:27:39Z,1070000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Rose 2 FT),"[204456, 201565]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Rose,201565.0,,,,
109,PT03M11.00S,2021-11-03T23:28:04.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201565,,,1610612752,22,15,2021-11-03T23:28:04Z,1090000,,,0,,D. Rose Free Throw 1 of 2 (1 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,1.0,,,,,,,,,,,,,,,
110,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,out,[],1627763,,,1610612752,22,15,2021-11-03T23:28:16Z,1100000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612752,22,15,2021-11-03T23:28:16Z,1110000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,out,[],203095,,,1610612752,22,15,2021-11-03T23:28:16Z,1120000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,in,[],1630537,,,1610612752,22,15,2021-11-03T23:28:16Z,1130000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,in,[],1627734,,,1610612752,22,15,2021-11-03T23:28:16Z,1140000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2021-11-03T23:28:05.6Z,1,REGULAR,substitution,in,[],202692,,,1610612752,22,15,2021-11-03T23:28:16Z,1150000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2021-11-03T23:28:34.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201565,,,1610612752,22,16,2021-11-03T23:28:34Z,1160000,,,0,,D. Rose Free Throw 2 of 2 (2 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,2.0,,,,,,,,,,,,,,,
117,PT03M02.00S,2021-11-03T23:28:46.1Z,1,REGULAR,3pt,Jump Shot,[],203200,92.85479632063075,96.32352941176471,1610612754,22,16,2021-11-03T23:28:53Z,1170000,232.0,15.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2021-11-03T23:28:52.1Z,1,REGULAR,rebound,defensive,[],201565,,,1610612752,22,16,2021-11-03T23:30:09Z,1180000,,,0,,D. Rose REBOUND (Off:0 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,117.0,,,,,1.0,1.0,0.0,,,,,,,,,
119,PT02M54.00S,2021-11-03T23:28:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201565,8.229303547963205,49.754901960784316,1610612752,22,16,2021-11-03T23:29:00Z,1190000,1.0,25.0,1,left,MISS D. Rose running finger roll Layup,[201565],1610612752.0,NYK,running finger roll,,,Rose,D. Rose,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2021-11-03T23:28:58.2Z,1,REGULAR,rebound,offensive,[],203457,,,1610612752,22,16,2021-11-03T23:29:00Z,1200000,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,119.0,,,,,1.0,0.0,1.0,,,,,,,,,
121,PT02M49.00S,2021-11-03T23:28:58.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203457,5.590000152587891,50.0,1610612752,22,16,2021-11-03T23:29:01Z,1210000,0.0,0.0,1,left,MISS N. Noel tip Layup,[203457],1610612752.0,NYK,tip,,,Noel,N. Noel,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M49.00S,2021-11-03T23:28:58.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,22,16,2021-11-03T23:29:01Z,1220000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,121.0,,,,,1.0,1.0,0.0,,,,,,,,,
123,PT02M40.00S,2021-11-03T23:29:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,91.80354796320631,45.588235294117645,1610612754,24,16,2021-11-03T23:29:15Z,1230000,-22.0,25.0,1,right,C. Duarte driving Layup (5 PTS) (T. Craig 1 AST),"[1630537, 1628470]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,3.3,Made,,,,5.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,
125,PT02M23.00S,2021-11-03T23:29:23.8Z,1,REGULAR,3pt,Jump Shot,[],202692,6.389618922470433,97.79411764705883,1610612752,24,16,2021-11-03T23:29:31Z,1250000,-239.0,8.0,1,left,MISS A. Burks pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,23.91,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M21.00S,2021-11-03T23:29:25.8Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,24,16,2021-11-03T23:29:28Z,1260000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,125.0,,,,,1.0,1.0,0.0,,,,,,,,,
127,PT02M14.00S,2021-11-03T23:29:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.9060446780552,46.81372549019608,1610612754,26,16,2021-11-03T23:29:38Z,1270000,-16.0,5.0,1,right,D. Sabonis Layup (5 PTS) (T. McConnell 2 AST),"[1627734, 204456]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.66,Made,,,,5.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,
129,PT02M02.00S,2021-11-03T23:29:49.1Z,1,REGULAR,foul,personal,[],1628470,,,1610612752,26,16,2021-11-03T23:29:58Z,1290000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 203944]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Randle,203944.0,,,,
131,PT01M55.00S,2021-11-03T23:30:22.8Z,1,REGULAR,3pt,Jump Shot,[],203944,32.14520367936925,30.88235294117647,1610612752,26,16,2021-11-03T23:30:27Z,1310000,96.0,250.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M52.00S,2021-11-03T23:30:25.8Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,26,16,2021-11-03T23:30:27Z,1320000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,131.0,,,,,1.0,1.0,0.0,,,,,,,,,
133,PT01M47.00S,2021-11-03T23:30:30.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628470,92.9862023653088,3.1862745098039214,1610612754,29,16,2021-11-03T23:30:35Z,1330000,-234.0,13.0,1,right,T. Craig 3PT  (6 PTS) (T. McConnell 3 AST),"[1628470, 204456]",1610612754.0,IND,,,,Craig,T. Craig,,,,,23.45,Made,,,,6.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,
135,PT01M33.00S,2021-11-03T23:30:44.7Z,1,REGULAR,turnover,bad pass,[],201565,,,1610612752,29,16,2021-11-03T23:30:47Z,1350000,,,0,,D. Rose bad pass TURNOVER (1 TO),"[201565, 1630537]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,1.0,Duarte,1630537.0,
136,PT01M33.00S,2021-11-03T23:30:44.7Z,1,REGULAR,steal,,[],1630537,,,1610612754,29,16,2021-11-03T23:30:46Z,1360000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M29.00S,2021-11-03T23:30:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628470,94.03745072273325,51.9607843137255,1610612754,31,16,2021-11-03T23:30:54Z,1370000,10.0,4.0,1,right,T. Craig running finger roll Layup (8 PTS) (C. Duarte 1 AST),"[1628470, 1630537]",1610612754.0,IND,running finger roll,,,Craig,T. Craig,,,,,1.04,Made,,,,8.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,
139,PT01M21.00S,2021-11-03T23:30:59.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,31,16,2021-11-03T23:30:59Z,1390000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M21.00S,2021-11-03T23:32:18.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,31,16,2021-11-03T23:32:28Z,1400000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M21.00S,2021-11-03T23:32:18.3Z,1,REGULAR,substitution,out,[],203944,,,1610612752,31,16,2021-11-03T23:32:28Z,1410000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M21.00S,2021-11-03T23:32:18.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,31,16,2021-11-03T23:32:28Z,1420000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M21.00S,2021-11-03T23:32:18.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,31,16,2021-11-03T23:32:28Z,1430000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M15.00S,2021-11-03T23:32:44.6Z,1,REGULAR,foul,personal,[],1628470,,,1610612752,31,16,2021-11-03T23:32:48Z,1440000,,,0,,T. Craig personal FOUL (2 PF),"[1628470, 203457]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Noel,203457.0,,,,
146,PT01M07.00S,2021-11-03T23:33:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,9.017739816031538,63.23529411764706,1610612752,31,18,2021-11-03T23:33:12Z,1460000,-66.0,32.0,1,left,D. Rose 7' driving floating bank Jump Shot (4 PTS),[201565],1610612752.0,NYK,driving floating bank,,,Rose,D. Rose,,,,,7.37,Made,,,,4.0,,,,,,,,,,,,,,,
147,PT00M57.90S,2021-11-03T23:33:19.7Z,1,REGULAR,foul,personal,[],203457,,,1610612754,31,18,2021-11-03T23:33:29Z,1470000,,,0,,N. Noel personal FOUL (1 PF),"[203457, 1630537]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Duarte,1630537.0,,,,
149,PT00M53.90S,2021-11-03T23:33:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.59198423127464,45.34313725490196,1610612754,31,18,2021-11-03T23:33:53Z,1490000,-23.0,17.0,1,right,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M51.80S,2021-11-03T23:33:50.2Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,31,18,2021-11-03T23:33:53Z,1500000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,149.0,,,,,2.0,1.0,1.0,,,,,,,,,
151,PT00M51.20S,2021-11-03T23:33:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,93.38042049934296,54.41176470588235,1610612754,31,18,2021-11-03T23:34:04Z,1510000,22.0,10.0,1,right,MISS T. Craig tip Layup,[1628470],1610612754.0,IND,tip,,,Craig,T. Craig,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M49.20S,2021-11-03T23:33:52.8Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,31,18,2021-11-03T23:33:52Z,1520000,,,0,,T. Craig REBOUND (Off:2 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,151.0,,,,,3.0,1.0,2.0,,,,,,,,,
153,PT00M48.70S,2021-11-03T23:33:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,93.11760840998686,53.92156862745098,1610612754,31,18,2021-11-03T23:34:08Z,1530000,20.0,12.0,1,right,MISS T. Craig putback Layup,[1628470],1610612754.0,IND,putback,,,Craig,T. Craig,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M47.80S,2021-11-03T23:33:55.1Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,31,18,2021-11-03T23:33:55Z,1540000,,,0,,T. Craig REBOUND (Off:3 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,153.0,,,,,4.0,1.0,3.0,,,,,,,,,
155,PT00M47.80S,2021-11-03T23:33:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,92.59198423127464,51.9607843137255,1610612754,31,18,2021-11-03T23:34:12Z,1550000,10.0,17.0,1,right,MISS T. Craig putback Layup,[1628470],1610612754.0,IND,putback,,,Craig,T. Craig,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M47.80S,2021-11-03T23:33:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,31,18,2021-11-03T23:33:58Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,
157,PT00M47.80S,2021-11-03T23:33:59.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,31,18,2021-11-03T23:33:59Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M47.80S,2021-11-03T23:34:13.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612754,31,18,2021-11-03T23:34:19Z,1580000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M47.80S,2021-11-03T23:34:13.8Z,1,REGULAR,substitution,in,[],1629103,,,1610612754,31,18,2021-11-03T23:34:19Z,1590000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M46.10S,2021-11-03T23:34:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629103,94.1688567674113,44.85294117647059,1610612754,31,18,2021-11-03T23:34:32Z,1600000,-26.0,2.0,1,right,MISS K. Martin cutting Layup - blocked,"[1629103, 203457]",1610612754.0,IND,cutting,,,Martin,K. Martin,,,,,2.58,Missed,Noel,203457.0,,,,,,,,,,,,,,,,,
161,PT00M46.10S,2021-11-03T23:34:27.4Z,1,REGULAR,block,,[],203457,,,1610612754,31,18,2021-11-03T23:34:29Z,1610000,,,0,,N. Noel BLOCK (1 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M43.40S,2021-11-03T23:34:30.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,31,18,2021-11-03T23:34:32Z,1620000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,160.0,,,,,1.0,1.0,0.0,,,,,,,,,
163,PT00M42.00S,2021-11-03T23:34:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,6.521024967148489,53.92156862745098,1610612752,31,20,2021-11-03T23:34:37Z,1630000,-20.0,9.0,1,left,I. Quickley running finger roll Layup (2 PTS) (A. Burks 1 AST),"[1630193, 202692]",1610612752.0,NYK,running finger roll,,,Quickley,I. Quickley,,,,,2.15,Made,,,,2.0,A. Burks,202692.0,1.0,,,,,,,,,,,,
165,PT00M30.00S,2021-11-03T23:34:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,85.49605781865965,45.83333333333333,1610612754,33,20,2021-11-03T23:35:01Z,1650000,-21.0,84.0,1,right,T. McConnell 8' floating Jump Shot (2 PTS),[204456],1610612754.0,IND,floating,,,McConnell,T. McConnell,,,,,8.63,Made,,,,2.0,,,,,,,,,,,,,,,
166,PT00M10.40S,2021-11-03T23:35:14.1Z,1,REGULAR,2pt,Jump Shot,[],201565,8.492115637319317,73.52941176470588,1610612752,33,20,2021-11-03T23:35:19Z,1660000,-118.0,27.0,1,left,MISS D. Rose 12' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,12.07,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M07.20S,2021-11-03T23:35:17.4Z,1,REGULAR,rebound,offensive,[],203457,,,1610612752,33,20,2021-11-03T23:35:17Z,1670000,,,0,,N. Noel REBOUND (Off:2 Def:0),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,166.0,,,,,2.0,0.0,2.0,,,,,,,,,
168,PT00M06.20S,2021-11-03T23:35:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201565,6.389618922470433,53.67647058823529,1610612752,33,22,2021-11-03T23:39:14Z,1680000,-18.0,8.0,1,left,D. Rose reverse Layup (6 PTS) (N. Noel 1 AST),"[201565, 203457]",1610612752.0,NYK,reverse,,,Rose,D. Rose,,,,,1.99,Made,,,,6.0,N. Noel,203457.0,1.0,,,,,,,,,,,,
170,PT00M00.40S,2021-11-03T23:35:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630537,63.6826544021025,50.245098039215684,1610612754,36,22,2021-11-03T23:35:35Z,1700000,1.0,289.0,1,right,C. Duarte 28' 3PT pullup (8 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,28.89,Made,,,,8.0,,,,,,,,,,,,,,,
171,PT00M00.00S,2021-11-03T23:35:31.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612752,36,22,2021-11-03T23:36:08Z,1710000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,End Period - Good Basket
172,PT00M00.00S,2021-11-03T23:36:12.0Z,1,REGULAR,period,end,[],0,,,1610612752,36,22,2021-11-03T23:36:12Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-03T23:37:24.0Z,2,REGULAR,substitution,out,['startperiod'],1630537,,,1610612752,36,22,2021-11-03T23:37:56Z,1730000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-11-03T23:37:24.0Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612752,36,22,2021-11-03T23:37:56Z,1740000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-11-03T23:38:04.6Z,2,REGULAR,period,start,[],0,,,1610612752,36,22,2021-11-03T23:38:04Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M43.00S,2021-11-03T23:38:21.3Z,2,REGULAR,2pt,Jump Shot,[],1630193,11.251642575558476,27.450980392156865,1610612752,36,22,2021-11-03T23:38:26Z,1760000,113.0,53.0,1,left,MISS I. Quickley 12' driving floating bank Shot,[1630193],1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,12.47,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M40.00S,2021-11-03T23:38:24.3Z,2,REGULAR,rebound,offensive,[],203457,,,1610612752,36,22,2021-11-03T23:38:26Z,1770000,,,0,,N. Noel REBOUND (Off:3 Def:0),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,176.0,,,,,3.0,0.0,3.0,,,,,,,,,
178,PT11M36.00S,2021-11-03T23:38:27.7Z,2,REGULAR,turnover,bad pass,[],202692,,,1610612752,36,22,2021-11-03T23:38:33Z,1780000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1627747]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,
179,PT11M36.00S,2021-11-03T23:38:27.7Z,2,REGULAR,steal,,[],1627747,,,1610612754,36,22,2021-11-03T23:38:30Z,1790000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
