actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
545,PT09M08.00S,2022-02-28T00:00:45.2Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,95,86,2022-02-28T00:00:46Z,5340000,,,0,,J. Smith REBOUND (Off:3 Def:7),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,544.0,10.0,7.0,3.0,,,,,,,,,,,,,,
546,PT09M05.00S,2022-02-28T00:00:48.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627741,93.11760840998686,9.803921568627452,1610612754,97,86,2022-02-28T00:00:52Z,5350000,-201.0,12.0,1,right,B. Hield 20' pullup Jump Shot (10 PTS) (J. Smith 1 AST),"[1627741, 1630188]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,20.14,Made,,,,,10.0,J. Smith,1630188.0,1.0,,,,,,,,,,
548,PT08M54.00S,2022-02-28T00:00:59.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,5.995400788436268,51.225490196078425,1610612738,97,88,2022-02-28T00:01:25Z,5370000,-6.0,4.0,1,left,J. Tatum cutting DUNK (21 PTS) (R. Williams III 3 AST),"[1628369, 1629057]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,0.72,Made,,,,,21.0,R. Williams III,1629057.0,3.0,,,,,,,,,,
550,PT08M54.00S,2022-02-28T00:01:03.9Z,4,REGULAR,foul,personal,['1freethrow'],1630613,,,1610612738,97,88,2022-02-28T00:01:26Z,5390000,,,0,,D. Washington Jr. shooting personal FOUL (2 PF) (Tatum 1 FT),"[1630613, 1628369]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,,,,,
552,PT08M54.00S,2022-02-28T00:01:36.4Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,97,89,2022-02-28T00:01:36Z,5410000,,,0,,J. Tatum Free Throw 1 of 1 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
553,PT08M38.00S,2022-02-28T00:01:56.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612754,97,89,2022-02-28T00:02:02Z,5420000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1630543]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201640.0,2.0,1.0,Jackson,1630543.0,,,,,
555,PT08M32.00S,2022-02-28T00:02:29.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,92.59198423127464,50.0,1610612754,99,89,2022-02-28T00:02:35Z,5440000,0.0,17.0,1,right,I. Jackson cutting DUNK (9 PTS) (T. Haliburton 7 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,1.71,Made,,,,,9.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,
557,PT08M14.00S,2022-02-28T00:02:46.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.04927726675427,83.82352941176471,1610612738,99,92,2022-02-28T00:02:51Z,5460000,-169.0,183.0,1,left,J. Brown 24' 3PT  (23 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.92,Made,,,,,23.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
559,PT07M45.00S,2022-02-28T00:03:16.3Z,4,REGULAR,3pt,Jump Shot,[],1627741,68.41327201051249,42.40196078431372,1610612754,102,92,2022-02-28T00:03:59Z,5480000,-38.0,244.0,1,right,B. Hield 24' 3PT pullup (13 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,24.73,Made,,,,,13.0,,,,,,,,,,,,,
560,PT07M31.00S,2022-02-28T00:03:30.8Z,4,REGULAR,turnover,bad pass,[],1629057,,,1610612738,102,92,2022-02-28T00:03:33Z,5490000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1627741]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1.0,,,Hield,1627741.0
561,PT07M31.00S,2022-02-28T00:03:30.8Z,4,REGULAR,steal,,[],1627741,,,1610612754,102,92,2022-02-28T00:03:32Z,5500000,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
562,PT07M27.00S,2022-02-28T00:03:34.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,93.9060446780552,45.83333333333333,1610612754,104,92,2022-02-28T00:03:39Z,5510000,-21.0,5.0,1,right,B. Hield running Layup (15 PTS) (T. Haliburton 8 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,2.13,Made,,,,,15.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,
564,PT07M27.00S,2022-02-28T00:03:41.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,104,92,2022-02-28T00:03:41Z,5530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M27.00S,2022-02-28T00:06:14.5Z,4,REGULAR,substitution,out,[],1630169,,,1610612738,104,92,2022-02-28T00:06:33Z,5540000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M27.00S,2022-02-28T00:06:14.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,104,92,2022-02-28T00:06:33Z,5550000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M27.00S,2022-02-28T00:06:14.5Z,4,REGULAR,substitution,in,[],1630537,,,1610612738,104,92,2022-02-28T00:06:33Z,5560000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M27.00S,2022-02-28T00:06:14.5Z,4,REGULAR,substitution,in,[],203935,,,1610612738,104,92,2022-02-28T00:06:33Z,5570000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M16.00S,2022-02-28T00:06:47.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,31.225361366622867,69.85294117647058,1610612738,104,92,2022-02-28T00:06:53Z,5580000,-99.0,241.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
570,PT07M13.00S,2022-02-28T00:06:50.9Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,104,92,2022-02-28T00:06:50Z,5590000,,,0,,R. Williams III REBOUND (Off:7 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,569.0,11.0,4.0,7.0,,,,,,,,,,,,,,
571,PT07M09.00S,2022-02-28T00:06:54.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,31.225361366622867,33.82352941176471,1610612738,104,92,2022-02-28T00:06:58Z,5600000,81.0,241.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
572,PT07M05.00S,2022-02-28T00:06:58.2Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,104,92,2022-02-28T00:06:58Z,5610000,,,0,,P. Pritchard REBOUND (Off:2 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,571.0,5.0,3.0,2.0,,,,,,,,,,,,,,
573,PT07M01.00S,2022-02-28T00:07:01.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,5.995400788436268,4.166666666666666,1610612738,104,92,2022-02-28T00:07:06Z,5620000,229.0,4.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,
574,PT06M57.00S,2022-02-28T00:07:05.6Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,104,92,2022-02-28T00:07:06Z,5630000,,,0,,C. Duarte REBOUND (Off:1 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,573.0,3.0,2.0,1.0,,,,,,,,,,,,,,
575,PT06M39.00S,2022-02-28T00:07:23.5Z,4,REGULAR,3pt,Jump Shot,[],1630188,78.9257555847569,6.372549019607843,1610612754,107,92,2022-02-28T00:07:27Z,5640000,-218.0,146.0,1,right,J. Smith 26' 3PT  (9 PTS) (D. Washington Jr. 1 AST),"[1630188, 1630613]",1610612754.0,IND,,,,Smith,J. Smith,,,,,26.22,Made,,,,,9.0,D. Washington Jr.,1630613.0,1.0,,,,,,,,,,
577,PT06M22.00S,2022-02-28T00:07:40.9Z,4,REGULAR,3pt,Jump Shot,[],1630202,9.149145860709593,1.715686274509804,1610612738,107,95,2022-02-28T00:07:44Z,5660000,241.0,34.0,1,left,P. Pritchard 24' 3PT  (11 PTS) (J. Brown 7 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.37,Made,,,,,11.0,J. Brown,1627759.0,7.0,,,,,,,,,,
579,PT05M52.00S,2022-02-28T00:08:11.7Z,4,REGULAR,2pt,Jump Shot,[],1630537,88.78120893561103,75.73529411764706,1610612754,107,95,2022-02-28T00:08:16Z,5680000,129.0,53.0,1,right,MISS C. Duarte 13' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,13.92,Missed,,,,,,,,,,,,,,,,,,
580,PT05M47.00S,2022-02-28T00:08:16.7Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,107,95,2022-02-28T00:08:21Z,5690000,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,579.0,4.0,2.0,2.0,,,,,,,,,,,,,,
581,PT05M47.00S,2022-02-28T00:08:15.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630543,94.40999984741211,50.0,1610612754,109,95,2022-02-28T00:08:24Z,5700000,0.0,0.0,1,right,I. Jackson tip Layup (11 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,
582,PT05M35.00S,2022-02-28T00:08:27.5Z,4,REGULAR,2pt,Jump Shot,[],203935,11.777266754270697,25.98039215686275,1610612738,109,97,2022-02-28T00:08:32Z,5710000,120.0,58.0,1,left,M. Smart 13' driving floating bank Jump Shot (13 PTS) (J. Brown 8 AST),"[203935, 1627759]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,13.35,Made,,,,,13.0,J. Brown,1627759.0,8.0,,,,,,,,,,
584,PT05M16.00S,2022-02-28T00:08:46.5Z,4,REGULAR,3pt,Jump Shot,[],1630188,90.48948751642575,3.9215686274509802,1610612754,112,97,2022-02-28T00:08:50Z,5730000,-230.0,37.0,1,right,J. Smith 3PT  (12 PTS) (D. Washington Jr. 2 AST),"[1630188, 1630613]",1610612754.0,IND,,,,Smith,J. Smith,,,,,23.33,Made,,,,,12.0,D. Washington Jr.,1630613.0,2.0,,,,,,,,,,
586,PT05M03.00S,2022-02-28T00:09:03.0Z,4,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612738,112,97,2022-02-28T00:09:13Z,5750000,,,0,,I. Jackson shooting personal FOUL (4 PF) (Tatum 2 FT),"[1630543, 1628369]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,,,,,,,,,,,1155.0,4.0,0.0,Tatum,1628369.0,,,,,
588,PT05M03.00S,2022-02-28T00:09:24.1Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,112,98,2022-02-28T00:09:24Z,5770000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
589,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,out,[],1630613,,,1610612738,112,98,2022-02-28T00:09:35Z,5780000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,out,[],1630543,,,1610612738,112,98,2022-02-28T00:09:35Z,5790000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,112,98,2022-02-28T00:09:35Z,5800000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,in,[],1630169,,,1610612738,112,98,2022-02-28T00:09:35Z,5810000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,in,[],1629052,,,1610612738,112,98,2022-02-28T00:09:35Z,5820000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M03.00S,2022-02-28T00:09:25.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,112,98,2022-02-28T00:09:35Z,5830000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
595,PT05M03.00S,2022-02-28T00:09:46.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,112,99,2022-02-28T00:09:46Z,5840000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
596,PT04M50.00S,2022-02-28T00:10:03.3Z,4,REGULAR,2pt,Jump Shot,[],1627741,81.02825229960578,24.264705882352942,1610612754,114,99,2022-02-28T00:10:08Z,5850000,-129.0,126.0,1,right,B. Hield 18' step back Jump Shot (17 PTS),[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,18.0,Made,,,,,17.0,,,,,,,,,,,,,
597,PT04M41.00S,2022-02-28T00:10:14.0Z,4,REGULAR,turnover,traveling,[],1627759,,,1610612738,114,99,2022-02-28T00:10:19Z,5860000,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,201640.0,,,,,2.0,,,,
598,PT04M18.00S,2022-02-28T00:10:47.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,93.51182654402102,54.65686274509803,1610612754,116,99,2022-02-28T00:10:54Z,5870000,23.0,8.0,1,right,T. Haliburton driving finger roll Layup (20 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,2.48,Made,,,,,20.0,,,,,,,,,,,,,
599,PT04M12.00S,2022-02-28T00:10:58.0Z,4,REGULAR,foul,personal,[],1630169,,,1610612738,116,99,2022-02-28T00:11:08Z,5880000,,,0,,T. Haliburton take personal FOUL (1 PF),"[1630169, 203935]",1610612754.0,IND,take,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1155.0,1.0,0.0,Smart,203935.0,,,,,
601,PT04M07.00S,2022-02-28T00:11:27.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629052,,,1610612738,116,99,2022-02-28T00:11:32Z,5900000,,,0,,O. Brissett personal FOUL (2 PF) (Williams 2 FT),"[1629052, 1629684]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Williams,1629684.0,,,,,
603,PT04M07.00S,2022-02-28T00:11:49.1Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,116,100,2022-02-28T00:11:49Z,5920000,,,0,,G. Williams Free Throw 1 of 2 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
604,PT04M07.00S,2022-02-28T00:12:11.9Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,116,101,2022-02-28T00:12:11Z,5930000,,,0,,G. Williams Free Throw 2 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
605,PT03M51.00S,2022-02-28T00:12:31.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,94.1688567674113,47.05882352941176,1610612754,118,101,2022-02-28T00:12:34Z,5940000,-15.0,2.0,1,right,O. Brissett cutting Layup (27 PTS) (T. Haliburton 9 AST),"[1629052, 1630169]",1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,1.49,Made,,,,,27.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,
607,PT03M46.00S,2022-02-28T00:12:35.4Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,118,101,2022-02-28T00:12:39Z,5960000,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 1630537]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,2.0,,,Duarte,1630537.0
608,PT03M46.00S,2022-02-28T00:12:35.4Z,4,REGULAR,steal,,[],1630537,,,1610612754,118,101,2022-02-28T00:12:37Z,5970000,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M44.00S,2022-02-28T00:12:37.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,92.85479632063075,49.50980392156863,1610612754,120,101,2022-02-28T00:12:44Z,5980000,-2.0,15.0,1,right,C. Duarte finger roll Layup (11 PTS),[1630537],1610612754.0,IND,finger roll,,,Duarte,C. Duarte,,,,,1.49,Made,,,,,11.0,,,,,,,,,,,,,
610,PT03M30.00S,2022-02-28T00:12:52.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,31.882391590013142,55.392156862745104,1610612738,120,104,2022-02-28T00:12:57Z,5990000,-27.0,247.0,1,left,P. Pritchard 24' 3PT step back (14 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,24.87,Made,,,,,14.0,,,,,,,,,,,,,
611,PT03M09.00S,2022-02-28T00:13:12.2Z,4,REGULAR,3pt,Jump Shot,[],1630169,67.36202365308804,45.34313725490196,1610612754,120,104,2022-02-28T00:13:17Z,6000000,-23.0,254.0,1,right,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
612,PT03M07.00S,2022-02-28T00:13:14.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,120,104,2022-02-28T00:13:17Z,6010000,,,0,,P. Pritchard REBOUND (Off:2 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,611.0,6.0,4.0,2.0,,,,,,,,,,,,,,
613,PT02M59.00S,2022-02-28T00:13:23.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,7.30946123521682,95.34313725490196,1610612738,120,104,2022-02-28T00:13:29Z,6020000,-227.0,16.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,
614,PT02M55.00S,2022-02-28T00:13:27.7Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,120,104,2022-02-28T00:13:29Z,6030000,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,613.0,4.0,4.0,0.0,,,,,,,,,,,,,,
615,PT02M54.00S,2022-02-28T00:13:39.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,120,104,2022-02-28T00:14:01Z,6040000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M54.00S,2022-02-28T00:15:31.9Z,4,REGULAR,foul,technical,['1freethrow'],203935,,,1610612754,120,104,2022-02-28T00:15:55Z,6050000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,0.0,1.0,,,,,,,
617,PT02M54.00S,2022-02-28T00:16:02.2Z,4,REGULAR,foul,technical,['1freethrow'],203152,,,1610612754,120,104,2022-02-28T00:16:17Z,6060000,,,0,,TEAM foul technical,[203152],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,
618,PT02M54.00S,2022-02-28T00:16:53.9Z,4,REGULAR,freethrow,1 of 1,[],1627741,,,1610612754,121,104,2022-02-28T00:16:53Z,6070000,,,0,,B. Hield technical Free Throw 1 of 1 (18 PTS),[1627741],1610612754.0,IND,technical,,,Hield,B. Hield,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
619,PT02M54.00S,2022-02-28T00:17:03.6Z,4,REGULAR,freethrow,1 of 1,[],1627741,,,1610612754,122,104,2022-02-28T00:17:03Z,6080000,,,0,,B. Hield technical Free Throw 1 of 1 (19 PTS),[1627741],1610612754.0,IND,technical,,,Hield,B. Hield,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
620,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,out,[],1628369,,,1610612754,122,104,2022-02-28T00:17:19Z,6090000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,out,[],1627759,,,1610612754,122,104,2022-02-28T00:17:19Z,6100000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612754,122,104,2022-02-28T00:17:19Z,6110000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,out,[],203935,,,1610612754,122,104,2022-02-28T00:17:19Z,6120000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612754,122,104,2022-02-28T00:17:19Z,6130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,in,[],1629103,,,1610612754,122,104,2022-02-28T00:17:19Z,6140000,,,0,,SUB in: K. Martin,[1629103],1610612738.0,BOS,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,in,[],1630238,,,1610612754,122,104,2022-02-28T00:17:19Z,6150000,,,0,,SUB in: M. Fitts,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,in,[],1630174,,,1610612754,122,104,2022-02-28T00:17:19Z,6160000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612754,122,104,2022-02-28T00:17:19Z,6170000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M54.00S,2022-02-28T00:17:04.5Z,4,REGULAR,substitution,in,[],1628436,,,1610612754,122,104,2022-02-28T00:17:19Z,6180000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
630,PT02M44.00S,2022-02-28T00:17:25.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,80.76544021024968,53.92156862745098,1610612754,122,104,2022-02-28T00:17:44Z,6190000,20.0,128.0,1,right,MISS J. Smith 12' Jump Shot,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,12.98,Missed,,,,,,,,,,,,,,,,,,
631,PT02M38.00S,2022-02-28T00:17:31.3Z,4,REGULAR,rebound,defensive,[],1630238,,,1610612738,122,104,2022-02-28T00:17:48Z,6200000,,,0,,M. Fitts REBOUND (Off:0 Def:1),[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,630.0,1.0,1.0,0.0,,,,,,,,,,,,,,
632,PT02M36.00S,2022-02-28T00:17:33.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,22.158344283837057,88.97058823529412,1610612738,122,104,2022-02-28T00:17:50Z,6210000,-195.0,156.0,1,left,MISS A. Nesmith 24' running pullup 3PT,[1630174],1610612738.0,BOS,running pullup,,,Nesmith,A. Nesmith,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,
633,PT02M33.00S,2022-02-28T00:17:36.2Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,122,104,2022-02-28T00:17:51Z,6220000,,,0,,C. Duarte REBOUND (Off:1 Def:3),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,632.0,4.0,3.0,1.0,,,,,,,,,,,,,,
634,PT02M17.00S,2022-02-28T00:17:51.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,87.20433639947439,47.30392156862745,1610612754,124,104,2022-02-28T00:17:55Z,6230000,-13.0,68.0,1,right,T. Haliburton 6' driving floating Jump Shot (22 PTS) (J. Smith 2 AST),"[1630169, 1630188]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,6.91,Made,,,,,22.0,J. Smith,1630188.0,2.0,,,,,,,,,,
