actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
183,PT10M31.00S,2021-11-25T00:43:40.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",2730,5.590000152587891,50.0,1610612747,37,28,2021-11-25T00:43:40Z,1820000,0.0,0.0,1,left,D. Howard tip DUNK (4 PTS),[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,,,,,0.0,Made,,,,,,,,,4.0,,,,,,
184,PT10M23.00S,2021-11-25T00:43:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,92.06636005256242,35.53921568627451,1610612754,39,28,2021-11-25T00:43:54Z,1830000,-72.0,22.0,1,right,T. McConnell 7' turnaround fadeaway Jump Shot (6 PTS),[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,,,,,7.56,Made,,,,,,,,,6.0,,,,,,
185,PT10M08.00S,2021-11-25T00:44:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.521024967148489,54.90196078431373,1610612747,39,30,2021-11-25T00:44:08Z,1840000,-25.0,9.0,1,left,L. James driving finger roll Layup (7 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,,,,,2.6,Made,,,,,,,,,7.0,,,,,,
186,PT09M52.00S,2021-11-25T00:44:21.4Z,2,REGULAR,2pt,Jump Shot,[],203200,77.4802890932983,68.38235294117648,1610612754,39,30,2021-11-25T00:44:26Z,1850000,92.0,159.0,1,right,MISS J. Holiday 18' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,,,,,18.38,Missed,,,,,,,,,,,,,,,
187,PT09M48.00S,2021-11-25T00:44:25.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,39,30,2021-11-25T00:44:26Z,1860000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
188,PT09M35.00S,2021-11-25T00:44:37.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2730,5.338370565045992,46.32352941176471,1610612747,39,32,2021-11-25T00:44:40Z,1870000,18.0,-2.0,1,left,D. Howard Layup (6 PTS) (R. Westbrook 3 AST),"[2730, 201566]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,1.85,Made,,,,,,,,,6.0,R. Westbrook,201566.0,3.0,,,
190,PT09M19.00S,2021-11-25T00:44:55.9Z,2,REGULAR,foul,personal,[],2730,,,1610612754,39,32,2021-11-25T00:45:02Z,1890000,,,0,,D. Howard personal FOUL (3 PF),"[2730, 1627734]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,1627526.0,,,,,,,3.0,0.0,Sabonis,1627734.0,,,,,,,
192,PT09M19.00S,2021-11-25T00:45:38.3Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612754,39,32,2021-11-25T00:45:38Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M19.00S,2021-11-25T00:46:14.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612754,39,32,2021-11-25T00:47:29Z,1920000,,,0,,,[],,,support,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,Common Foul Upheld,,
194,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,out,[],204456,,,1610612754,39,32,2021-11-25T00:47:24Z,1930000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,out,[],201566,,,1610612754,39,32,2021-11-25T00:47:24Z,1940000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,out,[],2546,,,1610612754,39,32,2021-11-25T00:47:24Z,1950000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,out,[],1628370,,,1610612754,39,32,2021-11-25T00:47:24Z,1960000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,out,[],2730,,,1610612754,39,32,2021-11-25T00:47:24Z,1970000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,39,32,2021-11-25T00:47:24Z,1980000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,in,[],201961,,,1610612754,39,32,2021-11-25T00:47:24Z,1990000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,in,[],1629659,,,1610612754,39,32,2021-11-25T00:47:24Z,2000000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,in,[],201599,,,1610612754,39,32,2021-11-25T00:47:24Z,2010000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M19.00S,2021-11-25T00:47:11.4Z,2,REGULAR,substitution,in,[],202340,,,1610612754,39,32,2021-11-25T00:47:24Z,2020000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M13.00S,2021-11-25T00:47:41.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,67.62483574244416,31.127450980392158,1610612754,39,32,2021-11-25T00:47:47Z,2030000,-94.0,252.0,1,right,MISS M. Brogdon 26' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,26.89,Missed,,,,,,,,,,,,,,,
205,PT09M10.00S,2021-11-25T00:47:44.6Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,39,32,2021-11-25T00:47:47Z,2040000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,,
206,PT09M04.00S,2021-11-25T00:47:50.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629659,5.075558475689881,56.372549019607845,1610612747,39,32,2021-11-25T00:48:02Z,2050000,-32.0,-5.0,1,left,MISS T. Horton-Tucker running reverse Layup,[1629659],1610612747.0,LAL,running reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,3.23,Missed,,,,,,,,,,,,,,,
207,PT09M02.00S,2021-11-25T00:47:52.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,39,32,2021-11-25T00:48:02Z,2060000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,
208,PT08M52.00S,2021-11-25T00:48:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630537,67.62483574244416,49.754901960784316,1610612754,42,32,2021-11-25T00:48:31Z,2070000,-1.0,252.0,1,right,C. Duarte 25' 3PT  (10 PTS) (D. Sabonis 3 AST),"[1630537, 1627734]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,25.18,Made,,,,,,,,,10.0,D. Sabonis,1627734.0,3.0,,,
210,PT08M52.00S,2021-11-25T00:48:07.8Z,2,REGULAR,foul,personal,['1freethrow'],201599,,,1610612754,42,32,2021-11-25T00:48:22Z,2090000,,,0,,D. Jordan loose ball personal FOUL (2 PF) (Sabonis 1 FT),"[201599, 1627734]",1610612747.0,LAL,loose ball,,,Jordan,D. Jordan,,,,,,,,1179.0,,,,,,,2.0,0.0,Sabonis,1627734.0,,,,,,,
212,PT08M52.00S,2021-11-25T00:48:45.9Z,2,REGULAR,freethrow,1 of 1,[],1627734,,,1610612754,43,32,2021-11-25T00:48:45Z,2110000,,,0,,D. Sabonis Free Throw 1 of 1 (7 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,,,,,,,,7.0,,,,,,
213,PT08M45.00S,2021-11-25T00:49:00.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.863994743758213,50.49019607843137,1610612747,43,34,2021-11-25T00:49:04Z,2120000,-2.0,3.0,1,left,D. Jordan alley-oop DUNK (2 PTS) (L. James 3 AST),"[201599, 2544]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,,,,,0.36,Made,,,,,,,,,2.0,L. James,2544.0,3.0,,,
215,PT08M30.00S,2021-11-25T00:49:15.3Z,2,REGULAR,3pt,Jump Shot,[],203200,89.56964520367937,3.1862745098039214,1610612754,43,34,2021-11-25T00:49:19Z,2140000,-234.0,46.0,1,right,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,23.85,Missed,,,,,,,,,,,,,,,
216,PT08M27.00S,2021-11-25T00:49:18.3Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,43,34,2021-11-25T00:49:19Z,2150000,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,215.0,4.0,2.0,2.0,,,,,,,,,,,
217,PT08M21.00S,2021-11-25T00:49:24.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,74.19513797634691,83.08823529411765,1610612754,43,34,2021-11-25T00:49:28Z,2160000,165.0,190.0,1,right,MISS M. Brogdon 25' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,
218,PT08M18.00S,2021-11-25T00:49:27.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,43,34,2021-11-25T00:49:28Z,2170000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,
219,PT08M02.00S,2021-11-25T00:49:42.7Z,2,REGULAR,3pt,Jump Shot,[],201961,20.581471747700395,8.823529411764707,1610612747,43,37,2021-11-25T00:49:47Z,2180000,206.0,141.0,1,left,W. Ellington 24' 3PT  (3 PTS) (T. Horton-Tucker 1 AST),"[201961, 1629659]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,24.96,Made,,,,,,,,,3.0,T. Horton-Tucker,1629659.0,1.0,,,
221,PT07M59.00S,2021-11-25T00:49:49.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,43,37,2021-11-25T00:49:49Z,2200000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M59.00S,2021-11-25T00:52:12.5Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,43,37,2021-11-25T00:52:28Z,2210000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M59.00S,2021-11-25T00:52:12.5Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,43,37,2021-11-25T00:52:28Z,2220000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M46.00S,2021-11-25T00:53:00.8Z,2,REGULAR,3pt,Jump Shot,[],203200,68.41327201051249,60.049019607843135,1610612754,43,37,2021-11-25T00:53:05Z,2230000,50.0,244.0,1,right,MISS J. Holiday 24' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,24.95,Missed,,,,,,,,,,,,,,,
225,PT07M43.00S,2021-11-25T00:53:03.8Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,43,37,2021-11-25T00:53:05Z,2240000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,
226,PT07M36.00S,2021-11-25T00:53:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.966491458607096,46.32352941176471,1610612747,43,39,2021-11-25T00:53:14Z,2250000,18.0,22.0,1,left,L. James driving finger roll Layup (9 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,,,,,2.9,Made,,,,,,,,,9.0,,,,,,
227,PT07M24.00S,2021-11-25T00:53:22.8Z,2,REGULAR,3pt,Jump Shot,[],1627763,66.44218134034165,49.754901960784316,1610612754,46,39,2021-11-25T00:53:27Z,2260000,-1.0,263.0,1,right,M. Brogdon 26' 3PT  (6 PTS) (D. Sabonis 4 AST),"[1627763, 1627734]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,26.29,Made,,,,,,,,,6.0,D. Sabonis,1627734.0,4.0,,,
229,PT07M02.00S,2021-11-25T00:53:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201599,9.411957950065702,46.32352941176471,1610612747,46,39,2021-11-25T00:55:42Z,2280000,18.0,36.0,1,left,MISS D. Jordan pullup Shot,[201599],1610612747.0,LAL,pullup,,,Jordan,D. Jordan,,,,,,,,,4.04,Missed,,,,,,,,,,,,,,,
230,PT07M00.00S,2021-11-25T00:53:45.9Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,46,39,2021-11-25T00:53:49Z,2290000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,229.0,2.0,1.0,1.0,,,,,,,,,,,
231,PT06M52.00S,2021-11-25T00:53:54.3Z,2,REGULAR,3pt,Jump Shot,[],203200,67.49342969776609,39.950980392156865,1610612754,46,39,2021-11-25T00:54:27Z,2300000,-50.0,253.0,1,right,MISS J. Holiday 25' pullup 3PT,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,
232,PT06M49.00S,2021-11-25T00:53:57.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,46,39,2021-11-25T00:54:04Z,2310000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,
233,PT06M49.00S,2021-11-25T00:54:04.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,46,39,2021-11-25T00:54:04Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2021-11-25T00:54:09.4Z,2,REGULAR,substitution,out,[],203200,,,1610612747,46,39,2021-11-25T00:54:11Z,2330000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2021-11-25T00:54:09.4Z,2,REGULAR,substitution,in,[],1630537,,,1610612747,46,39,2021-11-25T00:54:11Z,2340000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M41.00S,2021-11-25T00:54:31.0Z,2,REGULAR,3pt,Jump Shot,[],201961,32.670827858081466,35.78431372549019,1610612747,46,39,2021-11-25T00:54:38Z,2350000,71.0,255.0,1,left,MISS W. Ellington 26' 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,26.43,Missed,,,,,,,,,,,,,,,
237,PT06M38.00S,2021-11-25T00:54:34.8Z,2,REGULAR,rebound,offensive,[],202340,,,1610612747,46,39,2021-11-25T00:54:34Z,2360000,,,0,,A. Bradley REBOUND (Off:1 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,,
238,PT06M27.00S,2021-11-25T00:54:48.8Z,2,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612747,46,39,2021-11-25T00:54:54Z,2370000,,,0,,C. Duarte shooting personal FOUL (2 PF) (James 2 FT),"[1630537, 2544]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,,,,202026.0,,,,,,,2.0,0.0,James,2544.0,,,,,,,
240,PT06M27.00S,2021-11-25T00:55:17.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2544,,,1610612747,46,40,2021-11-25T00:55:49Z,2390000,,,0,,L. James Free Throw 1 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,,,,,,,,,10.0,,,,,,
241,PT06M27.00S,2021-11-25T00:55:18.3Z,2,REGULAR,substitution,out,[],1627734,,,1610612747,46,40,2021-11-25T00:55:24Z,2400000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M27.00S,2021-11-25T00:55:18.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612747,46,40,2021-11-25T00:55:24Z,2410000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2021-11-25T00:55:18.3Z,2,REGULAR,substitution,in,[],1626167,,,1610612747,46,40,2021-11-25T00:55:24Z,2420000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2021-11-25T00:55:18.3Z,2,REGULAR,substitution,in,[],1629103,,,1610612747,46,40,2021-11-25T00:55:24Z,2430000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M27.00S,2021-11-25T00:55:17.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2544,,,1610612747,46,40,2021-11-25T00:55:49Z,2440000,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,,,,,,,,,,,,,,
246,PT06M24.00S,2021-11-25T00:55:20.5Z,2,REGULAR,rebound,defensive,[],1629103,,,1610612754,46,40,2021-11-25T00:55:49Z,2450000,,,0,,K. Martin REBOUND (Off:1 Def:1),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,
247,PT06M16.00S,2021-11-25T00:55:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.38042049934296,53.92156862745098,1610612754,48,40,2021-11-25T00:55:58Z,2460000,20.0,10.0,1,right,M. Brogdon driving finger roll Layup (8 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,,,,,2.19,Made,,,,,,,,,8.0,,,,,,
248,PT06M07.00S,2021-11-25T00:56:04.5Z,2,REGULAR,2pt,Jump Shot,[],2544,14.14257555847569,74.50980392156863,1610612747,48,42,2021-11-25T00:56:10Z,2470000,-123.0,80.0,1,left,L. James 14' fadeaway bank Jump Shot (12 PTS),[2544],1610612747.0,LAL,fadeaway bank,,,James,L. James,,,,,,,,,14.65,Made,,,,,,,,,12.0,,,,,,
249,PT05M45.00S,2021-11-25T00:56:27.4Z,2,REGULAR,2pt,Jump Shot,[],1630537,76.95466491458606,51.71568627450981,1610612754,48,42,2021-11-25T00:56:32Z,2480000,9.0,164.0,1,right,MISS C. Duarte 16' turnaround Shot,[1630537],1610612754.0,IND,turnaround,,,Duarte,C. Duarte,,,,,,,,,16.43,Missed,,,,,,,,,,,,,,,
250,PT05M42.00S,2021-11-25T00:56:30.4Z,2,REGULAR,rebound,defensive,[],201599,,,1610612747,48,42,2021-11-25T00:56:32Z,2490000,,,0,,D. Jordan REBOUND (Off:1 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,249.0,5.0,4.0,1.0,,,,,,,,,,,
251,PT05M20.00S,2021-11-25T00:56:51.8Z,2,REGULAR,2pt,Jump Shot,[],1629659,19.004599211563733,20.34313725490196,1610612747,48,44,2021-11-25T00:56:57Z,2500000,148.0,126.0,1,left,T. Horton-Tucker 19' step back Jump Shot (4 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,19.47,Made,,,,,,,,,4.0,,,,,,
252,PT05M08.00S,2021-11-25T00:57:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,90.22667542706965,47.05882352941176,1610612754,50,44,2021-11-25T00:58:49Z,2510000,-15.0,39.0,1,right,M. Turner cutting finger roll Layup (9 PTS) (C. LeVert 2 AST),"[1626167, 1627747]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,,,,,4.21,Made,,,,,,,,,9.0,C. LeVert,1627747.0,2.0,,,
254,PT05M08.00S,2021-11-25T00:57:08.5Z,2,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612754,50,44,2021-11-25T00:57:19Z,2530000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Turner 1 FT),"[1629659, 1626167]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,1627526.0,,,,,,,1.0,0.0,Turner,1626167.0,,,,,,,
256,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,out,[],1627763,,,1610612754,50,44,2021-11-25T00:58:07Z,2550000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,out,[],1629659,,,1610612754,50,44,2021-11-25T00:58:07Z,2560000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,out,[],2544,,,1610612754,50,44,2021-11-25T00:58:07Z,2570000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,in,[],204456,,,1610612754,50,44,2021-11-25T00:58:07Z,2580000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,in,[],201566,,,1610612754,50,44,2021-11-25T00:58:07Z,2590000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M08.00S,2021-11-25T00:57:20.4Z,2,REGULAR,substitution,in,[],2546,,,1610612754,50,44,2021-11-25T00:58:07Z,2600000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M08.00S,2021-11-25T00:57:43.1Z,2,REGULAR,freethrow,1 of 1,[],1626167,,,1610612754,51,44,2021-11-25T00:57:43Z,2610000,,,0,,M. Turner Free Throw 1 of 1 (10 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,,,,,,,,,10.0,,,,,,
263,PT04M50.00S,2021-11-25T00:58:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2546,6.652431011826544,54.65686274509803,1610612747,51,44,2021-11-25T00:58:08Z,2620000,-23.0,10.0,1,left,MISS C. Anthony Layup,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,2.54,Missed,,,,,,,,,,,,,,,
264,PT04M46.00S,2021-11-25T00:58:06.5Z,2,REGULAR,rebound,offensive,[],201961,,,1610612747,51,44,2021-11-25T00:58:08Z,2630000,,,0,,W. Ellington REBOUND (Off:1 Def:0),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,263.0,1.0,0.0,1.0,,,,,,,,,,,
266,PT04M46.00S,2021-11-25T00:58:08.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2546,7.178055190538765,50.98039215686274,1610612747,51,46,2021-11-25T00:58:14Z,2650000,-5.0,15.0,1,left,C. Anthony Layup (8 PTS) (W. Ellington 1 AST),"[2546, 201961]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,1.58,Made,,,,,,,,,8.0,W. Ellington,201961.0,1.0,,,
268,PT04M46.00S,2021-11-25T00:58:14.9Z,2,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612747,51,46,2021-11-25T00:58:30Z,2670000,,,0,,M. Turner shooting personal FOUL (1 PF) (Anthony 1 FT),"[1626167, 2546]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,1179.0,,,,,,,1.0,0.0,Anthony,2546.0,,,,,,,
270,PT04M46.00S,2021-11-25T00:58:49.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],2546,,,1610612747,51,47,2021-11-25T00:58:49Z,2690000,,,0,,C. Anthony Free Throw 1 of 1 (9 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,Made,,,,,,,,,9.0,,,,,,
271,PT04M28.00S,2021-11-25T00:59:10.0Z,2,REGULAR,3pt,Jump Shot,[],1629103,65.52233902759527,36.76470588235294,1610612754,51,47,2021-11-25T00:59:15Z,2700000,-66.0,272.0,1,right,MISS K. Martin 27' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,27.96,Missed,,,,,,,,,,,,,,,
272,PT04M24.00S,2021-11-25T00:59:14.0Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,51,47,2021-11-25T00:59:15Z,2710000,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,271.0,3.0,2.0,1.0,,,,,,,,,,,
