actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-15T23:10:22.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-15T23:10:22Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-15T23:10:26.0Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612763,0,0,2022-03-15T23:10:26Z,40000,,,0,,Jump Ball S. Adams vs. I. Jackson: Tip to D. Brooks,"[1628415, 203500, 1630543]",1610612763.0,MEM,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Adams,203500.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-15T23:10:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,91.40932982917214,63.725490196078425,1610612763,0,2,2022-03-15T23:10:44Z,70000,69.0,28.0,1,right,S. Adams 7' turnaround bank Jump Shot (2 PTS),[203500],1610612763.0,MEM,turnaround bank,,,Adams,S. Adams,,,,,7.42,Made,2.0,,,,,,,,,,,,,,,,,,
9,PT11M14.00S,2022-03-15T23:11:07.6Z,1,REGULAR,2pt,Jump Shot,[],1629052,26.231931668856767,57.107843137254896,1610612754,2,2,2022-03-15T23:11:13Z,90000,-36.0,194.0,1,left,O. Brissett 19' bank Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1629052, 1630169]",1610612754.0,IND,bank,,,Brissett,O. Brissett,,,,,19.73,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
11,PT11M02.00S,2022-03-15T23:11:20.6Z,1,REGULAR,2pt,Jump Shot,[],1630217,76.16622864651774,51.225490196078425,1610612763,2,2,2022-03-15T23:11:29Z,110000,6.0,172.0,1,right,MISS D. Bane 17' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,17.16,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2022-03-15T23:11:25.6Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,2,2,2022-03-15T23:15:49Z,120000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M51.00S,2022-03-15T23:11:30.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,4.5499342969776615,97.79411764705883,1610612754,2,2,2022-03-15T23:11:35Z,130000,-239.0,-10.0,1,left,MISS T. Haliburton running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2022-03-15T23:11:34.3Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,2,2,2022-03-15T23:11:35Z,140000,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,
15,PT10M47.00S,2022-03-15T23:11:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,5.590000152587891,50.0,1610612754,2,2,2022-03-15T23:11:34Z,150000,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2022-03-15T23:11:34.8Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,2,2022-03-15T23:11:34Z,160000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
