actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
270,PT03M06.00S,2021-11-21T00:54:36.5Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,56,41,2021-11-21T00:54:36Z,2690000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,269.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
271,PT03M06.00S,2021-11-21T00:54:36.5Z,2,REGULAR,turnover,lost ball,[],203107,,,1610612740,56,41,2021-11-21T00:54:39Z,2700000,,,0,,T. Satoransky lost ball TURNOVER (2 TO),"[203107, 1630537]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,2.0,Duarte,1630537.0,,,,,,,,,,,,
272,PT03M06.00S,2021-11-21T00:54:36.5Z,2,REGULAR,steal,,[],1630537,,,1610612754,56,41,2021-11-21T00:54:38Z,2710000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M57.00S,2021-11-21T00:54:49.3Z,2,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,56,41,2021-11-21T00:54:58Z,2720000,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (1 TO),[1627734],1610612754.0,IND,lost ball,,,Sabonis,D. Sabonis,,,,,,,,,,,1.0,,,,,,,,,1628954.0,,,,,
274,PT02M44.00S,2021-11-21T00:55:09.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629637,88.64980289093299,49.01960784313725,1610612740,56,41,2021-11-21T00:55:13Z,2730000,-5.0,54.0,1,right,MISS J. Hayes Hook,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,5.44,Missed,,,,,,,,,,,,,,,,,,,
275,PT02M41.00S,2021-11-21T00:55:12.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,56,41,2021-11-21T00:55:13Z,2740000,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,274.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
276,PT02M34.00S,2021-11-21T00:55:18.4Z,2,REGULAR,3pt,Jump Shot,[],1627747,6.783837056504599,2.696078431372549,1610612754,56,41,2021-11-21T00:55:24Z,2750000,237.0,11.0,1,left,MISS C. LeVert 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M30.00S,2021-11-21T00:55:22.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,56,41,2021-11-21T00:55:24Z,2760000,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
278,PT02M23.00S,2021-11-21T00:55:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,91.93495400788436,46.07843137254902,1610612740,56,41,2021-11-21T00:55:33Z,2770000,-20.0,23.0,1,right,MISS J. Hayes Layup,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M22.00S,2021-11-21T00:55:30.1Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,56,41,2021-11-21T00:55:33Z,2780000,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,278.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
280,PT02M15.00S,2021-11-21T00:55:37.6Z,2,REGULAR,3pt,Jump Shot,[],1627747,31.61957950065703,57.107843137254896,1610612754,56,41,2021-11-21T00:55:43Z,2790000,-36.0,245.0,1,left,MISS C. LeVert 24' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
281,PT02M11.00S,2021-11-21T00:55:41.6Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,56,41,2021-11-21T00:55:43Z,2800000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
282,PT01M50.00S,2021-11-21T00:56:02.8Z,2,REGULAR,2pt,Jump Shot,[],203107,78.79434954007884,32.1078431372549,1610612740,56,41,2021-11-21T00:56:10Z,2810000,-89.0,147.0,1,right,MISS T. Satoransky 17' step back Shot,[203107],1610612740.0,NOP,step back,,,Satoransky,T. Satoransky,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,,
283,PT01M46.00S,2021-11-21T00:56:06.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,56,41,2021-11-21T00:56:10Z,2820000,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,282.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
284,PT01M37.00S,2021-11-21T00:56:15.5Z,2,REGULAR,turnover,lost ball,[],1627763,,,1610612754,56,41,2021-11-21T00:56:19Z,2830000,,,0,,M. Brogdon lost ball TURNOVER (1 TO),"[1627763, 1630530]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,,,,,,,,
285,PT01M37.00S,2021-11-21T00:56:15.5Z,2,REGULAR,steal,,[],1630530,,,1610612740,56,41,2021-11-21T00:56:17Z,2840000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M33.00S,2021-11-21T00:56:22.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612740,56,41,2021-11-21T00:56:31Z,2850000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1627734, 1630530]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Murphy III,1630530.0,
288,PT01M33.00S,2021-11-21T00:57:03.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630530,,,1610612740,56,42,2021-11-21T00:57:03Z,2870000,,,0,,T. Murphy III Free Throw 1 of 2 (1 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
289,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,out,[],1627734,,,1610612740,56,42,2021-11-21T00:57:18Z,2880000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,out,[],1627747,,,1610612740,56,42,2021-11-21T00:57:18Z,2890000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,56,42,2021-11-21T00:57:18Z,2900000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,in,[],203200,,,1610612740,56,42,2021-11-21T00:57:18Z,2910000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612740,56,42,2021-11-21T00:57:18Z,2920000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M33.00S,2021-11-21T00:57:03.9Z,2,REGULAR,substitution,in,[],202685,,,1610612740,56,42,2021-11-21T00:57:18Z,2930000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M33.00S,2021-11-21T00:57:21.8Z,2,REGULAR,substitution,out,[],1629103,,,1610612740,56,42,2021-11-21T00:57:25Z,2940000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M33.00S,2021-11-21T00:57:21.8Z,2,REGULAR,substitution,in,[],204456,,,1610612740,56,42,2021-11-21T00:57:25Z,2950000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M33.00S,2021-11-21T00:57:40.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630530,,,1610612740,56,43,2021-11-21T00:57:40Z,2960000,,,0,,T. Murphy III Free Throw 2 of 2 (2 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
298,PT01M13.00S,2021-11-21T00:58:00.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,8.754927726675426,50.49019607843137,1610612754,58,43,2021-11-21T00:58:08Z,2970000,-2.0,30.0,1,left,M. Turner turnaround bank Hook (7 PTS) (M. Brogdon 2 AST),"[1626167, 1627763]",1610612754.0,IND,turnaround bank,,,Turner,M. Turner,,,,,2.99,Made,,,,,,,,7.0,M. Brogdon,1627763.0,2.0,,,,,,,,
300,PT00M55.60S,2021-11-21T00:58:18.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,87.72996057818659,94.36274509803921,1610612740,58,46,2021-11-21T00:58:23Z,2990000,222.0,63.0,1,right,T. Murphy III 3PT  (5 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,23.05,Made,,,,,,,,5.0,,,,,,,,,,,
301,PT00M31.80S,2021-11-21T00:58:45.9Z,2,REGULAR,3pt,Jump Shot,[],1626167,12.302890932982917,94.85294117647058,1610612754,58,46,2021-11-21T00:58:50Z,3000000,-224.0,63.0,1,left,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M28.40S,2021-11-21T00:58:49.3Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,58,46,2021-11-21T00:58:50Z,3010000,,,0,,T. Satoransky REBOUND (Off:1 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,301.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
303,PT00M08.10S,2021-11-21T00:59:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.32917214191852,56.86274509803921,1610612740,58,46,2021-11-21T00:59:17Z,3020000,34.0,20.0,1,right,MISS B. Ingram driving Layup - blocked,"[1627742, 204456]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,3.95,Missed,,,,,,,,,,,,McConnell,204456.0,,,,,,
304,PT00M08.10S,2021-11-21T00:59:10.1Z,2,REGULAR,block,,[],204456,,,1610612740,58,46,2021-11-21T00:59:12Z,3030000,,,0,,T. McConnell BLOCK (2 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M08.10S,2021-11-21T00:59:10.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,58,46,2021-11-21T00:59:17Z,3040000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,
306,PT00M08.10S,2021-11-21T00:59:17.1Z,2,REGULAR,substitution,out,[],202685,,,1610612754,58,46,2021-11-21T00:59:27Z,3050000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M08.10S,2021-11-21T00:59:17.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612754,58,46,2021-11-21T00:59:27Z,3060000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M02.00S,2021-11-21T00:59:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,9.543363994743759,45.34313725490196,1610612754,58,46,2021-11-21T00:59:54Z,3070000,23.0,37.0,1,left,MISS T. McConnell driving floating bank Shot,[204456],1610612754.0,IND,driving floating bank,,,McConnell,T. McConnell,,,,,4.39,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M02.00S,2021-11-21T00:59:42.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,58,46,2021-11-21T00:59:54Z,3080000,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,308.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
310,PT00M00.00S,2021-11-21T00:59:47.2Z,2,REGULAR,period,end,[],0,,,1610612740,58,46,2021-11-21T00:59:47Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,out,['startperiod'],1630537,,,1610612740,58,46,2021-11-21T01:14:58Z,3100000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,out,['startperiod'],204456,,,1610612740,58,46,2021-11-21T01:14:58Z,3110000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,58,46,2021-11-21T01:14:58Z,3120000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,58,46,2021-11-21T01:14:58Z,3130000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612740,58,46,2021-11-21T01:14:58Z,3140000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612740,58,46,2021-11-21T01:14:58Z,3150000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,58,46,2021-11-21T01:14:58Z,3160000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-21T01:14:24.9Z,3,REGULAR,substitution,in,['startperiod'],1629638,,,1610612740,58,46,2021-11-21T01:14:58Z,3170000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-21T01:15:03.7Z,3,REGULAR,period,start,[],0,,,1610612754,58,46,2021-11-21T01:15:03Z,3180000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT11M49.00S,2021-11-21T01:15:14.3Z,3,REGULAR,3pt,Jump Shot,[],1627763,64.86530880420499,51.470588235294116,1610612754,61,46,2021-11-21T01:15:19Z,3190000,7.0,278.0,1,right,M. Brogdon 27' 3PT pullup (11 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,27.79,Made,,,,,,,,11.0,,,,,,,,,,,
321,PT11M32.00S,2021-11-21T01:15:32.7Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,61,46,2021-11-21T01:15:42Z,3200000,,,0,,J. Valanciunas offensive FOUL (2 PF),"[202685, 1627763]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Brogdon,1627763.0,
323,PT11M32.00S,2021-11-21T01:15:32.7Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,61,46,2021-11-21T01:15:32Z,3220000,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,2.0,,,,,,,,,201639.0,,,,,
324,PT11M21.00S,2021-11-21T01:15:58.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203200,66.5735873850197,47.05882352941176,1610612754,61,46,2021-11-21T01:16:03Z,3230000,-15.0,262.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
325,PT11M16.00S,2021-11-21T01:16:03.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,46,2021-11-21T01:16:03Z,3240000,,,0,,J. Valanciunas REBOUND (Off:3 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,324.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
326,PT11M13.00S,2021-11-21T01:16:07.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,7.178055190538765,52.20588235294118,1610612740,61,48,2021-11-21T01:16:23Z,3250000,-11.0,15.0,1,left,B. Ingram running Layup (8 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,1.86,Made,,,,,,,,8.0,,,,,,,,,,,
327,PT11M13.00S,2021-11-21T01:16:11.5Z,3,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612740,61,48,2021-11-21T01:16:16Z,3260000,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Ingram 1 FT),"[1627763, 1627742]",1610612754.0,IND,shooting,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Ingram,1627742.0,
329,PT11M13.00S,2021-11-21T01:16:38.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627742,,,1610612740,61,49,2021-11-21T01:16:38Z,3280000,,,0,,B. Ingram Free Throw 1 of 1 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
330,PT11M03.00S,2021-11-21T01:16:53.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,91.5407358738502,42.15686274509804,1610612754,61,49,2021-11-21T01:16:58Z,3290000,-39.0,27.0,1,right,MISS D. Sabonis Jump Shot - blocked,"[1627734, 202685]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,4.76,Missed,,,,,,,,,,,,Valanciunas,202685.0,,,,,,
331,PT11M03.00S,2021-11-21T01:16:53.3Z,3,REGULAR,block,,[],202685,,,1610612754,61,49,2021-11-21T01:16:55Z,3300000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M58.00S,2021-11-21T01:16:58.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,49,2021-11-21T01:16:58Z,3310000,,,0,,J. Valanciunas REBOUND (Off:3 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,330.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
333,PT10M58.00S,2021-11-21T01:16:58.8Z,3,REGULAR,turnover,bad pass,[],202685,,,1610612740,61,49,2021-11-21T01:17:03Z,3320000,,,0,,J. Valanciunas bad pass TURNOVER (3 TO),"[202685, 1627734]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,3.0,Sabonis,1627734.0,,,,,,,,,,,,
334,PT10M58.00S,2021-11-21T01:16:58.8Z,3,REGULAR,steal,,[],1627734,,,1610612754,61,49,2021-11-21T01:17:00Z,3330000,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M55.00S,2021-11-21T01:17:01.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,71.43561103810775,22.30392156862745,1610612754,64,49,2021-11-21T01:17:09Z,3340000,-138.0,216.0,1,right,C. LeVert 25' 3PT  (3 PTS) (D. Sabonis 5 AST),"[1627747, 1627734]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.66,Made,,,,,,,,3.0,D. Sabonis,1627734.0,5.0,,,,,,,,
337,PT10M36.00S,2021-11-21T01:17:20.8Z,3,REGULAR,2pt,Jump Shot,[],1627742,23.73521681997372,46.81372549019608,1610612740,64,49,2021-11-21T01:17:26Z,3360000,16.0,171.0,1,left,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,17.13,Missed,,,,,,,,,,,,,,,,,,,
338,PT10M32.00S,2021-11-21T01:17:24.8Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,64,49,2021-11-21T01:17:26Z,3370000,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,337.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
339,PT10M16.00S,2021-11-21T01:17:41.9Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612754,64,49,2021-11-21T01:17:48Z,3380000,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Sabonis 2 FT),"[202685, 1627734]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,1627961.0,3.0,0.0,Sabonis,1627734.0,
341,PT10M16.00S,2021-11-21T01:18:13.7Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,65,49,2021-11-21T01:18:13Z,3400000,,,0,,D. Sabonis Free Throw 1 of 2 (15 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,15.0,,,,,,,,,,,
342,PT10M16.00S,2021-11-21T01:18:32.2Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,66,49,2021-11-21T01:18:32Z,3410000,,,0,,D. Sabonis Free Throw 2 of 2 (16 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,16.0,,,,,,,,,,,
343,PT10M01.00S,2021-11-21T01:18:47.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,12.171484888304862,50.49019607843137,1610612740,66,51,2021-11-21T01:18:57Z,3420000,-2.0,62.0,1,left,J. Valanciunas 6' Hook (17 PTS) (B. Ingram 4 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,6.2,Made,,,,,,,,17.0,B. Ingram,1627742.0,4.0,,,,,,,,
345,PT09M47.00S,2021-11-21T01:19:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.44480946123521,56.86274509803921,1610612754,68,51,2021-11-21T01:19:08Z,3440000,34.0,94.0,1,right,C. LeVert 9' floating Jump Shot (5 PTS),[1627747],1610612754.0,IND,floating,,,LeVert,C. LeVert,,,,,9.98,Made,,,,,,,,5.0,,,,,,,,,,,
346,PT09M32.00S,2021-11-21T01:19:16.2Z,3,REGULAR,2pt,Jump Shot,[],1629638,20.05584756898817,25.245098039215684,1610612740,68,51,2021-11-21T01:19:23Z,3450000,124.0,136.0,1,left,MISS N. Alexander-Walker 18' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,18.39,Missed,,,,,,,,,,,,,,,,,,,
347,PT09M28.00S,2021-11-21T01:19:20.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,68,51,2021-11-21T01:19:23Z,3460000,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,346.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
348,PT09M22.00S,2021-11-21T01:19:26.1Z,3,REGULAR,3pt,Jump Shot,[],1627747,68.67608409986859,30.637254901960787,1610612754,68,51,2021-11-21T01:19:32Z,3470000,-97.0,242.0,1,right,MISS C. LeVert 26' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
349,PT09M19.00S,2021-11-21T01:19:29.1Z,3,REGULAR,rebound,defensive,[],203107,,,1610612740,68,51,2021-11-21T01:19:32Z,3480000,,,0,,T. Satoransky REBOUND (Off:1 Def:3),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,348.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
350,PT09M05.00S,2021-11-21T01:19:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,8.492115637319317,54.41176470588235,1610612740,68,51,2021-11-21T01:19:49Z,3490000,-22.0,27.0,1,left,MISS B. Ingram driving Layup - blocked,"[1627742, 1626167]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,3.51,Missed,,,,,,,,,,,,Turner,1626167.0,,,,,,
351,PT09M05.00S,2021-11-21T01:19:44.3Z,3,REGULAR,block,,[],1626167,,,1610612740,68,51,2021-11-21T01:19:47Z,3500000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M01.00S,2021-11-21T01:19:48.3Z,3,REGULAR,rebound,offensive,[],1627742,,,1610612740,68,51,2021-11-21T01:19:49Z,3510000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
