actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
24,PT10M00.00S,2021-11-28T22:12:18.0Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612749,3,4,2021-11-28T22:12:26Z,240000,,,0,,M. Turner shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626167, 203507]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Antetokounmpo,203507.0,,
26,PT10M00.00S,2021-11-28T22:12:57.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,3,4,2021-11-28T22:13:37Z,260000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2021-11-28T22:12:57.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,3,4,2021-11-28T22:13:37Z,270000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,
28,PT10M00.00S,2021-11-28T22:12:57.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203507,,,1610612749,3,4,2021-11-28T22:13:37Z,280000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
29,PT09M59.00S,2021-11-28T22:12:58.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,3,4,2021-11-28T22:13:37Z,290000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,
30,PT09M49.00S,2021-11-28T22:13:33.7Z,1,REGULAR,3pt,Jump Shot,[],1627747,10.200394218134035,5.392156862745098,1610612754,6,4,2021-11-28T22:13:39Z,300000,223.0,43.0,1,left,C. LeVert 3PT  (3 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,22.72,Made,3.0,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2021-11-28T22:13:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,88.12417871222075,47.794117647058826,1610612749,6,6,2021-11-28T22:13:55Z,320000,-11.0,59.0,1,right,G. Antetokounmpo 6' cutting finger roll Layup (4 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,6.01,Made,4.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
34,PT09M36.00S,2021-11-28T22:13:52.4Z,1,REGULAR,foul,personal,['1freethrow'],203200,,,1610612749,6,6,2021-11-28T22:13:58Z,340000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[203200, 203507]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Antetokounmpo,203507.0,,
36,PT09M36.00S,2021-11-28T22:14:17.6Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,6,6,2021-11-28T22:14:21Z,360000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT09M33.00S,2021-11-28T22:14:20.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,6,6,2021-11-28T22:14:21Z,370000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,
38,PT09M17.00S,2021-11-28T22:14:36.8Z,1,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612754,6,6,2021-11-28T22:14:41Z,380000,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612754.0,IND,bad pass,,,Brogdon,M. Brogdon,,,,,,,,,,,1.0,,,,,,,2882.0,,,,,,
54,PT09M17.00S,2021-11-28T22:14:48.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,6,6,2021-11-28T22:18:15Z,385000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M16.00S,2021-11-28T22:15:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,93.64323258869908,45.83333333333333,1610612749,6,8,2021-11-28T22:15:08Z,390000,-21.0,7.0,1,right,G. Allen cutting Layup (2 PTS) (J. Holiday 2 AST),"[1628960, 201950]",1610612749.0,MIL,cutting,,,Allen,G. Allen,,,,,2.2,Made,2.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
41,PT09M02.00S,2021-11-28T22:15:14.2Z,1,REGULAR,3pt,Jump Shot,[],203200,8.754927726675426,94.36274509803921,1610612754,6,8,2021-11-28T22:15:18Z,410000,-222.0,30.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.38,Missed,,,,,,,,,,,,,,,,,,
42,PT09M00.00S,2021-11-28T22:15:16.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,8,2021-11-28T22:15:18Z,420000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,
43,PT08M55.00S,2021-11-28T22:15:21.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203507,67.36202365308804,47.794117647058826,1610612749,6,8,2021-11-28T22:15:28Z,430000,-11.0,254.0,1,right,MISS G. Antetokounmpo 25' running pullup 3PT,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
44,PT08M52.00S,2021-11-28T22:15:24.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,6,8,2021-11-28T22:15:28Z,440000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,43.0,3.0,2.0,1.0,,,,,,,
45,PT08M42.00S,2021-11-28T22:15:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.835085413929041,44.85294117647059,1610612754,8,8,2021-11-28T22:15:38Z,450000,26.0,21.0,1,left,C. LeVert driving finger roll Layup (5 PTS),[1627747],1610612754.0,IND,driving finger roll,,,LeVert,C. LeVert,,,,,3.33,Made,5.0,,,,,,,,,,,,,,,,,
46,PT08M28.00S,2021-11-28T22:15:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.9060446780552,45.09803921568628,1610612749,8,8,2021-11-28T22:15:53Z,460000,-25.0,5.0,1,right,MISS G. Antetokounmpo finger roll Layup,[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,
47,PT08M24.00S,2021-11-28T22:15:53.4Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,8,8,2021-11-28T22:15:53Z,470000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,46.0,1.0,0.0,1.0,,,,,,,
48,PT08M24.00S,2021-11-28T22:15:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,94.40999984741211,50.0,1610612749,8,10,2021-11-28T22:15:52Z,480000,0.0,0.0,1,right,B. Portis tip Layup (2 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
49,PT08M15.00S,2021-11-28T22:16:01.1Z,1,REGULAR,3pt,Jump Shot,[],1627734,33.459264126149804,40.931372549019606,1610612754,8,10,2021-11-28T22:16:05Z,490000,45.0,262.0,1,left,MISS D. Sabonis 26' 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2021-11-28T22:16:03.1Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,8,10,2021-11-28T22:16:05Z,500000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,
51,PT08M06.00S,2021-11-28T22:16:10.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,92.9862023653088,3.431372549019608,1610612749,8,13,2021-11-28T22:16:15Z,510000,-233.0,13.0,1,right,B. Portis 3PT  (5 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.32,Made,5.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
53,PT07M59.00S,2021-11-28T22:16:20.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,13,2021-11-28T22:16:20Z,530000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M59.00S,2021-11-28T22:18:49.5Z,1,REGULAR,substitution,out,[],1626171,,,1610612754,8,13,2021-11-28T22:18:59Z,540000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M59.00S,2021-11-28T22:18:49.5Z,1,REGULAR,substitution,in,[],1626192,,,1610612754,8,13,2021-11-28T22:18:59Z,550000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M50.00S,2021-11-28T22:19:27.6Z,1,REGULAR,3pt,Jump Shot,[],1627763,28.597240473061763,15.931372549019606,1610612754,8,13,2021-11-28T22:19:32Z,560000,170.0,216.0,1,left,MISS M. Brogdon 27' 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,
58,PT07M46.00S,2021-11-28T22:19:31.6Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,8,13,2021-11-28T22:19:32Z,570000,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,57.0,4.0,2.0,2.0,,,,,,,
60,PT07M36.00S,2021-11-28T22:19:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,6.652431011826544,4.166666666666666,1610612754,8,13,2021-11-28T22:19:49Z,590000,229.0,10.0,1,left,MISS M. Brogdon 3PT,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
61,PT07M34.00S,2021-11-28T22:19:43.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,8,13,2021-11-28T22:19:49Z,600000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,
62,PT07M34.00S,2021-11-28T22:19:49.2Z,1,REGULAR,foul,personal,[],1626192,,,1610612754,8,13,2021-11-28T22:20:03Z,610000,,,0,,P. Connaughton loose ball personal FOUL (1 PF),"[1626192, 1627734]",1610612749.0,MIL,loose ball,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Sabonis,1627734.0,,
64,PT07M34.00S,2021-11-28T22:20:07.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,8,13,2021-11-28T22:20:11Z,630000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,1198.0,,,,,,
65,PT07M34.00S,2021-11-28T22:20:14.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,8,13,2021-11-28T22:20:16Z,640000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M34.00S,2021-11-28T22:20:14.5Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,8,13,2021-11-28T22:20:16Z,650000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M25.00S,2021-11-28T22:20:23.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,6.915243101182654,95.34313725490196,1610612754,8,13,2021-11-28T22:20:28Z,660000,-227.0,13.0,1,left,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,
68,PT07M21.00S,2021-11-28T22:20:27.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,8,13,2021-11-28T22:20:28Z,670000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,
69,PT07M09.00S,2021-11-28T22:20:38.1Z,1,REGULAR,2pt,Jump Shot,[],203114,91.5407358738502,24.754901960784316,1610612749,8,15,2021-11-28T22:20:43Z,680000,-126.0,27.0,1,right,K. Middleton 12' turnaround fadeaway Jump Shot (2 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,12.91,Made,2.0,,,,,,,,,,,,,,,,,
70,PT06M53.00S,2021-11-28T22:20:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630537,32.013797634691194,63.23529411764706,1610612754,8,15,2021-11-28T22:20:58Z,690000,-66.0,248.0,1,left,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2021-11-28T22:20:55.3Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,8,15,2021-11-28T22:20:58Z,700000,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,70.0,4.0,3.0,1.0,,,,,,,
72,PT06M46.00S,2021-11-28T22:21:01.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203200,33.459264126149804,48.77450980392157,1610612754,8,15,2021-11-28T22:21:05Z,710000,6.0,262.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
73,PT06M42.00S,2021-11-28T22:21:05.3Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,8,15,2021-11-28T22:21:05Z,720000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,
74,PT06M36.00S,2021-11-28T22:21:11.2Z,1,REGULAR,3pt,Jump Shot,[],1626192,69.46452036793693,23.03921568627451,1610612749,8,15,2021-11-28T22:21:18Z,730000,-135.0,235.0,1,right,MISS P. Connaughton 27' running 3PT,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
75,PT06M33.00S,2021-11-28T22:21:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,8,15,2021-11-28T22:21:16Z,740000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,
76,PT06M33.00S,2021-11-28T22:21:18.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,8,15,2021-11-28T22:21:18Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M26.00S,2021-11-28T22:21:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,93.11760840998686,53.18627450980392,1610612749,8,17,2021-11-28T22:21:42Z,760000,16.0,12.0,1,right,G. Antetokounmpo reverse Layup (6 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,2.0,Made,6.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
79,PT06M11.00S,2021-11-28T22:21:50.9Z,1,REGULAR,2pt,Jump Shot,[],1627763,14.14257555847569,27.450980392156865,1610612754,10,17,2021-11-28T22:21:55Z,780000,113.0,80.0,1,left,M. Brogdon 13' driving floating bank Jump Shot (2 PTS) (C. Duarte 1 AST),"[1627763, 1630537]",1610612754.0,IND,driving floating bank,,,Brogdon,M. Brogdon,,,,,13.84,Made,2.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
81,PT05M58.00S,2021-11-28T22:22:04.4Z,1,REGULAR,3pt,Jump Shot,[],203114,66.04796320630749,33.57843137254902,1610612749,10,17,2021-11-28T22:22:08Z,800000,-82.0,267.0,1,right,MISS K. Middleton 27' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,27.9,Missed,,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2021-11-28T22:22:07.9Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,10,17,2021-11-28T22:22:07Z,810000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,81.0,1.0,0.0,1.0,,,,,,,
83,PT05M53.00S,2021-11-28T22:22:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,68.67608409986859,68.13725490196079,1610612749,10,20,2021-11-28T22:22:14Z,820000,91.0,242.0,1,right,G. Allen 25' 3PT pullup (5 PTS) (P. Connaughton 1 AST),"[1628960, 1626192]",1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,25.83,Made,5.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,
85,PT05M39.00S,2021-11-28T22:22:23.3Z,1,REGULAR,3pt,Jump Shot,[],1627747,29.122864651773984,75.49019607843137,1610612754,13,20,2021-11-28T22:22:27Z,840000,-127.0,221.0,1,left,C. LeVert 25' 3PT  (8 PTS) (C. Duarte 2 AST),"[1627747, 1630537]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.54,Made,8.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,,,
87,PT05M22.00S,2021-11-28T22:22:40.3Z,1,REGULAR,2pt,Jump Shot,[],1626192,94.30026281208936,22.30392156862745,1610612749,13,22,2021-11-28T22:22:45Z,860000,-138.0,1.0,1,right,P. Connaughton 13' fadeaway Jump Shot (2 PTS) (G. Allen 2 AST),"[1626192, 1628960]",1610612749.0,MIL,fadeaway,,,Connaughton,P. Connaughton,,,,,13.85,Made,2.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
89,PT05M13.00S,2021-11-28T22:22:50.5Z,1,REGULAR,3pt,Jump Shot,[],1630537,6.258212877792378,96.32352941176471,1610612754,16,22,2021-11-28T22:22:54Z,880000,-232.0,6.0,1,left,C. Duarte 3PT  (3 PTS) (J. Holiday 1 AST),"[1630537, 203200]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,23.17,Made,3.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,
91,PT04M57.00S,2021-11-28T22:23:06.8Z,1,REGULAR,foul,personal,[],1627747,,,1610612749,16,22,2021-11-28T22:23:18Z,900000,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 203114]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Middleton,203114.0,,
