actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
180,PT08M35.00S,2022-02-03T00:38:01.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,45,37,2022-02-03T00:38:01Z,1790000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M35.00S,2022-02-03T00:40:23.9Z,2,REGULAR,substitution,out,[],1630591,,,1610612754,45,37,2022-02-03T00:40:45Z,1800000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M35.00S,2022-02-03T00:40:23.9Z,2,REGULAR,substitution,in,[],1630175,,,1610612754,45,37,2022-02-03T00:40:45Z,1810000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M20.00S,2022-02-03T00:41:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,6.258212877792378,50.98039215686274,1610612754,47,37,2022-02-03T00:41:34Z,1820000,-5.0,6.0,1,left,T. Taylor driving finger roll Layup (9 PTS) (L. Stephenson 2 AST),"[1630678, 202362]",1610612754.0,IND,driving finger roll,,,Taylor,T. Taylor,,,,,0.8,Made,,,,,,,9.0,L. Stephenson,202362.0,2.0,,,,,,,,,
185,PT08M02.00S,2022-02-03T00:41:37.2Z,2,REGULAR,2pt,Jump Shot,[],203082,80.23981603153744,23.284313725490197,1610612753,47,39,2022-02-03T00:41:42Z,1840000,-134.0,133.0,1,right,T. Ross 18' pullup Jump Shot (5 PTS) (G. Harris 2 AST),"[203082, 203914]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,18.87,Made,,,,,,,5.0,G. Harris,203914.0,2.0,,,,,,,,,
187,PT07M53.00S,2022-02-03T00:41:46.7Z,2,REGULAR,2pt,Jump Shot,[],202362,22.026938239159,76.9607843137255,1610612754,47,39,2022-02-03T00:41:53Z,1860000,-135.0,155.0,1,left,MISS L. Stephenson 20' fadeaway Shot,[202362],1610612754.0,IND,fadeaway,,,Stephenson,L. Stephenson,,,,,20.51,Missed,,,,,,,,,,,,,,,,,,,
188,PT07M49.00S,2022-02-03T00:41:50.7Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,47,39,2022-02-03T00:41:53Z,1870000,,,0,,C. Anthony REBOUND (Off:1 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,187.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
189,PT07M39.00S,2022-02-03T00:42:00.7Z,2,REGULAR,3pt,Jump Shot,[],203082,92.9862023653088,4.166666666666666,1610612753,47,39,2022-02-03T00:42:05Z,1880000,-229.0,13.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,,
190,PT07M35.00S,2022-02-03T00:42:04.7Z,2,REGULAR,rebound,defensive,[],1626208,,,1610612754,47,39,2022-02-03T00:42:05Z,1890000,,,0,,K. Sykes REBOUND (Off:0 Def:2),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
191,PT07M22.00S,2022-02-03T00:42:21.1Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612754,47,39,2022-02-03T00:42:25Z,1900000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Lamb 2 FT),"[1630175, 203087]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Lamb,203087.0,
193,PT07M22.00S,2022-02-03T00:42:50.7Z,2,REGULAR,freethrow,1 of 2,[],203087,,,1610612754,47,39,2022-02-03T00:42:50Z,1920000,,,0,,MISS J. Lamb Free Throw 1 of 2,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Missed,,,,,,,,,,,,,,,,,,,
194,PT07M22.00S,2022-02-03T00:42:50.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,47,39,2022-02-03T00:42:50Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,,,,
195,PT07M22.00S,2022-02-03T00:43:06.1Z,2,REGULAR,freethrow,2 of 2,[],203087,,,1610612754,48,39,2022-02-03T00:43:06Z,1940000,,,0,,J. Lamb Free Throw 2 of 2 (3 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
196,PT07M11.00S,2022-02-03T00:43:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.19776609724047,55.14705882352941,1610612753,48,41,2022-02-03T00:43:24Z,1950000,26.0,21.0,1,right,M. Wagner driving finger roll Layup (6 PTS),[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,3.31,Made,,,,,,,6.0,,,,,,,,,,,,
197,PT06M50.00S,2022-02-03T00:43:49.8Z,2,REGULAR,foul,personal,[],1629643,,,1610612754,48,41,2022-02-03T00:44:10Z,1960000,,,0,,C. Okeke personal FOUL (1 PF),"[1629643, 203087]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Lamb,203087.0,
199,PT06M44.00S,2022-02-03T00:44:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202362,8.492115637319317,44.11764705882353,1610612754,50,41,2022-02-03T00:44:19Z,1980000,29.0,27.0,1,left,L. Stephenson driving floating bank Jump Shot (7 PTS),[202362],1610612754.0,IND,driving floating bank,,,Stephenson,L. Stephenson,,,,,4.01,Made,,,,,,,7.0,,,,,,,,,,,,
200,PT06M31.00S,2022-02-03T00:44:25.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,92.85479632063075,49.26470588235294,1610612753,50,43,2022-02-03T00:44:33Z,1990000,-4.0,15.0,1,right,M. Wagner alley-oop DUNK (8 PTS) (T. Ross 1 AST),"[1629021, 203082]",1610612753.0,ORL,alley-oop,,,Wagner,M. Wagner,,,,,1.52,Made,,,,,,,8.0,T. Ross,203082.0,1.0,,,,,,,,,
202,PT06M22.00S,2022-02-03T00:44:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202362,11.12023653088042,45.83333333333333,1610612754,52,43,2022-02-03T00:44:45Z,2010000,21.0,52.0,1,left,L. Stephenson driving finger roll Layup (9 PTS),[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,5.6,Made,,,,,,,9.0,,,,,,,,,,,,
203,PT06M22.00S,2022-02-03T00:44:41.2Z,2,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612754,52,43,2022-02-03T00:44:51Z,2020000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Stephenson 1 FT),"[1629021, 202362]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Stephenson,202362.0,
205,PT06M22.00S,2022-02-03T00:44:55.3Z,2,REGULAR,substitution,out,[],203087,,,1610612754,52,43,2022-02-03T00:45:36Z,2040000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M22.00S,2022-02-03T00:44:55.3Z,2,REGULAR,substitution,in,[],203200,,,1610612754,52,43,2022-02-03T00:45:36Z,2050000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M22.00S,2022-02-03T00:45:17.5Z,2,REGULAR,freethrow,1 of 1,[],202362,,,1610612754,53,43,2022-02-03T00:45:17Z,2060000,,,0,,L. Stephenson Free Throw 1 of 1 (10 PTS),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
208,PT06M10.00S,2022-02-03T00:45:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,91.5407358738502,58.333333333333336,1610612753,53,43,2022-02-03T00:57:03Z,2070000,42.0,27.0,1,right,MISS T. Ross driving floating bank Shot,[203082],1610612753.0,ORL,driving floating bank,,,Ross,T. Ross,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
209,PT06M08.00S,2022-02-03T00:45:35.3Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,53,43,2022-02-03T00:57:22Z,2080000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,208.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
259,PT06M08.00S,2022-02-03T00:45:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,92.9862023653088,48.529411764705884,1610612753,53,43,2022-02-03T00:57:30Z,2085000,-7.0,13.0,1,right,MISS M. Wagner tip Layup,[1629021],1610612753.0,ORL,tip,,,Wagner,M. Wagner,,,,,1.53,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M08.00S,2022-02-03T00:45:36.8Z,2,REGULAR,rebound,defensive,[],1626208,,,1610612754,53,43,2022-02-03T00:57:30Z,2087500,,,0,,K. Sykes REBOUND (Off:0 Def:3),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
210,PT06M01.00S,2022-02-03T00:45:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630678,7.30946123521682,53.18627450980392,1610612754,55,43,2022-02-03T00:45:51Z,2090000,-16.0,16.0,1,left,T. Taylor running finger roll Layup (11 PTS) (D. Washington Jr. 1 AST),"[1630678, 1630613]",1610612754.0,IND,running finger roll,,,Taylor,T. Taylor,,,,,2.27,Made,,,,,,,11.0,D. Washington Jr.,1630613.0,1.0,,,,,,,,,
212,PT06M00.00S,2022-02-03T00:45:47.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,55,43,2022-02-03T00:45:47Z,2110000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M00.00S,2022-02-03T00:48:09.6Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,55,43,2022-02-03T00:48:31Z,2120000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M00.00S,2022-02-03T00:48:09.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,55,43,2022-02-03T00:48:31Z,2130000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M00.00S,2022-02-03T00:48:09.6Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,55,43,2022-02-03T00:48:31Z,2140000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M00.00S,2022-02-03T00:48:09.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,55,43,2022-02-03T00:48:31Z,2150000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT05M46.00S,2022-02-03T00:48:58.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,94.1688567674113,44.36274509803921,1610612753,55,43,2022-02-03T00:49:04Z,2160000,-28.0,2.0,1,right,MISS C. Anthony driving reverse Layup,[1630175],1610612753.0,ORL,driving reverse,,,Anthony,C. Anthony,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
218,PT05M43.00S,2022-02-03T00:49:01.2Z,2,REGULAR,rebound,offensive,[],203914,,,1610612753,55,43,2022-02-03T00:49:01Z,2170000,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,217.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
219,PT05M41.00S,2022-02-03T00:49:02.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203914,77.4802890932983,39.21568627450981,1610612753,55,43,2022-02-03T00:49:09Z,2180000,-54.0,159.0,1,right,MISS G. Harris 16' Jump Shot,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,,
220,PT05M41.00S,2022-02-03T00:49:02.7Z,2,REGULAR,rebound,defensive,[],1626208,,,1610612754,55,43,2022-02-03T00:49:09Z,2190000,,,0,,K. Sykes REBOUND (Off:0 Def:4),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
221,PT05M33.00S,2022-02-03T00:49:10.4Z,2,REGULAR,3pt,Jump Shot,[],1626208,19.66162943495401,92.40196078431373,1610612754,55,43,2022-02-03T00:49:20Z,2200000,-212.0,132.0,1,left,MISS K. Sykes 24' pullup 3PT,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
222,PT05M30.00S,2022-02-03T00:49:13.4Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,55,43,2022-02-03T00:49:20Z,2210000,,,0,,C. Anthony REBOUND (Off:1 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,221.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
223,PT05M12.00S,2022-02-03T00:49:32.4Z,2,REGULAR,3pt,Jump Shot,[],203914,93.9060446780552,96.07843137254902,1610612753,55,43,2022-02-03T00:49:38Z,2220000,230.0,5.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
224,PT05M08.00S,2022-02-03T00:49:36.4Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,55,43,2022-02-03T00:49:38Z,2230000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
225,PT05M03.00S,2022-02-03T00:49:40.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203200,25.18068331143233,12.5,1610612754,58,43,2022-02-03T00:49:50Z,2240000,188.0,184.0,1,left,J. Holiday 26' 3PT running (5 PTS) (L. Stephenson 3 AST),"[203200, 202362]",1610612754.0,IND,running,,,Holiday,J. Holiday,,,,,26.28,Made,,,,,,,5.0,L. Stephenson,202362.0,3.0,,,,,,,,,
227,PT04M40.00S,2022-02-03T00:50:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,87.20433639947439,53.92156862745098,1610612753,58,43,2022-02-03T00:50:11Z,2260000,20.0,68.0,1,right,MISS W. Carter Jr. 7' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,7.06,Missed,,,,,,,,,,,,,,,,,,,
228,PT04M38.00S,2022-02-03T00:50:04.9Z,2,REGULAR,rebound,defensive,[],202362,,,1610612754,58,43,2022-02-03T00:50:11Z,2270000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT04M30.00S,2022-02-03T00:50:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630613,6.1268068331143235,94.36274509803921,1610612754,58,43,2022-02-03T00:50:18Z,2280000,-222.0,5.0,1,left,MISS D. Washington Jr. 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
230,PT04M25.00S,2022-02-03T00:50:18.8Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,58,43,2022-02-03T00:50:18Z,2290000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
231,PT04M24.00S,2022-02-03T00:50:23.1Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,58,43,2022-02-03T00:50:55Z,2300000,,,0,,W. Carter Jr. offensive FOUL (1 PF),"[1628976, 202362]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Stephenson,202362.0,
233,PT04M24.00S,2022-02-03T00:50:23.1Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,58,43,2022-02-03T00:50:23Z,2320000,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,2.0,,,1627534.0,,,,,
234,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,out,[],1630613,,,1610612754,58,43,2022-02-03T00:51:40Z,2330000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,out,[],1626208,,,1610612754,58,43,2022-02-03T00:51:40Z,2340000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,out,[],203914,,,1610612754,58,43,2022-02-03T00:51:40Z,2350000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,out,[],203082,,,1610612754,58,43,2022-02-03T00:51:40Z,2360000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,58,43,2022-02-03T00:51:40Z,2370000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,58,43,2022-02-03T00:51:40Z,2380000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,in,[],1630591,,,1610612754,58,43,2022-02-03T00:51:40Z,2390000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M24.00S,2022-02-03T00:51:20.2Z,2,REGULAR,substitution,in,[],1628964,,,1610612754,58,43,2022-02-03T00:51:40Z,2400000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M05.00S,2022-02-03T00:52:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,6.258212877792378,57.84313725490197,1610612754,60,43,2022-02-03T00:52:06Z,2410000,-39.0,6.0,1,left,C. Duarte driving finger roll Layup (7 PTS),[1630537],1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,3.97,Made,,,,,,,7.0,,,,,,,,,,,,
243,PT03M50.00S,2022-02-03T00:52:19.4Z,2,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,60,43,2022-02-03T00:52:25Z,2420000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (2 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,2.0,,,1627534.0,,,,,
244,PT03M38.00S,2022-02-03T00:52:46.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630537,12.828515111695138,88.48039215686273,1610612754,60,43,2022-02-03T00:52:50Z,2430000,-192.0,68.0,1,left,MISS C. Duarte 20' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,20.41,Missed,,,,,,,,,,,,,,,,,,,
245,PT03M35.00S,2022-02-03T00:52:48.3Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,60,43,2022-02-03T00:52:48Z,2440000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
246,PT03M30.00S,2022-02-03T00:52:53.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,66.96780551905388,41.66666666666667,1610612753,60,43,2022-02-03T00:53:12Z,2450000,-42.0,258.0,1,right,MISS M. Bamba 26' running 3PT,[1628964],1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
247,PT03M28.00S,2022-02-03T00:52:58.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,60,43,2022-02-03T00:52:58Z,2460000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,
248,PT03M28.00S,2022-02-03T00:53:00.4Z,2,REGULAR,foul,personal,[],1628976,,,1610612754,60,43,2022-02-03T00:53:04Z,2470000,,,0,,W. Carter Jr. loose ball personal FOUL (2 PF),"[1628976, 1630537]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Duarte,1630537.0,
250,PT03M28.00S,2022-02-03T00:53:13.4Z,2,REGULAR,substitution,out,[],202362,,,1610612754,60,43,2022-02-03T00:53:18Z,2490000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M28.00S,2022-02-03T00:53:13.4Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,60,43,2022-02-03T00:53:18Z,2500000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M19.00S,2022-02-03T00:53:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203200,8.229303547963205,51.9607843137255,1610612754,60,43,2022-02-03T00:53:40Z,2510000,-10.0,25.0,1,left,MISS J. Holiday driving finger roll Layup,[203200],1610612754.0,IND,driving finger roll,,,Holiday,J. Holiday,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M16.00S,2022-02-03T00:53:38.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,60,43,2022-02-03T00:53:38Z,2520000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
254,PT03M11.00S,2022-02-03T00:53:43.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630175,90.09526938239159,82.84313725490196,1610612753,60,43,2022-02-03T00:54:04Z,2530000,164.0,41.0,1,right,MISS C. Anthony 16' running pullup Shot,[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,,
255,PT03M08.00S,2022-02-03T00:53:46.4Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,60,43,2022-02-03T00:54:04Z,2540000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,254.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
256,PT03M07.00S,2022-02-03T00:53:48.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,93.11760840998686,51.225490196078425,1610612753,60,45,2022-02-03T00:53:56Z,2550000,6.0,12.0,1,right,W. Carter Jr. putback DUNK (8 PTS),[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,1.36,Made,,,,,,,8.0,,,,,,,,,,,,
257,PT02M57.00S,2022-02-03T00:53:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,10.33180026281209,52.450980392156865,1610612754,62,45,2022-02-03T00:54:01Z,2560000,-12.0,45.0,1,left,T. Taylor driving finger roll Layup (13 PTS) (C. LeVert 2 AST),"[1630678, 1627747]",1610612754.0,IND,driving finger roll,,,Taylor,T. Taylor,,,,,4.63,Made,,,,,,,13.0,C. LeVert,1627747.0,2.0,,,,,,,,,
261,PT02M36.00S,2022-02-03T00:54:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.51182654402102,45.34313725490196,1610612753,62,47,2022-02-03T00:54:22Z,2580000,-23.0,8.0,1,right,M. Bamba driving reverse Layup (2 PTS) (C. Anthony 4 AST),"[1628964, 1630175]",1610612753.0,ORL,driving reverse,,,Bamba,M. Bamba,,,,,2.48,Made,,,,,,,2.0,C. Anthony,1630175.0,4.0,,,,,,,,,
263,PT02M11.00S,2022-02-03T00:54:42.6Z,2,REGULAR,2pt,Jump Shot,[],1628470,28.597240473061763,40.931372549019606,1610612754,64,47,2022-02-03T00:54:47Z,2600000,45.0,216.0,1,left,T. Craig 22' step back Jump Shot (14 PTS),[1628470],1610612754.0,IND,step back,,,Craig,T. Craig,,,,,22.1,Made,,,,,,,14.0,,,,,,,,,,,,
264,PT01M52.00S,2022-02-03T00:55:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630591,94.95729303547962,3.1862745098039214,1610612753,64,47,2022-02-03T00:55:23Z,2610000,-234.0,-5.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
265,PT01M50.00S,2022-02-03T00:55:05.0Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,64,47,2022-02-03T00:55:05Z,2620000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
