actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT00M54.80S,2022-03-09T00:39:22.7Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,22,27,2022-03-09T00:39:22Z,1810000,,,0,,L. Markkanen Free Throw 1 of 2 (7 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
182,PT00M54.80S,2022-03-09T00:39:37.0Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,22,28,2022-03-09T00:39:37Z,1820000,,,0,,L. Markkanen Free Throw 2 of 2 (8 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
183,PT00M41.30S,2022-03-09T00:39:52.3Z,1,REGULAR,3pt,Jump Shot,[],1630613,76.82325886990802,94.6078431372549,1610612754,22,28,2022-03-09T00:39:58Z,1830000,223.0,165.0,1,right,MISS D. Washington Jr. 27' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,
184,PT00M36.20S,2022-03-09T00:39:57.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,22,28,2022-03-09T00:39:58Z,1840000,,,0,,G. Bitadze REBOUND (Off:3 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,183.0,5.0,2.0,3.0,,,,
185,PT00M35.50S,2022-03-09T00:39:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,94.1688567674113,51.225490196078425,1610612754,24,28,2022-03-09T00:40:02Z,1850000,6.0,2.0,1,right,G. Bitadze putback Layup (5 PTS),[1629048],1610612754.0,IND,putback,,,Bitadze,G. Bitadze,,,,,0.65,Made,5.0,,,,,,,,,,,,,,,,,
186,PT00M31.00S,2022-03-09T00:40:07.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,4.812746386333772,49.01960784313725,1610612739,24,30,2022-03-09T00:40:12Z,1860000,5.0,-7.0,1,left,E. Mobley alley-oop DUNK (7 PTS) (D. Garland 3 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,0.88,Made,7.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,
188,PT00M16.40S,2022-03-09T00:40:25.2Z,1,REGULAR,3pt,Jump Shot,[],1627763,67.49342969776609,63.970588235294116,1610612754,24,30,2022-03-09T00:40:31Z,1880000,70.0,253.0,1,right,MISS M. Brogdon 26' pullup 3PT,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
189,PT00M10.40S,2022-03-09T00:40:31.2Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,24,30,2022-03-09T00:40:31Z,1890000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,
190,PT00M10.40S,2022-03-09T00:40:31.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,94.40999984741211,50.0,1610612754,24,30,2022-03-09T00:40:31Z,1900000,0.0,0.0,1,right,MISS C. Duarte tip Layup,[1630537],1610612754.0,IND,tip,,,Duarte,C. Duarte,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
191,PT00M09.80S,2022-03-09T00:40:31.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,24,30,2022-03-09T00:40:31Z,1910000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,190.0,4.0,3.0,1.0,,,,
192,PT00M07.10S,2022-03-09T00:40:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,15.982260183968464,94.36274509803921,1610612739,24,30,2022-03-09T00:40:43Z,1920000,-222.0,98.0,1,left,MISS C. Osman 24' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
193,PT00M04.90S,2022-03-09T00:40:36.7Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612739,24,30,2022-03-09T00:40:43Z,1930000,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,192.0,1.0,0.0,1.0,,,,
194,PT00M04.90S,2022-03-09T00:40:38.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628374,5.590000152587891,50.0,1610612739,24,32,2022-03-09T00:40:56Z,1940000,0.0,0.0,1,left,L. Markkanen tip Layup (10 PTS),[1628374],1610612739.0,CLE,tip,,,Markkanen,L. Markkanen,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
195,PT00M01.00S,2022-03-09T00:40:43.6Z,1,REGULAR,3pt,Jump Shot,[],1630537,70.51576872536137,83.57843137254902,1610612754,24,32,2022-03-09T00:40:53Z,1950000,168.0,225.0,1,right,MISS C. Duarte 28' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,
196,PT00M01.00S,2022-03-09T00:40:43.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,24,32,2022-03-09T00:40:53Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,
197,PT00M00.00S,2022-03-09T00:40:47.1Z,1,REGULAR,period,end,[],0,,,1610612754,24,32,2022-03-09T00:40:47Z,1970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-03-09T00:43:07.8Z,2,REGULAR,substitution,out,['startperiod'],1630537,,,1610612754,24,32,2022-03-09T00:43:21Z,1980000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-03-09T00:43:07.8Z,2,REGULAR,substitution,out,['startperiod'],1628374,,,1610612754,24,32,2022-03-09T00:43:21Z,1990000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-03-09T00:43:07.8Z,2,REGULAR,substitution,in,['startperiod'],1627741,,,1610612754,24,32,2022-03-09T00:43:21Z,2000000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2022-03-09T00:43:07.8Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612754,24,32,2022-03-09T00:43:21Z,2010000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2022-03-09T00:43:27.1Z,2,REGULAR,period,start,[],0,,,1610612739,24,32,2022-03-09T00:43:27Z,2020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M45.00S,2022-03-09T00:43:41.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,6.521024967148489,50.245098039215684,1610612739,24,34,2022-03-09T00:43:45Z,2030000,-1.0,9.0,1,left,E. Mobley alley-oop DUNK (9 PTS) (D. Garland 4 AST),"[1630596, 1629636]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,0.89,Made,9.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,,
205,PT11M23.00S,2022-03-09T00:44:02.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,94.56307490144546,49.26470588235294,1610612754,24,34,2022-03-09T00:44:06Z,2050000,-4.0,-1.0,1,right,MISS G. Bitadze Jump Shot - blocked,"[1629048, 1630596]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,0.4,Missed,,,,,,,,,,,,,,,,,Mobley,1630596.0
206,PT11M23.00S,2022-03-09T00:44:02.3Z,2,REGULAR,block,,[],1630596,,,1610612754,24,34,2022-03-09T00:44:04Z,2060000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
207,PT11M22.00S,2022-03-09T00:44:03.3Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,24,34,2022-03-09T00:44:06Z,2070000,,,0,,G. Bitadze REBOUND (Off:4 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,205.0,6.0,2.0,4.0,,,,
208,PT11M20.00S,2022-03-09T00:44:07.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630613,94.1688567674113,3.9215686274509802,1610612754,27,34,2022-03-09T00:44:13Z,2080000,-230.0,2.0,1,right,D. Washington Jr. 3PT  (4 PTS) (G. Bitadze 2 AST),"[1630613, 1629048]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,23.04,Made,4.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,,,,,
210,PT11M09.00S,2022-03-09T00:44:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,6.258212877792378,50.245098039215684,1610612739,27,36,2022-03-09T00:44:22Z,2100000,-1.0,6.0,1,left,D. Garland driving Layup (7 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,0.64,Made,7.0,,,,,,,,,,,,,,,,,
211,PT10M52.00S,2022-03-09T00:44:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,79.97700394218134,44.36274509803921,1610612754,29,36,2022-03-09T00:44:37Z,2110000,-28.0,136.0,1,right,D. Washington Jr. 13' floating Jump Shot (6 PTS) (G. Bitadze 3 AST),"[1630613, 1629048]",1610612754.0,IND,floating,,,Washington Jr.,D. Washington Jr.,,,,,13.86,Made,6.0,G. Bitadze,1629048.0,3.0,,,,,,,,,,,,,,
212,PT10M36.00S,2022-03-09T00:44:50.5Z,2,REGULAR,3pt,Jump Shot,[],1630596,34.90473061760841,44.36274509803921,1610612739,29,36,2022-03-09T00:44:53Z,2120000,28.0,276.0,1,left,MISS E. Mobley 27' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,
213,PT10M34.00S,2022-03-09T00:44:52.5Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,29,36,2022-03-09T00:44:52Z,2130000,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,212.0,2.0,1.0,1.0,,,,
214,PT10M32.00S,2022-03-09T00:44:54.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,3.7614980289093296,96.32352941176471,1610612739,29,36,2022-03-09T00:45:51Z,2140000,-232.0,-17.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
218,PT10M28.00S,2022-03-09T00:44:58.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,29,36,2022-03-09T00:45:51Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,,,
215,PT10M28.00S,2022-03-09T00:45:46.0Z,2,REGULAR,jumpball,recovered,[],1629636,,,1610612739,29,36,2022-03-09T00:45:46Z,2160000,,,0,,Jump Ball E. Mobley vs. G. Bitadze: Tip to D. Garland,"[1629636, 1630596, 1629048]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Mobley,1630596.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,
219,PT10M26.00S,2022-03-09T00:45:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626224,32.40801576872536,74.26470588235294,1610612739,29,36,2022-03-09T00:45:53Z,2190000,-121.0,252.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,27.98,Missed,,,,,,,,,,,,,,,,,,
220,PT10M26.00S,2022-03-09T00:45:48.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,29,36,2022-03-09T00:45:53Z,2200000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,219.0,,,,,,,
221,PT10M22.00S,2022-03-09T00:45:53.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,29,36,2022-03-09T00:45:53Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M13.00S,2022-03-09T00:46:08.2Z,2,REGULAR,foul,personal,['2freethrow'],201567,,,1610612754,29,36,2022-03-09T00:46:23Z,2220000,,,0,,K. Love shooting personal FOUL (1 PF) (Bitadze 2 FT),"[201567, 1629048]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,,,,,,,2534.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,
224,PT10M13.00S,2022-03-09T00:46:32.0Z,2,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,29,36,2022-03-09T00:46:32Z,2240000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Missed,,,,,,,,,,,,,,,,,,
225,PT10M13.00S,2022-03-09T00:46:32.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,29,36,2022-03-09T00:46:32Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,
226,PT10M13.00S,2022-03-09T00:46:32.6Z,2,REGULAR,substitution,out,[],1626224,,,1610612754,29,36,2022-03-09T00:46:37Z,2260000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
227,PT10M13.00S,2022-03-09T00:46:32.6Z,2,REGULAR,substitution,in,[],1629731,,,1610612754,29,36,2022-03-09T00:46:37Z,2270000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
228,PT10M13.00S,2022-03-09T00:46:53.5Z,2,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,30,36,2022-03-09T00:46:53Z,2280000,,,0,,G. Bitadze Free Throw 2 of 2 (6 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
230,PT10M01.00S,2022-03-09T00:47:07.9Z,2,REGULAR,3pt,Jump Shot,[],1629636,34.773324572930356,48.28431372549019,1610612739,30,36,2022-03-09T00:47:12Z,2290000,9.0,274.0,1,left,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,
231,PT09M58.00S,2022-03-09T00:47:10.9Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,30,36,2022-03-09T00:47:12Z,2300000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,230.0,1.0,1.0,0.0,,,,
232,PT09M52.00S,2022-03-09T00:47:15.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629048,93.64323258869908,49.50980392156863,1610612754,32,36,2022-03-09T00:47:22Z,2310000,-2.0,7.0,1,right,G. Bitadze running finger roll Layup (8 PTS) (B. Hield 2 AST),"[1629048, 1627741]",1610612754.0,IND,running finger roll,,,Bitadze,G. Bitadze,,,,,0.77,Made,8.0,B. Hield,1627741.0,2.0,,,,,,,,,,,,,,
234,PT09M36.00S,2022-03-09T00:47:34.0Z,2,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612739,32,36,2022-03-09T00:47:43Z,2330000,,,0,,G. Bitadze shooting personal FOUL (2 PF) (Mobley 2 FT),"[1629048, 1630596]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,204058.0,2.0,0.0,Mobley,1630596.0,,,,,,,,,
236,PT09M36.00S,2022-03-09T00:48:03.7Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,32,37,2022-03-09T00:48:47Z,2350000,,,0,,E. Mobley Free Throw 1 of 2 (10 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
237,PT09M36.00S,2022-03-09T00:48:04.4Z,2,REGULAR,substitution,out,[],1629048,,,1610612739,32,37,2022-03-09T00:48:09Z,2360000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M36.00S,2022-03-09T00:48:04.4Z,2,REGULAR,substitution,in,[],1630543,,,1610612739,32,37,2022-03-09T00:48:09Z,2370000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
239,PT09M36.00S,2022-03-09T00:48:03.7Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,32,37,2022-03-09T00:48:47Z,2380000,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT09M34.00S,2022-03-09T00:48:05.7Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,32,37,2022-03-09T00:48:47Z,2390000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,239.0,4.0,3.0,1.0,,,,
241,PT09M17.00S,2022-03-09T00:48:44.7Z,2,REGULAR,2pt,Jump Shot,[],1630613,92.85479632063075,81.61764705882352,1610612754,34,37,2022-03-09T00:50:32Z,2400000,158.0,15.0,1,right,D. Washington Jr. 15' pullup Jump Shot (8 PTS) (B. Hield 3 AST),"[1630613, 1627741]",1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,15.88,Made,8.0,B. Hield,1627741.0,3.0,,,,,,,,,,,,,,
243,PT09M02.00S,2022-03-09T00:48:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,10.5946123521682,49.754901960784316,1610612739,34,37,2022-03-09T00:49:01Z,2420000,1.0,47.0,1,left,MISS D. Garland driving finger roll Layup,[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,4.71,Missed,,,,,,,,,,,,,,,,,,
244,PT09M00.00S,2022-03-09T00:49:00.7Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,34,37,2022-03-09T00:49:01Z,2430000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,243.0,1.0,1.0,0.0,,,,
245,PT08M56.00S,2022-03-09T00:49:04.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,77.4802890932983,8.57843137254902,1610612754,37,37,2022-03-09T00:49:12Z,2440000,-207.0,159.0,1,right,B. Hield 26' 3PT running (3 PTS) (M. Brogdon 2 AST),"[1627741, 1627763]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,26.12,Made,3.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
247,PT08M41.00S,2022-03-09T00:49:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,6.258212877792378,51.225490196078425,1610612739,37,39,2022-03-09T00:49:23Z,2460000,-6.0,6.0,1,left,I. Okoro driving finger roll Layup (2 PTS),[1630171],1610612739.0,CLE,driving finger roll,,,Okoro,I. Okoro,,,,,0.88,Made,2.0,,,,,,,,,,,,,,,,,
248,PT08M31.00S,2022-03-09T00:49:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.9862023653088,48.529411764705884,1610612754,39,39,2022-03-09T00:49:33Z,2470000,-7.0,13.0,1,right,M. Brogdon driving finger roll Layup (4 PTS) (D. Washington Jr. 1 AST),"[1627763, 1630613]",1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,1.53,Made,4.0,D. Washington Jr.,1630613.0,1.0,,,,,,,,,,,,,,
250,PT08M16.00S,2022-03-09T00:49:44.5Z,2,REGULAR,3pt,Jump Shot,[],201567,25.57490144546649,86.27450980392157,1610612739,39,42,2022-03-09T00:49:48Z,2490000,-181.0,188.0,1,left,K. Love 26' 3PT  (7 PTS) (D. Garland 5 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,26.12,Made,7.0,D. Garland,1629636.0,5.0,,,,,,,,,,,,,,
252,PT08M03.00S,2022-03-09T00:49:57.5Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612754,39,42,2022-03-09T00:50:00Z,2510000,,,0,,M. Brogdon bad pass TURNOVER (4 TO),"[1627763, 1629731]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,4.0,,,,,Wade,1629731.0,,
253,PT08M03.00S,2022-03-09T00:49:57.5Z,2,REGULAR,steal,,[],1629731,,,1610612739,39,42,2022-03-09T00:51:18Z,2520000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M58.00S,2022-03-09T00:50:02.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201567,7.178055190538765,51.225490196078425,1610612739,39,44,2022-03-09T00:50:07Z,2530000,-6.0,15.0,1,left,K. Love running Layup (9 PTS) (D. Garland 6 AST),"[201567, 1629636]",1610612739.0,CLE,running,,,Love,K. Love,,,,,1.62,Made,9.0,D. Garland,1629636.0,6.0,,,,,,,,,,,,,,
256,PT07M58.00S,2022-03-09T00:50:05.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,39,44,2022-03-09T00:50:05Z,2550000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M38.00S,2022-03-09T00:53:30.1Z,2,REGULAR,3pt,Jump Shot,[],1630188,81.42247043363994,95.09803921568627,1610612754,39,44,2022-03-09T00:53:34Z,2560000,225.0,122.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
258,PT07M34.00S,2022-03-09T00:53:34.1Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,39,44,2022-03-09T00:53:34Z,2570000,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,257.0,5.0,3.0,2.0,,,,
259,PT07M29.00S,2022-03-09T00:53:38.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201567,20.45006570302234,94.11764705882352,1610612739,39,44,2022-03-09T00:53:47Z,2580000,-221.0,140.0,1,left,MISS K. Love 26' running 3PT,[201567],1610612739.0,CLE,running,,,Love,K. Love,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
260,PT07M24.00S,2022-03-09T00:53:43.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,39,44,2022-03-09T00:53:47Z,2590000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,
261,PT07M10.00S,2022-03-09T00:53:56.3Z,2,REGULAR,3pt,Jump Shot,[],1630613,93.51182654402102,3.6764705882352944,1610612754,42,44,2022-03-09T00:54:00Z,2600000,-232.0,8.0,1,right,D. Washington Jr. 3PT  (11 PTS) (M. Brogdon 3 AST),"[1630613, 1627763]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,23.18,Made,11.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,,,
263,PT06M53.00S,2022-03-09T00:54:13.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.469776609724048,50.245098039215684,1610612739,42,46,2022-03-09T00:54:18Z,2620000,-1.0,-1.0,1,left,E. Mobley driving DUNK (12 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,0.16,Made,12.0,,,,,,,,,,,,,,,,,
264,PT06M43.00S,2022-03-09T00:54:26.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,42,46,2022-03-09T00:54:26Z,2630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,out,[],1627763,,,1610612754,42,46,2022-03-09T00:54:48Z,2640000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,out,[],1627741,,,1610612754,42,46,2022-03-09T00:54:48Z,2650000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,out,[],1630188,,,1610612754,42,46,2022-03-09T00:54:48Z,2660000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,out,[],201567,,,1610612754,42,46,2022-03-09T00:54:48Z,2670000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,out,[],1629636,,,1610612754,42,46,2022-03-09T00:54:48Z,2680000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,42,46,2022-03-09T00:54:48Z,2690000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
