actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-10-23T23:13:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-23T23:13:38Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-10-23T23:13:40.4Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,0,0,2021-10-23T23:13:40Z,40000,,,0,,Jump Ball B. Adebayo vs. M. Turner: Tip to P. Tucker,"[200782, 1628389, 1626167]",1610612748.0,MIA,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Adebayo,1628389.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-10-23T23:13:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,22.026938239159,87.5,1610612748,0,3,2021-10-23T23:14:03Z,70000,-188.0,155.0,1,left,D. Robinson 24' 3PT  (3 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.3,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2021-10-23T23:14:12.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,70.77858081471747,80.63725490196079,1610612754,0,3,2021-10-23T23:14:16Z,90000,153.0,222.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2021-10-23T23:14:15.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,3,2021-10-23T23:14:16Z,100000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M06.00S,2021-10-23T23:14:31.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,20.71287779237845,73.0392156862745,1610612748,0,5,2021-10-23T23:14:35Z,110000,-115.0,142.0,1,left,B. Adebayo 18' pullup Jump Shot (2 PTS),[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,18.3,Made,2.0,,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2021-10-23T23:14:44.3Z,1,REGULAR,3pt,Jump Shot,[],203200,68.80749014454665,67.8921568627451,1610612754,0,5,2021-10-23T23:14:49Z,120000,89.0,241.0,1,right,MISS J. Holiday 25' pullup 3PT,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
13,PT10M51.00S,2021-10-23T23:14:46.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,5,2021-10-23T23:14:49Z,130000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,,
14,PT10M42.00S,2021-10-23T23:14:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,7.30946123521682,3.9215686274509802,1610612748,0,5,2021-10-23T23:15:03Z,140000,230.0,16.0,1,left,MISS G. Vincent step back 3PT,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M38.00S,2021-10-23T23:14:59.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,0,5,2021-10-23T23:15:03Z,150000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
