actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
88,PT05M09.00S,2021-10-30T23:53:10.1Z,1,REGULAR,block,,[],1628449,,,1610612754,15,16,2021-10-30T23:53:12Z,880000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2021-10-30T23:53:13.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,15,16,2021-10-30T23:53:14Z,890000,,,0,,D. Sabonis REBOUND (Off:3 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,87.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
90,PT04M54.00S,2021-10-30T23:53:25.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627734,71.96123521681997,77.20588235294117,1610612754,15,16,2021-10-30T23:53:32Z,900000,136.0,211.0,1,right,MISS D. Sabonis 25' bank 3PT,[1627734],1610612754.0,IND,bank,,,Sabonis,D. Sabonis,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
91,PT04M50.00S,2021-10-30T23:53:29.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,15,16,2021-10-30T23:53:35Z,910000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
92,PT04M31.00S,2021-10-30T23:53:47.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,21.23850197109067,51.225490196078425,1610612761,15,16,2021-10-30T23:53:52Z,920000,-6.0,147.0,1,left,MISS G. Trent Jr. 14' turnaround Shot,[1629018],1610612761.0,TOR,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M28.00S,2021-10-30T23:53:50.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,16,2021-10-30T23:53:52Z,930000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
96,PT04M20.00S,2021-10-30T23:54:02.9Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612754,15,16,2021-10-30T23:57:41Z,960000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Turner 2 FT),"[1628449, 1626167]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Turner,1626167.0,,,
98,PT04M20.00S,2021-10-30T23:54:11.7Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,15,16,2021-10-30T23:54:26Z,980000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2021-10-30T23:54:11.7Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,15,16,2021-10-30T23:54:26Z,990000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M20.00S,2021-10-30T23:54:51.8Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,15,16,2021-10-30T23:55:12Z,1000000,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2021-10-30T23:54:51.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,15,16,2021-10-30T23:55:12Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,
102,PT04M20.00S,2021-10-30T23:54:52.6Z,1,REGULAR,substitution,out,[],204456,,,1610612754,15,16,2021-10-30T23:54:56Z,1020000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2021-10-30T23:54:52.6Z,1,REGULAR,substitution,in,[],202954,,,1610612754,15,16,2021-10-30T23:54:56Z,1030000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M20.00S,2021-10-30T23:54:51.8Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,15,16,2021-10-30T23:55:12Z,1040000,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M18.00S,2021-10-30T23:54:53.8Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,15,16,2021-10-30T23:55:12Z,1050000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
106,PT04M07.00S,2021-10-30T23:55:21.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,21.50131406044678,90.93137254901961,1610612761,15,16,2021-10-30T23:55:26Z,1060000,-205.0,150.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M02.00S,2021-10-30T23:55:26.2Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,15,16,2021-10-30T23:55:26Z,1070000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
108,PT03M52.00S,2021-10-30T23:55:35.4Z,1,REGULAR,turnover,bad pass,[],202954,,,1610612754,15,16,2021-10-30T23:55:39Z,1080000,,,0,,B. Wanamaker bad pass TURNOVER (1 TO),"[202954, 1628384]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,1.0,Anunoby,1628384.0,,,,,,,,,,,
109,PT03M52.00S,2021-10-30T23:55:35.4Z,1,REGULAR,steal,,[],1628384,,,1610612761,15,16,2021-10-30T23:55:37Z,1090000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M49.00S,2021-10-30T23:55:38.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,7.30946123521682,50.98039215686274,1610612761,15,18,2021-10-30T23:55:56Z,1100000,-5.0,16.0,1,left,O. Anunoby running DUNK (4 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,1.69,Made,,,,,,,,,4.0,,,,,,,,,,
111,PT03M49.00S,2021-10-30T23:55:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,18,2021-10-30T23:55:52Z,1110000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2021-10-30T23:58:47.2Z,1,REGULAR,turnover,bad pass,[],1630537,,,1610612754,15,18,2021-10-30T23:58:52Z,1120000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 203920]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,1.0,Birch,203920.0,,,,,,,,,,,
113,PT03M38.00S,2021-10-30T23:58:47.2Z,1,REGULAR,steal,,[],203920,,,1610612761,15,18,2021-10-30T23:58:49Z,1130000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M33.00S,2021-10-30T23:58:53.0Z,1,REGULAR,turnover,discontinued dribble,[],1630625,,,1610612761,15,18,2021-10-30T23:59:00Z,1140000,,,0,,D. Banton discontinued dribble TURNOVER (1 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,1199.0,1.0,,,,,,,,,,,,,
115,PT03M33.00S,2021-10-30T23:59:01.0Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,15,18,2021-10-30T23:59:08Z,1150000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M33.00S,2021-10-30T23:59:01.0Z,1,REGULAR,substitution,in,[],203087,,,1610612754,15,18,2021-10-30T23:59:08Z,1160000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2021-10-30T23:59:26.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,75.50919842312747,14.460784313725492,1610612754,18,18,2021-10-30T23:59:32Z,1170000,-178.0,178.0,1,right,J. Holiday 25' 3PT  (3 PTS) (M. Turner 1 AST),"[203200, 1626167]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.13,Made,,,,,,,,,3.0,M. Turner,1626167.0,1.0,,,,,,,
119,PT03M06.00S,2021-10-30T23:59:42.6Z,1,REGULAR,foul,personal,[],1629052,,,1610612761,18,18,2021-10-30T23:59:49Z,1190000,,,0,,O. Brissett personal FOUL (1 PF),"[1629052, 1628384]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Anunoby,1628384.0,,,
121,PT03M06.00S,2021-10-30T23:59:53.1Z,1,REGULAR,substitution,out,[],1629052,,,1610612761,18,18,2021-10-31T00:00:10Z,1210000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M06.00S,2021-10-30T23:59:53.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,18,18,2021-10-31T00:00:10Z,1220000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M06.00S,2021-10-30T23:59:53.1Z,1,REGULAR,substitution,in,[],1628470,,,1610612761,18,18,2021-10-31T00:00:10Z,1230000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M06.00S,2021-10-30T23:59:53.1Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,18,18,2021-10-31T00:00:10Z,1240000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M06.00S,2021-10-30T23:59:53.1Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612761,18,18,2021-10-31T00:03:26Z,1245000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M00.00S,2021-10-31T00:00:40.1Z,1,REGULAR,foul,personal,[],202954,,,1610612761,18,18,2021-10-31T00:00:48Z,1250000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 203920]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Birch,203920.0,,,
127,PT02M46.00S,2021-10-31T00:01:10.2Z,1,REGULAR,2pt,Jump Shot,[],203920,26.62614980289093,53.431372549019606,1610612761,18,18,2021-10-31T00:01:14Z,1270000,-17.0,198.0,1,left,MISS K. Birch 19' turnaround Shot,[203920],1610612761.0,TOR,turnaround,,,Birch,K. Birch,,,,,19.85,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M44.00S,2021-10-31T00:01:12.8Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,18,18,2021-10-31T00:01:12Z,1280000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
129,PT02M42.00S,2021-10-31T00:01:14.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,23.078186596583443,87.99019607843137,1610612761,18,18,2021-10-31T00:01:20Z,1290000,-190.0,164.0,1,left,MISS C. Boucher 25' pullup 3PT,[1628449],1610612761.0,TOR,pullup,,,Boucher,C. Boucher,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M39.00S,2021-10-31T00:01:17.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,18,18,2021-10-31T00:01:20Z,1300000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,
131,PT02M39.00S,2021-10-31T00:01:20.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,18,18,2021-10-31T00:01:20Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2021-10-31T00:01:38.7Z,1,REGULAR,3pt,Jump Shot,[],203087,90.75229960578186,3.6764705882352944,1610612754,21,18,2021-10-31T00:01:43Z,1320000,-232.0,34.0,1,right,J. Lamb 3PT  (3 PTS) (T. Craig 1 AST),"[203087, 1628470]",1610612754.0,IND,,,,Lamb,J. Lamb,,,,,23.41,Made,,,,,,,,,3.0,T. Craig,1628470.0,1.0,,,,,,,
134,PT02M02.00S,2021-10-31T00:01:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,7.178055190538765,54.90196078431373,1610612761,21,18,2021-10-31T00:02:01Z,1340000,-25.0,15.0,1,left,MISS D. Banton cutting Layup,[1630625],1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2021-10-31T00:01:59.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,21,18,2021-10-31T00:02:01Z,1350000,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,134.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
136,PT01M52.00S,2021-10-31T00:02:07.8Z,1,REGULAR,3pt,Jump Shot,[],203200,69.20170827858082,67.64705882352942,1610612754,21,18,2021-10-31T00:02:12Z,1360000,88.0,237.0,1,right,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M50.00S,2021-10-31T00:02:09.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,21,18,2021-10-31T00:02:12Z,1370000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
139,PT01M44.00S,2021-10-31T00:02:16.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630625,25.443495400788436,37.254901960784316,1610612761,21,20,2021-10-31T00:02:33Z,1390000,64.0,187.0,1,left,D. Banton 19' pullup Jump Shot (2 PTS) (S. Barnes 1 AST),"[1630625, 1630567]",1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,19.73,Made,,,,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,
140,PT01M18.00S,2021-10-31T00:02:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612754,21,20,2021-10-31T00:02:50Z,1400000,,,0,,D. Banton shooting personal FOUL (1 PF) (Lamb 2 FT),"[1630625, 203087]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Lamb,203087.0,,,
142,PT01M18.00S,2021-10-31T00:03:22.3Z,1,REGULAR,freethrow,1 of 2,[],203087,,,1610612754,22,20,2021-10-31T00:03:22Z,1420000,,,0,,J. Lamb Free Throw 1 of 2 (4 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,,,4.0,,,,,,,,,,
144,PT01M18.00S,2021-10-31T00:03:23.1Z,1,REGULAR,substitution,out,[],1629018,,,1610612754,22,20,2021-10-31T00:03:28Z,1430000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M18.00S,2021-10-31T00:03:23.1Z,1,REGULAR,substitution,in,[],1629004,,,1610612754,22,20,2021-10-31T00:03:28Z,1440000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2021-10-31T00:03:44.0Z,1,REGULAR,freethrow,2 of 2,[],203087,,,1610612754,23,20,2021-10-31T00:03:44Z,1450000,,,0,,J. Lamb Free Throw 2 of 2 (5 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
148,PT01M07.00S,2021-10-31T00:04:00.5Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612761,23,20,2021-10-31T00:04:09Z,1460000,,,0,,M. Turner shooting personal FOUL (1 PF) (Barnes 2 FT),"[1626167, 1630567]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Barnes,1630567.0,,,
150,PT01M07.00S,2021-10-31T00:04:23.0Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,23,20,2021-10-31T00:04:41Z,1480000,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M07.00S,2021-10-31T00:04:23.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,23,20,2021-10-31T00:04:41Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT01M07.00S,2021-10-31T00:04:23.0Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,23,20,2021-10-31T00:04:41Z,1500000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M06.00S,2021-10-31T00:04:24.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,23,20,2021-10-31T00:04:41Z,1510000,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,152.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
154,PT00M53.20S,2021-10-31T00:04:56.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629004,,,1610612754,23,20,2021-10-31T00:05:30Z,1520000,,,0,,S. Mykhailiuk personal FOUL (1 PF) (Turner 2 FT),"[1629004, 1626167]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,1199.0,,,,,,,,1.0,0.0,Turner,1626167.0,,,
156,PT00M53.20S,2021-10-31T00:05:27.6Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,24,20,2021-10-31T00:05:27Z,1540000,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
157,PT00M53.20S,2021-10-31T00:05:38.1Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,25,20,2021-10-31T00:05:38Z,1550000,,,0,,M. Turner Free Throw 2 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
158,PT00M34.80S,2021-10-31T00:05:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,12.828515111695138,50.98039215686274,1610612761,25,22,2021-10-31T00:06:04Z,1560000,-5.0,68.0,1,left,K. Birch 6' turnaround bank Jump Shot (2 PTS) (D. Banton 1 AST),"[203920, 1630625]",1610612761.0,TOR,turnaround bank,,,Birch,K. Birch,,,,,6.83,Made,,,,,,,,,2.0,D. Banton,1630625.0,1.0,,,,,,,
160,PT00M19.40S,2021-10-31T00:06:17.1Z,1,REGULAR,2pt,Jump Shot,[],202954,78.53153745072274,21.813725490196077,1610612754,25,22,2021-10-31T00:10:29Z,1580000,-141.0,149.0,1,right,MISS B. Wanamaker 20' step back Shot,[202954],1610612754.0,IND,step back,,,Wanamaker,B. Wanamaker,,,,,20.53,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M15.50S,2021-10-31T00:06:21.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,25,22,2021-10-31T00:06:25Z,1590000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,
162,PT00M15.50S,2021-10-31T00:06:26.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,25,22,2021-10-31T00:06:26Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,out,[],203087,,,1610612761,25,22,2021-10-31T00:06:54Z,1610000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,out,[],203920,,,1610612761,25,22,2021-10-31T00:06:54Z,1620000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,25,22,2021-10-31T00:06:54Z,1630000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,in,[],204456,,,1610612761,25,22,2021-10-31T00:06:54Z,1640000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,in,[],1627832,,,1610612761,25,22,2021-10-31T00:06:54Z,1650000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M15.50S,2021-10-31T00:06:28.1Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,25,22,2021-10-31T00:06:54Z,1660000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M01.30S,2021-10-31T00:07:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,10.775295663600525,43.79595588235294,1610612761,25,22,2021-10-31T00:09:19Z,1675000,31.0,49.0,1,left,MISS G. Trent Jr. driving Layup - blocked,"[1629018, 202954]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,5.78,Missed,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
172,PT00M01.30S,2021-10-31T00:07:27.3Z,1,REGULAR,block,,[],202954,,,1610612761,25,22,2021-10-31T00:09:19Z,1677500,,,0,,B. Wanamaker BLOCK (1 BLK),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M01.30S,2021-10-31T00:07:27.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,25,22,2021-10-31T00:09:19Z,1678750,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
174,PT00M01.30S,2021-10-31T00:07:30.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,25,22,2021-10-31T00:09:42Z,1679375,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2021-10-31T00:07:34.0Z,1,REGULAR,period,end,[],0,,,1610612754,25,22,2021-10-31T00:09:19Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,out,['startperiod'],202954,,,1610612754,25,22,2021-10-31T00:10:18Z,1690000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612754,25,22,2021-10-31T00:10:18Z,1700000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,out,['startperiod'],1626167,,,1610612754,25,22,2021-10-31T00:10:18Z,1710000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612754,25,22,2021-10-31T00:10:18Z,1720000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612754,25,22,2021-10-31T00:10:18Z,1730000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612754,25,22,2021-10-31T00:10:18Z,1740000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-10-31T00:09:53.3Z,2,REGULAR,substitution,in,['startperiod'],1629048,,,1610612754,25,22,2021-10-31T00:10:18Z,1750000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
