actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT03M45.00S,2021-11-14T00:25:56.5Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,24,18,2021-11-14T00:26:03Z,900000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M45.00S,2021-11-14T00:25:56.5Z,1,REGULAR,substitution,out,[],203552,,,1610612754,24,18,2021-11-14T00:26:03Z,910000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M45.00S,2021-11-14T00:25:56.5Z,1,REGULAR,substitution,in,[],1629103,,,1610612754,24,18,2021-11-14T00:26:03Z,920000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M45.00S,2021-11-14T00:25:56.5Z,1,REGULAR,substitution,in,[],1630194,,,1610612754,24,18,2021-11-14T00:26:03Z,930000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M35.00S,2021-11-14T00:26:25.5Z,1,REGULAR,foul,personal,[],1629003,,,1610612754,24,18,2021-11-14T00:27:12Z,940000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 1626167]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Turner,1626167.0,
96,PT03M28.00S,2021-11-14T00:26:43.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,71.96123521681997,75.0,1610612754,24,18,2021-11-14T00:26:48Z,960000,125.0,211.0,1,right,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,24.53,Missed,,,,,,,,,,,,,,,,
97,PT03M22.00S,2021-11-14T00:26:49.3Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612755,24,18,2021-11-14T00:26:48Z,970000,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,
98,PT03M15.00S,2021-11-14T00:26:54.7Z,1,REGULAR,3pt,Jump Shot,[],202699,31.09395532194481,44.85294117647059,1610612755,24,21,2021-11-14T00:26:59Z,980000,26.0,240.0,1,left,T. Harris 24' 3PT  (13 PTS) (G. Niang 1 AST),"[202699, 1627777]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,24.12,Made,13.0,G. Niang,1627777.0,1.0,,,,,,,,,,,,
100,PT02M59.00S,2021-11-14T00:27:11.0Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612754,24,21,2021-11-14T00:27:15Z,1000000,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1627788]",1610612754.0,IND,,,,Turner,M. Turner,,,,,1.0,Korkmaz,1627788.0,,,,,,,,,,,,,,,,,,
101,PT02M59.00S,2021-11-14T00:27:11.0Z,1,REGULAR,steal,,[],1627788,,,1610612755,24,21,2021-11-14T00:27:13Z,1010000,,,0,,F. Korkmaz STEAL (1 STL),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M55.00S,2021-11-14T00:27:14.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627788,22.421156373193167,88.97058823529412,1610612755,24,21,2021-11-14T00:27:20Z,1020000,-195.0,158.0,1,left,MISS F. Korkmaz 25' running pullup 3PT,[1627788],1610612755.0,PHI,running pullup,,,Korkmaz,F. Korkmaz,,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
103,PT02M52.00S,2021-11-14T00:27:18.7Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,24,21,2021-11-14T00:27:18Z,1030000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,102.0,4.0,3.0,1.0,,,,,,,,
104,PT02M49.00S,2021-11-14T00:27:21.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627777,33.459264126149804,49.754901960784316,1610612755,24,21,2021-11-14T00:27:24Z,1040000,1.0,262.0,1,left,MISS G. Niang 26' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
105,PT02M47.00S,2021-11-14T00:27:23.1Z,1,REGULAR,rebound,offensive,[],202699,,,1610612755,24,21,2021-11-14T00:27:23Z,1050000,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,104.0,5.0,3.0,2.0,,,,,,,,
106,PT02M46.00S,2021-11-14T00:27:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,7.703679369250986,47.549019607843135,1610612755,24,23,2021-11-14T00:27:27Z,1060000,12.0,20.0,1,left,T. Harris putback Layup (15 PTS),[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,,,,2.34,Made,15.0,,,,,,,,,,,,,,,
107,PT02M33.00S,2021-11-14T00:27:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,91.67214191852825,51.71568627450981,1610612754,26,23,2021-11-14T00:27:42Z,1070000,9.0,26.0,1,right,M. Turner cutting finger roll Layup (6 PTS) (T. McConnell 2 AST),"[1626167, 204456]",1610612754.0,IND,cutting finger roll,,,Turner,M. Turner,,,,,,,,2.72,Made,6.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,
109,PT02M21.00S,2021-11-14T00:27:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,10.200394218134035,57.84313725490197,1610612755,26,23,2021-11-14T00:27:54Z,1090000,-39.0,43.0,1,left,MISS F. Korkmaz turnaround Shot,[1627788],1610612755.0,PHI,turnaround,,,Korkmaz,F. Korkmaz,,,,,,,,5.85,Missed,,,,,,,,,,,,,,,,
110,PT02M17.00S,2021-11-14T00:27:53.3Z,1,REGULAR,rebound,offensive,[],1627788,,,1610612755,26,23,2021-11-14T00:27:53Z,1100000,,,0,,F. Korkmaz REBOUND (Off:1 Def:0),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,
111,PT02M10.00S,2021-11-14T00:28:00.3Z,1,REGULAR,turnover,bad pass,[],202699,,,1610612755,26,23,2021-11-14T00:28:03Z,1110000,,,0,,T. Harris bad pass TURNOVER (3 TO),"[202699, 1626167]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,3.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,
112,PT02M10.00S,2021-11-14T00:28:00.3Z,1,REGULAR,steal,,[],1626167,,,1610612754,26,23,2021-11-14T00:28:01Z,1120000,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M05.00S,2021-11-14T00:28:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,92.19776609724047,45.83333333333333,1610612754,28,23,2021-11-14T00:28:15Z,1130000,-21.0,21.0,1,right,J. Holiday running finger roll Layup (5 PTS) (T. McConnell 3 AST),"[203200, 204456]",1610612754.0,IND,running finger roll,,,Holiday,J. Holiday,,,,,,,,2.94,Made,5.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,
115,PT01M49.00S,2021-11-14T00:28:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,10.463206307490145,40.931372549019606,1610612755,28,23,2021-11-14T00:28:36Z,1150000,45.0,46.0,1,left,MISS G. Niang 6' Hook - blocked,"[1627777, 1626167]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,6.45,Missed,,,,,,,,,,Turner,1626167.0,,,,,
116,PT01M49.00S,2021-11-14T00:28:22.8Z,1,REGULAR,block,,[],1626167,,,1610612755,28,23,2021-11-14T00:28:26Z,1160000,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M48.00S,2021-11-14T00:28:23.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,28,23,2021-11-14T00:28:47Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,
118,PT01M48.00S,2021-11-14T00:28:28.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,28,23,2021-11-14T00:28:28Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M48.00S,2021-11-14T00:28:40.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612755,28,23,2021-11-14T00:28:41Z,1190000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M48.00S,2021-11-14T00:28:40.1Z,1,REGULAR,substitution,in,[],1627734,,,1610612755,28,23,2021-11-14T00:28:41Z,1200000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M42.00S,2021-11-14T00:28:52.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202699,12.697109067017081,42.40196078431372,1610612755,28,25,2021-11-14T00:28:57Z,1210000,38.0,67.0,1,left,T. Harris 7' pullup Jump Shot (17 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,7.69,Made,17.0,,,,,,,,,,,,,,,
122,PT01M26.00S,2021-11-14T00:29:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.38042049934296,52.450980392156865,1610612754,28,25,2021-11-14T00:29:15Z,1220000,12.0,10.0,1,right,MISS T. McConnell driving reverse Layup - blocked,"[204456, 1630194]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,,,,1.57,Missed,,,,,,,,,,Reed,1630194.0,,,,,
123,PT01M26.00S,2021-11-14T00:29:08.4Z,1,REGULAR,block,,[],1630194,,,1610612754,28,25,2021-11-14T00:29:11Z,1230000,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M23.00S,2021-11-14T00:29:11.4Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,28,25,2021-11-14T00:29:15Z,1240000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
125,PT01M20.00S,2021-11-14T00:29:14.7Z,1,REGULAR,turnover,bad pass,[],1627777,,,1610612755,28,25,2021-11-14T00:29:19Z,1250000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1628470]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,1.0,Craig,1628470.0,,,,,,,,,,,,,,,,,,
126,PT01M20.00S,2021-11-14T00:29:14.7Z,1,REGULAR,steal,,[],1628470,,,1610612754,28,25,2021-11-14T00:29:17Z,1260000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M14.00S,2021-11-14T00:29:21.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203200,77.34888304862024,71.07843137254902,1610612754,30,25,2021-11-14T00:29:26Z,1270000,105.0,160.0,1,right,J. Holiday 19' pullup Jump Shot (7 PTS) (T. McConnell 4 AST),"[203200, 204456]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,,,,19.19,Made,7.0,T. McConnell,204456.0,4.0,,,,,,,,,,,,
129,PT01M00.00S,2021-11-14T00:29:36.1Z,1,REGULAR,foul,offensive,[],1630194,,,1610612755,30,25,2021-11-14T00:29:43Z,1290000,,,0,,P. Reed offensive FOUL (1 PF),"[1630194, 203200]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Holiday,203200.0,
131,PT01M00.00S,2021-11-14T00:29:36.1Z,1,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,30,25,2021-11-14T00:29:36Z,1310000,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,1.0,,,,,,,,,,,,,202041.0,,,,,,,
132,PT01M00.00S,2021-11-14T00:29:42.3Z,1,REGULAR,substitution,out,[],202699,,,1610612754,30,25,2021-11-14T00:29:46Z,1320000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M00.00S,2021-11-14T00:29:42.3Z,1,REGULAR,substitution,in,[],1630178,,,1610612754,30,25,2021-11-14T00:29:46Z,1330000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M49.20S,2021-11-14T00:30:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,93.38042049934296,44.6078431372549,1610612754,32,25,2021-11-14T00:30:08Z,1340000,-27.0,10.0,1,right,D. Sabonis finger roll Layup (13 PTS) (T. McConnell 5 AST),"[1627734, 204456]",1610612754.0,IND,finger roll,,,Sabonis,D. Sabonis,,,,,,,,2.87,Made,13.0,T. McConnell,204456.0,5.0,,,,,,,,,,,,
136,PT00M36.50S,2021-11-14T00:30:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627777,18.2161629434954,50.49019607843137,1610612755,32,25,2021-11-14T00:30:21Z,1360000,-2.0,119.0,1,left,MISS G. Niang 11' Jump Shot - blocked,"[1627777, 1629103]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,11.87,Missed,,,,,,,,,,Martin,1629103.0,,,,,
137,PT00M36.50S,2021-11-14T00:30:17.6Z,1,REGULAR,block,,[],1629103,,,1610612755,32,25,2021-11-14T00:30:20Z,1370000,,,0,,K. Martin BLOCK (1 BLK),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M33.20S,2021-11-14T00:30:20.9Z,1,REGULAR,rebound,offensive,[],1627777,,,1610612755,32,25,2021-11-14T00:30:21Z,1380000,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,
139,PT00M32.10S,2021-11-14T00:30:22.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,7.046649145860711,95.83333333333334,1610612755,32,25,2021-11-14T00:30:26Z,1390000,-229.0,14.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,22.96,Missed,,,,,,,,,,,,,,,,
140,PT00M28.90S,2021-11-14T00:30:25.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,32,25,2021-11-14T00:30:26Z,1400000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,139.0,3.0,2.0,1.0,,,,,,,,
141,PT00M16.30S,2021-11-14T00:30:39.1Z,1,REGULAR,foul,personal,[],1629003,,,1610612754,32,25,2021-11-14T00:30:44Z,1410000,,,0,,S. Milton personal FOUL (2 PF),"[1629003, 204456]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,203591.0,,,2.0,0.0,McConnell,204456.0,
143,PT00M03.60S,2021-11-14T00:31:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,87.46714848883047,47.549019607843135,1610612754,32,25,2021-11-14T00:31:10Z,1430000,-12.0,65.0,1,right,MISS T. McConnell 6' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,,,,6.64,Missed,,,,,,,,,,,,,,,,
144,PT00M03.60S,2021-11-14T00:31:06.2Z,1,REGULAR,rebound,offensive,[],1629103,,,1610612754,32,25,2021-11-14T00:31:10Z,1440000,,,0,,K. Martin REBOUND (Off:1 Def:0),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,
145,PT00M00.00S,2021-11-14T00:31:09.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629103,94.40999984741211,50.0,1610612754,32,25,2021-11-14T00:31:13Z,1450000,0.0,0.0,1,right,MISS K. Martin tip Layup,[1629103],1610612754.0,IND,tip,,,Martin,K. Martin,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
146,PT00M00.00S,2021-11-14T00:31:09.8Z,1,REGULAR,rebound,defensive,[],1627788,,,1610612755,32,25,2021-11-14T00:31:13Z,1460000,,,0,,F. Korkmaz REBOUND (Off:1 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,
147,PT00M00.00S,2021-11-14T00:31:13.9Z,1,REGULAR,period,end,[],0,,,1610612755,32,25,2021-11-14T00:31:13Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-11-14T00:34:02.1Z,2,REGULAR,period,start,[],0,,,1610612754,32,25,2021-11-14T00:34:02Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M46.00S,2021-11-14T00:34:15.4Z,2,REGULAR,3pt,Jump Shot,[],203200,71.17279894875165,74.75490196078431,1610612754,35,25,2021-11-14T00:34:20Z,1490000,124.0,218.0,1,right,J. Holiday 25' 3PT  (10 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,25.11,Made,10.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,
151,PT11M28.00S,2021-11-14T00:34:33.1Z,2,REGULAR,2pt,Jump Shot,[],1630194,26.757555847568987,58.333333333333336,1610612755,35,25,2021-11-14T00:34:38Z,1510000,-42.0,199.0,1,left,MISS P. Reed 20' Jump Shot,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,20.33,Missed,,,,,,,,,,,,,,,,
152,PT11M24.00S,2021-11-14T00:34:37.1Z,2,REGULAR,rebound,defensive,[],1629103,,,1610612754,35,25,2021-11-14T00:34:38Z,1520000,,,0,,K. Martin REBOUND (Off:1 Def:1),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,
153,PT11M02.00S,2021-11-14T00:35:00.0Z,2,REGULAR,3pt,Jump Shot,[],203200,94.82588699080158,96.32352941176471,1610612754,38,25,2021-11-14T00:35:07Z,1530000,232.0,-4.0,1,right,J. Holiday 3PT  (13 PTS) (T. Craig 1 AST),"[203200, 1628470]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,23.16,Made,13.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,
155,PT10M44.00S,2021-11-14T00:35:17.2Z,2,REGULAR,turnover,bad pass,[],1629003,,,1610612755,38,25,2021-11-14T00:35:21Z,1550000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 204456]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,1.0,McConnell,204456.0,,,,,,,,,,,,,,,,,,
156,PT10M44.00S,2021-11-14T00:35:17.2Z,2,REGULAR,steal,,[],204456,,,1610612754,38,25,2021-11-14T00:35:18Z,1560000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M41.00S,2021-11-14T00:35:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629103,91.5407358738502,50.98039215686274,1610612754,40,25,2021-11-14T00:35:26Z,1570000,5.0,27.0,1,right,K. Martin running finger roll Layup (2 PTS) (T. McConnell 6 AST),"[1629103, 204456]",1610612754.0,IND,running finger roll,,,Martin,K. Martin,,,,,,,,2.74,Made,2.0,T. McConnell,204456.0,6.0,,,,,,,,,,,,
159,PT10M40.00S,2021-11-14T00:35:26.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,25,2021-11-14T00:35:26Z,1590000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M31.00S,2021-11-14T00:38:32.4Z,2,REGULAR,foul,personal,[],1629103,,,1610612755,40,25,2021-11-14T00:38:44Z,1600000,,,0,,K. Martin personal FOUL (1 PF),"[1629103, 1627777]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Niang,1627777.0,
162,PT10M25.00S,2021-11-14T00:38:51.9Z,2,REGULAR,2pt,Jump Shot,[],1627788,7.835085413929041,11.76470588235294,1610612755,40,25,2021-11-14T00:38:57Z,1620000,191.0,21.0,1,left,MISS F. Korkmaz 19' fadeaway Shot,[1627788],1610612755.0,PHI,fadeaway,,,Korkmaz,F. Korkmaz,,,,,,,,19.24,Missed,,,,,,,,,,,,,,,,
163,PT10M23.00S,2021-11-14T00:38:53.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,40,25,2021-11-14T00:38:57Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,
164,PT10M23.00S,2021-11-14T00:38:58.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,40,25,2021-11-14T00:38:58Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M12.00S,2021-11-14T00:39:17.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629003,8.492115637319317,97.54901960784314,1610612755,40,25,2021-11-14T00:39:22Z,1650000,-238.0,27.0,1,left,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,23.93,Missed,,,,,,,,,,,,,,,,
166,PT10M07.00S,2021-11-14T00:39:22.3Z,2,REGULAR,rebound,defensive,[],1629103,,,1610612754,40,25,2021-11-14T00:39:22Z,1660000,,,0,,K. Martin REBOUND (Off:1 Def:2),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,165.0,3.0,2.0,1.0,,,,,,,,
167,PT09M57.00S,2021-11-14T00:39:30.7Z,2,REGULAR,3pt,Jump Shot,[],203200,68.67608409986859,34.068627450980394,1610612754,43,25,2021-11-14T00:39:35Z,1670000,-80.0,242.0,1,right,J. Holiday 25' 3PT  (16 PTS) (D. Sabonis 3 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,25.47,Made,16.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,
169,PT09M35.00S,2021-11-14T00:39:53.0Z,2,REGULAR,2pt,Layup,[],1627788,11.12023653088042,31.61764705882353,1610612755,43,27,2021-11-14T00:39:57Z,1690000,92.0,52.0,1,left,F. Korkmaz 10' driving finger roll Layup (2 PTS),[1627788],1610612755.0,PHI,driving finger roll,,,Korkmaz,F. Korkmaz,,,,,,,,10.56,Made,2.0,,,,,,,,,,,,,,,
170,PT09M20.00S,2021-11-14T00:40:08.3Z,2,REGULAR,3pt,Jump Shot,[],203200,68.15045992115637,47.05882352941176,1610612754,46,27,2021-11-14T00:40:12Z,1700000,-15.0,247.0,1,right,J. Holiday 24' 3PT  (19 PTS) (K. Martin 1 AST),"[203200, 1629103]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,24.73,Made,19.0,K. Martin,1629103.0,1.0,,,,,,,,,,,,
172,PT09M06.00S,2021-11-14T00:40:21.8Z,2,REGULAR,3pt,Jump Shot,[],1630178,30.699737187910642,30.88235294117647,1610612755,46,30,2021-11-14T00:40:27Z,1720000,96.0,236.0,1,left,T. Maxey 25' 3PT step back (7 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,,,,25.47,Made,7.0,,,,,,,,,,,,,,,
173,PT08M54.00S,2021-11-14T00:40:34.3Z,2,REGULAR,3pt,Jump Shot,[],1627734,66.96780551905388,49.50980392156863,1610612754,49,30,2021-11-14T00:40:40Z,1730000,-2.0,258.0,1,right,D. Sabonis 25' 3PT  (16 PTS) (J. Holiday 1 AST),"[1627734, 203200]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,25.8,Made,16.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,
175,PT08M37.00S,2021-11-14T00:40:51.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,22.815374507227332,33.088235294117645,1610612755,49,32,2021-11-14T00:41:02Z,1750000,85.0,162.0,1,left,T. Maxey 18' driving floating Jump Shot (9 PTS) (P. Reed 1 AST),"[1630178, 1630194]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,18.28,Made,9.0,P. Reed,1630194.0,1.0,,,,,,,,,,,,
176,PT08M37.00S,2021-11-14T00:40:58.5Z,2,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612755,49,32,2021-11-14T00:41:04Z,1760000,,,0,,T. Craig shooting personal FOUL (1 PF) (Maxey 1 FT),"[1628470, 1630178]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Maxey,1630178.0,
179,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,out,[],203200,,,1610612755,49,32,2021-11-14T00:42:44Z,1780000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,out,[],204456,,,1610612755,49,32,2021-11-14T00:42:44Z,1790000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M37.00S,2021-11-14T00:41:05.3Z,2,REGULAR,substitution,out,[],1627734,,,1610612755,49,32,2021-11-14T00:42:44Z,1800000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
