actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
182,PT09M34.00S,2021-12-11T00:40:18.5Z,2,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,29,32,2021-12-11T00:40:18Z,1780000,,,0,,M. Kleber Free Throw 2 of 2 (2 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
183,PT09M20.00S,2021-12-11T00:40:37.0Z,2,REGULAR,foul,offensive,[],1629052,,,1610612754,29,32,2021-12-11T00:40:45Z,1790000,,,0,,O. Brissett offensive FOUL (1 PF),"[1629052, 1628973]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,1627526.0,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0
185,PT09M20.00S,2021-12-11T00:40:37.0Z,2,REGULAR,turnover,offensive foul,[],1629052,,,1610612754,29,32,2021-12-11T00:40:37Z,1810000,,,0,,O. Brissett offensive foul TURNOVER (3 TO),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,1627526.0,,,,,,,,3.0,,,,,,,,
186,PT09M06.00S,2021-12-11T00:41:00.6Z,2,REGULAR,turnover,bad pass,[],203501,,,1610612742,29,32,2021-12-11T00:41:03Z,1820000,,,0,,T. Hardaway Jr. bad pass TURNOVER (1 TO),"[203501, 1629052]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,1.0,Brissett,1629052.0,,,,,,
187,PT09M06.00S,2021-12-11T00:41:00.6Z,2,REGULAR,steal,,[],1629052,,,1610612754,29,32,2021-12-11T00:41:02Z,1830000,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M00.00S,2021-12-11T00:41:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,93.38042049934296,52.69607843137255,1610612754,31,32,2021-12-11T00:41:13Z,1840000,13.0,10.0,1,right,B. Wanamaker running finger roll Layup (2 PTS) (D. Sabonis 2 AST),"[202954, 1627734]",1610612754.0,IND,running finger roll,,,Wanamaker,B. Wanamaker,,,,,1.66,Made,,,2.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,
190,PT08M41.00S,2021-12-11T00:41:25.4Z,2,REGULAR,2pt,Jump Shot,[],204001,14.668199737187912,71.32352941176471,1610612742,31,34,2021-12-11T00:41:29Z,1860000,-107.0,85.0,1,left,K. Porzingis 13' turnaround bank Jump Shot (10 PTS) (T. Hardaway Jr. 1 AST),"[204001, 203501]",1610612742.0,DAL,turnaround bank,,,Porzingis,K. Porzingis,,,,,13.66,Made,,,10.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,
192,PT08M24.00S,2021-12-11T00:41:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.83902759526939,53.431372549019606,1610612754,33,34,2021-12-11T00:41:46Z,1880000,17.0,90.0,1,right,C. LeVert 9' pullup Jump Shot (4 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,9.16,Made,,,4.0,,,,,,,,,,,,,,,
193,PT08M06.00S,2021-12-11T00:41:59.8Z,2,REGULAR,3pt,Jump Shot,[],1628467,29.38567674113009,77.20588235294117,1610612742,33,34,2021-12-11T00:42:05Z,1890000,-136.0,224.0,1,left,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
194,PT08M04.00S,2021-12-11T00:42:01.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,33,34,2021-12-11T00:42:05Z,1900000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,193.0,,,,,,3.0,2.0,1.0,,,,,,,,,
195,PT07M50.00S,2021-12-11T00:42:21.6Z,2,REGULAR,foul,personal,[],1628467,,,1610612754,33,34,2021-12-11T00:43:05Z,1910000,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 1627734]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,2715.0,,,,,,,,,,,,,1.0,0.0,Sabonis,1627734.0
197,PT07M50.00S,2021-12-11T00:42:35.7Z,2,REGULAR,substitution,out,[],203501,,,1610612754,33,34,2021-12-11T00:42:42Z,1930000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M50.00S,2021-12-11T00:42:35.7Z,2,REGULAR,substitution,in,[],1630182,,,1610612754,33,34,2021-12-11T00:42:42Z,1940000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M45.00S,2021-12-11T00:42:55.0Z,2,REGULAR,3pt,Jump Shot,[],1627747,66.83639947437582,63.725490196078425,1610612754,36,34,2021-12-11T00:43:25Z,1950000,69.0,259.0,1,right,C. LeVert 26' 3PT pullup (7 PTS) (D. Sabonis 3 AST),"[1627747, 1627734]",1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,26.81,Made,,,7.0,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,
200,PT07M33.00S,2021-12-11T00:43:15.7Z,2,REGULAR,foul,personal,[],1629052,,,1610612742,36,34,2021-12-11T00:43:22Z,1960000,,,0,,O. Brissett personal FOUL (2 PF),"[1629052, 1628467]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,1627526.0,,,,,,,,,,,,,2.0,0.0,Kleber,1628467.0
202,PT07M32.00S,2021-12-11T00:43:33.0Z,2,REGULAR,turnover,bad pass,[],203493,,,1610612742,36,34,2021-12-11T00:43:37Z,1980000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 1627747]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,1.0,LeVert,1627747.0,,,,,,
203,PT07M32.00S,2021-12-11T00:43:33.0Z,2,REGULAR,steal,,[],1627747,,,1610612754,36,34,2021-12-11T00:43:41Z,1990000,,,0,,C. LeVert STEAL (2 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M29.00S,2021-12-11T00:43:36.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629052,93.77463863337714,49.01960784313725,1610612754,38,34,2021-12-11T00:44:16Z,2000000,-5.0,6.0,1,right,O. Brissett running DUNK (7 PTS) (C. LeVert 2 AST),"[1629052, 1627747]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,0.77,Made,,,7.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,
206,PT07M29.00S,2021-12-11T00:43:51.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,38,34,2021-12-11T00:43:51Z,2020000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M09.00S,2021-12-11T00:46:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,7.046649145860711,53.92156862745098,1610612742,38,34,2021-12-11T00:49:46Z,2030000,-20.0,14.0,1,left,MISS K. Porzingis driving Layup,[204001],1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,2.39,Missed,,,,,,,,,,,,,,,,,,
209,PT07M06.00S,2021-12-11T00:46:57.2Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,38,34,2021-12-11T00:47:01Z,2040000,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,208.0,,,,,,1.0,0.0,1.0,,,,,,,,,
210,PT07M06.00S,2021-12-11T00:46:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612742,38,36,2021-12-11T00:46:57Z,2050000,0.0,0.0,1,left,K. Porzingis tip Layup (12 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,,,12.0,,,,,,,,,,,,,,,
211,PT06M54.00S,2021-12-11T00:47:09.5Z,2,REGULAR,3pt,Jump Shot,[],1627747,67.36202365308804,32.1078431372549,1610612754,41,36,2021-12-11T00:47:14Z,2060000,-89.0,254.0,1,right,C. LeVert 26' 3PT  (10 PTS) (D. Sabonis 4 AST),"[1627747, 1627734]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,26.96,Made,,,10.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,
213,PT06M31.00S,2021-12-11T00:47:32.0Z,2,REGULAR,2pt,Jump Shot,[],204001,12.697109067017081,76.22549019607843,1610612742,41,36,2021-12-11T00:47:36Z,2080000,-131.0,67.0,1,left,MISS K. Porzingis 14' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,
214,PT06M28.00S,2021-12-11T00:47:35.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,41,36,2021-12-11T00:47:36Z,2090000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,213.0,,,,,,4.0,3.0,1.0,,,,,,,,,
215,PT06M18.00S,2021-12-11T00:47:44.8Z,2,REGULAR,3pt,Jump Shot,[],1629103,92.9862023653088,4.411764705882353,1610612754,44,36,2021-12-11T00:47:50Z,2100000,-228.0,13.0,1,right,K. Martin 3PT  (3 PTS) (C. LeVert 3 AST),"[1629103, 1627747]",1610612754.0,IND,,,,Martin,K. Martin,,,,,22.83,Made,,,3.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,
217,PT06M05.00S,2021-12-11T00:47:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,11.251642575558476,48.77450980392157,1610612742,44,38,2021-12-11T00:48:03Z,2120000,6.0,53.0,1,left,J. Brunson turnaround Jump Shot (8 PTS),[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,5.36,Made,,,8.0,,,,,,,,,,,,,,,
218,PT05M53.00S,2021-12-11T00:48:10.3Z,2,REGULAR,2pt,Jump Shot,[],1627747,84.05059132720105,31.61764705882353,1610612754,44,38,2021-12-11T00:51:53Z,2130000,-92.0,97.0,1,right,MISS C. LeVert 13' driving floating Shot,[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,13.39,Missed,,,,,,,,,,,,,,,,,,
219,PT05M50.00S,2021-12-11T00:48:13.3Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,44,38,2021-12-11T00:48:14Z,2140000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,218.0,,,,,,2.0,2.0,0.0,,,,,,,,,
220,PT05M44.00S,2021-12-11T00:48:19.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.835085413929041,45.83333333333333,1610612742,44,40,2021-12-11T00:48:28Z,2150000,21.0,21.0,1,left,J. Green cutting Layup (2 PTS) (M. Kleber 1 AST),"[1630182, 1628467]",1610612742.0,DAL,cutting,,,Green,J. Green,,,,,2.96,Made,,,2.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,
222,PT05M42.00S,2021-12-11T00:48:29.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,44,40,2021-12-11T00:48:29Z,2170000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],202954,,,1610612754,44,40,2021-12-11T00:51:05Z,2180000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],1627734,,,1610612754,44,40,2021-12-11T00:51:05Z,2190000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],1629052,,,1610612754,44,40,2021-12-11T00:51:05Z,2200000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],204001,,,1610612754,44,40,2021-12-11T00:51:05Z,2210000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],1628973,,,1610612754,44,40,2021-12-11T00:51:05Z,2220000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,out,[],1628467,,,1610612754,44,40,2021-12-11T00:51:05Z,2230000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,44,40,2021-12-11T00:51:05Z,2240000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],1627763,,,1610612754,44,40,2021-12-11T00:51:05Z,2250000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,44,40,2021-12-11T00:51:05Z,2260000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],1629029,,,1610612754,44,40,2021-12-11T00:51:05Z,2270000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],203939,,,1610612754,44,40,2021-12-11T00:51:05Z,2280000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M42.00S,2021-12-11T00:50:40.4Z,2,REGULAR,substitution,in,[],1627827,,,1610612754,44,40,2021-12-11T00:51:05Z,2290000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M24.00S,2021-12-11T00:51:38.4Z,2,REGULAR,turnover,backcourt,[],1627763,,,1610612754,44,40,2021-12-11T00:51:44Z,2300000,,,0,,M. Brogdon backcourt TURNOVER (2 TO),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,2715.0,,,,,,,,2.0,,,,,,,,
236,PT05M12.00S,2021-12-11T00:52:08.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203493,32.14520367936925,58.08823529411765,1610612742,44,40,2021-12-11T00:52:12Z,2310000,-40.0,250.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
237,PT05M08.00S,2021-12-11T00:52:12.1Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612742,44,40,2021-12-11T00:52:12Z,2320000,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,236.0,,,,,,1.0,0.0,1.0,,,,,,,,,
238,PT05M08.00S,2021-12-11T00:52:12.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630182,5.590000152587891,50.0,1610612742,44,40,2021-12-11T00:52:16Z,2330000,0.0,0.0,1,left,MISS J. Green tip Layup,[1630182],1610612742.0,DAL,tip,,,Green,J. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
239,PT05M08.00S,2021-12-11T00:52:12.1Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,44,40,2021-12-11T00:52:16Z,2340000,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,238.0,,,,,,2.0,0.0,2.0,,,,,,,,,
240,PT05M06.00S,2021-12-11T00:52:14.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627827,12.171484888304862,96.81372549019608,1610612742,44,40,2021-12-11T00:52:25Z,2350000,-234.0,62.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,
241,PT05M06.00S,2021-12-11T00:52:14.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,44,40,2021-12-11T00:52:25Z,2360000,,,0,,M. Turner REBOUND (Off:2 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,240.0,,,,,,4.0,2.0,2.0,,,,,,,,,
242,PT04M51.00S,2021-12-11T00:52:28.6Z,2,REGULAR,3pt,Jump Shot,[],1630537,81.2910643889619,93.62745098039215,1610612754,44,40,2021-12-11T00:52:34Z,2370000,218.0,123.0,1,right,MISS C. Duarte 25' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
243,PT04M45.00S,2021-12-11T00:52:34.6Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612754,44,40,2021-12-11T00:52:34Z,2380000,,,0,,C. LeVert REBOUND (Off:2 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,242.0,,,,,,3.0,1.0,2.0,,,,,,,,,
244,PT04M44.00S,2021-12-11T00:52:35.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627747,86.41590013140605,50.73529411764706,1610612754,44,40,2021-12-11T00:52:42Z,2390000,4.0,75.0,1,right,MISS C. LeVert 7' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,7.53,Missed,,,,,,,,,,,,,,,,,,
245,PT04M43.00S,2021-12-11T00:52:36.6Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,44,40,2021-12-11T00:52:42Z,2400000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,244.0,,,,,,2.0,1.0,1.0,,,,,,,,,
246,PT04M43.00S,2021-12-11T00:52:42.3Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612754,44,40,2021-12-11T00:52:52Z,2410000,,,0,,J. Green shooting personal FOUL (1 PF) (Duarte 2 FT),"[1630182, 1630537]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,1627526.0,,,,,,,,,,,,,1.0,0.0,Duarte,1630537.0
248,PT04M43.00S,2021-12-11T00:53:18.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630537,,,1610612754,45,40,2021-12-11T00:53:18Z,2430000,,,0,,C. Duarte Free Throw 1 of 2 (5 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
249,PT04M43.00S,2021-12-11T00:53:19.1Z,2,REGULAR,substitution,out,[],1627747,,,1610612754,45,40,2021-12-11T00:53:26Z,2440000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M43.00S,2021-12-11T00:53:19.1Z,2,REGULAR,substitution,in,[],1627734,,,1610612754,45,40,2021-12-11T00:53:26Z,2450000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M43.00S,2021-12-11T00:53:41.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630537,,,1610612754,46,40,2021-12-11T00:53:41Z,2460000,,,0,,C. Duarte Free Throw 2 of 2 (6 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
252,PT04M26.00S,2021-12-11T00:53:58.1Z,2,REGULAR,2pt,Jump Shot,[],1630182,17.0335085413929,28.431372549019606,1610612742,46,40,2021-12-11T00:54:02Z,2470000,108.0,108.0,1,left,MISS J. Green 15' turnaround fadeaway Shot,[1630182],1610612742.0,DAL,turnaround fadeaway,,,Green,J. Green,,,,,15.23,Missed,,,,,,,,,,,,,,,,,,
253,PT04M25.00S,2021-12-11T00:53:59.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,46,40,2021-12-11T00:54:02Z,2480000,,,0,,M. Turner REBOUND (Off:2 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,252.0,,,,,,5.0,3.0,2.0,,,,,,,,,
254,PT04M11.00S,2021-12-11T00:54:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.01511169513797,47.30392156862745,1610612754,48,40,2021-12-11T00:54:16Z,2490000,-13.0,32.0,1,right,D. Sabonis Layup (8 PTS) (K. Martin 1 AST),"[1627734, 1629103]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.47,Made,,,8.0,K. Martin,1629103.0,1.0,,,,,,,,,,,,
256,PT03M55.00S,2021-12-11T00:54:29.3Z,2,REGULAR,3pt,Jump Shot,[],203493,25.969119579500656,13.725490196078432,1610612742,48,40,2021-12-11T00:54:34Z,2510000,181.0,192.0,1,left,MISS R. Bullock 26' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
257,PT03M51.00S,2021-12-11T00:54:33.3Z,2,REGULAR,rebound,offensive,[],1629029,,,1610612742,48,40,2021-12-11T00:54:34Z,2520000,,,0,,L. Doncic REBOUND (Off:1 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,256.0,,,,,,4.0,3.0,1.0,,,,,,,,,
258,PT03M51.00S,2021-12-11T00:54:33.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,5.590000152587891,50.0,1610612742,48,42,2021-12-11T00:54:33Z,2530000,0.0,0.0,1,left,L. Doncic tip Layup (12 PTS),[1629029],1610612742.0,DAL,tip,,,Doncic,L. Doncic,,,,,0.0,Made,,,12.0,,,,,,,,,,,,,,,
274,PT03M45.00S,2021-12-11T00:54:52.7Z,2,REGULAR,violation,kicked ball,[],1627827,,,1610612754,48,42,2021-12-11T00:56:52Z,2555000,,,0,,D. Finney-Smith kicked ball VIOLATION,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M45.00S,2021-12-11T00:54:54.8Z,2,REGULAR,substitution,out,[],1630182,,,1610612754,48,42,2021-12-11T00:54:58Z,2560000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M45.00S,2021-12-11T00:54:54.8Z,2,REGULAR,substitution,in,[],203501,,,1610612754,48,42,2021-12-11T00:54:58Z,2570000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M34.00S,2021-12-11T00:55:07.5Z,2,REGULAR,3pt,Jump Shot,[],1627734,67.23061760840999,40.68627450980392,1610612754,51,42,2021-12-11T00:55:18Z,2580000,-47.0,256.0,1,right,D. Sabonis 25' 3PT  (11 PTS) (C. Duarte 2 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,25.97,Made,,,11.0,C. Duarte,1630537.0,2.0,,,,,,,,,,,,
265,PT03M14.00S,2021-12-11T00:55:26.1Z,2,REGULAR,2pt,Jump Shot,[],1629029,14.668199737187912,33.33333333333333,1610612742,51,44,2021-12-11T00:57:48Z,2600000,83.0,85.0,1,left,L. Doncic 11' turnaround fadeaway Jump Shot (14 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,11.93,Made,,,14.0,,,,,,,,,,,,,,,
266,PT03M01.00S,2021-12-11T00:55:39.8Z,2,REGULAR,2pt,Jump Shot,[],1630537,83.919185282523,30.637254901960787,1610612754,51,44,2021-12-11T00:55:49Z,2610000,-97.0,99.0,1,right,MISS C. Duarte 13' fadeaway Shot,[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,13.82,Missed,,,,,,,,,,,,,,,,,,
267,PT02M58.00S,2021-12-11T00:55:42.8Z,2,REGULAR,rebound,offensive,[],1626167,,,1610612754,51,44,2021-12-11T00:55:43Z,2620000,,,0,,M. Turner REBOUND (Off:3 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,266.0,,,,,,6.0,3.0,3.0,,,,,,,,,
268,PT02M55.00S,2021-12-11T00:55:46.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630537,73.40670170827858,11.27450980392157,1610612754,51,44,2021-12-11T00:55:51Z,2630000,-194.0,197.0,1,right,MISS C. Duarte 27' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,
269,PT02M55.00S,2021-12-11T00:55:46.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,51,44,2021-12-11T00:55:51Z,2640000,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,268.0,,,,,,5.0,4.0,1.0,,,,,,,,,
