actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-28T23:11:02.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-28T23:11:02Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-28T23:11:05.7Z,1,REGULAR,jumpball,recovered,[],1629048,,,1610612754,0,0,2022-03-28T23:11:05Z,40000,,,0,,Jump Ball G. Bitadze vs. C. Capela: Tip to G. Bitadze,"[1629048, 1629048, 203991]",1610612754.0,IND,startperiod,G. Bitadze,1629048.0,Bitadze,G. Bitadze,Bitadze,1629048.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-03-28T23:11:20.6Z,1,REGULAR,2pt,Jump Shot,[],1627741,89.43823915900131,31.61764705882353,1610612754,2,0,2022-03-28T23:11:30Z,70000,-92.0,47.0,1,right,B. Hield 10' driving floating Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1627741, 1630169]",1610612754.0,IND,driving floating,,,Hield,B. Hield,,,,,10.31,Made,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
9,PT11M18.00S,2022-03-28T23:11:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,32.933639947437584,18.872549019607842,1610612737,2,0,2022-03-28T23:11:51Z,90000,156.0,257.0,1,left,MISS T. Young 30' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,30.05,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-03-28T23:11:45.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,2,0,2022-03-28T23:11:51Z,100000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
11,PT11M16.00S,2022-03-28T23:11:51.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,2,0,2022-03-28T23:11:51Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2022-03-28T23:12:02.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,34.90473061760841,46.81372549019608,1610612737,2,3,2022-03-28T23:12:14Z,120000,16.0,276.0,1,left,K. Huerter 27' 3PT  (3 PTS) (C. Capela 1 AST),"[1628989, 203991]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.61,Made,3.0,C. Capela,203991.0,1.0,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-03-28T23:12:21.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,67.62483574244416,42.64705882352941,1610612754,5,3,2022-03-28T23:12:28Z,140000,-37.0,252.0,1,right,B. Hield 25' 3PT pullup (5 PTS) (G. Bitadze 1 AST),"[1627741, 1629048]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,25.45,Made,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,,
16,PT10M40.00S,2022-03-28T23:12:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,14.799605781865965,47.794117647058826,1610612737,5,3,2022-03-28T23:12:43Z,160000,11.0,87.0,1,left,MISS C. Capela 8' driving floating Shot,[203991],1610612737.0,ATL,driving floating,,,Capela,C. Capela,,,,,8.73,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2022-03-28T23:12:37.9Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,5,3,2022-03-28T23:17:32Z,170000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
