actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
91,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,out,[],202954,,,1610612765,16,19,2021-12-17T00:28:40Z,910000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612765,16,19,2021-12-17T00:28:40Z,920000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,16,19,2021-12-17T00:28:40Z,930000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,16,19,2021-12-17T00:28:40Z,940000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,in,[],1627734,,,1610612765,16,19,2021-12-17T00:28:40Z,950000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,16,19,2021-12-17T00:28:40Z,960000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,in,[],203087,,,1610612765,16,19,2021-12-17T00:28:40Z,970000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,16,19,2021-12-17T00:28:40Z,980000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2021-12-17T00:28:22.7Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,16,19,2021-12-17T00:28:40Z,990000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M33.00S,2021-12-17T00:28:46.4Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,16,20,2021-12-17T00:28:46Z,1000000,,,0,,C. Cunningham Free Throw 2 of 2 (6 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
101,PT04M15.00S,2021-12-17T00:29:09.2Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612754,16,20,2021-12-17T00:29:15Z,1010000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630595, 1627747]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,202041.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
103,PT04M15.00S,2021-12-17T00:29:30.1Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,16,20,2021-12-17T00:29:30Z,1030000,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Missed,,,,,,,,,,,,,,,
104,PT04M15.00S,2021-12-17T00:29:30.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,16,20,2021-12-17T00:29:30Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,
105,PT04M15.00S,2021-12-17T00:29:43.6Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,17,20,2021-12-17T00:29:43Z,1050000,,,0,,C. LeVert Free Throw 2 of 2 (1 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
106,PT04M04.00S,2021-12-17T00:29:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,6.521024967148489,53.92156862745098,1610612765,17,20,2021-12-17T00:30:03Z,1060000,-20.0,9.0,1,left,MISS T. Lyles driving finger roll Layup,[1626168],1610612765.0,DET,driving finger roll,,,Lyles,T. Lyles,,,,,,,,,,Missed,,2.15,,,,,,,,,,,,,
107,PT04M02.00S,2021-12-17T00:30:00.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,17,20,2021-12-17T00:30:03Z,1070000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,
108,PT03M55.00S,2021-12-17T00:30:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.9862023653088,54.41176470588235,1610612754,17,20,2021-12-17T00:30:28Z,1080000,22.0,13.0,1,right,MISS D. Sabonis cutting Layup,[1627734],1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,2.58,,,,,,,,,,,,,
109,PT03M54.00S,2021-12-17T00:30:08.7Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,17,20,2021-12-17T00:30:29Z,1090000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,
110,PT03M54.00S,2021-12-17T00:30:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612754,17,20,2021-12-17T00:30:19Z,1100000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Duarte 2 FT),"[1630165, 1630537]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,1628480.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
112,PT03M54.00S,2021-12-17T00:30:33.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630537,,,1610612754,18,20,2021-12-17T00:30:33Z,1120000,,,0,,C. Duarte Free Throw 1 of 2 (5 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
113,PT03M54.00S,2021-12-17T00:30:34.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612754,18,20,2021-12-17T00:30:37Z,1130000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M54.00S,2021-12-17T00:30:34.5Z,1,REGULAR,substitution,in,[],1630240,,,1610612754,18,20,2021-12-17T00:30:37Z,1140000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M54.00S,2021-12-17T00:30:48.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630537,,,1610612754,19,20,2021-12-17T00:30:48Z,1150000,,,0,,C. Duarte Free Throw 2 of 2 (6 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
116,PT03M43.00S,2021-12-17T00:31:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,10.726018396846255,56.86274509803921,1610612765,19,20,2021-12-17T00:31:07Z,1160000,-34.0,48.0,1,left,MISS F. Jackson driving Layup - blocked,"[1628402, 1627747]",1610612765.0,DET,driving,,,Jackson,F. Jackson,,,,,,,,,,Missed,,5.92,,,,,,,,,,,LeVert,1627747.0,
117,PT03M43.00S,2021-12-17T00:31:01.5Z,1,REGULAR,block,,[],1627747,,,1610612765,19,20,2021-12-17T00:31:04Z,1170000,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M43.00S,2021-12-17T00:31:01.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,19,20,2021-12-17T00:31:07Z,1180000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,
119,PT03M43.00S,2021-12-17T00:31:07.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,19,20,2021-12-17T00:31:07Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M31.00S,2021-12-17T00:31:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630537,93.77463863337714,57.35294117647059,1610612754,19,20,2021-12-17T00:31:25Z,1200000,37.0,6.0,1,right,MISS C. Duarte driving DUNK - blocked,"[1630537, 1630595]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,,,,,,Missed,,3.73,,,,,,,,,,,Cunningham,1630595.0,
121,PT03M31.00S,2021-12-17T00:31:22.2Z,1,REGULAR,block,,[],1630595,,,1610612754,19,20,2021-12-17T00:31:24Z,1210000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M28.00S,2021-12-17T00:31:25.2Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,19,20,2021-12-17T00:31:25Z,1220000,,,0,,O. Brissett REBOUND (Off:1 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,120.0,2.0,1.0,1.0,,,,,,,,,
123,PT03M27.00S,2021-12-17T00:31:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,92.46057818659659,52.94117647058824,1610612754,21,20,2021-12-17T00:31:29Z,1230000,15.0,18.0,1,right,O. Brissett putback Layup (2 PTS),[1629052],1610612754.0,IND,putback,,,Brissett,O. Brissett,,,,,,,,,,Made,2.0,2.36,,,,,,,,,,,,,
124,PT03M19.00S,2021-12-17T00:31:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630595,32.933639947437584,72.54901960784314,1610612765,21,20,2021-12-17T00:31:37Z,1240000,-113.0,257.0,1,left,MISS C. Cunningham 28' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,Missed,,28.07,,,,,,,,,,,,,
125,PT03M16.00S,2021-12-17T00:31:36.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,21,20,2021-12-17T00:31:37Z,1250000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,
126,PT03M06.00S,2021-12-17T00:31:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612754,21,20,2021-12-17T00:31:56Z,1260000,,,0,,S. Bey shooting personal FOUL (1 PF) (Lamb 2 FT),"[1630180, 203087]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,202041.0,1.0,0.0,Lamb,203087.0,,,,,,,,,,,,,,,,
128,PT03M06.00S,2021-12-17T00:32:12.4Z,1,REGULAR,freethrow,1 of 2,[],203087,,,1610612754,22,20,2021-12-17T00:32:12Z,1280000,,,0,,J. Lamb Free Throw 1 of 2 (1 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
129,PT03M06.00S,2021-12-17T00:32:12.9Z,1,REGULAR,substitution,out,[],1630595,,,1610612754,22,20,2021-12-17T00:32:18Z,1290000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M06.00S,2021-12-17T00:32:12.9Z,1,REGULAR,substitution,in,[],203585,,,1610612754,22,20,2021-12-17T00:32:18Z,1300000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M06.00S,2021-12-17T00:32:29.1Z,1,REGULAR,freethrow,2 of 2,[],203087,,,1610612754,23,20,2021-12-17T00:32:29Z,1310000,,,0,,J. Lamb Free Throw 2 of 2 (2 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
132,PT02M50.00S,2021-12-17T00:32:48.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,7.046649145860711,47.794117647058826,1610612765,23,22,2021-12-17T00:32:53Z,1320000,11.0,14.0,1,left,T. Lyles driving finger roll Layup (2 PTS) (F. Jackson 1 AST),"[1626168, 1628402]",1610612765.0,DET,driving finger roll,,,Lyles,T. Lyles,,,,,,,,,,Made,2.0,1.76,,,,,F. Jackson,1628402.0,1.0,,,,,,
134,PT02M34.00S,2021-12-17T00:33:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,92.19776609724047,49.26470588235294,1610612754,25,22,2021-12-17T00:33:07Z,1340000,-4.0,21.0,1,right,C. LeVert driving Layup (3 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,,,,,,Made,3.0,2.11,,,,,,,,,,,,,
135,PT02M19.00S,2021-12-17T00:33:19.5Z,1,REGULAR,turnover,bad pass,[],1626168,,,1610612765,25,22,2021-12-17T00:33:22Z,1350000,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1629052]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,1.0,Brissett,1629052.0,,,
136,PT02M19.00S,2021-12-17T00:33:19.5Z,1,REGULAR,steal,,[],1629052,,,1610612754,25,22,2021-12-17T00:33:21Z,1360000,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M09.00S,2021-12-17T00:33:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629052,92.59198423127464,95.34313725490196,1610612754,25,22,2021-12-17T00:33:33Z,1370000,227.0,17.0,1,right,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,22.73,,,,,,,,,,,,,
138,PT02M07.00S,2021-12-17T00:33:31.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,25,22,2021-12-17T00:33:33Z,1380000,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,137.0,4.0,3.0,1.0,,,,,,,,,
139,PT01M52.00S,2021-12-17T00:33:46.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,5.863994743758213,47.794117647058826,1610612765,25,24,2021-12-17T00:33:51Z,1390000,11.0,3.0,1,left,S. Bey driving DUNK (8 PTS) (S. Lee 1 AST),"[1630180, 1630240]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,,,,,,Made,8.0,1.13,,,,,S. Lee,1630240.0,1.0,,,,,,
141,PT01M37.00S,2021-12-17T00:34:01.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,89.96386333771353,35.294117647058826,1610612754,25,24,2021-12-17T00:34:07Z,1410000,-74.0,42.0,1,right,MISS J. Lamb 8' driving floating bank Shot,[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,,,,,,Missed,,8.46,,,,,,,,,,,,,
142,PT01M34.00S,2021-12-17T00:34:04.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,25,24,2021-12-17T00:34:07Z,1420000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,
143,PT01M30.00S,2021-12-17T00:34:08.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,20.71287779237845,90.19607843137256,1610612765,25,27,2021-12-17T00:34:15Z,1430000,-201.0,142.0,1,left,S. Bey 24' 3PT running (11 PTS) (S. Lee 2 AST),"[1630180, 1630240]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,,,,,,Made,11.0,24.62,,,,,S. Lee,1630240.0,2.0,,,,,,
145,PT01M05.00S,2021-12-17T00:34:33.1Z,1,REGULAR,3pt,Jump Shot,[],1630537,71.17279894875165,78.67647058823529,1610612754,28,27,2021-12-17T00:34:37Z,1450000,143.0,218.0,1,right,C. Duarte 26' 3PT pullup (9 PTS),[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,,,,,,Made,9.0,26.14,,,,,,,,,,,,,
146,PT00M51.80S,2021-12-17T00:34:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,29.911300919842315,81.86274509803921,1610612765,28,27,2021-12-17T00:34:52Z,1460000,-159.0,229.0,1,left,MISS S. Bey 27' turnaround 3PT,[1630180],1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,,,,,,Missed,,27.87,,,,,,,,,,,,,
147,PT00M48.40S,2021-12-17T00:34:51.5Z,1,REGULAR,rebound,offensive,[],203585,,,1610612765,28,27,2021-12-17T00:34:51Z,1470000,,,0,,R. McGruder REBOUND (Off:1 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,,
148,PT00M46.20S,2021-12-17T00:34:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,6.258212877792378,49.754901960784316,1610612765,28,29,2021-12-17T00:42:04Z,1480000,1.0,6.0,1,left,S. Bey cutting finger roll Layup (13 PTS) (R. McGruder 1 AST),"[1630180, 203585]",1610612765.0,DET,cutting finger roll,,,Bey,S. Bey,,,,,,,,,,Made,13.0,0.64,,,,,R. McGruder,203585.0,1.0,,,,,,
150,PT00M39.70S,2021-12-17T00:35:04.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630240,,,1610612754,28,29,2021-12-17T00:35:15Z,1500000,,,0,,S. Lee shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630240, 1627747]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,1628480.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
152,PT00M39.70S,2021-12-17T00:35:28.8Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,29,29,2021-12-17T00:35:49Z,1520000,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
153,PT00M39.70S,2021-12-17T00:35:29.6Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,29,29,2021-12-17T00:35:38Z,1530000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M39.70S,2021-12-17T00:35:29.6Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,29,29,2021-12-17T00:35:38Z,1540000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M39.70S,2021-12-17T00:35:28.8Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,29,29,2021-12-17T00:35:49Z,1550000,,,0,,MISS C. LeVert Free Throw 2 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Missed,,,,,,,,,,,,,,,
156,PT00M38.60S,2021-12-17T00:35:29.9Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,29,29,2021-12-17T00:35:49Z,1560000,,,0,,S. Bey REBOUND (Off:1 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,155.0,5.0,4.0,1.0,,,,,,,,,
157,PT00M21.40S,2021-12-17T00:36:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,6.258212877792378,54.65686274509803,1610612765,29,29,2021-12-17T00:36:09Z,1570000,-23.0,6.0,1,left,MISS T. Lyles driving finger roll Layup,[1626168],1610612765.0,DET,driving finger roll,,,Lyles,T. Lyles,,,,,,,,,,Missed,,2.41,,,,,,,,,,,,,
158,PT00M19.20S,2021-12-17T00:36:07.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,29,29,2021-12-17T00:36:07Z,1580000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,,
159,PT00M05.10S,2021-12-17T00:36:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629052,94.82588699080158,95.83333333333334,1610612754,32,29,2021-12-17T00:36:25Z,1590000,229.0,-4.0,1,right,O. Brissett 3PT  (5 PTS) (D. Sabonis 3 AST),"[1629052, 1627734]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,5.0,22.92,,,,,D. Sabonis,1627734.0,3.0,,,,,,
161,PT00M00.30S,2021-12-17T00:36:30.5Z,1,REGULAR,2pt,Jump Shot,[],203585,5.338370565045992,75.0,1610612765,32,29,2021-12-17T00:36:38Z,1610000,-125.0,-2.0,1,left,MISS R. McGruder 12' fadeaway Shot,[203585],1610612765.0,DET,fadeaway,,,McGruder,R. McGruder,,,,,,,,,,Missed,,12.5,,,,,,,,,,,,,
162,PT00M00.30S,2021-12-17T00:36:30.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,32,29,2021-12-17T00:36:38Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,
163,PT00M00.00S,2021-12-17T00:36:34.7Z,1,REGULAR,period,end,[],0,,,1610612765,32,29,2021-12-17T00:36:34Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-17T00:38:43.2Z,2,REGULAR,substitution,out,['startperiod'],1629052,,,1610612765,32,29,2021-12-17T00:39:23Z,1640000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-17T00:38:43.2Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612765,32,29,2021-12-17T00:39:23Z,1650000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-17T00:38:43.2Z,2,REGULAR,substitution,in,['startperiod'],1630537,,,1610612765,32,29,2021-12-17T00:39:23Z,1660000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-17T00:38:43.2Z,2,REGULAR,substitution,in,['startperiod'],1630587,,,1610612765,32,29,2021-12-17T00:39:23Z,1670000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-17T00:39:27.8Z,2,REGULAR,period,start,[],0,,,1610612765,32,29,2021-12-17T00:39:27Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-17T00:39:29.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,32,29,2021-12-17T00:39:41Z,1690000,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,,
170,PT11M48.00S,2021-12-17T00:39:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,5.338370565045992,52.94117647058824,1610612765,32,29,2021-12-17T00:39:45Z,1700000,-15.0,-2.0,1,left,MISS S. Lee driving finger roll Layup,[1630240],1610612765.0,DET,driving finger roll,,,Lee,S. Lee,,,,,,,,,,Missed,,1.49,,,,,,,,,,,,,
171,PT11M46.00S,2021-12-17T00:39:40.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,32,29,2021-12-17T00:39:40Z,1710000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,170.0,4.0,4.0,0.0,,,,,,,,,
172,PT11M45.00S,2021-12-17T00:39:41.1Z,2,REGULAR,turnover,lost ball,[],1627734,,,1610612754,32,29,2021-12-17T00:39:48Z,1720000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1630240]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1.0,Lee,1630240.0,,,
173,PT11M45.00S,2021-12-17T00:39:41.1Z,2,REGULAR,steal,,[],1630240,,,1610612765,32,29,2021-12-17T00:39:42Z,1730000,,,0,,S. Lee STEAL (1 STL),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M44.00S,2021-12-17T00:39:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630240,6.783837056504599,48.28431372549019,1610612765,32,31,2021-12-17T00:39:52Z,1740000,9.0,11.0,1,left,S. Lee Layup (2 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,Made,2.0,1.42,,,,,,,,,,,,,
175,PT11M20.00S,2021-12-17T00:40:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.59198423127464,45.588235294117645,1610612754,32,31,2021-12-17T00:40:13Z,1750000,-22.0,17.0,1,right,MISS D. Sabonis driving Layup,[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,2.79,,,,,,,,,,,,,
176,PT11M17.00S,2021-12-17T00:40:09.6Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,32,31,2021-12-17T00:40:13Z,1760000,,,0,,R. McGruder REBOUND (Off:1 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,
