actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
271,PT02M42.00S,2022-02-05T00:55:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,5.863994743758213,52.94117647058824,1610612754,52,58,2022-02-05T00:55:15Z,2710000,-15.0,3.0,1,left,T. Taylor reverse Layup (9 PTS) (C. LeVert 5 AST),"[1630678, 1627747]",1610612754.0,IND,reverse,,,Taylor,T. Taylor,,,,,1.49,Made,9.0,,,,,C. LeVert,1627747.0,5.0,,,,,,,,,,
273,PT02M25.00S,2022-02-05T00:55:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,87.20433639947439,51.71568627450981,1610612741,52,60,2022-02-05T00:56:27Z,2730000,9.0,68.0,1,right,D. DeRozan 6' floating Jump Shot (14 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,6.83,Made,14.0,,,,,,,,,,,,,,,,,
274,PT02M25.00S,2022-02-05T00:55:23.9Z,2,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612741,52,60,2022-02-05T00:55:27Z,2740000,,,0,,T. Craig shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1628470, 201942]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,204059.0,1.0,0.0,DeRozan,201942.0,,,,,
276,PT02M25.00S,2022-02-05T00:55:46.4Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,52,61,2022-02-05T00:55:46Z,2760000,,,0,,D. DeRozan Free Throw 1 of 1 (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
277,PT02M07.00S,2022-02-05T00:56:05.8Z,2,REGULAR,3pt,Jump Shot,[],203200,24.655059132720105,86.27450980392157,1610612754,55,61,2022-02-05T00:56:19Z,2770000,-181.0,179.0,1,left,J. Holiday 25' 3PT pullup (3 PTS) (T. Taylor 1 AST),"[203200, 1630678]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.51,Made,3.0,,,,,T. Taylor,1630678.0,1.0,,,,,,,,,,
279,PT01M53.00S,2022-02-05T00:56:19.6Z,2,REGULAR,3pt,Jump Shot,[],1630245,69.07030223390277,71.32352941176471,1610612741,55,61,2022-02-05T00:56:24Z,2790000,107.0,238.0,1,right,MISS A. Dosunmu 26' pullup 3PT,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
280,PT01M50.00S,2022-02-05T00:56:22.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,55,61,2022-02-05T00:56:24Z,2800000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,279.0,3.0,3.0,0.0,,,,,,,,,,,,,
283,PT01M46.00S,2022-02-05T00:56:59.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612754,55,61,2022-02-05T00:57:14Z,2830000,,,0,,J. Green shooting personal FOUL (2 PF) (LeVert 2 FT),"[1629750, 1627747]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,204058.0,2.0,0.0,LeVert,1627747.0,,,,,
285,PT01M46.00S,2022-02-05T00:57:08.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1627747,,,1610612754,56,61,2022-02-05T00:57:08Z,2850000,,,0,,C. LeVert Free Throw 1 of 2 (27 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
286,PT01M46.00S,2022-02-05T00:57:11.6Z,2,REGULAR,substitution,out,[],1629744,,,1610612754,56,61,2022-02-05T00:57:14Z,2860000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M46.00S,2022-02-05T00:57:11.6Z,2,REGULAR,substitution,in,[],1628972,,,1610612754,56,61,2022-02-05T00:57:14Z,2870000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M46.00S,2022-02-05T00:57:08.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1627747,,,1610612754,57,61,2022-02-05T00:57:45Z,2880000,,,0,,C. LeVert Free Throw 2 of 2 (28 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
289,PT01M31.00S,2022-02-05T00:57:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,92.9862023653088,47.05882352941176,1610612741,57,63,2022-02-05T00:57:40Z,2890000,-15.0,13.0,1,right,D. DeRozan driving reverse Layup (17 PTS) (N. Vucevic 2 AST),"[201942, 202696]",1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,1.99,Made,17.0,,,,,N. Vucevic,202696.0,2.0,,,,,,,,,,
291,PT01M16.00S,2022-02-05T00:57:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.863994743758213,48.77450980392157,1610612754,57,63,2022-02-05T00:57:57Z,2910000,6.0,3.0,1,left,MISS C. LeVert finger roll Layup,[1627747],1610612754.0,IND,finger roll,,,LeVert,C. LeVert,,,,,0.66,Missed,,,,,,,,,,,,,,,,,,
292,PT01M14.00S,2022-02-05T00:57:49.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,57,63,2022-02-05T00:57:57Z,2920000,,,0,,N. Vucevic REBOUND (Off:3 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,291.0,10.0,7.0,3.0,,,,,,,,,,,,,
293,PT01M08.00S,2022-02-05T00:57:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.23981603153744,37.254901960784316,1610612741,57,63,2022-02-05T00:58:04Z,2930000,-64.0,133.0,1,right,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.76,Missed,,,,,,,,,,,,,,,,,,
294,PT01M06.00S,2022-02-05T00:57:59.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,57,63,2022-02-05T00:58:04Z,2940000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,,,
295,PT01M06.00S,2022-02-05T00:58:10.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,57,63,2022-02-05T00:58:10Z,2950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M53.00S,2022-02-05T00:58:26.6Z,2,REGULAR,2pt,Jump Shot,[],1630613,9.543363994743759,70.34313725490196,1610612754,59,63,2022-02-05T00:58:33Z,2960000,-102.0,37.0,1,left,D. Washington Jr. 10' driving floating bank Jump Shot (5 PTS),[1630613],1610612754.0,IND,driving floating bank,,,Washington Jr.,D. Washington Jr.,,,,,10.83,Made,5.0,,,,,,,,,,,,,,,,,
298,PT00M36.20S,2022-02-05T00:58:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.72339027595268,49.50980392156863,1610612741,59,65,2022-02-05T00:58:51Z,2980000,-2.0,16.0,1,right,N. Vucevic Layup (18 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.61,Made,18.0,,,,,D. DeRozan,201942.0,5.0,,,,,,,,,,
300,PT00M16.90S,2022-02-05T00:59:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,7.30946123521682,54.166666666666664,1610612754,59,65,2022-02-05T00:59:17Z,3000000,-21.0,16.0,1,left,MISS T. Taylor Layup,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,2.64,Missed,,,,,,,,,,,,,,,,,,
301,PT00M15.50S,2022-02-05T00:59:15.7Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,59,65,2022-02-05T00:59:15Z,3010000,,,0,,T. Taylor REBOUND (Off:3 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,300.0,4.0,1.0,3.0,,,,,,,,,,,,,
302,PT00M15.50S,2022-02-05T00:59:15.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630678,5.590000152587891,50.0,1610612754,61,65,2022-02-05T00:59:22Z,3020000,0.0,0.0,1,left,T. Taylor tip Layup (11 PTS),[1630678],1610612754.0,IND,tip,,,Taylor,T. Taylor,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,
303,PT00M15.50S,2022-02-05T00:59:17.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202696,,,1610612754,61,65,2022-02-05T00:59:41Z,3030000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Taylor 1 FT),"[202696, 1630678]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,204059.0,2.0,0.0,Taylor,1630678.0,,,,,
305,PT00M15.50S,2022-02-05T00:59:27.1Z,2,REGULAR,substitution,out,[],1630613,,,1610612754,61,65,2022-02-05T00:59:37Z,3050000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M15.50S,2022-02-05T00:59:27.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612754,61,65,2022-02-05T00:59:37Z,3060000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M15.50S,2022-02-05T00:59:27.1Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,61,65,2022-02-05T00:59:37Z,3070000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M15.50S,2022-02-05T00:59:27.1Z,2,REGULAR,substitution,in,[],1629744,,,1610612754,61,65,2022-02-05T00:59:37Z,3080000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M15.50S,2022-02-05T00:59:56.7Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630678,,,1610612754,62,65,2022-02-05T00:59:56Z,3090000,,,0,,T. Taylor Free Throw 1 of 1 (12 PTS),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
310,PT00M00.20S,2022-02-05T01:00:17.5Z,2,REGULAR,2pt,Jump Shot,[],1630245,85.49605781865965,76.7156862745098,1610612741,62,65,2022-02-05T01:00:22Z,3100000,134.0,84.0,1,right,MISS A. Dosunmu 15' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,15.77,Missed,,,,,,,,,,,,,,,,,,
311,PT00M00.20S,2022-02-05T01:00:17.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,62,65,2022-02-05T01:00:22Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,
312,PT00M00.00S,2022-02-05T01:00:21.7Z,2,REGULAR,period,end,[],0,,,1610612741,62,65,2022-02-05T01:00:21Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-02-05T01:14:57.7Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612741,62,65,2022-02-05T01:15:35Z,3130000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-02-05T01:14:57.7Z,3,REGULAR,substitution,out,['startperiod'],1629744,,,1610612741,62,65,2022-02-05T01:15:35Z,3140000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-02-05T01:14:57.7Z,3,REGULAR,substitution,in,['startperiod'],1630537,,,1610612741,62,65,2022-02-05T01:15:35Z,3150000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-02-05T01:14:57.7Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,62,65,2022-02-05T01:15:35Z,3160000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2022-02-05T01:15:39.8Z,3,REGULAR,period,start,[],0,,,1610612754,62,65,2022-02-05T01:15:39Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M44.00S,2022-02-05T01:15:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203200,92.72339027595268,51.470588235294116,1610612754,62,65,2022-02-05T01:16:01Z,3180000,7.0,16.0,1,right,MISS J. Holiday driving Layup,[203200],1610612754.0,IND,driving,,,Holiday,J. Holiday,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,
319,PT11M41.00S,2022-02-05T01:15:58.3Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,65,2022-02-05T01:16:01Z,3190000,,,0,,N. Vucevic REBOUND (Off:3 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,318.0,11.0,8.0,3.0,,,,,,,,,,,,,
320,PT11M35.00S,2022-02-05T01:16:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.440867279894875,55.63725490196079,1610612741,62,65,2022-02-05T01:17:09Z,3200000,-28.0,17.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1628470]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,3.31,Missed,,,,,,,,,,,,,,,,,Craig,1628470.0
321,PT11M35.00S,2022-02-05T01:16:03.2Z,3,REGULAR,block,,[],1628470,,,1610612741,62,65,2022-02-05T01:25:15Z,3210000,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M31.00S,2022-02-05T01:16:07.2Z,3,REGULAR,rebound,defensive,[],1630678,,,1610612754,62,65,2022-02-05T01:16:09Z,3220000,,,0,,T. Taylor REBOUND (Off:3 Def:2),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,320.0,5.0,2.0,3.0,,,,,,,,,,,,,
323,PT11M30.00S,2022-02-05T01:16:08.6Z,3,REGULAR,turnover,bad pass,[],1630678,,,1610612754,62,65,2022-02-05T01:16:17Z,3230000,,,0,,T. Taylor bad pass TURNOVER (2 TO),"[1630678, 1628972]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,2.0,Brown Jr.,1628972.0,,
324,PT11M30.00S,2022-02-05T01:16:08.6Z,3,REGULAR,steal,,[],1628972,,,1610612741,62,65,2022-02-05T01:16:11Z,3240000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M27.00S,2022-02-05T01:16:11.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628972,7.30946123521682,50.0,1610612741,62,67,2022-02-05T01:16:32Z,3250000,0.0,16.0,1,left,T. Brown Jr. Layup (7 PTS),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,1.62,Made,7.0,,,,,,,,,,,,,,,,,
326,PT11M13.00S,2022-02-05T01:16:25.9Z,3,REGULAR,turnover,bad pass,[],1627747,,,1610612754,62,67,2022-02-05T01:16:38Z,3260000,,,0,,C. LeVert bad pass TURNOVER (2 TO),"[1627747, 1630245]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,2.0,Dosunmu,1630245.0,,
327,PT11M13.00S,2022-02-05T01:16:25.9Z,3,REGULAR,steal,,[],1630245,,,1610612741,62,67,2022-02-05T01:16:28Z,3270000,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M11.00S,2022-02-05T01:16:28.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630245,6.915243101182654,52.20588235294118,1610612741,62,69,2022-02-05T01:17:55Z,3280000,-11.0,13.0,1,left,A. Dosunmu running DUNK (6 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,1.67,Made,6.0,,,,,,,,,,,,,,,,,
329,PT10M55.00S,2022-02-05T01:16:43.8Z,3,REGULAR,3pt,Jump Shot,[],203200,66.44218134034165,45.588235294117645,1610612754,62,69,2022-02-05T01:17:04Z,3290000,-22.0,263.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
330,PT10M55.00S,2022-02-05T01:16:43.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,62,69,2022-02-05T01:17:04Z,3300000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,
331,PT10M52.00S,2022-02-05T01:16:49.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,62,69,2022-02-05T01:16:49Z,3310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M35.00S,2022-02-05T01:17:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,11.514454664914586,49.01960784313725,1610612741,62,71,2022-02-05T01:17:15Z,3320000,5.0,56.0,1,left,N. Vucevic Layup (20 PTS) (A. Dosunmu 9 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,5.59,Made,20.0,,,,,A. Dosunmu,1630245.0,9.0,,,,,,,,,,
334,PT10M18.00S,2022-02-05T01:17:29.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,62,71,2022-02-05T01:17:29Z,3340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M10.00S,2022-02-05T01:17:50.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,91.80354796320631,64.95098039215686,1610612754,62,71,2022-02-05T01:17:56Z,3350000,75.0,25.0,1,right,MISS C. LeVert 7' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,7.87,Missed,,,,,,,,,,,,,,,,,,
336,PT10M06.00S,2022-02-05T01:17:54.6Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,62,71,2022-02-05T01:17:56Z,3360000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,335.0,2.0,1.0,1.0,,,,,,,,,,,,,
337,PT09M51.00S,2022-02-05T01:18:11.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,11.383048620236531,52.20588235294118,1610612741,62,73,2022-02-05T01:18:17Z,3370000,-11.0,55.0,1,left,N. Vucevic Hook (22 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,5.56,Made,22.0,,,,,,,,,,,,,,,,,
339,PT09M51.00S,2022-02-05T01:18:17.4Z,3,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612741,62,73,2022-02-05T01:18:26Z,3390000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Vucevic 1 FT),"[1627747, 202696]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,204058.0,2.0,0.0,Vucevic,202696.0,,,,,
341,PT09M51.00S,2022-02-05T01:18:30.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,62,73,2022-02-05T01:18:30Z,3410000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M51.00S,2022-02-05T01:20:50.0Z,3,REGULAR,substitution,out,[],1630537,,,1610612741,62,73,2022-02-05T01:21:02Z,3420000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M51.00S,2022-02-05T01:20:50.0Z,3,REGULAR,substitution,in,[],1630613,,,1610612741,62,73,2022-02-05T01:21:02Z,3430000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M51.00S,2022-02-05T01:21:31.6Z,3,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,62,73,2022-02-05T01:21:31Z,3440000,,,0,,MISS N. Vucevic Free Throw 1 of 1,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT09M50.00S,2022-02-05T01:21:32.6Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,62,73,2022-02-05T01:21:40Z,3450000,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,344.0,4.0,4.0,0.0,,,,,,,,,,,,,
346,PT09M33.00S,2022-02-05T01:21:49.6Z,3,REGULAR,3pt,Jump Shot,[],1630613,94.95729303547962,2.2058823529411766,1610612754,65,73,2022-02-05T01:21:54Z,3460000,-239.0,-5.0,1,right,D. Washington Jr. 3PT  (8 PTS) (J. Holiday 1 AST),"[1630613, 203200]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,23.91,Made,8.0,,,,,J. Holiday,203200.0,1.0,,,,,,,,,,
348,PT09M08.00S,2022-02-05T01:22:14.4Z,3,REGULAR,2pt,Jump Shot,[],202696,12.434296977660972,22.30392156862745,1610612741,65,73,2022-02-05T01:22:51Z,3480000,138.0,64.0,1,left,MISS N. Vucevic 15' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,
349,PT09M04.00S,2022-02-05T01:22:18.4Z,3,REGULAR,rebound,defensive,[],1630613,,,1610612754,65,73,2022-02-05T01:22:22Z,3490000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:4),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,348.0,4.0,4.0,0.0,,,,,,,,,,,,,
350,PT08M57.00S,2022-02-05T01:22:25.3Z,3,REGULAR,3pt,Jump Shot,[],1630678,70.12155059132719,27.696078431372552,1610612754,68,73,2022-02-05T01:22:29Z,3500000,-112.0,228.0,1,right,T. Taylor 25' 3PT  (15 PTS) (D. Washington Jr. 2 AST),"[1630678, 1630613]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,25.42,Made,15.0,,,,,D. Washington Jr.,1630613.0,2.0,,,,,,,,,,
352,PT08M41.00S,2022-02-05T01:22:47.1Z,3,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612741,68,73,2022-02-05T01:22:50Z,3520000,,,0,,T. Craig shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1628470, 201942]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,101284.0,2.0,0.0,DeRozan,201942.0,,,,,
354,PT08M41.00S,2022-02-05T01:23:07.0Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,68,74,2022-02-05T01:23:07Z,3540000,,,0,,D. DeRozan Free Throw 1 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
355,PT08M41.00S,2022-02-05T01:23:23.7Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,68,75,2022-02-05T01:23:23Z,3550000,,,0,,D. DeRozan Free Throw 2 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
356,PT08M33.00S,2022-02-05T01:23:34.2Z,3,REGULAR,3pt,Jump Shot,[],203200,66.83639947437582,44.6078431372549,1610612754,68,75,2022-02-05T01:23:38Z,3560000,-27.0,259.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,
357,PT08M30.00S,2022-02-05T01:23:37.2Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,68,75,2022-02-05T01:23:38Z,3570000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,356.0,4.0,4.0,0.0,,,,,,,,,,,,,
358,PT08M16.00S,2022-02-05T01:23:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,4.944152431011826,44.85294117647059,1610612741,68,77,2022-02-05T01:23:54Z,3580000,26.0,-6.0,1,left,N. Vucevic Layup (24 PTS) (J. Green 1 AST),"[202696, 1629750]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,2.64,Made,24.0,,,,,J. Green,1629750.0,1.0,,,,,,,,,,
360,PT08M04.00S,2022-02-05T01:24:01.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630678,88.91261498028909,46.32352941176471,1610612754,70,77,2022-02-05T01:24:08Z,3600000,-18.0,52.0,1,right,T. Taylor floating Jump Shot (17 PTS) (C. LeVert 6 AST),"[1630678, 1627747]",1610612754.0,IND,floating,,,Taylor,T. Taylor,,,,,5.49,Made,17.0,,,,,C. LeVert,1627747.0,6.0,,,,,,,,,,
362,PT07M50.00S,2022-02-05T01:24:17.8Z,3,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,70,77,2022-02-05T01:24:23Z,3620000,,,0,,A. Dosunmu bad pass out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,bad pass,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,204059.0,,,,,2.0,,,,
363,PT07M29.00S,2022-02-05T01:24:44.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630678,91.27792378449409,45.09803921568628,1610612754,70,77,2022-02-05T01:24:49Z,3630000,-25.0,29.0,1,right,MISS T. Taylor driving Layup,[1630678],1610612754.0,IND,driving,,,Taylor,T. Taylor,,,,,3.83,Missed,,,,,,,,,,,,,,,,,,
