actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-04T00:10:22.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-04T00:10:22Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2021-12-04T00:10:28.4Z,1,REGULAR,jumpball,recovered,[],1627747,,,1610612754,0,0,2021-12-04T00:10:28Z,40000,,,0,,Jump Ball M. Turner vs. D. Dedmon: Tip to C. LeVert,"[1627747, 1626167, 203473]",1610612754.0,IND,startperiod,C. LeVert,1627747.0,LeVert,C. LeVert,Turner,1626167.0,Dedmon,203473.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2021-12-04T00:10:42.5Z,1,REGULAR,2pt,Jump Shot,[],1626167,76.95466491458606,53.431372549019606,1610612754,2,0,2021-12-04T00:11:27Z,70000,17.0,164.0,1,right,M. Turner 16' turnaround Jump Shot (2 PTS) (M. Brogdon 1 AST),"[1626167, 1627763]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,16.5,Made,2.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,,
9,PT11M21.00S,2021-12-04T00:11:00.5Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,2,0,2021-12-04T00:11:05Z,90000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1628470]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,1.0,Craig,1628470.0,,,,,,,,,,,,
10,PT11M21.00S,2021-12-04T00:11:00.5Z,1,REGULAR,steal,,[],1628470,,,1610612754,2,0,2021-12-04T00:11:02Z,100000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2021-12-04T00:11:12.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630537,92.46057818659659,11.76470588235294,1610612754,4,0,2021-12-04T00:11:18Z,110000,-191.0,18.0,1,right,C. Duarte 19' step back Jump Shot (2 PTS),[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,19.21,Made,2.0,,,,,,,,,,,,,,,,,,
12,PT10M45.00S,2021-12-04T00:11:37.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.013797634691194,40.44117647058824,1610612748,4,3,2021-12-04T00:11:41Z,120000,48.0,248.0,1,left,D. Robinson 25' 3PT  (3 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.3,Made,3.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,,
14,PT10M30.00S,2021-12-04T00:11:51.9Z,1,REGULAR,2pt,Jump Shot,[],1630537,78.40013140604468,31.127450980392158,1610612754,4,3,2021-12-04T00:11:56Z,140000,-94.0,151.0,1,right,MISS C. Duarte 17' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,17.77,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M27.00S,2021-12-04T00:11:54.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,4,3,2021-12-04T00:11:56Z,150000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M13.00S,2021-12-04T00:12:09.6Z,1,REGULAR,3pt,Jump Shot,[],200768,6.1268068331143235,96.32352941176471,1610612748,4,6,2021-12-04T00:12:17Z,160000,-232.0,5.0,1,left,K. Lowry 3PT  (3 PTS) (D. Robinson 1 AST),"[200768, 1629130]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,23.17,Made,3.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
