actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
21,PT10M28.00S,2021-10-25T23:12:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.1268068331143235,45.83333333333333,1610612754,7,4,2021-10-25T23:12:42Z,210000,21.0,5.0,1,left,M. Brogdon driving finger roll Layup (4 PTS) (D. Sabonis 1 AST),"[1627763, 1627734]",1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,,,,,,Made,,4.0,2.14,,,,D. Sabonis,1627734.0,1.0,,,,,,
23,PT10M21.00S,2021-10-25T23:12:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612749,7,4,2021-10-25T23:13:51Z,230000,,,0,,M. Turner shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626167, 203507]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,1201.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
25,PT10M21.00S,2021-10-25T23:13:19.7Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,7,5,2021-10-25T23:13:19Z,250000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
26,PT10M21.00S,2021-10-25T23:13:44.9Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,7,6,2021-10-25T23:13:44Z,260000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
28,PT10M12.00S,2021-10-25T23:13:55.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,34.37910643889619,46.07843137254902,1610612754,7,6,2021-10-25T23:14:01Z,280000,20.0,271.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,,27.14,,,,,,,,,,,,
29,PT10M08.00S,2021-10-25T23:13:59.2Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,7,6,2021-10-25T23:14:01Z,290000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,28.0,,,1.0,1.0,0.0,,,,,,,,,
30,PT10M00.00S,2021-10-25T23:14:07.4Z,1,REGULAR,3pt,Jump Shot,[],203114,72.7496714848883,85.7843137254902,1610612749,7,6,2021-10-25T23:14:11Z,300000,179.0,204.0,1,right,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,27.11,,,,,,,,,,,,
31,PT09M57.00S,2021-10-25T23:14:10.4Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,7,6,2021-10-25T23:14:11Z,310000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,30.0,,,1.0,1.0,0.0,,,,,,,,,
32,PT09M45.00S,2021-10-25T23:14:21.4Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612754,7,6,2021-10-25T23:14:26Z,320000,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 203648]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1.0,Antetokounmpo,203648.0,,,
33,PT09M45.00S,2021-10-25T23:14:21.4Z,1,REGULAR,steal,,[],203648,,,1610612749,7,6,2021-10-25T23:14:23Z,330000,,,0,,T. Antetokounmpo STEAL (1 STL),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2021-10-25T23:14:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201588,93.51182654402102,51.9607843137255,1610612749,7,8,2021-10-25T23:14:38Z,340000,10.0,8.0,1,right,G. Hill running reverse Layup (2 PTS) (K. Middleton 1 AST),"[201588, 203114]",1610612749.0,MIL,running reverse,,,Hill,G. Hill,,,,,,,,,,Made,,2.0,1.3,,,,K. Middleton,203114.0,1.0,,,,,,
36,PT09M26.00S,2021-10-25T23:14:44.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,7,8,2021-10-25T23:14:44Z,360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M17.00S,2021-10-25T23:15:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,9.149145860709593,56.61764705882353,1610612754,9,8,2021-10-25T23:15:13Z,370000,-33.0,34.0,1,left,D. Sabonis turnaround Jump Shot (3 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,3.0,4.71,,,,,,,,,,,,
38,PT09M09.00S,2021-10-25T23:15:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.32917214191852,47.794117647058826,1610612749,9,10,2021-10-25T23:15:21Z,380000,-11.0,20.0,1,right,G. Antetokounmpo driving Layup (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,6.0,2.25,,,,,,,,,,,,
39,PT09M09.00S,2021-10-25T23:15:19.9Z,1,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612749,9,10,2021-10-25T23:15:35Z,390000,,,0,,M. Turner shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1626167, 203507]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,202056.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
41,PT09M09.00S,2021-10-25T23:15:36.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612749,9,10,2021-10-25T23:15:51Z,410000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT09M09.00S,2021-10-25T23:15:36.1Z,1,REGULAR,substitution,out,[],203648,,,1610612749,9,10,2021-10-25T23:15:51Z,420000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT09M09.00S,2021-10-25T23:15:36.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612749,9,10,2021-10-25T23:15:51Z,430000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT09M09.00S,2021-10-25T23:15:36.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,9,10,2021-10-25T23:15:51Z,440000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT09M09.00S,2021-10-25T23:16:09.8Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,9,10,2021-10-25T23:16:12Z,450000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,
46,PT09M08.00S,2021-10-25T23:16:10.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,9,10,2021-10-25T23:16:12Z,460000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,45.0,,,1.0,1.0,0.0,,,,,,,,,
47,PT08M59.00S,2021-10-25T23:16:19.6Z,1,REGULAR,3pt,Jump Shot,[],203200,30.436925098554536,68.87254901960785,1610612754,9,10,2021-10-25T23:16:24Z,470000,-94.0,234.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,25.2,,,,,,,,,,,,
48,PT08M55.00S,2021-10-25T23:16:23.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,10,2021-10-25T23:16:24Z,480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,47.0,,,1.0,1.0,0.0,,,,,,,,,
49,PT08M52.00S,2021-10-25T23:16:27.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203507,93.38042049934296,49.50980392156863,1610612749,9,12,2021-10-25T23:16:35Z,490000,-2.0,10.0,1,right,G. Antetokounmpo running DUNK (8 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,8.0,1.0,,,,,,,,,,,,
50,PT08M39.00S,2021-10-25T23:16:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.652431011826544,54.65686274509803,1610612754,9,12,2021-10-25T23:16:43Z,500000,-23.0,10.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 1628960]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,,2.54,,,,,,,,,,Allen,1628960.0,
51,PT08M39.00S,2021-10-25T23:16:39.2Z,1,REGULAR,block,,[],1628960,,,1610612754,9,12,2021-10-25T23:16:41Z,510000,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M36.00S,2021-10-25T23:16:42.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,12,2021-10-25T23:16:43Z,520000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,50.0,,,2.0,2.0,0.0,,,,,,,,,
53,PT08M29.00S,2021-10-25T23:16:49.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203114,93.77463863337714,45.83333333333333,1610612749,9,12,2021-10-25T23:16:54Z,530000,-21.0,6.0,1,right,MISS K. Middleton DUNK,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,2.16,,,,,,,,,,,,
54,PT08M25.00S,2021-10-25T23:16:53.5Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,9,12,2021-10-25T23:16:54Z,540000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,53.0,,,1.0,1.0,0.0,,,,,,,,,
55,PT08M18.00S,2021-10-25T23:16:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,16.770696452036795,39.21568627450981,1610612754,9,12,2021-10-25T23:17:03Z,550000,54.0,105.0,1,left,MISS C. Duarte 11' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,,,,,,Missed,,,11.81,,,,,,,,,,,,
56,PT08M16.00S,2021-10-25T23:17:01.9Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,9,12,2021-10-25T23:17:03Z,560000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,55.0,,,2.0,2.0,0.0,,,,,,,,,
57,PT08M10.00S,2021-10-25T23:17:08.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201588,66.5735873850197,54.65686274509803,1610612749,9,12,2021-10-25T23:17:21Z,570000,23.0,262.0,1,right,MISS G. Hill 26' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,Missed,,,26.27,,,,,,,,,,,,
58,PT08M07.00S,2021-10-25T23:17:11.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,9,12,2021-10-25T23:17:13Z,580000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,57.0,,,2.0,2.0,0.0,,,,,,,,,
59,PT08M00.00S,2021-10-25T23:17:18.7Z,1,REGULAR,3pt,Jump Shot,[],203200,30.17411300919842,68.38235294117648,1610612754,12,12,2021-10-25T23:17:26Z,590000,-92.0,231.0,1,left,J. Holiday 24' 3PT step back (3 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,step back,,,Holiday,J. Holiday,,,,,,,,,,Made,,3.0,24.87,,,,D. Sabonis,1627734.0,2.0,,,,,,
61,PT07M36.00S,2021-10-25T23:17:42.2Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,12,12,2021-10-25T23:17:45Z,610000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 203200]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,1.0,Holiday,203200.0,,,
62,PT07M36.00S,2021-10-25T23:17:42.2Z,1,REGULAR,steal,,[],203200,,,1610612754,12,12,2021-10-25T23:17:43Z,620000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M26.00S,2021-10-25T23:17:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,8.492115637319317,3.1862745098039214,1610612754,12,12,2021-10-25T23:17:56Z,630000,234.0,27.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,23.57,,,,,,,,,,,,
64,PT07M24.00S,2021-10-25T23:17:54.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,12,12,2021-10-25T23:17:56Z,640000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,63.0,,,1.0,1.0,0.0,,,,,,,,,
66,PT07M22.00S,2021-10-25T23:18:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612749,12,12,2021-10-25T23:18:10Z,660000,,,0,,O. Brissett shooting personal FOUL (1 PF) (Allen 2 FT),"[1629052, 1628960]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,1201.0,1.0,0.0,Allen,1628960.0,,,,,,,,,,,,,,,,
68,PT07M22.00S,2021-10-25T23:18:26.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628960,,,1610612749,12,13,2021-10-25T23:18:26Z,680000,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
69,PT07M22.00S,2021-10-25T23:18:26.7Z,1,REGULAR,substitution,out,[],203507,,,1610612749,12,13,2021-10-25T23:18:29Z,690000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M22.00S,2021-10-25T23:18:26.7Z,1,REGULAR,substitution,in,[],203648,,,1610612749,12,13,2021-10-25T23:18:29Z,700000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M22.00S,2021-10-25T23:18:47.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628960,,,1610612749,12,14,2021-10-25T23:18:47Z,710000,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
72,PT07M10.00S,2021-10-25T23:19:02.7Z,1,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612754,12,14,2021-10-25T23:19:12Z,720000,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612754.0,IND,bad pass,,,Brogdon,M. Brogdon,,,,,200834.0,,,,,,,,,,,,,,,1.0,,,,,
73,PT06M55.00S,2021-10-25T23:19:22.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203114,71.30420499342969,57.84313725490197,1610612749,12,14,2021-10-25T23:19:27Z,730000,39.0,217.0,1,right,MISS K. Middleton 22' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,22.07,,,,,,,,,,,,
74,PT06M53.00S,2021-10-25T23:19:24.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,12,14,2021-10-25T23:19:27Z,740000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,73.0,,,3.0,3.0,0.0,,,,,,,,,
75,PT06M44.00S,2021-10-25T23:19:39.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,12,14,2021-10-25T23:19:39Z,750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M44.00S,2021-10-25T23:19:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,14,2021-10-25T23:19:41Z,760000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M44.00S,2021-10-25T23:21:57.4Z,1,REGULAR,substitution,out,[],203648,,,1610612754,12,14,2021-10-25T23:22:28Z,770000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M44.00S,2021-10-25T23:21:57.4Z,1,REGULAR,substitution,in,[],1630572,,,1610612754,12,14,2021-10-25T23:22:28Z,780000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M40.00S,2021-10-25T23:22:50.2Z,1,REGULAR,3pt,Jump Shot,[],1627763,33.459264126149804,41.17647058823529,1610612754,15,14,2021-10-25T23:22:54Z,790000,44.0,262.0,1,left,M. Brogdon 26' 3PT pullup (7 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,,,,,,Made,,7.0,26.57,,,,,,,,,,,,
80,PT06M13.00S,2021-10-25T23:23:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,86.41590013140605,49.01960784313725,1610612749,15,14,2021-10-25T23:23:21Z,800000,-5.0,75.0,1,right,MISS P. Connaughton 7' floating Shot,[1626192],1610612749.0,MIL,floating,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,7.54,,,,,,,,,,,,
81,PT06M11.00S,2021-10-25T23:23:17.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,15,14,2021-10-25T23:23:21Z,810000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,80.0,,,4.0,4.0,0.0,,,,,,,,,
82,PT05M52.00S,2021-10-25T23:23:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.30946123521682,53.67647058823529,1610612754,17,14,2021-10-25T23:23:40Z,820000,-18.0,16.0,1,left,D. Sabonis driving Layup (5 PTS),[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,,,,,,Made,,5.0,2.45,,,,,,,,,,,,
83,PT05M32.00S,2021-10-25T23:23:57.8Z,1,REGULAR,3pt,Jump Shot,[],1626192,94.43166885676742,95.83333333333334,1610612749,17,14,2021-10-25T23:24:02Z,830000,229.0,0.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,22.92,,,,,,,,,,,,
84,PT05M30.00S,2021-10-25T23:23:59.8Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,17,14,2021-10-25T23:24:02Z,840000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,83.0,,,1.0,0.0,1.0,,,,,,,,,
85,PT05M27.00S,2021-10-25T23:24:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,93.51182654402102,53.18627450980392,1610612749,17,16,2021-10-25T23:24:06Z,850000,16.0,8.0,1,right,K. Middleton Layup (4 PTS) (P. Connaughton 1 AST),"[203114, 1626192]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Made,,4.0,1.8,,,,P. Connaughton,1626192.0,1.0,,,,,,
87,PT05M15.00S,2021-10-25T23:24:14.0Z,1,REGULAR,3pt,Jump Shot,[],1629052,28.728646517739815,74.50980392156863,1610612754,20,16,2021-10-25T23:24:18Z,870000,-123.0,218.0,1,left,O. Brissett 24' 3PT  (3 PTS) (M. Brogdon 2 AST),"[1629052, 1627763]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,3.0,24.96,,,,M. Brogdon,1627763.0,2.0,,,,,,
89,PT05M03.00S,2021-10-25T23:24:28.9Z,1,REGULAR,foul,personal,[],1627734,,,1610612749,20,16,2021-10-25T23:24:37Z,890000,,,0,,D. Sabonis personal FOUL (1 PF),"[1627734, 203114]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,202056.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,,,,,,,
91,PT05M03.00S,2021-10-25T23:24:42.7Z,1,REGULAR,substitution,out,[],1630537,,,1610612749,20,16,2021-10-25T23:24:54Z,910000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
