actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2022-04-03T21:10:32.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-03T21:10:32Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-04-03T21:10:36.4Z,1,REGULAR,jumpball,recovered,[],1630678,,,1610612754,0,0,2022-04-03T21:10:36Z,40000,,,0,,Jump Ball G. Bitadze vs. I. Stewart: Tip to T. Taylor,"[1630678, 1629048, 1630191]",1610612754.0,IND,startperiod,T. Taylor,1630678.0,Taylor,T. Taylor,Bitadze,1629048.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-04-03T21:10:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,92.19776609724047,47.794117647058826,1610612754,0,0,2022-04-03T21:10:56Z,70000,-11.0,21.0,1,right,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-04-03T21:10:51.8Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,0,0,2022-04-03T21:10:56Z,80000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2022-04-03T21:11:07.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,7.30946123521682,97.30392156862744,1610612765,0,3,2022-04-03T21:11:11Z,90000,-237.0,16.0,1,left,S. Bey 3PT  (3 PTS) (F. Jackson 1 AST),"[1630180, 1628402]",1610612765.0,DET,,,,Bey,S. Bey,,,,,23.71,Made,,,,,3.0,F. Jackson,1628402.0,1.0,,,,,,,,,,,
11,PT11M09.00S,2022-04-03T21:11:22.3Z,1,REGULAR,3pt,Jump Shot,[],1630678,93.24901445466492,3.9215686274509802,1610612754,3,3,2022-04-03T21:11:26Z,110000,-230.0,11.0,1,right,T. Taylor 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,23.07,Made,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
13,PT10M54.00S,2022-04-03T21:11:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,7.966491458607096,52.20588235294118,1610612765,3,5,2022-04-03T21:11:45Z,130000,-11.0,22.0,1,left,K. Hayes driving Layup (2 PTS),[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,2.5,Made,,,,,2.0,,,,,,,,,,,,,,
14,PT10M41.00S,2022-04-03T21:11:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,89.17542706964521,42.8921568627451,1610612754,5,5,2022-04-03T21:11:54Z,140000,-36.0,49.0,1,right,T. Taylor 6' driving Layup (5 PTS),[1630678],1610612754.0,IND,driving,,,Taylor,T. Taylor,,,,,6.08,Made,,,,,5.0,,,,,,,,,,,,,,
15,PT10M26.00S,2022-04-03T21:12:05.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,7.5722733245729295,1.715686274509804,1610612765,5,8,2022-04-03T21:12:09Z,150000,241.0,19.0,1,left,S. Bey 24' 3PT  (6 PTS) (K. Hayes 1 AST),"[1630180, 1630165]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.21,Made,,,,,6.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,
17,PT10M13.00S,2022-04-03T21:12:18.6Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,5,8,2022-04-03T21:12:21Z,170000,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630587]",1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,1.0,Livers,1630587.0,,,,,,,,
