actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT04M37.00S,2022-02-13T20:24:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.652431011826544,52.450980392156865,1610612750,25,17,2022-02-13T20:24:30Z,920000,-12.0,10.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 1629052]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Missed,,,,1.59,,,,,,,,,Brissett,1629052.0,
93,PT04M37.00S,2022-02-13T20:24:25.6Z,1,REGULAR,block,,[],1629052,,,1610612750,25,17,2022-02-13T20:24:27Z,930000,,,0,,O. Brissett BLOCK (1 BLK),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2022-02-13T20:24:27.6Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,25,17,2022-02-13T20:24:30Z,940000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,92.0,,,,,,,3.0,2.0,1.0,,,,,
95,PT04M34.00S,2022-02-13T20:24:30.5Z,1,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,25,17,2022-02-13T20:24:38Z,950000,,,0,,K. Towns lost ball out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,lost ball,,,Towns,K. Towns,,,,,1201.0,,,,,,,,2.0,,,,,,,,,,,,
96,PT04M24.00S,2022-02-13T20:24:43.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629052,90.22667542706965,3.9215686274509802,1610612754,25,17,2022-02-13T20:24:48Z,960000,-230.0,39.0,1,right,MISS O. Brissett 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,23.37,,,,,,,,,,,
97,PT04M21.00S,2022-02-13T20:24:46.2Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,25,17,2022-02-13T20:24:48Z,970000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:4),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,96.0,,,,,,,5.0,4.0,1.0,,,,,
98,PT04M17.00S,2022-02-13T20:24:51.6Z,1,REGULAR,foul,personal,[],1630169,,,1610612750,25,17,2022-02-13T20:25:08Z,980000,,,0,,T. Haliburton take personal FOUL (1 PF),"[1630169, 1626156]",1610612754.0,IND,take,,,Haliburton,T. Haliburton,,,,,1204.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,,
100,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,out,[],1627741,,,1610612750,25,17,2022-02-13T20:25:20Z,1000000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,out,[],1629048,,,1610612750,25,17,2022-02-13T20:25:20Z,1010000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,25,17,2022-02-13T20:25:20Z,1020000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,in,[],1630678,,,1610612750,25,17,2022-02-13T20:25:20Z,1030000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,in,[],1630613,,,1610612750,25,17,2022-02-13T20:25:20Z,1040000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2022-02-13T20:25:01.3Z,1,REGULAR,substitution,in,[],1630183,,,1610612750,25,17,2022-02-13T20:25:20Z,1050000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2022-02-13T20:25:38.1Z,1,REGULAR,turnover,lost ball,[],1626157,,,1610612750,25,17,2022-02-13T20:25:42Z,1060000,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 1630613]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,3.0,,,,,,,,Washington Jr.,1630613.0,,,
107,PT04M07.00S,2022-02-13T20:25:38.1Z,1,REGULAR,steal,,[],1630613,,,1610612754,25,17,2022-02-13T20:26:10Z,1070000,,,0,,D. Washington Jr. STEAL (1 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M58.00S,2022-02-13T20:25:47.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629052,92.59198423127464,49.01960784313725,1610612754,27,17,2022-02-13T20:25:51Z,1080000,-5.0,17.0,1,right,O. Brissett DUNK (11 PTS) (T. Taylor 1 AST),"[1629052, 1630678]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,11.0,,1.78,T. Taylor,1630678.0,1.0,,,,,,,,
110,PT03M50.00S,2022-02-13T20:25:58.4Z,1,REGULAR,foul,personal,[],1630678,,,1610612750,27,17,2022-02-13T20:26:02Z,1100000,,,0,,T. Taylor personal FOUL (1 PF),"[1630678, 1626156]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,1201.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,,
112,PT03M50.00S,2022-02-13T20:26:09.6Z,1,REGULAR,substitution,out,[],201976,,,1610612750,27,17,2022-02-13T20:26:12Z,1120000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2022-02-13T20:26:09.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,27,17,2022-02-13T20:26:12Z,1130000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2022-02-13T20:26:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,8.886333771353483,40.44117647058824,1610612750,27,19,2022-02-13T20:26:28Z,1140000,48.0,31.0,1,left,K. Towns turnaround Jump Shot (6 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,,,,,,Made,,6.0,,5.7,,,,,,,,,,,
115,PT03M42.00S,2022-02-13T20:26:32.8Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612754,27,19,2022-02-13T20:27:31Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2022-02-13T20:27:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630613,76.95466491458606,87.74509803921569,1610612754,27,19,2022-02-13T20:27:55Z,1160000,189.0,164.0,1,right,MISS D. Washington Jr. 25' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,,25.01,,,,,,,,,,,
117,PT03M26.00S,2022-02-13T20:27:55.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,27,19,2022-02-13T20:27:55Z,1170000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,116.0,,,,,,,4.0,3.0,1.0,,,,,
118,PT03M19.00S,2022-02-13T20:28:02.0Z,1,REGULAR,2pt,Jump Shot,[],1626156,22.421156373193167,64.4607843137255,1610612750,27,19,2022-02-13T20:28:06Z,1180000,-72.0,158.0,1,left,MISS D. Russell 17' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,,,Missed,,,,17.4,,,,,,,,,,,
119,PT03M16.00S,2022-02-13T20:28:05.0Z,1,REGULAR,rebound,defensive,[],202362,,,1610612754,27,19,2022-02-13T20:28:06Z,1190000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,118.0,,,,,,,1.0,1.0,0.0,,,,,
120,PT03M06.00S,2022-02-13T20:28:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,92.85479632063075,52.20588235294118,1610612754,27,19,2022-02-13T20:28:19Z,1200000,11.0,15.0,1,right,MISS D. Washington Jr. driving Layup,[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,,,1.84,,,,,,,,,,,
121,PT03M04.00S,2022-02-13T20:28:16.7Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,27,19,2022-02-13T20:28:19Z,1210000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,120.0,,,,,,,5.0,4.0,1.0,,,,,
123,PT03M01.00S,2022-02-13T20:28:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612750,27,19,2022-02-13T20:28:36Z,1230000,,,0,,T. Haliburton shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1630169, 1630183]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,1204.0,2.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,
125,PT03M01.00S,2022-02-13T20:28:51.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630183,,,1610612750,27,20,2022-02-13T20:28:51Z,1250000,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
126,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,out,[],1630169,,,1610612750,27,20,2022-02-13T20:29:09Z,1260000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,out,[],1629052,,,1610612750,27,20,2022-02-13T20:29:09Z,1270000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,27,20,2022-02-13T20:29:09Z,1280000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,27,20,2022-02-13T20:29:09Z,1290000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,in,[],1627741,,,1610612750,27,20,2022-02-13T20:29:09Z,1300000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,in,[],1630188,,,1610612750,27,20,2022-02-13T20:29:09Z,1310000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,27,20,2022-02-13T20:29:09Z,1320000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M01.00S,2022-02-13T20:28:52.1Z,1,REGULAR,substitution,in,[],1630162,,,1610612750,27,20,2022-02-13T20:29:09Z,1330000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M01.00S,2022-02-13T20:29:15.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630183,,,1610612750,27,21,2022-02-13T20:29:15Z,1340000,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
135,PT02M46.00S,2022-02-13T20:29:33.7Z,1,REGULAR,3pt,Jump Shot,[],202362,67.09921156373193,74.26470588235294,1610612754,27,21,2022-02-13T20:29:42Z,1350000,121.0,257.0,1,right,MISS L. Stephenson 28' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,,28.4,,,,,,,,,,,
136,PT02M42.00S,2022-02-13T20:29:37.5Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612750,27,21,2022-02-13T20:29:37Z,1360000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,135.0,,,,,,,1.0,1.0,0.0,,,,,
137,PT02M37.00S,2022-02-13T20:29:41.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,33.065045992115635,44.11764705882353,1610612750,27,24,2022-02-13T20:29:50Z,1370000,29.0,258.0,1,left,M. Beasley 26' 3PT running pullup (3 PTS),[1627736],1610612750.0,MIN,running pullup,,,Beasley,M. Beasley,,,,,,,,,,Made,,3.0,,26.0,,,,,,,,,,,
138,PT02M20.00S,2022-02-13T20:29:58.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.5735873850197,69.6078431372549,1610612754,27,24,2022-02-13T20:30:02Z,1380000,98.0,262.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,Missed,,,,27.94,,,,,,,,,,,
139,PT02M18.00S,2022-02-13T20:30:00.2Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,27,24,2022-02-13T20:30:02Z,1390000,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,138.0,,,,,,,1.0,0.0,1.0,,,,,
140,PT02M08.00S,2022-02-13T20:30:11.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630678,93.9060446780552,45.83333333333333,1610612754,29,24,2022-02-13T20:30:15Z,1400000,-21.0,5.0,1,right,T. Taylor cutting DUNK (2 PTS) (L. Stephenson 1 AST),"[1630678, 202362]",1610612754.0,IND,cutting,,,Taylor,T. Taylor,,,,,,,,,,Made,,2.0,,2.13,L. Stephenson,202362.0,1.0,,,,,,,,
142,PT01M57.00S,2022-02-13T20:30:22.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,9.280551905387648,54.65686274509803,1610612750,29,24,2022-02-13T20:30:29Z,1420000,-23.0,35.0,1,left,MISS N. Reid DUNK - blocked,"[1629675, 1630188]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Missed,,,,4.18,,,,,,,,,Smith,1630188.0,
143,PT01M57.00S,2022-02-13T20:30:22.1Z,1,REGULAR,block,,[],1630188,,,1610612750,29,24,2022-02-13T20:30:24Z,1430000,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M54.00S,2022-02-13T20:30:25.1Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,29,24,2022-02-13T20:30:29Z,1440000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,142.0,,,,,,,1.0,1.0,0.0,,,,,
145,PT01M47.00S,2022-02-13T20:30:34.0Z,1,REGULAR,foul,personal,[],1630183,,,1610612754,29,24,2022-02-13T20:31:08Z,1450000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1630613]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,1201.0,1.0,0.0,Washington Jr.,1630613.0,,,,,,,,,,,,,,,,
147,PT01M47.00S,2022-02-13T20:30:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,24,2022-02-13T20:30:58Z,1470000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M34.00S,2022-02-13T20:33:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,83.78777923784494,94.6078431372549,1610612754,32,24,2022-02-13T20:33:56Z,1480000,223.0,100.0,1,right,J. Smith 24' 3PT  (3 PTS) (L. Stephenson 2 AST),"[1630188, 202362]",1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,Made,,3.0,,24.44,L. Stephenson,202362.0,2.0,,,,,,,,
150,PT01M14.00S,2022-02-13T20:34:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.601182654402102,45.34313725490196,1610612750,32,26,2022-02-13T20:34:16Z,1500000,23.0,0.0,1,left,N. Reid driving Layup (2 PTS) (M. Beasley 1 AST),"[1629675, 1627736]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,,,Made,,2.0,,2.33,M. Beasley,1627736.0,1.0,,,,,,,,
152,PT01M05.00S,2022-02-13T20:34:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202362,91.67214191852825,53.92156862745098,1610612754,34,26,2022-02-13T20:34:23Z,1520000,20.0,26.0,1,right,L. Stephenson driving finger roll Layup (6 PTS),[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,6.0,,3.24,,,,,,,,,,,
153,PT00M57.20S,2022-02-13T20:34:30.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630613,,,1610612750,34,26,2022-02-13T20:34:37Z,1530000,,,0,,D. Washington Jr. personal FOUL (1 PF) (Reid 2 FT),"[1630613, 1629675]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,1201.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
155,PT00M57.20S,2022-02-13T20:34:57.7Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,34,27,2022-02-13T20:34:57Z,1550000,,,0,,N. Reid Free Throw 1 of 2 (3 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
156,PT00M57.20S,2022-02-13T20:35:14.0Z,1,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,34,28,2022-02-13T20:35:14Z,1560000,,,0,,N. Reid Free Throw 2 of 2 (4 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
157,PT00M38.60S,2022-02-13T20:35:36.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612754,34,28,2022-02-13T20:35:42Z,1570000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Smith 2 FT),"[1630183, 1630188]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,1201.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,,
159,PT00M38.60S,2022-02-13T20:36:07.1Z,1,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,34,28,2022-02-13T20:36:07Z,1590000,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,Missed,,,,,,,,,,,,,,,
160,PT00M38.60S,2022-02-13T20:36:07.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,34,28,2022-02-13T20:36:07Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,
161,PT00M38.60S,2022-02-13T20:36:23.4Z,1,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,35,28,2022-02-13T20:36:23Z,1610000,,,0,,J. Smith Free Throw 2 of 2 (4 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
162,PT00M31.10S,2022-02-13T20:36:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,7.835085413929041,47.05882352941176,1610612750,35,30,2022-02-13T20:36:40Z,1620000,15.0,21.0,1,left,J. McDaniels driving finger roll Layup (4 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,,,,,,Made,,4.0,,2.57,A. Edwards,1630162.0,2.0,,,,,,,,
164,PT00M31.10S,2022-02-13T20:36:37.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627741,,,1610612750,35,30,2022-02-13T20:36:45Z,1640000,,,0,,B. Hield shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1627741, 1630183]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,1201.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,
166,PT00M31.10S,2022-02-13T20:36:55.9Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,35,31,2022-02-13T20:36:55Z,1660000,,,0,,J. McDaniels Free Throw 1 of 1 (5 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
167,PT00M13.40S,2022-02-13T20:37:16.4Z,1,REGULAR,2pt,Jump Shot,[],202362,90.75229960578186,68.62745098039215,1610612754,37,31,2022-02-13T20:37:25Z,1670000,93.0,34.0,1,right,L. Stephenson 9' driving floating bank Jump Shot (8 PTS),[202362],1610612754.0,IND,driving floating bank,,,Stephenson,L. Stephenson,,,,,,,,,,Made,,8.0,,9.93,,,,,,,,,,,
168,PT00M00.70S,2022-02-13T20:37:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.863994743758213,55.14705882352941,1610612750,37,33,2022-02-13T20:37:37Z,1680000,-26.0,3.0,1,left,A. Edwards driving Layup (5 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,Made,,5.0,,2.58,,,,,,,,,,,
169,PT00M00.00S,2022-02-13T20:37:34.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612754,37,33,2022-02-13T20:38:28Z,1690000,,,0,,,[],,,support,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
170,PT00M00.00S,2022-02-13T20:38:30.6Z,1,REGULAR,period,end,[],0,,,1610612754,37,33,2022-02-13T20:38:30Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-13T20:40:00.3Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612754,37,33,2022-02-13T20:40:24Z,1710000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-13T20:40:00.3Z,2,REGULAR,substitution,in,['startperiod'],1630169,,,1610612754,37,33,2022-02-13T20:40:24Z,1720000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-02-13T20:40:52.1Z,2,REGULAR,period,start,[],0,,,1610612750,37,33,2022-02-13T20:40:52Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M51.00S,2022-02-13T20:41:01.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,7.5722733245729295,3.1862745098039214,1610612750,37,33,2022-02-13T20:41:05Z,1740000,234.0,19.0,1,left,MISS A. Edwards 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,23.48,,,,,,,,,,,
175,PT11M46.00S,2022-02-13T20:41:06.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,37,33,2022-02-13T20:41:05Z,1750000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,174.0,,,,,,,3.0,3.0,0.0,,,,,
176,PT11M43.00S,2022-02-13T20:41:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630613,92.85479632063075,46.81372549019608,1610612754,39,33,2022-02-13T20:41:14Z,1760000,-16.0,15.0,1,right,D. Washington Jr. running finger roll Layup (2 PTS) (T. Haliburton 6 AST),"[1630613, 1630169]",1610612754.0,IND,running finger roll,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,2.0,,2.17,T. Haliburton,1630169.0,6.0,,,,,,,,
178,PT11M35.00S,2022-02-13T20:41:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.258212877792378,47.549019607843135,1610612750,39,35,2022-02-13T20:41:47Z,1780000,12.0,6.0,1,left,A. Edwards driving Layup (7 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,Made,,7.0,,1.38,J. McLaughlin,1629162.0,1.0,,,,,,,,
180,PT11M35.00S,2022-02-13T20:41:20.5Z,2,REGULAR,foul,personal,['1freethrow'],1630613,,,1610612750,39,35,2022-02-13T20:41:27Z,1800000,,,0,,D. Washington Jr. shooting personal FOUL (2 PF) (Edwards 1 FT),"[1630613, 1630162]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,1204.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
182,PT11M35.00S,2022-02-13T20:41:42.9Z,2,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,39,36,2022-02-13T20:41:42Z,1820000,,,0,,A. Edwards Free Throw 1 of 1 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
183,PT11M21.00S,2022-02-13T20:41:58.7Z,2,REGULAR,2pt,Jump Shot,[],202362,76.42904073587385,66.91176470588235,1610612754,39,36,2022-02-13T20:42:03Z,1830000,85.0,169.0,1,right,MISS L. Stephenson 18' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,,,18.91,,,,,,,,,,,
