actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
278,PT03M27.00S,2021-12-09T01:01:48.8Z,2,REGULAR,2pt,Jump Shot,[],1627763,75.24638633377135,50.0,1610612754,60,47,2021-12-09T01:01:54Z,2760000,0.0,180.0,1,right,MISS M. Brogdon 18' pullup Shot,[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,18.02,,,,,,,,,,,,,
279,PT03M23.00S,2021-12-09T01:01:52.8Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,60,47,2021-12-09T01:01:54Z,2770000,,,0,,D. Sabonis REBOUND (Off:4 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,278.0,7.0,3.0,4.0,,,,,,,,,
280,PT03M23.00S,2021-12-09T01:01:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,93.24901445466492,47.549019607843135,1610612754,62,47,2021-12-09T01:01:57Z,2780000,-12.0,11.0,1,right,D. Sabonis putback Layup (13 PTS),[1627734],1610612754.0,IND,putback,,,Sabonis,D. Sabonis,,,,,,,,,,Made,13.0,1.65,,,,,,,,,,,,,
281,PT03M11.00S,2021-12-09T01:02:06.9Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612752,62,47,2021-12-09T01:02:13Z,2790000,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Randle 2 FT),"[1627734, 203944]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,1155.0,2.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
283,PT03M11.00S,2021-12-09T01:02:37.1Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,62,48,2021-12-09T01:02:37Z,2810000,,,0,,J. Randle Free Throw 1 of 2 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
284,PT03M11.00S,2021-12-09T01:02:37.6Z,2,REGULAR,substitution,out,[],1627734,,,1610612752,62,48,2021-12-09T01:02:52Z,2820000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M11.00S,2021-12-09T01:02:37.6Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,62,48,2021-12-09T01:02:52Z,2830000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M11.00S,2021-12-09T01:02:37.6Z,2,REGULAR,substitution,in,[],1629052,,,1610612752,62,48,2021-12-09T01:02:52Z,2840000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M11.00S,2021-12-09T01:02:37.6Z,2,REGULAR,substitution,in,[],201959,,,1610612752,62,48,2021-12-09T01:02:52Z,2850000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M11.00S,2021-12-09T01:03:01.3Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,62,49,2021-12-09T01:03:01Z,2860000,,,0,,J. Randle Free Throw 2 of 2 (12 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
290,PT02M54.00S,2021-12-09T01:03:21.6Z,2,REGULAR,3pt,Jump Shot,[],1626167,68.15045992115637,26.47058823529412,1610612754,65,49,2021-12-09T01:03:26Z,2880000,-118.0,247.0,1,right,M. Turner 27' 3PT  (10 PTS) (O. Brissett 1 AST),"[1626167, 1629052]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,10.0,27.35,,,,,,,,O. Brissett,1629052.0,1.0,,,
292,PT02M30.00S,2021-12-09T01:03:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.178055190538765,53.431372549019606,1610612752,65,49,2021-12-09T01:03:52Z,2900000,-17.0,15.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Missed,,2.28,,,,,,,,,,,,,
294,PT02M30.00S,2021-12-09T01:03:44.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,65,49,2021-12-09T01:03:52Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,
295,PT02M30.00S,2021-12-09T01:03:50.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,65,49,2021-12-09T01:03:50Z,2930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M19.00S,2021-12-09T01:04:12.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,8.623521681997373,57.35294117647059,1610612752,65,51,2021-12-09T01:04:17Z,2940000,-37.0,29.0,1,left,J. Randle turnaround bank Jump Shot (14 PTS),[203944],1610612752.0,NYK,turnaround bank,,,Randle,J. Randle,,,,,,,,,,Made,14.0,4.66,,,,,,,,,,,,,
297,PT01M54.00S,2021-12-09T01:04:36.9Z,2,REGULAR,3pt,Jump Shot,[],1629052,69.59592641261499,23.284313725490197,1610612754,68,51,2021-12-09T01:04:41Z,2950000,-134.0,233.0,1,right,O. Brissett 26' 3PT  (5 PTS) (C. LeVert 4 AST),"[1629052, 1627747]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,5.0,26.88,,,,,,,,C. LeVert,1627747.0,4.0,,,
299,PT01M30.00S,2021-12-09T01:05:04.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612752,68,51,2021-12-09T01:05:12Z,2970000,,,0,,C. Duarte shooting personal FOUL (2 PF) (Fournier 2 FT),"[1630537, 203095]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,1830.0,2.0,0.0,Fournier,203095.0,,,,,,,,,,,,,,,,
301,PT01M30.00S,2021-12-09T01:05:30.9Z,2,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,68,52,2021-12-09T01:05:30Z,2990000,,,0,,E. Fournier Free Throw 1 of 2 (4 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
302,PT01M30.00S,2021-12-09T01:05:46.1Z,2,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,68,53,2021-12-09T01:05:46Z,3000000,,,0,,E. Fournier Free Throw 2 of 2 (5 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
303,PT01M17.00S,2021-12-09T01:06:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,88.12417871222075,44.11764705882353,1610612754,70,53,2021-12-09T01:06:09Z,3010000,-29.0,59.0,1,right,M. Turner 6' finger roll Layup (12 PTS) (C. Duarte 3 AST),"[1626167, 1630537]",1610612754.0,IND,finger roll,,,Turner,M. Turner,,,,,,,,,,Made,12.0,6.6,,,,,,,,C. Duarte,1630537.0,3.0,,,
305,PT00M59.10S,2021-12-09T01:06:18.3Z,2,REGULAR,2pt,Jump Shot,[],203944,14.4053876478318,73.2843137254902,1610612752,70,55,2021-12-09T01:06:23Z,3030000,-116.0,83.0,1,left,J. Randle 14' turnaround Jump Shot (16 PTS),[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,,,,,,Made,16.0,14.29,,,,,,,,,,,,,
306,PT00M55.00S,2021-12-09T01:06:33.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203944,,,1610612754,70,55,2021-12-09T01:06:40Z,3040000,,,0,,J. Randle technical FOUL (2 Tech),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,1830.0,2.0,2.0,,,,,,,,,,,,,,,,,,
307,PT00M55.00S,2021-12-09T01:06:53.9Z,2,REGULAR,freethrow,1 of 1,[],1627763,,,1610612754,70,55,2021-12-09T01:06:56Z,3050000,,,0,,MISS M. Brogdon technical Free Throw 1 of 1,[1627763],1610612754.0,IND,technical,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
308,PT00M55.00S,2021-12-09T01:06:53.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,70,55,2021-12-09T01:06:56Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,
309,PT00M42.20S,2021-12-09T01:07:26.5Z,2,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612754,70,55,2021-12-09T01:07:34Z,3070000,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (2 TO),[1627747],1610612754.0,IND,bad pass,,,LeVert,C. LeVert,,,,,1155.0,,,,,,,,,,,,2.0,,,,,,,,
310,PT00M32.00S,2021-12-09T01:07:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,6.389618922470433,44.85294117647059,1610612752,70,57,2021-12-09T01:07:50Z,3080000,26.0,8.0,1,left,J. Randle driving Layup (18 PTS) (R. Barrett 3 AST),"[203944, 1629628]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Made,18.0,2.68,,,,,,,,R. Barrett,1629628.0,3.0,,,
311,PT00M31.30S,2021-12-09T01:07:53.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,70,57,2021-12-09T01:07:58Z,3090000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,
313,PT00M16.50S,2021-12-09T01:08:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.72339027595268,55.63725490196079,1610612754,70,57,2021-12-09T01:08:16Z,3100000,28.0,16.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,3.24,,,,,,,,,,,,,
314,PT00M14.20S,2021-12-09T01:08:14.3Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,70,57,2021-12-09T01:08:16Z,3110000,,,0,,O. Brissett REBOUND (Off:2 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,313.0,3.0,1.0,2.0,,,,,,,,,
315,PT00M13.40S,2021-12-09T01:08:17.1Z,2,REGULAR,turnover,out-of-bounds,[],1630537,,,1610612754,70,57,2021-12-09T01:08:25Z,3120000,,,0,,C. Duarte step out-of-bounds TURNOVER (1 TO),[1630537],1610612754.0,IND,step,,,Duarte,C. Duarte,,,,,1155.0,,,,,,,,,,,,1.0,,,,,,,,
316,PT00M13.40S,2021-12-09T01:08:26.3Z,2,REGULAR,substitution,out,[],1630537,,,1610612752,70,57,2021-12-09T01:08:43Z,3130000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M13.40S,2021-12-09T01:08:26.3Z,2,REGULAR,substitution,out,[],1627747,,,1610612752,70,57,2021-12-09T01:08:43Z,3140000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M13.40S,2021-12-09T01:08:26.3Z,2,REGULAR,substitution,in,[],1628470,,,1610612752,70,57,2021-12-09T01:08:43Z,3150000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M13.40S,2021-12-09T01:08:26.3Z,2,REGULAR,substitution,in,[],1629103,,,1610612752,70,57,2021-12-09T01:08:43Z,3160000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M01.50S,2021-12-09T01:09:02.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203944,10.068988173455978,23.03921568627451,1610612752,70,57,2021-12-09T01:09:07Z,3170000,135.0,42.0,1,left,MISS J. Randle 14' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,,,,,Missed,,14.12,,,,,,,,,,,,,
321,PT00M01.50S,2021-12-09T01:09:02.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,70,57,2021-12-09T01:09:07Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,
322,PT00M00.00S,2021-12-09T01:09:06.4Z,2,REGULAR,period,end,[],0,,,1610612752,70,57,2021-12-09T01:09:06Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612752,70,57,2021-12-09T01:24:13Z,3200000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,out,['startperiod'],1628470,,,1610612752,70,57,2021-12-09T01:24:13Z,3210000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,out,['startperiod'],1629103,,,1610612752,70,57,2021-12-09T01:24:13Z,3220000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612752,70,57,2021-12-09T01:24:13Z,3230000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,in,['startperiod'],1630537,,,1610612752,70,57,2021-12-09T01:24:13Z,3240000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-09T01:23:43.0Z,3,REGULAR,substitution,in,['startperiod'],1627747,,,1610612752,70,57,2021-12-09T01:24:13Z,3250000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-12-09T01:24:15.5Z,3,REGULAR,period,start,[],0,,,1610612754,70,57,2021-12-09T01:24:15Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M50.00S,2021-12-09T01:24:27.9Z,3,REGULAR,foul,personal,[],201959,,,1610612754,70,57,2021-12-09T01:24:48Z,3270000,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 1627734]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,1830.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
332,PT11M45.00S,2021-12-09T01:24:48.1Z,3,REGULAR,foul,personal,[],203095,,,1610612754,70,57,2021-12-09T01:24:52Z,3290000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1630537]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,1830.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
334,PT11M34.00S,2021-12-09T01:25:19.1Z,3,REGULAR,turnover,backcourt,[],1626167,,,1610612754,70,57,2021-12-09T01:25:30Z,3310000,,,0,,M. Turner backcourt TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,1155.0,,,,,,,,,,,,1.0,,,,,,,,
335,PT11M15.00S,2021-12-09T01:25:48.3Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612752,70,57,2021-12-09T01:25:51Z,3320000,,,0,,J. Randle lost ball TURNOVER (4 TO),"[203944, 1627747]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,4.0,LeVert,1627747.0,,,,,,
336,PT11M15.00S,2021-12-09T01:25:48.3Z,3,REGULAR,steal,,[],1627747,,,1610612754,70,57,2021-12-09T01:25:50Z,3330000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M07.00S,2021-12-09T01:25:57.7Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612754,70,57,2021-12-09T01:26:05Z,3340000,,,0,,J. Randle shooting personal FOUL (3 PF) (Sabonis 2 FT),"[203944, 1627734]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,1155.0,3.0,2.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
339,PT11M07.00S,2021-12-09T01:26:23.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627734,,,1610612754,71,57,2021-12-09T01:26:42Z,3360000,,,0,,D. Sabonis Free Throw 1 of 2 (14 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
340,PT11M07.00S,2021-12-09T01:26:23.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627734,,,1610612754,71,57,2021-12-09T01:26:42Z,3370000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Missed,,,,,,,,,,,,,,,
341,PT11M05.00S,2021-12-09T01:26:25.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,71,57,2021-12-09T01:26:42Z,3380000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,340.0,6.0,5.0,1.0,,,,,,,,,
342,PT10M53.00S,2021-12-09T01:26:53.4Z,3,REGULAR,3pt,Jump Shot,[],203944,78.13731931668858,91.91176470588235,1610612752,71,57,2021-12-09T01:26:58Z,3390000,210.0,153.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,25.95,,,,,,,,,,,,,
343,PT10M49.00S,2021-12-09T01:26:57.4Z,3,REGULAR,rebound,offensive,[],201959,,,1610612752,71,57,2021-12-09T01:26:58Z,3400000,,,0,,T. Gibson REBOUND (Off:2 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,342.0,3.0,1.0,2.0,,,,,,,,,
344,PT10M48.00S,2021-12-09T01:26:58.6Z,3,REGULAR,turnover,bad pass,[],201959,,,1610612752,71,57,2021-12-09T01:27:01Z,3410000,,,0,,T. Gibson bad pass TURNOVER (1 TO),"[201959, 1627763]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,1.0,Brogdon,1627763.0,,,,,,
345,PT10M48.00S,2021-12-09T01:26:58.6Z,3,REGULAR,steal,,[],1627763,,,1610612754,71,57,2021-12-09T01:27:00Z,3420000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M45.00S,2021-12-09T01:27:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,6.258212877792378,53.67647058823529,1610612754,73,57,2021-12-09T01:27:10Z,3430000,-18.0,6.0,1,left,D. Sabonis running Layup (16 PTS) (M. Brogdon 4 AST),"[1627734, 1627763]",1610612754.0,IND,running,,,Sabonis,D. Sabonis,,,,,,,,,,Made,16.0,1.94,,,,,,,,M. Brogdon,1627763.0,4.0,,,
348,PT10M28.00S,2021-12-09T01:27:18.4Z,3,REGULAR,3pt,Jump Shot,[],203095,69.85873850197109,73.52941176470588,1610612752,73,57,2021-12-09T01:27:22Z,3450000,118.0,231.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,,,,,,Missed,,25.9,,,,,,,,,,,,,
349,PT10M24.00S,2021-12-09T01:27:22.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,73,57,2021-12-09T01:27:22Z,3460000,,,0,,D. Sabonis REBOUND (Off:4 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,348.0,8.0,4.0,4.0,,,,,,,,,
350,PT10M13.00S,2021-12-09T01:27:32.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.69053876478318,54.166666666666664,1610612754,75,57,2021-12-09T01:27:40Z,3470000,-21.0,114.0,1,left,C. LeVert 11' driving floating Jump Shot (9 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,,,,,,Made,9.0,11.57,,,,,,,,,,,,,
352,PT09M51.00S,2021-12-09T01:27:56.2Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612752,75,57,2021-12-09T01:27:59Z,3490000,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1627763]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,3.0,Brogdon,1627763.0,,,,,,
353,PT09M51.00S,2021-12-09T01:27:56.2Z,3,REGULAR,steal,,[],1627763,,,1610612754,75,57,2021-12-09T01:27:57Z,3500000,,,0,,M. Brogdon STEAL (2 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M48.00S,2021-12-09T01:27:59.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630537,6.783837056504599,51.9607843137255,1610612754,77,57,2021-12-09T01:28:22Z,3510000,-10.0,11.0,1,left,C. Duarte running reverse Layup (19 PTS) (C. LeVert 5 AST),"[1630537, 1627747]",1610612754.0,IND,running reverse,,,Duarte,C. Duarte,,,,,,,,,,Made,19.0,1.5,,,,,,,,C. LeVert,1627747.0,5.0,,,
356,PT09M48.00S,2021-12-09T01:28:10.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,77,57,2021-12-09T01:28:10Z,3530000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M33.00S,2021-12-09T01:31:08.2Z,3,REGULAR,2pt,Jump Shot,[],1629628,81.68528252299606,28.676470588235293,1610612752,77,57,2021-12-09T01:31:13Z,3540000,-107.0,120.0,1,right,MISS R. Barrett 16' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,,,,,,Missed,,16.03,,,,,,,,,,,,,
358,PT09M28.00S,2021-12-09T01:31:13.2Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,77,57,2021-12-09T01:31:13Z,3550000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,357.0,3.0,3.0,0.0,,,,,,,,,
359,PT09M22.00S,2021-12-09T01:31:18.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,22.28975032851511,87.99019607843137,1610612754,80,57,2021-12-09T01:31:30Z,3560000,-190.0,157.0,1,left,M. Turner 24' 3PT running (15 PTS) (C. Duarte 4 AST),"[1626167, 1630537]",1610612754.0,IND,running,,,Turner,M. Turner,,,,,,,,,,Made,15.0,24.65,,,,,,,,C. Duarte,1630537.0,4.0,,,
361,PT09M04.00S,2021-12-09T01:31:36.4Z,3,REGULAR,2pt,Jump Shot,[],203095,73.53810775295663,31.127450980392158,1610612752,80,59,2021-12-09T01:31:42Z,3580000,-94.0,196.0,1,right,E. Fournier 21' pullup Jump Shot (7 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,,,,,,Made,7.0,21.77,,,,,,,,J. Randle,203944.0,1.0,,,
362,PT08M54.00S,2021-12-09T01:31:47.5Z,3,REGULAR,3pt,Jump Shot,[],1627763,28.465834428383708,24.264705882352942,1610612754,80,59,2021-12-09T01:31:53Z,3590000,129.0,215.0,1,left,MISS M. Brogdon 25' step back 3PT,[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,25.07,,,,,,,,,,,,,
363,PT08M52.00S,2021-12-09T01:31:49.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,80,59,2021-12-09T01:31:53Z,3600000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,
364,PT08M52.00S,2021-12-09T01:31:52.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,80,59,2021-12-09T01:31:52Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M41.00S,2021-12-09T01:32:07.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,80.6340341655716,50.73529411764706,1610612752,80,61,2021-12-09T01:32:13Z,3620000,4.0,130.0,1,right,A. Burks 12' floating Jump Shot (10 PTS),[202692],1610612752.0,NYK,floating,,,Burks,A. Burks,,,,,,,,,,Made,10.0,12.96,,,,,,,,,,,,,
367,PT08M26.00S,2021-12-09T01:32:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,6.258212877792378,53.431372549019606,1610612754,80,61,2021-12-09T01:32:28Z,3630000,-17.0,6.0,1,left,MISS C. Duarte driving reverse Layup - blocked,"[1630537, 203095]",1610612754.0,IND,driving reverse,,,Duarte,C. Duarte,,,,,,,,,,Missed,,1.83,,,,,,,,,,,Fournier,203095.0,
368,PT08M26.00S,2021-12-09T01:32:21.4Z,3,REGULAR,block,,[],203095,,,1610612754,80,61,2021-12-09T01:32:23Z,3640000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M23.00S,2021-12-09T01:32:24.4Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,80,61,2021-12-09T01:32:28Z,3650000,,,0,,E. Fournier REBOUND (Off:0 Def:4),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,
