actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT08M58.00S,2022-02-01T00:41:11.5Z,2,REGULAR,steal,,[],201587,,,1610612746,38,36,2022-02-01T00:41:13Z,1730000,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M56.00S,2022-02-01T00:41:15.7Z,2,REGULAR,foul,personal,['2freethrow'],202362,,,1610612746,38,36,2022-02-01T00:41:31Z,1740000,,,0,,L. Stephenson shooting personal FOUL (1 PF) (Batum 2 FT),"[202362, 201587]",1610612754.0,IND,shooting,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Batum,201587.0,,,,
178,PT08M56.00S,2022-02-01T00:41:44.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201587,,,1610612746,38,37,2022-02-01T00:42:03Z,1760000,,,0,,N. Batum Free Throw 1 of 2 (7 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
179,PT08M56.00S,2022-02-01T00:41:44.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201587,,,1610612746,38,37,2022-02-01T00:42:03Z,1770000,,,0,,MISS N. Batum Free Throw 2 of 2,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,Missed,,,,,,,,,,,,,,,,,,
180,PT08M55.00S,2022-02-01T00:41:45.3Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,38,37,2022-02-01T00:42:03Z,1780000,,,0,,J. Lamb REBOUND (Off:0 Def:5),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,179.0,5.0,5.0,0.0,,,,,,,,,,
181,PT08M45.00S,2022-02-01T00:42:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,5.863994743758213,46.07843137254902,1610612754,40,37,2022-02-01T00:42:19Z,1790000,20.0,3.0,1,left,T. Taylor reverse Layup (4 PTS) (J. Lamb 1 AST),"[1630678, 203087]",1610612754.0,IND,reverse,,,Taylor,T. Taylor,,,,,1.98,Made,4.0,J. Lamb,203087.0,1.0,,,,,,,,,,,,,,
183,PT08M25.00S,2022-02-01T00:42:34.0Z,2,REGULAR,turnover,traveling,[],202339,,,1610612746,40,37,2022-02-01T00:42:38Z,1810000,,,0,,E. Bledsoe traveling TURNOVER (1 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,202007.0,1.0,,,,,,,,
184,PT08M25.00S,2022-02-01T00:42:36.5Z,2,REGULAR,substitution,out,[],1628379,,,1610612754,40,37,2022-02-01T00:42:44Z,1820000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M25.00S,2022-02-01T00:42:36.5Z,2,REGULAR,substitution,out,[],201587,,,1610612754,40,37,2022-02-01T00:42:44Z,1830000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M25.00S,2022-02-01T00:42:36.5Z,2,REGULAR,substitution,in,[],1630527,,,1610612754,40,37,2022-02-01T00:42:44Z,1840000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M25.00S,2022-02-01T00:42:36.5Z,2,REGULAR,substitution,in,[],1629611,,,1610612754,40,37,2022-02-01T00:42:44Z,1850000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M18.00S,2022-02-01T00:42:56.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202362,7.30946123521682,46.568627450980394,1610612754,42,37,2022-02-01T00:43:00Z,1860000,17.0,16.0,1,left,L. Stephenson driving finger roll Layup (6 PTS),[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,2.36,Made,6.0,,,,,,,,,,,,,,,,,
189,PT08M01.00S,2022-02-01T00:43:13.6Z,2,REGULAR,3pt,Jump Shot,[],202339,67.09921156373193,62.99019607843137,1610612746,42,37,2022-02-01T00:43:18Z,1870000,65.0,257.0,1,right,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
190,PT07M58.00S,2022-02-01T00:43:16.6Z,2,REGULAR,rebound,defensive,[],202362,,,1610612754,42,37,2022-02-01T00:43:18Z,1880000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,
191,PT07M52.00S,2022-02-01T00:43:22.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203087,30.56833114323259,66.91176470588235,1610612754,42,37,2022-02-01T00:43:33Z,1890000,-85.0,235.0,1,left,MISS J. Lamb 24' running 3PT,[203087],1610612754.0,IND,running,,,Lamb,J. Lamb,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
192,PT07M47.00S,2022-02-01T00:43:27.1Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,42,37,2022-02-01T00:43:27Z,1900000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,191.0,3.0,3.0,0.0,,,,,,,,,,
193,PT07M39.00S,2022-02-01T00:43:34.8Z,2,REGULAR,3pt,Jump Shot,[],1630527,76.82325886990802,87.99019607843137,1610612746,42,40,2022-02-01T00:43:41Z,1910000,190.0,165.0,1,right,B. Boston Jr. 25' 3PT step back (3 PTS),[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,25.19,Made,3.0,,,,,,,,,,,,,,,,,
194,PT07M22.00S,2022-02-01T00:43:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,6.652431011826544,52.94117647058824,1610612754,42,40,2022-02-01T00:43:54Z,1920000,-15.0,10.0,1,left,MISS T. Taylor Layup,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,1.78,Missed,,,,,,,,,,,,,,,,,,
195,PT07M21.00S,2022-02-01T00:43:52.6Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,42,40,2022-02-01T00:43:54Z,1930000,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,,
196,PT07M15.00S,2022-02-01T00:43:59.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628392,82.7365308804205,53.67647058823529,1610612746,42,42,2022-02-01T00:44:10Z,1940000,18.0,110.0,1,right,I. Hartenstein 11' running Jump Shot (6 PTS) (J. Winslow 1 AST),"[1628392, 1626159]",1610612746.0,LAC,running,,,Hartenstein,I. Hartenstein,,,,,11.13,Made,6.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,,,,
198,PT07M11.00S,2022-02-01T00:44:09.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,42,2022-02-01T00:44:09Z,1960000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,out,[],202362,,,1610612754,42,42,2022-02-01T00:46:54Z,1970000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,out,[],203087,,,1610612754,42,42,2022-02-01T00:46:54Z,1980000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,out,[],1630678,,,1610612754,42,42,2022-02-01T00:46:54Z,1990000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,out,[],1628392,,,1610612754,42,42,2022-02-01T00:46:54Z,2000000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,42,42,2022-02-01T00:46:54Z,2010000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,in,[],1630543,,,1610612754,42,42,2022-02-01T00:46:54Z,2020000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,42,42,2022-02-01T00:46:54Z,2030000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M11.00S,2022-02-01T00:46:27.6Z,2,REGULAR,substitution,in,[],202704,,,1610612754,42,42,2022-02-01T00:46:54Z,2040000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M03.00S,2022-02-01T00:47:05.5Z,2,REGULAR,3pt,Jump Shot,[],203200,32.53942181340342,73.77450980392157,1610612754,42,42,2022-02-01T00:47:10Z,2050000,-119.0,253.0,1,left,MISS J. Holiday 27' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,
208,PT06M59.00S,2022-02-01T00:47:09.5Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,42,42,2022-02-01T00:47:10Z,2060000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,
209,PT06M53.00S,2022-02-01T00:47:14.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202704,74.72076215505913,17.15686274509804,1610612746,42,42,2022-02-01T00:47:20Z,2070000,-164.0,185.0,1,right,MISS R. Jackson 24' running 3PT,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,
210,PT06M51.00S,2022-02-01T00:47:16.0Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,42,42,2022-02-01T00:47:20Z,2080000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,
211,PT06M44.00S,2022-02-01T00:47:23.4Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612754,42,42,2022-02-01T00:47:26Z,2090000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1630527]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,1.0,,,,,,,Boston Jr.,1630527.0
212,PT06M44.00S,2022-02-01T00:47:23.4Z,2,REGULAR,steal,,[],1630527,,,1610612746,42,42,2022-02-01T00:47:24Z,2100000,,,0,,B. Boston Jr. STEAL (1 STL),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M37.00S,2022-02-01T00:47:30.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626159,85.89027595269383,49.50980392156863,1610612746,42,44,2022-02-01T00:47:37Z,2110000,-2.0,80.0,1,right,J. Winslow 8' driving floating Jump Shot (2 PTS) (B. Boston Jr. 1 AST),"[1626159, 1630527]",1610612746.0,LAC,driving floating,,,Winslow,J. Winslow,,,,,8.01,Made,2.0,B. Boston Jr.,1630527.0,1.0,,,,,,,,,,,,,,
215,PT06M27.00S,2022-02-01T00:47:43.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,42,44,2022-02-01T00:47:43Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M21.00S,2022-02-01T00:48:04.3Z,2,REGULAR,3pt,Jump Shot,[],203200,5.863994743758213,2.696078431372549,1610612754,45,44,2022-02-01T00:48:08Z,2140000,237.0,3.0,1,left,J. Holiday 3PT  (10 PTS) (D. Washington Jr. 3 AST),"[203200, 1630613]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.65,Made,10.0,D. Washington Jr.,1630613.0,3.0,,,,,,,,,,,,,,
218,PT05M53.00S,2022-02-01T00:48:31.2Z,2,REGULAR,2pt,Jump Shot,[],1626159,86.5473061760841,19.852941176470587,1610612746,45,44,2022-02-01T00:48:36Z,2160000,-151.0,74.0,1,right,MISS J. Winslow 16' fadeaway Shot,[1626159],1610612746.0,LAC,fadeaway,,,Winslow,J. Winslow,,,,,16.79,Missed,,,,,,,,,,,,,,,,,,
219,PT05M50.00S,2022-02-01T00:48:34.2Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,45,44,2022-02-01T00:48:36Z,2170000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,218.0,2.0,1.0,1.0,,,,,,,,,,
220,PT05M43.00S,2022-02-01T00:48:43.2Z,2,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612754,45,44,2022-02-01T00:48:51Z,2180000,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630527, 1627747]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,1155.0,,1.0,0.0,LeVert,1627747.0,,,,
222,PT05M43.00S,2022-02-01T00:49:11.3Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,46,44,2022-02-01T00:49:11Z,2200000,,,0,,C. LeVert Free Throw 1 of 2 (7 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
223,PT05M43.00S,2022-02-01T00:49:12.2Z,2,REGULAR,substitution,out,[],202339,,,1610612754,46,44,2022-02-01T00:49:25Z,2210000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M43.00S,2022-02-01T00:49:12.2Z,2,REGULAR,substitution,out,[],1626159,,,1610612754,46,44,2022-02-01T00:49:25Z,2220000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M43.00S,2022-02-01T00:49:12.2Z,2,REGULAR,substitution,in,[],201586,,,1610612754,46,44,2022-02-01T00:49:25Z,2230000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M43.00S,2022-02-01T00:49:12.2Z,2,REGULAR,substitution,in,[],202694,,,1610612754,46,44,2022-02-01T00:49:25Z,2240000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M43.00S,2022-02-01T00:49:39.9Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,47,44,2022-02-01T00:49:40Z,2250000,,,0,,C. LeVert Free Throw 2 of 2 (8 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
228,PT05M32.00S,2022-02-01T00:49:53.3Z,2,REGULAR,3pt,Jump Shot,[],202704,77.87450722733246,90.93137254901961,1610612746,47,47,2022-02-01T00:50:01Z,2260000,205.0,155.0,1,right,R. Jackson 25' 3PT  (7 PTS) (T. Mann 1 AST),"[202704, 1629611]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,25.71,Made,7.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
230,PT05M32.00S,2022-02-01T00:49:59.8Z,2,REGULAR,foul,personal,['1freethrow'],1630613,,,1610612746,47,47,2022-02-01T00:50:08Z,2280000,,,0,,D. Washington Jr. shooting personal FOUL (1 PF) (Jackson 1 FT),"[1630613, 202704]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Jackson,202704.0,,,,
232,PT05M32.00S,2022-02-01T00:50:17.2Z,2,REGULAR,substitution,out,[],1630613,,,1610612746,47,47,2022-02-01T00:51:04Z,2300000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M32.00S,2022-02-01T00:50:17.2Z,2,REGULAR,substitution,in,[],1628470,,,1610612746,47,47,2022-02-01T00:51:04Z,2310000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M32.00S,2022-02-01T00:50:45.2Z,2,REGULAR,freethrow,1 of 1,[],202704,,,1610612746,47,48,2022-02-01T00:50:45Z,2320000,,,0,,R. Jackson Free Throw 1 of 1 (8 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
235,PT05M25.00S,2022-02-01T00:50:54.9Z,2,REGULAR,foul,personal,[],1629611,,,1610612754,47,48,2022-02-01T00:51:04Z,2330000,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1627747]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,202007.0,,1.0,0.0,LeVert,1627747.0,,,,
237,PT05M18.00S,2022-02-01T00:51:16.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.652431011826544,50.73529411764706,1610612754,49,48,2022-02-01T00:51:20Z,2350000,-4.0,10.0,1,left,I. Jackson alley-oop DUNK (11 PTS) (C. LeVert 3 AST),"[1630543, 1627747]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,1.07,Made,11.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,,
239,PT05M04.00S,2022-02-01T00:51:30.6Z,2,REGULAR,3pt,Jump Shot,[],202694,89.43823915900131,4.6568627450980395,1610612746,49,48,2022-02-01T00:51:36Z,2370000,-227.0,47.0,1,right,MISS M. Morris Sr. bank 3PT,[202694],1610612746.0,LAC,bank,,,Morris Sr.,M. Morris Sr.,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,
240,PT05M01.00S,2022-02-01T00:51:33.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,49,48,2022-02-01T00:51:36Z,2380000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,239.0,1.0,1.0,0.0,,,,,,,,,,
241,PT04M55.00S,2022-02-01T00:51:40.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627747,13.222733245729303,40.68627450980392,1610612754,51,48,2022-02-01T00:51:45Z,2390000,47.0,72.0,1,left,C. LeVert 8' running pullup Jump Shot (10 PTS),[1627747],1610612754.0,IND,running pullup,,,LeVert,C. LeVert,,,,,8.56,Made,10.0,,,,,,,,,,,,,,,,,
242,PT04M39.00S,2022-02-01T00:51:55.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630527,93.51182654402102,52.20588235294118,1610612746,51,48,2022-02-01T00:51:59Z,2400000,11.0,8.0,1,right,MISS B. Boston Jr. driving DUNK,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,
243,PT04M37.00S,2022-02-01T00:51:57.9Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,51,48,2022-02-01T00:51:59Z,2410000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,242.0,2.0,2.0,0.0,,,,,,,,,,
244,PT04M26.00S,2022-02-01T00:52:09.1Z,2,REGULAR,3pt,Jump Shot,[],1627747,29.911300919842315,25.98039215686275,1610612754,54,48,2022-02-01T00:52:13Z,2420000,120.0,229.0,1,left,C. LeVert 25' 3PT pullup (13 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.83,Made,13.0,,,,,,,,,,,,,,,,,
245,PT04M10.00S,2022-02-01T00:52:23.9Z,2,REGULAR,3pt,Jump Shot,[],201586,69.72733245729303,26.47058823529412,1610612746,54,48,2022-02-01T00:52:28Z,2430000,-118.0,232.0,1,right,MISS S. Ibaka 26' 3PT,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
246,PT04M07.00S,2022-02-01T00:52:26.9Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,54,48,2022-02-01T00:52:28Z,2440000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,245.0,3.0,2.0,1.0,,,,,,,,,,
247,PT04M02.00S,2022-02-01T00:52:35.2Z,2,REGULAR,foul,personal,[],202694,,,1610612754,54,48,2022-02-01T00:53:04Z,2450000,,,0,,M. Morris Sr. personal FOUL (1 PF),"[202694, 1627747]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,2003.0,,1.0,0.0,LeVert,1627747.0,,,,
249,PT04M02.00S,2022-02-01T00:52:49.8Z,2,REGULAR,substitution,out,[],203200,,,1610612754,54,48,2022-02-01T00:52:52Z,2470000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M02.00S,2022-02-01T00:52:49.8Z,2,REGULAR,substitution,in,[],203087,,,1610612754,54,48,2022-02-01T00:52:52Z,2480000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
251,PT03M52.00S,2022-02-01T00:53:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,16.507884362680684,40.44117647058824,1610612754,54,48,2022-02-01T00:53:19Z,2490000,48.0,103.0,1,left,MISS C. Duarte 11' turnaround fadeaway Shot,[1630537],1610612754.0,IND,turnaround fadeaway,,,Duarte,C. Duarte,,,,,11.33,Missed,,,,,,,,,,,,,,,,,,
252,PT03M49.00S,2022-02-01T00:53:17.0Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,54,48,2022-02-01T00:53:19Z,2500000,,,0,,S. Ibaka REBOUND (Off:2 Def:3),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,251.0,5.0,3.0,2.0,,,,,,,,,,
253,PT03M35.00S,2022-02-01T00:53:30.6Z,2,REGULAR,turnover,bad pass,[],202694,,,1610612746,54,48,2022-02-01T00:53:34Z,2510000,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 1630537]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,1.0,,,,,,,Duarte,1630537.0
254,PT03M35.00S,2022-02-01T00:53:30.6Z,2,REGULAR,steal,,[],1630537,,,1610612754,54,48,2022-02-01T00:53:32Z,2520000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M26.00S,2022-02-01T00:54:12.4Z,2,REGULAR,jumpball,recovered,[],1630537,,,1610612754,54,48,2022-02-01T00:54:12Z,2530000,,,0,,Jump Ball I. Jackson vs. R. Jackson: Tip to C. Duarte,"[1630537, 1630543, 202704]",1610612754.0,IND,heldball,C. Duarte,1630537.0,Duarte,C. Duarte,Jackson,1630543.0,Jackson,202704.0,,,,,,,,,,,,,,,,,,,,
258,PT03M20.00S,2022-02-01T00:54:18.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,14.536793692509855,48.77450980392157,1610612754,54,48,2022-02-01T00:54:21Z,2560000,6.0,84.0,1,left,MISS C. LeVert 8' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,8.43,Missed,,,,,,,,,,,,,,,,,,
259,PT03M17.00S,2022-02-01T00:54:21.3Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,54,48,2022-02-01T00:54:21Z,2570000,,,0,,S. Ibaka REBOUND (Off:2 Def:4),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,258.0,6.0,4.0,2.0,,,,,,,,,,
260,PT03M06.00S,2022-02-01T00:54:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,87.99277266754271,50.98039215686274,1610612746,54,50,2022-02-01T00:54:37Z,2580000,5.0,60.0,1,right,T. Mann 6' driving floating Jump Shot (2 PTS) (R. Jackson 3 AST),"[1629611, 202704]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,6.06,Made,2.0,R. Jackson,202704.0,3.0,,,,,,,,,,,,,,
262,PT02M48.00S,2022-02-01T00:54:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,7.966491458607096,44.85294117647059,1610612754,54,50,2022-02-01T00:54:54Z,2600000,26.0,22.0,1,left,MISS T. Craig driving Layup - blocked,"[1628470, 201586]",1610612754.0,IND,driving,,,Craig,T. Craig,,,,,3.41,Missed,,,,,,,,,,,,,,,Ibaka,201586.0,,
263,PT02M48.00S,2022-02-01T00:54:50.2Z,2,REGULAR,block,,[],201586,,,1610612754,54,50,2022-02-01T00:54:52Z,2610000,,,0,,S. Ibaka BLOCK (2 BLK),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M48.00S,2022-02-01T00:54:50.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,54,50,2022-02-01T00:54:54Z,2620000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,
