actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
181,PT09M24.00S,2022-03-30T23:41:41.3Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612754,22,50,2022-03-30T23:41:41Z,1810000,,,0,,G. Bitadze REBOUND (Off:3 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,180.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
182,PT09M12.00S,2022-03-30T23:41:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,91.93495400788436,55.14705882352941,1610612754,22,50,2022-03-30T23:46:58Z,1820000,26.0,23.0,1,right,MISS J. Smith Layup - blocked,"[1630188, 1628432]",1610612754.0,IND,,,,Smith,J. Smith,,,,,3.47,Missed,,,,,,,,,,,,,,,,,Reed,1628432.0,
183,PT09M12.00S,2022-03-30T23:41:52.6Z,2,REGULAR,block,,[],1628432,,,1610612754,22,50,2022-03-30T23:41:54Z,1830000,,,0,,D. Reed BLOCK (1 BLK),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M12.00S,2022-03-30T23:41:52.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,22,50,2022-03-30T23:41:59Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,
185,PT09M12.00S,2022-03-30T23:41:56.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,22,50,2022-03-30T23:41:56Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M11.00S,2022-03-30T23:42:07.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626208,92.85479632063075,5.637254901960785,1610612754,25,50,2022-03-30T23:42:12Z,1860000,-222.0,15.0,1,right,K. Sykes 3PT  (5 PTS) (T. Haliburton 2 AST),"[1626208, 1630169]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,22.23,Made,,,,,,,,,,,5.0,T. Haliburton,1630169.0,2.0,,,,,
188,PT09M08.00S,2022-03-30T23:42:13.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,25,50,2022-03-30T23:42:13Z,1880000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M03.00S,2022-03-30T23:45:15.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,25,50,2022-03-30T23:45:15Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M50.00S,2022-03-30T23:45:35.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202326,5.732588699080158,46.81372549019608,1610612743,25,52,2022-03-30T23:45:40Z,1900000,16.0,1.0,1,left,D. Cousins Layup (9 PTS) (B. Hyland 3 AST),"[202326, 1630538]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,1.6,Made,,,,,,,,,,,9.0,B. Hyland,1630538.0,3.0,,,,,
193,PT08M34.00S,2022-03-30T23:45:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,87.99277266754271,46.32352941176471,1610612754,27,52,2022-03-30T23:45:55Z,1920000,-18.0,60.0,1,right,T. Haliburton 6' Layup (2 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,6.31,Made,,,,,,,,,,,2.0,,,,,,,,
194,PT08M13.00S,2022-03-30T23:46:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628432,6.652431011826544,47.30392156862745,1610612743,27,54,2022-03-31T00:07:43Z,1930000,13.0,10.0,1,left,D. Reed cutting Layup (5 PTS) (B. Hyland 4 AST),"[1628432, 1630538]",1610612743.0,DEN,cutting,,,Reed,D. Reed,,,,,1.68,Made,,,,,,,,,,,5.0,B. Hyland,1630538.0,4.0,,,,,
196,PT08M01.00S,2022-03-30T23:46:25.0Z,2,REGULAR,3pt,Jump Shot,[],1630613,89.04402102496715,5.147058823529411,1610612754,30,54,2022-03-30T23:46:30Z,1950000,-224.0,50.0,1,right,D. Washington Jr. 3PT  (5 PTS) (K. Sykes 1 AST),"[1630613, 1626208]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,22.99,Made,,,,,,,,,,,5.0,K. Sykes,1626208.0,1.0,,,,,
198,PT07M42.00S,2022-03-30T23:46:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.046649145860711,53.67647058823529,1610612743,30,54,2022-03-30T23:46:49Z,1970000,-18.0,14.0,1,left,MISS A. Rivers driving Layup,[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
199,PT07M40.00S,2022-03-30T23:46:46.4Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,30,54,2022-03-30T23:46:49Z,1980000,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
200,PT07M34.00S,2022-03-30T23:46:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629048,92.85479632063075,44.85294117647059,1610612754,32,54,2022-03-30T23:47:01Z,1990000,-26.0,15.0,1,right,G. Bitadze running Layup (2 PTS) (K. Sykes 2 AST),"[1629048, 1626208]",1610612754.0,IND,running,,,Bitadze,G. Bitadze,,,,,2.96,Made,,,,,,,,,,,2.0,K. Sykes,1626208.0,2.0,,,,,
202,PT07M21.00S,2022-03-30T23:47:05.4Z,2,REGULAR,3pt,Jump Shot,[],1630538,33.196452036793694,31.372549019607842,1610612743,32,54,2022-03-31T00:08:19Z,2010000,93.0,260.0,1,left,MISS B. Hyland 27' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
203,PT07M17.00S,2022-03-30T23:47:09.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,32,54,2022-03-30T23:47:10Z,2020000,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,202.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
204,PT07M08.00S,2022-03-30T23:47:18.3Z,2,REGULAR,2pt,Jump Shot,[],1630188,90.22667542706965,30.637254901960787,1610612754,34,54,2022-03-31T00:08:49Z,2030000,-97.0,39.0,1,right,J. Smith 10' floating Jump Shot (8 PTS) (T. Haliburton 3 AST),"[1630188, 1630169]",1610612754.0,IND,floating,,,Smith,J. Smith,,,,,10.45,Made,,,,,,,,,,,8.0,T. Haliburton,1630169.0,3.0,,,,,
206,PT07M08.00S,2022-03-30T23:47:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,34,54,2022-03-30T23:47:23Z,2050000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],1630613,,,1610612743,34,54,2022-03-30T23:50:11Z,2060000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],1629048,,,1610612743,34,54,2022-03-30T23:50:11Z,2070000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,34,54,2022-03-30T23:50:11Z,2080000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],202326,,,1610612743,34,54,2022-03-30T23:50:11Z,2090000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],1627854,,,1610612743,34,54,2022-03-30T23:50:11Z,2100000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,34,54,2022-03-30T23:50:11Z,2110000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,out,[],203085,,,1610612743,34,54,2022-03-30T23:50:11Z,2120000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],1630678,,,1610612743,34,54,2022-03-30T23:50:11Z,2130000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612743,34,54,2022-03-30T23:50:11Z,2140000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,34,54,2022-03-30T23:50:11Z,2150000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],203999,,,1610612743,34,54,2022-03-30T23:50:11Z,2160000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],201145,,,1610612743,34,54,2022-03-30T23:50:11Z,2170000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],203932,,,1610612743,34,54,2022-03-30T23:50:11Z,2180000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M08.00S,2022-03-30T23:49:40.9Z,2,REGULAR,substitution,in,[],203115,,,1610612743,34,54,2022-03-30T23:50:11Z,2190000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M51.00S,2022-03-30T23:50:48.4Z,2,REGULAR,foul,personal,[],1630169,,,1610612743,34,54,2022-03-30T23:50:57Z,2200000,,,0,,T. Haliburton personal FOUL (2 PF),"[1630169, 203115]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,101283.0,2.0,0.0,Barton,203115.0,,,,,,,,,,
223,PT06M46.00S,2022-03-30T23:51:16.4Z,2,REGULAR,2pt,Jump Shot,[],1628420,23.99802890932983,61.76470588235294,1610612743,34,56,2022-03-30T23:51:20Z,2220000,-59.0,173.0,1,left,M. Morris 18' pullup Jump Shot (4 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,18.28,Made,,,,,,,,,,,4.0,,,,,,,,
224,PT06M32.00S,2022-03-30T23:51:29.8Z,2,REGULAR,3pt,Jump Shot,[],1630188,67.36202365308804,43.13725490196079,1610612754,34,56,2022-03-30T23:51:34Z,2230000,-34.0,254.0,1,right,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
225,PT06M29.00S,2022-03-30T23:51:32.8Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,34,56,2022-03-30T23:51:34Z,2240000,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,224.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
226,PT06M15.00S,2022-03-30T23:51:46.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.988830486202366,50.49019607843137,1610612743,34,58,2022-03-30T23:51:51Z,2250000,-2.0,51.0,1,left,N. Jokic Hook (14 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,5.09,Made,,,,,,,,,,,14.0,,,,,,,,
227,PT06M03.00S,2022-03-30T23:51:59.7Z,2,REGULAR,3pt,Jump Shot,[],1626208,75.64060446780552,11.76470588235294,1610612754,34,58,2022-03-30T23:52:05Z,2260000,-191.0,176.0,1,right,MISS K. Sykes 26' 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
228,PT05M57.00S,2022-03-30T23:52:05.7Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,34,58,2022-03-30T23:52:05Z,2270000,,,0,,T. Taylor REBOUND (Off:3 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,227.0,3.0,0.0,3.0,,,,,,,,,,,,,,,
229,PT05M56.00S,2022-03-30T23:52:05.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,91.5407358738502,46.32352941176471,1610612754,36,58,2022-03-30T23:52:08Z,2280000,-18.0,27.0,1,right,T. Taylor putback Layup (7 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,3.27,Made,,,,,,,,,,,7.0,,,,,,,,
230,PT05M41.00S,2022-03-30T23:52:20.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201145,8.360709592641262,50.49019607843137,1610612743,36,58,2022-03-31T00:10:39Z,2290000,-2.0,26.0,1,left,MISS J. Green driving Hook,[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M40.00S,2022-03-30T23:52:21.6Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,36,58,2022-03-30T23:52:29Z,2300000,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
232,PT05M32.00S,2022-03-30T23:52:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626208,93.11760840998686,52.94117647058824,1610612754,38,58,2022-03-31T00:11:09Z,2310000,15.0,12.0,1,right,K. Sykes reverse Layup (7 PTS) (B. Hield 1 AST),"[1626208, 1627741]",1610612754.0,IND,reverse,,,Sykes,K. Sykes,,,,,1.91,Made,,,,,,,,,,,7.0,B. Hield,1627741.0,1.0,,,,,
234,PT05M09.00S,2022-03-30T23:52:53.3Z,2,REGULAR,3pt,Jump Shot,[],201145,9.411957950065702,96.56862745098039,1610612743,38,58,2022-03-30T23:52:57Z,2330000,-233.0,36.0,1,left,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M06.00S,2022-03-30T23:52:56.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,38,58,2022-03-30T23:52:57Z,2340000,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,234.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
236,PT04M59.00S,2022-03-30T23:53:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,90.09526938239159,40.44117647058824,1610612754,38,58,2022-03-30T23:54:49Z,2350000,-48.0,41.0,1,right,MISS J. Smith 6' driving floating bank Shot,[1630188],1610612754.0,IND,driving floating bank,,,Smith,J. Smith,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
237,PT04M54.00S,2022-03-30T23:53:08.1Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,38,58,2022-03-30T23:53:09Z,2360000,,,0,,W. Barton REBOUND (Off:1 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,236.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
238,PT04M47.00S,2022-03-30T23:53:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,6.652431011826544,46.32352941176471,1610612743,38,60,2022-03-31T00:11:26Z,2370000,18.0,10.0,1,left,W. Barton driving Layup (12 PTS),[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,2.09,Made,,,,,,,,,,,12.0,,,,,,,,
239,PT04M29.00S,2022-03-30T23:53:33.0Z,2,REGULAR,2pt,Jump Shot,[],1630188,91.67214191852825,69.36274509803921,1610612754,38,60,2022-03-30T23:53:39Z,2380000,97.0,26.0,1,right,MISS J. Smith 10' bank Shot,[1630188],1610612754.0,IND,bank,,,Smith,J. Smith,,,,,10.02,Missed,,,,,,,,,,,,,,,,,,,
240,PT04M25.00S,2022-03-30T23:53:37.0Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612754,38,60,2022-03-30T23:53:39Z,2390000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,239.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
241,PT04M25.00S,2022-03-30T23:53:36.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630169,94.40999984741211,50.0,1610612754,40,60,2022-03-30T23:53:41Z,2400000,0.0,0.0,1,right,T. Haliburton tip Layup (4 PTS),[1630169],1610612754.0,IND,tip,,,Haliburton,T. Haliburton,,,,,0.0,Made,,,,,,,,,,,4.0,,,,,,,,
242,PT04M23.00S,2022-03-30T23:53:41.3Z,2,REGULAR,foul,personal,[],1630188,,,1610612743,40,60,2022-03-30T23:56:24Z,2410000,,,0,,J. Smith take personal FOUL (1 PF),"[1630188, 203999]",1610612754.0,IND,take,,,Smith,J. Smith,,,,,,,,,,,1627964.0,1.0,0.0,Jokic,203999.0,,,,,,,,,,
244,PT04M23.00S,2022-03-30T23:53:49.1Z,2,REGULAR,substitution,out,[],1630188,,,1610612743,40,60,2022-03-30T23:53:52Z,2430000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M23.00S,2022-03-30T23:53:49.1Z,2,REGULAR,substitution,in,[],1629048,,,1610612743,40,60,2022-03-30T23:53:52Z,2440000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M06.00S,2022-03-30T23:54:24.1Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,40,60,2022-03-30T23:59:30Z,2450000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,,,,,,,101283.0,,,,,2.0,,,,,,,,,
247,PT03M59.00S,2022-03-30T23:54:30.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,87.46714848883047,29.411764705882355,1610612754,40,60,2022-03-30T23:54:37Z,2460000,-103.0,65.0,1,right,MISS T. Haliburton 12' driving floating bank Shot,[1630169],1610612754.0,IND,driving floating bank,,,Haliburton,T. Haliburton,,,,,12.19,Missed,,,,,,,,,,,,,,,,,,,
248,PT03M56.00S,2022-03-30T23:54:33.9Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,40,60,2022-03-30T23:54:37Z,2470000,,,0,,G. Bitadze REBOUND (Off:4 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,247.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
249,PT03M56.00S,2022-03-30T23:54:34.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629048,94.40999984741211,50.0,1610612754,40,60,2022-03-30T23:54:34Z,2480000,0.0,0.0,1,right,MISS G. Bitadze tip DUNK,[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
250,PT03M54.00S,2022-03-30T23:54:36.6Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,40,60,2022-03-30T23:54:36Z,2490000,,,0,,G. Bitadze REBOUND (Off:5 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,249.0,7.0,2.0,5.0,,,,,,,,,,,,,,,
251,PT03M43.00S,2022-03-30T23:54:47.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630678,86.67871222076215,50.98039215686274,1610612754,42,60,2022-03-30T23:59:01Z,2500000,5.0,73.0,1,right,T. Taylor 7' Layup (9 PTS) (T. Haliburton 4 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,7.29,Made,,,,,,,,,,,9.0,T. Haliburton,1630169.0,4.0,,,,,
253,PT03M25.00S,2022-03-30T23:55:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,11.383048620236531,43.38235294117647,1610612743,42,62,2022-03-31T00:00:10Z,2520000,33.0,55.0,1,left,N. Jokic 6' cutting Layup (16 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,6.38,Made,,,,,,,,,,,16.0,W. Barton,203115.0,2.0,,,,,
255,PT03M25.00S,2022-03-30T23:55:08.8Z,2,REGULAR,foul,personal,['1freethrow'],1629048,,,1610612743,42,62,2022-03-30T23:55:19Z,2540000,,,0,,G. Bitadze shooting personal FOUL (2 PF) (Jokic 1 FT),"[1629048, 203999]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,101283.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,
257,PT03M25.00S,2022-03-30T23:55:34.4Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,42,63,2022-03-30T23:55:34Z,2560000,,,0,,N. Jokic Free Throw 1 of 1 (17 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,,17.0,,,,,,,,
258,PT03M16.00S,2022-03-30T23:55:47.3Z,2,REGULAR,turnover,traveling,[],1629048,,,1610612754,42,63,2022-03-30T23:55:51Z,2570000,,,0,,G. Bitadze traveling TURNOVER (3 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,1627964.0,,,,,3.0,,,,,,,,,
259,PT03M14.00S,2022-03-30T23:55:56.6Z,2,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612743,42,63,2022-03-30T23:56:02Z,2580000,,,0,,B. Hield shooting personal FOUL (1 PF) (Green 2 FT),"[1627741, 201145]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,,,,,,,1627964.0,1.0,0.0,Green,201145.0,,,,,,,,,,
261,PT03M14.00S,2022-03-30T23:56:29.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201145,,,1610612743,42,64,2022-03-30T23:56:29Z,2600000,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
262,PT03M14.00S,2022-03-30T23:56:30.3Z,2,REGULAR,substitution,out,[],1626208,,,1610612743,42,64,2022-03-30T23:56:35Z,2610000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M14.00S,2022-03-30T23:56:30.3Z,2,REGULAR,substitution,in,[],1626147,,,1610612743,42,64,2022-03-30T23:56:35Z,2620000,,,0,,SUB in: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M14.00S,2022-03-30T23:56:58.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201145,,,1610612743,42,65,2022-03-30T23:56:58Z,2630000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
265,PT03M08.00S,2022-03-30T23:57:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629048,66.83639947437582,54.65686274509803,1610612754,45,65,2022-03-30T23:57:13Z,2640000,23.0,259.0,1,right,G. Bitadze 26' 3PT  (5 PTS) (T. Haliburton 5 AST),"[1629048, 1630169]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.02,Made,,,,,,,,,,,5.0,T. Haliburton,1630169.0,5.0,,,,,
267,PT02M51.00S,2022-03-30T23:57:27.7Z,2,REGULAR,foul,offensive,[],203999,,,1610612743,45,65,2022-03-30T23:57:36Z,2660000,,,0,,N. Jokic offensive FOUL (2 PF),"[203999, 1627741]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,1146.0,2.0,0.0,Hield,1627741.0,,,,,,,,,,
269,PT02M51.00S,2022-03-30T23:57:27.7Z,2,REGULAR,turnover,offensive foul,[],203999,,,1610612743,45,65,2022-03-30T23:57:27Z,2680000,,,0,,N. Jokic offensive foul TURNOVER (3 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,1146.0,,,,,3.0,,,,,,,,,
270,PT02M42.00S,2022-03-30T23:57:50.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,87.20433639947439,70.09803921568627,1610612754,45,65,2022-03-30T23:57:53Z,2690000,100.0,68.0,1,right,MISS T. Haliburton 12' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,,
271,PT02M39.00S,2022-03-30T23:57:52.9Z,2,REGULAR,rebound,offensive,[],1630169,,,1610612754,45,65,2022-03-30T23:57:52Z,2700000,,,0,,T. Haliburton REBOUND (Off:2 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,270.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
