actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
27,PT10M20.00S,2022-01-27T00:14:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,91.40932982917214,45.83333333333333,1610612754,1,3,2022-01-27T00:14:03Z,270000,-21.0,28.0,1,right,MISS G. Bitadze Layup - blocked,"[1629048, 203486]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,3.51,Missed,,,,,,,,,,,,,,,Plumlee,203486.0,,
28,PT10M20.00S,2022-01-27T00:14:00.6Z,1,REGULAR,block,,[],203486,,,1610612754,1,3,2022-01-27T00:14:02Z,280000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M18.00S,2022-01-27T00:14:02.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,1,3,2022-01-27T00:14:03Z,290000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,27.0,,,,,,,,,,,1.0,1.0,0.0,,,,
30,PT10M15.00S,2022-01-27T00:14:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628998,8.09789750328515,50.0,1610612766,1,5,2022-01-27T00:14:11Z,300000,0.0,24.0,1,left,C. Martin running finger roll Layup (2 PTS) (L. Ball 1 AST),"[1628998, 1630163]",1610612766.0,CHA,running finger roll,,,Martin,C. Martin,,,,,2.36,Made,,,,,,,2.0,,L. Ball,1630163.0,1.0,,,,,,,
32,PT10M03.00S,2022-01-27T00:14:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.01511169513797,47.30392156862745,1610612754,3,5,2022-01-27T00:14:21Z,320000,-13.0,32.0,1,right,C. LeVert driving finger roll Layup (2 PTS) (J. Holiday 1 AST),"[1627747, 203200]",1610612754.0,IND,driving finger roll,,,LeVert,C. LeVert,,,,,3.47,Made,,,,,,,2.0,,J. Holiday,203200.0,1.0,,,,,,,
34,PT09M48.00S,2022-01-27T00:14:32.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.521024967148489,48.77450980392157,1610612766,3,7,2022-01-27T00:14:36Z,340000,6.0,9.0,1,left,M. Plumlee reverse DUNK (2 PTS) (M. Bridges 1 AST),"[203486, 1628970]",1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,1.07,Made,,,,,,,2.0,,M. Bridges,1628970.0,1.0,,,,,,,
36,PT09M29.00S,2022-01-27T00:14:53.1Z,1,REGULAR,foul,offensive,[],1628470,,,1610612754,3,7,2022-01-27T00:15:15Z,360000,,,0,,T. Craig charge offensive FOUL (1 PF),"[1628470, 1628998]",1610612754.0,IND,charge,,,Craig,T. Craig,,,,,,,,1628159.0,1.0,0.0,Martin,1628998.0,,,,,,,,,,,,
38,PT09M29.00S,2022-01-27T00:14:53.1Z,1,REGULAR,turnover,offensive foul,[],1628470,,,1610612754,3,7,2022-01-27T00:14:53Z,380000,,,0,,T. Craig offensive foul TURNOVER (1 TO),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,1628159.0,,,,,,1.0,,,,,,,,,,
39,PT09M05.00S,2022-01-27T00:15:32.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630163,11.251642575558476,50.245098039215684,1610612766,3,9,2022-01-27T00:15:37Z,390000,-1.0,53.0,1,left,L. Ball driving floating Jump Shot (2 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,5.33,Made,,,,,,,2.0,,,,,,,,,,,
40,PT09M00.00S,2022-01-27T00:15:38.2Z,1,REGULAR,turnover,bad pass,[],1629048,,,1610612754,3,9,2022-01-27T00:15:42Z,400000,,,0,,G. Bitadze bad pass TURNOVER (3 TO),"[1629048, 203486]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,3.0,,,,,,,,,Plumlee,203486.0
41,PT09M00.00S,2022-01-27T00:15:38.2Z,1,REGULAR,steal,,[],203486,,,1610612766,3,9,2022-01-27T00:15:40Z,410000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M52.00S,2022-01-27T00:15:45.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,30.56833114323259,32.35294117647059,1610612766,3,12,2022-01-27T00:15:49Z,420000,88.0,235.0,1,left,T. Rozier 25' 3PT  (3 PTS) (C. Martin 1 AST),"[1626179, 1628998]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.08,Made,,,,,,,3.0,,C. Martin,1628998.0,1.0,,,,,,,
44,PT08M49.00S,2022-01-27T00:15:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,3,12,2022-01-27T00:15:50Z,440000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M38.00S,2022-01-27T00:19:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,85.62746386333771,53.431372549019606,1610612754,3,12,2022-01-27T00:19:06Z,450000,17.0,83.0,1,right,MISS G. Bitadze 8' turnaround Shot,[1629048],1610612754.0,IND,turnaround,,,Bitadze,G. Bitadze,,,,,8.44,Missed,,,,,,,,,,,,,,,,,,
46,PT08M35.00S,2022-01-27T00:19:05.3Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,3,12,2022-01-27T00:19:06Z,460000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,45.0,,,,,,,,,,,1.0,1.0,0.0,,,,
47,PT08M26.00S,2022-01-27T00:19:13.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,24.655059132720105,65.68627450980392,1610612766,3,12,2022-01-27T00:19:18Z,470000,-78.0,179.0,1,left,MISS L. Ball 19' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,19.57,Missed,,,,,,,,,,,,,,,,,,
48,PT08M22.00S,2022-01-27T00:19:17.9Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,3,12,2022-01-27T00:19:18Z,480000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,47.0,,,,,,,,,,,1.0,1.0,0.0,,,,
49,PT08M17.00S,2022-01-27T00:19:21.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630537,70.12155059132719,24.264705882352942,1610612754,3,12,2022-01-27T00:19:28Z,490000,-129.0,228.0,1,right,MISS C. Duarte 26' running 3PT,[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
50,PT08M15.00S,2022-01-27T00:19:25.0Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,3,12,2022-01-27T00:19:25Z,500000,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,49.0,,,,,,,,,,,1.0,0.0,1.0,,,,
51,PT08M14.00S,2022-01-27T00:19:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,92.46057818659659,49.26470588235294,1610612754,5,12,2022-01-27T00:19:32Z,510000,-4.0,18.0,1,right,G. Bitadze putback Layup (2 PTS),[1629048],1610612754.0,IND,putback,,,Bitadze,G. Bitadze,,,,,1.88,Made,,,,,,,2.0,,,,,,,,,,,
52,PT08M01.00S,2022-01-27T00:19:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.440867279894875,50.49019607843137,1610612766,5,12,2022-01-27T00:19:44Z,520000,-2.0,17.0,1,left,MISS C. Martin driving finger roll Layup,[1628998],1610612766.0,CHA,driving finger roll,,,Martin,C. Martin,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2022-01-27T00:19:41.5Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,5,12,2022-01-27T00:19:44Z,540000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,52.0,,,,,,,,,,,2.0,2.0,0.0,,,,
55,PT07M53.00S,2022-01-27T00:19:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628470,93.38042049934296,53.18627450980392,1610612754,7,12,2022-01-27T00:19:51Z,550000,16.0,10.0,1,right,T. Craig running Layup (2 PTS) (J. Holiday 2 AST),"[1628470, 203200]",1610612754.0,IND,running,,,Craig,T. Craig,,,,,1.86,Made,,,,,,,2.0,,J. Holiday,203200.0,2.0,,,,,,,
57,PT07M43.00S,2022-01-27T00:19:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.652431011826544,54.65686274509803,1610612766,7,14,2022-01-27T00:20:01Z,570000,-23.0,10.0,1,left,M. Bridges reverse Layup (5 PTS) (L. Ball 2 AST),"[1628970, 1630163]",1610612766.0,CHA,reverse,,,Bridges,M. Bridges,,,,,2.54,Made,,,,,,,5.0,,L. Ball,1630163.0,2.0,,,,,,,
60,PT07M25.00S,2022-01-27T00:20:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630537,68.67608409986859,65.19607843137256,1610612754,10,14,2022-01-27T00:20:20Z,600000,76.0,242.0,1,right,C. Duarte 25' 3PT bank (3 PTS) (T. Craig 1 AST),"[1630537, 1628470]",1610612754.0,IND,bank,,,Duarte,C. Duarte,,,,,25.36,Made,,,,,,,3.0,,T. Craig,1628470.0,1.0,,,,,,,
62,PT07M16.00S,2022-01-27T00:20:25.2Z,1,REGULAR,foul,personal,[],1627747,,,1610612766,10,14,2022-01-27T00:20:29Z,620000,,,0,,C. LeVert personal FOUL (2 PF),"[1627747, 1630163]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,201245.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,,,
64,PT07M16.00S,2022-01-27T00:20:40.3Z,1,REGULAR,substitution,out,[],1627747,,,1610612766,10,14,2022-01-27T00:20:48Z,640000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M16.00S,2022-01-27T00:20:40.3Z,1,REGULAR,substitution,in,[],202362,,,1610612766,10,14,2022-01-27T00:20:48Z,650000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M10.00S,2022-01-27T00:21:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.783837056504599,50.0,1610612766,10,14,2022-01-27T00:21:37Z,660000,0.0,11.0,1,left,MISS M. Plumlee alley-oop DUNK,[203486],1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,
67,PT07M08.00S,2022-01-27T00:21:06.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,10,14,2022-01-27T00:21:37Z,670000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,
68,PT07M08.00S,2022-01-27T00:21:10.1Z,1,REGULAR,foul,personal,[],203486,,,1610612754,10,14,2022-01-27T00:21:17Z,680000,,,0,,M. Plumlee loose ball personal FOUL (1 PF),"[203486, 1629048]",1610612766.0,CHA,loose ball,,,Plumlee,M. Plumlee,,,,,,,,1628159.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,,,
70,PT06M51.00S,2022-01-27T00:21:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,93.51182654402102,46.81372549019608,1610612754,12,14,2022-01-27T00:21:45Z,700000,-16.0,8.0,1,right,G. Bitadze reverse Layup (4 PTS) (J. Holiday 3 AST),"[1629048, 203200]",1610612754.0,IND,reverse,,,Bitadze,G. Bitadze,,,,,1.8,Made,,,,,,,4.0,,J. Holiday,203200.0,3.0,,,,,,,
72,PT06M46.00S,2022-01-27T00:21:46.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,7.046649145860711,48.03921568627451,1610612766,12,16,2022-01-27T00:24:15Z,720000,10.0,14.0,1,left,M. Bridges running alley-oop DUNK (7 PTS) (L. Ball 3 AST),"[1628970, 1630163]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,1.68,Made,,,,,,,7.0,,L. Ball,1630163.0,3.0,,,,,,,
74,PT06M23.00S,2022-01-27T00:22:09.9Z,1,REGULAR,2pt,Jump Shot,[],1628470,73.14388961892247,44.11764705882353,1610612754,12,16,2022-01-27T00:39:23Z,740000,-29.0,200.0,1,right,MISS T. Craig 20' step back Shot,[1628470],1610612754.0,IND,step back,,,Craig,T. Craig,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2022-01-27T00:22:13.9Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,12,16,2022-01-27T00:22:15Z,750000,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,74.0,,,,,,,,,,,2.0,0.0,2.0,,,,
76,PT06M16.00S,2022-01-27T00:22:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,93.64323258869908,53.431372549019606,1610612754,14,16,2022-01-27T00:22:21Z,760000,17.0,7.0,1,right,C. Duarte driving finger roll Layup (5 PTS) (G. Bitadze 1 AST),"[1630537, 1629048]",1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,1.87,Made,,,,,,,5.0,,G. Bitadze,1629048.0,1.0,,,,,,,
77,PT05M58.00S,2022-01-27T00:22:34.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,17.427726675427067,96.07843137254902,1610612766,14,19,2022-01-27T00:22:38Z,770000,-230.0,111.0,1,left,T. Rozier 25' 3PT  (6 PTS) (M. Plumlee 1 AST),"[1626179, 203486]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.59,Made,,,,,,,6.0,,M. Plumlee,203486.0,1.0,,,,,,,
79,PT05M49.00S,2022-01-27T00:22:42.9Z,1,REGULAR,3pt,Jump Shot,[],1628470,92.72339027595268,4.411764705882353,1610612754,17,19,2022-01-27T00:39:43Z,790000,-228.0,16.0,1,right,T. Craig 3PT running (5 PTS) (L. Stephenson 1 AST),"[1628470, 202362]",1610612754.0,IND,running,,,Craig,T. Craig,,,,,22.85,Made,,,,,,,5.0,,L. Stephenson,202362.0,1.0,,,,,,,
81,PT05M47.00S,2022-01-27T00:22:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,19,2022-01-27T00:22:50Z,810000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M47.00S,2022-01-27T00:25:19.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,17,19,2022-01-27T00:25:30Z,820000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M47.00S,2022-01-27T00:25:19.5Z,1,REGULAR,substitution,out,[],203486,,,1610612766,17,19,2022-01-27T00:25:30Z,830000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M47.00S,2022-01-27T00:25:19.5Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,17,19,2022-01-27T00:25:30Z,840000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M47.00S,2022-01-27T00:25:19.5Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,17,19,2022-01-27T00:25:30Z,850000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M30.00S,2022-01-27T00:26:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.521024967148489,49.01960784313725,1610612766,17,21,2022-01-27T00:26:11Z,860000,5.0,9.0,1,left,M. Bridges driving DUNK (9 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.01,Made,,,,,,,9.0,,,,,,,,,,,
89,PT05M13.00S,2022-01-27T00:26:21.1Z,1,REGULAR,3pt,Jump Shot,[],203200,67.62483574244416,38.23529411764706,1610612754,20,21,2022-01-27T00:26:25Z,880000,-59.0,252.0,1,right,J. Holiday 25' 3PT  (4 PTS) (L. Stephenson 2 AST),"[203200, 202362]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.86,Made,,,,,,,4.0,,L. Stephenson,202362.0,2.0,,,,,,,
91,PT05M02.00S,2022-01-27T00:26:34.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,20,21,2022-01-27T00:26:34Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2022-01-27T00:26:50.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,30.831143232588698,68.62745098039215,1610612766,20,21,2022-01-27T00:26:56Z,910000,-93.0,237.0,1,left,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
93,PT04M55.00S,2022-01-27T00:26:56.6Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,20,21,2022-01-27T00:26:56Z,920000,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,92.0,,,,,,,,,,,2.0,2.0,0.0,,,,
94,PT04M40.00S,2022-01-27T00:27:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629048,92.85479632063075,52.69607843137255,1610612754,22,21,2022-01-27T00:27:17Z,930000,13.0,15.0,1,right,G. Bitadze turnaround bank Jump Shot (6 PTS) (L. Stephenson 3 AST),"[1629048, 202362]",1610612754.0,IND,turnaround bank,,,Bitadze,G. Bitadze,,,,,2.0,Made,,,,,,,6.0,,L. Stephenson,202362.0,3.0,,,,,,,
96,PT04M40.00S,2022-01-27T00:27:16.6Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612754,22,21,2022-01-27T00:27:23Z,950000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Bitadze 1 FT),"[1626162, 1629048]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,201245.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,,,
98,PT04M40.00S,2022-01-27T00:27:37.3Z,1,REGULAR,freethrow,1 of 1,[],1629048,,,1610612754,23,21,2022-01-27T00:27:37Z,970000,,,0,,G. Bitadze Free Throw 1 of 1 (7 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
99,PT04M24.00S,2022-01-27T00:27:55.5Z,1,REGULAR,3pt,Jump Shot,[],1626179,25.837713534822605,82.35294117647058,1610612766,23,24,2022-01-27T00:28:00Z,980000,-162.0,190.0,1,left,T. Rozier 24' 3PT pullup (9 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,24.99,Made,,,,,,,9.0,,,,,,,,,,,
100,PT04M04.00S,2022-01-27T00:28:14.0Z,1,REGULAR,3pt,Jump Shot,[],203200,90.62089356110381,95.09803921568627,1610612754,26,24,2022-01-27T00:28:18Z,990000,225.0,36.0,1,right,J. Holiday 3PT  (7 PTS) (L. Stephenson 4 AST),"[203200, 202362]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.83,Made,,,,,,,7.0,,L. Stephenson,202362.0,4.0,,,,,,,
102,PT03M54.00S,2022-01-27T00:28:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,9.411957950065702,46.32352941176471,1610612766,26,24,2022-01-27T00:28:29Z,1010000,18.0,36.0,1,left,MISS K. Oubre Jr. cutting Layup,[1626162],1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,4.04,Missed,,,,,,,,,,,,,,,,,,
