actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
179,PT00M01.10S,2021-12-30T00:36:22.3Z,1,REGULAR,substitution,in,[],203200,,,1610612766,27,34,2021-12-30T00:36:29Z,1780000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M01.10S,2021-12-30T00:36:14.3Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,27,34,2021-12-30T00:36:55Z,1790000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
181,PT00M01.10S,2021-12-30T00:36:14.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,27,34,2021-12-30T00:36:55Z,1800000,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,180.0,5.0,5.0,0.0,,,,,,,,,,,,,,
182,PT00M00.00S,2021-12-30T00:36:52.2Z,1,REGULAR,period,end,[],0,,,1610612754,27,34,2021-12-30T00:36:52Z,1810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-12-30T00:39:09.4Z,2,REGULAR,substitution,out,['startperiod'],203200,,,1610612754,27,34,2021-12-30T00:39:22Z,1820000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-12-30T00:39:09.4Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612754,27,34,2021-12-30T00:39:22Z,1830000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-12-30T00:39:09.4Z,2,REGULAR,substitution,in,['startperiod'],1629052,,,1610612754,27,34,2021-12-30T00:39:22Z,1840000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-12-30T00:39:09.4Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612754,27,34,2021-12-30T00:39:22Z,1850000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-12-30T00:39:33.4Z,2,REGULAR,period,start,[],0,,,1610612754,27,34,2021-12-30T00:39:33Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M48.00S,2021-12-30T00:39:51.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,27,34,2021-12-30T00:39:51Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M41.00S,2021-12-30T00:40:08.5Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612754,27,34,2021-12-30T00:40:13Z,1880000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Sabonis 2 FT),"[203486, 1627734]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,201638.0,1.0,0.0,Sabonis,1627734.0,,,,,,,
191,PT11M41.00S,2021-12-30T00:40:36.0Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,28,34,2021-12-30T00:40:36Z,1900000,,,0,,D. Sabonis Free Throw 1 of 2 (6 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
192,PT11M41.00S,2021-12-30T00:40:51.6Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,29,34,2021-12-30T00:40:51Z,1910000,,,0,,D. Sabonis Free Throw 2 of 2 (7 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
193,PT11M28.00S,2021-12-30T00:41:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1626208,,,1610612766,29,34,2021-12-30T00:41:25Z,1920000,,,0,,K. Sykes shooting personal FOUL (2 PF) (Smith 2 FT),"[1626208, 202397]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,,,,,,,,,1628954.0,2.0,0.0,Smith,202397.0,,,,,,,
195,PT11M28.00S,2021-12-30T00:41:35.4Z,2,REGULAR,freethrow,1 of 2,[],202397,,,1610612766,29,35,2021-12-30T00:41:35Z,1940000,,,0,,I. Smith Free Throw 1 of 2 (1 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
196,PT11M28.00S,2021-12-30T00:41:47.6Z,2,REGULAR,freethrow,2 of 2,[],202397,,,1610612766,29,36,2021-12-30T00:41:47Z,1950000,,,0,,I. Smith Free Throw 2 of 2 (2 PTS),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
197,PT11M18.00S,2021-12-30T00:41:59.7Z,2,REGULAR,3pt,Jump Shot,[],1626208,70.25295663600527,18.627450980392158,1610612754,29,36,2021-12-30T00:42:04Z,1960000,-157.0,227.0,1,right,MISS K. Sykes 27' pullup 3PT,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,
198,PT11M15.00S,2021-12-30T00:42:02.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,29,36,2021-12-30T00:42:04Z,1970000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT11M04.00S,2021-12-30T00:42:14.7Z,2,REGULAR,turnover,out-of-bounds,[],202397,,,1610612766,29,36,2021-12-30T00:42:20Z,1980000,,,0,,I. Smith bad pass out-of-bounds TURNOVER (1 TO),[202397],1610612766.0,CHA,bad pass,,,Smith,I. Smith,,,,,,,,,,,,,201638.0,,,,,,1.0,,,,,
200,PT10M51.00S,2021-12-30T00:42:34.3Z,2,REGULAR,turnover,bad pass,[],1630537,,,1610612754,29,36,2021-12-30T00:42:38Z,1990000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 202397]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,1.0,Smith,202397.0,,,
201,PT10M51.00S,2021-12-30T00:42:34.3Z,2,REGULAR,steal,,[],202397,,,1610612766,29,36,2021-12-30T00:42:36Z,2000000,,,0,,I. Smith STEAL (1 STL),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M46.00S,2021-12-30T00:42:40.6Z,2,REGULAR,foul,personal,[],1628470,,,1610612766,29,36,2021-12-30T00:42:50Z,2010000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 203486]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,200834.0,1.0,0.0,Plumlee,203486.0,,,,,,,
204,PT10M36.00S,2021-12-30T00:43:13.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,29,36,2021-12-30T00:43:13Z,2030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M35.00S,2021-12-30T00:43:27.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,21.895532194480946,92.40196078431373,1610612766,29,36,2021-12-30T00:43:34Z,2040000,-212.0,153.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
206,PT10M30.00S,2021-12-30T00:43:32.3Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,29,36,2021-12-30T00:43:34Z,2050000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT10M18.00S,2021-12-30T00:43:45.6Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612754,29,36,2021-12-30T00:43:54Z,2060000,,,0,,I. Smith shooting personal FOUL (1 PF) (Sabonis 2 FT),"[202397, 1627734]",1610612766.0,CHA,shooting,,,Smith,I. Smith,,,,,,,,,,,,,200834.0,1.0,0.0,Sabonis,1627734.0,,,,,,,
209,PT10M18.00S,2021-12-30T00:44:11.7Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,29,36,2021-12-30T00:44:46Z,2080000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,
210,PT10M18.00S,2021-12-30T00:44:11.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,29,36,2021-12-30T00:44:46Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,,,
211,PT10M18.00S,2021-12-30T00:44:11.7Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,29,36,2021-12-30T00:44:46Z,2100000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT10M16.00S,2021-12-30T00:44:13.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,29,36,2021-12-30T00:44:46Z,2110000,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,,,,,
213,PT10M02.00S,2021-12-30T00:44:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202330,6.652431011826544,48.28431372549019,1610612766,29,38,2021-12-30T00:44:49Z,2120000,9.0,10.0,1,left,G. Hayward Layup (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,1.32,Made,,,,,,,,,,,,4.0,,,,,,
214,PT09M51.00S,2021-12-30T00:44:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626208,90.88370565045992,45.34313725490196,1610612754,29,38,2021-12-30T00:45:03Z,2130000,-23.0,33.0,1,right,MISS K. Sykes driving floating bank Shot,[1626208],1610612754.0,IND,driving floating bank,,,Sykes,K. Sykes,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,
215,PT09M49.00S,2021-12-30T00:44:57.2Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,29,38,2021-12-30T00:45:03Z,2140000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT09M46.00S,2021-12-30T00:45:00.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,7.30946123521682,46.07843137254902,1610612766,29,40,2021-12-30T00:45:14Z,2150000,20.0,16.0,1,left,K. Oubre Jr. running reverse Layup (6 PTS) (I. Smith 1 AST),"[1626162, 202397]",1610612766.0,CHA,running reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,2.54,Made,,,,,,,,,,,,6.0,,,,I. Smith,202397.0,1.0
218,PT09M44.00S,2021-12-30T00:45:08.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,29,40,2021-12-30T00:45:08Z,2170000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M44.00S,2021-12-30T00:47:14.2Z,2,REGULAR,substitution,out,[],1628470,,,1610612754,29,40,2021-12-30T00:47:38Z,2180000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M44.00S,2021-12-30T00:47:14.2Z,2,REGULAR,substitution,in,[],203200,,,1610612754,29,40,2021-12-30T00:47:38Z,2190000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M32.00S,2021-12-30T00:48:09.2Z,2,REGULAR,3pt,Jump Shot,[],203200,67.36202365308804,43.38235294117647,1610612754,32,40,2021-12-30T00:48:14Z,2200000,-33.0,254.0,1,right,J. Holiday 25' 3PT  (8 PTS) (K. Sykes 1 AST),"[203200, 1626208]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.64,Made,,,,,,,,,,,,8.0,,,,K. Sykes,1626208.0,1.0
223,PT09M12.00S,2021-12-30T00:48:28.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.258212877792378,46.32352941176471,1610612766,32,42,2021-12-30T00:48:33Z,2220000,18.0,6.0,1,left,M. Plumlee alley-oop DUNK (5 PTS) (K. Oubre Jr. 2 AST),"[203486, 1626162]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.94,Made,,,,,,,,,,,,5.0,,,,K. Oubre Jr.,1626162.0,2.0
225,PT08M57.00S,2021-12-30T00:48:43.6Z,2,REGULAR,3pt,Jump Shot,[],1630537,92.32917214191852,95.58823529411765,1610612754,35,42,2021-12-30T00:48:47Z,2240000,228.0,20.0,1,right,C. Duarte 3PT  (7 PTS) (K. Sykes 2 AST),"[1630537, 1626208]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.87,Made,,,,,,,,,,,,7.0,,,,K. Sykes,1626208.0,2.0
227,PT08M47.00S,2021-12-30T00:48:54.3Z,2,REGULAR,turnover,lost ball,[],1626162,,,1610612766,35,42,2021-12-30T00:49:02Z,2260000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1627734]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,1.0,Sabonis,1627734.0,,,
228,PT08M47.00S,2021-12-30T00:48:54.3Z,2,REGULAR,steal,,[],1627734,,,1610612754,35,42,2021-12-30T00:48:55Z,2270000,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M40.00S,2021-12-30T00:49:00.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626208,91.5407358738502,4.166666666666666,1610612754,35,42,2021-12-30T00:49:06Z,2280000,-229.0,27.0,1,right,MISS K. Sykes 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,23.08,Missed,,,,,,,,,,,,,,,,,,
230,PT08M36.00S,2021-12-30T00:49:04.7Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,35,42,2021-12-30T00:49:06Z,2290000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,229.0,3.0,3.0,0.0,,,,,,,,,,,,,,
231,PT08M19.00S,2021-12-30T00:49:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,6.783837056504599,45.588235294117645,1610612766,35,44,2021-12-30T00:49:27Z,2300000,22.0,11.0,1,left,G. Hayward driving floating bank Jump Shot (6 PTS),[202330],1610612766.0,CHA,driving floating bank,,,Hayward,G. Hayward,,,,,2.48,Made,,,,,,,,,,,,6.0,,,,,,
232,PT08M09.00S,2021-12-30T00:49:34.3Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612754,35,44,2021-12-30T00:49:41Z,2310000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Brissett 2 FT),"[203486, 1629052]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,1628954.0,2.0,0.0,Brissett,1629052.0,,,,,,,
234,PT08M09.00S,2021-12-30T00:50:12.5Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,35,44,2021-12-30T00:50:12Z,2330000,,,0,,MISS O. Brissett Free Throw 1 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Missed,,,,,,,,,,,,,,,,,,
235,PT08M09.00S,2021-12-30T00:50:12.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,35,44,2021-12-30T00:50:12Z,2340000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,
236,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,out,[],1627734,,,1610612754,35,44,2021-12-30T00:50:27Z,2350000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,out,[],1626208,,,1610612754,35,44,2021-12-30T00:50:27Z,2360000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,out,[],202397,,,1610612754,35,44,2021-12-30T00:50:27Z,2370000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,out,[],1626162,,,1610612754,35,44,2021-12-30T00:50:27Z,2380000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,out,[],203486,,,1610612754,35,44,2021-12-30T00:50:27Z,2390000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,35,44,2021-12-30T00:50:27Z,2400000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,35,44,2021-12-30T00:50:27Z,2410000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,in,[],1630208,,,1610612754,35,44,2021-12-30T00:50:27Z,2420000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,in,[],1626179,,,1610612754,35,44,2021-12-30T00:50:27Z,2430000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M09.00S,2021-12-30T00:50:13.2Z,2,REGULAR,substitution,in,[],1630163,,,1610612754,35,44,2021-12-30T00:50:27Z,2440000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M09.00S,2021-12-30T00:50:41.1Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,36,44,2021-12-30T00:50:41Z,2450000,,,0,,O. Brissett Free Throw 2 of 2 (4 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
247,PT07M59.00S,2021-12-30T00:50:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,12.302890932982917,44.36274509803921,1610612766,36,46,2021-12-30T00:51:02Z,2460000,28.0,63.0,1,left,G. Hayward 6' fadeaway Jump Shot (8 PTS) (L. Ball 4 AST),"[202330, 1630163]",1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,6.91,Made,,,,,,,,,,,,8.0,,,,L. Ball,1630163.0,4.0
249,PT07M44.00S,2021-12-30T00:51:12.8Z,2,REGULAR,foul,personal,[],1630208,,,1610612754,36,46,2021-12-30T00:51:21Z,2480000,,,0,,N. Richards personal FOUL (2 PF),"[1630208, 1629052]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,200834.0,2.0,0.0,Brissett,1629052.0,,,,,,,
251,PT07M44.00S,2021-12-30T00:51:20.8Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,36,46,2021-12-30T00:51:25Z,2500000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M44.00S,2021-12-30T00:51:20.8Z,2,REGULAR,substitution,out,[],1629052,,,1610612754,36,46,2021-12-30T00:51:25Z,2510000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M44.00S,2021-12-30T00:51:20.8Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,36,46,2021-12-30T00:51:25Z,2520000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M44.00S,2021-12-30T00:51:20.8Z,2,REGULAR,substitution,in,[],1629103,,,1610612754,36,46,2021-12-30T00:51:25Z,2530000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M40.00S,2021-12-30T00:51:39.6Z,2,REGULAR,2pt,Jump Shot,[],1626167,76.69185282522996,54.166666666666664,1610612754,38,46,2021-12-30T00:51:46Z,2540000,21.0,167.0,1,right,M. Turner 16' Jump Shot (5 PTS) (C. LeVert 2 AST),"[1626167, 1627747]",1610612754.0,IND,,,,Turner,M. Turner,,,,,16.79,Made,,,,,,,,,,,,5.0,,,,C. LeVert,1627747.0,2.0
257,PT07M27.00S,2021-12-30T00:51:52.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,34.773324572930356,50.49019607843137,1610612766,38,49,2021-12-30T00:52:02Z,2560000,-2.0,274.0,1,left,L. Ball 27' 3PT pullup bank (7 PTS),[1630163],1610612766.0,CHA,pullup bank,,,Ball,L. Ball,,,,,27.44,Made,,,,,,,,,,,,7.0,,,,,,
258,PT07M12.00S,2021-12-30T00:52:09.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612754,38,49,2021-12-30T00:52:20Z,2570000,,,0,,L. Ball shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630163, 1627747]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,1628954.0,1.0,0.0,LeVert,1627747.0,,,,,,,
260,PT07M12.00S,2021-12-30T00:52:41.2Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612754,38,49,2021-12-30T00:52:41Z,2590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M12.00S,2021-12-30T00:53:42.9Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,39,49,2021-12-30T00:53:42Z,2600000,,,0,,C. LeVert Free Throw 1 of 2 (8 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,,,,,,,,,,,,8.0,,,,,,
262,PT07M12.00S,2021-12-30T00:53:55.6Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,40,49,2021-12-30T00:53:55Z,2610000,,,0,,C. LeVert Free Throw 2 of 2 (9 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
263,PT07M01.00S,2021-12-30T00:54:09.0Z,2,REGULAR,2pt,Jump Shot,[],1626179,15.325229960578188,25.245098039215684,1610612766,40,51,2021-12-30T00:54:13Z,2620000,124.0,92.0,1,left,T. Rozier 15' pullup Jump Shot (15 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,15.4,Made,,,,,,,,,,,,15.0,,,,,,
264,PT06M45.00S,2021-12-30T00:54:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,87.20433639947439,49.50980392156863,1610612754,42,51,2021-12-30T00:54:30Z,2630000,-2.0,68.0,1,right,C. LeVert 6' driving floating Jump Shot (11 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,6.78,Made,,,,,,,,,,,,11.0,,,,,,
265,PT06M36.00S,2021-12-30T00:54:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,7.178055190538765,44.85294117647059,1610612766,42,53,2021-12-30T00:54:37Z,2640000,26.0,15.0,1,left,J. McDaniels driving Layup (8 PTS),[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,2.98,Made,,,,,,,,,,,,8.0,,,,,,
266,PT06M22.00S,2021-12-30T00:54:47.4Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612754,42,53,2021-12-30T00:54:50Z,2650000,,,0,,C. LeVert lost ball TURNOVER (2 TO),"[1627747, 1629667]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,2.0,McDaniels,1629667.0,,,
267,PT06M22.00S,2021-12-30T00:54:47.4Z,2,REGULAR,steal,,[],1629667,,,1610612766,42,53,2021-12-30T00:54:48Z,2660000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M17.00S,2021-12-30T00:54:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630208,8.229303547963205,48.529411764705884,1610612766,42,55,2021-12-30T00:55:04Z,2670000,7.0,25.0,1,left,N. Richards running finger roll Layup (4 PTS) (L. Ball 5 AST),"[1630208, 1630163]",1610612766.0,CHA,running finger roll,,,Richards,N. Richards,,,,,2.6,Made,,,,,,,,,,,,4.0,,,,L. Ball,1630163.0,5.0
270,PT06M17.00S,2021-12-30T00:54:56.7Z,2,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612766,42,55,2021-12-30T00:55:11Z,2690000,,,0,,T. Craig shooting personal FOUL (2 PF) (Richards 1 FT),"[1628470, 1630208]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,1628954.0,2.0,0.0,Richards,1630208.0,,,,,,,
