actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-12-31T20:10:36.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-31T20:10:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-31T20:10:38.2Z,1,REGULAR,jumpball,recovered,[],203200,,,1610612754,0,0,2021-12-31T20:10:38Z,40000,,,0,,Jump Ball M. Turner vs. N. Vucevic: Tip to J. Holiday,"[203200, 1626167, 202696]",1610612754.0,IND,startperiod,J. Holiday,203200.0,Holiday,J. Holiday,Turner,1626167.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2021-12-31T20:10:53.1Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,0,0,2021-12-31T20:10:57Z,70000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1629632]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,1.0,White,1629632.0,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2021-12-31T20:10:53.1Z,1,REGULAR,steal,,[],1629632,,,1610612741,0,0,2021-12-31T20:10:54Z,80000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2021-12-31T20:11:01.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202696,84.05059132720105,15.196078431372548,1610612741,0,2,2021-12-31T20:11:06Z,90000,-174.0,97.0,1,right,N. Vucevic 19' Jump Shot (2 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,19.94,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,
11,PT11M18.00S,2021-12-31T20:11:17.4Z,1,REGULAR,3pt,Jump Shot,[],1627734,30.962549277266753,34.55882352941176,1610612754,3,2,2021-12-31T20:11:22Z,110000,77.0,239.0,1,left,D. Sabonis 25' 3PT  (3 PTS) (C. LeVert 1 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,25.07,Made,3.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,
13,PT10M57.00S,2021-12-31T20:11:38.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.6340341655716,50.0,1610612741,3,4,2021-12-31T20:11:43Z,130000,0.0,130.0,1,right,D. DeRozan 12' turnaround fadeaway Jump Shot (2 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,,,,12.95,Made,2.0,,,,,,,,,,,,,,,
14,PT10M36.00S,2021-12-31T20:11:59.5Z,1,REGULAR,2pt,Jump Shot,[],203200,5.863994743758213,12.745098039215685,1610612754,3,4,2021-12-31T20:12:04Z,140000,186.0,3.0,1,left,MISS J. Holiday 18' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,,,,18.63,Missed,,,,,,,,,,,,,,,,
15,PT10M34.00S,2021-12-31T20:12:01.5Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,3,4,2021-12-31T20:12:04Z,150000,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,
16,PT10M23.00S,2021-12-31T20:12:12.8Z,1,REGULAR,3pt,Jump Shot,[],201942,88.91261498028909,2.696078431372549,1610612741,3,4,2021-12-31T20:12:19Z,160000,-237.0,52.0,1,right,MISS D. DeRozan 24' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,24.21,Missed,,,,,,,,,,,,,,,,
