actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-02-12T00:10:36.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-12T00:10:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-02-12T00:10:38.7Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-02-12T00:10:38Z,40000,,,0,,Jump Ball J. Allen vs. G. Bitadze: Tip to E. Mobley,"[1630596, 1628386, 1629048]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-02-12T00:10:56.6Z,1,REGULAR,2pt,Jump Shot,[],1630171,7.966491458607096,83.82352941176471,1610612739,0,0,2022-02-12T00:11:02Z,70000,-169.0,22.0,1,left,MISS I. Okoro 17' step back Shot,[1630171],1610612739.0,CLE,step back,,,Okoro,I. Okoro,,,,,17.06,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-02-12T00:11:01.6Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,0,0,2022-02-12T00:11:02Z,80000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-02-12T00:11:06.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629052,92.9862023653088,51.470588235294116,1610612754,2,0,2022-02-12T00:11:20Z,90000,7.0,13.0,1,right,O. Brissett running DUNK (2 PTS) (B. Hield 1 AST),"[1629052, 1627741]",1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,1.53,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,,
11,PT11M29.00S,2022-02-12T00:11:12.4Z,1,REGULAR,stoppage,other,[],0,,,1610612739,2,0,2022-02-12T00:11:12Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2022-02-12T00:11:30.8Z,1,REGULAR,3pt,Jump Shot,[],1629731,25.312089356110377,84.55882352941177,1610612739,2,3,2022-02-12T00:11:34Z,120000,-173.0,185.0,1,left,D. Wade 25' 3PT  (3 PTS) (C. LeVert 1 AST),"[1629731, 1627747]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.34,Made,,,,,3.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,
14,PT10M59.00S,2022-02-12T00:11:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,83.919185282523,54.41176470588235,1610612754,4,3,2022-02-12T00:11:54Z,140000,22.0,99.0,1,right,T. Haliburton 10' driving floating Jump Shot (2 PTS) (G. Bitadze 1 AST),"[1630169, 1629048]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,10.11,Made,,,,,2.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,
16,PT10M46.00S,2022-02-12T00:12:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612739,4,3,2022-02-12T00:12:14Z,160000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Allen 2 FT),"[1629048, 1628386]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,202049.0,1.0,0.0,Allen,1628386.0,,,,,,
18,PT10M46.00S,2022-02-12T00:12:26.3Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,4,4,2022-02-12T00:12:26Z,180000,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
19,PT10M46.00S,2022-02-12T00:12:40.4Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,4,5,2022-02-12T00:12:40Z,190000,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
