actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
18,PT10M19.00S,2022-01-15T00:12:40.6Z,1,REGULAR,block,,[],1626164,,,1610612754,2,5,2022-01-15T00:12:42Z,180000,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M17.00S,2022-01-15T00:12:42.6Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612754,2,5,2022-01-15T00:12:48Z,190000,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,
20,PT10M16.00S,2022-01-15T00:12:44.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627747,17.821944809461236,23.03921568627451,1610612754,2,5,2022-01-15T00:12:53Z,200000,135.0,115.0,1,left,MISS C. LeVert 17' fadeaway Shot,[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,17.72,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2022-01-15T00:12:47.4Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,2,5,2022-01-15T00:12:53Z,210000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,
22,PT10M07.00S,2022-01-15T00:12:52.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,68.9388961892247,70.34313725490196,1610612756,2,8,2022-01-15T00:13:03Z,220000,102.0,239.0,1,right,D. Booker 26' 3PT running pullup (6 PTS),[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,26.02,Made,6.0,,,,,,,,,,,,,,,,,,
23,PT09M44.00S,2022-01-15T00:13:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.652431011826544,45.83333333333333,1610612754,2,8,2022-01-15T00:13:23Z,230000,21.0,10.0,1,left,MISS M. Turner Layup,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M43.00S,2022-01-15T00:13:16.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,2,8,2022-01-15T00:13:23Z,240000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,
25,PT09M29.00S,2022-01-15T00:13:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,84.05059132720105,40.19607843137255,1610612756,2,8,2022-01-15T00:13:36Z,250000,-49.0,97.0,1,right,MISS D. Ayton 10' floating Shot,[1629028],1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,10.9,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M27.00S,2022-01-15T00:13:33.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,2,8,2022-01-15T00:13:36Z,260000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,
27,PT09M19.00S,2022-01-15T00:13:41.8Z,1,REGULAR,2pt,Jump Shot,[],1627734,16.90210249671485,74.01960784313727,1610612754,2,8,2022-01-15T00:13:48Z,270000,-120.0,106.0,1,left,MISS D. Sabonis 16' Jump Shot,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,16.05,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M15.00S,2022-01-15T00:13:45.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,2,8,2022-01-15T00:13:48Z,280000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,
29,PT09M14.00S,2022-01-15T00:13:48.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,2,8,2022-01-15T00:13:48Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2022-01-15T00:14:04.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,67.23061760840999,47.05882352941176,1610612756,2,8,2022-01-15T00:14:10Z,300000,-15.0,256.0,1,right,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M03.00S,2022-01-15T00:14:09.6Z,1,REGULAR,rebound,defensive,[],1626208,,,1610612754,2,8,2022-01-15T00:14:10Z,310000,,,0,,K. Sykes REBOUND (Off:0 Def:1),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,
32,PT08M54.00S,2022-01-15T00:14:17.5Z,1,REGULAR,2pt,Jump Shot,[],1626208,25.18068331143233,62.5,1610612754,2,8,2022-01-15T00:14:22Z,320000,-62.0,184.0,1,left,MISS K. Sykes 19' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,19.45,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-01-15T00:14:20.6Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,2,8,2022-01-15T00:14:20Z,330000,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,
34,PT08M52.00S,2022-01-15T00:14:22.7Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612754,2,8,2022-01-15T00:14:34Z,340000,,,0,,J. Crowder shooting personal FOUL (1 PF) (Turner 2 FT),"[203109, 1626167]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Turner,1626167.0,,,
36,PT08M52.00S,2022-01-15T00:14:44.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612754,2,8,2022-01-15T00:14:44Z,360000,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M52.00S,2022-01-15T00:14:44.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,2,8,2022-01-15T00:14:44Z,370000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,
38,PT08M52.00S,2022-01-15T00:15:08.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612754,3,8,2022-01-15T00:15:08Z,380000,,,0,,M. Turner Free Throw 2 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2022-01-15T00:15:30.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,91.40932982917214,86.51960784313727,1610612756,3,8,2022-01-15T00:15:42Z,390000,183.0,28.0,1,right,MISS M. Bridges 18' Jump Shot - blocked,"[1628969, 203200]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,18.48,Missed,,,,,Holiday,203200.0,,,,,,,,,,,,,
40,PT08M34.00S,2022-01-15T00:15:30.7Z,1,REGULAR,block,,[],203200,,,1610612756,3,8,2022-01-15T00:15:32Z,400000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M33.00S,2022-01-15T00:15:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,3,8,2022-01-15T00:15:42Z,410000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,
42,PT08M33.00S,2022-01-15T00:15:34.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,3,8,2022-01-15T00:15:34Z,420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M31.00S,2022-01-15T00:15:49.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203109,84.09986859395532,87.27787990196079,1610612756,3,8,2022-01-15T00:16:05Z,430000,186.0,97.0,1,right,MISS J. Crowder 21' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,21.01,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M28.00S,2022-01-15T00:15:52.3Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,3,8,2022-01-15T00:16:05Z,440000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,
45,PT08M14.00S,2022-01-15T00:16:05.8Z,1,REGULAR,3pt,Jump Shot,[],203200,32.670827858081466,44.11764705882353,1610612754,6,8,2022-01-15T00:16:13Z,450000,29.0,255.0,1,left,J. Holiday 25' 3PT pullup (3 PTS) (D. Sabonis 2 AST),"[203200, 1627734]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.63,Made,3.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
47,PT08M03.00S,2022-01-15T00:16:19.2Z,1,REGULAR,foul,personal,['2freethrow'],203200,,,1610612756,6,8,2022-01-15T00:16:30Z,470000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Ayton 2 FT),"[203200, 1629028]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Ayton,1629028.0,,,
49,PT08M03.00S,2022-01-15T00:16:38.7Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,6,9,2022-01-15T00:16:38Z,490000,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
50,PT08M03.00S,2022-01-15T00:16:53.1Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,6,10,2022-01-15T00:16:53Z,500000,,,0,,D. Ayton Free Throw 2 of 2 (4 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
51,PT07M50.00S,2022-01-15T00:17:08.4Z,1,REGULAR,2pt,Jump Shot,[],1626208,16.376478318002626,22.54901960784314,1610612754,8,10,2022-01-15T00:17:14Z,510000,137.0,101.0,1,left,K. Sykes 17' pullup Jump Shot (2 PTS) (C. LeVert 1 AST),"[1626208, 1627747]",1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,17.07,Made,2.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,,
53,PT07M32.00S,2022-01-15T00:17:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.85479632063075,45.83333333333333,1610612756,8,12,2022-01-15T00:17:32Z,530000,-21.0,15.0,1,right,D. Ayton reverse Layup (6 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,reverse,,,Ayton,D. Ayton,,,,,2.55,Made,6.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,,
55,PT07M16.00S,2022-01-15T00:17:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626208,18.610381077529567,63.23529411764706,1610612754,8,12,2022-01-15T00:17:46Z,550000,-66.0,122.0,1,left,MISS K. Sykes 13' driving floating Shot,[1626208],1610612754.0,IND,driving floating,,,Sykes,K. Sykes,,,,,13.92,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2022-01-15T00:17:42.9Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,8,12,2022-01-15T00:17:46Z,560000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,55.0,4.0,4.0,0.0,,,,,,,,,
57,PT06M56.00S,2022-01-15T00:18:02.0Z,1,REGULAR,2pt,Jump Shot,[],1628969,87.99277266754271,68.62745098039215,1610612756,8,12,2022-01-15T00:18:07Z,570000,93.0,60.0,1,right,MISS M. Bridges 11' turnaround fadeaway Shot,[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,11.1,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2022-01-15T00:18:07.0Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,8,12,2022-01-15T00:18:07Z,580000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,,
59,PT06M50.00S,2022-01-15T00:18:07.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,90.3580814717477,43.872549019607845,1610612756,8,12,2022-01-15T00:18:10Z,590000,-31.0,38.0,1,right,MISS D. Ayton Jump Shot - blocked,"[1629028, 203200]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,4.89,Missed,,,,,Holiday,203200.0,,,,,,,,,,,,,
60,PT06M50.00S,2022-01-15T00:18:07.4Z,1,REGULAR,block,,[],203200,,,1610612756,8,12,2022-01-15T00:18:09Z,600000,,,0,,J. Holiday BLOCK (2 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-01-15T00:18:09.4Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,8,12,2022-01-15T00:18:10Z,610000,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,59.0,3.0,1.0,2.0,,,,,,,,,
62,PT06M48.00S,2022-01-15T00:18:10.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629028,87.72996057818659,48.77450980392157,1610612756,8,12,2022-01-15T00:18:16Z,620000,-6.0,63.0,1,right,MISS D. Ayton 6' Jump Shot - blocked,"[1629028, 203200]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,6.31,Missed,,,,,Holiday,203200.0,,,,,,,,,,,,,
63,PT06M48.00S,2022-01-15T00:18:10.3Z,1,REGULAR,block,,[],203200,,,1610612756,8,12,2022-01-15T00:18:13Z,630000,,,0,,J. Holiday BLOCK (3 BLK),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2022-01-15T00:18:13.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,8,12,2022-01-15T00:18:16Z,640000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,
65,PT06M40.00S,2022-01-15T00:18:16.7Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,8,12,2022-01-15T00:18:21Z,650000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1629028]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,1.0,,,,,Ayton,1629028.0,
66,PT06M40.00S,2022-01-15T00:18:16.7Z,1,REGULAR,steal,,[],1629028,,,1610612756,8,12,2022-01-15T00:18:18Z,660000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M30.00S,2022-01-15T00:18:27.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],101108,76.03482260183968,86.76470588235294,1610612756,8,12,2022-01-15T00:18:33Z,670000,184.0,173.0,1,right,MISS C. Paul 25' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2022-01-15T00:18:29.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,8,12,2022-01-15T00:18:33Z,680000,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,
69,PT06M24.00S,2022-01-15T00:18:36.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,12,2022-01-15T00:18:36Z,690000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2022-01-15T00:21:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,13.87976346911958,50.245098039215684,1610612754,8,12,2022-01-15T00:21:58Z,700000,-1.0,78.0,1,left,MISS D. Sabonis 7' cutting Layup - blocked,"[1627734, 101108]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,7.8,Missed,,,,,Paul,101108.0,,,,,,,,,,,,,
133,PT06M13.00S,2022-01-15T00:21:49.7Z,1,REGULAR,block,,[],101108,,,1610612754,8,12,2022-01-15T00:33:46Z,705000,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M13.00S,2022-01-15T00:21:49.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,8,12,2022-01-15T00:33:46Z,710000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,
72,PT06M13.00S,2022-01-15T00:21:54.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,8,12,2022-01-15T00:21:54Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M12.00S,2022-01-15T00:22:04.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203200,6.1268068331143235,97.54901960784314,1610612754,8,12,2022-01-15T00:22:08Z,730000,-238.0,5.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M09.00S,2022-01-15T00:22:07.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,8,12,2022-01-15T00:22:08Z,740000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,
75,PT06M01.00S,2022-01-15T00:22:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,92.32917214191852,47.30392156862745,1610612756,8,14,2022-01-15T00:22:20Z,750000,-13.0,20.0,1,right,D. Ayton Layup (8 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.38,Made,8.0,,,,,,,,,,,,,,,,,,
77,PT05M46.00S,2022-01-15T00:22:28.9Z,1,REGULAR,3pt,Jump Shot,[],203200,33.327858081471746,62.5,1610612754,11,14,2022-01-15T00:22:35Z,770000,-62.0,261.0,1,left,J. Holiday 26' 3PT  (6 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.82,Made,6.0,,,,,,,,,,,,,,,,,,
78,PT05M33.00S,2022-01-15T00:22:42.3Z,1,REGULAR,3pt,Jump Shot,[],1626164,65.52233902759527,52.450980392156865,1610612756,11,14,2022-01-15T00:22:47Z,780000,12.0,272.0,1,right,MISS D. Booker 27' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M31.00S,2022-01-15T00:22:44.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,11,14,2022-01-15T00:22:47Z,790000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,
80,PT05M18.00S,2022-01-15T00:23:17.2Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,11,14,2022-01-15T00:23:42Z,800000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2022-01-15T00:23:17.2Z,1,REGULAR,substitution,out,[],1626208,,,1610612754,11,14,2022-01-15T00:23:42Z,810000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2022-01-15T00:23:17.2Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,11,14,2022-01-15T00:23:42Z,820000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-01-15T00:23:17.2Z,1,REGULAR,substitution,in,[],202362,,,1610612754,11,14,2022-01-15T00:23:42Z,830000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2022-01-15T00:24:26.0Z,1,REGULAR,jumpball,recovered,[],1628470,,,1610612754,11,14,2022-01-15T00:24:26Z,840000,,,0,,Jump Ball C. LeVert vs. J. Crowder: Tip to T. Craig,"[1628470, 1627747, 203109]",1610612754.0,IND,heldball,T. Craig,1628470.0,Craig,T. Craig,LeVert,1627747.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2022-01-15T00:26:15.8Z,1,REGULAR,jumpball,recovered,[],1627747,,,1610612754,11,14,2022-01-15T00:26:15Z,870000,,,0,,Jump Ball T. Craig vs. J. Crowder: Tip to C. LeVert,"[1627747, 1628470, 203109]",1610612754.0,IND,heldball,C. LeVert,1627747.0,LeVert,C. LeVert,Craig,1628470.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,,,,
