actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-01-25T01:10:13.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-25T01:10:13Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-25T01:10:16.4Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612740,0,0,2022-01-25T01:10:16Z,40000,,,0,,Jump Ball J. Valanciunas vs. G. Bitadze: Tip to J. Hart,"[1628404, 202685, 1629048]",1610612740.0,NOP,startperiod,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-01-25T01:10:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.56307490144546,51.470588235294116,1610612740,2,0,2022-01-25T01:10:45Z,70000,7.0,-1.0,1,right,J. Hart driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1628404, 202685]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,0.75,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
9,PT11M23.00S,2022-01-25T01:10:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,18.2161629434954,62.5,1610612754,2,0,2022-01-25T01:10:56Z,90000,-62.0,119.0,1,left,MISS C. Duarte 13' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,13.41,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2022-01-25T01:10:55.7Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,2,0,2022-01-25T01:10:56Z,100000,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M17.00S,2022-01-25T01:10:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,5.590000152587891,50.0,1610612754,2,0,2022-01-25T01:10:54Z,110000,0.0,0.0,1,left,MISS G. Bitadze tip Layup,[1629048],1610612754.0,IND,tip,,,Bitadze,G. Bitadze,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2022-01-25T01:10:55.4Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,2,0,2022-01-25T01:10:55Z,120000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M05.00S,2022-01-25T01:11:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,86.94152431011827,54.65686274509803,1610612740,4,0,2022-01-25T01:11:54Z,130000,23.0,70.0,1,right,H. Jones 7' driving floating Jump Shot (2 PTS) (J. Valanciunas 2 AST),"[1630529, 202685]",1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,7.4,Made,2.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,,,,
15,PT11M00.00S,2022-01-25T01:11:15.3Z,1,REGULAR,foul,personal,[],1630529,,,1610612754,4,0,2022-01-25T01:11:21Z,150000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1627747]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,204059.0,1.0,0.0,LeVert,1627747.0,,,,,,
17,PT10M52.00S,2022-01-25T01:11:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.732588699080158,46.81372549019608,1610612754,4,0,2022-01-25T01:12:34Z,170000,16.0,1.0,1,left,MISS C. LeVert reverse Layup,[1627747],1610612754.0,IND,reverse,,,LeVert,C. LeVert,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,,
