actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
180,PT12M00.00S,2022-01-29T01:40:25.4Z,2,REGULAR,substitution,out,['startperiod'],1629109,,,1610612740,17,26,2022-01-29T01:40:48Z,1800000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-29T01:40:25.4Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,17,26,2022-01-29T01:40:48Z,1810000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-29T01:40:25.4Z,2,REGULAR,substitution,in,['startperiod'],202066,,,1610612740,17,26,2022-01-29T01:40:48Z,1820000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-01-29T01:40:58.5Z,2,REGULAR,period,start,[],0,,,1610612740,17,26,2022-01-29T01:40:58Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M44.00S,2022-01-29T01:41:13.8Z,2,REGULAR,3pt,Jump Shot,[],1630230,92.85479632063075,4.411764705882353,1610612740,17,26,2022-01-29T01:41:25Z,1840000,-228.0,15.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,22.84,Missed,,,,,,,,,,,,,,,,
185,PT11M41.00S,2022-01-29T01:41:16.8Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,17,26,2022-01-29T01:41:25Z,1850000,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,
186,PT11M28.00S,2022-01-29T01:41:29.5Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,17,26,2022-01-29T01:41:37Z,1860000,,,0,,F. Campazzo bad pass TURNOVER (2 TO),"[1630267, 1628984]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,2.0,,,,,,,,,,,,,,,Graham,1628984.0,,
187,PT11M28.00S,2022-01-29T01:41:29.5Z,2,REGULAR,steal,,[],1628984,,,1610612740,17,26,2022-01-29T01:41:31Z,1870000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M22.00S,2022-01-29T01:41:35.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,93.64323258869908,49.754901960784316,1610612740,19,26,2022-01-29T01:41:40Z,1880000,-1.0,7.0,1,right,J. Hayes cutting DUNK (4 PTS) (G. Temple 2 AST),"[1629637, 202066]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,0.74,Made,4.0,G. Temple,202066.0,2.0,,,,,,,,,,,,
190,PT11M06.00S,2022-01-29T01:41:51.4Z,2,REGULAR,2pt,Jump Shot,[],1627854,23.209592641261498,32.59803921568628,1610612743,19,26,2022-01-29T01:41:57Z,1900000,87.0,166.0,1,left,MISS B. Forbes 18' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,,,18.72,Missed,,,,,,,,,,,,,,,,
191,PT11M03.00S,2022-01-29T01:41:54.4Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,19,26,2022-01-29T01:41:57Z,1910000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,
192,PT10M56.00S,2022-01-29T01:42:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.30026281208936,45.588235294117645,1610612740,21,26,2022-01-29T01:43:12Z,1920000,-22.0,1.0,1,right,N. Alexander-Walker driving finger roll Layup (4 PTS),[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,,,2.21,Made,4.0,,,,,,,,,,,,,,,
193,PT10M56.00S,2022-01-29T01:42:09.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,21,26,2022-01-29T01:42:09Z,1930000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M40.00S,2022-01-29T01:45:22.5Z,2,REGULAR,turnover,out-of-bounds,[],202326,,,1610612743,21,26,2022-01-29T01:45:36Z,1940000,,,0,,D. Cousins bad pass out-of-bounds TURNOVER (2 TO),[202326],1610612743.0,DEN,bad pass,,,Cousins,D. Cousins,,,,,1627541.0,2.0,,,,,,,,,,,,,,,,,,
195,PT10M23.00S,2022-01-29T01:45:51.1Z,2,REGULAR,foul,personal,[],1630267,,,1610612740,21,26,2022-01-29T01:45:56Z,1950000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 1628984]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1627963.0,,,,,,,,,,,,1.0,0.0,Graham,1628984.0,,,,
197,PT10M16.00S,2022-01-29T01:46:17.6Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612740,21,26,2022-01-29T01:46:28Z,1970000,,,0,,D. Cousins shooting personal FOUL (3 PF) (Marshall 2 FT),"[202326, 1630230]",1610612743.0,DEN,shooting,,,Cousins,D. Cousins,,,,,201638.0,,,,,,,,,,,,3.0,0.0,Marshall,1630230.0,,,,
199,PT10M16.00S,2022-01-29T01:47:02.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630230,,,1610612740,22,26,2022-01-29T01:47:02Z,1990000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
200,PT10M16.00S,2022-01-29T01:47:03.3Z,2,REGULAR,substitution,out,[],202326,,,1610612740,22,26,2022-01-29T01:47:10Z,2000000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M16.00S,2022-01-29T01:47:03.3Z,2,REGULAR,substitution,in,[],203210,,,1610612740,22,26,2022-01-29T01:47:10Z,2010000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M16.00S,2022-01-29T01:47:18.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630230,,,1610612740,23,26,2022-01-29T01:47:18Z,2020000,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
203,PT09M58.00S,2022-01-29T01:47:36.9Z,2,REGULAR,3pt,Jump Shot,[],1630267,8.886333771353483,96.32352941176471,1610612743,23,26,2022-01-29T01:47:41Z,2030000,-232.0,31.0,1,left,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,23.37,Missed,,,,,,,,,,,,,,,,
204,PT09M56.00S,2022-01-29T01:47:38.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,23,26,2022-01-29T01:47:41Z,2040000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,
205,PT09M51.00S,2022-01-29T01:47:43.6Z,2,REGULAR,2pt,Jump Shot,[],1628984,88.12417871222075,15.196078431372548,1610612740,25,26,2022-01-29T01:47:52Z,2050000,-174.0,59.0,1,right,D. Graham 18' pullup Jump Shot (9 PTS) (N. Alexander-Walker 1 AST),"[1628984, 1629638]",1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,18.38,Made,9.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,
207,PT09M35.00S,2022-01-29T01:47:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627854,19.793035479632064,90.44117647058823,1610612743,25,26,2022-01-29T01:48:04Z,2070000,-202.0,134.0,1,left,MISS B. Forbes 24' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,24.24,Missed,,,,,,,,,,,,,,,,
208,PT09M33.00S,2022-01-29T01:48:01.5Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,25,26,2022-01-29T01:48:04Z,2080000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,207.0,1.0,0.0,1.0,,,,,,,,
209,PT09M28.00S,2022-01-29T01:48:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,11.12023653088042,49.50980392156863,1610612743,25,28,2022-01-29T01:48:43Z,2090000,2.0,52.0,1,left,Z. Nnaji Layup (2 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,5.21,Made,2.0,,,,,,,,,,,,,,,
210,PT09M16.00S,2022-01-29T01:48:19.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,93.9060446780552,50.0,1610612740,27,28,2022-01-29T01:48:25Z,2100000,0.0,5.0,1,right,J. Hayes cutting DUNK (6 PTS) (D. Graham 2 AST),"[1629637, 1628984]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,,,0.48,Made,6.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,
212,PT08M50.00S,2022-01-29T01:48:48.5Z,2,REGULAR,turnover,double dribble,[],1630267,,,1610612743,27,28,2022-01-29T01:48:54Z,2120000,,,0,,F. Campazzo double dribble TURNOVER (3 TO),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,1627541.0,3.0,,,,,,,,,,,,,,,,,,
213,PT08M50.00S,2022-01-29T01:48:52.0Z,2,REGULAR,substitution,out,[],1627854,,,1610612740,27,28,2022-01-29T01:49:02Z,2130000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M50.00S,2022-01-29T01:48:52.0Z,2,REGULAR,substitution,out,[],1630267,,,1610612740,27,28,2022-01-29T01:49:02Z,2140000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2022-01-29T01:48:52.0Z,2,REGULAR,substitution,in,[],203085,,,1610612740,27,28,2022-01-29T01:49:02Z,2150000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M50.00S,2022-01-29T01:48:52.0Z,2,REGULAR,substitution,in,[],1628420,,,1610612740,27,28,2022-01-29T01:49:02Z,2160000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M50.00S,2022-01-29T01:49:19.0Z,2,REGULAR,substitution,out,[],1628420,,,1610612740,27,28,2022-01-29T01:49:29Z,2170000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M50.00S,2022-01-29T01:49:19.0Z,2,REGULAR,substitution,in,[],1627854,,,1610612740,27,28,2022-01-29T01:49:29Z,2180000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M37.00S,2022-01-29T01:49:39.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628984,92.46057818659659,49.26470588235294,1610612740,29,28,2022-01-29T01:50:25Z,2190000,-4.0,18.0,1,right,D. Graham driving finger roll Layup (11 PTS) (G. Temple 3 AST),"[1628984, 202066]",1610612740.0,NOP,driving finger roll,,,Graham,D. Graham,,,,,,,1.88,Made,11.0,G. Temple,202066.0,3.0,,,,,,,,,,,,
221,PT08M30.00S,2022-01-29T01:49:56.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,29,28,2022-01-29T01:49:56Z,2210000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M30.00S,2022-01-29T01:52:28.2Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,29,28,2022-01-29T01:52:39Z,2220000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M30.00S,2022-01-29T01:52:28.2Z,2,REGULAR,substitution,out,[],1627854,,,1610612743,29,28,2022-01-29T01:52:39Z,2230000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M30.00S,2022-01-29T01:52:28.2Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,29,28,2022-01-29T01:52:39Z,2240000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M30.00S,2022-01-29T01:52:28.2Z,2,REGULAR,substitution,in,[],203999,,,1610612743,29,28,2022-01-29T01:52:39Z,2250000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M08.00S,2022-01-29T01:53:09.4Z,2,REGULAR,3pt,Jump Shot,[],203085,6.389618922470433,96.07843137254902,1610612743,29,31,2022-01-29T01:53:13Z,2260000,-230.0,8.0,1,left,A. Rivers 3PT  (5 PTS) (N. Jokic 4 AST),"[203085, 203999]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,23.05,Made,5.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,
228,PT07M51.00S,2022-01-29T01:53:26.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,94.1688567674113,50.73529411764706,1610612740,31,31,2022-01-29T01:54:09Z,2280000,4.0,2.0,1,right,J. Hayes alley-oop DUNK (8 PTS) (N. Marshall 1 AST),"[1629637, 1630230]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,,,0.44,Made,8.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,
230,PT07M26.00S,2022-01-29T01:53:51.4Z,2,REGULAR,3pt,Jump Shot,[],203085,13.354139290407357,96.07843137254902,1610612743,31,34,2022-01-29T01:53:55Z,2300000,-230.0,73.0,1,left,A. Rivers 24' 3PT  (8 PTS) (N. Jokic 5 AST),"[203085, 203999]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,24.17,Made,8.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,
232,PT07M08.00S,2022-01-29T01:54:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.64323258869908,46.81372549019608,1610612740,31,34,2022-01-29T01:54:16Z,2320000,-16.0,7.0,1,right,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,,,1.75,Missed,,,,,,,,,,,,,,,,
233,PT07M03.00S,2022-01-29T01:54:14.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,31,34,2022-01-29T01:54:14Z,2330000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,232.0,6.0,6.0,0.0,,,,,,,,
235,PT07M02.00S,2022-01-29T01:54:16.4Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612743,31,34,2022-01-29T01:54:38Z,2350000,,,0,,D. Graham shooting personal FOUL (2 PF) (Morris 2 FT),"[1628984, 1628420]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,1627541.0,,,,,,,,,,,,2.0,0.0,Morris,1628420.0,,,,
237,PT07M02.00S,2022-01-29T01:54:40.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628420,,,1610612743,31,35,2022-01-29T01:54:40Z,2370000,,,0,,M. Morris Free Throw 1 of 2 (3 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
238,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612743,31,35,2022-01-29T01:54:59Z,2380000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612743,31,35,2022-01-29T01:54:59Z,2390000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,out,[],202066,,,1610612743,31,35,2022-01-29T01:54:59Z,2400000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,31,35,2022-01-29T01:54:59Z,2410000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,in,[],1630631,,,1610612743,31,35,2022-01-29T01:54:59Z,2420000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,in,[],1630529,,,1610612743,31,35,2022-01-29T01:54:59Z,2430000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,in,[],1628404,,,1610612743,31,35,2022-01-29T01:54:59Z,2440000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M02.00S,2022-01-29T01:54:41.3Z,2,REGULAR,substitution,in,[],203932,,,1610612743,31,35,2022-01-29T01:54:59Z,2450000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M02.00S,2022-01-29T01:55:06.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628420,,,1610612743,31,36,2022-01-29T01:55:06Z,2460000,,,0,,M. Morris Free Throw 2 of 2 (4 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
247,PT06M46.00S,2022-01-29T01:55:27.4Z,2,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612740,31,36,2022-01-29T01:55:34Z,2470000,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (1 TO),[1629638],1610612740.0,NOP,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,201638.0,1.0,,,,,,,,,,,,,,,,,,
248,PT06M46.00S,2022-01-29T01:55:32.1Z,2,REGULAR,substitution,out,[],1629637,,,1610612743,31,36,2022-01-29T01:55:34Z,2480000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M46.00S,2022-01-29T01:55:32.1Z,2,REGULAR,substitution,in,[],1626195,,,1610612743,31,36,2022-01-29T01:55:34Z,2490000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M31.00S,2022-01-29T01:56:04.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203932,14.011169513797633,42.8921568627451,1610612743,31,36,2022-01-29T01:56:39Z,2500000,36.0,79.0,1,left,MISS A. Gordon 8' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,,,8.68,Missed,,,,,,,,,,,,,,,,
251,PT06M27.00S,2022-01-29T01:56:08.0Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,31,36,2022-01-29T01:56:09Z,2510000,,,0,,W. Hernangomez REBOUND (Off:1 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,250.0,5.0,4.0,1.0,,,,,,,,
252,PT06M16.00S,2022-01-29T01:56:19.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.85479632063075,53.431372549019606,1610612740,31,36,2022-01-29T01:56:29Z,2520000,17.0,15.0,1,right,MISS J. Hart driving reverse Layup,[1628404],1610612740.0,NOP,driving reverse,,,Hart,J. Hart,,,,,,,2.26,Missed,,,,,,,,,,,,,,,,
253,PT06M13.00S,2022-01-29T01:56:22.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,31,36,2022-01-29T01:56:24Z,2530000,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,252.0,7.0,7.0,0.0,,,,,,,,
254,PT06M07.00S,2022-01-29T01:56:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628420,28.728646517739815,24.264705882352942,1610612743,31,39,2022-01-29T01:56:32Z,2540000,129.0,218.0,1,left,M. Morris 25' 3PT  (7 PTS) (N. Jokic 6 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,25.27,Made,7.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,
256,PT06M07.00S,2022-01-29T01:56:36.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,31,39,2022-01-29T01:56:36Z,2560000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M07.00S,2022-01-29T01:57:42.1Z,2,REGULAR,substitution,out,[],203210,,,1610612740,31,39,2022-01-29T01:57:55Z,2570000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M07.00S,2022-01-29T01:57:42.1Z,2,REGULAR,substitution,in,[],201145,,,1610612740,31,39,2022-01-29T01:57:55Z,2580000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M50.00S,2022-01-29T01:58:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,94.43166885676742,46.81372549019608,1610612740,33,39,2022-01-29T01:58:53Z,2590000,-16.0,0.0,1,right,J. Alvarado cutting finger roll Layup (2 PTS) (W. Hernangomez 1 AST),"[1630631, 1626195]",1610612740.0,NOP,cutting finger roll,,,Alvarado,J. Alvarado,,,,,,,1.59,Made,2.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,
261,PT05M36.00S,2022-01-29T01:58:35.7Z,2,REGULAR,3pt,Jump Shot,[],203999,25.837713534822605,87.5,1610612743,33,39,2022-01-29T01:58:40Z,2610000,-188.0,190.0,1,left,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,26.72,Missed,,,,,,,,,,,,,,,,
262,PT05M32.00S,2022-01-29T01:58:39.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,33,39,2022-01-29T01:58:40Z,2620000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,261.0,2.0,2.0,0.0,,,,,,,,
263,PT05M25.00S,2022-01-29T01:58:46.3Z,2,REGULAR,3pt,Jump Shot,[],1630529,72.35545335085413,78.92156862745098,1610612740,33,39,2022-01-29T02:00:35Z,2630000,145.0,207.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,25.28,Missed,,,,,,,,,,,,,,,,
269,PT05M25.00S,2022-01-29T01:58:46.3Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612743,33,39,2022-01-29T02:02:55Z,2645000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,263.0,1.0,1.0,0.0,,,,,,,,
265,PT05M08.00S,2022-01-29T01:59:14.6Z,2,REGULAR,foul,personal,['1freethrow'],1630631,,,1610612743,33,39,2022-01-29T02:05:55Z,2648125,,,0,,J. Alvarado shooting personal FOUL (2 PF) (Gordon 1 FT),"[1630631, 203932]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,201638.0,,,,,,,,,,,,2.0,0.0,Gordon,203932.0,,,,
274,PT05M08.00S,2022-01-29T01:59:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,11.300919842312746,48.45281862745098,1610612743,33,41,2022-01-29T02:06:44Z,2664375,8.0,54.0,1,left,A. Gordon driving floating Jump Shot (11 PTS) (N. Jokic 7 AST),"[203932, 203999]",1610612743.0,DEN,driving floating,,,Gordon,A. Gordon,,,,,,,5.42,Made,11.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,
268,PT05M08.00S,2022-01-29T01:59:49.7Z,2,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,33,42,2022-01-29T02:05:31Z,2676093,,,0,,A. Gordon Free Throw 1 of 1 (12 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
270,PT04M54.00S,2022-01-29T02:00:45.3Z,2,REGULAR,3pt,Jump Shot,[],1630529,92.85479632063075,3.6764705882352944,1610612740,36,42,2022-01-29T02:00:50Z,2680000,-232.0,15.0,1,right,H. Jones 3PT  (5 PTS) (N. Alexander-Walker 2 AST),"[1630529, 1629638]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,23.21,Made,5.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,
272,PT04M42.00S,2022-01-29T02:00:57.8Z,2,REGULAR,turnover,bad pass,[],203085,,,1610612743,36,42,2022-01-29T02:01:15Z,2700000,,,0,,A. Rivers bad pass TURNOVER (2 TO),"[203085, 1626195]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,2.0,,,,,,,,,,,,,,,Hernangomez,1626195.0,,
