actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
90,PT04M49.00S,2022-01-30T00:24:00.5Z,1,REGULAR,substitution,in,[],1626196,,,1610612738,8,21,2022-01-30T00:24:21Z,890000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M49.00S,2022-01-30T00:24:00.5Z,1,REGULAR,substitution,out,[],1626195,,,1610612738,8,21,2022-01-30T00:26:55Z,895000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2022-01-30T00:24:22.5Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,8,22,2022-01-30T00:24:22Z,900000,,,0,,J. Brown Free Throw 2 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
92,PT04M34.00S,2022-01-30T00:24:36.3Z,1,REGULAR,3pt,Jump Shot,[],1630529,28.991458607095925,16.176470588235293,1610612740,8,22,2022-01-30T00:24:44Z,910000,169.0,220.0,1,left,MISS H. Jones 27' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Missed,,27.75,,,,,,,,,,,
93,PT04M33.00S,2022-01-30T00:24:39.6Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,8,22,2022-01-30T00:24:39Z,920000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,,,
94,PT04M33.00S,2022-01-30T00:24:51.7Z,1,REGULAR,foul,offensive,[],1629637,,,1610612740,8,22,2022-01-30T00:27:35Z,930000,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 1626196]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,1627541.0,,1.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,
96,PT04M33.00S,2022-01-30T00:24:51.7Z,1,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,8,22,2022-01-30T00:24:51Z,950000,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,1627541.0,1.0,,,,,,,,,,,,,,,,,,
112,PT04M33.00S,2022-01-30T00:25:04.5Z,1,REGULAR,substitution,out,[],1630529,,,1610612738,8,22,2022-01-30T00:27:50Z,955000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M33.00S,2022-01-30T00:25:04.5Z,1,REGULAR,substitution,in,[],1630230,,,1610612738,8,22,2022-01-30T00:27:50Z,957500,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M13.00S,2022-01-30T00:25:17.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,66.83639947437582,69.36274509803921,1610612738,8,22,2022-01-30T00:47:18Z,960000,97.0,259.0,1,right,MISS J. Richardson 27' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Missed,,27.67,,,,,,,,,,,
98,PT04M08.00S,2022-01-30T00:25:21.9Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,8,22,2022-01-30T00:25:21Z,970000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
99,PT03M51.00S,2022-01-30T00:25:39.1Z,1,REGULAR,3pt,Jump Shot,[],1628404,33.85348226018397,58.57843137254902,1610612740,8,22,2022-01-30T00:27:58Z,980000,-43.0,266.0,1,left,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,Missed,,26.91,,,,,,,,,,,
100,PT03M48.00S,2022-01-30T00:25:42.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,8,22,2022-01-30T00:25:42Z,990000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,99.0,6.0,4.0,2.0,,,,,,,
101,PT03M34.00S,2022-01-30T00:25:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.80354796320631,52.94117647058824,1610612738,8,24,2022-01-30T00:28:22Z,1000000,15.0,25.0,1,right,R. Williams III DUNK (2 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,2.0,2.86,,,,,J. Brown,1627759.0,1.0,,,,
103,PT03M21.00S,2022-01-30T00:26:08.9Z,1,REGULAR,3pt,Jump Shot,[],1630230,11.383048620236531,4.166666666666666,1610612740,8,24,2022-01-30T00:28:06Z,1020000,229.0,55.0,1,left,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Missed,,23.56,,,,,,,,,,,
104,PT03M21.00S,2022-01-30T00:26:08.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,8,24,2022-01-30T00:28:06Z,1030000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,103.0,7.0,5.0,2.0,,,,,,,
105,PT03M14.00S,2022-01-30T00:26:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,52.450980392156865,1610612738,8,26,2022-01-30T00:28:15Z,1040000,12.0,16.0,1,right,J. Brown Layup (11 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,11.0,2.01,,,,,M. Smart,203935.0,3.0,,,,
108,PT03M14.00S,2022-01-30T00:26:26.8Z,1,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612738,8,26,2022-01-30T00:29:44Z,1070000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Brown 1 FT),"[1629638, 1627759]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,1627534.0,,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
110,PT03M14.00S,2022-01-30T00:26:47.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,8,26,2022-01-30T00:27:35Z,1090000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2022-01-30T00:28:31.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,8,26,2022-01-30T00:29:34Z,1100000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M14.00S,2022-01-30T00:28:31.4Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,8,26,2022-01-30T00:29:34Z,1110000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M14.00S,2022-01-30T00:28:31.4Z,1,REGULAR,substitution,in,[],203471,,,1610612738,8,26,2022-01-30T00:29:34Z,1120000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M14.00S,2022-01-30T00:28:31.4Z,1,REGULAR,substitution,in,[],201143,,,1610612738,8,26,2022-01-30T00:29:34Z,1130000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M14.00S,2022-01-30T00:29:50.1Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,8,27,2022-01-30T00:29:50Z,1140000,,,0,,J. Brown Free Throw 1 of 1 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,12.0,,,,,,,,,,,,
119,PT03M02.00S,2022-01-30T00:30:06.8Z,1,REGULAR,foul,personal,[],203471,,,1610612740,8,27,2022-01-30T01:57:20Z,1150000,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1629637]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,201246.0,,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,
121,PT02M56.00S,2022-01-30T00:30:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,33.459264126149804,50.49019607843137,1610612740,8,27,2022-01-30T00:30:32Z,1170000,-2.0,262.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,26.2,,,,,,,,,,,
122,PT02M53.00S,2022-01-30T00:30:30.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,8,27,2022-01-30T00:30:32Z,1180000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,
123,PT02M36.00S,2022-01-30T00:30:48.8Z,1,REGULAR,foul,personal,[],1629637,,,1610612738,8,27,2022-01-30T00:31:13Z,1190000,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1627759]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,201246.0,,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
125,PT02M22.00S,2022-01-30T00:31:27.6Z,1,REGULAR,turnover,lost ball,[],203471,,,1610612738,8,27,2022-01-30T00:32:11Z,1210000,,,0,,D. Schroder lost ball TURNOVER (1 TO),"[203471, 1630631]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,1.0,,,,,,,,,,,,,,,,,Alvarado,1630631.0
126,PT02M22.00S,2022-01-30T00:31:27.6Z,1,REGULAR,steal,,[],1630631,,,1610612740,8,27,2022-01-30T00:31:31Z,1220000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M16.00S,2022-01-30T00:31:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,6.915243101182654,55.392156862745104,1610612740,10,27,2022-01-30T00:33:35Z,1230000,-27.0,13.0,1,left,N. Marshall Layup (2 PTS) (J. Alvarado 1 AST),"[1630230, 1630631]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Made,2.0,2.98,,,,,J. Alvarado,1630631.0,1.0,,,,
129,PT01M47.00S,2022-01-30T00:32:02.7Z,1,REGULAR,3pt,Jump Shot,[],1627759,74.72076215505913,10.049019607843137,1610612738,10,27,2022-01-30T00:32:19Z,1250000,-200.0,185.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Missed,,27.24,,,,,,,,,,,
130,PT01M47.00S,2022-01-30T00:32:02.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,10,27,2022-01-30T00:32:19Z,1260000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,129.0,3.0,3.0,0.0,,,,,,,
131,PT01M34.00S,2022-01-30T00:32:15.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,8.09789750328515,53.18627450980392,1610612740,12,27,2022-01-30T00:32:22Z,1270000,-16.0,24.0,1,left,N. Alexander-Walker Layup (2 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Made,2.0,2.85,,,,,,,,,,,
132,PT01M17.00S,2022-01-30T00:32:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,85.89027595269383,64.95098039215686,1610612738,12,27,2022-01-30T00:34:29Z,1280000,75.0,80.0,1,right,MISS A. Horford 10' driving Layup,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,,,,,Missed,,10.96,,,,,,,,,,,
133,PT01M15.00S,2022-01-30T00:32:33.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,12,27,2022-01-30T00:32:50Z,1290000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,132.0,4.0,4.0,0.0,,,,,,,
134,PT01M07.00S,2022-01-30T00:32:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630230,33.327858081471746,49.26470588235294,1610612740,12,27,2022-01-30T00:32:53Z,1300000,4.0,261.0,1,left,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,Missed,,26.08,,,,,,,,,,,
135,PT01M04.00S,2022-01-30T00:32:45.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,12,27,2022-01-30T00:32:53Z,1310000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,134.0,5.0,5.0,0.0,,,,,,,
136,PT01M00.00S,2022-01-30T00:32:49.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.67608409986859,21.568627450980394,1610612738,12,27,2022-01-30T00:47:59Z,1320000,-142.0,242.0,1,right,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,,Missed,,28.06,,,,,,,,,,,
137,PT00M57.50S,2022-01-30T00:32:52.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,12,27,2022-01-30T00:32:52Z,1330000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,
138,PT00M47.80S,2022-01-30T00:33:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.389618922470433,43.627450980392155,1610612740,12,27,2022-01-30T00:33:15Z,1340000,32.0,8.0,1,left,MISS N. Alexander-Walker Layup - blocked,"[1629638, 201143]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,3.28,,,,,,,,Horford,201143.0,,
139,PT00M47.80S,2022-01-30T00:33:02.6Z,1,REGULAR,block,,[],201143,,,1610612740,12,27,2022-01-30T00:33:05Z,1350000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M47.80S,2022-01-30T00:33:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,12,27,2022-01-30T00:33:15Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,
152,PT00M47.80S,2022-01-30T00:33:05.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,12,27,2022-01-30T00:35:46Z,1365000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M47.80S,2022-01-30T00:33:09.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612740,12,27,2022-01-30T00:33:15Z,1370000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M47.80S,2022-01-30T00:33:09.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612740,12,27,2022-01-30T00:33:15Z,1380000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M47.80S,2022-01-30T00:33:09.1Z,1,REGULAR,substitution,in,[],202066,,,1610612740,12,27,2022-01-30T00:33:15Z,1390000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M47.80S,2022-01-30T00:33:09.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612740,12,27,2022-01-30T00:33:15Z,1400000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M42.10S,2022-01-30T00:33:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,6.652431011826544,36.76470588235294,1610612740,12,27,2022-01-30T00:36:07Z,1410000,66.0,10.0,1,left,MISS J. Hayes 6' driving Layup,[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,,,,,,,Missed,,6.7,,,,,,,,,,,
146,PT00M39.30S,2022-01-30T00:33:35.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,27,2022-01-30T00:33:44Z,1420000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,
147,PT00M30.40S,2022-01-30T00:33:44.6Z,1,REGULAR,2pt,Jump Shot,[],201143,94.82588699080158,83.57843137254902,1610612738,12,27,2022-01-30T00:33:53Z,1430000,168.0,-4.0,1,right,MISS A. Horford 16' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,Missed,,16.79,,,,,,,,,,,
148,PT00M27.50S,2022-01-30T00:33:47.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,12,27,2022-01-30T00:33:53Z,1440000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,,,,,
149,PT00M05.70S,2022-01-30T00:34:09.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,27.151773981603156,15.441176470588236,1610612740,15,27,2022-01-30T00:34:20Z,1450000,173.0,203.0,1,left,J. Alvarado 26' 3PT  (3 PTS) (N. Alexander-Walker 1 AST),"[1630631, 1629638]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Made,3.0,26.64,,,,,N. Alexander-Walker,1629638.0,1.0,,,,
151,PT00M00.00S,2022-01-30T00:35:03.8Z,1,REGULAR,period,end,[],0,,,1610612738,15,27,2022-01-30T00:35:03Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-30T00:35:23.5Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612738,15,27,2022-01-30T00:37:14Z,1480000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-30T00:35:23.5Z,2,REGULAR,substitution,in,['startperiod'],1629109,,,1610612738,15,27,2022-01-30T00:37:14Z,1490000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-30T00:35:23.5Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612738,15,27,2022-01-30T00:38:42Z,1495000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-30T00:35:23.5Z,2,REGULAR,substitution,in,['startperiod'],1630529,,,1610612738,15,27,2022-01-30T00:38:42Z,1497500,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-30T00:37:08.1Z,2,REGULAR,period,start,[],0,,,1610612740,15,27,2022-01-30T00:37:14Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M50.00S,2022-01-30T00:37:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,10.068988173455978,60.5392156862745,1610612740,15,27,2022-01-30T00:38:04Z,1510000,-53.0,42.0,1,left,MISS H. Jones 6' Layup - blocked,"[1630529, 1626196]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,Missed,,6.75,,,,,,,,Richardson,1626196.0,,
157,PT11M50.00S,2022-01-30T00:37:19.6Z,2,REGULAR,block,,[],1626196,,,1610612740,15,27,2022-01-30T00:37:29Z,1520000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M50.00S,2022-01-30T00:37:19.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,15,27,2022-01-30T00:38:04Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,
168,PT11M50.00S,2022-01-30T00:37:30.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,15,27,2022-01-30T00:38:55Z,1535000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M41.00S,2022-01-30T00:37:41.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,28.991458607095925,26.47058823529412,1610612740,18,27,2022-01-30T00:38:08Z,1540000,118.0,220.0,1,left,J. Alvarado 24' 3PT  (6 PTS) (N. Alexander-Walker 2 AST),"[1630631, 1629638]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Made,6.0,24.95,,,,,N. Alexander-Walker,1629638.0,2.0,,,,
161,PT11M20.00S,2022-01-30T00:38:01.6Z,2,REGULAR,3pt,Jump Shot,[],1629684,85.3646517739816,97.30392156862744,1610612738,18,27,2022-01-30T00:38:11Z,1560000,237.0,85.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Missed,,25.13,,,,,,,,,,,
162,PT11M20.00S,2022-01-30T00:38:01.6Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,18,27,2022-01-30T00:38:11Z,1570000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,
163,PT11M04.00S,2022-01-30T00:38:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,6.915243101182654,55.392156862745104,1610612740,20,27,2022-01-30T00:38:50Z,1580000,-27.0,13.0,1,left,J. Alvarado Layup (8 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Made,8.0,2.98,,,,,,,,,,,
164,PT10M44.00S,2022-01-30T00:38:37.8Z,2,REGULAR,3pt,Jump Shot,[],1626196,67.36202365308804,70.34313725490196,1610612738,20,30,2022-01-30T00:38:53Z,1590000,102.0,254.0,1,right,J. Richardson 27' 3PT  (3 PTS) (J. Tatum 2 AST),"[1626196, 1628369]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,Made,3.0,27.39,,,,,J. Tatum,1628369.0,2.0,,,,
169,PT10M20.00S,2022-01-30T00:39:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,7.046649145860711,46.07843137254902,1610612740,22,30,2022-01-30T00:39:56Z,1610000,20.0,14.0,1,left,J. Alvarado driving Layup (10 PTS),[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,,,,,,,Made,10.0,2.39,,,,,,,,,,,
170,PT10M04.00S,2022-01-30T00:39:23.9Z,2,REGULAR,foul,personal,[],1629637,,,1610612738,22,30,2022-01-30T00:39:37Z,1620000,,,0,,J. Hayes personal FOUL (3 PF),"[1629637, 201143]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,201246.0,,3.0,0.0,Horford,201143.0,,,,,,,,,,,,,,
172,PT10M04.00S,2022-01-30T00:39:35.8Z,2,REGULAR,substitution,out,[],1629637,,,1610612738,22,30,2022-01-30T00:39:39Z,1640000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M04.00S,2022-01-30T00:39:35.8Z,2,REGULAR,substitution,in,[],1626195,,,1610612738,22,30,2022-01-30T00:39:39Z,1650000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M49.00S,2022-01-30T00:40:00.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,22,30,2022-01-30T00:40:46Z,1660000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,
175,PT09M36.00S,2022-01-30T00:40:27.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,28.728646517739815,83.33333333333334,1610612740,22,30,2022-01-30T00:40:49Z,1670000,-167.0,218.0,1,left,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,Missed,,27.4,,,,,,,,,,,
176,PT09M32.00S,2022-01-30T00:40:31.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,22,30,2022-01-30T00:40:31Z,1680000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,
177,PT09M28.00S,2022-01-30T00:40:36.1Z,2,REGULAR,turnover,bad pass,[],203471,,,1610612738,22,30,2022-01-30T00:40:52Z,1690000,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 1630631]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,2.0,,,,,,,,,,,,,,,,,Alvarado,1630631.0
178,PT09M28.00S,2022-01-30T00:40:36.1Z,2,REGULAR,steal,,[],1630631,,,1610612740,22,30,2022-01-30T00:40:39Z,1700000,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M23.00S,2022-01-30T00:40:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629638,7.966491458607096,58.333333333333336,1610612740,22,30,2022-01-30T00:40:59Z,1710000,-42.0,22.0,1,left,MISS N. Alexander-Walker Layup,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,4.73,,,,,,,,,,,
