actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
361,PT06M32.00S,2021-12-02T02:29:01.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202066,5.863994743758213,44.36274509803921,1610612740,55,80,2021-12-02T02:38:25Z,3590000,28.0,3.0,1,left,G. Temple running finger roll Layup (7 PTS) (D. Graham 4 AST),"[202066, 1628984]",1610612740.0,NOP,running finger roll,,,Temple,G. Temple,,,,,2.83,Made,7.0,D. Graham,1628984.0,4.0,,,,,,,,,,,,,,,
362,PT06M18.00S,2021-12-02T02:29:15.7Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.36202365308804,41.42156862745098,1610612742,55,80,2021-12-02T02:38:59Z,3600000,-43.0,254.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
363,PT06M18.00S,2021-12-02T02:29:15.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,55,80,2021-12-02T02:29:33Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,362.0,,,,,,,,
364,PT06M18.00S,2021-12-02T02:29:23.1Z,3,REGULAR,foul,personal,[],1626195,,,1610612742,55,80,2021-12-02T02:29:39Z,3620000,,,0,,W. Hernangomez loose ball personal FOUL (1 PF),"[1626195, 1628467]",1610612740.0,NOP,loose ball,,,Hernangomez,W. Hernangomez,,,,,,,,,,,1627534.0,,1.0,0.0,Kleber,1628467.0,,,,,,,,,
366,PT06M10.00S,2021-12-02T02:29:50.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629029,77.34888304862024,26.96078431372549,1610612742,55,80,2021-12-02T02:29:55Z,3640000,-115.0,160.0,1,right,MISS L. Doncic 19' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,19.75,Missed,,,,,,,,,,,,,,,,,,,
367,PT06M04.00S,2021-12-02T02:29:56.3Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,55,80,2021-12-02T02:29:55Z,3650000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,366.0,1.0,1.0,0.0,,,,,
368,PT05M52.00S,2021-12-02T02:30:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.440867279894875,41.911764705882355,1610612740,57,80,2021-12-02T02:30:13Z,3660000,40.0,17.0,1,left,B. Ingram driving Layup (24 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,4.4,Made,24.0,,,,,,,,,,,,,,,,,,
369,PT05M40.00S,2021-12-02T02:30:19.3Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,57,80,2021-12-02T02:30:23Z,3670000,,,0,,L. Doncic bad pass TURNOVER (8 TO),"[1629029, 1629638]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,8.0,,,,,,,,,Alexander-Walker,1629638.0,,,
370,PT05M40.00S,2021-12-02T02:30:19.3Z,3,REGULAR,steal,,[],1629638,,,1610612740,57,80,2021-12-02T02:30:21Z,3680000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M35.00S,2021-12-02T02:30:24.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629638,5.601182654402102,53.67647058823529,1610612740,57,80,2021-12-02T02:41:29Z,3690000,-18.0,0.0,1,left,MISS N. Alexander-Walker running Layup - blocked,"[1629638, 204001]",1610612740.0,NOP,running,,,Alexander-Walker,N. Alexander-Walker,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,Porzingis,204001.0
438,PT05M35.00S,2021-12-02T02:30:24.5Z,3,REGULAR,block,,[],204001,,,1610612740,57,80,2021-12-02T02:41:56Z,3695000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M33.00S,2021-12-02T02:30:26.5Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,57,80,2021-12-02T02:30:31Z,3700000,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,371.0,3.0,2.0,1.0,,,,,
373,PT05M28.00S,2021-12-02T02:30:36.3Z,3,REGULAR,foul,personal,['2freethrow'],202066,,,1610612742,57,80,2021-12-02T02:31:01Z,3710000,,,0,,G. Temple shooting personal FOUL (2 PF) (Doncic 2 FT),"[202066, 1629029]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,,,,,,,1830.0,,2.0,0.0,Doncic,1629029.0,,,,,,,,,
375,PT05M28.00S,2021-12-02T02:31:05.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629029,,,1610612742,57,81,2021-12-02T02:31:05Z,3730000,,,0,,L. Doncic Free Throw 1 of 2 (23 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
376,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,out,[],1628984,,,1610612742,57,81,2021-12-02T02:31:27Z,3740000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,out,[],204001,,,1610612742,57,81,2021-12-02T02:31:27Z,3750000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,out,[],203493,,,1610612742,57,81,2021-12-02T02:31:27Z,3760000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,in,[],1630184,,,1610612742,57,81,2021-12-02T02:31:27Z,3770000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,in,[],1628973,,,1610612742,57,81,2021-12-02T02:31:27Z,3780000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M28.00S,2021-12-02T02:31:06.5Z,3,REGULAR,substitution,in,[],203501,,,1610612742,57,81,2021-12-02T02:31:27Z,3790000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M28.00S,2021-12-02T02:31:33.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629029,,,1610612742,57,82,2021-12-02T02:31:33Z,3800000,,,0,,L. Doncic Free Throw 2 of 2 (24 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
383,PT05M19.00S,2021-12-02T02:31:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,5.338370565045992,45.34313725490196,1610612740,59,82,2021-12-02T02:42:54Z,3810000,23.0,-2.0,1,left,K. Lewis Jr. running Layup (7 PTS) (W. Hernangomez 1 AST),"[1630184, 1626195]",1610612740.0,NOP,running,,,Lewis Jr.,K. Lewis Jr.,,,,,2.34,Made,7.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,,,,
385,PT05M12.00S,2021-12-02T02:31:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.9862023653088,47.549019607843135,1610612742,59,84,2021-12-02T02:31:56Z,3830000,-12.0,13.0,1,right,L. Doncic driving Layup (26 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,1.82,Made,26.0,,,,,,,,,,,,,,,,,,
386,PT04M53.00S,2021-12-02T02:32:10.7Z,3,REGULAR,3pt,Jump Shot,[],202066,8.754927726675426,96.32352941176471,1610612740,59,84,2021-12-02T02:32:18Z,3840000,-232.0,30.0,1,left,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
387,PT04M50.00S,2021-12-02T02:32:13.7Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,59,84,2021-12-02T02:32:18Z,3850000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,386.0,2.0,1.0,1.0,,,,,
388,PT04M46.00S,2021-12-02T02:32:17.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,27.283180026281208,34.31372549019608,1610612740,61,84,2021-12-02T02:32:23Z,3860000,78.0,204.0,1,left,B. Ingram 21' Jump Shot (26 PTS) (W. Hernangomez 2 AST),"[1627742, 1626195]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,21.85,Made,26.0,W. Hernangomez,1626195.0,2.0,,,,,,,,,,,,,,,
390,PT04M22.00S,2021-12-02T02:32:41.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.9060446780552,46.32352941176471,1610612742,61,86,2021-12-02T02:44:31Z,3880000,-18.0,5.0,1,right,J. Brunson driving finger roll Layup (12 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,1.9,Made,12.0,,,,,,,,,,,,,,,,,,
391,PT04M06.00S,2021-12-02T02:32:57.4Z,3,REGULAR,3pt,Jump Shot,[],1629638,23.603810775295663,13.480392156862745,1610612740,64,86,2021-12-02T02:33:03Z,3890000,183.0,169.0,1,left,N. Alexander-Walker 24' 3PT  (5 PTS) (B. Ingram 3 AST),"[1629638, 1627742]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.91,Made,5.0,B. Ingram,1627742.0,3.0,,,,,,,,,,,,,,,
393,PT03M47.00S,2021-12-02T02:33:16.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.33574244415243,48.03921568627451,1610612742,64,88,2021-12-02T02:52:12Z,3910000,-10.0,67.0,1,right,L. Doncic 6' driving floating Jump Shot (28 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,6.72,Made,28.0,,,,,,,,,,,,,,,,,,
395,PT03M24.00S,2021-12-02T02:33:47.6Z,3,REGULAR,2pt,Jump Shot,[],1627742,21.76412614980289,66.91176470588235,1610612740,64,88,2021-12-02T02:35:21Z,3930000,-85.0,152.0,1,left,MISS B. Ingram 17' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,17.4,Missed,,,,,,,,,,,,,,,,,,,
396,PT03M23.00S,2021-12-02T02:33:48.6Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,64,88,2021-12-02T02:35:21Z,3940000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,395.0,3.0,1.0,2.0,,,,,
397,PT03M12.00S,2021-12-02T02:33:51.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,66,88,2021-12-02T02:33:51Z,3950000,0.0,0.0,1,left,W. Hernangomez tip Layup (2 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
398,PT03M00.00S,2021-12-02T02:34:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628467,87.07293035479631,48.03921568627451,1610612742,66,88,2021-12-02T02:52:55Z,3960000,-10.0,69.0,1,right,MISS M. Kleber 6' turnaround Shot,[1628467],1610612742.0,DAL,turnaround,,,Kleber,M. Kleber,,,,,6.97,Missed,,,,,,,,,,,,,,,,,,,
399,PT02M58.00S,2021-12-02T02:34:05.2Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,66,88,2021-12-02T02:34:05Z,3970000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,398.0,2.0,0.0,2.0,,,,,
400,PT02M54.00S,2021-12-02T02:34:09.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,62.36859395532195,39.705882352941174,1610612742,66,91,2021-12-02T02:34:14Z,3980000,-51.0,301.0,1,right,T. Hardaway Jr. 30' 3PT  (3 PTS) (D. Finney-Smith 4 AST),"[203501, 1627827]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,30.56,Made,3.0,D. Finney-Smith,1627827.0,4.0,,,,,,,,,,,,,,,
402,PT02M28.00S,2021-12-02T02:34:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,5.995400788436268,55.88235294117647,1610612740,66,91,2021-12-02T02:34:43Z,4000000,-29.0,4.0,1,left,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
403,PT02M28.00S,2021-12-02T02:34:36.5Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,66,91,2021-12-02T02:34:43Z,4010000,,,0,,W. Hernangomez REBOUND (Off:3 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,402.0,4.0,1.0,3.0,,,,,
404,PT02M28.00S,2021-12-02T02:34:40.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,68,91,2021-12-02T02:34:40Z,4020000,0.0,0.0,1,left,W. Hernangomez tip Layup (4 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
405,PT02M28.00S,2021-12-02T02:34:47.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,68,91,2021-12-02T02:34:47Z,4030000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,out,[],202066,,,1610612742,68,91,2021-12-02T02:37:31Z,4040000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,68,91,2021-12-02T02:37:31Z,4050000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,68,91,2021-12-02T02:37:31Z,4060000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,in,[],1630530,,,1610612742,68,91,2021-12-02T02:37:31Z,4070000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,in,[],203504,,,1610612742,68,91,2021-12-02T02:37:31Z,4080000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M28.00S,2021-12-02T02:37:04.3Z,3,REGULAR,substitution,in,[],1628425,,,1610612742,68,91,2021-12-02T02:37:31Z,4090000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M06.00S,2021-12-02T02:37:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,91.14651773981603,50.49019607843137,1610612742,68,93,2021-12-02T02:37:57Z,4100000,2.0,31.0,1,right,M. Kleber Layup (5 PTS) (T. Burke 1 AST),"[1628467, 203504]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,3.08,Made,5.0,T. Burke,203504.0,1.0,,,,,,,,,,,,,,,
414,PT01M48.00S,2021-12-02T02:38:09.1Z,3,REGULAR,3pt,Jump Shot,[],1627742,3.3672798948751645,96.81372549019608,1610612740,71,93,2021-12-02T02:38:22Z,4120000,-234.0,-21.0,1,left,B. Ingram 3PT  (29 PTS) (T. Murphy III 1 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,23.5,Made,29.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,,
416,PT01M32.00S,2021-12-02T02:38:24.0Z,3,REGULAR,3pt,Jump Shot,[],203501,66.83639947437582,44.11764705882353,1610612742,71,96,2021-12-02T02:38:28Z,4140000,-29.0,259.0,1,right,T. Hardaway Jr. 26' 3PT  (6 PTS) (T. Burke 2 AST),"[203501, 203504]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.09,Made,6.0,T. Burke,203504.0,2.0,,,,,,,,,,,,,,,
419,PT01M21.00S,2021-12-02T02:38:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,5.075558475689881,54.166666666666664,1610612740,73,96,2021-12-02T02:38:44Z,4160000,-21.0,-5.0,1,left,N. Alexander-Walker Layup (7 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,2.13,Made,7.0,,,,,,,,,,,,,,,,,,
421,PT01M06.00S,2021-12-02T02:38:49.8Z,3,REGULAR,3pt,Jump Shot,[],203504,91.40932982917214,96.07843137254902,1610612742,73,99,2021-12-02T02:38:55Z,4170000,230.0,28.0,1,right,T. Burke 3PT  (3 PTS) (J. Brunson 2 AST),"[203504, 1628973]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,23.21,Made,3.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,,,,
423,PT00M46.40S,2021-12-02T02:39:11.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,11.777266754270697,48.28431372549019,1610612740,73,99,2021-12-02T03:20:28Z,4190000,9.0,58.0,1,left,MISS W. Hernangomez turnaround Hook,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,5.88,Missed,,,,,,,,,,,,,,,,,,,
424,PT00M42.00S,2021-12-02T02:39:15.4Z,3,REGULAR,rebound,offensive,[],1630184,,,1610612740,73,99,2021-12-02T02:39:24Z,4200000,,,0,,K. Lewis Jr. REBOUND (Off:2 Def:0),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,423.0,2.0,0.0,2.0,,,,,
425,PT00M42.00S,2021-12-02T02:39:18.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630184,5.590000152587891,50.0,1610612740,75,99,2021-12-02T03:20:56Z,4210000,0.0,0.0,1,left,K. Lewis Jr. tip Layup (9 PTS),[1630184],1610612740.0,NOP,tip,,,Lewis Jr.,K. Lewis Jr.,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,,
426,PT00M35.10S,2021-12-02T02:39:24.9Z,3,REGULAR,3pt,Jump Shot,[],1628973,65.52233902759527,45.34313725490196,1610612742,75,102,2021-12-02T02:39:29Z,4220000,-23.0,272.0,1,right,J. Brunson 27' 3PT  (15 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,27.26,Made,15.0,,,,,,,,,,,,,,,,,,
427,PT00M26.10S,2021-12-02T02:39:42.4Z,3,REGULAR,foul,personal,[],1628467,,,1610612740,75,102,2021-12-02T02:39:49Z,4230000,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 1627742]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,202037.0,,1.0,0.0,Ingram,1627742.0,,,,,,,,,
429,PT00M26.10S,2021-12-02T02:39:48.8Z,3,REGULAR,substitution,out,[],1626195,,,1610612740,75,102,2021-12-02T02:39:58Z,4250000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT00M26.10S,2021-12-02T02:39:48.8Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,75,102,2021-12-02T02:39:58Z,4260000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT00M17.00S,2021-12-02T02:40:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,5.338370565045992,55.392156862745104,1610612740,75,102,2021-12-02T03:21:36Z,4270000,-27.0,-2.0,1,left,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,,
432,PT00M14.90S,2021-12-02T02:40:15.4Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,75,102,2021-12-02T02:40:15Z,4280000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,431.0,2.0,2.0,0.0,,,,,
433,PT00M05.60S,2021-12-02T02:40:28.7Z,3,REGULAR,foul,personal,[],1630530,,,1610612742,75,102,2021-12-02T02:40:34Z,4290000,,,0,,T. Murphy III personal FOUL (1 PF),"[1630530, 203501]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,1830.0,,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
435,PT00M00.00S,2021-12-02T02:40:50.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203504,85.10183968462549,57.35294117647059,1610612742,75,102,2021-12-02T03:22:14Z,4310000,37.0,88.0,1,right,MISS T. Burke 9' driving floating Shot,[203504],1610612742.0,DAL,driving floating,,,Burke,T. Burke,,,,,9.49,Missed,,,,,,,,,,,,,,,,,,,
436,PT00M00.00S,2021-12-02T02:40:50.7Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,75,102,2021-12-02T02:40:56Z,4320000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,435.0,1.0,1.0,0.0,,,,,
437,PT00M00.00S,2021-12-02T02:40:56.8Z,3,REGULAR,period,end,[],0,,,1610612740,75,102,2021-12-02T02:40:56Z,4330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,75,102,2021-12-02T02:43:17Z,4340000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,75,102,2021-12-02T02:43:17Z,4350000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,out,['startperiod'],1628467,,,1610612740,75,102,2021-12-02T02:43:17Z,4360000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,75,102,2021-12-02T02:43:17Z,4370000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,75,102,2021-12-02T02:43:17Z,4380000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-12-02T02:42:52.9Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612740,75,102,2021-12-02T02:43:17Z,4390000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-12-02T02:43:31.1Z,4,REGULAR,period,start,[],0,,,1610612742,75,102,2021-12-02T02:43:31Z,4400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT11M38.00S,2021-12-02T02:43:52.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,90.3580814717477,64.95098039215686,1610612742,75,104,2021-12-02T02:44:01Z,4410000,75.0,38.0,1,right,T. Hardaway Jr. 8' Jump Shot (8 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,8.39,Made,8.0,,,,,,,,,,,,,,,,,,
447,PT11M22.00S,2021-12-02T02:44:08.2Z,4,REGULAR,2pt,Jump Shot,[],1630529,27.677398160315374,30.14705882352941,1610612740,75,104,2021-12-02T02:44:13Z,4420000,99.0,208.0,1,left,MISS H. Jones 23' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,,
448,PT11M20.00S,2021-12-02T02:44:10.2Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,75,104,2021-12-02T02:44:13Z,4430000,,,0,,S. Brown REBOUND (Off:1 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,447.0,3.0,2.0,1.0,,,,,
