actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
271,PT04M14.00S,2022-02-11T01:27:29.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,8.623521681997373,96.32352941176471,1610612748,47,47,2022-02-11T01:27:35Z,2700000,-232.0,29.0,1,left,D. Robinson 3PT  (5 PTS) (K. Lowry 7 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,23.34,Made,5.0,K. Lowry,200768.0,7.0,,,,,,,,,,,,
273,PT03M49.00S,2022-02-11T01:27:54.5Z,2,REGULAR,turnover,bad pass,[],1630529,,,1610612740,47,47,2022-02-11T01:27:58Z,2720000,,,0,,H. Jones bad pass TURNOVER (2 TO),"[1630529, 202710]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,2.0,,,,,,,,,,,,,,,,,Butler,202710.0
274,PT03M49.00S,2022-02-11T01:27:54.5Z,2,REGULAR,steal,,[],202710,,,1610612748,47,47,2022-02-11T01:27:56Z,2730000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M42.00S,2022-02-11T01:28:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,8.886333771353483,50.98039215686274,1610612748,47,47,2022-02-11T01:31:15Z,2740000,-5.0,31.0,1,left,MISS J. Butler running Layup,[202710],1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,3.14,Missed,,,,,,,,,,,,,,,,
276,PT03M40.00S,2022-02-11T01:28:02.7Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,47,47,2022-02-11T01:28:04Z,2750000,,,0,,G. Clark REBOUND (Off:1 Def:5),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,275.0,6.0,5.0,1.0,,,,
277,PT03M35.00S,2022-02-11T01:28:07.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629109,70.77858081471747,76.47058823529412,1610612740,47,47,2022-02-11T01:28:16Z,2760000,132.0,222.0,1,right,MISS G. Clark 25' 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,25.87,Missed,,,,,,,,,,,,,,,,
278,PT03M32.00S,2022-02-11T01:28:10.5Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,47,47,2022-02-11T01:28:16Z,2770000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,277.0,3.0,3.0,0.0,,,,
279,PT03M28.00S,2022-02-11T01:28:15.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,26.62614980289093,15.931372549019606,1610612748,47,47,2022-02-11T01:31:52Z,2780000,170.0,198.0,1,left,MISS D. Robinson 26' running 3PT,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
280,PT03M25.00S,2022-02-11T01:28:18.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,47,47,2022-02-11T01:28:21Z,2790000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,279.0,5.0,3.0,2.0,,,,
281,PT03M12.00S,2022-02-11T01:28:31.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,94.1688567674113,68.38235294117648,1610612740,49,47,2022-02-11T01:28:37Z,2800000,92.0,2.0,1,right,B. Ingram 9' turnaround Jump Shot (10 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,9.19,Made,10.0,,,,,,,,,,,,,,,
283,PT02M56.00S,2022-02-11T01:28:47.4Z,2,REGULAR,3pt,Jump Shot,[],1629622,4.812746386333772,94.85294117647058,1610612748,49,47,2022-02-11T01:28:52Z,2820000,-224.0,-7.0,1,left,MISS M. Strus 3PT - blocked,"[1629622, 1630529]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,22.44,Missed,,,,,,,,,,,,,Jones,1630529.0,,
284,PT02M56.00S,2022-02-11T01:28:47.4Z,2,REGULAR,block,,[],1630529,,,1610612748,49,47,2022-02-11T01:28:51Z,2830000,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M52.00S,2022-02-11T01:28:51.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,49,47,2022-02-11T01:28:52Z,2840000,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,283.0,6.0,4.0,2.0,,,,
286,PT02M41.00S,2022-02-11T01:29:06.4Z,2,REGULAR,foul,personal,[],202710,,,1610612740,49,47,2022-02-11T01:29:12Z,2850000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 202685]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,1626301.0,,,,,,,,1.0,0.0,Valanciunas,202685.0,,,,,,,,
288,PT02M41.00S,2022-02-11T01:29:12.9Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,49,47,2022-02-11T01:29:21Z,2870000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M41.00S,2022-02-11T01:29:12.9Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,49,47,2022-02-11T01:29:21Z,2880000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M41.00S,2022-02-11T01:29:12.9Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,49,47,2022-02-11T01:29:21Z,2890000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M41.00S,2022-02-11T01:29:12.9Z,2,REGULAR,substitution,in,[],203468,,,1610612740,49,47,2022-02-11T01:29:21Z,2900000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M27.00S,2022-02-11T01:29:47.2Z,2,REGULAR,3pt,Jump Shot,[],1628984,72.09264126149803,16.666666666666664,1610612740,49,47,2022-02-11T01:29:52Z,2910000,-167.0,210.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,26.8,Missed,,,,,,,,,,,,,,,,
293,PT02M23.00S,2022-02-11T01:29:51.2Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,49,47,2022-02-11T01:29:52Z,2920000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,292.0,4.0,4.0,0.0,,,,
294,PT02M22.00S,2022-02-11T01:29:51.2Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,49,47,2022-02-11T01:29:55Z,2930000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1628984]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,2.0,,,,,,,,,,,,,,,,,Graham,1628984.0
295,PT02M22.00S,2022-02-11T01:29:51.2Z,2,REGULAR,steal,,[],1628984,,,1610612740,49,47,2022-02-11T01:29:53Z,2940000,,,0,,D. Graham STEAL (2 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M16.00S,2022-02-11T01:29:57.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,72.61826544021025,17.15686274509804,1610612740,52,47,2022-02-11T01:34:47Z,2950000,-164.0,205.0,1,right,D. Graham 26' 3PT running pullup (10 PTS),[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,,,26.26,Made,10.0,,,,,,,,,,,,,,,
297,PT02M03.00S,2022-02-11T01:30:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.469776609724048,45.09803921568628,1610612748,52,49,2022-02-11T01:30:15Z,2960000,25.0,-1.0,1,left,J. Butler driving Layup (11 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,2.45,Made,11.0,,,,,,,,,,,,,,,
298,PT01M50.00S,2022-02-11T01:30:23.2Z,2,REGULAR,2pt,Jump Shot,[],1627742,86.41590013140605,72.05882352941177,1610612740,52,49,2022-02-11T01:30:28Z,2970000,110.0,75.0,1,right,MISS B. Ingram 13' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,13.35,Missed,,,,,,,,,,,,,,,,
299,PT01M48.00S,2022-02-11T01:30:25.2Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,52,49,2022-02-11T01:30:28Z,2980000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,298.0,3.0,3.0,0.0,,,,
300,PT01M48.00S,2022-02-11T01:30:32.6Z,2,REGULAR,turnover,traveling,[],202710,,,1610612748,52,49,2022-02-11T01:30:39Z,2990000,,,0,,J. Butler traveling TURNOVER (2 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1626301.0,2.0,,,,,,,,,,,,,,,,,,
301,PT01M27.00S,2022-02-11T01:31:19.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612740,52,49,2022-02-11T01:31:39Z,3000000,,,0,,D. Robinson personal FOUL (2 PF) (Ingram 2 FT),"[1629130, 1627742]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,1626301.0,,,,,,,,2.0,0.0,Ingram,1627742.0,,,,,,,,
303,PT01M27.00S,2022-02-11T01:31:52.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627742,,,1610612740,52,49,2022-02-11T01:31:52Z,3020000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,
304,PT01M27.00S,2022-02-11T01:31:52.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,52,49,2022-02-11T01:31:52Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,
305,PT01M27.00S,2022-02-11T01:31:54.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612740,52,49,2022-02-11T01:31:58Z,3040000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M27.00S,2022-02-11T01:31:54.5Z,2,REGULAR,substitution,in,[],1629216,,,1610612740,52,49,2022-02-11T01:31:58Z,3050000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M27.00S,2022-02-11T01:32:16.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627742,,,1610612740,53,49,2022-02-11T01:32:16Z,3060000,,,0,,B. Ingram Free Throw 2 of 2 (11 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
308,PT01M08.00S,2022-02-11T01:32:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,5.338370565045992,54.90196078431373,1610612748,53,49,2022-02-11T01:32:40Z,3070000,-25.0,-2.0,1,left,MISS G. Vincent driving reverse Layup,[1629216],1610612748.0,MIA,driving reverse,,,Vincent,G. Vincent,,,,,,,2.46,Missed,,,,,,,,,,,,,,,,
309,PT01M05.00S,2022-02-11T01:32:38.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,53,49,2022-02-11T01:32:40Z,3080000,,,0,,B. Adebayo REBOUND (Off:4 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,308.0,7.0,3.0,4.0,,,,
310,PT01M05.00S,2022-02-11T01:32:39.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,53,51,2022-02-11T01:36:49Z,3090000,0.0,0.0,1,left,B. Adebayo tip DUNK (17 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,,,0.0,Made,17.0,,,,,,,,,,,,,,,
311,PT00M52.10S,2022-02-11T01:32:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,90.88370565045992,45.34313725490196,1610612740,53,51,2022-02-11T01:37:40Z,3100000,-23.0,33.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,,4.06,Missed,,,,,,,,,,,,,,,,
312,PT00M50.40S,2022-02-11T01:32:54.5Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,53,51,2022-02-11T01:32:56Z,3110000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,311.0,5.0,5.0,0.0,,,,
313,PT00M44.40S,2022-02-11T01:33:00.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,19.66162943495401,92.8921568627451,1610612748,53,54,2022-02-11T01:33:05Z,3120000,-214.0,132.0,1,left,M. Strus 25' 3PT  (3 PTS) (K. Lowry 8 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,25.2,Made,3.0,K. Lowry,200768.0,8.0,,,,,,,,,,,,
315,PT00M25.50S,2022-02-11T01:33:29.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612740,53,54,2022-02-11T01:33:35Z,3140000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Jones 2 FT),"[1628389, 1630529]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,1830.0,,,,,,,,1.0,0.0,Jones,1630529.0,,,,,,,,
317,PT00M25.50S,2022-02-11T01:33:55.6Z,2,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,54,54,2022-02-11T01:33:55Z,3160000,,,0,,H. Jones Free Throw 1 of 2 (6 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
318,PT00M25.50S,2022-02-11T01:33:56.5Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,54,54,2022-02-11T01:34:05Z,3170000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M25.50S,2022-02-11T01:33:56.5Z,2,REGULAR,substitution,out,[],202685,,,1610612740,54,54,2022-02-11T01:34:05Z,3180000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M25.50S,2022-02-11T01:33:56.5Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,54,54,2022-02-11T01:34:05Z,3190000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M25.50S,2022-02-11T01:33:56.5Z,2,REGULAR,substitution,in,[],1629109,,,1610612740,54,54,2022-02-11T01:34:05Z,3200000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M25.50S,2022-02-11T01:34:17.1Z,2,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,55,54,2022-02-11T01:34:17Z,3210000,,,0,,H. Jones Free Throw 2 of 2 (7 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
323,PT00M02.60S,2022-02-11T01:34:50.0Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612748,55,54,2022-02-11T01:34:57Z,3220000,,,0,,H. Jones shooting personal FOUL (3 PF) (Butler 2 FT),"[1630529, 202710]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,1626301.0,,,,,,,,3.0,0.0,Butler,202710.0,,,,,,,,
325,PT00M02.60S,2022-02-11T01:35:15.2Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,55,55,2022-02-11T01:39:49Z,3240000,,,0,,J. Butler Free Throw 1 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
328,PT00M02.60S,2022-02-11T01:35:15.2Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,55,56,2022-02-11T01:39:49Z,3245000,,,0,,J. Butler Free Throw 2 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
326,PT00M02.60S,2022-02-11T01:35:16.3Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,55,56,2022-02-11T01:39:49Z,3250000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M02.60S,2022-02-11T01:35:16.3Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,55,56,2022-02-11T01:39:49Z,3260000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M00.70S,2022-02-11T01:35:48.7Z,2,REGULAR,turnover,bad pass,[],1630529,,,1610612740,55,56,2022-02-11T01:37:12Z,3262500,,,0,,H. Jones bad pass TURNOVER (3 TO),"[1630529, 200768]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,3.0,,,,,,,,,,,,,,,,,Lowry,200768.0
330,PT00M00.70S,2022-02-11T01:35:48.7Z,2,REGULAR,steal,,[],200768,,,1610612748,55,56,2022-02-11T01:35:52Z,3263750,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-02-11T01:35:58.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200768,70.77858081471747,64.70588235294117,1610612748,55,56,2022-02-11T01:41:04Z,3265000,-74.0,613.0,1,left,MISS K. Lowry 61' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,,,61.72,Missed,,,,,,,,,,,,,,,,
332,PT00M00.10S,2022-02-11T01:35:58.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,55,56,2022-02-11T01:39:02Z,3267500,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,331.0,,,,,,,
333,PT00M00.00S,2022-02-11T01:36:03.4Z,2,REGULAR,period,end,[],0,,,1610612748,55,56,2022-02-11T01:39:37Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612748,55,56,2022-02-11T01:50:56Z,3330000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,out,['startperiod'],1629637,,,1610612748,55,56,2022-02-11T01:50:56Z,3340000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,55,56,2022-02-11T01:50:56Z,3350000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,out,['startperiod'],1629622,,,1610612748,55,56,2022-02-11T01:50:56Z,3360000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,in,['startperiod'],1628984,,,1610612748,55,56,2022-02-11T01:50:56Z,3370000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612748,55,56,2022-02-11T01:50:56Z,3380000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,55,56,2022-02-11T01:50:56Z,3390000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-02-11T01:50:38.3Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612748,55,56,2022-02-11T01:50:56Z,3400000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-02-11T01:51:13.8Z,3,REGULAR,period,start,[],0,,,1610612748,55,56,2022-02-11T01:51:13Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M48.00S,2022-02-11T01:51:24.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.72996057818659,49.754901960784316,1610612748,55,56,2022-02-11T01:53:15Z,3420000,-1.0,63.0,1,right,MISS B. Adebayo 6' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,,,6.28,Missed,,,,,,,,,,,,,,,,
344,PT11M42.00S,2022-02-11T01:51:30.9Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,55,56,2022-02-11T01:51:34Z,3430000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,343.0,4.0,3.0,1.0,,,,
345,PT11M42.00S,2022-02-11T01:51:30.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,94.40999984741211,50.0,1610612748,55,58,2022-02-11T01:51:30Z,3440000,0.0,0.0,1,right,J. Butler tip Layup (15 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,,,0.0,Made,15.0,,,,,,,,,,,,,,,
346,PT11M26.00S,2022-02-11T01:51:46.7Z,3,REGULAR,3pt,Jump Shot,[],1630529,24.655059132720105,17.647058823529413,1610612740,55,58,2022-02-11T01:51:52Z,3450000,162.0,179.0,1,left,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,24.15,Missed,,,,,,,,,,,,,,,,
347,PT11M23.00S,2022-02-11T01:51:49.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,55,58,2022-02-11T01:51:52Z,3460000,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,346.0,6.0,6.0,0.0,,,,
348,PT11M12.00S,2022-02-11T01:52:06.8Z,3,REGULAR,foul,personal,[],203468,,,1610612748,55,58,2022-02-11T01:52:19Z,3470000,,,0,,C. McCollum personal FOUL (2 PF),"[203468, 1628389]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,1626301.0,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,,,,,
350,PT11M04.00S,2022-02-11T01:52:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629130,67.09921156373193,51.9607843137255,1610612748,55,61,2022-02-11T01:52:38Z,3490000,10.0,257.0,1,right,D. Robinson 25' 3PT  (8 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,25.7,Made,8.0,J. Butler,202710.0,1.0,,,,,,,,,,,,
352,PT10M51.00S,2022-02-11T01:52:43.7Z,3,REGULAR,turnover,bad pass,[],1627742,,,1610612740,55,61,2022-02-11T01:52:50Z,3510000,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1628389]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,1.0,,,,,,,,,,,,,,,,,Adebayo,1628389.0
353,PT10M51.00S,2022-02-11T01:52:43.7Z,3,REGULAR,steal,,[],1628389,,,1610612748,55,61,2022-02-11T01:52:45Z,3520000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M47.00S,2022-02-11T01:52:47.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628389,93.77463863337714,49.50980392156863,1610612748,55,63,2022-02-11T01:55:19Z,3530000,-2.0,6.0,1,right,B. Adebayo running DUNK (19 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,0.65,Made,19.0,,,,,,,,,,,,,,,
355,PT10M47.00S,2022-02-11T01:52:52.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,55,63,2022-02-11T01:52:52Z,3540000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT10M36.00S,2022-02-11T01:55:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,18.347568988173457,59.31372549019608,1610612740,57,63,2022-02-11T01:56:02Z,3550000,-47.0,120.0,1,left,B. Ingram 12' pullup Jump Shot (13 PTS) (C. McCollum 3 AST),"[1627742, 203468]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,12.87,Made,13.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,
358,PT10M18.00S,2022-02-11T01:56:13.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,84.1819973718791,45.588235294117645,1610612748,57,63,2022-02-11T01:56:18Z,3570000,-22.0,96.0,1,right,MISS P. Tucker 9' floating Shot,[200782],1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,9.87,Missed,,,,,,,,,,,,,,,,
