actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT04M04.00S,2022-03-26T21:24:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,95.3515111695138,95.83333333333334,1610612740,15,13,2022-03-26T21:24:29Z,880000,229.0,-9.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M02.00S,2022-03-26T21:24:23.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,15,13,2022-03-26T21:24:29Z,890000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,
90,PT04M02.00S,2022-03-26T21:24:27.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,15,13,2022-03-26T21:24:27Z,900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,15,13,2022-03-26T21:24:58Z,910000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,15,13,2022-03-26T21:24:58Z,920000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,15,13,2022-03-26T21:24:58Z,930000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],202685,,,1610612740,15,13,2022-03-26T21:24:58Z,940000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,15,13,2022-03-26T21:24:58Z,950000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1630563,,,1610612740,15,13,2022-03-26T21:24:58Z,960000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612740,15,13,2022-03-26T21:24:58Z,970000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612740,15,13,2022-03-26T21:24:58Z,980000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1626195,,,1610612740,15,13,2022-03-26T21:24:58Z,990000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,15,13,2022-03-26T21:24:58Z,1000000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,15,13,2022-03-26T21:24:58Z,1010000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1628380,,,1610612740,15,13,2022-03-26T21:24:58Z,1020000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612740,15,13,2022-03-26T21:24:58Z,1030000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M02.00S,2022-03-26T21:24:29.9Z,1,REGULAR,substitution,in,[],1630200,,,1610612740,15,13,2022-03-26T21:24:58Z,1040000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M56.00S,2022-03-26T21:25:09.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,79.84559789750328,34.55882352941176,1610612740,17,13,2022-03-26T21:25:13Z,1050000,-77.0,137.0,1,right,C. McCollum 15' Jump Shot (4 PTS) (J. Alvarado 1 AST),"[203468, 1630631]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,15.73,Made,,,,,,,,,,4.0,,,J. Alvarado,1630631.0,1.0,,,,
107,PT03M36.00S,2022-03-26T21:25:33.1Z,1,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612759,17,13,2022-03-26T21:25:46Z,1070000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Richardson 2 FT),"[1626195, 1626196]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,202056.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,,
109,PT03M36.00S,2022-03-26T21:25:59.3Z,1,REGULAR,freethrow,1 of 2,[],1626196,,,1610612759,17,14,2022-03-26T21:25:59Z,1090000,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
110,PT03M36.00S,2022-03-26T21:26:12.8Z,1,REGULAR,freethrow,2 of 2,[],1626196,,,1610612759,17,15,2022-03-26T21:26:12Z,1100000,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
111,PT03M25.00S,2022-03-26T21:26:24.6Z,1,REGULAR,3pt,Jump Shot,[],203468,71.04139290407359,74.75490196078431,1610612740,20,15,2022-03-26T21:26:28Z,1110000,124.0,220.0,1,right,C. McCollum 25' 3PT pullup (7 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,25.22,Made,,,,,,,,,,7.0,,,,,,,,,
112,PT03M10.00S,2022-03-26T21:26:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,4.681340341655716,45.588235294117645,1610612759,20,17,2022-03-26T21:26:45Z,1120000,22.0,-8.0,1,left,K. Johnson driving finger roll Layup (2 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,2.37,Made,,,,,,,,,,2.0,,,,,,,,,
113,PT02M52.00S,2022-03-26T21:26:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,85.10183968462549,63.725490196078425,1610612740,20,17,2022-03-26T21:27:02Z,1130000,69.0,88.0,1,right,MISS J. Alvarado 11' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,11.12,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M50.00S,2022-03-26T21:26:58.7Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,20,17,2022-03-26T21:27:02Z,1140000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
115,PT02M42.00S,2022-03-26T21:27:07.3Z,1,REGULAR,2pt,Jump Shot,[],1626196,25.706307490144546,52.450980392156865,1610612759,20,17,2022-03-26T21:27:17Z,1150000,-12.0,189.0,1,left,MISS J. Richardson 18' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,18.95,Missed,,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2022-03-26T21:27:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,20,17,2022-03-26T21:27:16Z,1160000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2022-03-26T21:27:17.2Z,1,REGULAR,foul,personal,[],1626195,,,1610612759,20,17,2022-03-26T21:27:25Z,1170000,,,0,,W. Hernangomez loose ball personal FOUL (2 PF),"[1626195, 1628380]",1610612740.0,NOP,loose ball,,,Hernangomez,W. Hernangomez,,,,,,,,,,,202041.0,2.0,0.0,Collins,1628380.0,,,,,,,,,,
119,PT02M41.00S,2022-03-26T21:27:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,17,2022-03-26T21:27:26Z,1190000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M27.00S,2022-03-26T21:30:20.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626196,26.10052562417871,58.333333333333336,1610612759,20,17,2022-03-26T21:30:30Z,1200000,-42.0,193.0,1,left,MISS J. Richardson 19' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,19.73,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2022-03-26T21:30:24.7Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,20,17,2022-03-26T21:30:30Z,1210000,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
122,PT02M21.00S,2022-03-26T21:30:27.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,7.5722733245729295,50.49019607843137,1610612759,20,19,2022-03-26T21:30:36Z,1220000,-2.0,19.0,1,left,Z. Collins putback Layup (2 PTS),[1628380],1610612759.0,SAS,putback,,,Collins,Z. Collins,,,,,1.89,Made,,,,,,,,,,2.0,,,,,,,,,
123,PT02M00.00S,2022-03-26T21:30:48.9Z,1,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612740,20,19,2022-03-26T21:31:00Z,1230000,,,0,,J. Richardson shooting personal FOUL (2 PF) (McCollum 2 FT),"[1626196, 203468]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,,,,,,,202041.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,
125,PT02M00.00S,2022-03-26T21:31:16.2Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,21,19,2022-03-26T21:31:16Z,1250000,,,0,,C. McCollum Free Throw 1 of 2 (8 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
126,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,21,19,2022-03-26T21:31:25Z,1260000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,out,[],1626196,,,1610612740,21,19,2022-03-26T21:31:25Z,1270000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,out,[],1628966,,,1610612740,21,19,2022-03-26T21:31:25Z,1280000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,21,19,2022-03-26T21:31:25Z,1290000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,in,[],1630580,,,1610612740,21,19,2022-03-26T21:31:25Z,1300000,,,0,,SUB in: J. Wieskamp,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M00.00S,2022-03-26T21:31:16.9Z,1,REGULAR,substitution,in,[],1627749,,,1610612740,21,19,2022-03-26T21:31:25Z,1310000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2022-03-26T21:31:41.8Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,22,19,2022-03-26T21:31:41Z,1320000,,,0,,C. McCollum Free Throw 2 of 2 (9 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
133,PT01M51.00S,2022-03-26T21:31:52.8Z,1,REGULAR,3pt,Jump Shot,[],1630580,9.806176084099869,97.30392156862744,1610612759,22,19,2022-03-26T21:31:58Z,1330000,-237.0,40.0,1,left,MISS J. Wieskamp 3PT,[1630580],1610612759.0,SAS,,,,Wieskamp,J. Wieskamp,,,,,23.98,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M47.00S,2022-03-26T21:31:56.8Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,22,19,2022-03-26T21:31:58Z,1340000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT01M43.00S,2022-03-26T21:31:59.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,73.66951379763469,82.59803921568627,1610612740,25,19,2022-03-26T21:32:06Z,1350000,163.0,195.0,1,right,C. McCollum 25' 3PT  (12 PTS) (J. Alvarado 2 AST),"[203468, 1630631]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.42,Made,,,,,,,,,,12.0,,,J. Alvarado,1630631.0,2.0,,,,
137,PT01M20.00S,2022-03-26T21:32:26.3Z,1,REGULAR,turnover,traveling,[],1628380,,,1610612759,25,19,2022-03-26T21:32:32Z,1370000,,,0,,Z. Collins traveling TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,203591.0,,,,,,,,,,,1.0,,,
138,PT01M20.00S,2022-03-26T21:32:31.0Z,1,REGULAR,substitution,out,[],203468,,,1610612740,25,19,2022-03-26T21:32:35Z,1380000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M20.00S,2022-03-26T21:32:31.0Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,25,19,2022-03-26T21:32:35Z,1390000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M09.00S,2022-03-26T21:32:55.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630200,,,1610612740,25,19,2022-03-26T21:33:06Z,1400000,,,0,,T. Jones personal FOUL (1 PF) (Marshall 2 FT),"[1630200, 1630230]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,203591.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,
142,PT01M09.00S,2022-03-26T21:33:16.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630230,,,1610612740,26,19,2022-03-26T21:33:16Z,1420000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
143,PT01M09.00S,2022-03-26T21:33:35.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630230,,,1610612740,27,19,2022-03-26T21:33:35Z,1430000,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
144,PT01M01.00S,2022-03-26T21:33:57.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612759,27,19,2022-03-26T21:34:12Z,1440000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Jones 2 FT),"[1630631, 1630200]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,,,,,,,203591.0,1.0,0.0,Jones,1630200.0,,,,,,,,,,
146,PT01M01.00S,2022-03-26T21:34:11.5Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,27,19,2022-03-26T21:34:11Z,1460000,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2022-03-26T21:34:11.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,27,19,2022-03-26T21:34:11Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,
148,PT01M01.00S,2022-03-26T21:34:24.6Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,27,20,2022-03-26T21:34:24Z,1480000,,,0,,T. Jones Free Throw 2 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
149,PT00M39.40S,2022-03-26T21:34:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,88.38699080157687,59.068627450980394,1610612740,29,20,2022-03-26T21:34:54Z,1490000,45.0,57.0,1,right,J. Alvarado 7' driving floating Jump Shot (2 PTS) (L. Nance Jr. 1 AST),"[1630631, 1626204]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,7.26,Made,,,,,,,,,,2.0,,,L. Nance Jr.,1626204.0,1.0,,,,
150,PT00M31.40S,2022-03-26T21:35:00.0Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612759,29,20,2022-03-26T21:35:05Z,1500000,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1630631]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,
151,PT00M31.40S,2022-03-26T21:35:00.0Z,1,REGULAR,steal,,[],1630631,,,1610612740,29,20,2022-03-26T21:35:02Z,1510000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M28.30S,2022-03-26T21:35:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612740,29,20,2022-03-26T21:35:20Z,1520000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Hernangomez 2 FT),"[1628380, 1626195]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,202056.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,
155,PT00M28.30S,2022-03-26T21:35:40.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626195,,,1610612740,30,20,2022-03-26T21:36:29Z,1540000,,,0,,W. Hernangomez Free Throw 1 of 2 (1 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
156,PT00M28.30S,2022-03-26T21:35:57.5Z,1,REGULAR,foul,technical,['inpenalty'],1628380,,,1610612740,30,20,2022-03-26T21:36:03Z,1550000,,,0,,Z. Collins double technical FOUL (1 Tech),[1628380],1610612759.0,SAS,double,,,Collins,Z. Collins,,,,,,,,,,,202041.0,1.0,1.0,,,,,,,,,,,,
157,PT00M28.30S,2022-03-26T21:35:57.5Z,1,REGULAR,foul,technical,['inpenalty'],1630230,,,1610612740,30,20,2022-03-26T21:36:05Z,1560000,,,0,,N. Marshall double technical FOUL (1 Tech),[1630230],1610612740.0,NOP,double,,,Marshall,N. Marshall,,,,,,,,,,,202041.0,0.0,1.0,,,,,,,,,,,,
158,PT00M28.30S,2022-03-26T21:35:40.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626195,,,1610612740,30,20,2022-03-26T21:36:29Z,1570000,,,0,,MISS W. Hernangomez Free Throw 2 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M28.30S,2022-03-26T21:35:40.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,30,20,2022-03-26T21:36:29Z,1580000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
160,PT00M09.00S,2022-03-26T21:36:40.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,30,20,2022-03-26T21:36:40Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M06.20S,2022-03-26T21:37:17.8Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630530,,,1610612759,30,20,2022-03-26T21:37:28Z,1610000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Murray 3 FT),"[1630530, 1627749]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,,,,202056.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,
164,PT00M06.20S,2022-03-26T21:37:33.7Z,1,REGULAR,freethrow,1 of 3,[],1627749,,,1610612759,30,21,2022-03-26T21:37:33Z,1630000,,,0,,D. Murray Free Throw 1 of 3 (5 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
165,PT00M06.20S,2022-03-26T21:37:39.5Z,1,REGULAR,freethrow,2 of 3,[],1627749,,,1610612759,30,22,2022-03-26T21:37:39Z,1640000,,,0,,D. Murray Free Throw 2 of 3 (6 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
166,PT00M06.20S,2022-03-26T21:37:53.4Z,1,REGULAR,freethrow,3 of 3,[],1627749,,,1610612759,30,22,2022-03-26T21:37:53Z,1650000,,,0,,MISS D. Murray Free Throw 3 of 3,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M04.20S,2022-03-26T21:37:54.8Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,30,22,2022-03-26T21:37:54Z,1660000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
168,PT00M00.00S,2022-03-26T21:38:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,93.77463863337714,46.568627450980394,1610612740,32,22,2022-03-26T21:38:48Z,1670000,-17.0,6.0,1,right,N. Marshall driving Layup (4 PTS),[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,1.82,Made,,,,,,,,,,4.0,,,,,,,,,
169,PT00M00.00S,2022-03-26T21:38:49.0Z,1,REGULAR,instantreplay,request,[],0,,,1610612759,32,22,2022-03-26T21:39:01Z,1680000,,,0,,,[],,,stands,,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,End Period - Good Basket
170,PT00M00.00S,2022-03-26T21:39:03.8Z,1,REGULAR,period,end,[],0,,,1610612759,32,22,2022-03-26T21:39:03Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612759,32,22,2022-03-26T21:40:46Z,1700000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612759,32,22,2022-03-26T21:40:46Z,1710000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,32,22,2022-03-26T21:40:46Z,1720000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612759,32,22,2022-03-26T21:40:46Z,1730000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612759,32,22,2022-03-26T21:40:46Z,1740000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-03-26T21:40:09.6Z,2,REGULAR,substitution,in,['startperiod'],1630563,,,1610612759,32,22,2022-03-26T21:40:46Z,1750000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-26T21:40:46.4Z,2,REGULAR,period,start,[],0,,,1610612740,32,22,2022-03-26T21:40:46Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
