actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
176,PT00M00.00S,2021-11-25T01:37:07.5Z,1,REGULAR,period,end,[],0,,,1610612740,36,27,2021-11-25T01:37:07Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,36,27,2021-11-25T01:39:39Z,1720000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,36,27,2021-11-25T01:39:39Z,1730000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,36,27,2021-11-25T01:39:39Z,1740000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,36,27,2021-11-25T01:39:39Z,1750000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,36,27,2021-11-25T01:39:39Z,1760000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-11-25T01:39:13.0Z,2,REGULAR,substitution,in,['startperiod'],1627742,,,1610612740,36,27,2021-11-25T01:39:39Z,1770000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-11-25T01:39:40.4Z,2,REGULAR,period,start,[],0,,,1610612764,36,27,2021-11-25T01:39:40Z,1780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M45.00S,2021-11-25T01:39:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,5.469776609724048,50.245098039215684,1610612764,36,29,2021-11-25T01:40:00Z,1790000,-1.0,-1.0,1,left,M. Harrell alley-oop DUNK (4 PTS) (S. Dinwiddie 2 AST),"[1626149, 203915]",1610612764.0,WAS,alley-oop,,,Harrell,M. Harrell,,,,,0.16,Made,4.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
186,PT11M26.00S,2021-11-25T01:40:13.3Z,2,REGULAR,2pt,Jump Shot,[],1627742,85.75886990801577,19.607843137254903,1610612740,38,29,2021-11-25T01:40:42Z,1810000,-152.0,81.0,1,right,B. Ingram 17' turnaround Jump Shot (8 PTS) (T. Satoransky 1 AST),"[1627742, 203107]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,17.24,Made,8.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,,,,,
188,PT11M08.00S,2021-11-25T01:40:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.258212877792378,47.30392156862745,1610612764,38,29,2021-11-25T01:41:30Z,1830000,13.0,6.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,,
189,PT11M06.00S,2021-11-25T01:40:33.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,38,29,2021-11-25T01:40:38Z,1840000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,
190,PT10M59.00S,2021-11-25T01:40:40.1Z,2,REGULAR,2pt,Jump Shot,[],1629638,78.53153745072274,29.901960784313726,1610612740,38,29,2021-11-25T01:40:45Z,1850000,-100.0,149.0,1,right,MISS N. Alexander-Walker 18' step back Shot,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,18.0,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M57.00S,2021-11-25T01:40:42.1Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,38,29,2021-11-25T01:40:45Z,1860000,,,0,,M. Harrell REBOUND (Off:1 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,190.0,2.0,1.0,1.0,,,,,,
194,PT10M49.00S,2021-11-25T01:41:07.8Z,2,REGULAR,violation,kicked ball,[],203107,,,1610612764,38,29,2021-11-25T01:41:30Z,1890000,,,0,,T. Satoransky kicked ball VIOLATION,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,2715.0,,,,,,,,,,,,,,
195,PT10M39.00S,2021-11-25T01:41:38.6Z,2,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612764,38,29,2021-11-25T01:41:47Z,1900000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Harrell 2 FT),"[1626195, 1626149]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,,,,,,,2715.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,
197,PT10M39.00S,2021-11-25T01:42:10.0Z,2,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,38,29,2021-11-25T01:42:10Z,1920000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M39.00S,2021-11-25T01:42:10.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,38,29,2021-11-25T01:42:10Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,
199,PT10M39.00S,2021-11-25T01:42:29.5Z,2,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,38,29,2021-11-25T01:42:29Z,1940000,,,0,,MISS M. Harrell Free Throw 2 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M36.00S,2021-11-25T01:42:30.5Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,38,29,2021-11-25T01:42:30Z,1950000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,
201,PT10M25.00S,2021-11-25T01:42:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,89.04402102496715,61.029411764705884,1610612740,38,29,2021-11-25T01:42:50Z,1960000,55.0,50.0,1,right,MISS T. Satoransky 7' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,7.47,Missed,,,,,,,,,,,,,,,,,,,
202,PT10M22.00S,2021-11-25T01:42:45.7Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,38,29,2021-11-25T01:42:45Z,1970000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,
203,PT10M14.00S,2021-11-25T01:42:53.0Z,2,REGULAR,3pt,Jump Shot,[],202722,19.398817345597898,94.36274509803921,1610612764,38,29,2021-11-25T01:43:00Z,1980000,-222.0,130.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
204,PT10M09.00S,2021-11-25T01:42:58.0Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,38,29,2021-11-25T01:43:00Z,1990000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,
205,PT10M04.00S,2021-11-25T01:43:02.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626195,91.27792378449409,48.28431372549019,1610612740,40,29,2021-11-25T01:43:32Z,2000000,-9.0,29.0,1,right,W. Hernangomez Layup (2 PTS) (J. Hart 3 AST),"[1626195, 1628404]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,3.07,Made,2.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,,,
207,PT09M42.00S,2021-11-25T01:43:27.2Z,2,REGULAR,turnover,out-of-bounds,[],1626149,,,1610612764,40,29,2021-11-25T01:43:43Z,2020000,,,0,,M. Harrell bad pass out-of-bounds TURNOVER (1 TO),[1626149],1610612764.0,WAS,bad pass,,,Harrell,M. Harrell,,,,,,,,,,,2715.0,,,,,,,,,,,1.0,,,
208,PT09M26.00S,2021-11-25T01:43:48.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,93.9060446780552,56.372549019607845,1610612740,40,29,2021-11-25T01:44:26Z,2030000,32.0,5.0,1,right,MISS J. Hart driving floating Shot,[1628404],1610612740.0,NOP,driving floating,,,Hart,J. Hart,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M25.00S,2021-11-25T01:43:49.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,40,29,2021-11-25T01:44:07Z,2040000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,
210,PT09M25.00S,2021-11-25T01:43:54.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,40,29,2021-11-25T01:43:54Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M21.00S,2021-11-25T01:44:04.0Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612764,40,29,2021-11-25T01:44:11Z,2060000,,,0,,A. Holiday bad pass TURNOVER (1 TO),"[1628988, 203107]",1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,1.0,Satoransky,203107.0,
212,PT09M21.00S,2021-11-25T01:44:04.0Z,2,REGULAR,steal,,[],203107,,,1610612740,40,29,2021-11-25T01:44:06Z,2070000,,,0,,T. Satoransky STEAL (1 STL),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M20.00S,2021-11-25T01:44:08.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628404,94.1688567674113,50.0,1610612740,42,29,2021-11-25T01:45:19Z,2080000,0.0,2.0,1,right,J. Hart cutting DUNK (6 PTS) (T. Satoransky 2 AST),"[1628404, 203107]",1610612740.0,NOP,cutting,,,Hart,J. Hart,,,,,0.23,Made,6.0,T. Satoransky,203107.0,2.0,,,,,,,,,,,,,,,
215,PT09M20.00S,2021-11-25T01:44:12.2Z,2,REGULAR,foul,personal,['1freethrow'],1628988,,,1610612740,42,29,2021-11-25T01:44:30Z,2100000,,,0,,A. Holiday shooting personal FOUL (1 PF) (Hart 1 FT),"[1628988, 1628404]",1610612764.0,WAS,shooting,,,Holiday,A. Holiday,,,,,,,,,,,203592.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,
217,PT09M20.00S,2021-11-25T01:44:48.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628404,,,1610612740,43,29,2021-11-25T01:44:48Z,2120000,,,0,,J. Hart Free Throw 1 of 1 (7 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
218,PT09M10.00S,2021-11-25T01:45:02.8Z,2,REGULAR,turnover,out-of-bounds,[],203915,,,1610612764,43,29,2021-11-25T01:45:21Z,2130000,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612764.0,WAS,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,203592.0,,,,,,,,,,,1.0,,,
219,PT09M00.00S,2021-11-25T01:45:24.9Z,2,REGULAR,foul,personal,[],1630166,,,1610612740,43,29,2021-11-25T01:45:49Z,2140000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 1626195]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,203592.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,,,
221,PT08M53.00S,2021-11-25T01:45:45.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,80.23981603153744,49.26470588235294,1610612740,45,29,2021-11-25T01:45:51Z,2160000,-4.0,133.0,1,right,B. Ingram 13' pullup Jump Shot (10 PTS) (W. Hernangomez 1 AST),"[1627742, 1626195]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,13.33,Made,10.0,W. Hernangomez,1626195.0,1.0,,,,,,,,,,,,,,,
222,PT08M32.00S,2021-11-25T01:46:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,6.389618922470433,53.67647058823529,1610612764,45,29,2021-11-25T01:47:45Z,2170000,-18.0,8.0,1,left,MISS A. Holiday driving Layup,[1628988],1610612764.0,WAS,driving,,,Holiday,A. Holiday,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
223,PT08M29.00S,2021-11-25T01:46:09.3Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,45,29,2021-11-25T01:52:31Z,2180000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,222.0,1.0,1.0,0.0,,,,,,
224,PT08M14.00S,2021-11-25T01:46:24.7Z,2,REGULAR,3pt,Jump Shot,[],1627742,67.23061760840999,37.745098039215684,1610612740,45,29,2021-11-25T01:46:29Z,2190000,-61.0,256.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M10.00S,2021-11-25T01:46:28.7Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612764,45,29,2021-11-25T01:46:29Z,2200000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,
226,PT08M04.00S,2021-11-25T01:46:36.9Z,2,REGULAR,3pt,Jump Shot,[],202722,23.866622864651774,12.990196078431374,1610612764,45,29,2021-11-25T01:56:16Z,2210000,185.0,172.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
227,PT08M03.00S,2021-11-25T01:46:37.9Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,45,29,2021-11-25T01:56:16Z,2220000,,,0,,M. Harrell REBOUND (Off:2 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,226.0,3.0,1.0,2.0,,,,,,
271,PT08M02.00S,2021-11-25T01:46:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,6.4881734559789805,57.59803921568628,1610612764,45,29,2021-11-25T01:56:28Z,2225000,-38.0,8.0,1,left,MISS M. Harrell Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
272,PT08M01.00S,2021-11-25T01:46:48.1Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,45,29,2021-11-25T01:56:28Z,2227500,,,0,,M. Harrell REBOUND (Off:3 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,271.0,4.0,1.0,3.0,,,,,,
228,PT08M00.00S,2021-11-25T01:46:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,5.124835742444152,52.083333333333336,1610612764,45,29,2021-11-25T02:28:47Z,2230000,-10.0,-4.0,1,left,MISS M. Harrell Layup - blocked,"[1626149, 1626195]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,1.13,Missed,,,,,,,,,,,,,,Hernangomez,1626195.0,,,,
229,PT08M00.00S,2021-11-25T01:46:48.4Z,2,REGULAR,block,,[],1626195,,,1610612764,45,29,2021-11-25T01:46:43Z,2240000,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M59.00S,2021-11-25T01:46:49.4Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,45,29,2021-11-25T02:28:47Z,2250000,,,0,,M. Harrell REBOUND (Off:4 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,228.0,5.0,1.0,4.0,,,,,,
231,PT07M58.00S,2021-11-25T01:46:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.703679369250986,55.14705882352941,1610612764,45,31,2021-11-25T01:53:33Z,2260000,-26.0,20.0,1,left,M. Harrell putback Layup (6 PTS),[1626149],1610612764.0,WAS,putback,,,Harrell,M. Harrell,,,,,3.25,Made,6.0,,,,,,,,,,,,,,,,,,
232,PT07M58.00S,2021-11-25T01:47:08.0Z,2,REGULAR,foul,personal,['1freethrow'],203107,,,1610612764,45,31,2021-11-25T01:47:23Z,2270000,,,0,,T. Satoransky shooting personal FOUL (1 PF) (Harrell 1 FT),"[203107, 1626149]",1610612740.0,NOP,shooting,,,Satoransky,T. Satoransky,,,,,,,,,,,203592.0,1.0,0.0,Harrell,1626149.0,,,,,,,,,,
234,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,out,[],202722,,,1610612764,45,31,2021-11-25T01:47:26Z,2290000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,45,31,2021-11-25T01:47:26Z,2300000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612764,45,31,2021-11-25T01:48:58Z,2305000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,in,[],203078,,,1610612764,45,31,2021-11-25T01:48:58Z,2307500,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,out,[],203915,,,1610612764,45,31,2021-11-25T02:10:54Z,2308125,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M58.00S,2021-11-25T01:47:16.7Z,2,REGULAR,substitution,in,[],203526,,,1610612764,45,31,2021-11-25T02:10:54Z,2308437,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M58.00S,2021-11-25T01:47:42.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626149,,,1610612764,45,31,2021-11-25T01:53:33Z,2310000,,,0,,MISS M. Harrell Free Throw 1 of 1,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
237,PT07M55.00S,2021-11-25T01:47:45.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,45,31,2021-11-25T01:47:53Z,2320000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,
238,PT07M46.00S,2021-11-25T01:47:51.4Z,2,REGULAR,2pt,Jump Shot,[],1629638,87.20433639947439,20.34313725490196,1610612740,45,31,2021-11-25T01:48:01Z,2330000,-148.0,68.0,1,right,MISS N. Alexander-Walker 16' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,16.31,Missed,,,,,,,,,,,,,,,,,,,
239,PT07M43.00S,2021-11-25T01:47:54.4Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,45,31,2021-11-25T01:48:01Z,2340000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,238.0,2.0,2.0,0.0,,,,,,
240,PT07M31.00S,2021-11-25T01:48:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,5.601182654402102,53.67647058823529,1610612764,45,33,2021-11-25T01:58:18Z,2350000,-18.0,0.0,1,left,B. Beal driving Layup (7 PTS) (K. Kuzma 3 AST),"[203078, 1628398]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,1.84,Made,7.0,K. Kuzma,1628398.0,3.0,,,,,,,,,,,,,,,
242,PT07M15.00S,2021-11-25T01:48:24.9Z,2,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612740,45,33,2021-11-25T01:48:36Z,2370000,,,0,,M. Harrell shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1626149, 1626195]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,203592.0,2.0,0.0,Hernangomez,1626195.0,,,,,,,,,,
244,PT07M15.00S,2021-11-25T01:48:57.2Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,46,33,2021-11-25T01:48:57Z,2390000,,,0,,W. Hernangomez Free Throw 1 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
372,PT07M15.00S,2021-11-25T01:49:21.2Z,2,REGULAR,substitution,out,[],1626149,,,1610612740,46,33,2021-11-25T02:17:52Z,2415000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M15.00S,2021-11-25T01:49:21.2Z,2,REGULAR,substitution,in,[],1629655,,,1610612740,46,33,2021-11-25T02:17:52Z,2433750,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M15.00S,2021-11-25T01:49:21.2Z,2,REGULAR,substitution,in,[],203484,,,1610612740,46,33,2021-11-25T02:17:52Z,2436875,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M15.00S,2021-11-25T01:49:21.2Z,2,REGULAR,substitution,out,[],1630166,,,1610612740,46,33,2021-11-25T02:23:57Z,2438437,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M15.00S,2021-11-25T01:49:25.0Z,2,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,47,33,2021-11-25T01:49:25Z,2440000,,,0,,W. Hernangomez Free Throw 2 of 2 (4 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
252,PT06M57.00S,2021-11-25T01:49:45.3Z,2,REGULAR,3pt,Jump Shot,[],203484,15.456636005256241,4.411764705882353,1610612764,47,33,2021-11-25T01:49:53Z,2450000,228.0,93.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M54.00S,2021-11-25T01:49:48.3Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,47,33,2021-11-25T01:49:53Z,2460000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,252.0,1.0,0.0,1.0,,,,,,
254,PT06M51.00S,2021-11-25T01:49:50.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,5.206964520367937,49.754901960784316,1610612764,47,35,2021-11-25T01:50:00Z,2470000,1.0,-4.0,1,left,D. Gafford putback DUNK (2 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,0.38,Made,2.0,,,,,,,,,,,,,,,,,,
255,PT06M38.00S,2021-11-25T01:50:03.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,93.11760840998686,46.568627450980394,1610612740,49,35,2021-11-25T01:50:09Z,2480000,-17.0,12.0,1,right,W. Hernangomez Layup (6 PTS) (T. Satoransky 3 AST),"[1626195, 203107]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.11,Made,6.0,T. Satoransky,203107.0,3.0,,,,,,,,,,,,,,,
257,PT06M29.00S,2021-11-25T01:50:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,14.4053876478318,49.50980392156863,1610612764,49,35,2021-11-25T01:50:24Z,2500000,2.0,83.0,1,left,MISS R. Neto 8' Jump Shot,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,8.29,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M29.00S,2021-11-25T01:50:12.8Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,49,35,2021-11-25T02:01:53Z,2510000,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,257.0,2.0,0.0,2.0,,,,,,
259,PT06M23.00S,2021-11-25T01:50:19.8Z,2,REGULAR,turnover,lost ball,[],1629655,,,1610612764,49,35,2021-11-25T01:50:38Z,2520000,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1626195]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,1.0,Hernangomez,1626195.0,
