actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
176,PT09M39.00S,2021-10-30T23:41:43.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,28,41,2021-10-30T23:41:53Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,
177,PT09M39.00S,2021-10-30T23:41:49.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,28,41,2021-10-30T23:41:49Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M37.00S,2021-10-30T23:41:59.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628984,93.51182654402102,75.49019607843137,1610612740,28,41,2021-10-30T23:42:06Z,1770000,127.0,8.0,1,right,MISS D. Graham 12' running pullup Shot,[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,12.78,Missed,,,,,,,,,,,,,,,,,,,
179,PT09M33.00S,2021-10-30T23:42:03.2Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,28,41,2021-10-30T23:42:06Z,1780000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,178.0,,,,2.0,2.0,0.0,,,,,,
180,PT09M16.00S,2021-10-30T23:42:19.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.338370565045992,55.392156862745104,1610612752,28,41,2021-10-30T23:42:24Z,1790000,-27.0,-2.0,1,left,MISS I. Quickley driving Layup - blocked,"[1630193, 1629637]",1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,2.71,Missed,,,,,,,,,,,,,,,,,Hayes,1629637.0,
181,PT09M16.00S,2021-10-30T23:42:19.1Z,2,REGULAR,block,,[],1629637,,,1610612752,28,41,2021-10-30T23:42:21Z,1800000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M14.00S,2021-10-30T23:42:21.1Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,28,41,2021-10-30T23:42:24Z,1810000,,,0,,T. Gibson REBOUND (Off:4 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,180.0,,,,7.0,3.0,4.0,,,,,,
183,PT09M11.00S,2021-10-30T23:42:24.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,15.325229960578188,3.6764705882352944,1610612752,28,41,2021-10-30T23:42:32Z,1820000,232.0,92.0,1,left,MISS O. Toppin 24' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M11.00S,2021-10-30T23:42:24.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,28,41,2021-10-30T23:42:32Z,1830000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,
185,PT09M11.00S,2021-10-30T23:42:34.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,28,41,2021-10-30T23:42:34Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M48.00S,2021-10-30T23:43:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,93.11760840998686,46.81372549019608,1610612740,28,41,2021-10-30T23:43:04Z,1850000,-16.0,12.0,1,right,MISS K. Lewis Jr. cutting Layup,[1630184],1610612740.0,NOP,cutting,,,Lewis Jr.,K. Lewis Jr.,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M47.00S,2021-10-30T23:43:01.0Z,2,REGULAR,rebound,offensive,[],1628984,,,1610612740,28,41,2021-10-30T23:44:43Z,1860000,,,0,,D. Graham REBOUND (Off:1 Def:0),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,186.0,,,,1.0,0.0,1.0,,,,,,
188,PT08M41.00S,2021-10-30T23:43:06.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628984,74.98357424441524,62.254901960784316,1610612740,28,41,2021-10-30T23:43:12Z,1870000,61.0,183.0,1,right,MISS D. Graham 19' Jump Shot,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,19.27,Missed,,,,,,,,,,,,,,,,,,,
189,PT08M39.00S,2021-10-30T23:43:09.0Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,28,41,2021-10-30T23:43:09Z,1880000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,188.0,,,,2.0,2.0,0.0,,,,,,
190,PT08M38.00S,2021-10-30T23:43:12.5Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612752,28,41,2021-10-30T23:43:29Z,1890000,,,0,,D. Graham shooting personal FOUL (2 PF) (Quickley 2 FT),"[1628984, 1630193]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,202056.0,2.0,0.0,Quickley,1630193.0,,,,,,,,,,,,,
192,PT08M38.00S,2021-10-30T23:43:47.3Z,2,REGULAR,substitution,out,[],1630184,,,1610612752,28,41,2021-10-30T23:43:50Z,1910000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M38.00S,2021-10-30T23:43:47.3Z,2,REGULAR,substitution,in,[],1629638,,,1610612752,28,41,2021-10-30T23:43:50Z,1920000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M38.00S,2021-10-30T23:44:05.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630193,,,1610612752,28,41,2021-10-30T23:44:05Z,1930000,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
195,PT08M38.00S,2021-10-30T23:44:05.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,28,41,2021-10-30T23:44:05Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,
196,PT08M38.00S,2021-10-30T23:44:09.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630193,,,1610612752,28,42,2021-10-30T23:44:09Z,1950000,,,0,,I. Quickley Free Throw 2 of 2 (3 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
197,PT08M34.00S,2021-10-30T23:44:33.8Z,2,REGULAR,foul,personal,[],202692,,,1610612740,28,42,2021-10-30T23:47:40Z,1960000,,,0,,A. Burks personal FOUL (2 PF),"[202692, 1630230]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,202056.0,2.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,
199,PT08M27.00S,2021-10-30T23:44:48.4Z,2,REGULAR,3pt,Jump Shot,[],1630230,66.3107752956636,40.68627450980392,1610612740,28,42,2021-10-30T23:44:55Z,1980000,-47.0,264.0,1,right,MISS N. Marshall 26' 3PT - blocked,"[1630230, 1630167]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,26.83,Missed,,,,,,,,,,,,,,,,,Toppin,1630167.0,
200,PT08M27.00S,2021-10-30T23:44:48.4Z,2,REGULAR,block,,[],1630167,,,1610612740,28,42,2021-10-30T23:44:52Z,1990000,,,0,,O. Toppin BLOCK (2 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M22.00S,2021-10-30T23:44:53.4Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,28,42,2021-10-30T23:44:55Z,2000000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,199.0,,,,3.0,3.0,0.0,,,,,,
202,PT08M19.00S,2021-10-30T23:44:58.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201565,5.206964520367937,41.17647058823529,1610612752,28,42,2021-10-30T23:45:09Z,2010000,44.0,-4.0,1,left,MISS D. Rose driving Layup - blocked,"[201565, 1629637]",1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,4.42,Missed,,,,,,,,,,,,,,,,,Hayes,1629637.0,
203,PT08M19.00S,2021-10-30T23:44:58.1Z,2,REGULAR,block,,[],1629637,,,1610612752,28,42,2021-10-30T23:45:00Z,2020000,,,0,,J. Hayes BLOCK (2 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M19.00S,2021-10-30T23:44:58.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,42,2021-10-30T23:45:09Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,
205,PT08M19.00S,2021-10-30T23:45:03.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,28,42,2021-10-30T23:45:03Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M17.00S,2021-10-30T23:45:14.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202692,9.411957950065702,19.11764705882353,1610612752,28,44,2021-10-30T23:45:21Z,2050000,154.0,36.0,1,left,A. Burks 15' running pullup Jump Shot (7 PTS) (D. Rose 1 AST),"[202692, 201565]",1610612752.0,NYK,running pullup,,,Burks,A. Burks,,,,,15.85,Made,7.0,,,,,,,D. Rose,201565.0,1.0,,,,,,,,,
208,PT07M58.00S,2021-10-30T23:45:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,80.3712220762155,36.76470588235294,1610612740,30,44,2021-10-30T23:45:38Z,2070000,-66.0,132.0,1,right,N. Alexander-Walker 14' pullup Jump Shot (2 PTS),[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,14.77,Made,2.0,,,,,,,,,,,,,,,,,,
209,PT07M31.00S,2021-10-30T23:46:01.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,19.004599211563733,45.588235294117645,1610612752,30,44,2021-10-30T23:46:08Z,2080000,22.0,126.0,1,left,MISS I. Quickley 12' floating Shot,[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,12.8,Missed,,,,,,,,,,,,,,,,,,,
210,PT07M29.00S,2021-10-30T23:46:03.2Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,30,44,2021-10-30T23:46:03Z,2090000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,209.0,,,,2.0,2.0,0.0,,,,,,
211,PT07M26.00S,2021-10-30T23:46:10.2Z,2,REGULAR,foul,personal,[],1630193,,,1610612740,30,44,2021-10-30T23:46:17Z,2100000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1629638]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,202056.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,
213,PT07M15.00S,2021-10-30T23:46:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.46057818659659,45.09803921568628,1610612740,30,44,2021-10-30T23:46:46Z,2120000,-25.0,18.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,Marshall,N. Marshall,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
214,PT07M11.00S,2021-10-30T23:46:43.6Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,30,44,2021-10-30T23:46:46Z,2130000,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,213.0,,,,3.0,2.0,1.0,,,,,,
215,PT07M11.00S,2021-10-30T23:46:42.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,32,44,2021-10-30T23:46:50Z,2140000,0.0,0.0,1,right,J. Hayes putback Layup (2 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
216,PT07M06.00S,2021-10-30T23:46:54.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,32,44,2021-10-30T23:46:54Z,2150000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,out,[],1630530,,,1610612752,32,44,2021-10-30T23:49:15Z,2160000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,32,44,2021-10-30T23:49:15Z,2170000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,out,[],201565,,,1610612752,32,44,2021-10-30T23:49:15Z,2180000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,out,[],201959,,,1610612752,32,44,2021-10-30T23:49:15Z,2190000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,32,44,2021-10-30T23:49:15Z,2200000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,in,[],203944,,,1610612752,32,44,2021-10-30T23:49:15Z,2210000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,32,44,2021-10-30T23:49:15Z,2220000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M06.00S,2021-10-30T23:48:41.0Z,2,REGULAR,substitution,in,[],202689,,,1610612752,32,44,2021-10-30T23:49:15Z,2230000,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M57.00S,2021-10-30T23:50:08.4Z,2,REGULAR,turnover,3-second-violation,[],1629011,,,1610612752,32,44,2021-10-30T23:50:18Z,2240000,,,0,,M. Robinson 3-second-violation TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,202056.0,,,,,,,,,,,,1.0,,,,,
226,PT06M39.00S,2021-10-30T23:50:34.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628984,93.24901445466492,45.588235294117645,1610612740,34,44,2021-10-30T23:50:41Z,2250000,-22.0,11.0,1,right,D. Graham driving finger roll Layup (4 PTS) (N. Alexander-Walker 2 AST),"[1628984, 1629638]",1610612740.0,NOP,driving finger roll,,,Graham,D. Graham,,,,,2.47,Made,4.0,,,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,
228,PT06M32.00S,2021-10-30T23:50:49.5Z,2,REGULAR,foul,personal,[],1630230,,,1610612752,34,44,2021-10-30T23:51:04Z,2270000,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 202692]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,200832.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,
230,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,out,[],1629637,,,1610612752,34,44,2021-10-30T23:51:24Z,2290000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,34,44,2021-10-30T23:51:24Z,2300000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,out,[],202692,,,1610612752,34,44,2021-10-30T23:51:24Z,2310000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,in,[],202685,,,1610612752,34,44,2021-10-30T23:51:24Z,2320000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,in,[],203095,,,1610612752,34,44,2021-10-30T23:51:24Z,2330000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M32.00S,2021-10-30T23:50:56.7Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,34,44,2021-10-30T23:51:24Z,2340000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M28.00S,2021-10-30T23:51:31.7Z,2,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612752,34,44,2021-10-30T23:51:41Z,2350000,,,0,,J. Hart shooting personal FOUL (1 PF) (Walker 2 FT),"[1628404, 202689]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,204058.0,1.0,0.0,Walker,202689.0,,,,,,,,,,,,,
238,PT06M28.00S,2021-10-30T23:51:42.1Z,2,REGULAR,freethrow,1 of 2,[],202689,,,1610612752,34,45,2021-10-30T23:51:42Z,2370000,,,0,,K. Walker Free Throw 1 of 2 (6 PTS),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
239,PT06M28.00S,2021-10-30T23:51:55.0Z,2,REGULAR,freethrow,2 of 2,[],202689,,,1610612752,34,46,2021-10-30T23:51:55Z,2380000,,,0,,K. Walker Free Throw 2 of 2 (7 PTS),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
240,PT06M21.00S,2021-10-30T23:52:06.5Z,2,REGULAR,3pt,Jump Shot,[],1628404,69.46452036793693,26.96078431372549,1610612740,34,46,2021-10-30T23:52:12Z,2390000,-115.0,235.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M16.00S,2021-10-30T23:52:11.5Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,34,46,2021-10-30T23:52:12Z,2400000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,240.0,,,,2.0,2.0,0.0,,,,,,
242,PT06M07.00S,2021-10-30T23:52:18.9Z,2,REGULAR,3pt,Jump Shot,[],1629628,23.73521681997372,84.31372549019608,1610612752,34,49,2021-10-30T23:52:24Z,2410000,-172.0,171.0,1,left,R. Barrett 24' 3PT  (10 PTS) (K. Walker 3 AST),"[1629628, 202689]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.2,Made,10.0,,,,,,,K. Walker,202689.0,3.0,,,,,,,,,
244,PT05M56.00S,2021-10-30T23:52:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,66.44218134034165,51.470588235294116,1610612740,37,49,2021-10-30T23:52:36Z,2430000,7.0,263.0,1,right,N. Alexander-Walker 26' 3PT  (5 PTS) (J. Valanciunas 3 AST),"[1629638, 202685]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.3,Made,5.0,,,,,,,J. Valanciunas,202685.0,3.0,,,,,,,,,
246,PT05M41.00S,2021-10-30T23:52:46.2Z,2,REGULAR,2pt,Jump Shot,[],203944,20.18725361366623,30.637254901960787,1610612752,37,51,2021-10-30T23:52:53Z,2450000,97.0,137.0,1,left,J. Randle 16' pullup Jump Shot (8 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,16.8,Made,8.0,,,,,,,,,,,,,,,,,,
247,PT05M28.00S,2021-10-30T23:53:02.0Z,2,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612740,37,51,2021-10-30T23:53:08Z,2460000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Marshall 2 FT),"[1629628, 1630230]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,204058.0,2.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,
249,PT05M28.00S,2021-10-30T23:53:24.4Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,38,51,2021-10-30T23:53:24Z,2480000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
250,PT05M28.00S,2021-10-30T23:53:39.0Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,39,51,2021-10-30T23:53:39Z,2490000,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
251,PT05M18.00S,2021-10-30T23:53:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.206964520367937,51.71568627450981,1610612752,39,53,2021-10-30T23:53:57Z,2500000,-9.0,-4.0,1,left,M. Robinson alley-oop DUNK (6 PTS) (R. Barrett 2 AST),"[1629011, 1629628]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,0.93,Made,6.0,,,,,,,R. Barrett,1629628.0,2.0,,,,,,,,,
253,PT05M06.00S,2021-10-30T23:54:02.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,76.03482260183968,86.51960784313727,1610612740,39,53,2021-10-30T23:54:08Z,2520000,183.0,173.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
254,PT05M02.00S,2021-10-30T23:54:06.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612752,39,53,2021-10-30T23:54:08Z,2530000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,253.0,,,,2.0,2.0,0.0,,,,,,
255,PT04M54.00S,2021-10-30T23:54:15.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,7.178055190538765,50.0,1610612752,39,55,2021-10-30T23:54:24Z,2540000,0.0,15.0,1,left,M. Robinson driving finger roll Layup (8 PTS) (R. Barrett 3 AST),"[1629011, 1629628]",1610612752.0,NYK,driving finger roll,,,Robinson,M. Robinson,,,,,1.5,Made,8.0,,,,,,,R. Barrett,1629628.0,3.0,,,,,,,,,
257,PT04M47.00S,2021-10-30T23:54:26.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,39,55,2021-10-30T23:54:26Z,2560000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M47.00S,2021-10-30T23:56:16.2Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,39,55,2021-10-30T23:57:00Z,2570000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M47.00S,2021-10-30T23:56:16.2Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,39,55,2021-10-30T23:57:00Z,2580000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M37.00S,2021-10-30T23:57:25.0Z,2,REGULAR,2pt,Jump Shot,[],202685,72.7496714848883,49.754901960784316,1610612740,41,55,2021-10-30T23:57:30Z,2590000,-1.0,204.0,1,right,J. Valanciunas 20' Jump Shot (14 PTS) (H. Jones 1 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,20.37,Made,14.0,,,,,,,H. Jones,1630529.0,1.0,,,,,,,,,
262,PT04M20.00S,2021-10-30T23:57:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.835085413929041,37.00980392156863,1610612752,41,55,2021-10-30T23:57:47Z,2610000,65.0,21.0,1,left,MISS J. Randle 6' driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,,
263,PT04M18.00S,2021-10-30T23:57:43.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,41,55,2021-10-30T23:57:47Z,2620000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,262.0,,,,2.0,2.0,0.0,,,,,,
264,PT04M13.00S,2021-10-30T23:57:48.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,71.30420499342969,78.67647058823529,1610612740,44,55,2021-10-30T23:57:56Z,2630000,143.0,217.0,1,right,D. Graham 26' 3PT  (7 PTS) (N. Alexander-Walker 3 AST),"[1628984, 1629638]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.03,Made,7.0,,,,,,,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,
266,PT03M56.00S,2021-10-30T23:58:07.3Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612752,44,55,2021-10-31T00:02:11Z,2650000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 1628984]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2.0,Graham,1628984.0,,,
