actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-10T01:10:40.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-10T01:10:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-03-10T01:10:43.2Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2022-03-10T01:10:43Z,40000,,,0,,Jump Ball J. Valanciunas vs. M. Bamba: Tip to C. McCollum,"[203468, 202685, 1628964]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-03-10T01:10:54.9Z,1,REGULAR,3pt,Jump Shot,[],203468,32.14520367936925,38.970588235294116,1610612740,3,0,2022-03-10T01:11:01Z,70000,55.0,250.0,1,left,C. McCollum 25' 3PT  (3 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.57,Made,3.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2022-03-10T01:11:11.0Z,1,REGULAR,3pt,Jump Shot,[],1628964,72.09264126149803,18.627450980392158,1610612753,3,3,2022-03-10T01:11:16Z,90000,-157.0,210.0,1,right,M. Bamba 26' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[1628964, 1628976]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.2,Made,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2022-03-10T01:11:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,10.200394218134035,55.88235294117647,1610612740,3,3,2022-03-10T01:11:36Z,110000,-29.0,43.0,1,left,MISS J. Valanciunas floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,5.24,Missed,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2022-03-10T01:11:34.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,3,2022-03-10T01:12:48Z,120000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M01.00S,2022-03-10T01:11:38.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,93.64323258869908,53.67647058823529,1610612753,3,3,2022-03-10T01:12:23Z,130000,18.0,7.0,1,right,MISS F. Wagner reverse Layup,[1630532],1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,1.98,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2022-03-10T01:11:45.9Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,3,3,2022-03-10T01:12:34Z,140000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M49.00S,2022-03-10T01:11:51.5Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612740,3,3,2022-03-10T01:11:55Z,150000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630532]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,
16,PT10M49.00S,2022-03-10T01:11:51.5Z,1,REGULAR,steal,,[],1630532,,,1610612753,3,3,2022-03-10T01:11:53Z,160000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
