actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
96,PT04M07.00S,2021-11-13T01:24:39.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,21,18,2021-11-13T01:24:47Z,940000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,95.0,3.0,3.0,0.0,,,,
97,PT04M02.00S,2021-11-13T01:24:44.1Z,1,REGULAR,3pt,Jump Shot,[],203925,29.25427069645204,20.588235294117645,1610612751,21,21,2021-11-13T01:24:57Z,950000,147.0,222.0,1,left,J. Harris 26' 3PT  (15 PTS) (D. Bembry 1 AST),"[203925, 1627761]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,26.67,Made,15.0,D. Bembry,1627761.0,1.0,,,,,,,,
99,PT03M49.00S,2021-11-13T01:24:59.6Z,1,REGULAR,turnover,traveling,[],1630529,,,1610612740,21,21,2021-11-13T01:25:08Z,970000,,,0,,H. Jones traveling TURNOVER (1 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,1199.0,,,,,1.0,,,,,,,,,,,,,,
100,PT03M24.00S,2021-11-13T01:25:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,31.61957950065703,22.058823529411764,1610612751,21,24,2021-11-13T01:31:03Z,980000,140.0,245.0,1,left,J. Harden 28' 3PT pullup (5 PTS) (L. Aldridge 1 AST),"[201935, 200746]",1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,,,,,,,28.18,Made,5.0,L. Aldridge,200746.0,1.0,,,,,,,,
102,PT03M12.00S,2021-11-13T01:25:55.0Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612740,21,24,2021-11-13T01:26:01Z,1000000,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1627761]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,1.0,,,,,,,,,,,Bembry,1627761.0,,
103,PT03M12.00S,2021-11-13T01:25:55.0Z,1,REGULAR,steal,,[],1627761,,,1610612751,21,24,2021-11-13T01:25:58Z,1010000,,,0,,D. Bembry STEAL (1 STL),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M04.00S,2021-11-13T01:26:06.3Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612751,21,24,2021-11-13T01:26:27Z,1020000,,,0,,H. Jones shooting personal FOUL (1 PF) (Harden 2 FT),"[1630529, 201935]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,1627963.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
106,PT03M04.00S,2021-11-13T01:26:32.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612751,21,25,2021-11-13T01:26:32Z,1040000,,,0,,J. Harden Free Throw 1 of 2 (6 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,Made,6.0,,,,,,,,,,,
107,PT03M04.00S,2021-11-13T01:26:34.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612751,21,25,2021-11-13T01:26:54Z,1050000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M04.00S,2021-11-13T01:26:34.7Z,1,REGULAR,substitution,out,[],203925,,,1610612751,21,25,2021-11-13T01:26:54Z,1060000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M04.00S,2021-11-13T01:26:34.7Z,1,REGULAR,substitution,in,[],1630530,,,1610612751,21,25,2021-11-13T01:26:54Z,1070000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M04.00S,2021-11-13T01:26:34.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612751,21,25,2021-11-13T01:26:54Z,1080000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2021-11-13T01:26:58.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612751,21,26,2021-11-13T01:26:58Z,1090000,,,0,,J. Harden Free Throw 2 of 2 (7 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,Made,7.0,,,,,,,,,,,
112,PT02M53.00S,2021-11-13T01:27:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,85.89027595269383,55.63725490196079,1610612740,23,26,2021-11-13T01:32:04Z,1100000,28.0,80.0,1,right,J. Hayes 8' floating Jump Shot (2 PTS) (T. Satoransky 1 AST),"[1629637, 203107]",1610612740.0,NOP,floating,,,Hayes,J. Hayes,,,,,,,,,,,8.49,Made,2.0,T. Satoransky,203107.0,1.0,,,,,,,,
114,PT02M29.00S,2021-11-13T01:27:34.7Z,1,REGULAR,3pt,Jump Shot,[],201142,29.38567674113009,22.058823529411764,1610612751,23,29,2021-11-13T01:27:42Z,1120000,140.0,224.0,1,left,K. Durant 26' 3PT  (7 PTS) (J. Harden 5 AST),"[201142, 201935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,26.37,Made,7.0,J. Harden,201935.0,5.0,,,,,,,,
116,PT02M10.00S,2021-11-13T01:27:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202066,88.91261498028909,43.872549019607845,1610612740,23,29,2021-11-13T01:32:48Z,1140000,-31.0,52.0,1,right,MISS G. Temple 6' driving floating Shot,[202066],1610612740.0,NOP,driving floating,,,Temple,G. Temple,,,,,,,,,,,6.01,Missed,,,,,,,,,,,,
117,PT02M08.00S,2021-11-13T01:27:56.8Z,1,REGULAR,rebound,defensive,[],200746,,,1610612751,23,29,2021-11-13T01:28:08Z,1150000,,,0,,L. Aldridge REBOUND (Off:0 Def:1),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,
118,PT02M02.00S,2021-11-13T01:28:09.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,29,2021-11-13T01:28:09Z,1160000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M02.00S,2021-11-13T01:30:20.0Z,1,REGULAR,substitution,out,[],201935,,,1610612751,23,29,2021-11-13T01:30:39Z,1170000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M02.00S,2021-11-13T01:30:20.0Z,1,REGULAR,substitution,in,[],201988,,,1610612751,23,29,2021-11-13T01:30:39Z,1180000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M48.00S,2021-11-13T01:31:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.95335085413929,47.05882352941176,1610612751,23,31,2021-11-13T01:31:24Z,1190000,15.0,116.0,1,left,K. Durant 11' turnaround fadeaway Jump Shot (9 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,,,,,,,11.72,Made,9.0,,,,,,,,,,,
122,PT01M27.00S,2021-11-13T01:31:33.5Z,1,REGULAR,3pt,Jump Shot,[],202066,70.64717477003943,19.852941176470587,1610612740,23,31,2021-11-13T01:31:39Z,1200000,-151.0,223.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,26.95,Missed,,,,,,,,,,,,
123,PT01M24.00S,2021-11-13T01:31:36.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,23,31,2021-11-13T01:31:39Z,1210000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,
124,PT01M06.00S,2021-11-13T01:31:54.7Z,1,REGULAR,2pt,Jump Shot,[],200746,20.45006570302234,63.23529411764706,1610612751,23,33,2021-11-13T01:32:01Z,1220000,-66.0,140.0,1,left,L. Aldridge 15' pullup Jump Shot (2 PTS) (K. Durant 2 AST),"[200746, 201142]",1610612751.0,BKN,pullup,,,Aldridge,L. Aldridge,,,,,,,,,,,15.46,Made,2.0,K. Durant,201142.0,2.0,,,,,,,,
126,PT00M49.60S,2021-11-13T01:32:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202066,91.5407358738502,44.6078431372549,1610612740,25,33,2021-11-13T01:32:27Z,1240000,-27.0,27.0,1,right,G. Temple reverse Layup (5 PTS) (T. Satoransky 2 AST),"[202066, 203107]",1610612740.0,NOP,reverse,,,Temple,G. Temple,,,,,,,,,,,3.82,Made,5.0,T. Satoransky,203107.0,2.0,,,,,,,,
128,PT00M29.30S,2021-11-13T01:32:37.4Z,1,REGULAR,foul,personal,[],203107,,,1610612751,25,33,2021-11-13T01:32:50Z,1260000,,,0,,T. Satoransky personal FOUL (1 PF),"[203107, 201142]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,1199.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
130,PT00M22.50S,2021-11-13T01:33:00.4Z,1,REGULAR,3pt,Jump Shot,[],201988,33.459264126149804,49.754901960784316,1610612751,25,33,2021-11-13T01:33:07Z,1280000,1.0,262.0,1,left,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,26.2,Missed,,,,,,,,,,,,
131,PT00M19.30S,2021-11-13T01:33:03.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,25,33,2021-11-13T01:33:03Z,1290000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,
132,PT00M02.90S,2021-11-13T01:33:20.1Z,1,REGULAR,3pt,Jump Shot,[],202066,88.64980289093299,95.58823529411765,1610612740,25,33,2021-11-13T01:33:26Z,1300000,228.0,54.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,23.43,Missed,,,,,,,,,,,,
133,PT00M02.90S,2021-11-13T01:33:20.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,25,33,2021-11-13T01:33:26Z,1310000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,
134,PT00M00.00S,2021-11-13T01:33:31.2Z,1,REGULAR,period,end,[],0,,,1610612751,25,33,2021-11-13T01:33:31Z,1320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612751,25,33,2021-11-13T01:35:57Z,1330000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612751,25,33,2021-11-13T01:35:57Z,1340000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,out,['startperiod'],203107,,,1610612751,25,33,2021-11-13T01:35:57Z,1350000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612751,25,33,2021-11-13T01:35:57Z,1360000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,25,33,2021-11-13T01:35:57Z,1370000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,in,['startperiod'],1630184,,,1610612751,25,33,2021-11-13T01:35:57Z,1380000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612751,25,33,2021-11-13T01:35:57Z,1390000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612751,25,33,2021-11-13T01:35:57Z,1400000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612751,25,33,2021-11-13T01:35:57Z,1410000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-13T01:34:10.5Z,2,REGULAR,substitution,in,['startperiod'],200794,,,1610612751,25,33,2021-11-13T01:35:57Z,1420000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-13T01:36:09.4Z,2,REGULAR,period,start,[],0,,,1610612751,25,33,2021-11-13T01:36:09Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M47.00S,2021-11-13T01:36:21.9Z,2,REGULAR,3pt,Jump Shot,[],201988,26.363337713534822,80.88235294117648,1610612751,25,33,2021-11-13T01:36:40Z,1440000,-154.0,195.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,24.9,Missed,,,,,,,,,,,,
147,PT11M44.00S,2021-11-13T01:36:24.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,33,2021-11-13T01:36:40Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,
148,PT11M44.00S,2021-11-13T01:36:36.6Z,2,REGULAR,foul,personal,[],1628404,,,1610612751,25,33,2021-11-13T01:36:51Z,1460000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1627761]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,1627541.0,1.0,0.0,Bembry,1627761.0,,,,,,,,,,,,,,,
150,PT11M40.00S,2021-11-13T01:36:53.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],200746,19.530223390275953,74.01960784313727,1610612751,25,33,2021-11-13T01:37:55Z,1480000,-120.0,131.0,1,left,MISS L. Aldridge 17' pullup Shot,[200746],1610612751.0,BKN,pullup,,,Aldridge,L. Aldridge,,,,,,,,,,,17.78,Missed,,,,,,,,,,,,
151,PT11M37.00S,2021-11-13T01:36:56.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,25,33,2021-11-13T01:36:59Z,1490000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,
152,PT11M32.00S,2021-11-13T01:37:01.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,68.67608409986859,17.401960784313726,1610612740,25,33,2021-11-13T01:37:10Z,1500000,-163.0,242.0,1,right,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,29.17,Missed,,,,,,,,,,,,
153,PT11M29.00S,2021-11-13T01:37:04.4Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,25,33,2021-11-13T01:37:10Z,1510000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,
154,PT11M22.00S,2021-11-13T01:37:11.6Z,2,REGULAR,2pt,Jump Shot,[],200746,17.559132720105126,77.45098039215686,1610612751,25,33,2021-11-13T01:38:05Z,1520000,-137.0,113.0,1,left,MISS L. Aldridge 17' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,17.76,Missed,,,,,,,,,,,,
155,PT11M19.00S,2021-11-13T01:37:14.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,25,33,2021-11-13T01:37:17Z,1530000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,154.0,3.0,3.0,0.0,,,,
156,PT11M04.00S,2021-11-13T01:37:29.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,84.31340341655716,59.55882352941176,1610612740,25,33,2021-11-13T01:37:35Z,1540000,48.0,95.0,1,right,MISS J. Valanciunas 10' fadeaway Shot,[202685],1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,,,,,,,10.63,Missed,,,,,,,,,,,,
157,PT11M01.00S,2021-11-13T01:37:32.4Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612740,25,33,2021-11-13T01:37:35Z,1550000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,156.0,1.0,0.0,1.0,,,,
158,PT11M01.00S,2021-11-13T01:37:39.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,25,33,2021-11-13T01:37:39Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M52.00S,2021-11-13T01:37:56.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,89.35611038107753,62.08256740196079,1610612740,25,33,2021-11-13T01:39:00Z,1570000,60.0,48.0,1,right,MISS T. Murphy III 7' driving Layup - blocked,"[1630530, 200746]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,,,,,,7.69,Missed,,,,,,,,,,,Aldridge,200746.0
168,PT10M52.00S,2021-11-13T01:37:56.9Z,2,REGULAR,block,,[],200746,,,1610612740,25,33,2021-11-13T01:39:00Z,1575000,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M48.00S,2021-11-13T01:38:00.9Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,25,33,2021-11-13T01:39:00Z,1580000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,,
161,PT10M46.00S,2021-11-13T01:38:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,12.959921156373195,59.80392156862745,1610612751,25,33,2021-11-13T01:39:48Z,1590000,-49.0,69.0,1,left,MISS D. Bembry 8' running Layup,[1627761],1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,,,,,,,8.49,Missed,,,,,,,,,,,,
162,PT10M41.00S,2021-11-13T01:38:08.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,25,33,2021-11-13T01:39:43Z,1600000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,161.0,4.0,4.0,0.0,,,,
163,PT10M39.00S,2021-11-13T01:38:10.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,69.59592641261499,20.34313725490196,1610612740,28,33,2021-11-13T01:38:26Z,1610000,-148.0,233.0,1,right,N. Alexander-Walker 27' 3PT  (3 PTS) (K. Lewis Jr. 1 AST),"[1629638, 1630184]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,27.64,Made,3.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,
165,PT10M22.00S,2021-11-13T01:38:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,5.075558475689881,55.88235294117647,1610612751,28,35,2021-11-13T01:39:01Z,1630000,-29.0,-5.0,1,left,P. Millsap Layup (2 PTS),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,2.98,Made,2.0,,,,,,,,,,,
166,PT10M01.00S,2021-11-13T01:38:51.0Z,2,REGULAR,foul,personal,['2freethrow'],200794,,,1610612740,28,35,2021-11-13T01:39:03Z,1640000,,,0,,P. Millsap shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[200794, 202685]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,1199.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
169,PT10M01.00S,2021-11-13T01:39:14.6Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,29,35,2021-11-13T01:39:14Z,1660000,,,0,,J. Valanciunas Free Throw 1 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,9.0,,,,,,,,,,,
170,PT10M01.00S,2021-11-13T01:39:31.1Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,30,35,2021-11-13T01:39:31Z,1670000,,,0,,J. Valanciunas Free Throw 2 of 2 (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,Made,10.0,,,,,,,,,,,
171,PT09M48.00S,2021-11-13T01:39:46.3Z,2,REGULAR,2pt,Jump Shot,[],1628975,19.004599211563733,74.01960784313727,1610612751,30,35,2021-11-13T01:39:53Z,1680000,-120.0,126.0,1,left,MISS J. Carter 17' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,,,,,,17.41,Missed,,,,,,,,,,,,
172,PT09M45.00S,2021-11-13T01:39:49.3Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,30,35,2021-11-13T01:39:53Z,1690000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,171.0,1.0,1.0,0.0,,,,
173,PT09M29.00S,2021-11-13T01:40:08.5Z,2,REGULAR,foul,personal,[],200794,,,1610612740,30,35,2021-11-13T01:40:20Z,1700000,,,0,,P. Millsap personal FOUL (2 PF),"[200794, 202685]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,1627963.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,
175,PT09M22.00S,2021-11-13T01:40:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,92.72339027595268,54.90196078431373,1610612740,32,35,2021-11-13T01:40:44Z,1720000,25.0,16.0,1,right,K. Lewis Jr. driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1630184, 202685]",1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,2.92,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,
177,PT09M10.00S,2021-11-13T01:40:50.2Z,2,REGULAR,3pt,Jump Shot,[],1628975,29.6484888304862,24.019607843137255,1610612751,32,38,2021-11-13T01:40:58Z,1740000,130.0,226.0,1,left,J. Carter 26' 3PT step back (3 PTS),[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,,,,,,,26.08,Made,3.0,,,,,,,,,,,
178,PT08M54.00S,2021-11-13T01:41:05.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,91.93495400788436,54.41176470588235,1610612740,32,38,2021-11-13T01:41:13Z,1750000,22.0,23.0,1,right,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,3.21,Missed,,,,,,,,,,,,
179,PT08M54.00S,2021-11-13T01:41:05.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,32,38,2021-11-13T01:41:13Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,
180,PT08M54.00S,2021-11-13T01:41:12.5Z,2,REGULAR,substitution,out,[],1627761,,,1610612751,32,38,2021-11-13T01:41:18Z,1770000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M54.00S,2021-11-13T01:41:12.5Z,2,REGULAR,substitution,in,[],203925,,,1610612751,32,38,2021-11-13T01:41:18Z,1780000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M39.00S,2021-11-13T01:41:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201988,7.178055190538765,41.66666666666667,1610612751,32,38,2021-11-13T01:41:45Z,1790000,42.0,15.0,1,left,MISS P. Mills turnaround fadeaway Shot,[201988],1610612751.0,BKN,turnaround fadeaway,,,Mills,P. Mills,,,,,,,,,,,4.43,Missed,,,,,,,,,,,,
183,PT08M36.00S,2021-11-13T01:41:41.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,32,38,2021-11-13T01:41:45Z,1800000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,182.0,2.0,1.0,1.0,,,,
184,PT08M29.00S,2021-11-13T01:41:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.67214191852825,44.11764705882353,1610612740,34,38,2021-11-13T01:41:52Z,1810000,-29.0,26.0,1,right,N. Alexander-Walker driving Layup (5 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,3.91,Made,5.0,,,,,,,,,,,
