actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-11-11T01:10:26.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-11T01:10:26Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-11T01:10:29.5Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2021-11-11T01:10:29Z,40000,,,0,,Jump Ball D. Favors vs. J. Valanciunas: Tip to J. Giddey,"[1630581, 202324, 202685]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Favors,202324.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2021-11-11T01:10:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629647,8.754927726675426,4.411764705882353,1610612760,0,3,2021-11-11T01:10:54Z,70000,228.0,30.0,1,left,D. Bazley 3PT  (3 PTS) (J. Giddey 1 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,22.98,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,,
9,PT11M23.00S,2021-11-11T01:11:02.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,66.17936925098554,35.294117647058826,1610612740,0,3,2021-11-11T01:11:09Z,90000,-74.0,265.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2021-11-11T01:11:05.2Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,3,2021-11-11T01:11:09Z,100000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M02.00S,2021-11-11T01:11:23.5Z,1,REGULAR,turnover,lost ball,[],1629647,,,1610612760,0,3,2021-11-11T01:11:29Z,110000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1628404]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,
12,PT11M02.00S,2021-11-11T01:11:23.5Z,1,REGULAR,steal,,[],1628404,,,1610612740,0,3,2021-11-11T01:11:25Z,120000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2021-11-11T01:11:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202685,66.83639947437582,42.15686274509804,1610612740,0,3,2021-11-11T01:11:34Z,130000,-39.0,259.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2021-11-11T01:11:33.1Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,0,3,2021-11-11T01:11:34Z,140000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M43.00S,2021-11-11T01:11:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202324,17.95335085413929,59.31372549019608,1610612760,0,5,2021-11-11T01:11:48Z,150000,-47.0,116.0,1,left,D. Favors 12' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[202324, 1628983]",1610612760.0,OKC,pullup,,,Favors,D. Favors,,,,,12.53,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,,
17,PT10M31.00S,2021-11-11T01:11:55.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,85.23324572930355,40.19607843137255,1610612740,0,5,2021-11-11T01:11:59Z,170000,-49.0,86.0,1,right,MISS N. Alexander-Walker 9' floating Shot,[1629638],1610612740.0,NOP,floating,,,Alexander-Walker,N. Alexander-Walker,,,,,9.92,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M29.00S,2021-11-11T01:11:57.1Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,0,5,2021-11-11T01:11:59Z,180000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,17.0,2.0,2.0,0.0,,,,,,,,,,,
19,PT10M18.00S,2021-11-11T01:12:08.0Z,1,REGULAR,3pt,Jump Shot,[],1630581,24.78646517739816,84.06862745098039,1610612760,0,5,2021-11-11T01:12:12Z,190000,-170.0,180.0,1,left,MISS J. Giddey 24' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M15.00S,2021-11-11T01:12:11.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,5,2021-11-11T01:12:12Z,200000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M05.00S,2021-11-11T01:12:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,89.30683311432325,48.529411764705884,1610612740,0,5,2021-11-11T01:12:33Z,210000,-7.0,48.0,1,right,MISS J. Hart floating Shot,[1628404],1610612740.0,NOP,floating,,,Hart,J. Hart,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M05.00S,2021-11-11T01:12:27.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,0,5,2021-11-11T01:12:33Z,220000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
23,PT10M05.00S,2021-11-11T01:12:33.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,0,5,2021-11-11T01:12:33Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2021-11-11T01:12:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,28.86005256241787,77.69607843137256,1610612760,0,8,2021-11-11T01:16:59Z,240000,-138.0,219.0,1,left,L. Dort 25' 3PT pullup (3 PTS) (D. Favors 1 AST),"[1629652, 202324]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,25.9,Made,3.0,D. Favors,202324.0,1.0,,,,,,,,,,,,,,,
26,PT09M37.00S,2021-11-11T01:13:02.9Z,1,REGULAR,3pt,Jump Shot,[],202685,67.36202365308804,64.95098039215686,1610612740,3,8,2021-11-11T01:13:07Z,260000,75.0,254.0,1,right,J. Valanciunas 26' 3PT  (3 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.51,Made,3.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
