actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
191,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,35,36,2022-01-12T01:42:52Z,1890000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612740,35,36,2022-01-12T01:42:52Z,1900000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,in,['startperiod'],202066,,,1610612740,35,36,2022-01-12T01:42:52Z,1910000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,35,36,2022-01-12T01:42:52Z,1920000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,35,36,2022-01-12T01:42:52Z,1930000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612740,35,36,2022-01-12T01:42:52Z,1940000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-01-12T01:43:11.0Z,2,REGULAR,period,start,[],0,,,1610612750,35,36,2022-01-12T01:43:11Z,1950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M39.00S,2022-01-12T01:43:32.5Z,2,REGULAR,turnover,out-of-bounds,[],201976,,,1610612750,35,36,2022-01-12T01:43:44Z,1960000,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (1 TO),[201976],1610612750.0,MIN,bad pass,,,Beverley,P. Beverley,,,,,1.0,,,,,,,,,1627961.0,,,,,,,,,,,
199,PT11M15.00S,2022-01-12T01:44:04.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202066,91.27792378449409,4.6568627450980395,1610612740,35,36,2022-01-12T01:44:10Z,1970000,-227.0,29.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,22.86,Missed,,,,,,,,,,,,,,,,
200,PT11M13.00S,2022-01-12T01:44:06.5Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,35,36,2022-01-12T01:44:10Z,1980000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,199.0,2.0,1.0,1.0,,,
201,PT11M13.00S,2022-01-12T01:44:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612740,35,36,2022-01-12T01:44:38Z,1990000,,,0,,J. Okogie shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1629006, 202685]",1610612750.0,MIN,shooting,,,Okogie,J. Okogie,,,,,,,,,,,,,,1627529.0,1.0,1.0,Valanciunas,202685.0,,,,,,,
203,PT11M13.00S,2022-01-12T01:44:39.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202685,,,1610612740,36,36,2022-01-12T01:44:39Z,2010000,,,0,,J. Valanciunas Free Throw 1 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
204,PT11M13.00S,2022-01-12T01:44:57.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202685,,,1610612740,37,36,2022-01-12T01:44:57Z,2020000,,,0,,J. Valanciunas Free Throw 2 of 2 (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
205,PT11M02.00S,2022-01-12T01:45:08.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201976,5.995400788436268,53.18627450980392,1610612750,37,38,2022-01-12T01:48:35Z,2030000,-16.0,4.0,1,left,P. Beverley driving finger roll Layup (4 PTS),[201976],1610612750.0,MIN,driving finger roll,,,Beverley,P. Beverley,,,,,,,,1.64,Made,4.0,,,,,,,,,,,,,,,
206,PT10M42.00S,2022-01-12T01:45:32.2Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612740,37,38,2022-01-12T01:45:39Z,2040000,,,0,,N. Reid shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1629675, 202685]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,,,,,,,1627961.0,1.0,0.0,Valanciunas,202685.0,,,,,,,
208,PT10M42.00S,2022-01-12T01:45:59.1Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,37,38,2022-01-12T01:45:59Z,2060000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Missed,,,,,,,,,,,,,,,,
209,PT10M42.00S,2022-01-12T01:45:59.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,37,38,2022-01-12T01:45:59Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,,
210,PT10M42.00S,2022-01-12T01:46:19.0Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,38,38,2022-01-12T01:46:19Z,2080000,,,0,,J. Valanciunas Free Throw 2 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
211,PT10M26.00S,2022-01-12T01:46:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.995400788436268,55.392156862745104,1610612750,38,38,2022-01-12T02:21:50Z,2090000,-27.0,4.0,1,left,MISS N. Reid cutting Layup,[1629675],1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,2.73,Missed,,,,,,,,,,,,,,,,
212,PT10M24.00S,2022-01-12T01:46:38.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,38,38,2022-01-12T01:46:40Z,2100000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,211.0,3.0,2.0,1.0,,,
213,PT10M18.00S,2022-01-12T01:46:44.0Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612740,38,38,2022-01-12T01:46:49Z,2110000,,,0,,J. Hart lost ball TURNOVER (3 TO),"[1628404, 201976]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,3.0,Beverley,201976.0,,,,,,,,,,,,,,,,,,
214,PT10M18.00S,2022-01-12T01:46:44.0Z,2,REGULAR,steal,,[],201976,,,1610612750,38,38,2022-01-12T01:46:46Z,2120000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M13.00S,2022-01-12T01:46:49.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627736,26.10052562417871,16.911764705882355,1610612750,38,38,2022-01-12T01:51:30Z,2130000,165.0,193.0,1,left,MISS M. Beasley 25' running 3PT,[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,25.4,Missed,,,,,,,,,,,,,,,,
216,PT10M10.00S,2022-01-12T01:46:52.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,38,38,2022-01-12T01:46:55Z,2140000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,215.0,4.0,3.0,1.0,,,
217,PT10M02.00S,2022-01-12T01:47:05.2Z,2,REGULAR,foul,personal,[],1629675,,,1610612740,38,38,2022-01-12T01:47:18Z,2150000,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 202685]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,201638.0,2.0,0.0,Valanciunas,202685.0,,,,,,,
219,PT10M02.00S,2022-01-12T01:47:16.0Z,2,REGULAR,substitution,out,[],1629006,,,1610612740,38,38,2022-01-12T01:47:23Z,2170000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT10M02.00S,2022-01-12T01:47:16.0Z,2,REGULAR,substitution,in,[],1630162,,,1610612740,38,38,2022-01-12T01:47:23Z,2180000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M51.00S,2022-01-12T01:47:40.6Z,2,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612740,38,38,2022-01-12T01:52:49Z,2190000,,,0,,N. Alexander-Walker bad pass out-of-bounds TURNOVER (2 TO),[1629638],1610612740.0,NOP,bad pass,,,Alexander-Walker,N. Alexander-Walker,,,,,2.0,,,,,,,,,201638.0,,,,,,,,,,,
222,PT09M39.00S,2022-01-12T01:47:58.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,16.376478318002626,5.88235294117647,1610612750,38,38,2022-01-12T01:48:09Z,2200000,221.0,101.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,24.28,Missed,,,,,,,,,,,,,,,,
223,PT09M35.00S,2022-01-12T01:48:01.8Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,38,38,2022-01-12T01:48:01Z,2210000,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,222.0,1.0,0.0,1.0,,,
224,PT09M33.00S,2022-01-12T01:48:03.5Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630162,5.732588699080158,29.65686274509804,1610612750,38,38,2022-01-12T02:22:02Z,2220000,102.0,1.0,1,left,MISS A. Edwards 10' floating Shot,[1630162],1610612750.0,MIN,floating,,,Edwards,A. Edwards,,,,,,,,10.17,Missed,,,,,,,,,,,,,,,,
225,PT09M32.00S,2022-01-12T01:48:04.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,38,38,2022-01-12T01:48:11Z,2230000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,224.0,3.0,2.0,1.0,,,
226,PT09M22.00S,2022-01-12T01:48:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,90.62089356110381,48.03921568627451,1610612740,38,38,2022-01-12T01:54:19Z,2240000,-10.0,36.0,1,right,MISS J. Valanciunas cutting Layup - blocked,"[202685, 201976]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,,,,3.7,Missed,,,,,,,,,,,,,,Beverley,201976.0,
227,PT09M22.00S,2022-01-12T01:48:18.1Z,2,REGULAR,block,,[],201976,,,1610612740,38,38,2022-01-12T01:48:20Z,2250000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M22.00S,2022-01-12T01:48:18.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,38,38,2022-01-12T01:48:31Z,2260000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,,
229,PT09M22.00S,2022-01-12T01:48:22.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,38,38,2022-01-12T01:48:22Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT09M22.00S,2022-01-12T01:48:23.5Z,2,REGULAR,substitution,out,[],1630183,,,1610612740,38,38,2022-01-12T01:48:29Z,2280000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT09M22.00S,2022-01-12T01:48:23.5Z,2,REGULAR,substitution,out,[],201976,,,1610612740,38,38,2022-01-12T01:48:29Z,2290000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M22.00S,2022-01-12T01:48:23.5Z,2,REGULAR,substitution,in,[],1629020,,,1610612740,38,38,2022-01-12T01:48:29Z,2300000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M22.00S,2022-01-12T01:48:23.5Z,2,REGULAR,substitution,in,[],1626156,,,1610612740,38,38,2022-01-12T01:48:29Z,2310000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M16.00S,2022-01-12T01:48:41.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,76.03482260183968,10.294117647058822,1610612740,38,38,2022-01-12T01:48:47Z,2320000,-199.0,173.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,26.32,Missed,,,,,,,,,,,,,,,,
235,PT09M11.00S,2022-01-12T01:48:46.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,38,2022-01-12T01:48:47Z,2330000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,234.0,1.0,1.0,0.0,,,
236,PT09M02.00S,2022-01-12T01:48:55.2Z,2,REGULAR,2pt,Jump Shot,[],1626156,20.97568988173456,48.77450980392157,1610612750,38,38,2022-01-12T02:22:12Z,2340000,6.0,145.0,1,left,MISS D. Russell 14' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,14.48,Missed,,,,,,,,,,,,,,,,
237,PT08M59.00S,2022-01-12T01:48:58.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,38,38,2022-01-12T01:49:02Z,2350000,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,236.0,4.0,3.0,1.0,,,
238,PT08M54.00S,2022-01-12T01:49:02.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,93.64323258869908,52.94117647058824,1610612740,40,38,2022-01-12T01:55:25Z,2360000,15.0,7.0,1,right,J. Hart running finger roll Layup (4 PTS),[1628404],1610612740.0,NOP,running finger roll,,,Hart,J. Hart,,,,,,,,1.64,Made,4.0,,,,,,,,,,,,,,,
239,PT08M44.00S,2022-01-12T01:49:14.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,28.86005256241787,20.34313725490196,1610612750,40,38,2022-01-12T01:49:20Z,2370000,148.0,219.0,1,left,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,26.43,Missed,,,,,,,,,,,,,,,,
240,PT08M39.00S,2022-01-12T01:49:19.1Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,40,38,2022-01-12T01:49:20Z,2380000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,239.0,2.0,1.0,1.0,,,
241,PT08M32.00S,2022-01-12T01:49:29.4Z,2,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612740,40,38,2022-01-12T01:49:39Z,2390000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Graham 2 FT),"[1629020, 1628984]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,201638.0,1.0,0.0,Graham,1628984.0,,,,,,,
243,PT08M32.00S,2022-01-12T01:49:54.1Z,2,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,41,38,2022-01-12T01:49:54Z,2410000,,,0,,D. Graham Free Throw 1 of 2 (6 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
244,PT08M32.00S,2022-01-12T01:50:21.2Z,2,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,42,38,2022-01-12T01:50:21Z,2420000,,,0,,D. Graham Free Throw 2 of 2 (7 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
245,PT08M22.00S,2022-01-12T01:50:38.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,42,38,2022-01-12T01:50:38Z,2430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M17.00S,2022-01-12T01:50:55.3Z,2,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,42,38,2022-01-12T01:57:57Z,2440000,,,0,,A. Edwards step out-of-bounds TURNOVER (2 TO),[1630162],1610612750.0,MIN,step,,,Edwards,A. Edwards,,,,,2.0,,,,,,,,,201638.0,,,,,,,,,,,
247,PT08M17.00S,2022-01-12T01:51:00.5Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,42,38,2022-01-12T01:51:07Z,2450000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M17.00S,2022-01-12T01:51:00.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,42,38,2022-01-12T01:51:07Z,2460000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M53.00S,2022-01-12T01:51:42.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,42,38,2022-01-12T01:51:49Z,2470000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,1627529.0,,,,,,,,,,,
250,PT07M38.00S,2022-01-12T01:52:10.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629675,6.258212877792378,49.50980392156863,1610612750,42,40,2022-01-12T02:22:21Z,2480000,2.0,6.0,1,left,N. Reid driving DUNK (2 PTS) (J. Vanderbilt 2 AST),"[1629675, 1629020]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,0.68,Made,2.0,J. Vanderbilt,1629020.0,2.0,,,,,,,,,,,,
252,PT07M25.00S,2022-01-12T01:52:23.0Z,2,REGULAR,3pt,Jump Shot,[],202066,88.78120893561103,96.07843137254902,1610612740,42,40,2022-01-12T01:52:28Z,2500000,230.0,53.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,23.64,Missed,,,,,,,,,,,,,,,,
253,PT07M22.00S,2022-01-12T01:52:26.0Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,42,40,2022-01-12T01:52:28Z,2510000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,252.0,1.0,1.0,0.0,,,
254,PT07M18.00S,2022-01-12T01:52:30.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,5.732588699080158,54.65686274509803,1610612750,42,40,2022-01-12T02:00:52Z,2520000,-23.0,1.0,1,left,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,2.33,Missed,,,,,,,,,,,,,,,,
256,PT07M15.00S,2022-01-12T01:52:33.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,42,40,2022-01-12T01:52:37Z,2540000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,254.0,5.0,4.0,1.0,,,
257,PT07M13.00S,2022-01-12T01:52:43.1Z,2,REGULAR,turnover,offensive goaltending,[],202685,,,1610612740,42,40,2022-01-12T01:53:19Z,2550000,,,0,,J. Valanciunas offensive goaltending TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.0,,,,,,,,,1627961.0,,,,,,,,,,,
258,PT07M13.00S,2022-01-12T01:52:51.9Z,2,REGULAR,substitution,out,[],202685,,,1610612750,42,40,2022-01-12T01:53:02Z,2560000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M13.00S,2022-01-12T01:52:51.9Z,2,REGULAR,substitution,out,[],202066,,,1610612750,42,40,2022-01-12T01:53:02Z,2570000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M13.00S,2022-01-12T01:52:51.9Z,2,REGULAR,substitution,in,[],1629637,,,1610612750,42,40,2022-01-12T01:53:02Z,2580000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M13.00S,2022-01-12T01:52:51.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612750,42,40,2022-01-12T01:53:02Z,2590000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M05.00S,2022-01-12T01:53:15.0Z,2,REGULAR,foul,personal,[],1630529,,,1610612750,42,40,2022-01-12T01:53:26Z,2600000,,,0,,H. Jones personal FOUL (3 PF),"[1630529, 1626156]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,1627961.0,3.0,0.0,Russell,1626156.0,,,,,,,
264,PT07M02.00S,2022-01-12T01:53:30.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,29.517082785808146,71.81372549019608,1610612750,42,43,2022-01-12T01:53:35Z,2620000,-109.0,225.0,1,left,M. Beasley 25' 3PT  (6 PTS) (D. Russell 4 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,25.01,Made,6.0,D. Russell,1626156.0,4.0,,,,,,,,,,,,
266,PT06M37.00S,2022-01-12T01:53:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,83.78777923784494,57.35294117647059,1610612740,44,43,2022-01-12T01:54:02Z,2640000,37.0,100.0,1,right,B. Ingram 10' turnaround Jump Shot (12 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,,,,10.65,Made,12.0,,,,,,,,,,,,,,,
267,PT06M27.00S,2022-01-12T01:54:05.6Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,44,43,2022-01-12T01:54:09Z,2650000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1629637]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,1.0,Hayes,1629637.0,,,,,,,,,,,,,,,,,,
268,PT06M27.00S,2022-01-12T01:54:05.6Z,2,REGULAR,steal,,[],1629637,,,1610612740,44,43,2022-01-12T02:13:00Z,2660000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M21.00S,2022-01-12T01:54:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,93.51182654402102,47.05882352941176,1610612740,44,43,2022-01-12T02:04:34Z,2670000,-15.0,8.0,1,right,MISS J. Hart running Layup,[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,1.7,Missed,,,,,,,,,,,,,,,,
270,PT06M17.00S,2022-01-12T01:54:15.1Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,44,43,2022-01-12T02:04:34Z,2680000,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,269.0,2.0,1.0,1.0,,,
271,PT06M13.00S,2022-01-12T01:54:18.7Z,2,REGULAR,3pt,Jump Shot,[],1626156,32.933639947437584,45.09803921568628,1610612750,44,46,2022-01-12T01:54:26Z,2690000,25.0,257.0,1,left,D. Russell 25' 3PT  (13 PTS) (A. Edwards 3 AST),"[1626156, 1630162]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,25.83,Made,13.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,,
273,PT06M03.00S,2022-01-12T01:54:30.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,94.56307490144546,49.01960784313725,1610612740,46,46,2022-01-12T02:07:21Z,2710000,-5.0,-1.0,1,right,H. Jones driving DUNK (8 PTS) (B. Ingram 2 AST),"[1630529, 1627742]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,0.51,Made,8.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,
275,PT06M02.00S,2022-01-12T01:54:37.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,46,46,2022-01-12T01:54:37Z,2730000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,out,[],1628404,,,1610612750,46,46,2022-01-12T01:57:18Z,2740000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,out,[],1630529,,,1610612750,46,46,2022-01-12T01:57:18Z,2750000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M02.00S,2022-01-12T01:56:32.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,46,46,2022-01-12T01:57:18Z,2760000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
