actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
16,PT10M54.00S,2022-02-13T00:11:36.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630529,93.11760840998686,96.81372549019608,1610612740,0,5,2022-02-13T00:11:46Z,160000,234.0,12.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2022-02-13T00:11:40.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,0,5,2022-02-13T00:11:46Z,170000,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M40.00S,2022-02-13T00:11:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,12.302890932982917,46.32352941176471,1610612759,0,7,2022-02-13T00:13:28Z,180000,18.0,63.0,1,left,D. Murray 6' floating Jump Shot (2 PTS),[1627749],1610612759.0,SAS,floating,,,Murray,D. Murray,,,,,6.57,Made,2.0,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2022-02-13T00:11:59.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,66.5735873850197,49.01960784313725,1610612740,3,7,2022-02-13T00:12:15Z,190000,-5.0,262.0,1,right,B. Ingram 26' 3PT  (3 PTS) (D. Graham 1 AST),"[1627742, 1628984]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.17,Made,3.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
21,PT10M18.00S,2022-02-13T00:12:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,19.793035479632064,37.00980392156863,1610612759,3,7,2022-02-13T00:14:35Z,210000,65.0,134.0,1,left,MISS D. Murray 14' turnaround Shot,[1627749],1610612759.0,SAS,turnaround,,,Murray,D. Murray,,,,,14.86,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2022-02-13T00:12:12.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,7,2022-02-13T00:12:19Z,220000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M07.00S,2022-02-13T00:12:23.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.9060446780552,67.40196078431373,1610612740,5,7,2022-02-13T00:12:30Z,230000,87.0,5.0,1,right,B. Ingram 8' pullup Jump Shot (5 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,8.71,Made,5.0,,,,,,,,,,,,,,,,,,
24,PT09M55.00S,2022-02-13T00:12:37.3Z,1,REGULAR,foul,personal,[],1630529,,,1610612759,5,7,2022-02-13T00:12:56Z,240000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Murray,1627749.0,,,,,,
26,PT09M49.00S,2022-02-13T00:13:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,15.719448094612352,43.627450980392155,1610612759,5,7,2022-02-13T00:13:07Z,260000,32.0,95.0,1,left,MISS J. Poeltl 10' cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,10.05,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2022-02-13T00:13:03.5Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,5,7,2022-02-13T00:13:07Z,270000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M40.00S,2022-02-13T00:13:09.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,72.66754270696451,17.67003676470588,1610612740,5,7,2022-02-13T00:20:41Z,280000,-162.0,204.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2022-02-13T00:13:14.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,5,7,2022-02-13T00:13:18Z,290000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
30,PT09M30.00S,2022-02-13T00:13:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,5.650459921156373,96.83670343137256,1610612759,5,7,2022-02-13T00:16:23Z,300000,-234.0,1.0,1,left,MISS D. Vassell running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2022-02-13T00:13:22.6Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,5,7,2022-02-13T00:13:29Z,310000,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,30.0,3.0,1.0,2.0,,,,,,,,,,,
32,PT09M24.00S,2022-02-13T00:13:27.5Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612759,5,7,2022-02-13T00:13:37Z,320000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1627742, 1627751]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,,,,,203177.0,1.0,0.0,Poeltl,1627751.0,,,,,,
34,PT09M24.00S,2022-02-13T00:13:54.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612759,5,7,2022-02-13T00:13:54Z,340000,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M24.00S,2022-02-13T00:13:54.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,5,7,2022-02-13T00:13:54Z,350000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,
36,PT09M24.00S,2022-02-13T00:14:11.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,5,8,2022-02-13T00:14:11Z,360000,,,0,,J. Poeltl Free Throw 2 of 2 (3 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
37,PT09M16.00S,2022-02-13T00:14:24.8Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,5,8,2022-02-13T00:16:52Z,370000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,,,,,1662.0,,,,,1.0,,,,,
38,PT09M02.00S,2022-02-13T00:14:43.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,19.398817345597898,50.73529411764706,1610612759,5,8,2022-02-13T00:14:53Z,380000,-4.0,130.0,1,left,MISS D. Vassell 12' driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,12.99,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M59.00S,2022-02-13T00:14:46.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,8,2022-02-13T00:14:53Z,390000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,
40,PT08M54.00S,2022-02-13T00:14:51.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630529,92.06636005256242,58.82352941176471,1610612740,5,8,2022-02-13T00:17:44Z,400000,44.0,22.0,1,right,MISS H. Jones running Layup - blocked,"[1630529, 1627751]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,4.93,Missed,,,,,,,,,,,,,,,Poeltl,1627751.0,,,
41,PT08M54.00S,2022-02-13T00:14:51.7Z,1,REGULAR,block,,[],1627751,,,1610612740,5,8,2022-02-13T00:14:54Z,410000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M54.00S,2022-02-13T00:14:51.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,5,8,2022-02-13T00:15:10Z,420000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
43,PT08M46.00S,2022-02-13T00:14:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,6.1268068331143235,54.41176470588235,1610612759,5,10,2022-02-13T00:15:16Z,430000,-22.0,5.0,1,left,D. Murray driving Layup (4 PTS),[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,2.27,Made,4.0,,,,,,,,,,,,,,,,,,
44,PT08M34.00S,2022-02-13T00:15:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.9862023653088,48.03921568627451,1610612740,7,10,2022-02-13T00:15:30Z,440000,-10.0,13.0,1,right,C. McCollum driving Layup (2 PTS) (D. Graham 2 AST),"[203468, 1628984]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,1.66,Made,2.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,,
46,PT08M34.00S,2022-02-13T00:15:19.7Z,1,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612740,7,10,2022-02-13T00:15:30Z,460000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (McCollum 1 FT),"[1627751, 203468]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,203177.0,1.0,0.0,McCollum,203468.0,,,,,,
48,PT08M34.00S,2022-02-13T00:15:42.3Z,1,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,8,10,2022-02-13T00:15:42Z,480000,,,0,,C. McCollum Free Throw 1 of 1 (3 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
49,PT08M24.00S,2022-02-13T00:15:54.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,33.85348226018397,46.32352941176471,1610612759,8,10,2022-02-13T00:16:04Z,490000,18.0,266.0,1,left,MISS D. Murray 26' 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
50,PT08M20.00S,2022-02-13T00:15:58.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,8,10,2022-02-13T00:16:04Z,500000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
51,PT08M08.00S,2022-02-13T00:16:09.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,71.30420499342969,80.14705882352942,1610612740,8,10,2022-02-13T00:16:16Z,510000,151.0,217.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
52,PT08M04.00S,2022-02-13T00:16:13.3Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,8,10,2022-02-13T00:16:16Z,520000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,
53,PT07M55.00S,2022-02-13T00:16:21.9Z,1,REGULAR,3pt,Jump Shot,[],203926,6.964520367936925,95.8563112745098,1610612759,8,13,2022-02-13T00:16:31Z,530000,-229.0,13.0,1,left,D. McDermott 3PT  (6 PTS) (D. Murray 1 AST),"[203926, 1627749]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,22.97,Made,6.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,,
55,PT07M36.00S,2022-02-13T00:16:43.1Z,1,REGULAR,foul,personal,[],1627751,,,1610612740,8,13,2022-02-13T00:17:09Z,550000,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1628984]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Graham,1628984.0,,,,,,
57,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,out,[],203926,,,1610612740,8,13,2022-02-13T00:17:14Z,570000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612740,8,13,2022-02-13T00:17:14Z,580000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,in,[],1630563,,,1610612740,8,13,2022-02-13T00:17:14Z,590000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,in,[],1629022,,,1610612740,8,13,2022-02-13T00:17:14Z,600000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612740,8,13,2022-02-13T00:18:05Z,605000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M36.00S,2022-02-13T00:17:07.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612740,8,13,2022-02-13T00:18:05Z,607500,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2022-02-13T00:17:24.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,76.42904073587385,9.313725490196079,1610612740,8,13,2022-02-13T00:21:25Z,610000,-203.0,169.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M18.00S,2022-02-13T00:17:27.4Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,8,13,2022-02-13T00:17:27Z,620000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,
63,PT07M16.00S,2022-02-13T00:17:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,91.80354796320631,50.0,1610612740,10,13,2022-02-13T00:19:01Z,630000,0.0,25.0,1,right,J. Valanciunas Layup (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.45,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,,
65,PT07M16.00S,2022-02-13T00:17:35.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,13,2022-02-13T00:17:35Z,650000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2022-02-13T00:20:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629111,33.196452036793694,53.92156862745098,1610612759,10,16,2022-02-13T00:20:55Z,660000,-20.0,260.0,1,left,J. Landale 26' 3PT  (3 PTS) (J. Primo 1 AST),"[1629111, 1630563]",1610612759.0,SAS,,,,Landale,J. Landale,,,,,26.02,Made,3.0,J. Primo,1630563.0,1.0,,,,,,,,,,,,,,,
70,PT06M40.00S,2022-02-13T00:21:10.5Z,1,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612740,10,16,2022-02-13T00:21:21Z,680000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Ingram 2 FT),"[1629640, 1627742]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,,,,203177.0,1.0,0.0,Ingram,1627742.0,,,,,,
72,PT06M40.00S,2022-02-13T00:21:37.2Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,11,16,2022-02-13T00:21:37Z,700000,,,0,,B. Ingram Free Throw 1 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
73,PT06M40.00S,2022-02-13T00:21:38.4Z,1,REGULAR,substitution,out,[],203468,,,1610612740,11,16,2022-02-13T00:21:55Z,710000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M40.00S,2022-02-13T00:21:38.4Z,1,REGULAR,substitution,out,[],1629640,,,1610612740,11,16,2022-02-13T00:21:55Z,720000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M40.00S,2022-02-13T00:21:38.4Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,11,16,2022-02-13T00:21:55Z,730000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M40.00S,2022-02-13T00:21:38.4Z,1,REGULAR,substitution,in,[],1629719,,,1610612740,11,16,2022-02-13T00:21:55Z,740000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M40.00S,2022-02-13T00:22:02.6Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,12,16,2022-02-13T00:22:02Z,750000,,,0,,B. Ingram Free Throw 2 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
78,PT06M23.00S,2022-02-13T00:22:21.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,8.886333771353483,20.588235294117645,1610612759,12,18,2022-02-13T00:22:27Z,760000,147.0,31.0,1,left,D. Murray 15' pullup Jump Shot (6 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,15.03,Made,6.0,,,,,,,,,,,,,,,,,,
79,PT06M03.00S,2022-02-13T00:22:42.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.06636005256242,47.794117647058826,1610612740,14,18,2022-02-13T00:23:10Z,770000,-11.0,22.0,1,right,J. Hayes driving DUNK (2 PTS) (D. Graham 3 AST),"[1629637, 1628984]",1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,2.47,Made,2.0,D. Graham,1628984.0,3.0,,,,,,,,,,,,,,,
81,PT05M51.00S,2022-02-13T00:22:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629022,26.363337713534822,83.08823529411765,1610612759,14,21,2022-02-13T00:22:58Z,790000,-165.0,195.0,1,left,L. Walker IV 25' 3PT  (3 PTS) (D. Murray 2 AST),"[1629022, 1627749]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.59,Made,3.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,,
83,PT05M36.00S,2022-02-13T00:23:10.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.72141918528253,32.48697916666667,1610612740,16,21,2022-02-13T00:24:04Z,810000,-88.0,25.0,1,right,B. Ingram 9' fadeaway Jump Shot (9 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,9.12,Made,9.0,,,,,,,,,,,,,,,,,,
85,PT05M36.00S,2022-02-13T00:23:16.1Z,1,REGULAR,foul,personal,['1freethrow'],1629022,,,1610612740,16,21,2022-02-13T00:23:33Z,830000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Ingram 1 FT),"[1629022, 1627742]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Ingram,1627742.0,,,,,,
87,PT05M36.00S,2022-02-13T00:23:26.3Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,16,21,2022-02-13T00:23:34Z,850000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M36.00S,2022-02-13T00:23:26.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,16,21,2022-02-13T00:23:34Z,860000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M36.00S,2022-02-13T00:23:41.5Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,17,21,2022-02-13T00:23:41Z,870000,,,0,,B. Ingram Free Throw 1 of 1 (10 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
90,PT05M22.00S,2022-02-13T00:23:57.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,6.258212877792378,51.470588235294116,1610612759,17,23,2022-02-13T00:24:04Z,880000,-7.0,6.0,1,left,J. Landale cutting DUNK (5 PTS) (L. Walker IV 1 AST),"[1629111, 1629022]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,0.97,Made,5.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,,,,,,
92,PT05M09.00S,2022-02-13T00:24:10.2Z,1,REGULAR,turnover,bad pass,[],1630631,,,1610612740,17,23,2022-02-13T00:24:18Z,900000,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1627749]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,1.0,,,Murray,1627749.0,
