actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
19,PT10M36.00S,2021-11-14T00:12:17.6Z,1,REGULAR,turnover,bad pass,[],1628415,,,1610612763,5,2,2021-11-14T00:12:23Z,190000,,,0,,D. Brooks bad pass TURNOVER (1 TO),"[1628415, 1628984]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,1.0,,,,,Graham,1628984.0,,,
20,PT10M36.00S,2021-11-14T00:12:17.6Z,1,REGULAR,steal,,[],1628984,,,1610612740,5,2,2021-11-14T00:12:20Z,200000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2021-11-14T00:12:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,6.652431011826544,54.90196078431373,1610612740,7,2,2021-11-14T00:12:41Z,210000,-25.0,10.0,1,left,N. Alexander-Walker driving finger roll Layup (5 PTS) (J. Hart 1 AST),"[1629638, 1628404]",1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,2.65,Made,5.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,,
22,PT10M04.00S,2021-11-14T00:12:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,85.75886990801577,52.94117647058824,1610612763,7,2,2021-11-14T00:13:42Z,220000,15.0,81.0,1,right,MISS S. Adams 8' floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,8.27,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2021-11-14T00:12:51.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,2,2021-11-14T00:12:58Z,230000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT09M48.00S,2021-11-14T00:13:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628984,30.56833114323259,73.0392156862745,1610612740,7,2,2021-11-14T00:13:10Z,240000,-115.0,235.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M44.00S,2021-11-14T00:13:08.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,7,2,2021-11-14T00:13:10Z,250000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M36.00S,2021-11-14T00:13:16.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628415,85.49605781865965,44.36274509803921,1610612763,7,4,2021-11-14T00:13:23Z,260000,-28.0,84.0,1,right,D. Brooks 8' driving Hook (2 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,8.84,Made,2.0,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2021-11-14T00:13:34.9Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612740,7,4,2021-11-14T00:13:47Z,280000,,,0,,D. Bane shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1630217, 1629638]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,202053.0,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,
30,PT09M20.00S,2021-11-14T00:14:04.9Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,8,4,2021-11-14T00:14:04Z,300000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (6 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2021-11-14T00:14:19.4Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,9,4,2021-11-14T00:14:19Z,310000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (7 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2021-11-14T00:14:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,85.10183968462549,45.34313725490196,1610612763,9,6,2021-11-14T00:16:07Z,320000,-23.0,88.0,1,right,J. Morant 9' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,9.05,Made,2.0,,,,,,,,,,,,,,,,,,
34,PT08M49.00S,2021-11-14T00:14:51.4Z,1,REGULAR,2pt,Jump Shot,[],1628984,18.084756898817346,27.205882352941174,1610612740,11,6,2021-11-14T00:14:57Z,330000,114.0,117.0,1,left,D. Graham 16' pullup Jump Shot (4 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,16.37,Made,4.0,,,,,,,,,,,,,,,,,,
35,PT08M36.00S,2021-11-14T00:15:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,81.68528252299606,58.333333333333336,1610612763,11,8,2021-11-14T00:15:13Z,340000,42.0,120.0,1,right,D. Bane 12' pullup Jump Shot (2 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,12.68,Made,2.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,,
36,PT08M24.00S,2021-11-14T00:15:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,7.30946123521682,53.92156862745098,1610612740,13,8,2021-11-14T00:15:24Z,350000,-20.0,16.0,1,left,D. Graham driving finger roll Layup (6 PTS),[1628984],1610612740.0,NOP,driving finger roll,,,Graham,D. Graham,,,,,2.54,Made,6.0,,,,,,,,,,,,,,,,,,
37,PT08M13.00S,2021-11-14T00:15:28.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,86.81011826544021,45.09803921568628,1610612763,13,8,2021-11-14T00:15:37Z,360000,-25.0,71.0,1,right,MISS J. Jackson Jr. 7' Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M11.00S,2021-11-14T00:15:30.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,13,8,2021-11-14T00:15:37Z,370000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,
39,PT07M49.00S,2021-11-14T00:16:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,17.0335085413929,63.48039215686274,1610612740,15,8,2021-11-14T00:16:14Z,380000,-67.0,108.0,1,left,N. Alexander-Walker 12' turnaround fadeaway Jump Shot (9 PTS) (J. Hart 2 AST),"[1629638, 1628404]",1610612740.0,NOP,turnaround fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,12.7,Made,9.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,,
41,PT07M47.00S,2021-11-14T00:16:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,8,2021-11-14T00:16:16Z,400000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M33.00S,2021-11-14T00:19:21.7Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612763,15,8,2021-11-14T00:19:35Z,410000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Adams 2 FT),"[202685, 203500]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1155.0,1.0,0.0,Adams,203500.0,,,,,,,,,,
45,PT07M33.00S,2021-11-14T00:19:44.4Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,15,8,2021-11-14T00:20:07Z,430000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M33.00S,2021-11-14T00:19:44.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,15,8,2021-11-14T00:20:07Z,440000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,
47,PT07M33.00S,2021-11-14T00:19:44.4Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,15,8,2021-11-14T00:20:07Z,450000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
48,PT07M29.00S,2021-11-14T00:19:48.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,15,8,2021-11-14T00:20:07Z,460000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,
49,PT07M15.00S,2021-11-14T00:20:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,19.530223390275953,34.31372549019608,1610612740,17,8,2021-11-14T00:20:24Z,470000,78.0,131.0,1,left,B. Ingram 15' pullup Jump Shot (2 PTS) (J. Hart 3 AST),"[1627742, 1628404]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,15.28,Made,2.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,,,
51,PT07M06.00S,2021-11-14T00:20:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.919185282523,44.85294117647059,1610612763,17,8,2021-11-14T00:20:37Z,490000,-26.0,99.0,1,right,MISS J. Morant 10' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,10.2,Missed,,,,,,,,,,,,,,,,,,,
52,PT07M02.00S,2021-11-14T00:20:30.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,17,8,2021-11-14T00:20:30Z,500000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,
53,PT06M59.00S,2021-11-14T00:20:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628984,12.302890932982917,45.83333333333333,1610612740,17,8,2021-11-14T00:20:44Z,510000,21.0,63.0,1,left,MISS D. Graham 6' running Layup,[1628984],1610612740.0,NOP,running,,,Graham,D. Graham,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2021-11-14T00:20:36.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,17,8,2021-11-14T00:20:44Z,520000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,
55,PT06M54.00S,2021-11-14T00:20:39.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,70.25295663600527,79.16666666666666,1610612763,17,11,2021-11-14T00:21:56Z,530000,146.0,227.0,1,right,D. Bane 26' 3PT running pullup (5 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,26.99,Made,5.0,,,,,,,,,,,,,,,,,,
56,PT06M30.00S,2021-11-14T00:21:02.3Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,17,11,2021-11-14T00:21:09Z,540000,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1628991]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,2.0,,,,,Jackson Jr.,1628991.0,,,
57,PT06M30.00S,2021-11-14T00:21:02.3Z,1,REGULAR,steal,,[],1628991,,,1610612763,17,11,2021-11-14T00:26:13Z,550000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M24.00S,2021-11-14T00:21:09.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,91.27792378449409,96.32352941176471,1610612763,17,11,2021-11-14T00:21:52Z,560000,232.0,29.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M24.00S,2021-11-14T00:21:09.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,17,11,2021-11-14T00:21:17Z,570000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,
74,PT06M24.00S,2021-11-14T00:21:13.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,17,11,2021-11-14T00:23:49Z,575000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,out,[],1629638,,,1610612740,17,11,2021-11-14T00:21:26Z,580000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612740,17,11,2021-11-14T00:21:26Z,590000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612740,17,11,2021-11-14T00:21:26Z,600000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,17,11,2021-11-14T00:21:26Z,610000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,in,[],203937,,,1610612740,17,11,2021-11-14T00:21:26Z,620000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M24.00S,2021-11-14T00:21:17.8Z,1,REGULAR,substitution,in,[],1629001,,,1610612740,17,11,2021-11-14T00:21:26Z,630000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M08.00S,2021-11-14T00:21:48.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,17,11,2021-11-14T00:26:33Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M07.00S,2021-11-14T00:22:09.2Z,1,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612740,17,11,2021-11-14T00:26:33Z,650000,,,0,,D. Graham bad pass out-of-bounds TURNOVER (1 TO),[1628984],1610612740.0,NOP,bad pass,,,Graham,D. Graham,,,,,,,,,,,1155.0,,,,,1.0,,,,,,,,,
68,PT05M51.00S,2021-11-14T00:22:31.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629001,72.7496714848883,36.27450980392157,1610612763,17,11,2021-11-14T00:22:40Z,660000,-69.0,204.0,1,right,MISS D. Melton 21' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,21.49,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M47.00S,2021-11-14T00:22:35.1Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,17,11,2021-11-14T00:22:40Z,670000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,
70,PT05M29.00S,2021-11-14T00:22:52.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,20.18725361366623,68.87254901960785,1610612740,19,11,2021-11-14T00:22:59Z,680000,-94.0,137.0,1,left,B. Ingram 16' turnaround fadeaway Jump Shot (4 PTS) (D. Graham 2 AST),"[1627742, 1628984]",1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,16.66,Made,4.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,,
71,PT05M13.00S,2021-11-14T00:23:08.0Z,1,REGULAR,3pt,Jump Shot,[],1629630,67.88764783180025,22.058823529411764,1610612763,19,14,2021-11-14T00:23:14Z,690000,-140.0,249.0,1,right,J. Morant 28' 3PT step back (5 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,28.59,Made,5.0,,,,,,,,,,,,,,,,,,
72,PT04M55.00S,2021-11-14T00:23:29.7Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612740,19,14,2021-11-14T00:23:45Z,700000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Ingram 2 FT),"[203937, 1627742]",1610612763.0,MEM,shooting,,,Anderson,K. Anderson,,,,,,,,,,,202049.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,,
75,PT04M55.00S,2021-11-14T00:23:57.2Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,20,14,2021-11-14T00:23:57Z,720000,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
76,PT04M55.00S,2021-11-14T00:24:12.4Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,21,14,2021-11-14T00:24:12Z,730000,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
77,PT04M41.00S,2021-11-14T00:24:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,90.62089356110381,57.59803921568627,1610612763,21,14,2021-11-14T00:24:38Z,740000,38.0,36.0,1,right,MISS D. Melton driving Layup - blocked,"[1629001, 202685]",1610612763.0,MEM,driving,,,Melton,D. Melton,,,,,5.21,Missed,,,,,,,,,,,,,,,,,Valanciunas,202685.0,
78,PT04M41.00S,2021-11-14T00:24:28.3Z,1,REGULAR,block,,[],202685,,,1610612763,21,14,2021-11-14T00:24:35Z,750000,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M33.00S,2021-11-14T00:24:36.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,21,14,2021-11-14T00:24:38Z,760000,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,
80,PT04M31.00S,2021-11-14T00:24:38.3Z,1,REGULAR,3pt,Jump Shot,[],202685,28.728646517739815,78.92156862745098,1610612740,24,14,2021-11-14T00:24:48Z,770000,-145.0,218.0,1,left,J. Valanciunas 26' 3PT  (3 PTS) (D. Graham 3 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.12,Made,3.0,D. Graham,1628984.0,3.0,,,,,,,,,,,,,,,
82,PT04M16.00S,2021-11-14T00:24:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,91.80354796320631,43.627450980392155,1610612763,24,14,2021-11-14T00:25:00Z,790000,-32.0,25.0,1,right,MISS S. Adams cutting Layup,[203500],1610612763.0,MEM,cutting,,,Adams,S. Adams,,,,,4.02,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M13.00S,2021-11-14T00:24:55.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,24,14,2021-11-14T00:25:00Z,800000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,82.0,4.0,4.0,0.0,,,,,
85,PT03M58.00S,2021-11-14T00:25:10.4Z,1,REGULAR,2pt,Jump Shot,[],1628984,20.581471747700395,25.98039215686275,1610612740,26,14,2021-11-14T00:25:23Z,820000,120.0,141.0,1,left,D. Graham 18' pullup Jump Shot (8 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,18.52,Made,8.0,,,,,,,,,,,,,,,,,,
86,PT03M57.00S,2021-11-14T00:25:21.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,26,14,2021-11-14T00:25:21Z,830000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M57.00S,2021-11-14T00:25:48.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612763,26,14,2021-11-14T00:28:01Z,840000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M57.00S,2021-11-14T00:25:48.6Z,1,REGULAR,substitution,out,[],1628984,,,1610612763,26,14,2021-11-14T00:28:01Z,850000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M57.00S,2021-11-14T00:25:48.6Z,1,REGULAR,substitution,out,[],1627742,,,1610612763,26,14,2021-11-14T00:28:01Z,860000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M57.00S,2021-11-14T00:25:48.6Z,1,REGULAR,substitution,out,[],202685,,,1610612763,26,14,2021-11-14T00:28:01Z,870000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M57.00S,2021-11-14T00:25:48.6Z,1,REGULAR,substitution,out,[],203500,,,1610612763,26,14,2021-11-14T00:28:01Z,880000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
