actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
183,PT09M41.00S,2021-12-29T01:40:44.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,13.748357424441524,43.38235294117647,1610612739,28,43,2021-12-29T01:40:49Z,1830000,33.0,77.0,1,left,MISS R. Rubio 8' driving Layup - blocked,"[201937, 1629637]",1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,8.35,Missed,,,,,,,,,,,,,Hayes,1629637.0,,,,,
184,PT09M41.00S,2021-12-29T01:40:44.9Z,2,REGULAR,block,,[],1629637,,,1610612739,28,43,2021-12-29T01:40:47Z,1840000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M38.00S,2021-12-29T01:40:47.9Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,28,43,2021-12-29T01:40:49Z,1850000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
186,PT09M32.00S,2021-12-29T01:40:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629109,94.82588699080158,53.67647058823529,1610612740,28,43,2021-12-29T01:41:51Z,1860000,18.0,-4.0,1,right,MISS G. Clark driving Layup,[1629109],1610612740.0,NOP,driving,,,Clark,G. Clark,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
187,PT09M29.00S,2021-12-29T01:40:57.2Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,28,43,2021-12-29T01:41:06Z,1870000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
188,PT09M22.00S,2021-12-29T01:41:03.8Z,2,REGULAR,3pt,Jump Shot,[],1627756,7.966491458607096,95.83333333333334,1610612739,28,43,2021-12-29T01:41:10Z,1880000,-229.0,22.0,1,left,MISS D. Valentine 3PT,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M22.00S,2021-12-29T01:41:03.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,28,43,2021-12-29T01:41:10Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,,
190,PT09M21.00S,2021-12-29T01:41:11.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,28,43,2021-12-29T01:41:11Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M06.00S,2021-12-29T01:41:36.7Z,2,REGULAR,3pt,Jump Shot,[],1629109,94.43166885676742,95.34313725490196,1610612740,31,43,2021-12-29T01:41:41Z,1910000,227.0,0.0,1,right,G. Clark 3PT  (6 PTS) (T. Satoransky 4 AST),"[1629109, 203107]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,22.67,Made,,,,,,,,6.0,T. Satoransky,203107.0,4.0,,,,,,,,
193,PT08M51.00S,2021-12-29T01:41:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.338370565045992,54.41176470588235,1610612739,31,45,2021-12-29T01:41:57Z,1930000,-22.0,-2.0,1,left,I. Okoro alley-oop Layup (2 PTS) (R. Rubio 5 AST),"[1630171, 201937]",1610612739.0,CLE,alley-oop,,,Okoro,I. Okoro,,,,,2.22,Made,,,,,,,,2.0,R. Rubio,201937.0,5.0,,,,,,,,
195,PT08M32.00S,2021-12-29T01:42:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,67.7562417871222,68.87254901960785,1610612740,31,45,2021-12-29T01:42:19Z,1950000,94.0,251.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M27.00S,2021-12-29T01:42:16.2Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,31,45,2021-12-29T01:42:19Z,1960000,,,0,,R. Rubio REBOUND (Off:1 Def:3),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,195.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
197,PT08M24.00S,2021-12-29T01:42:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,5.338370565045992,49.754901960784316,1610612739,31,47,2021-12-29T01:42:26Z,1970000,1.0,-2.0,1,left,L. Markkanen Layup (6 PTS) (R. Rubio 6 AST),"[1628374, 201937]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,0.26,Made,,,,,,,,6.0,R. Rubio,201937.0,6.0,,,,,,,,
199,PT08M04.00S,2021-12-29T01:42:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629109,86.67871222076215,95.09803921568627,1610612740,31,47,2021-12-29T01:42:43Z,1990000,225.0,73.0,1,right,MISS G. Clark 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M04.00S,2021-12-29T01:42:38.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,31,47,2021-12-29T01:42:43Z,2000000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,
201,PT08M04.00S,2021-12-29T01:42:44.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,31,47,2021-12-29T01:42:44Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,out,[],1628984,,,1610612739,31,47,2021-12-29T01:42:55Z,2020000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,out,[],1630530,,,1610612739,31,47,2021-12-29T01:42:55Z,2030000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,out,[],201567,,,1610612739,31,47,2021-12-29T01:42:55Z,2040000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,out,[],1627756,,,1610612739,31,47,2021-12-29T01:42:55Z,2050000,,,0,,SUB out: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,in,[],202685,,,1610612739,31,47,2021-12-29T01:42:55Z,2060000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,in,[],202066,,,1610612739,31,47,2021-12-29T01:42:55Z,2070000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,31,47,2021-12-29T01:42:55Z,2080000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M04.00S,2021-12-29T01:42:45.4Z,2,REGULAR,substitution,in,[],1626147,,,1610612739,31,47,2021-12-29T01:42:55Z,2090000,,,0,,SUB in: J. Anderson,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M50.00S,2021-12-29T01:43:12.6Z,2,REGULAR,3pt,Jump Shot,[],1626147,12.697109067017081,3.1862745098039214,1610612739,31,47,2021-12-29T01:43:16Z,2100000,234.0,67.0,1,left,MISS J. Anderson 24' 3PT,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2021-12-29T01:43:14.6Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,31,47,2021-12-29T01:43:16Z,2110000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
212,PT07M42.00S,2021-12-29T01:43:21.1Z,2,REGULAR,3pt,Jump Shot,[],203107,67.23061760840999,62.745098039215684,1610612740,31,47,2021-12-29T01:43:26Z,2120000,64.0,256.0,1,right,MISS T. Satoransky 26' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
213,PT07M38.00S,2021-12-29T01:43:25.1Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,31,47,2021-12-29T01:43:26Z,2130000,,,0,,R. Rubio REBOUND (Off:1 Def:4),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,212.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
214,PT07M27.00S,2021-12-29T01:43:35.9Z,2,REGULAR,2pt,Jump Shot,[],201937,5.601182654402102,86.51960784313727,1610612739,31,49,2021-12-29T01:43:41Z,2140000,-183.0,0.0,1,left,R. Rubio 18' Jump Shot (14 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,18.26,Made,,,,,,,,14.0,,,,,,,,,,,
215,PT07M13.00S,2021-12-29T01:43:49.7Z,2,REGULAR,3pt,Jump Shot,[],203107,72.22404730617609,18.38235294117647,1610612740,34,49,2021-12-29T01:43:54Z,2150000,-158.0,209.0,1,right,T. Satoransky 26' 3PT  (3 PTS) (J. Valanciunas 1 AST),"[203107, 202685]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,26.17,Made,,,,,,,,3.0,J. Valanciunas,202685.0,1.0,,,,,,,,
217,PT06M47.00S,2021-12-29T01:44:15.1Z,2,REGULAR,turnover,lost ball,[],1630171,,,1610612739,34,49,2021-12-29T01:44:19Z,2170000,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 1629637]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,1.0,Hayes,1629637.0,,,,,,,,,,,,
218,PT06M47.00S,2021-12-29T01:44:15.1Z,2,REGULAR,steal,,[],1629637,,,1610612740,34,49,2021-12-29T01:44:17Z,2180000,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M42.00S,2021-12-29T01:44:25.1Z,2,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612740,34,49,2021-12-29T01:44:32Z,2190000,,,0,,J. Hayes step out-of-bounds TURNOVER (1 TO),[1629637],1610612740.0,NOP,step,,,Hayes,J. Hayes,,,,,,,,,,,1.0,,,,,,,1626301.0,,,,,,,
220,PT06M42.00S,2021-12-29T01:44:37.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,34,49,2021-12-29T01:44:37Z,2200000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M42.00S,2021-12-29T01:46:46.1Z,2,REGULAR,substitution,out,[],1629109,,,1610612739,34,49,2021-12-29T01:46:49Z,2210000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M42.00S,2021-12-29T01:46:46.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612739,34,49,2021-12-29T01:46:49Z,2220000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M30.00S,2021-12-29T01:47:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,28.991458607095925,24.264705882352942,1610612739,34,49,2021-12-29T01:47:31Z,2230000,129.0,220.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M28.00S,2021-12-29T01:47:29.1Z,2,REGULAR,rebound,defensive,[],202066,,,1610612740,34,49,2021-12-29T01:47:31Z,2240000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
225,PT06M15.00S,2021-12-29T01:47:42.5Z,2,REGULAR,turnover,bad pass,[],202066,,,1610612740,34,49,2021-12-29T01:47:47Z,2250000,,,0,,G. Temple bad pass TURNOVER (1 TO),"[202066, 1628374]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,1.0,Markkanen,1628374.0,,,,,,,,,,,,
226,PT06M15.00S,2021-12-29T01:47:42.5Z,2,REGULAR,steal,,[],1628374,,,1610612739,34,49,2021-12-29T01:47:44Z,2260000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M11.00S,2021-12-29T01:48:34.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630171,19.136005256241788,49.26470588235294,1610612739,34,49,2021-12-29T01:48:43Z,2270000,4.0,127.0,1,left,MISS I. Okoro 12' Jump Shot,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,12.75,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M11.00S,2021-12-29T01:48:42.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,34,49,2021-12-29T01:48:42Z,2280000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,
229,PT06M11.00S,2021-12-29T01:48:45.3Z,2,REGULAR,stoppage,other,[],0,,,1610612740,34,49,2021-12-29T01:50:02Z,2290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M59.00S,2021-12-29T01:49:01.4Z,2,REGULAR,3pt,Jump Shot,[],202066,70.38436268068331,23.774509803921568,1610612740,34,49,2021-12-29T01:49:06Z,2300000,-131.0,226.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M55.00S,2021-12-29T01:49:05.4Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,34,49,2021-12-29T01:49:06Z,2310000,,,0,,R. Rubio REBOUND (Off:1 Def:5),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,230.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
232,PT05M55.00S,2021-12-29T01:49:10.4Z,2,REGULAR,turnover,out-of-bounds,[],201937,,,1610612739,34,49,2021-12-29T01:49:29Z,2320000,,,0,,R. Rubio bad pass out-of-bounds TURNOVER (1 TO),[201937],1610612739.0,CLE,bad pass,,,Rubio,R. Rubio,,,,,,,,,,,1.0,,,,,,,1628168.0,,,,,,,
233,PT05M55.00S,2021-12-29T01:49:14.4Z,2,REGULAR,substitution,out,[],201937,,,1610612740,34,49,2021-12-29T01:49:18Z,2330000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M55.00S,2021-12-29T01:49:14.4Z,2,REGULAR,substitution,in,[],1630698,,,1610612740,34,49,2021-12-29T01:49:18Z,2340000,,,0,,SUB in: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M46.00S,2021-12-29T01:49:37.5Z,2,REGULAR,foul,personal,[],1628374,,,1610612740,34,49,2021-12-29T01:49:45Z,2350000,,,0,,L. Markkanen personal FOUL (1 PF),"[1628374, 202685]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Valanciunas,202685.0,
237,PT05M40.00S,2021-12-29T01:49:53.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,85.89027595269383,51.9607843137255,1610612740,34,49,2021-12-29T01:51:08Z,2370000,10.0,80.0,1,right,MISS J. Valanciunas 8' Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,8.07,Missed,,,,,,,,,,,,,,,,,,,
238,PT05M38.00S,2021-12-29T01:49:55.2Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,34,49,2021-12-29T01:49:58Z,2380000,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,237.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
239,PT05M28.00S,2021-12-29T01:50:05.7Z,2,REGULAR,3pt,Jump Shot,[],1630698,31.488173455978973,55.88235294117647,1610612739,34,49,2021-12-29T01:50:10Z,2390000,-29.0,243.0,1,left,MISS K. Pangos 24' 3PT,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
240,PT05M25.00S,2021-12-29T01:50:08.7Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,34,49,2021-12-29T01:50:10Z,2400000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
241,PT05M16.00S,2021-12-29T01:50:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,93.38042049934296,52.94117647058824,1610612740,34,49,2021-12-29T01:50:24Z,2410000,15.0,10.0,1,right,MISS J. Hayes cutting Layup,[1629637],1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M14.00S,2021-12-29T01:50:20.1Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,34,49,2021-12-29T01:50:24Z,2420000,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,241.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
243,PT05M06.00S,2021-12-29T01:50:28.6Z,2,REGULAR,3pt,Jump Shot,[],1628374,29.122864651773984,22.058823529411764,1610612739,34,49,2021-12-29T01:50:35Z,2430000,140.0,221.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M00.00S,2021-12-29T01:50:34.6Z,2,REGULAR,rebound,offensive,[],1630698,,,1610612739,34,49,2021-12-29T01:50:35Z,2440000,,,0,,K. Pangos REBOUND (Off:1 Def:0),[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,243.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
245,PT04M57.00S,2021-12-29T01:50:37.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630698,21.895532194480946,90.68627450980392,1610612739,34,49,2021-12-29T01:50:41Z,2450000,-203.0,153.0,1,left,MISS K. Pangos 25' 3PT,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
246,PT04M53.00S,2021-12-29T01:50:41.0Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,34,49,2021-12-29T01:50:41Z,2460000,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
247,PT04M48.00S,2021-12-29T01:50:53.1Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612740,34,49,2021-12-29T01:51:05Z,2470000,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Hayes 2 FT),"[1628374, 1629637]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,1626301.0,,,2.0,0.0,Hayes,1629637.0,
249,PT04M48.00S,2021-12-29T01:51:20.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629637,,,1610612740,35,49,2021-12-29T01:51:20Z,2490000,,,0,,J. Hayes Free Throw 1 of 2 (6 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
250,PT04M48.00S,2021-12-29T01:51:21.7Z,2,REGULAR,substitution,out,[],1630171,,,1610612740,35,49,2021-12-29T01:51:27Z,2500000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M48.00S,2021-12-29T01:51:21.7Z,2,REGULAR,substitution,in,[],201567,,,1610612740,35,49,2021-12-29T01:51:27Z,2510000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M48.00S,2021-12-29T01:51:45.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629637,,,1610612740,36,49,2021-12-29T01:51:45Z,2520000,,,0,,J. Hayes Free Throw 2 of 2 (7 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
253,PT04M36.00S,2021-12-29T01:52:00.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,36,49,2021-12-29T01:52:00Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M30.00S,2021-12-29T01:52:20.4Z,2,REGULAR,3pt,Jump Shot,[],201567,29.25427069645204,69.11764705882352,1610612739,36,49,2021-12-29T01:52:26Z,2540000,-96.0,222.0,1,left,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M25.00S,2021-12-29T01:52:25.4Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,36,49,2021-12-29T01:52:26Z,2550000,,,0,,T. Satoransky REBOUND (Off:0 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
256,PT04M22.00S,2021-12-29T01:52:28.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202685,66.70499342969777,42.8921568627451,1610612740,39,49,2021-12-29T01:52:35Z,2560000,-36.0,260.0,1,right,J. Valanciunas 26' 3PT  (5 PTS) (T. Satoransky 5 AST),"[202685, 203107]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.29,Made,,,,,,,,5.0,T. Satoransky,203107.0,5.0,,,,,,,,
258,PT04M04.00S,2021-12-29T01:52:45.8Z,2,REGULAR,3pt,Jump Shot,[],1626147,26.62614980289093,82.1078431372549,1610612739,39,49,2021-12-29T01:52:49Z,2580000,-161.0,198.0,1,left,MISS J. Anderson 25' 3PT,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
259,PT04M02.00S,2021-12-29T01:52:47.8Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,39,49,2021-12-29T01:52:49Z,2590000,,,0,,J. Hayes REBOUND (Off:0 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,258.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
260,PT03M50.00S,2021-12-29T01:53:03.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,39,49,2021-12-29T01:53:03Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M50.00S,2021-12-29T01:53:04.1Z,2,REGULAR,substitution,out,[],203107,,,1610612740,39,49,2021-12-29T01:53:18Z,2610000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M50.00S,2021-12-29T01:53:04.1Z,2,REGULAR,substitution,out,[],1626147,,,1610612740,39,49,2021-12-29T01:53:18Z,2620000,,,0,,SUB out: J. Anderson,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M50.00S,2021-12-29T01:53:04.1Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,39,49,2021-12-29T01:53:18Z,2630000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M50.00S,2021-12-29T01:53:04.1Z,2,REGULAR,substitution,in,[],1627756,,,1610612740,39,49,2021-12-29T01:53:18Z,2640000,,,0,,SUB in: D. Valentine,[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M38.00S,2021-12-29T01:53:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.77463863337714,52.20588235294118,1610612740,41,49,2021-12-29T01:53:40Z,2650000,11.0,6.0,1,right,H. Jones driving Layup (12 PTS) (G. Temple 1 AST),"[1630529, 202066]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.25,Made,,,,,,,,12.0,G. Temple,202066.0,1.0,,,,,,,,
267,PT03M22.00S,2021-12-29T01:53:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612739,41,49,2021-12-29T01:54:41Z,2670000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Love 2 FT),"[1629637, 201567]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,1626301.0,,,1.0,0.0,Love,201567.0,
269,PT03M22.00S,2021-12-29T01:54:46.3Z,2,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,41,50,2021-12-29T01:54:46Z,2690000,,,0,,K. Love Free Throw 1 of 2 (13 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,Made,,,,,,,,13.0,,,,,,,,,,,
