actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M24.00S,2022-03-05T01:12:10.5Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,3,2022-03-05T01:12:12Z,160000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,
18,PT10M13.00S,2022-03-05T01:12:21.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.267411300919843,45.09803921568628,1610612740,4,3,2022-03-05T01:13:08Z,170000,25.0,129.0,1,left,C. McCollum 13' driving floating Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,13.09,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
19,PT10M00.00S,2022-03-05T01:12:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,91.27792378449409,48.03921568627451,1610612762,4,5,2022-03-05T01:13:33Z,180000,-10.0,29.0,1,right,M. Conley driving finger roll Layup (2 PTS),[201144],1610612762.0,UTA,driving finger roll,,,Conley,M. Conley,,,,,3.11,Made,2.0,,,,,,,,,,,,,,,,,,
21,PT09M46.00S,2022-03-05T01:12:49.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.821944809461236,50.0,1610612740,4,5,2022-03-05T01:14:02Z,190000,0.0,115.0,1,left,MISS B. Ingram 11' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,11.5,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M41.00S,2022-03-05T01:12:54.3Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,4,5,2022-03-05T01:12:55Z,200000,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,
23,PT09M39.00S,2022-03-05T01:12:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.601182654402102,45.34313725490196,1610612740,6,5,2022-03-05T01:14:44Z,210000,23.0,0.0,1,left,J. Valanciunas Layup (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,2.33,Made,4.0,,,,,,,,,,,,,,,,,,
24,PT09M27.00S,2022-03-05T01:13:07.7Z,1,REGULAR,2pt,Jump Shot,[],1628378,81.553876478318,67.15686274509804,1610612762,6,5,2022-03-05T02:17:57Z,220000,86.0,121.0,1,right,MISS D. Mitchell 14' pullup Shot,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,14.83,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M25.00S,2022-03-05T01:13:09.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,6,5,2022-03-05T01:13:17Z,230000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,
26,PT09M22.00S,2022-03-05T01:13:15.4Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612740,6,5,2022-03-05T01:13:27Z,240000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Hayes 2 FT),"[202711, 1629637]",1610612762.0,UTA,shooting,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1628159.0,,,,,,1.0,0.0,Hayes,1629637.0,,,,,
28,PT09M22.00S,2022-03-05T01:13:39.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629637,,,1610612740,7,5,2022-03-05T01:13:39Z,260000,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
29,PT09M22.00S,2022-03-05T01:13:39.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629637,,,1610612740,7,5,2022-03-05T01:14:07Z,270000,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2022-03-05T01:13:42.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,7,5,2022-03-05T01:14:07Z,280000,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,
31,PT09M09.00S,2022-03-05T01:14:07.6Z,1,REGULAR,turnover,lost ball,[],201144,,,1610612762,7,5,2022-03-05T01:14:14Z,290000,,,0,,M. Conley lost ball TURNOVER (1 TO),"[201144, 203468]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,1.0,,,,,,,,,McCollum,203468.0,,,
32,PT09M09.00S,2022-03-05T01:14:07.6Z,1,REGULAR,steal,,[],203468,,,1610612740,7,5,2022-03-05T01:14:09Z,300000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M03.00S,2022-03-05T01:14:13.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,9.149145860709593,49.50980392156863,1610612740,9,5,2022-03-05T01:17:22Z,310000,2.0,34.0,1,left,C. McCollum driving floating Jump Shot (4 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,3.36,Made,4.0,,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2022-03-05T01:14:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628378,78.40013140604468,8.57843137254902,1610612762,9,5,2022-03-05T01:14:32Z,320000,-207.0,151.0,1,right,MISS D. Mitchell 25' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2022-03-05T01:14:32.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,9,5,2022-03-05T01:14:32Z,330000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,,,,
36,PT08M38.00S,2022-03-05T01:14:39.8Z,1,REGULAR,3pt,Jump Shot,[],202685,32.11645860709593,62.032781862745104,1610612740,9,5,2022-03-05T01:14:48Z,340000,-60.0,249.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-03-05T01:14:47.8Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,9,5,2022-03-05T01:14:48Z,350000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,
38,PT08M30.00S,2022-03-05T01:14:46.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629637,5.590000152587891,50.0,1610612740,11,5,2022-03-05T01:18:05Z,360000,0.0,0.0,1,left,J. Hayes tip DUNK (3 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,0.0,Made,3.0,,,,,,,,,,,,,,,,,,
39,PT08M15.00S,2022-03-05T01:15:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,93.64323258869908,57.59803921568627,1610612762,11,5,2022-03-05T01:15:24Z,370000,38.0,7.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,3.87,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M13.00S,2022-03-05T01:15:04.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,11,5,2022-03-05T01:15:24Z,380000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,
41,PT08M02.00S,2022-03-05T01:15:15.6Z,1,REGULAR,3pt,Jump Shot,[],203468,25.312089356110377,16.911764705882355,1610612740,14,5,2022-03-05T01:18:40Z,390000,165.0,185.0,1,left,C. McCollum 24' 3PT pullup (7 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,24.85,Made,7.0,,,,,,,,,,,,,,,,,,
42,PT08M00.00S,2022-03-05T01:15:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,5,2022-03-05T01:15:35Z,400000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M50.00S,2022-03-05T01:18:25.6Z,1,REGULAR,3pt,Jump Shot,[],201144,66.76453679369251,64.23866421568627,1610612762,14,5,2022-03-05T01:19:28Z,410000,71.0,260.0,1,right,MISS M. Conley 26' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M47.00S,2022-03-05T01:18:28.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,14,5,2022-03-05T01:18:36Z,420000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,
45,PT07M35.00S,2022-03-05T01:18:40.8Z,1,REGULAR,turnover,lost ball,[],202685,,,1610612740,14,5,2022-03-05T01:18:54Z,430000,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 201144]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,1.0,,,,,,,,,Conley,201144.0,,,
46,PT07M35.00S,2022-03-05T01:18:40.8Z,1,REGULAR,steal,,[],201144,,,1610612762,14,5,2022-03-05T01:18:43Z,440000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2022-03-05T01:18:49.4Z,1,REGULAR,turnover,out-of-bounds,[],202711,,,1610612762,14,5,2022-03-05T01:19:00Z,450000,,,0,,B. Bogdanovic step out-of-bounds TURNOVER (1 TO),[202711],1610612762.0,UTA,step,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,,
48,PT07M17.00S,2022-03-05T01:19:16.2Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,14,5,2022-03-05T01:19:32Z,460000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,,
49,PT06M53.00S,2022-03-05T01:19:39.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,94.30026281208936,49.26470588235294,1610612762,14,7,2022-03-05T01:19:46Z,470000,-4.0,1.0,1,right,R. Gobert cutting DUNK (2 PTS) (D. Mitchell 1 AST),"[203497, 1628378]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,0.39,Made,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,,
51,PT06M38.00S,2022-03-05T01:19:55.9Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,14,7,2022-03-05T01:20:01Z,490000,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 201144]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,2.0,,,,,,,,,Conley,201144.0,,,
52,PT06M38.00S,2022-03-05T01:19:55.9Z,1,REGULAR,steal,,[],201144,,,1610612762,14,7,2022-03-05T01:19:57Z,500000,,,0,,M. Conley STEAL (2 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M33.00S,2022-03-05T01:20:00.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203497,94.30026281208936,49.754901960784316,1610612762,14,9,2022-03-05T01:21:23Z,510000,-1.0,1.0,1,right,R. Gobert running alley-oop DUNK (4 PTS) (R. O'Neale 1 AST),"[203497, 1626220]",1610612762.0,UTA,running alley-oop,,,Gobert,R. Gobert,,,,,0.16,Made,4.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,,
55,PT06M14.00S,2022-03-05T01:20:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,4.418528252299605,53.431372549019606,1610612740,16,9,2022-03-05T01:22:05Z,530000,-17.0,-11.0,1,left,B. Ingram driving finger roll Layup (2 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,2.04,Made,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,,
57,PT05M57.00S,2022-03-05T01:20:42.9Z,1,REGULAR,foul,personal,['2freethrow'],202685,,,1610612762,16,9,2022-03-05T01:20:49Z,550000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Gobert 2 FT),"[202685, 203497]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1628159.0,,,,,,1.0,0.0,Gobert,203497.0,,,,,
59,PT05M57.00S,2022-03-05T01:21:14.3Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612762,16,10,2022-03-05T01:21:55Z,570000,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
60,PT05M57.00S,2022-03-05T01:21:18.9Z,1,REGULAR,substitution,out,[],201144,,,1610612762,16,10,2022-03-05T01:21:24Z,580000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M57.00S,2022-03-05T01:21:18.9Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,16,10,2022-03-05T01:21:24Z,590000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M57.00S,2022-03-05T01:21:14.3Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612762,16,10,2022-03-05T01:21:55Z,600000,,,0,,MISS R. Gobert Free Throw 2 of 2,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
63,PT05M54.00S,2022-03-05T01:21:17.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,16,10,2022-03-05T01:21:55Z,610000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,62.0,4.0,3.0,1.0,,,,,,,,,
64,PT05M35.00S,2022-03-05T01:22:08.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,24.52365308804205,64.2156862745098,1610612740,16,10,2022-03-05T01:22:19Z,620000,-71.0,178.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.17,Missed,,,,,,,,,,,,,,,,,,,
65,PT05M32.00S,2022-03-05T01:22:11.6Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,16,10,2022-03-05T01:22:19Z,630000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,
66,PT05M31.00S,2022-03-05T01:22:12.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,18.478975032851512,48.529411764705884,1610612740,18,10,2022-03-05T01:22:25Z,640000,7.0,121.0,1,left,B. Ingram 12' Jump Shot (4 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,12.14,Made,4.0,,,,,,,,,,,,,,,,,,
67,PT05M16.00S,2022-03-05T01:22:26.4Z,1,REGULAR,3pt,Jump Shot,[],202711,69.20170827858082,29.65686274509804,1610612762,18,10,2022-03-05T01:22:34Z,650000,-102.0,237.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M10.00S,2022-03-05T01:22:32.4Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612762,18,10,2022-03-05T01:22:32Z,660000,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,
69,PT05M06.00S,2022-03-05T01:22:36.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,69.46452036793693,26.225490196078432,1610612762,18,10,2022-03-05T01:25:25Z,670000,-119.0,235.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M05.00S,2022-03-05T01:22:37.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,18,10,2022-03-05T01:22:45Z,680000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,
71,PT05M05.00S,2022-03-05T01:22:42.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,18,10,2022-03-05T01:22:42Z,690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M05.00S,2022-03-05T01:22:43.0Z,1,REGULAR,substitution,out,[],203468,,,1610612740,18,10,2022-03-05T01:22:53Z,700000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M05.00S,2022-03-05T01:22:43.0Z,1,REGULAR,substitution,out,[],203497,,,1610612740,18,10,2022-03-05T01:22:53Z,710000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2022-03-05T01:22:43.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,18,10,2022-03-05T01:22:53Z,720000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2022-03-05T01:22:43.0Z,1,REGULAR,substitution,in,[],202355,,,1610612740,18,10,2022-03-05T01:22:53Z,730000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M40.00S,2022-03-05T01:23:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,20.05584756898817,44.11764705882353,1610612740,18,10,2022-03-05T01:25:52Z,740000,29.0,136.0,1,left,MISS J. Valanciunas 13' driving floating Shot,[202685],1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,13.91,Missed,,,,,,,,,,,,,,,,,,,
77,PT04M36.00S,2022-03-05T01:23:20.3Z,1,REGULAR,rebound,defensive,[],202355,,,1610612762,18,10,2022-03-05T01:23:23Z,750000,,,0,,H. Whiteside REBOUND (Off:0 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,
78,PT04M30.00S,2022-03-05T01:23:32.4Z,1,REGULAR,foul,personal,[],1630631,,,1610612762,18,10,2022-03-05T01:23:38Z,760000,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 202711]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,1662.0,,,,,,1.0,0.0,Bogdanovic,202711.0,,,,,
80,PT04M30.00S,2022-03-05T01:23:38.5Z,1,REGULAR,substitution,out,[],202685,,,1610612762,18,10,2022-03-05T01:23:42Z,780000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M30.00S,2022-03-05T01:23:38.5Z,1,REGULAR,substitution,in,[],1626195,,,1610612762,18,10,2022-03-05T01:23:42Z,790000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M25.00S,2022-03-05T01:23:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.27792378449409,55.88235294117647,1610612762,18,10,2022-03-05T01:24:06Z,800000,29.0,29.0,1,right,MISS B. Bogdanovic Layup,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,4.16,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M22.00S,2022-03-05T01:23:58.2Z,1,REGULAR,rebound,offensive,[],202355,,,1610612762,18,10,2022-03-05T01:23:58Z,810000,,,0,,H. Whiteside REBOUND (Off:1 Def:1),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,,
84,PT04M20.00S,2022-03-05T01:24:00.5Z,1,REGULAR,turnover,lost ball,[],202355,,,1610612762,18,10,2022-03-05T01:24:09Z,820000,,,0,,H. Whiteside lost ball TURNOVER (1 TO),"[202355, 1627742]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,1.0,,,,,,,,,Ingram,1627742.0,,,
85,PT04M20.00S,2022-03-05T01:24:00.5Z,1,REGULAR,steal,,[],1627742,,,1610612740,18,10,2022-03-05T01:24:02Z,830000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
