actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
276,PT02M37.00S,2021-12-11T01:58:05.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,44,53,2021-12-11T01:58:07Z,2680000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,275.0,,,,,,3.0,3.0,0.0,,,,,,
277,PT02M31.00S,2021-12-11T01:58:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,91.67214191852825,45.34313725490196,1610612740,46,53,2021-12-11T02:04:10Z,2690000,-23.0,26.0,1,right,B. Ingram driving Layup (18 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,3.48,Made,18.0,,,,,,,,,,,,,,,,,,
278,PT02M16.00S,2021-12-11T01:58:26.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,11.12023653088042,44.6078431372549,1610612765,46,53,2021-12-11T01:58:32Z,2700000,27.0,52.0,1,left,MISS I. Stewart Hook,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,5.86,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M16.00S,2021-12-11T01:58:26.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,46,53,2021-12-11T01:58:32Z,2710000,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,278.0,,,,,,4.0,3.0,1.0,,,,,,
280,PT02M12.00S,2021-12-11T01:58:34.6Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612740,46,53,2021-12-11T01:58:52Z,2720000,,,0,,J. Grant shooting personal FOUL (1 PF) (Hart 2 FT),"[203924, 1628404]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,200832.0,1.0,0.0,Hart,1628404.0,,,,,,,,,
282,PT02M12.00S,2021-12-11T01:59:03.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612740,47,53,2021-12-11T01:59:03Z,2740000,,,0,,J. Hart Free Throw 1 of 2 (11 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
283,PT02M12.00S,2021-12-11T01:59:26.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612740,48,53,2021-12-11T01:59:26Z,2750000,,,0,,J. Hart Free Throw 2 of 2 (12 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
284,PT02M04.00S,2021-12-11T01:59:37.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,9.149145860709593,52.20588235294118,1610612765,48,53,2021-12-11T01:59:44Z,2760000,-11.0,34.0,1,left,MISS C. Cunningham Layup,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M01.00S,2021-12-11T01:59:40.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,48,53,2021-12-11T01:59:44Z,2770000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,284.0,,,,,,5.0,4.0,1.0,,,,,,
286,PT01M54.00S,2021-12-11T01:59:46.7Z,2,REGULAR,3pt,Jump Shot,[],1627742,65.91655716162943,49.754901960784316,1610612740,51,53,2021-12-11T02:01:03Z,2780000,-1.0,268.0,1,right,B. Ingram 26' 3PT  (21 PTS) (T. Satoransky 1 AST),"[1627742, 203107]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.79,Made,21.0,T. Satoransky,203107.0,1.0,,,,,,,,,,,,,,,
288,PT01M54.00S,2021-12-11T01:59:54.6Z,2,REGULAR,foul,personal,['1freethrow'],1630180,,,1610612740,51,53,2021-12-11T02:00:24Z,2800000,,,0,,S. Bey shooting personal FOUL (1 PF) (Ingram 1 FT),"[1630180, 1627742]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,,,,,,,,200832.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
290,PT01M54.00S,2021-12-11T02:00:30.6Z,2,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,52,53,2021-12-11T02:00:30Z,2820000,,,0,,B. Ingram Free Throw 1 of 1 (22 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
291,PT01M31.00S,2021-12-11T02:00:56.5Z,2,REGULAR,3pt,Jump Shot,[],203924,33.722076215505915,63.23529411764706,1610612765,52,53,2021-12-11T02:01:27Z,2830000,-66.0,264.0,1,left,MISS J. Grant 27' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M31.00S,2021-12-11T02:00:56.5Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,52,53,2021-12-11T02:01:27Z,2840000,,,0,,T. Satoransky REBOUND (Off:0 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,291.0,,,,,,2.0,2.0,0.0,,,,,,
293,PT01M17.00S,2021-12-11T02:01:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.50262812089356,39.46078431372549,1610612740,52,53,2021-12-11T02:07:30Z,2850000,-53.0,131.0,1,right,MISS B. Ingram 14' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M16.00S,2021-12-11T02:01:11.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,52,53,2021-12-11T02:01:31Z,2860000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,293.0,,,,,,,,,,,,,,
295,PT01M16.00S,2021-12-11T02:01:28.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,52,53,2021-12-11T02:01:28Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M10.00S,2021-12-11T02:01:44.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612740,52,53,2021-12-11T02:01:58Z,2880000,,,0,,K. Hayes shooting personal FOUL (3 PF) (Ingram 2 FT),"[1630165, 1627742]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,,202056.0,3.0,0.0,Ingram,1627742.0,,,,,,,,,
298,PT01M10.00S,2021-12-11T02:02:13.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612740,53,53,2021-12-11T02:02:13Z,2900000,,,0,,B. Ingram Free Throw 1 of 2 (23 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
299,PT01M10.00S,2021-12-11T02:02:14.5Z,2,REGULAR,substitution,out,[],1630165,,,1610612740,53,53,2021-12-11T02:02:18Z,2910000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M10.00S,2021-12-11T02:02:14.5Z,2,REGULAR,substitution,in,[],1628977,,,1610612740,53,53,2021-12-11T02:02:18Z,2920000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M10.00S,2021-12-11T02:02:31.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612740,54,53,2021-12-11T02:02:31Z,2930000,,,0,,B. Ingram Free Throw 2 of 2 (24 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
302,PT00M51.30S,2021-12-11T02:02:53.2Z,2,REGULAR,2pt,Jump Shot,[],1630191,22.158344283837057,60.5392156862745,1610612765,54,55,2021-12-11T02:08:21Z,2940000,-53.0,156.0,1,left,I. Stewart 16' Jump Shot (4 PTS) (C. Cunningham 4 AST),"[1630191, 1630595]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,16.45,Made,4.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,,,,,,
304,PT00M33.00S,2021-12-11T02:03:13.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,88.51839684625493,96.07843137254902,1610612740,54,55,2021-12-11T02:03:20Z,2960000,230.0,55.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
305,PT00M30.90S,2021-12-11T02:03:16.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,54,55,2021-12-11T02:03:16Z,2970000,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,304.0,,,,,,3.0,3.0,0.0,,,,,,
306,PT00M19.90S,2021-12-11T02:03:32.2Z,2,REGULAR,foul,personal,[],1628404,,,1610612765,54,55,2021-12-11T02:03:48Z,2980000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1630191]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,202056.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,
308,PT00M15.50S,2021-12-11T02:03:55.1Z,2,REGULAR,2pt,Jump Shot,[],203924,23.866622864651774,50.98039215686274,1610612765,54,55,2021-12-11T02:09:32Z,3000000,-5.0,172.0,1,left,MISS J. Grant 17' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,,
309,PT00M12.70S,2021-12-11T02:03:57.9Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,54,55,2021-12-11T02:03:57Z,3010000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,308.0,,,,,,4.0,3.0,1.0,,,,,,
310,PT00M10.30S,2021-12-11T02:04:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628977,26.62614980289093,15.441176470588236,1610612765,54,55,2021-12-11T02:04:10Z,3020000,173.0,198.0,1,left,MISS H. Diallo 26' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M08.00S,2021-12-11T02:04:02.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,54,55,2021-12-11T02:04:02Z,3030000,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,310.0,,,,,,6.0,4.0,2.0,,,,,,
312,PT00M04.00S,2021-12-11T02:04:08.7Z,2,REGULAR,foul,offensive,[],1628404,,,1610612740,54,55,2021-12-11T02:04:28Z,3040000,,,0,,J. Hart charge offensive FOUL (2 PF),"[1628404, 203924]",1610612740.0,NOP,charge,,,Hart,J. Hart,,,,,,,,,,,,202056.0,2.0,0.0,Grant,203924.0,,,,,,,,,
314,PT00M04.00S,2021-12-11T02:04:08.7Z,2,REGULAR,turnover,offensive foul,[],1628404,,,1610612740,54,55,2021-12-11T02:04:08Z,3060000,,,0,,J. Hart offensive foul TURNOVER (2 TO),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,202056.0,,,,,,,,2.0,,,,,
315,PT00M04.00S,2021-12-11T02:04:35.6Z,2,REGULAR,substitution,out,[],1628404,,,1610612765,54,55,2021-12-11T02:04:46Z,3070000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M04.00S,2021-12-11T02:04:35.6Z,2,REGULAR,substitution,in,[],202066,,,1610612765,54,55,2021-12-11T02:04:46Z,3080000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2021-12-11T02:04:57.1Z,2,REGULAR,period,end,[],0,,,1610612765,54,55,2021-12-11T02:04:57Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,out,['startperiod'],203107,,,1610612765,54,55,2021-12-11T02:20:23Z,3100000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,out,['startperiod'],202066,,,1610612765,54,55,2021-12-11T02:20:23Z,3110000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,out,['startperiod'],1628977,,,1610612765,54,55,2021-12-11T02:20:23Z,3120000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,in,['startperiod'],1628404,,,1610612765,54,55,2021-12-11T02:20:23Z,3130000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,in,['startperiod'],1628984,,,1610612765,54,55,2021-12-11T02:20:23Z,3140000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-12-11T02:20:07.6Z,3,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,54,55,2021-12-11T02:20:23Z,3150000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-12-11T02:20:15.4Z,3,REGULAR,period,start,[],0,,,1610612765,54,55,2021-12-11T02:20:23Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M38.00S,2021-12-11T02:20:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,84.57621550591328,46.07843137254902,1610612765,54,55,2021-12-11T02:21:03Z,3170000,-20.0,92.0,1,right,MISS K. Hayes 9' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,9.46,Missed,,,,,,,,,,,,,,,,,,,
326,PT11M32.00S,2021-12-11T02:20:43.2Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,54,55,2021-12-11T02:20:43Z,3180000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,325.0,,,,,,1.0,1.0,0.0,,,,,,
327,PT11M20.00S,2021-12-11T02:20:54.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,13.091327201051248,50.98039215686274,1610612740,56,55,2021-12-11T02:21:01Z,3190000,-5.0,71.0,1,left,J. Valanciunas 7' Hook (13 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,7.08,Made,13.0,,,,,,,,,,,,,,,,,,
328,PT11M08.00S,2021-12-11T02:21:06.9Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,56,55,2021-12-11T02:21:14Z,3200000,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1628404]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,2.0,Hart,1628404.0,,,
329,PT11M08.00S,2021-12-11T02:21:06.9Z,3,REGULAR,steal,,[],1628404,,,1610612740,56,55,2021-12-11T02:21:10Z,3210000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M05.00S,2021-12-11T02:21:11.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630529,6.750985545335084,36.51960784313726,1610612740,56,55,2021-12-11T02:23:48Z,3215000,67.0,11.0,1,left,MISS H. Jones 6' running Layup - blocked,"[1630529, 203924]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,6.83,Missed,,,,,,,,,,,,,,,,,Grant,203924.0,
343,PT11M05.00S,2021-12-11T02:21:11.9Z,3,REGULAR,block,,[],203924,,,1610612740,56,55,2021-12-11T02:23:27Z,3217500,,,0,,J. Grant BLOCK (2 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M05.00S,2021-12-11T02:21:11.9Z,3,REGULAR,rebound,offensive,[],1628404,,,1610612740,56,55,2021-12-11T02:24:47Z,3218750,,,0,,J. Hart REBOUND (Off:2 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,342.0,,,,,,6.0,4.0,2.0,,,,,,
330,PT10M57.00S,2021-12-11T02:21:17.0Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612740,56,55,2021-12-11T02:21:31Z,3220000,,,0,,J. Hart bad pass TURNOVER (3 TO),"[1628404, 1630595]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,3.0,Cunningham,1630595.0,,,
331,PT10M57.00S,2021-12-11T02:21:17.0Z,3,REGULAR,steal,,[],1630595,,,1610612765,56,55,2021-12-11T02:21:20Z,3230000,,,0,,C. Cunningham STEAL (2 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT10M52.00S,2021-12-11T02:21:21.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630165,89.04402102496715,45.09803921568628,1610612765,56,55,2021-12-11T02:21:38Z,3240000,-25.0,50.0,1,right,MISS K. Hayes Layup - blocked,"[1630165, 1627742]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,5.61,Missed,,,,,,,,,,,,,,,,,Ingram,1627742.0,
333,PT10M52.00S,2021-12-11T02:21:21.9Z,3,REGULAR,block,,[],1627742,,,1610612765,56,55,2021-12-11T02:21:25Z,3250000,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT10M48.00S,2021-12-11T02:21:25.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,56,55,2021-12-11T02:21:38Z,3260000,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,332.0,,,,,,7.0,5.0,2.0,,,,,,
335,PT10M45.00S,2021-12-11T02:21:29.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,28.465834428383708,17.401960784313726,1610612740,59,55,2021-12-11T02:21:44Z,3270000,163.0,215.0,1,left,D. Graham 26' 3PT  (3 PTS) (J. Hart 2 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.99,Made,3.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,,
337,PT10M24.00S,2021-12-11T02:21:49.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,84.05059132720105,48.77450980392157,1610612765,59,55,2021-12-11T02:21:56Z,3290000,-6.0,97.0,1,right,MISS S. Bey 9' step back Shot,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,9.76,Missed,,,,,,,,,,,,,,,,,,,
338,PT10M22.00S,2021-12-11T02:21:51.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,59,55,2021-12-11T02:21:56Z,3300000,,,0,,J. Valanciunas REBOUND (Off:2 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,337.0,,,,,,8.0,6.0,2.0,,,,,,
339,PT10M19.00S,2021-12-11T02:21:56.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.1268068331143235,47.549019607843135,1610612740,61,55,2021-12-11T02:22:04Z,3310000,12.0,5.0,1,left,H. Jones Layup (5 PTS) (D. Graham 3 AST),"[1630529, 1628984]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1.33,Made,5.0,D. Graham,1628984.0,3.0,,,,,,,,,,,,,,,
341,PT10M18.00S,2021-12-11T02:22:04.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,61,55,2021-12-11T02:22:04Z,3330000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M55.00S,2021-12-11T02:25:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,86.15308804204993,49.754901960784316,1610612765,61,55,2021-12-11T02:25:26Z,3340000,-1.0,78.0,1,right,MISS J. Grant 7' turnaround Shot,[203924],1610612765.0,DET,turnaround,,,Grant,J. Grant,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M53.00S,2021-12-11T02:25:20.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,61,55,2021-12-11T02:25:26Z,3350000,,,0,,J. Valanciunas REBOUND (Off:2 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,345.0,,,,,,9.0,7.0,2.0,,,,,,
348,PT09M43.00S,2021-12-11T02:25:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630529,29.77989487516426,74.01960784313727,1610612740,64,55,2021-12-11T02:25:38Z,3370000,-120.0,227.0,1,left,H. Jones 25' 3PT  (8 PTS) (J. Valanciunas 3 AST),"[1630529, 202685]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,25.72,Made,8.0,J. Valanciunas,202685.0,3.0,,,,,,,,,,,,,,,
350,PT09M29.00S,2021-12-11T02:25:43.5Z,3,REGULAR,3pt,Jump Shot,[],1630595,69.07030223390277,25.0,1610612765,64,58,2021-12-11T02:25:50Z,3390000,-125.0,238.0,1,right,C. Cunningham 26' 3PT  (14 PTS) (K. Hayes 5 AST),"[1630595, 1630165]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,26.9,Made,14.0,K. Hayes,1630165.0,5.0,,,,,,,,,,,,,,,
352,PT09M15.00S,2021-12-11T02:26:00.6Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612740,64,58,2021-12-11T02:26:16Z,3410000,,,0,,J. Grant shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[203924, 202685]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,200832.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,
354,PT09M15.00S,2021-12-11T02:26:30.0Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,65,58,2021-12-11T02:26:30Z,3430000,,,0,,J. Valanciunas Free Throw 1 of 2 (14 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
355,PT09M15.00S,2021-12-11T02:26:51.3Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,66,58,2021-12-11T02:26:51Z,3440000,,,0,,J. Valanciunas Free Throw 2 of 2 (15 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
356,PT09M02.00S,2021-12-11T02:27:04.5Z,3,REGULAR,3pt,Jump Shot,[],1630595,87.46714848883047,2.696078431372549,1610612765,66,58,2021-12-11T02:27:10Z,3450000,-237.0,65.0,1,right,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M58.00S,2021-12-11T02:27:08.5Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,66,58,2021-12-11T02:27:10Z,3460000,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,356.0,,,,,,3.0,3.0,0.0,,,,,,
358,PT08M54.00S,2021-12-11T02:27:12.4Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,27.414586070959263,60.29411764705882,1610612740,68,58,2021-12-11T02:28:06Z,3470000,-51.0,205.0,1,left,B. Ingram 21' pullup Jump Shot (26 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,21.16,Made,26.0,,,,,,,,,,,,,,,,,,
359,PT08M29.00S,2021-12-11T02:27:39.6Z,3,REGULAR,foul,offensive,[],203924,,,1610612765,68,58,2021-12-11T02:27:55Z,3480000,,,0,,J. Grant charge offensive FOUL (3 PF),"[203924, 1630529]",1610612765.0,DET,charge,,,Grant,J. Grant,,,,,,,,,,,,200832.0,3.0,0.0,Jones,1630529.0,,,,,,,,,
361,PT08M29.00S,2021-12-11T02:27:39.6Z,3,REGULAR,turnover,offensive foul,[],203924,,,1610612765,68,58,2021-12-11T02:27:39Z,3500000,,,0,,J. Grant offensive foul TURNOVER (2 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,200832.0,,,,,,,,2.0,,,,,
362,PT08M14.00S,2021-12-11T02:28:11.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202685,5.732588699080158,53.67647058823529,1610612740,68,58,2021-12-11T02:28:22Z,3510000,-18.0,1.0,1,left,MISS J. Valanciunas DUNK - blocked,"[202685, 203924]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.85,Missed,,,,,,,,,,,,,,,,,Grant,203924.0,
363,PT08M14.00S,2021-12-11T02:28:11.7Z,3,REGULAR,block,,[],203924,,,1610612740,68,58,2021-12-11T02:28:14Z,3520000,,,0,,J. Grant BLOCK (3 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M08.00S,2021-12-11T02:28:17.7Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,68,58,2021-12-11T02:28:22Z,3530000,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,362.0,,,,,,3.0,2.0,1.0,,,,,,
